Symbol,한솔케미칼_시가(원),한솔케미칼_종가(원),한솔케미칼_거래량(주),한솔케미칼_PER(IFRS-연결),한솔케미칼_순매수수량(개인)(주),한솔케미칼_순매수수량(기관계)(주),한솔케미칼_순매수수량(외국인계)(주)
2000-01-04,7700,8100,240170,14.34,-12910,15550,0
2000-01-05,7900,7550,202170,13.37,1520,-520,0
2000-01-06,7900,7200,151260,12.75,5570,-5530,0
2000-01-07,7200,7450,242670,13.19,51640,-52080,440
2000-01-10,7550,7850,299460,13.9,14090,1660,0
2000-01-11,7800,7500,313520,13.28,90040,-90320,0
2000-01-12,7450,7130,180970,12.62,-28280,28280,0
2000-01-13,7200,6900,214010,12.22,49830,-49830,0
2000-01-14,6900,7000,221620,12.39,-33840,33840,0
2000-01-17,7000,7050,254300,12.48,62930,-65480,550
2000-01-18,7190,7100,559650,12.57,75620,-73730,-890
2000-01-19,6910,6640,243070,11.76,-38270,39620,0
2000-01-20,6500,6230,160670,11.03,-180,1820,330
2000-01-21,5930,6340,511160,11.23,171730,-172700,1250
2000-01-24,6000,6170,258430,10.92,40510,-44510,2000
2000-01-25,6150,5800,248290,10.27,60360,-60360,0
2000-01-26,6000,6670,600520,11.81,-22420,-3150,0
2000-01-27,7390,6990,1447400,12.38,4580,23240,-3250
2000-01-28,7000,6820,305210,12.08,3170,-3170,0
2000-01-31,6820,6800,234460,12.04,16460,-15460,0
2000-02-01,6870,6700,227800,11.86,710,-550,0
2000-02-02,6330,6870,305540,12.16,-31680,31680,0
2000-02-03,7000,7200,460870,12.75,-740,-60,0
2000-02-07,7270,6980,319100,12.36,69310,-68530,0
2000-02-08,7010,6800,236380,12.04,-980,820,0
2000-02-09,6780,6650,268040,11.77,-12000,12000,0
2000-02-10,6510,6250,194540,11.07,44120,-44020,-100
2000-02-11,6250,6100,196620,10.8,4960,-4960,0
2000-02-14,6160,5800,134340,10.27,-2340,2340,0
2000-02-15,6250,5700,153720,10.09,-2580,2470,110
2000-02-16,5750,5650,180700,10,35900,-35900,0
2000-02-17,5650,5750,236080,10.18,9820,-9820,0
2000-02-18,5800,6000,313310,10.62,1580,-2010,0
2000-02-21,6000,5700,190360,10.09,-20060,20490,0
2000-02-22,5510,5570,206070,9.86,-3450,3450,0
2000-02-23,6400,6400,114860,11.33,24320,-24140,0
2000-02-24,7020,6600,723010,11.69,-9990,-210,10200
2000-02-25,6600,6950,430450,12.31,-50670,50650,0
2000-02-28,6560,7000,502340,12.39,-14000,19100,-10100
2000-02-29,7200,6700,271480,11.86,46620,-46560,100
2000-03-02,6810,6880,353370,12.18,0,-50,50
2000-03-03,7000,6850,389780,12.13,-38130,8290,0
2000-03-06,7150,7870,727230,13.93,57910,-57710,-200
2000-03-07,7900,7800,560130,13.81,-49850,49850,0
2000-03-08,7600,8000,468820,14.16,-116610,96510,0
2000-03-09,7900,8310,778670,14.71,20730,-25780,-1970
2000-03-10,8350,7900,404050,13.99,9380,-9510,0
2000-03-13,7890,7950,799830,14.08,-46840,-5660,2500
2000-03-14,8150,7300,402410,12.93,37730,-29130,-5500
2000-03-15,7200,7200,305390,12.75,-180,-40,0
2000-03-16,7560,7350,261850,13.01,1810,690,-2500
2000-03-17,7370,7010,268330,12.41,-18890,-31110,0
2000-03-20,7010,6710,208550,11.88,-670,670,0
2000-03-21,6530,6300,215270,11.15,27960,-29520,1560
2000-03-22,6300,6390,294100,11.31,44870,-44870,0
2000-03-23,6550,6300,224010,11.15,52010,-52010,0
2000-03-24,6500,6350,271830,11.24,19960,-19960,0
2000-03-27,6550,6500,250020,11.51,-10,10,0
2000-03-28,6680,6400,158670,11.33,3510,-3510,0
2000-03-29,6500,6300,300720,11.15,26420,-1420,0
2000-03-30,6310,6100,171630,10.8,1070,-950,0
2000-03-31,6150,6040,155830,10.69,-8630,-6370,0
2000-04-03,6060,5730,196880,10.15,-20230,230,0
2000-04-04,5750,5960,187420,10.55,-21870,1870,0
2000-04-06,5970,6210,147160,11,-230,230,0
2000-04-07,6300,6580,417810,11.65,-22630,630,0
2000-04-10,6610,6760,301120,11.97,-19370,-670,0
2000-04-11,6790,6510,256080,11.53,-16580,350,0
2000-04-12,6550,6800,488930,12.04,-24140,24140,0
2000-04-14,6800,6700,221380,11.86,-15190,-690,20
2000-04-17,6020,5700,152660,10.09,-4350,950,3400
2000-04-18,6050,6250,324900,11.07,76910,-61910,0
2000-04-19,6270,6500,677050,11.51,-55630,32040,-3020
2000-04-20,6650,6400,364040,11.33,-12470,-800,0
2000-04-21,6500,6400,188080,11.33,-19750,-250,0
2000-04-24,6300,6450,145480,11.42,-31160,31160,0
2000-04-25,6160,6210,97620,11,-29730,29730,0
2000-04-26,6230,6100,268000,10.8,45060,-65060,0
2000-04-27,5710,5700,96680,10.09,-1670,1670,0
2000-04-28,5610,5740,119660,10.16,3320,-2920,-400
2000-05-02,5610,5700,113630,10.09,5670,-5230,-440
2000-05-03,5850,5570,146560,9.86,19520,-38970,-550
2000-05-04,5650,5490,191500,9.72,-17600,-1180,-9220
2000-05-08,5550,5560,137980,9.84,8670,-390,-330
2000-05-09,5500,5530,96710,9.79,350,-20,-330
2000-05-10,5530,5430,116190,9.61,7940,3310,-1880
2000-05-12,5310,5130,180410,9.08,2960,-330,370
2000-05-15,5050,4555,154510,8.07,54860,-54620,-240
2000-05-16,4595,4520,88420,8,240,0,-240
2000-05-17,4740,4000,210340,7.08,-48820,-480,-600
2000-05-18,4200,4000,192710,7.08,-70110,120,0
2000-05-19,4180,4050,170210,7.17,-71570,-3430,0
2000-05-22,4250,3970,194190,7.03,-44650,-150,-110
2000-05-23,3955,3715,92290,6.58,25680,-25680,0
2000-05-24,3730,3770,267730,6.68,61000,-30760,0
2000-05-25,3890,4150,233640,7.35,5280,-2080,0
2000-05-26,4150,3900,219980,6.91,-59920,59920,0
2000-05-29,3710,3990,115190,7.06,-330,330,0
2000-05-30,3980,4180,162480,7.4,5820,-1980,-260
2000-05-31,4330,4480,355100,7.93,-46280,-2840,-480
2000-06-01,4500,4260,159980,7.54,-44230,-720,0
2000-06-02,4300,4210,222720,7.45,60110,-60110,0
2000-06-05,4235,4495,333280,7.96,2420,-1720,-700
2000-06-07,4505,4950,576740,8.76,-480,480,0
2000-06-08,5050,4900,361260,8.68,-2490,-1510,0
2000-06-09,4910,5000,257180,8.85,-4180,-3820,0
2000-06-12,5100,5170,477030,9.15,60,-40,0
2000-06-13,5020,4500,160380,7.97,13020,0,0
2000-06-14,4200,4390,116930,7.77,110,-50,0
2000-06-15,4250,4200,191590,7.44,10,-10,0
2000-06-16,4200,4150,103850,7.35,20,-20,0
2000-06-19,4025,4010,68590,7.1,190,-190,0
2000-06-20,3950,4080,102060,7.22,20,-20,0
2000-06-21,4000,4100,130730,7.26,250,-250,0
2000-06-22,4180,4240,194020,7.51,360,-360,0
2000-06-23,4120,4200,65850,7.44,190,-60,0
2000-06-26,4110,4195,79800,7.43,30,-30,0
2000-06-27,4200,4370,128790,7.74,40,20,0
2000-06-28,4280,4390,118570,7.77,-10,10,0
2000-06-29,4390,4300,109830,7.61,0,0,0
2000-06-30,4280,4230,136920,7.49,-80,80,0
2000-07-03,4230,4450,131890,7.88,-40,40,0
2000-07-04,4500,4500,240650,7.97,50,-50,0
2000-07-05,4550,4430,93560,7.84,-210,210,0
2000-07-06,4400,4560,215210,8.07,-80,80,0
2000-07-07,4650,4785,216230,8.47,-140,140,0
2000-07-10,4780,4995,273640,8.84,-430,430,0
2000-07-11,4990,4840,231950,8.57,100,-100,0
2000-07-12,4790,4695,210070,8.31,230,-230,0
2000-07-13,4705,4660,116070,8.25,-70,70,0
2000-07-14,4600,4730,525730,8.37,-165180,-2150,0
2000-07-18,4795,4565,174380,8.08,100,20,0
2000-07-19,4620,4225,125530,7.48,-270,270,0
2000-07-20,3950,4090,90170,7.24,-220,160,60
2000-07-21,4000,4080,115560,7.22,0,0,0
2000-07-24,4120,3940,137350,6.98,-740,740,0
2000-07-25,3995,3935,69970,6.97,-2090,700,390
2000-07-26,3970,3935,42470,6.97,80,-80,0
2000-07-27,3900,3930,48600,6.96,-280,280,0
2000-07-28,3930,3810,47370,6.75,-1740,420,1320
2000-07-31,3735,3770,46890,6.68,-710,50,660
2000-08-01,3840,3885,56450,6.88,7840,-840,0
2000-08-02,3850,3830,148980,6.78,89740,-10,-18730
2000-08-03,3855,3880,107030,6.87,44310,-310,0
2000-08-04,3850,3910,127950,6.92,25130,-130,5000
2000-08-07,3880,3800,47880,6.73,320,-260,0
2000-08-08,3750,3750,105010,6.64,20160,-10,-5000
2000-08-09,3720,3870,42400,6.85,300,60,640
2000-08-10,3810,3835,31430,6.79,620,-620,0
2000-08-11,3900,3850,84960,6.82,600,-600,0
2000-08-14,3890,4010,199560,7.1,1600,-1720,120
2000-08-16,4090,4000,74680,7.08,-1000,440,560
2000-08-17,4000,3810,161220,6.75,-210,-40,0
2000-08-18,3810,3750,139840,6.64,130,-130,0
2000-08-21,3705,3700,42670,6.55,120,-120,0
2000-08-22,3710,3785,72730,6.7,-250,150,350
2000-08-23,3705,3720,84770,6.59,120,-230,110
2000-08-24,3795,3740,91060,6.62,-450,10,440
2000-08-25,3700,3735,29460,6.61,-70,-10,0
2000-08-28,3740,3745,54070,6.63,-210,-10,220
2000-08-29,3780,3730,41570,6.6,80,-80,0
2000-08-30,3710,3725,39120,6.6,90,-10,0
2000-08-31,3730,3665,69610,6.49,380,-380,0
2000-09-01,3670,3730,93460,6.6,80,-80,0
2000-09-04,3725,3735,32390,6.61,-140,-60,200
2000-09-05,3775,3760,149480,6.66,0,0,0
2000-09-06,3755,3770,81780,6.68,0,0,0
2000-09-07,3770,3650,70360,6.46,290,-90,-200
2000-09-08,3610,3645,48130,6.45,160,-160,0
2000-09-14,3635,3550,45510,6.29,6150,-1840,-4310
2000-09-15,3560,3810,230200,6.75,130,-130,0
2000-09-18,3750,3685,244780,6.52,240,-240,0
2000-09-19,3720,4100,382860,7.26,-19820,-180,20000
2000-09-20,4020,4400,390560,7.79,-8730,-160,8890
2000-09-21,4495,4730,635550,8.37,-23980,19980,4000
2000-09-22,4660,4400,348710,7.79,-19610,9940,-330
2000-09-25,4600,4600,726200,8.14,-131980,89980,0
2000-09-26,4500,4210,911470,7.45,25020,-20,-25000
2000-09-27,4180,4170,590960,7.38,-830,-280,0
2000-09-28,4340,4120,318110,7.29,-1600,0,0
2000-09-29,4100,4120,594130,7.29,105600,-107000,0
2000-10-02,4160,4335,1157830,7.68,-7350,14950,-5600
2000-10-04,4360,4250,932360,7.53,-5660,8980,-1450
2000-10-05,4255,4195,475130,7.43,-7750,7880,0
2000-10-06,4180,4100,459630,7.26,19400,-19000,-600
2000-10-09,4135,3780,630770,6.69,78690,-26190,-350
2000-10-10,3610,3780,316280,6.69,-640,490,0
2000-10-11,3700,3510,311920,6.21,90,-40,0
2000-10-12,3500,3560,361890,6.3,260,-110,0
2000-10-13,3405,3220,228660,5.7,0,0,0
2000-10-16,3330,3395,323170,6.01,30,-30,0
2000-10-17,3250,3150,191540,5.58,-2970,2970,0
2000-10-18,3100,3065,151520,5.43,0,0,0
2000-10-19,3030,3100,103350,5.49,70,-70,0
2000-10-20,3150,3190,155010,5.65,20,-20,0
2000-10-23,3160,3020,93030,5.35,-1500,1500,0
2000-10-24,3020,3030,122030,5.36,10,-10,0
2000-10-25,3050,3085,168850,5.46,10,-10,0
2000-10-26,3100,3015,91860,5.34,40,-40,0
2000-10-27,3020,2980,146220,5.28,-700,480,220
2000-10-30,3010,2760,117750,4.89,-60,60,0
2000-10-31,2670,2655,130290,4.7,-70,70,0
2000-11-01,2670,2820,109300,4.99,20,-20,0
2000-11-02,2800,3000,126290,5.31,-50,160,0
2000-11-03,3050,3070,103530,5.44,150,-150,0
2000-11-06,3095,3060,88750,5.42,-40,40,0
2000-11-07,3030,3005,102530,5.32,10,-10,0
2000-11-08,2960,2955,57120,5.23,30,-30,0
2000-11-09,2950,2950,63150,5.22,-510,0,510
2000-11-10,2900,2960,55780,5.24,80,-80,0
2000-11-13,2950,2830,57960,5.01,10,-10,0
2000-11-14,2780,2875,45700,5.09,30,-30,0
2000-11-15,2900,2960,147490,5.24,0,0,0
2000-11-16,3070,3000,106950,5.31,70,-70,0
2000-11-17,3000,3020,74450,5.35,10,-10,0
2000-11-20,3110,3130,268200,5.54,-1090,-10,1100
2000-11-21,3085,2990,139360,5.29,200,-200,0
2000-11-22,2990,3050,118910,5.4,1400,-300,-1100
2000-11-23,3005,3115,170760,5.52,10,-10,0
2000-11-24,3115,3130,135250,5.54,290,-290,0
2000-11-27,3120,3130,145230,5.54,-20,20,0
2000-11-28,3140,2990,106020,5.29,0,0,0
2000-11-29,2905,2840,101570,5.03,190,-190,0
2000-11-30,2800,2840,75390,5.03,0,0,0
2000-12-01,2790,2860,42290,5.06,-30,0,30
2000-12-04,2840,2820,52510,4.99,-30,30,0
2000-12-05,2800,2820,43850,4.99,0,0,0
2000-12-06,2860,2805,64930,4.97,-220,220,0
2000-12-07,2790,2790,24870,4.94,20,-20,0
2000-12-08,2750,2820,31090,4.99,0,0,0
2000-12-11,2850,2925,78010,5.18,30,-30,0
2000-12-12,2940,2970,60330,5.26,130,-130,0
2000-12-13,2995,3080,529190,5.45,-25470,23280,2190
2000-12-14,3095,3100,161360,5.49,20010,-23140,3130
2000-12-15,3090,3090,115690,5.47,30,-30,0
2000-12-18,3100,3125,165550,5.53,20,-20,0
2000-12-19,3090,3010,126250,5.33,110,0,-110
2000-12-20,3010,2855,84690,5.06,-100,-10,110
2000-12-21,2780,2905,87060,5.14,-820,340,-60
2000-12-22,2980,3040,187100,5.38,-210,-280,0
2000-12-26,3090,3155,173950,5.59,-2040,-10,0
2001-01-02,2700,2825,218170,9.61,20,-20,0
2001-01-03,2820,2775,169350,9.44,1060,-100,-60
2001-01-04,2940,2865,275330,9.75,30,-30,0
2001-01-05,2830,2870,160430,9.77,240,0,-60
2001-01-08,2920,3000,311860,10.21,-7490,2490,5000
2001-01-09,2955,3100,282130,10.55,4310,-10,-4300
2001-01-10,3200,2885,399610,9.82,-5970,-30,6000
2001-01-11,2885,2900,116390,9.87,500,-10,-490
2001-01-12,2925,2985,267750,10.16,5580,-20,-5560
2001-01-15,3015,3040,339970,10.35,1010,-310,-700
2001-01-16,3090,2985,178200,10.16,110,-110,0
2001-01-17,2995,3140,523410,10.69,390,-390,0
2001-01-18,3110,3050,136560,10.38,-2700,2700,0
2001-01-19,3090,3000,127890,10.21,-90,90,0
2001-01-22,3005,3040,185430,10.35,-20,20,0
2001-01-26,3090,3030,168860,10.31,5310,-5310,0
2001-01-29,3050,3015,174300,10.26,30,-30,0
2001-01-30,3040,3075,524460,10.46,-4420,4420,0
2001-01-31,3130,3110,150100,10.58,240,-240,0
2001-02-01,3100,3030,150000,10.31,10,-10,0
2001-02-02,3075,3035,94050,10.33,-620,620,0
2001-02-05,3010,2900,127120,9.87,450,-450,0
2001-02-06,2930,2940,133380,10.01,-220,220,0
2001-02-07,2955,2955,160140,10.06,1850,-1850,0
2001-02-08,2965,2985,149870,10.16,-2380,2170,210
2001-02-09,3000,3070,233290,10.45,-880,880,0
2001-02-12,3100,3345,1103880,11.38,2120,-2120,0
2001-02-13,3390,3550,1818210,12.08,3590,-3630,40
2001-02-14,3610,3380,422550,11.5,4010,-4130,120
2001-02-15,3300,3345,398050,11.38,2060,-5060,3000
2001-02-16,3310,3360,382690,11.43,-51510,-1390,5900
2001-02-19,3390,3540,463480,12.05,11930,-1030,-8900
2001-02-20,3560,3495,303590,11.89,-16620,-1380,0
2001-02-21,3450,3470,455630,11.81,64140,860,0
2001-02-22,3470,3245,229920,11.04,-29210,200,230
2001-02-23,3220,3345,459190,11.38,-1840,1540,300
2001-02-26,3380,3410,203270,11.6,1330,-1830,0
2001-02-27,3495,3300,153500,11.23,-3280,-1440,0
2001-02-28,3250,3300,111350,11.23,-1470,-530,0
2001-03-02,3390,3275,295080,11.15,-3840,-220,60
2001-03-05,3245,3300,146680,11.23,-50640,32620,20
2001-03-06,3350,3420,221530,11.64,-52490,65490,0
2001-03-07,3450,3650,979070,12.42,-182440,217460,-20
2001-03-08,3700,3630,502980,12.35,8320,-4580,-5740
2001-03-09,3700,3690,1023350,12.56,12790,-370,-420
2001-03-12,3600,3500,325890,11.91,-29830,29950,-120
2001-03-13,3420,3295,240810,11.21,-40060,40060,0
2001-03-14,3310,3585,517030,12.2,-102150,102150,0
2001-03-15,3330,3450,779330,11.74,-55500,55500,0
2001-03-16,3490,3325,299680,11.32,-10360,5960,0
2001-03-19,3325,3420,546870,11.64,11010,-6610,0
2001-03-20,3510,3325,764590,11.32,-1940,2080,-140
2001-03-21,3215,3255,299580,11.08,-48730,46430,120
2001-03-22,3260,3205,141370,10.91,270,-270,0
2001-03-23,3225,3240,223750,11.03,-55540,55540,0
2001-03-26,3260,3250,104200,11.06,3150,-1110,-40
2001-03-27,3275,3180,92940,10.82,-13970,13970,0
2001-03-28,3220,3310,275020,11.26,-12630,7630,0
2001-03-29,3350,3500,489880,11.91,45330,-64500,0
2001-03-30,3500,3490,445120,11.88,55220,-45020,0
2001-04-02,3550,3490,351230,11.88,9750,-250,0
2001-04-03,3410,3600,368840,12.25,-1660,1660,0
2001-04-04,3570,3500,264750,11.91,-1360,1360,0
2001-04-06,3620,3470,489610,11.81,900,-810,-90
2001-04-09,3420,3350,133520,11.4,30,-30,0
2001-04-10,3370,3150,312090,10.72,-105760,101760,4000
2001-04-11,3180,3160,367200,10.75,-91630,90630,1000
2001-04-12,3180,3150,144860,10.72,7170,-1820,-160
2001-04-13,3155,3190,144420,10.86,-4600,4500,100
2001-04-16,3250,3190,171680,10.86,470,-470,0
2001-04-17,3200,3190,118060,10.86,-9980,9980,0
2001-04-18,3210,3350,233780,11.4,-107880,107880,0
2001-04-19,3360,3470,228600,11.81,-109520,109520,0
2001-04-20,3460,3305,61860,11.25,3690,-3690,0
2001-04-23,3300,3240,93880,11.03,-930,300,630
2001-04-24,3270,3190,48450,10.86,730,900,-1630
2001-04-25,3170,3200,59530,10.89,-640,640,0
2001-04-26,3250,3190,75660,10.86,-1740,1740,0
2001-04-27,3200,3165,46830,10.77,-230,230,0
2001-04-30,3240,3205,53710,10.91,-220,220,0
2001-05-02,3180,3190,117590,10.86,270,-270,0
2001-05-03,3210,3160,66660,10.75,2780,-1780,-1000
2001-05-04,3140,3170,56860,10.79,0,0,0
2001-05-07,3200,3180,89490,10.82,4610,-4610,0
2001-05-08,3225,3210,135470,10.92,-640,640,0
2001-05-09,3230,3170,87650,10.79,-780,780,0
2001-05-10,3170,3180,41600,10.82,-3920,3920,0
2001-05-11,3200,3185,63060,10.84,670,-670,0
2001-05-14,3170,3180,55690,10.82,710,-710,0
2001-05-15,3240,3210,92940,10.92,-2410,2410,0
2001-05-16,3195,3240,68580,11.03,2260,-2260,0
2001-05-17,3255,3380,351580,11.5,-69410,65410,4000
2001-05-18,3360,3270,181360,11.13,-42180,42180,0
2001-05-21,3345,3330,168030,11.33,-1940,1940,0
2001-05-22,3450,3550,399190,12.08,-154270,104260,10
2001-05-23,3500,3740,437150,12.73,-203470,203460,10
2001-05-24,3700,3730,308000,12.69,-31640,31640,0
2001-05-25,3750,4090,671660,13.92,-2460,52460,0
2001-05-28,4090.0,4065.0,364930.0,13.83,-1520,1490,0
2001-05-29,4100.0,4245.0,374730.0,14.45,-9940,9910,0
2001-05-30,4100.0,4180.0,229270.0,14.22,2330,-2630,300
2001-05-31,4150.0,4270.0,353670.0,14.53,-4780,3040,1740
2001-06-01,4240.0,3960.0,233950.0,13.48,640,-680,40
2001-06-04,3945.0,3750.0,231760.0,12.76,1460,-480,-980
2001-06-05,3800.0,3660.0,120560.0,12.46,-1000,-30,1020
2001-06-07,3650.0,3650.0,98670.0,12.42,590,-590,0
2001-06-08,3680.0,3750.0,80680.0,12.76,20,-20,0
2001-06-11,3730.0,3720.0,58970.0,12.66,3280,-3280,0
2001-06-12,3790.0,3770.0,79790.0,12.83,1980,-1980,0
2001-06-13,3800.0,3730.0,81770.0,12.69,3590,-3590,0
2001-06-14,3730.0,3750.0,73550.0,12.76,-470,-1590,2040
2001-06-15,3680.0,3730.0,79700.0,12.69,770,-10,-760
2001-06-18,3740.0,3690.0,76310.0,12.56,1040,-40,-1000
2001-06-19,3700.0,3675.0,67340.0,12.51,3540,240,-3780
2001-06-20,3690.0,3510.0,105050.0,11.94,160,-160,0
2001-06-21,3520.0,3510.0,86470.0,11.94,640,360,-1000
2001-06-22,3520.0,3525.0,41210.0,12.0,10,-30,0
2001-06-25,3520.0,3570.0,46920.0,12.15,-90,90,0
2001-06-26,3550.0,3430.0,70290.0,11.67,-180,180,0
2001-06-27,3430.0,3500.0,76900.0,11.91,-790,700,90
2001-06-28,3500.0,3450.0,17180.0,11.74,-190,170,0
2001-06-29,3500.0,3500.0,39900.0,11.91,720,-720,0
2001-07-02,3500.0,3530.0,17510.0,12.01,190,-190,0
2001-07-03,3530.0,3500.0,23230.0,11.91,-330,330,0
2001-07-04,3480.0,3500.0,37390.0,11.91,-320,320,0
2001-07-05,3520.0,3480.0,22050.0,11.84,720,-720,0
2001-07-06,3450.0,3445.0,30610.0,11.72,-720,720,0
2001-07-09,3360.0,3390.0,36380.0,11.54,3600,-900,-2700
2001-07-10,3345.0,3335.0,20700.0,11.35,450,-450,0
2001-07-11,3250.0,3230.0,24180.0,10.99,90,-90,0
2001-07-12,3250.0,3330.0,23870.0,11.33,180,-90,-90
2001-07-13,3300.0,3270.0,16150.0,11.13,0,-20,0
2001-07-16,3205.0,3220.0,19190.0,10.96,-370,-10,380
2001-07-18,3220.0,3050.0,31220.0,10.38,10,-10,0
2001-07-19,2990.0,3060.0,21510.0,10.41,10,-10,0
2001-07-20,3040.0,3040.0,7750.0,10.35,0,0,0
2001-07-23,2970.0,2870.0,24360.0,9.77,0,0,0
2001-07-24,2815.0,3000.0,34720.0,10.21,-90,770,-680
2001-07-25,2810.0,2950.0,17800.0,10.04,180,-180,0
2001-07-26,2905.0,2990.0,25800.0,10.18,90,-90,0
2001-07-27,3000.0,3040.0,22410.0,10.35,-80,80,0
2001-07-30,3040.0,3000.0,12750.0,10.21,90,-90,0
2001-07-31,2980.0,3015.0,17150.0,10.26,0,0,0
2001-08-01,3020.0,3135.0,38390.0,10.67,0,0,0
2001-08-02,3135.0,3120.0,14250.0,10.62,0,0,0
2001-08-03,3120.0,3120.0,17330.0,10.62,0,0,0
2001-08-06,3005.0,3120.0,26440.0,10.62,20,-20,0
2001-08-07,3120.0,3080.0,19750.0,10.48,-990,-10,1000
2001-08-08,3050.0,3040.0,20790.0,10.35,10,-10,0
2001-08-09,2985.0,3040.0,29340.0,10.35,260,-260,0
2001-08-10,3010.0,3115.0,41940.0,10.6,0,0,0
2001-08-13,3115.0,3105.0,26040.0,10.57,150,-150,0
2001-08-14,3115.0,3230.0,61160.0,10.99,0,0,0
2001-08-16,3130.0,3250.0,41980.0,11.06,0,0,0
2001-08-17,3250.0,3255.0,54220.0,11.08,5000,-5000,0
2001-08-20,3185.0,3175.0,21850.0,10.8,20,-20,0
2001-08-21,3200.0,3200.0,23250.0,10.89,10,-10,0
2001-08-22,3130.0,3200.0,24530.0,10.89,-40,0,0
2001-08-23,3200.0,3160.0,12520.0,10.75,10,-10,0
2001-08-24,3160.0,3115.0,33690.0,10.6,10,-10,0
2001-08-27,3150.0,3150.0,26130.0,10.72,-170,170,0
2001-08-28,3150.0,3200.0,56920.0,10.89,1000,0,-1000
2001-08-29,3180.0,3060.0,51810.0,10.41,0,0,0
2001-08-30,3070.0,2970.0,62920.0,10.11,0,0,0
2001-08-31,2895.0,2930.0,22780.0,9.97,0,0,0
2001-09-03,2800.0,2805.0,31270.0,9.55,-310,310,0
2001-09-04,2770.0,2880.0,27160.0,9.8,180,-240,20
2001-09-05,2860.0,2880.0,66260.0,9.8,320,-90,-230
2001-09-06,2900.0,3000.0,55880.0,10.21,-160,160,0
2001-09-07,2985.0,3150.0,75930.0,10.72,90,-160,80
2001-09-10,3160.0,3170.0,52230.0,10.79,40,0,-40
2001-09-11,3105.0,3150.0,40790.0,10.72,0,0,0
2001-09-12,2680.0,2680.0,64180.0,9.12,-1820,1510,270
2001-09-13,2650.0,2830.0,60430.0,9.63,1520,-1520,0
2001-09-14,2740.0,2795.0,53850.0,9.51,230,0,-210
2001-09-17,2685.0,2540.0,37000.0,8.64,-310,310,0
2001-09-18,2580.0,2690.0,25920.0,9.15,340,-340,0
2001-09-19,2710.0,2740.0,34890.0,9.32,-290,310,0
2001-09-20,2655.0,2700.0,29410.0,9.19,170,-100,-60
2001-09-21,2630.0,2730.0,28620.0,9.29,240,-240,0
2001-09-24,2650.0,2800.0,20530.0,9.53,-90,90,0
2001-09-25,2800.0,2790.0,9260.0,9.49,0,0,0
2001-09-26,2705.0,2750.0,9270.0,9.36,240,-240,0
2001-09-27,2780.0,2840.0,25830.0,9.66,-80,80,0
2001-09-28,2820.0,2970.0,37480.0,10.11,-280,280,0
2001-10-04,2925.0,3040.0,12540.0,10.35,170,-170,0
2001-10-05,3000.0,2960.0,39730.0,10.07,250,-250,0
2001-10-08,2815.0,2850.0,18820.0,9.7,-80,80,0
2001-10-09,2840.0,2885.0,14890.0,9.82,-860,860,0
2001-10-10,2850.0,2855.0,8760.0,9.72,160,-160,0
2001-10-11,2865.0,2875.0,40830.0,9.78,-230,230,0
2001-10-12,2915.0,2870.0,22180.0,9.77,650,-650,0
2001-10-15,2870.0,2920.0,15520.0,9.94,90,-90,0
2001-10-16,2920.0,2920.0,24120.0,9.94,-310,310,0
2001-10-17,2920.0,2935.0,95480.0,9.99,860,-860,0
2001-10-18,2900.0,2885.0,26000.0,9.82,10,-10,0
2001-10-19,2885.0,2880.0,21390.0,9.8,-240,240,0
2001-10-22,2880.0,2915.0,16700.0,9.92,160,-160,0
2001-10-23,2920.0,3005.0,120420.0,10.23,-320,320,0
2001-10-24,2980.0,3065.0,129890.0,10.43,-1350,-1150,0
2001-10-25,3120.0,3030.0,80900.0,10.31,140,-140,0
2001-10-26,3080.0,3120.0,93930.0,10.62,2660,-160,0
2001-10-29,3150.0,3090.0,81270.0,10.52,-4200,-200,2100
2001-10-30,3000.0,2985.0,35430.0,10.16,-3410,-20,3430
2001-10-31,2910.0,2970.0,76120.0,10.11,1980,320,0
2001-11-01,3000.0,3000.0,50110.0,10.21,180,-180,0
2001-11-02,3005.0,2975.0,34070.0,10.12,2570,70,-2640
2001-11-05,2980.0,3010.0,31260.0,10.24,-290,290,0
2001-11-06,3030.0,3040.0,85210.0,10.35,-100,100,0
2001-11-07,3040.0,2970.0,77340.0,10.11,2080,-80,-2000
2001-11-08,2955.0,3090.0,89080.0,10.52,-4700,2930,-890
2001-11-09,3050.0,3150.0,123110.0,10.72,820,-800,0
2001-11-12,3130.0,3070.0,217980.0,10.45,11120,-11120,0
2001-11-13,3040.0,3000.0,624360.0,10.21,523740,-223930,0
2001-11-14,3030.0,3160.0,2187150.0,10.75,1079080,-1079080,0
2001-11-15,3200.0,3100.0,397730.0,10.55,1070,17320,0
2001-11-16,3100.0,3150.0,219880.0,10.72,-40750,40760,0
2001-11-19,3120.0,3320.0,487100.0,11.3,-10240,9710,150
2001-11-20,3400.0,3650.0,807790.0,12.42,-49290,24860,24050
2001-11-21,3450.0,3495.0,240970.0,11.89,-5330,4950,200
2001-11-22,3460.0,3500.0,197100.0,11.91,33740,-38020,0
2001-11-23,3560.0,3525.0,379540.0,12.0,77060,-48770,-24000
2001-11-26,3520.0,3540.0,361090.0,12.05,-61590,61970,0
2001-11-27,3540.0,3520.0,234090.0,11.98,-54540,48660,1320
