Symbol,KT_시가(원),KT_종가(원),KT_거래량(주),KT_PER(IFRS-연결),KT_순매수수량(개인)(주),KT_순매수수량(기관계)(주),KT_순매수수량(외국인계)(주)
2003-11-26,46750.0,46300.0,349348.0,7.41,-84939,176536,-109900
2003-11-27,46300.0,45800.0,420207.0,7.33,-48922,-91468,-51120
2003-11-28,45800.0,46400.0,630540.0,7.42,-29330,114590,-117150
2003-12-01,46500.0,45900.0,659310.0,7.34,57352,-28874,-238248
2003-12-02,46000.0,45900.0,403846.0,7.34,-5389,-57268,-33450
2003-12-03,45900.0,45950.0,747786.0,7.35,-18772,-1038,-212320
2003-12-04,45950.0,45150.0,904522.0,7.22,189244,22046,-502670
2003-12-05,44800.0,44500.0,704767.0,7.12,229360,-99740,-138330
2003-12-08,44300.0,44500.0,440457.0,7.12,68258,-86848,36850
2003-12-09,44400.0,44550.0,443002.0,7.13,100004,23209,-132410
2003-12-10,44100.0,44400.0,885027.0,7.1,296843,-393983,97770
2003-12-11,44600.0,44200.0,1456950.0,7.07,172105,-260465,102040
2003-12-12,44850.0,44650.0,1193513.0,7.14,233981,-225771,-7210
2003-12-15,44900.0,45250.0,1327138.0,7.24,34329,49411,-114980
2003-12-16,44600.0,44600.0,489162.0,7.14,59337,-164257,120480
2003-12-17,44850.0,44300.0,624690.0,7.09,191712,-183192,-6720
2003-12-18,44300.0,45300.0,975901.0,7.25,-174500,101950,75620
2003-12-19,45300.0,44400.0,910583.0,7.1,281158,-15849,-286547
2003-12-22,44500.0,44600.0,586100.0,7.14,-33076,93033,-114040
2003-12-23,44750.0,44600.0,641810.0,7.14,78864,44696,-177850
2003-12-24,44800.0,44650.0,615937.0,7.14,4642,99988,-70640
2003-12-26,44750.0,45200.0,687238.0,7.23,-56440,-16977,-11280
2003-12-29,43900.0,43950.0,549472.0,7.03,-26351,14041,21120
2003-12-30,44500.0,44600.0,772436.0,7.14,-106201,-106099,229740
2004-01-02,45050.0,45300.0,1035171.0,16.09,-211216,61066,257630
2004-01-05,45000.0,45000.0,706385.0,15.98,-10463,-98637,144160
2004-01-06,45000.0,44850.0,876585.0,15.93,-71297,-337133,477070
2004-01-07,45000.0,45500.0,808301.0,16.16,-134150,-27860,165100
2004-01-08,45500.0,46700.0,2213918.0,16.59,-548929,275759,239710
2004-01-09,47500.0,47550.0,1459158.0,16.89,-287841,173636,105655
2004-01-12,46800.0,46250.0,870044.0,16.43,284441,-193411,-94130
2004-01-13,46500.0,46000.0,597037.0,16.34,159154,-153354,-9360
2004-01-14,46000.0,45200.0,791117.0,16.06,185654,56589,-256403
2004-01-15,45500.0,45200.0,833762.0,16.06,169970,-100420,-33800
2004-01-16,45500.0,45600.0,1124766.0,16.2,-3874,-717186,733060
2004-01-19,45650.0,44900.0,1034266.0,15.95,251324,-123764,-125410
2004-01-20,44600.0,44500.0,790646.0,15.81,297822,-267662,-40120
2004-01-26,44800.0,44550.0,1388366.0,15.83,583099,-533369,-4550
2004-01-27,44650.0,45150.0,1588093.0,16.04,77707,-445827,366130
2004-01-28,45100.0,44700.0,1488260.0,15.88,23218,-15328,32720
2004-01-29,44350.0,44100.0,1060614.0,15.67,33067,86653,-158080
2004-01-30,44000.0,44650.0,703910.0,15.86,-207102,25462,227500
2004-02-02,44850.0,45000.0,482643.0,15.98,-149292,23777,127710
2004-02-03,45100.0,44900.0,748724.0,15.95,-180079,102389,95860
2004-02-04,45000.0,44500.0,366597.0,15.81,-101178,18128,82010
2004-02-05,44400.0,43600.0,1490482.0,15.49,-213679,-19161,212140
2004-02-06,44000.0,44000.0,1077922.0,15.63,-69603,-289938,378040
2004-02-09,43700.0,43000.0,922171.0,15.27,344663,-74383,-275990
2004-02-10,43000.0,43300.0,2342813.0,15.38,-43969,-1810321,1863480
2004-02-11,44000.0,45000.0,1773599.0,15.98,-529470,38045,580315
2004-02-12,44100.0,44850.0,865108.0,15.93,-132109,137219,-5000
2004-02-13,44450.0,43800.0,674190.0,15.56,118881,13729,-130370
2004-02-16,43800.0,43300.0,464446.0,15.38,117335,-55425,-30870
2004-02-17,43550.0,43750.0,445126.0,15.54,-81250,-38810,114300
2004-02-18,43550.0,44000.0,574926.0,15.63,113202,6055,-131679
2004-02-19,44000.0,43850.0,432800.0,15.58,-20610,76550,-47362
2004-02-20,43800.0,43750.0,396953.0,15.54,39978,-106630,48922
2004-02-23,43500.0,43900.0,510095.0,15.59,-49250,84050,-37910
2004-02-24,43800.0,43400.0,238639.0,15.42,-93080,113870,-18500
2004-02-25,43400.0,43200.0,458434.0,15.35,12980,126810,-141150
2004-02-26,43300.0,43050.0,425866.0,15.29,93360,-150,-127940
2004-02-27,43500.0,43500.0,576922.0,15.45,-105170,189360,-77960
2004-03-02,43500.0,43600.0,597838.0,15.49,-61477,72007,-18580
2004-03-03,43600.0,43900.0,824504.0,15.59,-80315,496681,-397926
2004-03-04,43800.0,44300.0,616326.0,15.74,-262913,114967,171386
2004-03-05,44400.0,44000.0,482984.0,15.63,-108800,-132070,238990
2004-03-08,44000.0,44000.0,341777.0,15.63,-126520,45350,96630
2004-03-09,44100.0,44500.0,515292.0,15.81,-271301,204521,69570
2004-03-10,44500.0,44100.0,390495.0,15.67,-62131,-13029,82620
2004-03-11,44100.0,43400.0,1225504.0,15.42,113966,-223726,117140
2004-03-12,43300.0,42500.0,1092338.0,15.1,125759,-79837,-35620
2004-03-15,42550.0,42750.0,388565.0,15.19,-66600,137220,-69250
2004-03-16,42750.0,42550.0,331040.0,15.11,-130680,161660,-36240
2004-03-17,42600.0,43700.0,709893.0,15.52,-221027,31927,269190
2004-03-18,43500.0,43050.0,429683.0,15.29,44234,-12834,-9720
2004-03-19,43600.0,43600.0,416068.0,15.49,-139169,81559,59360
2004-03-22,43300.0,42650.0,507320.0,15.15,102343,-53073,-8620
2004-03-23,42400.0,42650.0,431213.0,15.15,-67756,69156,740
2004-03-24,42350.0,42250.0,369592.0,15.01,122637,-112727,-14660
2004-03-25,42200.0,42400.0,388393.0,15.06,-100037,89137,14740
2004-03-26,42400.0,43000.0,467099.0,15.27,-201473,217313,-29850
2004-03-29,43050.0,42900.0,307746.0,15.24,-50804,86574,-30100
2004-03-30,42900.0,42400.0,321647.0,15.06,124160,-92410,-1750
2004-03-31,42750.0,42250.0,518271.0,15.01,172056,-66882,-65132
2004-04-01,42050.0,42000.0,430890.0,14.92,122114,-93899,-5290
2004-04-02,41900.0,41850.0,528396.0,14.87,179158,-90038,-116600
2004-04-06,42000.0,41900.0,617947.0,14.88,171508,-105968,-54320
2004-04-07,41900.0,41750.0,505565.0,14.83,120775,-186060,55715
2004-04-08,41800.0,42150.0,655715.0,14.97,-41145,-16105,63630
2004-04-09,42000.0,41150.0,670268.0,14.62,123175,-210605,86510
2004-04-12,41100.0,41150.0,593888.0,14.62,-142098,87788,18170
2004-04-13,41200.0,40700.0,605331.0,14.46,49968,-64518,3280
2004-04-14,40350.0,41600.0,672802.0,14.78,-216690,193495,85305
2004-04-16,40800.0,40950.0,538201.0,14.55,87978,-74063,-1125
2004-04-19,40550.0,40600.0,511113.0,14.42,70427,-49934,-12630
2004-04-20,40900.0,40750.0,386829.0,14.48,-136561,110001,13260
2004-04-21,40400.0,40450.0,533636.0,14.37,-1469,1834,-2255
2004-04-22,40350.0,40200.0,636985.0,14.28,66055,-29004,-2638
2004-04-23,40300.0,40800.0,578126.0,14.49,-162940,182910,-30680
2004-04-26,40800.0,41100.0,509319.0,14.6,-133006,146556,470
2004-04-27,40800.0,40700.0,300161.0,14.46,-108392,102272,-14690
2004-04-28,40650.0,40950.0,446515.0,14.55,-84294,105724,24710
2004-04-29,40950.0,41300.0,799812.0,14.67,-341657,382810,-93693
2004-04-30,41600.0,40900.0,684619.0,14.53,-232867,341564,-83457
2004-05-03,41000.0,41700.0,518681.0,14.81,-220844,157564,85200
2004-05-04,41900.0,41050.0,402006.0,14.58,59835,-51562,18857
2004-05-06,40500.0,41000.0,633866.0,14.56,-68017,102537,-49970
2004-05-07,40500.0,40200.0,760162.0,14.28,-86160,82340,5260
2004-05-10,40050.0,38900.0,846202.0,13.82,-169276,56831,94345
2004-05-11,38500.0,38800.0,514116.0,13.78,-83871,29656,43605
2004-05-12,38300.0,38600.0,735954.0,13.71,102307,-84394,-26590
2004-05-13,38250.0,37250.0,1258520.0,13.23,361034,-279268,-6696
2004-05-14,37350.0,36500.0,1514166.0,12.97,134090,-91140,14200
2004-05-17,36600.0,36100.0,858451.0,12.82,-188322,297922,-120550
2004-05-18,35500.0,35900.0,777263.0,12.75,-111999,45380,20139
2004-05-19,36000.0,37450.0,656573.0,13.3,-161927,206234,-34767
2004-05-20,37000.0,37000.0,980322.0,13.14,-91717,68637,88290
2004-05-21,37700.0,37500.0,533012.0,13.32,-104985,197525,-130330
2004-05-24,37500.0,37450.0,396680.0,13.3,13410,-43210,47330
2004-05-25,37300.0,37350.0,520218.0,13.27,-51689,-6925,61008
2004-05-27,37750.0,38700.0,748157.0,13.75,-320531,271015,-11854
2004-05-28,38250.0,39550.0,768016.0,14.05,-92704,116588,-25804
2004-05-31,39100.0,39000.0,546801.0,13.85,-12540,19230,8000
2004-06-01,38800.0,39700.0,523855.0,14.1,-166390,72775,73405
2004-06-02,39200.0,38700.0,376048.0,13.75,84746,-66980,10674
2004-06-03,38850.0,38100.0,380551.0,13.53,6511,2848,-2449
2004-06-04,38000.0,38850.0,464044.0,13.8,-131350,118150,2630
2004-06-07,38350.0,40200.0,502811.0,14.28,-216887,232057,-19360
2004-06-08,40000.0,39450.0,312788.0,14.01,-29753,24443,6720
2004-06-09,39800.0,38500.0,453866.0,13.68,81266,-18602,-654
2004-06-10,38500.0,38100.0,897512.0,13.53,42690,-72070,-196280
2004-06-11,38450.0,38350.0,936666.0,13.62,-42269,-157233,198862
2004-06-14,38600.0,38950.0,473770.0,13.84,-120193,43640,570
2004-06-15,39500.0,39000.0,399476.0,13.85,-102629,74493,-12004
2004-06-16,39450.0,39200.0,308660.0,13.92,-24479,-19011,17570
2004-06-17,39450.0,39300.0,241952.0,13.96,-63601,60981,-5760
2004-06-18,38550.0,39400.0,674485.0,14.0,-3712,83332,2070
2004-06-21,39350.0,39700.0,524837.0,14.1,-194591,211199,-19548
2004-06-22,39900.0,40000.0,343830.0,14.21,-41070,53230,-2810
2004-06-23,40000.0,39050.0,457507.0,13.87,121803,-118896,18813
2004-06-24,39150.0,39750.0,590281.0,14.12,-197502,117216,-13324
2004-06-25,39800.0,40250.0,535340.0,14.3,-103875,89884,8141
2004-06-28,40150.0,40200.0,442528.0,14.28,67912,-106692,5040
2004-06-29,39350.0,39400.0,503406.0,14.0,-69704,75034,-43760
2004-06-30,39500.0,38650.0,534900.0,13.73,186578,-196512,31274
2004-07-01,38500.0,38100.0,488046.0,13.53,97885,-52310,-30735
2004-07-02,38100.0,37500.0,549043.0,13.32,15109,-12369,6210
2004-07-05,37100.0,37650.0,286815.0,13.37,17905,-51665,39000
2004-07-06,37300.0,38050.0,263930.0,13.52,-75054,25194,-8180
2004-07-07,37750.0,38700.0,411210.0,13.75,-73646,67952,-6
2004-07-08,38300.0,37050.0,665565.0,13.16,226526,-216676,-2130
2004-07-09,37500.0,37300.0,293702.0,13.25,-90871,45331,8280
2004-07-12,37400.0,37400.0,313297.0,13.29,726,34744,-1940
2004-07-13,37550.0,37000.0,270526.0,13.14,7268,31042,3490
2004-07-14,37000.0,36950.0,308382.0,13.13,-674,38074,200
2004-07-15,37000.0,37350.0,249981.0,13.27,-111480,111910,-4050
2004-07-16,37350.0,37200.0,268098.0,13.21,-19691,28541,1940
2004-07-19,36850.0,38100.0,205860.0,13.53,-100540,72450,1140
2004-07-20,37500.0,36900.0,326071.0,13.11,89840,-100410,-1130
2004-07-21,37500.0,37700.0,318713.0,13.39,-129959,144819,1350
2004-07-22,37400.0,37200.0,261808.0,13.21,97040,-86720,1140
2004-07-23,37200.0,36600.0,545921.0,13.0,158510,-142260,-4850
2004-07-26,36450.0,36700.0,168587.0,13.04,-78208,62928,1930
2004-07-27,37000.0,37400.0,253045.0,13.29,-152686,141366,-50
2004-07-28,37550.0,37700.0,215689.0,13.39,-83449,102720,-11831
2004-07-29,37700.0,37000.0,160124.0,13.14,-8828,6618,13510
2004-07-30,37000.0,37200.0,239608.0,13.21,-65963,74690,-18247
2004-08-02,37100.0,36500.0,556540.0,12.97,129805,-110233,-31502
2004-08-03,36950.0,36550.0,176416.0,12.98,-20804,-16836,46790
2004-08-04,36200.0,36700.0,478290.0,13.04,43113,12747,-51140
2004-08-05,36600.0,36700.0,297013.0,13.04,15749,-57199,27220
2004-08-06,36300.0,35850.0,339512.0,12.73,112577,-158863,24486
2004-08-09,35600.0,35850.0,468542.0,12.73,20266,1414,-1670
2004-08-10,35500.0,34850.0,564697.0,12.38,281907,-266537,5260
2004-08-11,34900.0,34200.0,798321.0,12.15,229597,-209367,-11000
2004-08-12,34650.0,34950.0,634175.0,12.42,-183385,193920,-3135
2004-08-13,34650.0,34700.0,450424.0,12.33,113165,-121775,10720
2004-08-16,34700.0,35100.0,478393.0,12.47,4313,56827,-58590
2004-08-17,35350.0,35200.0,305775.0,12.5,8590,-53800,39630
2004-08-18,35350.0,35250.0,347737.0,12.52,-89890,137850,-62240
2004-08-19,35300.0,35600.0,486458.0,12.65,-97467,111157,-19880
2004-08-20,35350.0,35950.0,405301.0,12.77,-139991,94980,29921
2004-08-23,35850.0,35950.0,281654.0,12.77,-22857,-14319,63356
2004-08-24,36350.0,35600.0,238901.0,12.65,22356,-16406,-16420
2004-08-25,35550.0,36500.0,461040.0,12.97,-92758,140550,-42272
2004-08-26,36400.0,36400.0,357145.0,12.93,-20765,-19695,51440
2004-08-27,36800.0,36500.0,467497.0,12.97,-41406,94386,-31110
2004-08-30,36400.0,36500.0,311890.0,12.97,22404,32836,-52280
2004-08-31,36200.0,36450.0,418737.0,12.95,-51171,70659,-31198
2004-09-01,36300.0,36700.0,347899.0,13.04,-70617,121737,-31660
2004-09-02,36550.0,37300.0,449421.0,13.25,-67919,-5005,84084
2004-09-03,37500.0,37300.0,334121.0,13.25,-60020,-10880,40050
2004-09-06,37400.0,38400.0,608855.0,13.64,-184696,292020,-112054
2004-09-07,38200.0,38700.0,474362.0,13.75,-165060,114164,22106
2004-09-08,38300.0,37700.0,392178.0,13.39,-25650,-76345,102725
2004-09-09,37600.0,37050.0,780338.0,13.16,103458,-247210,-1308
2004-09-10,37500.0,37600.0,444827.0,13.36,11795,2758,4157
2004-09-13,37500.0,38000.0,341820.0,13.5,-111737,95807,-50
2004-09-14,37700.0,37250.0,298460.0,13.23,83175,-74165,0
2004-09-15,37600.0,37050.0,207845.0,13.16,37658,-33418,-3780
2004-09-16,37400.0,38100.0,484751.0,13.53,-222861,232671,-19610
2004-09-17,37700.0,37400.0,257765.0,13.29,62325,-60505,15060
2004-09-20,37400.0,38000.0,271312.0,13.5,-107860,126110,-6940
2004-09-21,37900.0,38100.0,231639.0,13.53,-18901,22751,20
2004-09-22,38150.0,37200.0,508354.0,13.21,85838,-61978,7600
2004-09-23,37200.0,37100.0,199897.0,13.18,35484,-39694,3470
2004-09-24,37100.0,36750.0,173600.0,13.05,70706,-67656,-1030
2004-09-30,37100.0,37250.0,269075.0,13.23,-43280,66610,-26280
2004-10-01,37100.0,37850.0,268300.0,13.45,-80490,54230,27250
2004-10-04,38200.0,38850.0,440470.0,13.8,-205051,211946,-13635
2004-10-05,38750.0,38700.0,227546.0,13.75,-19386,-5664,14030
2004-10-06,38700.0,39100.0,415294.0,13.89,-137541,199694,-36133
2004-10-07,39100.0,38500.0,217616.0,13.68,-30246,-7424,31890
2004-10-08,38100.0,38050.0,290000.0,13.52,37984,-9714,-18100
2004-10-11,37950.0,38300.0,250202.0,13.61,48838,-63878,14540
2004-10-12,37850.0,37300.0,419860.0,13.25,123285,-133745,-2030
2004-10-13,37300.0,37400.0,244856.0,13.29,16562,17457,-32839
2004-10-14,37250.0,37250.0,534143.0,13.23,36497,-15146,-35421
2004-10-15,36950.0,36950.0,613308.0,13.13,89849,-34190,-28049
2004-10-18,37200.0,36850.0,351124.0,13.09,66050,-126410,70650
2004-10-19,36900.0,36800.0,558220.0,13.07,38905,-52105,-46300
2004-10-20,37000.0,37000.0,745585.0,13.14,-50705,113420,-45818
2004-10-21,36800.0,36750.0,517105.0,13.05,47719,-51409,29380
2004-10-22,36800.0,36600.0,560630.0,13.0,28800,28570,-68040
2004-10-25,36400.0,35600.0,612746.0,12.65,177715,-189395,24070
2004-10-26,35750.0,36000.0,419056.0,12.79,447,-65405,88548
2004-10-27,36000.0,35800.0,499962.0,12.72,69648,80337,-136835
2004-10-28,35950.0,36800.0,333165.0,13.07,-85900,157490,-38850
2004-10-29,36150.0,36400.0,497566.0,12.93,88107,-2174,-76083
2004-11-01,36150.0,36600.0,231064.0,13.0,-40804,40564,-2910
2004-11-02,36700.0,37750.0,795890.0,13.41,-217870,58780,163190
2004-11-03,37400.0,38000.0,685811.0,13.5,-19910,-29420,44250
2004-11-04,37450.0,37300.0,261345.0,13.25,58324,-64084,23770
2004-11-05,37600.0,37800.0,466498.0,13.43,-93114,198404,-111310
2004-11-08,37900.0,36900.0,505593.0,13.11,99019,-128009,-3070
2004-11-09,37050.0,37100.0,891055.0,13.18,69058,192192,-273440
2004-11-10,37150.0,37200.0,866304.0,13.21,81442,286988,-437770
2004-11-11,37000.0,37500.0,931864.0,13.32,-5160,158090,-143070
2004-11-12,37950.0,38400.0,2169876.0,13.64,-327995,-318155,602520
2004-11-15,38050.0,38900.0,1021527.0,13.82,-127407,-319393,393630
2004-11-16,38600.0,38450.0,387659.0,13.66,84306,-85436,14340
2004-11-17,39050.0,39200.0,889632.0,13.92,-118413,45871,59134
2004-11-18,39000.0,39800.0,936450.0,14.14,-162898,36298,145200
2004-11-19,40000.0,39800.0,502504.0,14.14,-60443,43989,63754
2004-11-22,39800.0,39700.0,504063.0,14.1,-46331,7778,13633
2004-11-23,40100.0,41200.0,925472.0,14.64,-217514,174366,-12280
2004-11-24,41100.0,41600.0,864428.0,14.78,-211739,158299,4731
2004-11-25,41000.0,41300.0,609946.0,14.67,-68245,75369,-34714
2004-11-26,40800.0,40350.0,790335.0,14.33,-39415,5165,2376
2004-11-29,40300.0,41900.0,628738.0,14.88,-148982,113002,-84740
2004-11-30,42000.0,42300.0,628525.0,15.03,-123759,48659,33110
2004-12-01,42300.0,42400.0,388400.0,15.06,-89091,44031,35210
2004-12-02,43000.0,43500.0,796082.0,15.45,-343636,299238,12774
2004-12-03,43400.0,42900.0,503354.0,15.24,-43781,154770,-46520
2004-12-06,42500.0,42900.0,400945.0,15.24,2732,33885,-37267
2004-12-07,43400.0,42300.0,331483.0,15.03,-12214,-30457,35500
2004-12-08,42500.0,43700.0,861324.0,15.52,-283043,412673,-165020
2004-12-09,44100.0,43700.0,1117992.0,15.52,-37045,41179,-55944
2004-12-10,44150.0,43500.0,614116.0,15.45,-41688,-159302,234560
2004-12-13,44000.0,43300.0,404955.0,15.38,-40414,76774,-2860
2004-12-14,42800.0,43000.0,397702.0,15.27,-10002,37632,-35830
2004-12-15,43000.0,43000.0,680293.0,15.27,-37937,18780,102210
2004-12-16,42550.0,42650.0,449429.0,15.15,55597,-42557,20870
2004-12-17,42650.0,42650.0,754704.0,15.15,-52843,152223,-81760
2004-12-20,42550.0,43400.0,566679.0,15.42,-79900,105930,-9860
2004-12-21,42700.0,43900.0,678865.0,15.59,-121984,221844,-42910
2004-12-22,44100.0,43850.0,305310.0,15.58,18491,4719,640
2004-12-23,44000.0,43400.0,755453.0,15.42,-12858,156958,-121180
2004-12-24,43700.0,43650.0,383748.0,15.51,-53577,103077,10750
2004-12-27,43400.0,42800.0,437509.0,15.2,48245,7125,-105450
2004-12-28,42900.0,42850.0,603322.0,15.22,24605,-59199,30180
2004-12-29,41100.0,41500.0,594720.0,14.74,-35140,-42960,77960
2004-12-30,41300.0,41500.0,457855.0,14.74,-17448,-13542,75140
2005-01-03,41600.0,41250.0,311747.0,9.16,21297,-26417,51670
2005-01-04,41100.0,40400.0,442555.0,8.98,98703,-103533,35210
2005-01-05,40200.0,41200.0,500560.0,9.15,-63285,23620,24455
2005-01-06,41000.0,40500.0,386588.0,9.0,-54000,29160,27140
2005-01-07,41500.0,40900.0,575346.0,9.09,37945,-15125,-19910
2005-01-10,41350.0,42000.0,332932.0,9.33,-72321,57301,8240
2005-01-11,41800.0,42600.0,526564.0,9.46,-140048,132898,12570
2005-01-12,42800.0,42600.0,338613.0,9.46,-67837,87467,-27370
2005-01-13,42600.0,43150.0,475487.0,9.59,-66155,-23425,8740
2005-01-14,43150.0,43200.0,725568.0,9.6,-145453,128456,-6190
2005-01-17,43200.0,42550.0,425535.0,9.45,36116,-129375,15880
2005-01-18,42350.0,42050.0,526689.0,9.34,73477,-14187,12370
2005-01-19,42500.0,42350.0,367344.0,9.41,14086,5862,-17040
2005-01-20,41750.0,41600.0,306986.0,9.24,6678,-32968,17580
2005-01-21,42100.0,42900.0,469670.0,9.53,-90770,94510,-35140
2005-01-24,42600.0,42000.0,438533.0,9.33,118884,-145224,35580
2005-01-25,41700.0,42250.0,268011.0,9.39,-16196,28816,-2580
2005-01-26,41800.0,41900.0,442033.0,9.31,-34980,73160,-32580
2005-01-27,41600.0,41900.0,358680.0,9.31,47404,-35474,19950
2005-01-28,41750.0,41600.0,251111.0,9.24,-9874,9754,7970
2005-01-31,41550.0,41750.0,337037.0,9.27,-84649,75929,7450
2005-02-01,41600.0,41400.0,325717.0,9.2,73031,-50075,-1726
2005-02-02,41550.0,41150.0,295460.0,9.14,18236,-12706,3580
2005-02-03,41350.0,41350.0,181942.0,9.19,-41601,43891,690
2005-02-04,41050.0,41600.0,316826.0,9.24,-39351,-23589,-440
2005-02-07,41600.0,41450.0,617742.0,9.21,99023,-95156,-6260
2005-02-11,41400.0,40700.0,404830.0,9.04,157759,-151817,408
2005-02-14,41000.0,41150.0,443030.0,9.14,-90805,72935,-4350
2005-02-15,40950.0,41550.0,656786.0,9.23,-73020,-160670,-12470
2005-02-16,41400.0,42400.0,556046.0,9.42,-187307,33217,20330
2005-02-17,41900.0,41800.0,367954.0,9.29,43007,-52477,-4740
2005-02-18,41950.0,41800.0,318632.0,9.29,13466,14064,-1100
2005-02-21,41450.0,41250.0,592104.0,9.16,231664,-259784,8540
2005-02-22,41050.0,41400.0,660821.0,9.2,115116,-52038,-91920
2005-02-23,41400.0,42200.0,726823.0,9.37,-256691,161268,79613
2005-02-24,42400.0,42150.0,481120.0,9.36,-119596,35266,11930
2005-02-25,42200.0,41950.0,642300.0,9.32,-16329,45803,-25784
2005-02-28,42000.0,41600.0,553862.0,9.24,143740,-141090,-7000
2005-03-02,41700.0,41600.0,705755.0,9.24,98816,-40632,-7744
2005-03-03,41600.0,41200.0,412712.0,9.15,56706,116154,-162010
2005-03-04,41200.0,41300.0,547142.0,9.17,-20776,-13024,33600
2005-03-07,41250.0,40350.0,905561.0,8.96,396614,-428337,47930
2005-03-08,40300.0,40500.0,360251.0,9.0,-86360,2370,73330
2005-03-09,41000.0,41850.0,886778.0,9.3,-289061,176311,7380
2005-03-10,42000.0,41500.0,640921.0,9.22,29226,125864,-2280
2005-03-11,41500.0,41950.0,727408.0,9.32,-122936,58866,28580
2005-03-14,41700.0,41600.0,321907.0,9.24,84710,-113855,5580
2005-03-15,41300.0,40600.0,490353.0,9.02,104609,-150569,5710
2005-03-16,40450.0,41000.0,399982.0,9.11,-114983,100246,-2763
2005-03-17,41200.0,41400.0,398964.0,9.2,-102354,89374,-3500
2005-03-18,41600.0,41400.0,467686.0,9.2,-47534,21640,-5086
2005-03-21,41400.0,41200.0,765275.0,9.15,-61955,45470,8415
2005-03-22,41300.0,41200.0,231120.0,9.15,-37869,51679,1580
2005-03-23,40800.0,40700.0,570845.0,9.04,86605,-20490,-33667
2005-03-24,40400.0,41100.0,349647.0,9.13,-143809,141819,-8760
2005-03-25,41000.0,41350.0,220268.0,9.19,-62151,74341,7480
2005-03-28,41050.0,41600.0,207749.0,9.24,-106143,72153,32300
2005-03-29,40800.0,40050.0,610793.0,8.9,250944,-234204,3670
2005-03-30,40000.0,39800.0,333285.0,8.84,-22423,57583,-13570
2005-03-31,40100.0,39400.0,376399.0,8.75,28337,-39057,-14510
2005-04-01,39100.0,39400.0,329123.0,8.75,11637,3363,-16070
2005-04-04,39400.0,38700.0,693028.0,8.6,176044,-216814,36470
2005-04-06,38700.0,39200.0,475375.0,8.71,-70051,85371,3500
2005-04-07,39050.0,39200.0,472858.0,8.71,-7633,45187,-44930
2005-04-08,39000.0,38650.0,862110.0,8.59,174813,4962,-224215
2005-04-11,38450.0,38100.0,900820.0,8.46,174300,98810,-274120
2005-04-12,37750.0,38100.0,980835.0,8.46,55082,123698,-225150
2005-04-13,38100.0,38800.0,850766.0,8.62,-40587,80427,-39440
2005-04-14,38300.0,37600.0,887683.0,8.35,216985,-294665,-7270
2005-04-15,37800.0,38300.0,572311.0,8.51,-65587,-115613,173420
2005-04-18,37600.0,38150.0,297103.0,8.48,-102651,56691,13810
2005-04-19,37850.0,38000.0,299788.0,8.44,-9509,-113911,102910
2005-04-20,38000.0,37750.0,353830.0,8.39,92991,-24530,-41810
2005-04-21,37500.0,37900.0,338400.0,8.42,-48980,66020,-20350
2005-04-22,38100.0,37800.0,404180.0,8.4,-14302,-53120,61760
2005-04-25,37850.0,38650.0,483776.0,8.59,-122218,63188,2890
2005-04-26,38200.0,38700.0,493790.0,8.6,-69403,108913,-53910
2005-04-27,38300.0,38550.0,737511.0,8.56,5223,-27433,20940
2005-04-28,38350.0,38250.0,648936.0,8.5,11684,111076,-163740
2005-04-29,38100.0,38000.0,362322.0,8.44,-15759,156749,-185490
2005-05-02,38250.0,38150.0,253015.0,8.48,-13261,-50079,72370
2005-05-03,38600.0,38250.0,250752.0,8.5,31490,-76340,6510
2005-05-04,38300.0,38750.0,276806.0,8.61,-17894,-49086,62040
2005-05-06,39150.0,39000.0,510534.0,8.66,-60582,-181468,241460
2005-05-09,38800.0,38700.0,474917.0,8.6,120750,15200,-104880
2005-05-10,38650.0,38850.0,165462.0,8.63,-8390,30500,-27220
2005-05-11,38800.0,38850.0,401181.0,8.63,-388,-179582,181660
2005-05-12,38800.0,38250.0,750140.0,8.5,101816,73943,-145029
2005-05-13,38150.0,38300.0,300971.0,8.51,388,18912,-37680
2005-05-16,38500.0,38750.0,341806.0,8.61,-91142,92472,-18490
2005-05-17,39000.0,39000.0,253398.0,8.66,-8653,-17657,44460
2005-05-18,39000.0,39350.0,275420.0,8.74,-89327,56658,29839
2005-05-19,39600.0,39900.0,511490.0,8.86,-111101,195890,-126189
2005-05-20,39900.0,39900.0,150598.0,8.86,-35825,69485,-19350
2005-05-23,40100.0,39850.0,306430.0,8.85,-48190,27540,12170
2005-05-24,39700.0,40000.0,178010.0,8.89,-21746,72356,-63540
2005-05-25,39750.0,39650.0,342324.0,8.81,7628,-79138,-21290
2005-05-26,39100.0,39550.0,616347.0,8.79,-41900,68565,-82540
2005-05-27,39650.0,40250.0,385161.0,8.94,-170126,166996,-61410
2005-05-30,40100.0,40450.0,240042.0,8.99,-43165,86445,-53880
2005-05-31,40250.0,40700.0,231586.0,9.04,-98378,115270,-19712
2005-06-01,40400.0,40750.0,259994.0,9.05,-41042,-32858,59970
2005-06-02,40700.0,40900.0,346737.0,9.09,-74506,15826,58570
2005-06-03,40800.0,40800.0,472576.0,9.06,-11291,-51551,69632
2005-06-07,40800.0,41000.0,324781.0,9.11,-36449,-72471,107770
2005-06-08,40800.0,41100.0,329431.0,9.13,-98403,148383,-32930
2005-06-09,41000.0,41800.0,1069040.0,9.29,-157671,11101,218570
