Symbol,KT_시가(원),KT_종가(원),KT_거래량(주),KT_PER(IFRS-연결),KT_순매수수량(개인)(주),KT_순매수수량(기관계)(주),KT_순매수수량(외국인계)(주)
2013-10-11,36200.0,36050.0,1349901.0,9.0,468679,-444499,-27540
2013-10-14,36100.0,35600.0,1120344.0,8.89,429405,-402295,3760
2013-10-15,35700.0,35500.0,1639880.0,8.86,542769,-791047,252418
2013-10-16,35500.0,35600.0,1104280.0,8.89,210955,-339255,129310
2013-10-17,35850.0,35800.0,1299813.0,8.94,26832,-533897,527645
2013-10-18,35900.0,36300.0,786126.0,9.06,-193073,-90146,273069
2013-10-21,36400.0,36450.0,907402.0,9.1,-102703,-265387,378310
2013-10-22,36450.0,35600.0,2651483.0,8.89,592151,-1010331,395540
2013-10-23,35600.0,35600.0,1382695.0,8.89,343389,-431669,85280
2013-10-24,35750.0,35700.0,1512975.0,8.91,285947,-516447,222190
2013-10-25,35500.0,35450.0,1247471.0,8.85,337825,-299745,-38060
2013-10-28,35650.0,35550.0,1380221.0,8.87,151326,-375650,140224
2013-10-29,35450.0,35600.0,1163187.0,8.89,89502,-322533,245691
2013-10-30,35550.0,35350.0,1262023.0,8.82,535128,-544900,16122
2013-10-31,35150.0,35050.0,1269063.0,8.75,545461,-619622,99411
2013-11-01,35050.0,35200.0,686819.0,8.79,-18248,-239092,263670
2013-11-04,35350.0,34400.0,2654461.0,8.59,1008068,-832078,-170010
2013-11-05,34000.0,33200.0,2877178.0,8.29,964111,-782544,-174717
2013-11-06,33100.0,32800.0,2481737.0,8.19,678236,-385856,-285960
2013-11-07,32850.0,33000.0,1553833.0,8.24,659023,-124963,-531060
2013-11-08,32800.0,32500.0,2127111.0,8.11,742119,-60316,-694203
2013-11-11,32550.0,31600.0,1650139.0,7.89,505283,-436013,-81110
2013-11-12,31600.0,32700.0,1611184.0,8.16,-143265,220375,-111590
2013-11-13,32700.0,33000.0,1881741.0,8.24,-66688,394448,-348190
2013-11-14,32800.0,33000.0,908142.0,8.24,49521,99196,-142897
2013-11-15,33200.0,33400.0,703530.0,8.34,30259,-112249,83750
2013-11-18,33350.0,32700.0,974208.0,8.16,497237,-352311,-141916
2013-11-19,32700.0,32750.0,1054825.0,8.17,207207,-323427,130180
2013-11-20,32750.0,33100.0,701845.0,8.26,151711,-33011,-119270
2013-11-21,33150.0,32900.0,611143.0,8.21,119752,-21032,-98710
2013-11-22,33150.0,33450.0,709552.0,8.35,-78945,100715,-28820
2013-11-25,33300.0,33350.0,691257.0,8.32,237503,-20373,-232210
2013-11-26,33100.0,33100.0,1159216.0,8.26,391031,-168746,-219205
2013-11-27,33100.0,33150.0,625840.0,8.27,88755,38707,-162752
2013-11-28,33200.0,33800.0,947877.0,8.44,-212226,34646,177640
2013-11-29,33650.0,33750.0,502433.0,8.42,48030,-43758,-6902
2013-12-02,31500.0,31450.0,6620398.0,7.85,3390314,-3183534,-321770
2013-12-03,31100.0,30900.0,2694513.0,7.71,721862,-368889,-427713
2013-12-04,30800.0,30750.0,1325689.0,7.68,361253,-198947,-172766
2013-12-05,30850.0,30500.0,1398216.0,7.61,457672,35018,-494470
2013-12-06,30600.0,30500.0,1053442.0,7.61,522856,-529336,6580
2013-12-09,30700.0,30350.0,1407728.0,7.58,591830,-341608,-330632
2013-12-10,30200.0,29950.0,1414931.0,7.48,348984,-149140,-273514
2013-12-11,29850.0,30550.0,2014285.0,7.63,-26112,250762,-222930
2013-12-12,30400.0,30700.0,1831292.0,7.66,-35841,617817,-603676
2013-12-13,30700.0,30650.0,1001678.0,7.65,-14986,198526,-198590
2013-12-16,30700.0,30550.0,1180006.0,7.63,160217,195694,-371211
2013-12-17,31300.0,31000.0,1963478.0,7.74,131949,232266,-370455
2013-12-18,30950.0,30950.0,958159.0,7.73,77204,230022,-310316
2013-12-19,31100.0,31100.0,1010573.0,7.76,-15972,235252,-247730
2013-12-20,30850.0,30850.0,969432.0,7.7,133436,113954,-263650
2013-12-23,30950.0,31700.0,1580870.0,7.91,-295237,236974,60963
2013-12-24,31700.0,32100.0,2067879.0,8.01,-295002,595741,-420311
2013-12-26,32200.0,31800.0,1964080.0,7.94,-231433,288017,-166610
2013-12-27,31500.0,31550.0,1447004.0,7.87,228584,-134624,-97680
2013-12-30,31600.0,31550.0,983103.0,7.87,-181966,226107,-51301
2014-01-02,31600.0,30900.0,941595.0,,57405,-74335,16250
2014-01-03,30800.0,30600.0,983756.0,,208733,-15833,-192350
2014-01-06,30600.0,31150.0,729901.0,,-135484,231504,-114650
2014-01-07,30900.0,30950.0,985463.0,,-36107,332737,-296420
2014-01-08,30950.0,30800.0,944141.0,,39896,358924,-368370
2014-01-09,30850.0,31900.0,1882564.0,,-404932,635930,-238108
2014-01-10,31800.0,31300.0,1385904.0,,252638,-73347,-185143
2014-01-13,31300.0,31600.0,706282.0,,-90363,144304,-89780
2014-01-14,31350.0,31150.0,765505.0,,168280,-24980,-157310
2014-01-15,31150.0,31000.0,803616.0,,133063,58107,-199160
2014-01-16,31000.0,30700.0,1099931.0,,354109,-343229,-5710
2014-01-17,30800.0,30700.0,525448.0,,3059,70674,-73333
2014-01-20,30700.0,30750.0,496022.0,,-17258,58648,-48260
2014-01-21,30800.0,30850.0,291291.0,,52650,7800,-59980
2014-01-22,31000.0,30850.0,412028.0,,14285,94925,-109490
2014-01-23,30850.0,30400.0,893616.0,,416383,-68266,-359937
2014-01-24,30400.0,30200.0,1080375.0,,458658,40980,-487218
2014-01-27,29850.0,29850.0,1131230.0,,92554,166656,-236720
2014-01-28,29700.0,31200.0,2714006.0,,-693769,634064,22695
2014-01-29,31150.0,30800.0,1372246.0,,45429,242638,-293447
2014-02-03,31050.0,30850.0,1083301.0,,1543,116517,-118350
2014-02-04,30750.0,30600.0,1137383.0,,91591,188285,-281176
2014-02-05,30600.0,30350.0,990070.0,,237129,82675,-322604
2014-02-06,30200.0,30200.0,1009422.0,,417633,-121926,-294517
2014-02-07,30050.0,30100.0,1110574.0,,378851,-279501,-101980
2014-02-10,30300.0,30250.0,603269.0,,-16605,-77143,94788
2014-02-11,30300.0,29900.0,1420386.0,,511684,-181181,-311563
2014-02-12,30050.0,30100.0,705797.0,,-5642,58455,20777
2014-02-13,30000.0,30200.0,1316776.0,,-69461,4461,109370
2014-02-14,30200.0,29900.0,1035826.0,,285374,-290090,2565
2014-02-17,30100.0,29950.0,779034.0,,178736,-309666,127930
2014-02-18,29950.0,30100.0,537147.0,,51231,-163891,96570
2014-02-19,29900.0,29750.0,1366980.0,,638779,-546259,-93790
2014-02-20,29650.0,29500.0,1227157.0,,495782,-348082,-144830
2014-02-21,29450.0,29350.0,1153525.0,,329724,-297190,-14948
2014-02-24,29250.0,29100.0,1234528.0,,272508,-496668,236840
2014-02-25,29200.0,29850.0,1098742.0,,-339785,29755,305870
2014-02-26,29750.0,30100.0,947075.0,,-34159,-45801,-14940
2014-02-27,29950.0,29950.0,594098.0,,23131,-101931,76260
2014-02-28,30100.0,30350.0,3081895.0,,-253426,-530327,761753
2014-03-03,30300.0,29750.0,1235976.0,,521036,-416216,-102790
2014-03-04,29550.0,29300.0,979865.0,,406792,-378502,14550
2014-03-05,29450.0,29400.0,611898.0,,96797,-146495,53590
2014-03-06,29600.0,29400.0,653083.0,,143355,-162895,35480
2014-03-07,28650.0,29100.0,1916431.0,,396871,-468901,98190
2014-03-10,29050.0,28800.0,947333.0,,430758,-303128,-115040
2014-03-11,28700.0,28600.0,1134044.0,,369277,-367787,51340
2014-03-12,28500.0,28300.0,775251.0,,116031,-134225,33020
2014-03-13,28400.0,29000.0,1455515.0,,-66464,229399,-128945
2014-03-14,28950.0,28750.0,697773.0,,18252,76908,-81940
2014-03-17,29000.0,28850.0,454951.0,,87586,-6176,-82100
2014-03-18,29000.0,29150.0,642448.0,,-31002,-47548,68720
2014-03-19,29250.0,29350.0,678526.0,,-10090,61676,-55896
2014-03-20,29400.0,29300.0,695743.0,,51936,-10876,-41370
2014-03-21,29350.0,29150.0,691291.0,,173728,-193222,26434
2014-03-24,29100.0,29000.0,548705.0,,145737,-141101,-9246
2014-03-25,29050.0,29300.0,659318.0,,4064,-33959,30485
2014-03-26,29400.0,29500.0,690976.0,,-136681,130461,-7160
2014-03-27,29600.0,29900.0,814220.0,,-151506,-26464,184030
2014-03-28,29800.0,29700.0,442029.0,,76553,-67603,-9950
2014-03-31,29650.0,29550.0,573109.0,,109536,-71614,-33612
2014-04-01,29500.0,29450.0,573667.0,,172039,-173981,2705
2014-04-02,29450.0,29100.0,1169489.0,,449394,-528359,76825
2014-04-03,29100.0,28700.0,2150260.0,,1221410,-819040,-408650
2014-04-04,28800.0,29000.0,699490.0,,105474,-169394,50290
2014-04-07,29000.0,29250.0,1204617.0,,-3145,34665,-51940
2014-04-08,29450.0,31250.0,7509245.0,,-1531587,2112277,-502920
2014-04-09,31400.0,32600.0,6702763.0,,-2895408,279528,2689010
2014-04-10,32700.0,32300.0,2470363.0,,-269147,-399578,700470
2014-04-11,32000.0,32300.0,1508337.0,,-97357,-375372,590349
2014-04-14,32050.0,32150.0,1271236.0,,-252863,-173907,444160
2014-04-15,32200.0,32350.0,1138132.0,,-77700,-346920,483070
2014-04-16,32300.0,32200.0,1093796.0,,-137139,89329,78740
2014-04-17,32400.0,31900.0,1082424.0,,126567,-405697,279740
2014-04-18,31900.0,31500.0,1112556.0,,107396,-214764,120728
2014-04-21,31500.0,31400.0,849310.0,,140710,-282170,127970
2014-04-22,32050.0,31900.0,2456853.0,,218079,-800001,533352
2014-04-23,32000.0,32650.0,2489741.0,,-762510,120250,671290
2014-04-24,32750.0,32500.0,2026920.0,,-259158,105198,141320
2014-04-25,32350.0,32050.0,1038920.0,,66605,-124525,57040
2014-04-28,32100.0,32600.0,1210269.0,,-222521,-295250,536191
2014-04-29,32600.0,32600.0,754520.0,,-14085,-112695,119130
2014-04-30,32800.0,32800.0,1266987.0,,-220556,22686,256520
2014-05-02,32850.0,32650.0,1118347.0,,-50933,-92814,143067
2014-05-07,32500.0,32400.0,829556.0,,-39681,88557,-64986
2014-05-08,32900.0,31950.0,1500550.0,,276771,-132381,-182940
2014-05-09,32250.0,32250.0,1137432.0,,-80868,-387249,468127
2014-05-12,32350.0,32050.0,698431.0,,-44549,-232381,270090
2014-05-13,32150.0,32000.0,853839.0,,25335,-67305,147041
2014-05-14,32000.0,32500.0,836155.0,,-272296,6276,264430
2014-05-15,32600.0,32250.0,510158.0,,26948,-19438,-6450
2014-05-16,32500.0,32100.0,685306.0,,43246,-136636,76110
2014-05-19,32150.0,31950.0,590696.0,,-1736,-99216,95062
2014-05-20,32000.0,32500.0,843228.0,,-190375,-28325,223000
2014-05-21,32450.0,32050.0,832849.0,,122218,-19445,-102670
2014-05-22,32000.0,31850.0,919013.0,,177675,-76155,-68540
2014-05-23,31850.0,31700.0,753678.0,,118140,-148549,65309
2014-05-26,31700.0,31750.0,408175.0,,-37383,-13017,60200
2014-05-27,31600.0,31550.0,516321.0,,-21021,8031,59390
2014-05-28,31600.0,31350.0,688467.0,,96592,-37542,-13420
2014-05-29,31400.0,30750.0,1209565.0,,293830,-230860,-29850
2014-05-30,30800.0,30400.0,1968370.0,,285008,-514740,236352
2014-06-02,30400.0,30100.0,759235.0,,-22799,-111708,137647
2014-06-03,30100.0,29800.0,1552747.0,,272862,-474441,201900
2014-06-05,29700.0,29450.0,891429.0,,218856,-123664,-83165
2014-06-09,29450.0,30050.0,738905.0,,-151039,-25538,177409
2014-06-10,29950.0,30050.0,975821.0,,-41169,218421,-122270
2014-06-11,30250.0,29900.0,787648.0,,47955,-122594,82516
2014-06-12,30300.0,30150.0,1295250.0,,-54972,-151445,208410
2014-06-13,30350.0,29900.0,763272.0,,2991,51660,-30682
2014-06-16,29900.0,29900.0,626150.0,,35326,-111148,69955
2014-06-17,29950.0,29700.0,816841.0,,77686,29312,-109314
2014-06-18,29700.0,29850.0,773724.0,,-102861,91339,13024
2014-06-19,30200.0,30400.0,1120586.0,,-305418,235691,83476
2014-06-20,30600.0,30450.0,646156.0,,-114118,242438,-117874
2014-06-23,30250.0,30350.0,582530.0,,-5184,108147,-97930
2014-06-24,30100.0,30550.0,756353.0,,-172095,-47136,239318
2014-06-25,30600.0,30600.0,579719.0,,-186478,-3592,202169
2014-06-26,30400.0,30200.0,838385.0,,28890,156343,-173975
2014-06-27,30200.0,30450.0,512334.0,,-46562,-11926,60861
2014-06-30,30550.0,30550.0,725785.0,,-292334,281787,7603
2014-07-01,30600.0,30800.0,591895.0,,-239473,270075,-16712
2014-07-02,30850.0,31150.0,843730.0,,-341604,235717,116215
2014-07-03,31050.0,31150.0,449623.0,,-75035,40602,44042
2014-07-04,31150.0,31600.0,1173702.0,,-377943,72419,312648
2014-07-07,31650.0,31400.0,544402.0,,101809,-38482,-52101
2014-07-08,31300.0,30700.0,787169.0,,81088,-10428,-66149
2014-07-09,30600.0,30350.0,832692.0,,180607,-85501,-91730
2014-07-10,30550.0,30350.0,685314.0,,204567,-192232,-4701
2014-07-11,30200.0,30100.0,764857.0,,100505,-192489,103069
2014-07-14,30250.0,30000.0,497691.0,,104637,-128753,34799
2014-07-15,30050.0,30150.0,562222.0,,10197,-106526,107222
2014-07-16,30050.0,30050.0,660815.0,,147694,16881,-150647
2014-07-17,30050.0,29800.0,656133.0,,236249,-89214,-150110
2014-07-18,29800.0,29650.0,659930.0,,268225,-210722,-60964
2014-07-21,29600.0,29750.0,432013.0,,27063,-59802,29974
2014-07-22,29750.0,29900.0,381931.0,,-5313,45166,-37756
2014-07-23,30100.0,29950.0,366845.0,,19123,-69640,47509
2014-07-24,30000.0,29800.0,689148.0,,109101,113302,-221937
2014-07-25,29900.0,30000.0,510961.0,,24703,25816,-12612
2014-07-28,30050.0,30750.0,1208211.0,,-349899,222668,157496
2014-07-29,30850.0,31300.0,2024700.0,,-441605,392783,44367
2014-07-30,31650.0,33350.0,6883618.0,,-2683899,1516018,1174370
2014-07-31,33500.0,33300.0,2908570.0,,-1029809,353927,703501
2014-08-01,33000.0,33300.0,2104883.0,,-658518,238851,439505
2014-08-04,33350.0,33350.0,1194256.0,,-361660,265654,93066
2014-08-05,33350.0,33050.0,787347.0,,-111275,83275,33627
2014-08-06,33000.0,33150.0,688112.0,,-127212,64403,71914
2014-08-07,33200.0,33650.0,1276198.0,,-363631,107720,260075
2014-08-08,33600.0,34500.0,3584026.0,,-792196,201035,619811
2014-08-11,34700.0,34500.0,1239407.0,,-413746,366287,46522
2014-08-12,34550.0,33800.0,1103414.0,,-92445,104200,-1125
2014-08-13,33750.0,34200.0,1456454.0,,-199169,9308,201145
2014-08-14,34050.0,33800.0,822122.0,,-11090,19437,-73
2014-08-18,33950.0,34500.0,1205860.0,,-401561,97231,345353
2014-08-19,34500.0,35100.0,1622245.0,,-459897,326287,158341
2014-08-20,35000.0,35150.0,794890.0,,-219438,151171,74479
2014-08-21,34900.0,34650.0,1072479.0,,-18537,109195,-61091
2014-08-22,34400.0,33800.0,1152926.0,,21982,155165,-176438
2014-08-25,33750.0,34650.0,980772.0,,-207631,113679,72880
2014-08-26,34600.0,34650.0,572414.0,,-131829,170282,-15459
2014-08-27,34600.0,34750.0,657297.0,,-170363,299263,-141311
2014-08-28,34700.0,34850.0,634150.0,,-183707,183368,21435
2014-08-29,35000.0,35000.0,897579.0,,-125652,2191,117740
2014-09-01,34750.0,35150.0,680133.0,,-246396,294428,16353
2014-09-02,35050.0,34850.0,646266.0,,-2893,157868,-141638
2014-09-03,34550.0,35200.0,1057040.0,,-331857,262103,130002
2014-09-04,35200.0,35800.0,2311291.0,,-470038,320124,232217
2014-09-05,35700.0,35750.0,746008.0,,-149685,-24864,204151
2014-09-11,35550.0,35200.0,903215.0,,-7712,-2572,2984
2014-09-12,35450.0,36050.0,1059089.0,,-321462,198194,89498
2014-09-15,36050.0,36050.0,637187.0,,-176218,167294,7032
2014-09-16,36050.0,35500.0,689650.0,,23040,74921,-84347
2014-09-17,35450.0,35700.0,697592.0,,-83797,82043,13832
2014-09-18,35500.0,35250.0,762968.0,,103224,-11585,-91321
2014-09-19,35200.0,35850.0,719965.0,,-243110,76785,174091
2014-09-22,35950.0,35800.0,717225.0,,-229478,189419,66765
2014-09-23,35800.0,36800.0,2122154.0,,-868136,541486,398991
2014-09-24,36700.0,35700.0,2149924.0,,148434,95514,-258215
2014-09-25,35650.0,34600.0,1739142.0,,225706,-30249,-203814
2014-09-26,34550.0,34650.0,949360.0,,35019,-11852,30975
2014-09-29,34700.0,34650.0,930358.0,,5794,-32270,20482
2014-09-30,34750.0,34300.0,1075952.0,,82765,-59376,-24658
2014-10-01,34750.0,34450.0,958616.0,,-161697,4213,148156
2014-10-02,34400.0,35050.0,1081172.0,,-198595,-56891,252944
2014-10-06,35050.0,34000.0,1146689.0,,50828,32148,-88320
2014-10-07,34000.0,34450.0,688818.0,,-88696,-171458,260116
2014-10-08,34450.0,35250.0,1222098.0,,-293334,-71893,382001
2014-10-10,35250.0,35100.0,764502.0,,-181913,90649,97657
2014-10-13,34400.0,34450.0,697561.0,,-58682,95710,-37090
2014-10-14,34550.0,33250.0,1438898.0,,232847,-254962,18618
2014-10-15,33050.0,32600.0,1894235.0,,283229,46445,-358443
2014-10-16,32400.0,32800.0,1338941.0,,-59961,301028,-238634
2014-10-17,32750.0,30700.0,3402139.0,,792062,199498,-1004073
2014-10-20,30850.0,30900.0,1054894.0,,187602,-96269,-84359
2014-10-21,30950.0,31200.0,1075849.0,,98021,-93175,-5201
2014-10-22,31350.0,31100.0,979991.0,,89688,46406,-170024
2014-10-23,30850.0,30850.0,849831.0,,193363,44537,-248041
2014-10-24,31050.0,31000.0,709905.0,,-11153,65554,-55739
2014-10-27,31100.0,31600.0,1038929.0,,-28553,317886,-249819
2014-10-28,31650.0,32300.0,1179934.0,,-114854,186496,-61354
2014-10-29,32450.0,32550.0,1051792.0,,-73432,-114260,185384
2014-10-30,32300.0,32050.0,569718.0,,180374,-65816,-116209
2014-10-31,31950.0,32800.0,1573332.0,,-320801,109531,214871
2014-11-03,32600.0,33350.0,1195946.0,,-137447,152277,-24004
2014-11-04,33300.0,32950.0,769478.0,,-19357,-87009,85405
2014-11-05,33050.0,32900.0,597406.0,,12879,-23121,16395
2014-11-06,32700.0,31750.0,1776984.0,,308615,-191721,6044
2014-11-07,31750.0,31950.0,1029470.0,,-35243,-454178,537471
2014-11-10,32100.0,31800.0,823707.0,,141355,-354581,224966
2014-11-11,31950.0,32100.0,606056.0,,2033,-299283,311338
2014-11-12,32100.0,32050.0,493747.0,,50238,-74830,22523
2014-11-13,32000.0,32450.0,520610.0,,-56958,-144143,200763
2014-11-14,32400.0,32250.0,419146.0,,-23193,-7879,32236
2014-11-17,32100.0,32250.0,398446.0,,-1000,39223,-39787
2014-11-18,32400.0,32500.0,710391.0,,-35122,5971,26737
2014-11-19,32700.0,33000.0,841825.0,,-245745,-48976,296779
2014-11-20,33300.0,33200.0,775252.0,,-234059,-55919,289828
2014-11-21,33000.0,33450.0,468315.0,,-121203,-15484,144901
2014-11-24,33350.0,33250.0,998442.0,,112961,-310978,189404
2014-11-25,33400.0,33150.0,556600.0,,-74605,36153,39639
2014-11-26,33400.0,33100.0,486059.0,,-3147,118029,-112920
2014-11-27,33100.0,32800.0,456687.0,,6265,51846,-44938
2014-11-28,32600.0,32550.0,762944.0,,44128,-46162,-9040
2014-12-01,32550.0,32300.0,713862.0,,67942,-123603,47819
2014-12-02,32200.0,31650.0,883230.0,,293723,-212487,-74796
2014-12-03,32000.0,31850.0,492767.0,,-366,-189926,180066
2014-12-04,31850.0,32250.0,777549.0,,-99149,-283986,385765
2014-12-05,32200.0,32300.0,454742.0,,26718,-89964,53394
2014-12-08,32200.0,32150.0,536467.0,,67328,-88735,26997
2014-12-09,32100.0,31950.0,398964.0,,-27829,-111966,158093
2014-12-10,31750.0,31750.0,666289.0,,63962,-46056,-21855
2014-12-11,31300.0,31350.0,805094.0,,128630,-130296,-11051
2014-12-12,31200.0,31600.0,393322.0,,-20847,-45458,65753
2014-12-15,31200.0,31450.0,606202.0,,52811,-37248,-21103
2014-12-16,31150.0,31650.0,688026.0,,-72200,23162,47881
2014-12-17,31800.0,31500.0,690501.0,,100406,-103075,3831
2014-12-18,31500.0,31550.0,657702.0,,-161594,-84981,242073
2014-12-19,31750.0,31800.0,613464.0,,-13678,-98653,109960
2014-12-22,31600.0,31850.0,610996.0,,-87971,122370,-29782
2014-12-23,32000.0,32500.0,1277926.0,,-280403,-170613,385738
2014-12-24,32600.0,32300.0,804590.0,,16556,-152485,131991
2014-12-26,32250.0,31800.0,829426.0,,-54085,16645,39576
2014-12-29,31550.0,31200.0,768760.0,,205900,-140047,-65860
2014-12-30,31150.0,31250.0,659905.0,,-22277,11474,13394
2015-01-02,31100.0,31600.0,631854.0,,-28222,127248,-97426
2015-01-05,31400.0,31900.0,666068.0,,36588,45125,-79149
2015-01-06,31600.0,31500.0,812604.0,,143388,142226,-283584
2015-01-07,31300.0,30850.0,1327483.0,,463108,-166984,-293195
2015-01-08,30750.0,30300.0,1865853.0,,618599,-349958,-268231
2015-01-09,30500.0,29900.0,1707266.0,,645177,-736586,103877
2015-01-12,30100.0,29950.0,884818.0,,113202,-172024,39926
2015-01-13,29800.0,29950.0,857981.0,,31034,-295385,243115
2015-01-14,30000.0,30000.0,545155.0,,111242,-214138,104479
2015-01-15,29950.0,29950.0,637586.0,,155277,-13997,-162350
2015-01-16,29950.0,29950.0,1120487.0,,17580,-533642,490071
2015-01-19,30000.0,29800.0,567426.0,,200671,-274336,68038
2015-01-20,29850.0,29900.0,594961.0,,203461,-288251,74182
2015-01-21,30150.0,30300.0,817698.0,,-89286,-256297,363091
2015-01-22,30500.0,30000.0,1411586.0,,455170,-589429,70474
2015-01-23,30300.0,30550.0,1459595.0,,-154582,-598724,801736
2015-01-26,30550.0,30400.0,581057.0,,68067,-88605,16859
2015-01-27,30350.0,30300.0,724346.0,,160664,-55825,-107061
2015-01-28,30050.0,30000.0,1394519.0,,712250,-391696,-250920
2015-01-29,30000.0,29950.0,854373.0,,301676,-372837,70022
2015-01-30,29850.0,29950.0,1592112.0,,144168,-398614,198138
2015-02-02,29900.0,29750.0,1006235.0,,467131,-163089,-315106
2015-02-03,29700.0,29550.0,1016653.0,,466496,-216450,-278916
2015-02-04,29550.0,29300.0,1567502.0,,538247,-269806,-283579
2015-02-05,29400.0,29250.0,787700.0,,133565,-159583,17471
2015-02-06,29250.0,28850.0,1261523.0,,531581,-492192,-39564
2015-02-09,28900.0,28500.0,1066702.0,,354548,-20354,-339113
2015-02-10,28500.0,28700.0,552807.0,,177224,-59648,-117680
2015-02-11,28850.0,29250.0,1174743.0,,4545,101617,-140444
2015-02-12,29350.0,29400.0,1032457.0,,47326,-28756,6193
2015-02-13,29150.0,29200.0,932229.0,,293711,-11192,-276465
2015-02-16,29100.0,29250.0,963757.0,,-160307,46044,114378
2015-02-17,29450.0,30000.0,1503690.0,,-304081,43030,261468
2015-02-23,30300.0,30600.0,1651129.0,,-330853,172798,169680
2015-02-24,30400.0,30250.0,1236893.0,,60793,134292,-197125
2015-02-25,30300.0,30500.0,1262446.0,,-152107,518,183903
2015-02-26,30600.0,30600.0,861353.0,,23291,-2758,-20089
2015-02-27,30450.0,30600.0,3402100.0,,-18032,-153393,173037
2015-03-02,30900.0,30600.0,998846.0,,-18,-241155,244952
2015-03-03,30600.0,30400.0,937527.0,,55879,-212182,149289
2015-03-04,30500.0,30400.0,628821.0,,11130,-157645,151923
2015-03-05,30350.0,30250.0,498591.0,,-7059,-118546,141586
2015-03-06,30500.0,30700.0,1016533.0,,-88415,-273635,363071
2015-03-09,30950.0,30450.0,1018669.0,,136435,-163439,33603
2015-03-10,30250.0,29850.0,1079730.0,,312084,-115848,-189781
2015-03-11,29550.0,29350.0,1334052.0,,489359,-363976,-146896
2015-03-12,29400.0,29150.0,1513995.0,,436233,-389924,-45366
2015-03-13,29350.0,29750.0,978122.0,,-6320,53686,-65293
2015-03-16,29750.0,29650.0,398098.0,,83583,42400,-125613
2015-03-17,29650.0,29850.0,602140.0,,33660,-12634,-30444
2015-03-18,29700.0,29800.0,777666.0,,4411,42610,-41625
2015-03-19,30000.0,29950.0,564296.0,,10646,-8459,21578
2015-03-20,30150.0,29700.0,1480656.0,,362026,-642940,265800
2015-03-23,29700.0,29450.0,971941.0,,472061,-111803,-363932
2015-03-24,29550.0,29300.0,841078.0,,356885,-219925,-117501
2015-03-25,29300.0,29150.0,735056.0,,167516,-89833,-74758
2015-03-26,29300.0,29300.0,730981.0,,77608,-65652,-10423
2015-03-27,29250.0,29450.0,898554.0,,99145,-108829,14622
2015-03-30,29550.0,29250.0,602628.0,,193246,-30963,-166991
2015-03-31,29350.0,29000.0,1023394.0,,372492,-98924,-261016
2015-04-01,29200.0,29000.0,830587.0,,238459,-214825,-41491
2015-04-02,29150.0,29100.0,710092.0,,70456,-162784,80444
2015-04-03,29100.0,29250.0,498230.0,,41708,-28426,-31228
2015-04-06,29300.0,29050.0,716433.0,,249372,-142936,-70835
2015-04-07,29200.0,29150.0,698411.0,,143572,79094,-222690
2015-04-08,29200.0,28800.0,1240218.0,,615730,-423089,-159497
2015-04-09,28950.0,29050.0,1067610.0,,146124,-395506,225200
2015-04-10,29200.0,28950.0,1207581.0,,489387,-367683,-139805
2015-04-13,28900.0,28900.0,1230616.0,,465902,-536429,71843
2015-04-14,28950.0,30000.0,2607530.0,,-500647,-136440,639315
2015-04-15,29850.0,29650.0,1208433.0,,204405,-131564,-80474
2015-04-16,29800.0,30000.0,1102501.0,,-238332,-169312,303529
2015-04-17,30000.0,29750.0,1073207.0,,279483,-208586,-73393
2015-04-20,29600.0,29450.0,1019377.0,,340892,-213870,-112297
2015-04-21,29600.0,29350.0,646149.0,,148224,-55013,-102521
2015-04-22,29400.0,29350.0,1036499.0,,109478,-229912,130333
2015-04-23,29400.0,29650.0,1080897.0,,53476,-82269,37614
2015-04-24,29900.0,30500.0,2637366.0,,-750663,79263,502089
2015-04-27,30700.0,30300.0,1148973.0,,40878,33312,-84558
2015-04-28,30300.0,30550.0,969744.0,,-102751,4542,53302
2015-04-29,30750.0,30900.0,1796673.0,,-522845,-10959,500636
2015-04-30,30700.0,31850.0,4155161.0,,-931279,484556,464720
2015-05-04,31950.0,32250.0,2572618.0,,-328606,-48535,409229
2015-05-06,32250.0,31850.0,2027404.0,,-217904,86291,118631
2015-05-07,31700.0,31100.0,2487411.0,,-83454,-168917,253190
2015-05-08,30850.0,30750.0,819908.0,,-49579,68310,-17946
2015-05-11,30800.0,30250.0,1473991.0,,218445,-28884,-207421
2015-05-12,30400.0,30650.0,904544.0,,-74461,-79421,151078
2015-05-13,30750.0,30750.0,592554.0,,96711,-115808,11880
2015-05-14,30850.0,30500.0,693925.0,,199260,-104688,-99037
2015-05-15,30400.0,30300.0,715893.0,,15726,-80780,57766
2015-05-18,30300.0,30450.0,615522.0,,-122498,22633,99411
2015-05-19,30400.0,30100.0,854427.0,,-28466,-30424,62845
2015-05-20,30000.0,29650.0,1502714.0,,190794,-266895,84543
2015-05-21,29700.0,29700.0,867194.0,,90722,-155844,55445
2015-05-22,29850.0,29900.0,767707.0,,15447,-171924,131616
2015-05-26,30000.0,29950.0,675208.0,,8472,22783,-15285
2015-05-27,29900.0,29800.0,931953.0,,-63693,35180,53849
2015-05-28,29950.0,29700.0,1067477.0,,-31090,-139769,213814
2015-05-29,29550.0,28950.0,2366619.0,,517399,-255289,-116739
2015-06-01,29050.0,28900.0,1193607.0,,150540,-24200,-128058
2015-06-02,28950.0,29450.0,1390411.0,,-311147,-1429,319854
2015-06-03,29500.0,29400.0,691963.0,,-106703,-5471,112194
