Symbol,제일기획_시가(원),제일기획_종가(원),제일기획_거래량(주),제일기획_PER(IFRS-연결),제일기획_순매수수량(개인)(주),제일기획_순매수수량(기관계)(주),제일기획_순매수수량(외국인계)(주)
2004-04-22,180500.0,179500.0,26900.0,18.65,5735,1115,-8440
2004-04-23,179500.0,178000.0,33152.0,18.49,3462,12418,-15920
2004-04-26,180000.0,175000.0,38864.0,18.18,7710,5880,-14220
2004-04-27,175000.0,177500.0,26631.0,18.44,2660,170,-3030
2004-04-28,177500.0,173000.0,18909.0,17.98,2242,-3020,-662
2004-04-29,173000.0,167000.0,29914.0,17.35,408,-3530,1042
2004-04-30,162500.0,164000.0,45141.0,17.04,-2830,11220,-7510
2004-05-03,166500.0,168500.0,19490.0,17.51,-3300,3130,4240
2004-05-04,169000.0,164500.0,16551.0,17.09,9010,-910,-7780
2004-05-06,167000.0,152000.0,55302.0,15.79,14190,-6540,-10540
2004-05-07,151500.0,152000.0,56426.0,15.79,6960,4000,-10380
2004-05-10,151000.0,140500.0,61118.0,14.6,4020,6780,-11630
2004-05-11,137500.0,137000.0,70497.0,14.24,6060,8140,-29480
2004-05-12,139000.0,144000.0,93210.0,14.96,18266,2294,-43820
2004-05-13,144000.0,145000.0,72571.0,15.07,-10339,3909,6800
2004-05-14,146000.0,139000.0,54880.0,14.44,3249,-10979,9210
2004-05-17,139000.0,130000.0,61295.0,13.51,-1390,-3210,10940
2004-05-18,129000.0,131000.0,69369.0,13.61,17654,-12233,-11900
2004-05-19,132000.0,142000.0,39361.0,14.75,-12141,-519,9560
2004-05-20,138500.0,140000.0,22244.0,14.55,-3840,-1300,5910
2004-05-21,140500.0,144500.0,16420.0,15.02,-3410,2900,-1320
2004-05-24,149500.0,146000.0,10547.0,15.17,-550,-1937,3060
2004-05-25,144000.0,145000.0,28800.0,15.07,-8270,9590,-560
2004-05-27,148500.0,152000.0,44600.0,15.79,-18050,-5140,23850
2004-05-28,151500.0,153500.0,12772.0,15.95,-4858,-672,5250
2004-05-31,154500.0,152500.0,17100.0,15.84,-2220,-7080,11040
2004-06-01,152500.0,162000.0,27187.0,16.83,-11316,-8374,22110
2004-06-02,159500.0,162000.0,16220.0,16.83,190,2860,-2310
2004-06-03,159000.0,156000.0,31041.0,16.21,-810,-17200,18210
2004-06-04,156000.0,155000.0,45550.0,16.11,560,1890,-170
2004-06-07,153500.0,159000.0,11564.0,16.52,-3304,3314,-750
2004-06-08,158500.0,159000.0,7623.0,16.52,-1030,1520,150
2004-06-09,161000.0,162000.0,28555.0,16.83,-5515,3215,2600
2004-06-10,158000.0,155000.0,21920.0,16.11,5105,2155,-8450
2004-06-11,155000.0,145000.0,24150.0,15.07,11904,-6834,-5550
2004-06-14,142000.0,136000.0,34312.0,14.13,1645,-3473,-832
2004-06-15,136500.0,137000.0,29660.0,14.24,4220,-1260,-3980
2004-06-16,135500.0,139000.0,23470.0,14.44,-4999,-4231,9920
2004-06-17,137500.0,144500.0,19260.0,15.02,-8006,-1874,11040
2004-06-18,142000.0,142500.0,18810.0,14.81,2750,-9310,8200
2004-06-21,142000.0,146000.0,13060.0,15.17,-2930,690,2100
2004-06-22,147000.0,144000.0,33575.0,14.96,4930,-2140,-1070
2004-06-23,143000.0,140500.0,28320.0,14.6,680,-17180,17120
2004-06-24,142000.0,143500.0,39900.0,14.91,1091,-19591,19160
2004-06-25,144000.0,146000.0,23590.0,15.17,-1530,630,3490
2004-06-28,148000.0,145500.0,36070.0,15.12,-1010,-7930,9060
2004-06-29,144000.0,150500.0,15090.0,15.64,-9990,3010,6790
2004-06-30,151500.0,157000.0,16020.0,16.31,-8640,-1530,10250
2004-07-01,158500.0,159000.0,20182.0,16.52,-6660,-2360,9950
2004-07-02,155500.0,157000.0,18768.0,16.31,-2110,-5770,8400
2004-07-05,154000.0,154000.0,24165.0,16.0,3060,-8130,5270
2004-07-06,152000.0,152000.0,22029.0,15.79,5310,2770,-9600
2004-07-07,150000.0,148000.0,14654.0,15.38,4710,-6170,1410
2004-07-08,148000.0,145500.0,16991.0,15.12,-1740,1360,1570
2004-07-09,144000.0,143500.0,27958.0,14.91,6623,-5263,-1850
2004-07-12,143500.0,139500.0,40707.0,14.5,14370,-5500,-7120
2004-07-13,140000.0,143500.0,34164.0,14.91,-5054,-4280,10434
2004-07-14,143500.0,139500.0,23940.0,14.5,730,-590,980
2004-07-15,139000.0,137000.0,22163.0,14.24,1668,2220,-3988
2004-07-16,135000.0,141000.0,27033.0,14.65,-3153,2703,600
2004-07-19,138500.0,142500.0,25530.0,14.81,370,6150,-9010
2004-07-20,141500.0,141000.0,19055.0,14.65,-2016,326,-4320
2004-07-21,142500.0,145500.0,24966.0,15.12,-8010,12560,-5170
2004-07-22,142500.0,146000.0,20390.0,15.17,-2100,-3060,6410
2004-07-23,147500.0,146000.0,32300.0,15.17,-2890,-2970,6140
2004-07-26,142500.0,150000.0,13590.0,15.59,-5690,4480,330
2004-07-27,149000.0,150000.0,33161.0,15.59,-3691,4871,750
2004-07-28,149000.0,149500.0,32882.0,15.53,910,-7360,8570
2004-07-29,149000.0,147000.0,8571.0,15.27,-2160,-1680,4060
2004-07-30,148500.0,149000.0,32522.0,15.48,-3962,2882,1540
2004-08-02,147000.0,137000.0,23932.0,14.24,13407,-747,-12960
2004-08-03,136000.0,138000.0,38388.0,14.34,3102,1318,-14910
2004-08-04,136500.0,135500.0,11941.0,14.08,1392,-5410,4300
2004-08-05,136000.0,141000.0,12840.0,14.65,-5990,-300,6590
2004-08-06,139000.0,142500.0,19142.0,14.81,-5300,-4300,9580
2004-08-09,142500.0,145000.0,10440.0,15.07,-2013,143,2230
2004-08-10,145000.0,146500.0,12060.0,15.22,-1270,-6170,7010
2004-08-11,145000.0,146500.0,44148.0,15.22,292,-3812,19510
2004-08-12,144000.0,141500.0,43255.0,14.7,20480,5480,-22300
2004-08-13,140500.0,148500.0,74161.0,15.43,-13846,-4104,19690
2004-08-16,148500.0,147500.0,36591.0,15.33,-950,-1290,31290
2004-08-17,148500.0,148500.0,38720.0,15.43,-5109,7009,-10
2004-08-18,146500.0,145500.0,15302.0,15.12,4682,-1992,-4870
2004-08-19,145500.0,144500.0,22640.0,15.02,10726,-3446,-6670
2004-08-20,144000.0,142500.0,17050.0,14.81,1600,530,-2540
2004-08-23,143000.0,140500.0,19150.0,14.6,12123,-3773,-8200
2004-08-24,142500.0,140500.0,20433.0,14.6,12520,420,-12800
2004-08-25,141000.0,144000.0,36385.0,14.96,-1239,2801,-1072
2004-08-26,145000.0,149500.0,61922.0,15.53,-25179,2569,24530
2004-08-27,150000.0,148500.0,19190.0,15.43,-800,-10,420
2004-08-30,148500.0,147500.0,16543.0,15.33,-133,-8037,8770
2004-08-31,146000.0,150500.0,16330.0,15.64,-2770,20,1550
2004-09-01,150500.0,156500.0,44270.0,16.26,-7570,-2050,8110
2004-09-02,155500.0,163500.0,32564.0,16.99,-20874,8414,12610
2004-09-03,165000.0,163000.0,14490.0,16.94,-1920,-4730,4940
2004-09-06,163000.0,163000.0,11103.0,16.94,-2450,-200,2630
2004-09-07,161500.0,165000.0,19430.0,17.15,20,-180,1110
2004-09-08,161500.0,165000.0,21106.0,17.15,-3626,-7324,10960
2004-09-09,163000.0,164500.0,28665.0,17.09,-1923,-1882,1775
2004-09-10,163500.0,163000.0,16410.0,16.94,-1900,2530,-380
2004-09-13,161500.0,162500.0,15580.0,16.89,6704,-514,-6560
2004-09-14,161500.0,157000.0,18304.0,16.31,8354,3176,-11540
2004-09-15,159000.0,157000.0,13930.0,16.31,-270,4950,-4970
2004-09-16,155000.0,162000.0,15410.0,16.83,-6060,4140,2320
2004-09-17,160500.0,162000.0,13328.0,16.83,-554,-2126,3460
2004-09-20,162000.0,164500.0,21450.0,17.09,1183,537,-5690
2004-09-21,163000.0,161500.0,8820.0,16.78,1200,3290,-4550
2004-09-22,163000.0,154500.0,14230.0,16.05,6440,-2090,-3850
2004-09-23,153000.0,149500.0,17990.0,15.53,6646,2374,-9270
2004-09-24,149000.0,150000.0,48950.0,15.59,9111,18499,-29730
2004-09-30,147500.0,148500.0,29874.0,15.43,1400,980,-590
2004-10-01,150000.0,150500.0,49376.0,15.64,17156,-11466,-5610
2004-10-04,152000.0,154000.0,39785.0,16.0,4030,6420,-9420
2004-10-05,154000.0,157500.0,48380.0,16.37,-4690,4300,410
2004-10-06,157000.0,159000.0,50081.0,16.52,-11950,-13590,25890
2004-10-07,157500.0,157000.0,17380.0,16.31,-4670,2640,1930
2004-10-08,156500.0,153500.0,34934.0,15.95,10160,4100,-14270
2004-10-11,151000.0,150500.0,48861.0,15.64,20729,9201,-28450
2004-10-12,150500.0,148000.0,18713.0,15.38,3724,-3954,-1710
2004-10-13,148000.0,147500.0,25174.0,15.33,5994,-2194,-2800
2004-10-14,145500.0,146500.0,35174.0,15.22,3950,-2380,-2300
2004-10-15,143500.0,146000.0,22648.0,15.17,370,1310,-80
2004-10-18,145500.0,147500.0,29676.0,15.33,-1598,-12542,13970
2004-10-19,148500.0,150500.0,13810.0,15.64,-7950,6290,1590
2004-10-20,150500.0,144000.0,50674.0,14.96,14018,6062,-21610
2004-10-21,143000.0,144000.0,24521.0,14.96,-2288,98,2650
2004-10-22,145000.0,148500.0,19110.0,15.43,-10800,8520,2970
2004-10-25,144000.0,145000.0,30150.0,15.07,3826,3904,-7030
2004-10-26,142000.0,143000.0,14570.0,14.86,-677,-763,-1350
2004-10-27,143500.0,142500.0,10326.0,14.81,34,2146,-1560
2004-10-28,144000.0,147000.0,14443.0,15.27,-2235,2465,4130
2004-10-29,144500.0,148000.0,20737.0,15.38,-3007,3667,-640
2004-11-01,146000.0,146500.0,7750.0,15.22,-320,3990,-3670
2004-11-02,145000.0,145000.0,15438.0,15.07,6192,6978,-13170
2004-11-03,144500.0,147000.0,16044.0,15.27,2296,3854,-6160
2004-11-04,145500.0,143500.0,32042.0,14.91,6260,2430,-10420
2004-11-05,144000.0,144000.0,24570.0,14.96,-1000,9790,-9450
2004-11-08,144000.0,140000.0,18798.0,14.55,9468,-1158,-9370
2004-11-09,138000.0,140500.0,55266.0,14.6,1160,7080,-5630
2004-11-10,140500.0,149000.0,59023.0,15.48,-27863,21083,7110
2004-11-11,150500.0,151000.0,45929.0,15.69,-12180,-14310,27470
2004-11-12,151000.0,150000.0,35039.0,15.59,-2381,-5309,7480
2004-11-15,150000.0,149500.0,23254.0,15.53,-408,-2922,4150
2004-11-16,150000.0,150000.0,30161.0,15.59,-410,5300,-8900
2004-11-17,149000.0,154500.0,51810.0,16.05,-6046,3157,2860
2004-11-18,153500.0,151500.0,9431.0,15.74,530,1020,-1510
2004-11-19,152500.0,153500.0,13040.0,15.95,-1360,-1430,2770
2004-11-22,150500.0,153500.0,14920.0,15.95,-3320,-2900,5740
2004-11-23,155000.0,153500.0,4500.0,15.95,-1620,2350,-230
2004-11-24,154500.0,154500.0,5258.0,16.05,-2882,2264,210
2004-11-25,152500.0,147500.0,43743.0,15.33,16330,-990,-18460
2004-11-26,148000.0,148000.0,27312.0,15.38,-3670,-6840,11450
2004-11-29,147500.0,149500.0,13692.0,15.53,-3590,-4960,8570
2004-11-30,151000.0,151500.0,16907.0,15.74,-3480,-2420,6030
2004-12-01,152000.0,151000.0,9260.0,15.69,-190,2330,-2160
2004-12-02,152500.0,152000.0,8961.0,15.79,-2230,1280,1710
2004-12-03,152000.0,150500.0,52953.0,15.64,2550,460,-1330
2004-12-06,150500.0,148000.0,13776.0,15.38,1629,-8579,7000
2004-12-07,147500.0,144500.0,31434.0,15.02,2780,3510,-6460
2004-12-08,145000.0,145500.0,14410.0,15.12,-1023,-5427,6450
2004-12-09,145000.0,146000.0,35531.0,15.17,1360,-3790,9030
2004-12-10,146000.0,146000.0,11081.0,15.17,-1370,-470,1670
2004-12-13,147500.0,149500.0,11219.0,15.53,-7866,2296,6010
2004-12-14,149500.0,149000.0,22238.0,15.48,2971,309,-6300
2004-12-15,148500.0,147000.0,17577.0,15.27,6416,4004,-10550
2004-12-16,147500.0,144500.0,21890.0,15.02,5430,-2470,-2020
2004-12-17,146000.0,148000.0,36525.0,15.38,-4595,-12515,16880
2004-12-20,149000.0,150000.0,41133.0,15.59,-7894,-24216,31910
2004-12-21,150000.0,151000.0,32014.0,15.69,-3302,1780,4757
2004-12-22,150000.0,148000.0,11934.0,15.38,-408,-2804,3032
2004-12-23,149500.0,146500.0,4844.0,15.22,2436,-396,-2020
2004-12-24,147500.0,149000.0,5345.0,15.48,-3182,1492,1830
2004-12-27,150000.0,149000.0,6244.0,15.48,-1449,2549,-70
2004-12-28,148000.0,149000.0,8138.0,15.48,-356,626,150
2004-12-29,147000.0,151000.0,8647.0,15.69,-3244,2284,1910
2004-12-30,152000.0,150500.0,10038.0,15.64,-662,-1088,1750
2005-01-03,151500.0,152000.0,9382.0,16.25,-2267,3719,400
2005-01-04,150500.0,148500.0,8447.0,15.87,3587,882,-5009
2005-01-05,147500.0,150000.0,22730.0,16.03,270,4398,-4668
2005-01-06,151000.0,158500.0,66892.0,16.94,-25156,29924,-7916
2005-01-07,155000.0,158000.0,37232.0,16.89,-6057,22567,-18984
2005-01-10,158000.0,154000.0,21397.0,16.46,4734,3336,-10570
2005-01-11,153000.0,152000.0,22119.0,16.25,6113,4017,-10146
2005-01-12,151000.0,150000.0,12611.0,16.03,-406,1567,-1843
2005-01-13,149000.0,147000.0,29649.0,15.71,11835,2405,-17904
2005-01-14,149000.0,155000.0,83751.0,16.57,-10926,13852,-11775
2005-01-17,153500.0,151500.0,36523.0,16.19,3942,14377,-19687
2005-01-18,150500.0,153000.0,19581.0,16.36,-842,4905,-5383
2005-01-19,150000.0,146000.0,111655.0,15.61,54836,14651,-70467
2005-01-20,146000.0,147500.0,43085.0,15.77,-14148,-4448,17666
2005-01-21,147000.0,148500.0,26472.0,15.87,-7056,-2454,9510
2005-01-24,147500.0,146500.0,44884.0,15.66,10010,-11183,1323
2005-01-25,147500.0,146000.0,23664.0,15.61,3950,-12072,8416
2005-01-26,146000.0,148000.0,21882.0,15.82,1374,995,-2093
2005-01-27,148500.0,149000.0,12154.0,15.93,-2405,-2749,5127
2005-01-28,149000.0,148500.0,9597.0,15.87,-1572,-408,1946
2005-01-31,150000.0,153500.0,28457.0,16.41,-17238,8371,10482
2005-02-01,152000.0,154000.0,12569.0,16.46,-3623,-3957,8540
2005-02-02,154000.0,156000.0,37316.0,16.68,-17006,-9723,26792
2005-02-03,156000.0,159000.0,28599.0,17.0,-20398,-1428,24955
2005-02-04,156000.0,152500.0,24850.0,16.3,8980,3232,-13922
2005-02-07,154000.0,156000.0,23899.0,16.68,-327,-3301,3628
2005-02-11,156000.0,160000.0,33407.0,17.1,-4092,-9508,11869
2005-02-14,161500.0,161500.0,35444.0,17.27,-2709,-7270,8099
2005-02-15,160000.0,161500.0,13584.0,17.27,-365,1631,-1915
2005-02-16,165000.0,170000.0,45360.0,18.17,-10977,-16009,28230
2005-02-17,170500.0,167500.0,19550.0,17.91,-1329,-6192,8111
2005-02-18,165000.0,164000.0,29463.0,17.53,-3154,-2447,5242
2005-02-21,161500.0,157500.0,42949.0,16.84,31234,-21548,-8635
2005-02-22,158500.0,160000.0,24011.0,17.1,-5074,5433,-355
2005-02-23,160000.0,158000.0,14908.0,16.89,-7087,4809,2228
2005-02-24,157000.0,162000.0,16188.0,17.32,-4739,-856,4068
2005-02-25,163500.0,162500.0,50709.0,17.37,-5648,-9617,15652
2005-02-28,163500.0,166500.0,18763.0,17.8,-6030,3799,2944
2005-03-02,171000.0,168500.0,17606.0,18.01,-5238,-2938,9028
2005-03-03,168500.0,176000.0,35906.0,18.81,-15341,450,16731
2005-03-04,175000.0,170000.0,10221.0,18.17,2545,-2825,-17
2005-03-07,172000.0,163500.0,21287.0,17.48,11646,-367,-11977
2005-03-08,168000.0,165500.0,19895.0,17.69,-3226,-7329,11324
2005-03-09,167500.0,174000.0,27101.0,18.6,-7379,-881,8213
2005-03-10,173000.0,172000.0,21841.0,18.39,-5063,595,6919
2005-03-11,172500.0,179500.0,21597.0,19.19,-9646,-2162,10812
2005-03-14,180000.0,183500.0,16195.0,19.62,-7985,-2629,9796
2005-03-15,183500.0,174000.0,49037.0,18.6,-1451,-19742,21168
2005-03-16,173500.0,171500.0,29229.0,18.33,6544,664,-6965
2005-03-17,171000.0,171500.0,40778.0,18.33,4953,3880,-4018
2005-03-18,172500.0,172000.0,14045.0,18.39,-4573,1836,3060
2005-03-21,178000.0,174000.0,10941.0,18.6,-854,-1575,3834
2005-03-22,175500.0,173000.0,12431.0,18.49,-2585,300,1104
2005-03-23,170500.0,167500.0,29456.0,17.91,4809,2,-5013
2005-03-24,166000.0,166000.0,14363.0,17.75,-597,215,3121
2005-03-25,167500.0,167500.0,9466.0,17.91,684,737,1606
2005-03-28,168000.0,170500.0,6348.0,18.23,-2841,1422,1153
2005-03-29,171500.0,171000.0,9110.0,18.28,-580,-2284,1610
2005-03-30,171000.0,168000.0,9160.0,17.96,1685,3422,-5645
2005-03-31,169500.0,172000.0,7312.0,18.39,-1457,565,853
2005-04-01,173500.0,170500.0,12875.0,18.23,-324,648,-1223
2005-04-04,172500.0,171500.0,19880.0,18.33,121,-3690,3588
2005-04-06,172500.0,180000.0,38740.0,19.24,-14972,-4830,18552
2005-04-07,180000.0,178000.0,6358.0,19.03,-876,1072,-1172
2005-04-08,179000.0,176000.0,45993.0,18.81,753,-15537,19193
2005-04-11,178500.0,180500.0,35929.0,19.3,-8710,-8958,19380
2005-04-12,180000.0,180000.0,18121.0,19.24,-1856,-440,2273
2005-04-13,180000.0,180000.0,10437.0,19.24,-1009,-649,1638
2005-04-14,182000.0,174000.0,18909.0,18.6,-14,-8635,10516
2005-04-15,175000.0,175000.0,15162.0,18.71,-511,-4324,4832
2005-04-18,172000.0,170500.0,13366.0,18.23,392,4361,-4652
2005-04-19,170500.0,170000.0,18723.0,18.17,1019,5344,-5969
2005-04-20,170000.0,170000.0,30371.0,18.17,1150,-1386,593
2005-04-21,170000.0,178000.0,15764.0,19.03,-6875,3640,3250
2005-04-22,178000.0,177000.0,13986.0,18.92,-178,936,153
2005-04-25,177000.0,177000.0,8310.0,18.92,-559,1982,-2041
2005-04-26,178000.0,180000.0,27658.0,19.24,-3215,597,2688
2005-04-27,177500.0,173500.0,16444.0,18.55,4526,868,-4826
2005-04-28,174500.0,168500.0,22273.0,18.01,8365,3190,-11783
2005-04-29,168000.0,164000.0,35140.0,17.53,3381,5909,-7650
2005-05-02,164000.0,159000.0,24322.0,17.0,10301,4800,-15231
2005-05-03,159000.0,161000.0,39733.0,17.21,3939,6181,-10196
2005-05-04,161000.0,165000.0,16229.0,17.64,-3604,1227,2391
2005-05-06,164500.0,165500.0,30661.0,17.69,-2732,5513,-2768
2005-05-09,165500.0,165500.0,23115.0,17.69,-2862,801,2615
2005-05-10,167000.0,165500.0,13340.0,17.69,-3375,-1312,4587
2005-05-11,165000.0,162000.0,11745.0,17.32,190,2273,-2420
2005-05-12,162000.0,162000.0,9487.0,17.32,212,2586,-2484
2005-05-13,165000.0,168000.0,24912.0,17.96,-6952,-5269,12150
2005-05-16,166000.0,169000.0,8674.0,18.07,-1794,-1311,3057
2005-05-17,172000.0,166500.0,10848.0,17.8,1150,3026,-4456
2005-05-18,166500.0,165500.0,9942.0,17.69,1945,4257,-6210
2005-05-19,168000.0,168000.0,16909.0,17.96,-3500,10345,-7507
2005-05-20,173000.0,173500.0,10467.0,18.55,-1091,-2328,3295
2005-05-23,176000.0,171000.0,9991.0,18.28,36,1526,-1617
2005-05-24,172000.0,175500.0,10842.0,18.76,-3772,-1995,5675
2005-05-25,173500.0,172000.0,14745.0,18.39,1239,5270,-6635
2005-05-26,170000.0,170500.0,10125.0,18.23,1818,1811,-6904
2005-05-27,171500.0,174000.0,20187.0,18.6,1286,4577,-7165
2005-05-30,172500.0,174000.0,7744.0,18.6,-1009,2649,-2877
2005-05-31,173000.0,171000.0,11549.0,18.28,2398,3405,-5953
2005-06-01,170000.0,171000.0,11458.0,18.28,3489,59,-3763
2005-06-02,171000.0,170000.0,14930.0,18.17,-1690,1196,-4431
2005-06-03,170000.0,173000.0,8826.0,18.49,-2452,3590,-1117
2005-06-07,172000.0,170000.0,4534.0,18.17,853,-531,-290
2005-06-08,169000.0,170000.0,13207.0,18.17,641,5606,-6471
2005-06-09,172000.0,175500.0,22473.0,18.76,-6339,8135,-834
2005-06-10,173000.0,174500.0,17338.0,18.65,2660,10549,-13254
2005-06-13,175000.0,172500.0,17695.0,18.44,-1739,3295,-4814
2005-06-14,172500.0,170500.0,15236.0,18.23,1141,698,-2275
2005-06-15,170000.0,176000.0,26071.0,18.81,-7965,1996,5745
2005-06-16,175000.0,179000.0,16205.0,19.14,-3509,-712,3807
2005-06-17,177500.0,179500.0,12113.0,19.19,-1329,2107,-924
2005-06-20,181000.0,180000.0,13148.0,19.24,-3002,-1167,4443
2005-06-21,179000.0,185000.0,31331.0,19.78,-9693,4716,9288
2005-06-22,185500.0,185500.0,20548.0,19.83,-3916,-243,3970
2005-06-23,185500.0,190000.0,32455.0,20.31,-6373,-2369,8498
2005-06-24,188500.0,192000.0,24172.0,20.52,-10220,-2539,12887
2005-06-27,191000.0,186500.0,14134.0,19.94,-607,-1374,2091
2005-06-28,190000.0,190000.0,7837.0,20.31,-1165,562,475
2005-06-29,190500.0,194500.0,32597.0,20.79,-3596,-8148,11838
2005-06-30,192000.0,194500.0,13930.0,20.79,-3532,-627,4151
2005-07-01,192000.0,189000.0,15917.0,20.21,1504,-200,-1414
2005-07-04,189500.0,185500.0,16289.0,19.83,3095,-2164,-687
2005-07-05,185500.0,187000.0,6638.0,19.99,792,-30,-838
2005-07-06,186000.0,187000.0,7354.0,19.99,2232,-25,-2236
2005-07-07,184000.0,186500.0,8090.0,19.94,625,1146,-1721
2005-07-08,185000.0,190000.0,7136.0,20.31,-3734,2475,1469
2005-07-11,191000.0,190000.0,8993.0,20.31,337,-1592,1358
2005-07-12,192000.0,194500.0,9819.0,20.79,-4666,-1803,6931
2005-07-13,194500.0,196500.0,7531.0,21.01,-3985,-1958,5938
2005-07-14,195000.0,197500.0,10780.0,21.11,-3811,92,5172
2005-07-15,201500.0,198000.0,10115.0,21.17,-2528,-1329,3902
2005-07-18,198000.0,199000.0,8423.0,21.27,1625,3040,-4598
2005-07-19,196000.0,193000.0,17837.0,20.63,5142,4233,-9335
2005-07-20,192500.0,188000.0,25181.0,20.1,5952,-9465,3445
2005-07-21,186500.0,189000.0,15061.0,20.21,1518,516,-1960
2005-07-22,185500.0,183000.0,39901.0,19.56,14571,3736,-21442
2005-07-25,183000.0,192500.0,20902.0,20.58,-11638,7365,1312
2005-07-26,193500.0,193500.0,19899.0,20.68,-1844,-6948,8849
2005-07-27,191000.0,196500.0,18009.0,21.01,-5491,1690,4513
2005-07-28,197000.0,196500.0,34910.0,21.01,-1841,-4535,3928
2005-07-29,194000.0,200000.0,10016.0,21.38,-2915,1377,920
2005-08-01,200000.0,197500.0,10619.0,21.11,91,2028,-1814
2005-08-02,195500.0,193000.0,9961.0,20.63,4044,-3032,-3888
2005-08-03,190000.0,195500.0,39582.0,20.9,-2207,20922,-19400
2005-08-04,198000.0,191500.0,4106.0,20.47,-1363,2536,-1223
2005-08-05,189000.0,188000.0,4869.0,20.1,127,1316,-1466
2005-08-08,186000.0,191000.0,3712.0,20.42,-1362,2505,-1102
2005-08-09,189000.0,189000.0,3843.0,20.21,867,-154,-764
2005-08-10,188000.0,189000.0,11552.0,20.21,5750,-2146,306
2005-08-11,187500.0,189000.0,10122.0,20.21,2763,1360,-4433
2005-08-12,189000.0,186000.0,27422.0,19.88,14935,-3619,-11393
2005-08-16,186500.0,184000.0,27000.0,19.67,6590,3284,-9836
2005-08-17,184000.0,184500.0,15854.0,19.72,1562,466,-2188
2005-08-18,184500.0,181000.0,15288.0,19.35,2173,-78,-2150
2005-08-19,179000.0,180500.0,21656.0,19.3,-412,9743,-9409
2005-08-22,180000.0,185000.0,29518.0,19.78,928,17640,-21838
2005-08-23,188000.0,188000.0,15229.0,20.1,-2406,7413,-5033
2005-08-24,188000.0,184000.0,8764.0,19.67,1199,-4332,2577
2005-08-25,186000.0,189000.0,14802.0,20.21,-5502,3010,2563
2005-08-26,186500.0,187000.0,4688.0,19.99,-444,1330,-836
2005-08-29,187000.0,185500.0,5759.0,19.83,-2127,1577,228
2005-08-30,185500.0,184000.0,9553.0,19.67,2335,-4115,1699
2005-08-31,182500.0,186000.0,8937.0,19.88,1574,-2774,200
2005-09-01,186000.0,190000.0,10335.0,20.31,-5392,4373,12
2005-09-02,192000.0,189500.0,17188.0,20.26,-1590,3063,-1460
2005-09-05,190500.0,190500.0,10525.0,20.37,-547,3008,-2331
2005-09-06,190000.0,186500.0,12773.0,19.94,-377,-33,-17
2005-09-07,190000.0,190500.0,18135.0,20.37,-6900,5066,2030
2005-09-08,191000.0,191000.0,21932.0,20.42,281,3389,-1039
2005-09-09,190000.0,189000.0,15743.0,20.21,3627,-8320,5162
2005-09-12,191000.0,186500.0,10868.0,19.94,4041,-3679,927
2005-09-13,186500.0,185500.0,21003.0,19.83,6641,-491,-6146
2005-09-14,184500.0,187500.0,5590.0,20.04,-3420,2817,550
2005-09-15,185500.0,187500.0,9400.0,20.04,-1887,1820,305
2005-09-16,188000.0,188000.0,10957.0,20.1,2415,-512,-360
2005-09-20,188000.0,188000.0,12311.0,20.1,-3135,3970,-334
2005-09-21,188000.0,191500.0,31101.0,20.47,-8123,3647,4418
2005-09-22,191500.0,195000.0,25104.0,20.84,-11896,7225,2897
2005-09-23,197000.0,197000.0,14725.0,21.06,-7211,5192,2499
2005-09-26,197000.0,209000.0,21240.0,22.34,-11473,6415,5132
2005-09-27,209000.0,207000.0,24208.0,22.13,-1134,4156,-2966
2005-09-28,205500.0,205000.0,14185.0,21.91,1992,5295,-7552
2005-09-29,209500.0,203000.0,23433.0,21.7,-151,2368,-187
2005-09-30,203000.0,200000.0,14957.0,21.38,-52,3259,-3245
2005-10-04,200500.0,212000.0,13749.0,22.66,-5949,4998,2832
2005-10-05,214000.0,205000.0,20170.0,21.91,7785,2060,-10849
2005-10-06,204500.0,202500.0,15636.0,21.65,-1356,4275,-2864
2005-10-07,204000.0,202500.0,14111.0,21.65,-3649,4910,1659
2005-10-10,203000.0,209000.0,8007.0,22.34,-3636,5213,-1596
2005-10-11,213000.0,230000.0,23571.0,24.59,-11228,2783,8674
2005-10-12,240000.0,221000.0,18170.0,23.62,-4381,2202,544
2005-10-13,221000.0,208500.0,27820.0,22.29,10931,-2022,-8832
2005-10-14,209500.0,206000.0,13381.0,22.02,3253,410,-3886
2005-10-17,209500.0,204500.0,9640.0,21.86,-2582,2673,-731
2005-10-18,204500.0,208500.0,13929.0,22.29,-2142,5703,-3546
2005-10-19,208500.0,209500.0,5480.0,22.4,-1325,1066,-236
2005-10-20,213000.0,208500.0,7511.0,22.29,401,2596,-3138
2005-10-21,202500.0,202500.0,48559.0,21.65,12292,22998,-34316
2005-10-24,203000.0,199500.0,39770.0,21.33,10914,7995,-18872
2005-10-25,202500.0,199500.0,39415.0,21.33,1364,10835,-13903
2005-10-26,199000.0,198500.0,34900.0,21.22,1540,9389,-11164
2005-10-27,196500.0,193500.0,28083.0,20.68,3038,10262,-15049
2005-10-28,187500.0,188500.0,36118.0,20.15,5478,12126,-18860
2005-10-31,192000.0,191000.0,14320.0,20.42,-2042,3229,-4427
2005-11-01,192500.0,197000.0,15199.0,21.06,-1707,4147,-2490
2005-11-02,198500.0,207000.0,26988.0,22.13,-13791,3593,8508
2005-11-03,206000.0,210000.0,17883.0,22.45,-5586,12035,-5088
