Symbol,제일기획_시가(원),제일기획_종가(원),제일기획_거래량(주),제일기획_PER(IFRS-연결),제일기획_순매수수량(개인)(주),제일기획_순매수수량(기관계)(주),제일기획_순매수수량(외국인계)(주)
2000-01-04,82100,88500,93965,12.06,22555,-2990,-19805
2000-01-05,86000,87000,89750,11.86,-440,-19050,19590
2000-01-06,91000,86000,136760,11.72,-7840,-67950,66590
2000-01-07,87500,88000,50197,11.99,-12840,-4190,17030
2000-01-10,90000,88000,57950,11.99,-16400,-4690,22090
2000-01-11,89500,101000,144598,13.77,-25230,-18560,42230
2000-01-12,96000,99000,190927,13.49,-57130,-2110,62340
2000-01-13,100000,104000,72986,14.17,-19170,-9870,29540
2000-01-14,105000,110000,174772,14.99,-63010,46370,17250
2000-01-17,110000,115000,109252,15.67,-54240,20510,36230
2000-01-18,113000,112000,103607,15.26,-8260,8900,1360
2000-01-19,120000,108000,196870,14.72,-31430,-107380,41310
2000-01-20,108000,114000,80483,15.54,-48120,5890,44330
2000-01-21,114000,110000,52660,14.99,-5100,7800,160
2000-01-24,107000,104000,39695,14.17,7080,-5260,180
2000-01-25,101500,95000,64540,12.95,-4190,-8740,15930
2000-01-26,95100,96700,47829,13.18,-9910,-11820,21730
2000-01-27,98000,97500,25195,13.29,-3130,-1030,2160
2000-01-28,98000,99200,18909,13.52,-850,-1520,2370
2000-01-31,105000,100000,45627,13.63,-3400,-17660,21060
2000-02-01,100000,101000,33123,13.77,-10190,10890,-700
2000-02-02,103000,113500,59838,15.47,-40220,11010,25210
2000-02-03,120000,130500,323557,17.78,-135320,-69960,224610
2000-02-07,130500,125500,157961,17.1,-14941,-18440,43311
2000-02-08,126000,122000,67082,16.63,-16020,-3120,19140
2000-02-09,125000,140000,221265,19.08,-10654,-47476,67930
2000-02-10,144000,139000,173390,18.94,-26880,-1750,32830
2000-02-11,139000,125000,95508,17.03,-10550,6670,2380
2000-02-14,127000,128000,66678,17.44,-18490,-730,19220
2000-02-15,130000,125000,44853,17.03,-8653,-10877,20530
2000-02-16,123000,120000,61611,16.35,-750,-2220,36040
2000-02-17,118000,120000,70720,16.35,19420,-20600,8870
2000-02-18,125000,131000,90220,17.85,-28680,-4630,33310
2000-02-21,131000,135000,77419,18.4,-21410,-7110,32720
2000-02-22,135000,138500,77300,18.87,-14790,6480,7810
2000-02-23,138500,136500,32445,18.6,-14870,2550,11820
2000-02-24,134500,138000,44145,18.81,-13810,7910,5900
2000-02-25,145000,151500,150223,20.64,-70540,19610,51930
2000-02-28,155000,152000,159130,20.71,-42920,-17130,60050
2000-02-29,158000,143000,58600,19.49,-9100,40,2860
2000-03-02,155000,164000,89245,22.35,-50130,45500,5500
2000-03-03,164000,156500,34309,21.33,-9570,8640,830
2000-03-06,158000,150500,39945,20.51,930,-10790,6760
2000-03-07,154000,163500,118886,22.28,-25550,-61570,87050
2000-03-08,163500,163500,45450,22.28,-6440,-16140,22880
2000-03-09,168000,182000,80035,24.8,-25920,-20510,47430
2000-03-10,186500,178500,35271,24.32,-6670,3530,13610
2000-03-13,180000,167000,35048,22.76,4120,-3640,3750
2000-03-14,167000,157000,57906,21.4,-11220,9240,2480
2000-03-15,158000,163000,40621,22.21,-3330,-10930,14260
2000-03-16,160000,155000,39570,21.12,9490,-2290,-5400
2000-03-17,156000,146500,32804,19.97,4120,-7030,4850
2000-03-20,148000,143000,34580,19.49,-4600,-4120,6920
2000-03-21,143000,153500,70368,20.92,-5270,-17280,22550
2000-03-22,152000,152500,30560,20.78,4560,-4070,-860
2000-03-23,150500,141000,63150,19.21,24190,-20890,-4500
2000-03-24,144000,139000,59800,18.94,10190,2430,-13520
2000-03-27,140000,143000,42300,19.49,-9080,-13550,17030
2000-03-28,140500,143000,25220,19.49,-3090,-1560,1650
2000-03-29,140500,139000,22441,18.94,-4570,4320,250
2000-03-30,140000,138500,31200,18.87,9300,-11560,2260
2000-03-31,136500,137000,18341,18.67,-1790,2460,-670
2000-04-03,135000,133000,16240,18.12,-5480,-290,4350
2000-04-04,130000,113500,50970,15.47,19400,8070,-10650
2000-04-06,110000,120000,151820,16.35,10060,-9360,-640
2000-04-07,120000,131000,64696,17.85,19105,-25480,6625
2000-04-10,130000,128000,59230,17.44,-1230,4340,-2850
2000-04-11,127000,123000,32230,16.76,-2710,10810,-8100
2000-04-12,120500,124000,37245,16.9,-10710,6980,3730
2000-04-14,118000,118500,41620,16.15,-6320,13750,-7430
2000-04-17,101000,101000,38220,13.77,18040,-6430,3090
2000-04-18,107000,100500,121337,13.7,36330,11600,-41270
2000-04-19,103000,99500,110460,13.56,45200,-2820,-32190
2000-04-20,102000,102500,62170,13.97,-22760,10270,12490
2000-04-21,105000,113000,85155,15.4,-16700,16080,-2000
2000-04-24,114000,106500,30706,14.51,-10430,5350,-300
2000-04-25,110500,108000,17580,14.72,50,-50,0
2000-04-26,108500,108000,29800,14.72,-8830,3070,5760
2000-04-27,106000,113500,72243,15.47,-26300,10680,20620
2000-04-28,113500,116500,40949,15.88,-3200,-1250,11840
2000-05-02,115000,125000,39162,17.03,-12280,940,11340
2000-05-03,126000,130500,43380,17.78,-11460,-4660,16120
2000-05-04,132000,125000,37222,17.03,-2810,2710,100
2000-05-08,128000,135000,74265,18.4,-18230,-13500,31680
2000-05-09,137000,132500,28375,18.06,-4110,-240,4350
2000-05-10,131000,130000,21689,17.72,-2485,-435,2870
2000-05-12,133000,133500,54449,18.19,-14880,9880,16000
2000-05-15,133500,129000,50970,17.58,-9590,-6370,14780
2000-05-16,132000,132000,20750,17.99,-6630,2370,4260
2000-05-17,136000,134000,87327,18.26,-37,6287,17820
2000-05-18,139500,134000,92230,18.26,-15580,14930,27700
2000-05-19,133000,132500,27352,18.06,-4630,1000,6630
2000-05-22,129000,123000,43537,16.76,-4210,5860,-1650
2000-05-23,116500,124000,19204,16.9,-5700,-3470,9170
2000-05-24,121000,119500,14930,16.29,-1120,-4360,5480
2000-05-25,125000,125000,17380,17.03,-2380,2820,-440
2000-05-26,122000,120000,24120,16.35,-100,-2850,2950
2000-05-29,118000,115500,12086,15.74,-346,506,-160
2000-05-30,115500,118000,23440,16.08,-1440,-2820,3960
2000-05-31,121500,134000,46513,18.26,-12370,3430,8940
2000-06-01,135000,145500,106142,19.83,-14140,1560,43180
2000-06-02,150000,143000,42283,19.49,-260,-12170,18050
2000-06-05,145000,147000,66433,20.03,6553,2120,4500
2000-06-07,147000,146000,51676,19.9,4020,-2520,1590
2000-06-08,144000,134000,29215,18.26,4340,-2110,-1260
2000-06-09,130000,136000,156040,18.54,45752,-23902,-18010
2000-06-12,140000,137000,79740,18.67,-1840,-1680,3760
2000-06-13,132000,128000,31485,17.44,-5020,3590,1430
2000-06-14,128000,129500,34180,17.65,4650,6540,-11190
2000-06-15,128000,122500,29231,16.69,-1350,4250,-2900
2000-06-16,117000,117500,44020,16.01,9270,2800,-12070
2000-06-19,122000,125000,68723,17.03,-13850,-8610,17460
2000-06-20,127000,130000,51031,17.72,-11139,-580,11139
2000-06-21,131000,138000,108147,18.81,-34370,25630,29150
2000-06-22,138000,137000,67901,18.67,-11820,-10560,28310
2000-06-23,133000,131500,26605,17.92,3020,4420,-7440
2000-06-26,128000,132000,14595,17.99,-1490,3420,-2040
2000-06-27,134000,132000,23030,17.99,-2520,2530,-260
2000-06-28,132000,135000,32410,18.4,-2480,990,-950
2000-06-29,138000,142500,106344,19.42,-24890,-29360,60530
2000-06-30,139500,145500,29890,19.83,-12602,-3278,17290
2000-07-03,148500,148000,45790,20.17,-2030,4950,10
2000-07-04,149500,149500,34490,20.37,-13700,-15420,27640
2000-07-05,151000,149500,38920,20.37,-10670,-14860,26110
2000-07-06,147500,145000,21240,19.76,3810,-7870,2290
2000-07-07,149500,140000,24261,19.08,9420,-14000,3090
2000-07-10,149000,144500,54795,19.69,-6990,-13480,28410
2000-07-11,147500,148500,46934,20.24,-5006,-18880,18690
2000-07-12,148500,148500,66370,20.24,-8880,-34270,39550
2000-07-13,150000,145000,25010,19.76,3970,-11480,10000
2000-07-14,142500,144500,16371,19.69,-3120,-5560,10200
2000-07-18,143000,137000,31100,18.67,10990,-1260,-9910
2000-07-19,132000,127000,41520,17.31,15540,1730,-17370
2000-07-20,129000,126000,55273,17.17,2993,24850,-28353
2000-07-21,125000,128000,41977,17.44,6570,13230,-19720
2000-07-24,122500,128500,30630,17.51,-5260,-7360,12560
2000-07-25,125500,125000,39955,17.03,-770,16950,-16240
2000-07-26,125000,126000,20720,17.17,2230,2500,-4500
2000-07-27,123000,120000,36850,16.35,2980,-11170,7980
2000-07-28,119000,118500,24899,16.15,-990,2450,-1700
2000-07-31,115500,120000,10009,16.35,-3191,2820,131
2000-08-01,118000,125000,19680,17.03,620,-5800,4060
2000-08-02,130000,128000,34195,17.44,-11990,850,11170
2000-08-03,129000,129000,11550,17.58,-4450,1420,4340
2000-08-04,127500,132000,8730,17.99,-930,1170,-220
2000-08-07,134500,134500,45822,18.33,-13900,-17220,32320
2000-08-08,131000,132500,12570,18.06,-4370,1170,2860
2000-08-09,133000,136000,16020,18.54,-6310,-2520,8610
2000-08-10,136000,136000,13270,18.54,-1270,-2740,4080
2000-08-11,136000,136000,7330,18.54,-1030,-1560,2600
2000-08-14,136500,142500,35081,19.42,-9740,-10510,17930
2000-08-16,142500,143000,15298,19.49,-2920,-1340,4220
2000-08-17,140000,132500,44420,18.06,14520,-26090,11570
2000-08-18,132500,130000,49980,17.72,9920,1980,-11840
2000-08-21,128000,124000,37210,16.9,20252,-1640,-18612
2000-08-22,124000,123000,67718,16.76,32300,11180,-43660
2000-08-23,123500,122500,52730,16.69,7330,7540,-14260
2000-08-24,123500,122500,60960,16.69,13130,16670,-30340
2000-08-25,121000,123000,46402,16.76,11482,6150,-18072
2000-08-28,123000,123000,74990,16.76,10060,28420,-39820
2000-08-29,123000,123000,68020,16.76,-3510,44080,-40650
2000-08-30,122500,120500,62304,16.42,3620,32970,-40530
2000-08-31,120000,117000,36900,15.94,8220,-12550,4020
2000-09-01,116000,119000,22510,16.22,4860,2840,-7860
2000-09-04,119000,112500,29969,15.33,6390,6310,-14050
2000-09-05,110000,113500,27570,15.47,-400,8100,-7880
2000-09-06,113500,112000,24270,15.26,-3490,3870,-670
2000-09-07,112000,103000,35730,14.04,9090,3360,-13280
2000-09-08,102500,100500,71029,13.7,15240,5730,-17390
2000-09-14,97100,99900,130401,13.61,40050,39740,-79760
2000-09-15,97000,93000,161899,12.67,-21700,33790,-12190
2000-09-18,90000,87000,55794,11.86,940,16320,-14280
2000-09-19,85000,87900,60060,11.98,-8050,16500,-6900
2000-09-20,89100,91500,30713,12.47,-2000,-5780,7850
2000-09-21,91500,94000,48190,12.81,-12970,1960,11140
2000-09-22,93000,90200,82563,12.29,-7360,-4990,7350
2000-09-25,91500,91500,19914,12.47,-2420,660,1760
2000-09-26,91000,93800,42480,12.78,-7930,1700,3130
2000-09-27,93000,94500,45140,12.88,-2030,11030,-11040
2000-09-28,94200,94800,21170,12.92,-6660,-4920,6350
2000-09-29,95000,94000,13150,12.81,560,-2130,1500
2000-10-02,93000,93000,10540,12.67,-1830,-440,2270
2000-10-04,93000,92000,20690,12.54,4420,1750,-6120
2000-10-05,92000,94500,17440,12.88,-5370,-530,5840
2000-10-06,92500,93500,14010,12.74,-3610,7030,-3420
2000-10-09,93500,91000,19680,12.4,3020,4880,-7900
2000-10-10,91000,90000,13550,12.26,-1260,1640,-380
2000-10-11,87100,86000,32870,11.72,-490,7170,-6680
2000-10-12,82000,78400,72380,10.68,12790,4490,-17230
2000-10-13,75100,68200,91591,9.29,27590,-19380,-8220
2000-10-16,73800,73200,83350,9.97,17630,-36200,18570
2000-10-17,73500,72100,53170,9.82,-22870,16110,6770
2000-10-18,66000,67500,62590,9.2,7360,14900,-22260
2000-10-19,65500,67300,58660,9.17,370,-830,460
2000-10-20,70000,76800,117368,10.47,-10700,-7740,18430
2000-10-23,80000,79400,80260,10.82,-14390,-14220,29860
2000-10-24,79000,78200,60850,10.66,12480,-800,-11680
2000-10-25,79700,78400,33670,10.68,-11240,-4940,17180
2000-10-26,78000,79800,50420,10.87,-16470,-7820,13440
2000-10-27,77400,76000,33830,10.36,2600,-3980,1300
2000-10-30,76000,71000,31250,9.68,4440,-6670,2300
2000-10-31,69000,73000,51550,9.95,240,13950,-14260
2000-11-01,73100,81600,145030,11.12,34339,-45750,11481
2000-11-02,79900,80000,46670,10.9,3360,-1570,-2200
2000-11-03,81100,84000,97250,11.45,5740,-9820,4080
2000-11-06,85000,85400,71780,11.64,-14840,1560,13860
2000-11-07,85400,82000,26780,11.17,-4070,3990,240
2000-11-08,82800,84500,41330,11.52,1870,-4200,2410
2000-11-09,82600,86000,25670,11.72,-1700,2100,-350
2000-11-10,84500,84500,69620,11.52,23830,-24860,980
2000-11-13,83900,79500,28712,10.83,-8440,-1890,500
2000-11-14,79500,80100,16531,10.92,4660,-240,-5420
2000-11-15,81000,81300,48532,11.08,19690,880,-20570
2000-11-16,81300,81700,24391,11.13,1160,-7840,6500
2000-11-17,81700,80100,16720,10.92,-2880,-2110,3030
2000-11-20,78000,79000,22535,10.77,-4230,5260,-1030
2000-11-21,79000,79700,24946,10.86,-3760,-3430,4190
2000-11-22,79700,79200,12890,10.79,-4730,-90,3820
2000-11-23,78800,77000,14650,10.49,-1970,5530,-4560
2000-11-24,77000,75000,16030,10.22,5080,-1360,-5740
2000-11-27,76800,76000,22403,10.36,7870,-2270,-5620
2000-11-28,76000,74300,19030,10.13,1460,-2890,-550
2000-11-29,74300,72100,20750,9.82,-240,-930,-3810
2000-11-30,72000,67400,78043,9.19,36170,3890,-51380
2000-12-01,66500,72000,95720,9.81,40090,-10760,-39330
2000-12-04,70000,67600,37920,9.21,11150,-13120,1970
2000-12-05,67900,67000,60481,9.13,-10080,4390,-6360
2000-12-06,70000,68800,99430,9.38,-21890,-19370,36570
2000-12-07,68800,67000,33550,9.13,-9240,-430,-290
2000-12-08,67000,67600,31530,9.21,-7040,-4480,1500
2000-12-11,68100,68000,39661,9.27,-980,-4000,4950
2000-12-12,69000,67200,48250,9.16,9490,-17640,-2610
2000-12-13,67300,68400,41380,9.32,-2650,-1170,-1200
2000-12-14,68400,68400,36550,9.32,-20,-4060,-900
2000-12-15,68400,69000,75833,9.4,10000,-12200,-3240
2000-12-18,69000,67500,30363,9.2,-5157,2270,-3393
2000-12-19,69500,66500,23430,9.06,-6810,670,1040
2000-12-20,66400,64000,59330,8.72,-10930,22680,-21750
2000-12-21,62800,63000,37408,8.58,-3680,4250,-5860
2000-12-22,65000,63000,25012,8.58,-11931,6851,0
2000-12-26,64000,62000,31840,8.45,-4320,-7500,-630
2001-01-02,63000,62900,16000,6.96,3800,-1670,-2040
2001-01-03,61500,64700,36330,7.15,3080,-2340,1400
2001-01-04,66000,66600,66110,7.37,-16340,850,15490
2001-01-05,67500,68900,64821,7.62,-10890,-10370,21320
2001-01-08,68000,70900,47629,7.84,-16490,8380,8070
2001-01-09,69300,71500,41430,7.91,-8330,13090,-4770
2001-01-10,71500,72800,80300,8.05,-33640,-9230,42650
2001-01-11,74900,72100,50990,7.97,-22940,1960,22150
2001-01-12,73100,78500,71300,8.68,-19170,-6200,24540
2001-01-15,78500,80100,64184,8.86,-7010,-4230,13850
2001-01-16,80100,79000,31459,8.74,-9380,-2170,11550
2001-01-17,77500,76000,20120,8.41,-2050,4190,-2760
2001-01-18,77000,79000,33333,8.74,-10570,-5710,17780
2001-01-19,79500,80000,59450,8.85,4860,-31260,26840
2001-01-22,80500,80000,50250,8.85,3250,-26990,24040
2001-01-26,80900,84800,110100,9.38,-5940,-53590,64980
2001-01-29,84800,86400,47830,9.56,-4550,-9320,14410
2001-01-30,87000,83500,40360,9.24,-4800,600,5660
2001-01-31,84200,86500,48035,9.57,-2660,-6900,9360
2001-02-01,87000,85200,19670,9.42,-1210,-2390,3350
2001-02-02,85200,84000,21683,9.29,-4820,-690,5610
2001-02-05,83500,82200,29720,9.09,-8580,-12110,20890
2001-02-06,82000,82500,20570,9.12,-2920,-1060,3830
2001-02-07,83000,83000,10460,9.18,-3240,-3340,6710
2001-02-08,82500,85000,9730,9.4,-4630,1410,3280
2001-02-09,84500,83300,11231,9.21,1821,219,-2090
2001-02-12,83500,86000,26700,9.51,-12050,12460,-620
2001-02-13,85900,86900,12020,9.61,-5740,3250,4440
2001-02-14,87000,86100,9060,9.52,310,1610,-2100
2001-02-15,87100,88000,43160,9.73,-3640,-30460,29050
2001-02-16,90000,93500,36590,10.34,-9680,-5980,13960
2001-02-19,94000,101000,57980,11.17,-10150,-33230,42770
2001-02-20,102000,101000,28936,11.17,-3350,-6140,10230
2001-02-21,100500,101000,29280,11.17,-2070,-10930,13140
2001-02-22,100000,102500,51840,11.34,-7180,-24600,31680
2001-02-23,102500,102000,10140,11.28,-4880,80,5080
2001-02-26,101500,101000,24380,11.17,-5070,-2860,8350
2001-02-27,101000,101000,46170,11.17,-3710,-1360,6630
2001-02-28,103000,105000,10941,11.61,-3930,-50,3930
2001-03-02,105500,101500,11400,11.23,-540,-4010,4910
2001-03-05,101500,105000,13917,11.61,-3260,430,2590
2001-03-06,109000,105500,11992,11.67,-4200,-2080,6230
2001-03-07,106500,110000,76267,12.17,-2930,-55300,58330
2001-03-08,109000,108000,111690,11.94,-567,-4370,4797
2001-03-09,108000,105000,17536,11.61,576,-3326,3300
2001-03-12,104000,105000,15076,11.61,-9000,-1610,10710
2001-03-13,103000,101000,10000,11.17,-3750,-360,4060
2001-03-14,102000,102000,14000,11.28,1660,-4440,2680
2001-03-15,98500,100000,11180,11.06,-4200,300,3580
2001-03-16,100000,101500,12670,11.23,-1880,-1230,3130
2001-03-19,101000,101500,14510,11.23,-5110,2350,2580
2001-03-20,101000,103500,13180,11.45,-3120,2290,790
2001-03-21,101000,101500,19510,11.23,-1640,2640,-1220
2001-03-22,101500,101500,29850,11.23,-7140,4660,12480
2001-03-23,100000,101000,21415,11.17,-4175,14210,-10195
2001-03-26,101500,99800,14270,11.04,-1380,7210,-6080
2001-03-27,97000,86000,112580,9.51,31060,34660,-65960
2001-03-28,86000,82000,159958,9.07,47948,41422,-89340
2001-03-29,81900,82400,73815,9.11,4990,8110,-14110
2001-03-30,82100,82300,41080,9.1,-4380,2950,1300
2001-04-02,81000,83400,15330,9.22,-5660,3170,2490
2001-04-03,80400,82200,9491,9.09,-5660,5060,530
2001-04-04,81500,82000,8570,9.07,-6160,6080,0
2001-04-06,83200,83000,38261,9.18,3540,-3410,290
2001-04-09,83000,83500,26310,9.24,-6100,-2840,8970
2001-04-10,83500,82000,18330,9.07,-860,-1790,2390
2001-04-11,82000,82600,52050,9.13,1220,-7580,6700
2001-04-12,82600,82000,31750,9.07,8280,5650,-13490
2001-04-13,82000,81600,9110,9.02,-780,2120,-1120
2001-04-16,81600,80000,24703,8.85,-5450,12610,-6890
2001-04-17,80000,81000,15700,8.96,1480,-980,-500
2001-04-18,81000,81700,24390,9.03,8480,410,-9120
2001-04-19,83000,82800,58853,9.16,6030,7610,-15490
2001-04-20,83500,83500,31816,9.24,-9670,14700,-5400
2001-04-23,83600,84200,21790,9.31,-4360,7480,-3380
2001-04-24,84000,83700,20810,9.26,-8060,12310,-4240
2001-04-25,83000,82200,49133,9.09,4950,24320,-29440
2001-04-26,82500,82000,25110,9.07,-2360,10700,-8240
2001-04-27,81700,82000,16170,9.07,-1910,4460,-2490
2001-04-30,82900,83800,19480,9.27,-3550,7810,-4360
2001-05-02,84500,87800,75992,9.71,7382,618,-7580
2001-05-03,86500,87400,34670,9.67,-3810,7990,-3940
2001-05-04,87400,93000,81455,10.29,-14230,-33310,46010
2001-05-07,93500,94000,51050,10.4,-1495,-255,2930
2001-05-08,95000,105000,118612,11.61,-33900,-34620,70570
2001-05-09,105000,104000,41460,11.5,-14970,-4850,20660
2001-05-10,105500,102000,27513,11.28,-4140,-10520,14980
2001-05-11,105000,110000,62960,12.17,-10140,-19520,29740
2001-05-14,110000,110000,24694,12.17,-5090,-6850,11940
2001-05-15,107500,106500,22690,11.78,-7000,-2140,9760
2001-05-16,106500,108000,37690,11.94,-1000,-7530,10220
2001-05-17,108000,106000,25030,11.72,1090,3820,-3380
2001-05-18,106000,104000,15260,11.5,5050,-3870,-1140
2001-05-21,104000,104000,24510,11.5,6380,-8050,1600
2001-05-22,104000,102000,37630,11.28,9900,-3620,-6280
2001-05-23,104000,108000,21601,11.94,-9273,5753,4410
2001-05-24,105000,111000,19730,12.28,-9850,8810,1850
2001-05-25,111000,110000,19730,12.17,-2860,4320,-1790
2001-05-28,105000.0,110000.0,9660.0,12.17,-3240,-330,3430
2001-05-29,109000.0,114000.0,24330.0,12.61,-4730,-530,4960
2001-05-30,112000.0,114000.0,18320.0,12.61,-1940,-2110,4160
2001-05-31,111500.0,109500.0,32770.0,12.11,-870,3750,-3080
2001-06-01,112000.0,112000.0,18220.0,12.39,-420,-3480,3960
2001-06-04,112000.0,117000.0,24690.0,12.94,-5670,-6750,11640
2001-06-05,117500.0,115500.0,46690.0,12.77,-7290,-14170,22350
2001-06-07,118000.0,118000.0,35780.0,13.05,-8590,-9270,17760
2001-06-08,122500.0,118500.0,17883.0,13.11,-370,-7480,6840
2001-06-11,118000.0,116500.0,13910.0,12.88,-1010,-5170,6560
2001-06-12,116500.0,113500.0,9210.0,12.55,2390,260,-2620
2001-06-13,112000.0,113000.0,7640.0,12.5,720,-1730,1140
2001-06-14,111500.0,110500.0,39440.0,12.22,18910,-11610,-7050
2001-06-15,109000.0,107500.0,49010.0,11.89,24210,-9440,-14980
2001-06-18,106500.0,105500.0,27000.0,11.67,3470,-8090,4720
2001-06-19,107000.0,103000.0,29015.0,11.39,5760,4550,-9770
2001-06-20,101000.0,103000.0,45671.0,11.39,6531,849,-7400
2001-06-21,101500.0,106500.0,61601.0,11.78,-7831,-3209,10930
2001-06-22,106500.0,111500.0,72432.0,12.33,-14952,-7620,21282
2001-06-25,111500.0,113000.0,19255.0,12.5,-7987,-141,7968
2001-06-26,112500.0,111000.0,18121.0,12.28,-7990,4980,2990
2001-06-27,110500.0,107000.0,23610.0,11.83,-2065,1865,-110
2001-06-28,106000.0,106000.0,14421.0,11.72,-500,5400,-5030
2001-06-29,110000.0,113000.0,42730.0,12.5,-14810,-8470,23180
2001-07-02,114500.0,112000.0,27786.0,12.39,-1290,-7360,8860
2001-07-03,111500.0,110000.0,7920.0,12.17,250,-2500,2330
2001-07-04,111000.0,112500.0,25540.0,12.44,-560,790,-160
2001-07-05,116000.0,115000.0,21201.0,12.72,-13480,1890,11550
2001-07-06,113000.0,111500.0,10920.0,12.33,-2270,6020,-3730
2001-07-09,110000.0,110000.0,9390.0,12.17,-3120,2590,250
2001-07-10,109500.0,111000.0,18660.0,12.28,150,-8360,8190
2001-07-11,108000.0,106000.0,19850.0,11.72,1730,6070,-7780
2001-07-12,106000.0,104000.0,23034.0,11.5,9590,-7830,-830
2001-07-13,106000.0,102500.0,11640.0,11.34,4173,1207,-5300
2001-07-16,102500.0,100000.0,12852.0,11.06,2262,4180,-6390
2001-07-18,98100.0,98900.0,22262.0,10.94,-390,2040,-1300
2001-07-19,97800.0,100000.0,28371.0,11.06,170,-3710,3480
2001-07-20,98500.0,97800.0,7710.0,10.82,1680,-3300,1860
2001-07-23,95000.0,96500.0,25753.0,10.67,-3000,-7130,10070
2001-07-24,95100.0,97000.0,8820.0,10.73,-2740,1120,1520
2001-07-25,93600.0,94000.0,19336.0,10.4,2870,2860,-5820
2001-07-26,94500.0,94100.0,15826.0,10.41,708,-2960,2332
2001-07-27,94100.0,94900.0,18666.0,10.5,526,-996,510
2001-07-30,94900.0,91500.0,18366.0,10.12,4860,3170,-7960
2001-07-31,91500.0,96900.0,15840.0,10.72,-6280,4570,1710
2001-08-01,96900.0,98200.0,19446.0,10.86,1850,-1690,-70
2001-08-02,98000.0,98200.0,15170.0,10.86,1800,-2420,660
2001-08-03,98000.0,97700.0,6950.0,10.8,620,1410,-1950
2001-08-06,97600.0,95400.0,13240.0,10.55,7610,1420,-9050
2001-08-07,93200.0,92700.0,44150.0,10.25,21360,14580,-36150
2001-08-08,92700.0,95000.0,15930.0,10.51,-4500,-270,3900
2001-08-09,94500.0,95000.0,11642.0,10.51,-4440,-930,6410
2001-08-10,96500.0,96700.0,19950.0,10.69,-7770,-1220,8930
2001-08-13,97000.0,94200.0,25300.0,10.42,1880,6630,-8530
2001-08-14,94000.0,96900.0,16821.0,10.72,-130,-5270,5280
2001-08-16,94500.0,95500.0,7020.0,10.56,1780,-420,-740
2001-08-17,95800.0,95300.0,9780.0,10.54,1710,-300,-1390
2001-08-20,94100.0,93800.0,4717.0,10.37,640,-510,-110
2001-08-21,94000.0,96000.0,8728.0,10.62,-4800,-460,5240
2001-08-22,94100.0,97500.0,9770.0,10.78,-7390,2980,4350
2001-08-23,98500.0,98000.0,9534.0,10.84,-4840,-130,4970
2001-08-24,98000.0,99400.0,8775.0,10.99,-6680,5000,1650
2001-08-27,100000.0,103500.0,15180.0,11.45,-8200,30,8090
2001-08-28,102000.0,100500.0,7280.0,11.12,-520,-390,940
2001-08-29,100000.0,101000.0,5810.0,11.17,-3250,-1750,5120
2001-08-30,100500.0,100500.0,4166.0,11.12,-1300,-510,1580
2001-08-31,100000.0,97700.0,16310.0,10.8,-2800,-2700,5400
2001-09-03,98000.0,97000.0,12280.0,10.73,-690,6650,-6020
2001-09-04,95100.0,95500.0,24635.0,10.56,8864,916,-9810
2001-09-05,95500.0,93300.0,19042.0,10.32,8622,5250,-13792
2001-09-06,95000.0,96500.0,12060.0,10.67,-7910,-130,8020
2001-09-07,96000.0,97500.0,5700.0,10.78,-2540,-640,3200
2001-09-10,98000.0,102000.0,23658.0,11.28,-2890,-10280,13490
2001-09-11,104000.0,103000.0,13940.0,11.39,-10530,7630,2900
2001-09-12,89500.0,88500.0,14637.0,9.79,-6010,6660,-1040
2001-09-13,97000.0,92500.0,25517.0,10.23,8270,-950,-7340
2001-09-14,94600.0,95000.0,27866.0,10.51,-16000,-5790,18830
2001-09-17,95000.0,92000.0,16040.0,10.18,-2900,-740,3520
2001-09-18,92600.0,93500.0,5790.0,10.34,1070,430,-1500
2001-09-19,94000.0,96000.0,10980.0,10.62,-2820,1350,1540
2001-09-20,96000.0,95000.0,30240.0,10.51,-4510,12690,-13100
2001-09-21,91300.0,95000.0,15900.0,10.51,-5880,9720,-6800
2001-09-24,93200.0,94000.0,9900.0,10.4,2910,5520,-8420
2001-09-25,94500.0,92100.0,9570.0,10.19,2320,2020,-4260
2001-09-26,90600.0,89600.0,21680.0,9.91,5160,2870,-11050
2001-09-27,88500.0,88000.0,28423.0,9.73,4380,12910,-22280
2001-09-28,88600.0,92100.0,17040.0,10.19,-1480,2820,-1370
2001-10-04,91500.0,92000.0,24220.0,10.18,8980,-6830,-2090
2001-10-05,90300.0,92100.0,20170.0,10.19,-1720,-5830,2550
2001-10-08,92000.0,91400.0,6160.0,10.11,-3820,2460,1350
2001-10-09,91700.0,91000.0,14006.0,10.06,-1944,-986,-2110
2001-10-10,91000.0,91200.0,4560.0,10.08,160,2210,-2370
2001-10-11,92100.0,94400.0,38900.0,10.44,-5395,-1745,7120
2001-10-12,95000.0,97700.0,35500.0,10.8,-9060,-23750,32790
2001-10-15,97500.0,97000.0,5670.0,10.73,-1290,-70,1000
2001-10-16,97000.0,98500.0,27740.0,10.89,-2280,-12420,14700
2001-10-17,98000.0,98600.0,16631.0,10.9,2220,-4490,30
2001-10-18,96500.0,97100.0,12630.0,10.74,-480,520,-1690
2001-10-19,104500.0,98000.0,8640.0,10.84,-360,70,-1730
2001-10-22,98000.0,97500.0,11760.0,10.78,630,-3160,-470
