Symbol,현대그린푸드_시가(원),현대그린푸드_종가(원),현대그린푸드_거래량(주),현대그린푸드_PER(IFRS-연결),현대그린푸드_순매수수량(개인)(주),현대그린푸드_순매수수량(기관계)(주),현대그린푸드_순매수수량(외국인계)(주)
2000-01-04,12800,13650,738670,4.12,134550,-152270,71110
2000-01-05,13300,13250,413150,4,-93610,98440,-4830
2000-01-06,13500,12400,270110,3.74,41450,-41350,0
2000-01-07,12200,12100,452730,3.65,36190,56270,-68480
2000-01-10,12300,12700,737440,3.83,7720,47200,1130
2000-01-11,12500,12600,515520,3.8,43950,5110,-39430
2000-01-12,12600,12000,423660,3.62,16630,-11230,-1000
2000-01-13,12000,12000,375290,3.62,55240,-49280,-6200
2000-01-14,12200,11500,718140,3.47,190170,-192330,1160
2000-01-17,11800,11400,470540,3.44,-70660,7240,92280
2000-01-18,11750,11050,862030,3.33,238760,-27630,-31420
2000-01-19,10050,10000,944650,3.02,150890,-160370,-480
2000-01-20,9800,9300,755270,2.81,153610,-199900,51060
2000-01-21,9250,9690,1274220,2.92,238600,-191530,-1180
2000-01-24,9420,9950,1692840,3,265530,-74110,12200
2000-01-25,9810,9500,598540,2.86,-34220,40120,-1300
2000-01-26,9600,9470,638840,2.86,20940,40270,-66210
2000-01-27,9550,10000,1473480,3.02,101480,28840,-125160
2000-01-28,10300,10000,662770,3.02,-43320,69950,-6150
2000-01-31,9700,10150,1165240,3.06,31750,214090,-205840
2000-02-01,10400,10300,842050,3.11,5970,24940,-30500
2000-02-02,10200,11800,2365330,3.56,-265610,132750,-49200
2000-02-03,12000,11750,2355930,3.55,-362320,-1060,296520
2000-02-07,12400,12000,769180,3.62,-159090,27070,131980
2000-02-08,12000,11600,387840,3.5,-41930,41390,130
2000-02-09,11850,10950,484730,3.31,-16520,16520,0
2000-02-10,10500,10200,561070,3.08,77250,8590,-80190
2000-02-11,10000,9650,699060,2.91,252920,-75980,-177220
2000-02-14,9500,8890,1048790,2.68,404330,-84370,-319960
2000-02-15,9100,8950,421670,2.7,64140,-45990,-18150
2000-02-16,9150,9010,331970,2.72,140,34240,-19400
2000-02-17,8630,9150,370000,2.76,50470,7440,-10320
2000-02-18,9050,8930,342180,2.69,-35840,36360,0
2000-02-21,8700,8100,346260,2.44,-20170,21390,-1220
2000-02-22,8000,8300,408760,2.5,-64730,30200,70
2000-02-23,8500,8800,945150,2.66,168590,-254740,-21170
2000-02-24,8400,8150,355220,2.46,29290,-38150,7810
2000-02-25,8100,8120,479230,2.45,-20230,-87160,7350
2000-02-28,7800,8000,680640,2.41,-154790,163710,-420
2000-02-29,8200,7880,406730,2.38,56490,-53320,9100
2000-03-02,8350,8110,717550,2.45,135300,-230970,101170
2000-03-03,8200,7850,372170,2.37,6710,-4300,-1740
2000-03-06,8000,9020,1326870,2.72,69890,-179300,-400
2000-03-07,9020,9100,1220830,2.75,-198340,105750,14390
2000-03-08,9100,9300,1146920,2.81,108210,-12690,-520
2000-03-09,9650,9650,1602840,2.91,230330,-83490,-58760
2000-03-10,9890,9400,630560,2.84,-118130,98130,0
2000-03-13,9500,9300,712250,2.81,-16770,-45830,95470
2000-03-14,9300,9590,670770,2.89,-123560,-108390,231790
2000-03-15,9500,9650,682320,2.91,-166040,-49380,385500
2000-03-16,9700,9150,368350,2.76,42700,-19250,1620
2000-03-17,9600,9150,411140,2.76,85570,-22420,360
2000-03-20,9150,8890,709990,2.68,330920,-209820,-102850
2000-03-21,8950,8600,423030,2.59,-45260,87090,-44930
2000-03-22,8500,8990,1044330,2.71,33240,-42420,-2000
2000-03-23,9010,9000,830760,2.71,67230,-93800,-840
2000-03-24,8710,8600,412110,2.59,105500,-102850,0
2000-03-27,8500,8350,601340,2.52,247050,-127980,-19260
2000-03-28,8420,8220,449650,2.48,107380,-57020,1330
2000-03-29,8100,8400,843900,2.53,-31190,-9640,-23000
2000-03-30,8400,8540,762760,2.58,-129720,235340,2640
2000-03-31,8500,8500,419780,2.57,-84730,62930,3320
2000-04-03,8720,8150,1149020,2.46,244520,-248770,4450
2000-04-04,8350,8000,561220,2.41,510,42190,1170
2000-04-06,7820,7720,394410,2.33,75460,16360,-91820
2000-04-07,7710,7910,590070,2.38,-25210,30270,-60
2000-04-10,8600,9090,1564610,2.74,372170,-399200,-10500
2000-04-11,9190,8550,1550870,2.58,-331970,223600,-48290
2000-04-12,8600,8300,509190,2.5,-66790,66640,0
2000-04-14,7980,8140,304010,2.45,-7680,-12210,20070
2000-04-17,7010,7300,479380,2.2,-167040,104310,7750
2000-04-18,7660,7500,258660,2.26,-29800,22740,60
2000-04-19,7600,7520,260470,2.27,-16330,26950,-5420
2000-04-20,7500,7500,301570,2.26,53600,6400,0
2000-04-21,7600,7600,325080,2.29,450,20880,-21300
2000-04-24,7630,7550,201920,2.28,-19620,20790,0
2000-04-25,7350,7390,137110,2.23,-35420,35420,0
2000-04-26,7400,6480,956340,1.95,198970,-132510,410
2000-04-27,6480,6090,688380,1.84,62120,-63960,840
2000-04-28,6150,6290,708380,1.9,29770,20840,-460
2000-05-02,6200,6150,444120,1.86,103950,6890,-1310
2000-05-03,6200,6220,337690,1.87,-66680,69610,-2930
2000-05-04,6120,6430,359700,1.94,-87500,88410,-910
2000-05-08,6500,6500,254170,1.96,-74310,80000,-5740
2000-05-09,6400,6440,149370,1.94,-21940,20000,1940
2000-05-10,6380,6160,263910,1.86,92520,-128100,-16320
2000-05-12,6170,6090,235930,1.84,-115170,28010,87110
2000-05-15,6300,6090,397860,1.84,-131530,1270,130260
2000-05-16,6100,6100,172410,1.84,-73440,-60,73550
2000-05-17,6240,6000,321510,1.81,-115250,-51030,166280
2000-05-18,5710,5810,173670,1.75,-85720,24940,61190
2000-05-19,5760,5550,230110,1.68,48930,24820,-73700
2000-05-22,5200,4800,222950,1.45,77290,-76900,-390
2000-05-23,4625,4710,196190,1.42,-45090,23250,21190
2000-05-24,4700,5300,453740,1.6,-156540,-70070,226650
2000-05-25,5590,6090,577520,1.84,-171330,-243230,412170
2000-05-26,6200,5790,1408630,1.75,-348800,-249950,603750
2000-05-29,5300,5840,327530,1.76,2350,-2100,-5650
2000-05-30,6100,6440,289670,1.94,-37950,-9670,48040
2000-05-31,6600,6700,1132970,2.02,51630,-5290,-29560
2000-06-01,6350,6300,338040,1.9,-12750,11590,1160
2000-06-02,6350,6100,329030,1.84,-25200,4030,21130
2000-06-05,6580,7010,789760,2.11,75860,-75960,0
2000-06-07,7360,6950,989010,2.1,84250,-56390,-118930
2000-06-08,7290,7050,849860,2.13,-180770,-101170,194130
2000-06-09,7100,7070,472530,2.13,86450,-23240,-66070
2000-06-12,7100,7070,356720,2.13,31610,-32640,-30
2000-06-13,7420,6630,346120,2,-66650,-23350,0
2000-06-14,6500,6500,228200,1.96,-6370,-2510,6000
2000-06-15,6500,5900,198900,1.78,22420,-46400,11000
2000-06-16,5620,5810,124120,1.75,-18450,-20,90
2000-06-19,5700,5680,96960,1.71,-2260,-2810,0
2000-06-20,5960,5910,160670,1.78,-100040,1970,-310
2000-06-21,5750,6010,127530,1.82,-6380,-710,-90
2000-06-22,6090,5980,112800,1.8,2220,-1540,-9100
2000-06-23,6110,6300,236750,1.9,-133780,2580,128280
2000-06-26,6300,6280,119380,1.9,-22100,400,21840
2000-06-27,6300,6390,139880,1.93,-2340,2700,-340
2000-06-28,6450,6500,195200,1.96,-11670,10150,2400
2000-06-29,6450,6110,162530,1.84,4720,-5190,-400
2000-06-30,6090,6200,122400,1.87,-8770,5120,-150
2000-07-03,6200,6800,400800,2.05,-167270,166140,0
2000-07-04,7140,6450,265980,1.95,-86720,-14930,9650
2000-07-05,6550,6600,152110,1.99,-16010,16010,0
2000-07-06,6600,7010,362520,2.11,-152650,128590,10000
2000-07-07,7200,7710,995420,2.33,-458150,236840,300180
2000-07-10,7770,7500,443690,2.26,2250,2570,180
2000-07-11,7500,7690,421630,2.32,-84790,82650,2140
2000-07-12,7900,7600,262660,2.29,-46000,45970,30
2000-07-13,7420,7270,153480,2.19,-5070,490,4580
2000-07-14,7120,6870,140790,2.07,25160,-15160,0
2000-07-18,6610,6650,85610,2.01,-310,310,0
2000-07-19,6750,7000,973850,2.11,-18330,-203560,221890
2000-07-20,7000,7000,342860,2.11,-178870,-60,177250
2000-07-21,7100,6950,290740,2.1,-4510,-3690,8200
2000-07-24,6800,6000,226750,1.81,46320,-26440,-22060
2000-07-25,6050,6100,205370,1.84,31180,950,-42020
2000-07-26,6200,6400,309500,1.93,-69420,-62190,132110
2000-07-27,6400,6420,172900,1.94,-26540,-41250,67790
2000-07-28,6520,6550,211080,1.97,-78180,65780,12400
2000-07-31,6600,6700,190080,2.02,-3050,3050,0
2000-08-01,6690,6610,202660,2,22950,-21260,-1690
2000-08-02,6530,6560,184880,1.98,21390,-21390,0
2000-08-03,6600,6600,116070,1.99,-30700,28700,0
2000-08-04,6500,6480,57090,1.95,230,-230,0
2000-08-07,6000,6180,66750,1.86,-24670,-330,25000
2000-08-08,6200,6330,116990,1.91,-49910,14670,0
2000-08-09,6470,6650,174580,2.01,-40690,40690,0
2000-08-10,6850,7290,450190,2.2,-123770,53740,70000
2000-08-11,7290,7560,382780,2.28,-201460,69970,131520
2000-08-14,7670,7840,469150,2.36,-182790,55730,117200
2000-08-16,8100,8000,379000,2.41,-189880,119970,16890
2000-08-17,8300,9150,892520,2.76,-415740,23120,393600
2000-08-18,9000,8720,703930,2.63,25900,63870,-77950
2000-08-21,8900,8900,493870,2.68,-9270,-60250,69620
2000-08-22,9000,8840,293970,2.67,-55560,9460,85300
2000-08-23,8840,8800,209230,2.66,-99740,99690,50
2000-08-24,8950,8700,187390,2.62,-29320,-32650,700
2000-08-25,8700,8700,131700,2.62,-47860,17860,0
2000-08-28,8510,8750,119430,2.64,-12140,9960,2210
2000-08-29,8750,8800,113550,2.66,-17610,19940,1050
2000-08-30,8700,8600,73450,2.59,5250,-900,-4350
2000-08-31,8600,8400,164540,2.53,-110770,4350,62800
2000-09-01,8510,8500,55980,2.57,-17820,9070,8750
2000-09-04,8360,8590,69870,2.59,470,-70,-400
2000-09-05,8680,8710,268050,2.63,36290,-37670,-1620
2000-09-06,8760,8700,185350,2.62,40630,46770,-90400
2000-09-07,8510,8150,165630,2.46,-67730,26890,41840
2000-09-08,7810,8000,164270,2.41,-30470,15060,15510
2000-09-14,8010,8240,70550,2.49,-14680,1700,14980
2000-09-15,8010,8100,112850,2.44,-37870,50810,-12940
2000-09-18,8000,8040,191660,2.43,-89770,25920,42450
2000-09-19,7600,7800,373420,2.35,14400,18000,-39420
2000-09-20,7900,7940,141150,2.4,-11070,-13430,24500
2000-09-21,7960,7850,226230,2.37,7040,-27970,20930
2000-09-22,7800,7800,101360,2.35,-34450,9950,24500
2000-09-25,7790,8100,146240,2.44,-4340,23480,-19140
2000-09-26,8000,7950,104980,2.4,24210,-1730,-9060
2000-09-27,7950,8150,318810,2.46,12720,79810,-92530
2000-09-28,8150,8300,205440,2.5,-45990,-52590,98580
2000-09-29,8490,8400,76850,2.53,-45020,14990,30030
2000-10-02,8010,8300,76550,2.5,-31900,15670,16420
2000-10-04,8110,8350,83200,2.52,-11720,12980,1740
2000-10-05,8500,8480,237940,2.56,-15330,31840,-16510
2000-10-06,8320,8150,71960,2.46,-21700,-13000,34700
2000-10-09,8330,8100,48580,2.44,-8570,-7060,15630
2000-10-10,8010,7970,43040,2.41,-18310,-10,18320
2000-10-11,7970,8000,65770,2.41,1760,-10100,8340
2000-10-12,7800,7930,133940,2.39,49620,32920,-82540
2000-10-13,7880,7500,171770,2.26,68590,4540,-73130
2000-10-16,7600,7210,432570,2.18,229710,28310,-258020
2000-10-17,7150,6650,244840,2.01,-64620,74980,-13360
2000-10-18,6590,6300,694430,1.9,213680,23360,-265040
2000-10-19,6000,5850,591990,1.77,152330,74550,-217880
2000-10-20,5950,6290,516220,1.9,-17010,12860,0
2000-10-23,6300,6020,103060,1.82,-14380,9840,0
2000-10-24,6000,6130,168750,1.85,-6310,20090,-13780
2000-10-25,6020,6180,139220,1.86,-1500,19990,-18490
2000-10-26,6050,5900,127860,1.78,18410,5000,-23410
2000-10-27,5900,5960,196170,1.8,-8250,50290,-62040
2000-10-30,5810,5680,125580,1.71,-5970,31930,-25960
2000-10-31,5600,5330,565680,1.61,232460,840,-243300
2000-11-01,5400,5800,657810,1.75,83820,108000,-191820
2000-11-02,5740,6100,372360,1.84,8110,-8110,0
2000-11-03,6210,6150,212720,1.86,-25610,24760,0
2000-11-06,6000,6160,300480,1.86,-28290,20290,8000
2000-11-07,6000,5990,110230,1.8,0,0,0
2000-11-08,6050,6300,185810,1.9,-55370,55370,0
2000-11-09,6300,6440,175960,1.94,-14880,14860,0
2000-11-10,6390,6400,119540,1.93,-5990,5990,0
2000-11-13,6250,6150,109620,1.86,-2480,16850,-14370
2000-11-14,6150,6200,546820,1.87,230660,154970,-385630
2000-11-15,6450,6150,814190,1.86,332760,84740,-416000
2000-11-16,6060,6150,588520,1.86,113770,50350,-164000
2000-11-17,6150,6460,1049060,1.95,91940,-106060,13920
2000-11-20,6460,6440,313360,1.94,-118560,15990,102270
2000-11-21,6380,6250,243040,1.88,-19050,19050,0
2000-11-22,6140,6100,170650,1.84,-33450,27450,6000
2000-11-23,5970,6000,148970,1.81,-61500,50000,10000
2000-11-24,6000,6100,110730,1.84,-39390,32500,3390
2000-11-27,6100,6200,142190,1.87,-1190,-1310,2000
2000-11-28,6240,6380,274920,1.93,-29910,31910,0
2000-11-29,6350,6450,541850,1.95,-189820,-96410,304230
2000-11-30,6510,6400,277730,1.93,-16880,-18730,37610
2000-12-01,6300,6400,200310,1.93,28540,-28440,-100
2000-12-04,6450,6380,174060,1.93,-28270,28270,0
2000-12-05,6400,6370,88610,1.92,-15000,0,15000
2000-12-06,6500,6500,267620,1.96,-670,670,0
2000-12-07,6500,6450,154250,1.95,-1450,-8550,10000
2000-12-08,6410,6450,113830,1.95,-10950,-8050,5000
2000-12-11,6450,6560,162050,1.98,29650,-29650,0
2000-12-12,6640,6570,318850,1.98,79370,-64500,-15000
2000-12-13,6570,6550,129480,1.97,160,-10160,0
2000-12-14,6600,6660,141290,2.01,10780,-20780,0
2000-12-15,6650,6650,149210,2.01,-39590,49840,4400
2000-12-18,6600,6810,173750,2.05,21510,-21510,0
2000-12-19,6930,6550,196740,1.97,57540,-29410,-31000
2000-12-20,6510,6340,217160,1.91,46670,-64270,0
2000-12-21,6210,6400,136310,1.93,14640,-18040,0
2000-12-22,6540,6430,280440,1.94,80000,-154440,69000
2000-12-26,6550,6700,655590,2.02,246640,-258640,32000
2001-01-02,5820,6110,362030,1.19,-145290,7510,129780
2001-01-03,6100,6040,357360,1.17,-57300,-168440,209740
2001-01-04,6200,6300,535860,1.22,-107210,25970,80240
2001-01-05,6290,6570,793140,1.28,-86610,174850,-104350
2001-01-08,6470,6500,471960,1.26,-113770,171410,-45640
2001-01-09,6400,6270,340780,1.22,119440,-25260,-94180
2001-01-10,6210,6100,590930,1.19,-40660,167420,-100090
2001-01-11,6050,6180,413450,1.2,-18870,14920,2000
2001-01-12,6300,6210,405820,1.21,-121670,98930,21740
2001-01-15,6300,6400,451860,1.24,-146720,23240,124480
2001-01-16,6400,6240,315410,1.21,46040,-96290,50250
2001-01-17,6350,6180,272220,1.2,50520,-29210,-20110
2001-01-18,6190,6200,178160,1.2,-23430,23430,0
2001-01-19,6200,6700,810880,1.3,-284490,100250,140310
2001-01-22,6900,6800,242550,1.32,-18510,28470,40
2001-01-26,6860,6600,234220,1.28,-54610,52800,20
2001-01-29,6730,6620,197940,1.29,22990,-19360,-3630
2001-01-30,6600,6670,238520,1.3,-15540,18540,0
2001-01-31,6680,7150,401400,1.39,-149900,115380,34520
2001-02-01,7040,7150,231650,1.39,-100530,99980,550
2001-02-02,7010,7380,220250,1.43,-116230,27690,88540
2001-02-05,7400,7420,368390,1.44,15020,-57480,42460
2001-02-06,7420,7400,140960,1.44,-63680,63680,0
2001-02-07,7500,7150,378640,1.39,78690,30310,-109000
2001-02-08,7000,7310,166480,1.42,-60980,30980,0
2001-02-09,7280,7250,264550,1.41,-114960,114960,0
2001-02-12,7130,7170,63980,1.39,-14040,-4970,19010
2001-02-13,7170,7220,165320,1.4,7340,-7340,0
2001-02-14,7230,7290,100490,1.42,-24860,-140,25000
2001-02-15,7310,7410,151880,1.44,7330,20680,-28100
2001-02-16,7250,7250,78980,1.41,15570,-540,-15030
2001-02-19,7320,7250,82130,1.41,170,-1450,1280
2001-02-20,7250,7700,545040,1.5,130010,-50500,-79420
2001-02-21,7700,7800,433110,1.52,7940,23980,-22820
2001-02-22,7850,7850,328170,1.53,58450,-23270,-25180
2001-02-23,7940,7900,153660,1.54,-37500,37010,490
2001-02-26,7900,8010,183260,1.56,13510,-13770,260
2001-02-27,8140,7850,388280,1.53,-2570,-37390,39890
2001-02-28,7800,8070,115630,1.57,-34170,33190,-20
2001-03-02,8000,7810,165490,1.52,-47080,47690,390
2001-03-05,7750,7900,121390,1.54,-64650,54650,0
2001-03-06,8000,8390,552860,1.63,-76410,-70780,147190
2001-03-07,8450,8480,968390,1.65,-131280,-18200,200480
2001-03-08,8640,8400,270250,1.63,16080,-8450,41370
2001-03-09,8460,8450,131130,1.64,-48510,48540,-30
2001-03-12,8300,8210,172260,1.59,-58610,54460,5150
2001-03-13,8000,8100,300440,1.57,-75160,-22080,1910
2001-03-14,8100,8190,69190,1.59,-22560,7890,10000
2001-03-15,7810,8000,131100,1.55,-84320,28470,54850
2001-03-16,8100,8050,82080,1.56,-7340,8340,0
2001-03-19,8150,8020,41320,1.56,-9710,9710,0
2001-03-20,8020,8000,87080,1.55,-350,-27790,19170
2001-03-21,8000,8150,143060,1.58,-44000,29000,15000
2001-03-22,8230,8390,155580,1.63,-5310,5310,0
2001-03-23,8500,9000,828130,1.75,22800,15370,-520
2001-03-26,9000,8990,249930,1.75,-88400,25400,63000
2001-03-27,8750,8750,144660,1.7,-3030,41870,-39340
2001-03-28,8860,8740,109550,1.7,-40950,42950,-2000
2001-03-29,8600,8990,280190,1.75,43780,22660,-66440
2001-03-30,8900,8810,116090,1.71,-1300,32640,-31340
2001-04-02,10100,8950,2166110,1.74,737410,-434210,-299270
2001-04-03,8850,9010,539620,1.75,-228880,221710,-1830
2001-04-04,9000,8720,306700,1.69,-111270,145490,-39220
2001-04-06,8630,8710,244100,1.69,-66720,59250,7470
2001-04-09,8600,8720,213910,1.69,-25900,25800,0
2001-04-10,8700,8500,200810,1.65,-19570,61140,-41970
2001-04-11,8700,8930,529560,1.74,-11230,-41750,52980
2001-04-12,8930,9290,250690,1.8,-95950,70670,25300
2001-04-13,9300,9850,334430,1.91,-121640,51030,66110
2001-04-16,9800,9650,264700,1.88,-15840,12930,5900
2001-04-17,9510,9700,208200,1.89,-39730,-50,39580
2001-04-18,9700,10000,544090,1.94,92190,109310,-176300
2001-04-19,10200,9780,473050,1.9,-43600,-51340,128440
2001-04-20,9900,9550,251120,1.86,3230,18560,-25090
2001-04-23,9420,9650,345160,1.88,27840,34220,-61510
2001-04-24,9700,9750,130830,1.9,-24390,4110,280
2001-04-25,9750,9930,130450,1.93,-2540,2790,0
2001-04-26,9930,10500,432860,2.04,-19230,-98410,116840
2001-04-27,10500,10800,211200,2.1,-36480,-8520,50000
2001-04-30,11000,10900,286820,2.12,-850,770,-150
2001-05-02,10900,11300,348590,2.19,70810,-80460,9650
2001-05-03,11100,11700,385230,2.27,-99260,-3600,98090
2001-05-04,11650,12000,345060,2.33,-19130,-39620,63520
2001-05-07,12100,12750,242470,2.48,-23540,-56650,79420
2001-05-08,12750,12900,351920,2.51,-21570,-111490,132850
2001-05-09,13100,12900,278570,2.51,-45490,-65470,111960
2001-05-10,12900,12500,199180,2.43,56370,-46290,-12580
2001-05-11,12300,11750,469940,2.28,128820,52150,-170970
2001-05-14,11700,12150,458740,2.36,130060,66410,-219970
2001-05-15,11700,12100,335650,2.35,-105820,-41680,90500
2001-05-16,12100,12200,203060,2.37,-70260,-9860,78330
2001-05-17,12500,12300,156650,2.39,-41290,40950,0
2001-05-18,12200,13000,346180,2.53,-56390,-82590,116480
2001-05-21,13200,13350,318910,2.6,-119500,-7770,107170
2001-05-22,13450,14150,503840,2.75,-182460,-73720,250990
2001-05-23,14000,13850,160480,2.69,-20410,10110,0
2001-05-24,13800,13300,157700,2.59,34090,-19150,-15440
2001-05-25,13500,13600,334680,2.64,-74810,154020,10970
2001-05-28,13550.0,13900.0,498540.0,2.7,-251110,-3420,265330
2001-05-29,13800.0,14900.0,618400.0,2.89,-200760,10180,204400
2001-05-30,14600.0,14700.0,271650.0,2.86,2070,3100,-7170
2001-05-31,14700.0,14650.0,393310.0,2.85,19710,-80430,62820
2001-06-01,14650.0,14400.0,168570.0,2.8,-39350,46730,-6710
2001-06-04,14400.0,14500.0,114360.0,2.82,-27090,14380,12370
2001-06-05,14300.0,13950.0,183240.0,2.71,30420,-55490,24890
2001-06-07,13550.0,13000.0,260900.0,2.53,53000,13600,-65500
2001-06-08,13000.0,13300.0,487640.0,2.59,-17820,119510,-101690
2001-06-11,13400.0,14350.0,405580.0,2.79,-154560,-13410,168970
2001-06-12,14350.0,14500.0,380570.0,2.82,-146450,11680,134420
2001-06-13,14600.0,14800.0,281820.0,2.88,-76050,7720,61530
2001-06-14,14900.0,15800.0,464270.0,3.07,-236460,73790,160940
2001-06-15,15500.0,15700.0,222800.0,3.05,-8250,24520,-16270
2001-06-18,15700.0,15500.0,103060.0,3.01,-19850,12690,7060
2001-06-19,15600.0,15500.0,172550.0,3.01,20340,-19920,-39320
2001-06-20,15300.0,15850.0,313340.0,3.08,-37550,-17370,60260
2001-06-21,16700.0,16300.0,379000.0,3.17,-21860,-13760,41770
2001-06-22,16500.0,17300.0,753890.0,3.36,-93050,-46450,146580
2001-06-25,17600.0,19000.0,888750.0,3.69,-58170,-99820,155380
2001-06-26,19500.0,19050.0,1009410.0,3.7,189760,-259770,54990
2001-06-27,19050.0,18400.0,355040.0,3.58,19490,-20340,6730
2001-06-28,18300.0,18700.0,458010.0,3.64,30270,-22370,1600
2001-06-29,18200.0,17500.0,1234870.0,3.4,137870,13740,-178520
2001-07-02,17300.0,17500.0,493410.0,3.4,-64000,43190,19340
2001-07-03,17500.0,17350.0,331930.0,3.37,41520,-34420,-1000
2001-07-04,16800.0,17300.0,349020.0,3.36,-16870,58820,-45950
2001-07-05,17500.0,17150.0,389690.0,3.33,32060,111790,-133850
2001-07-06,16800.0,17100.0,315390.0,3.32,-93960,137640,-49700
2001-07-09,17100.0,16000.0,467360.0,3.11,25140,14720,-39890
2001-07-10,16150.0,16100.0,279060.0,3.13,-65640,52950,14690
2001-07-11,15550.0,15800.0,176620.0,3.07,-55780,65600,-9840
2001-07-12,15500.0,16100.0,318650.0,3.13,-1570,6670,-5100
2001-07-13,16200.0,16100.0,355610.0,3.13,-87700,-1380,84080
2001-07-16,16200.0,16700.0,484430.0,3.24,-13380,-155690,168670
2001-07-18,17000.0,17000.0,496970.0,3.3,-45260,-66840,113230
2001-07-19,16800.0,16500.0,467350.0,3.21,25860,57860,120980
2001-07-20,16500.0,16150.0,331130.0,3.14,-43910,-70670,114580
2001-07-23,15800.0,14900.0,304510.0,2.89,-22980,-24710,47590
2001-07-24,14900.0,14400.0,483160.0,2.8,-70490,85400,-12410
2001-07-25,14000.0,14450.0,215130.0,2.81,3920,13910,-29210
2001-07-26,14800.0,15250.0,312440.0,2.96,-16310,-97270,73000
2001-07-27,15350.0,15000.0,302880.0,2.92,154240,-85510,-67300
2001-07-30,14800.0,14650.0,157920.0,2.85,-21380,-26730,33640
2001-07-31,14500.0,14850.0,145400.0,2.89,-23680,17680,1300
2001-08-01,14950.0,15400.0,212990.0,2.99,-41770,-5890,47660
2001-08-02,15500.0,16500.0,423710.0,3.21,-47150,15200,31950
2001-08-03,17000.0,16700.0,203410.0,3.24,-12690,-18550,31240
2001-08-06,16500.0,16800.0,83600.0,3.26,-31680,31100,-100
2001-08-07,16750.0,16750.0,170640.0,3.25,-38430,11430,31000
2001-08-08,17100.0,18000.0,428830.0,3.5,-700,-19840,83410
2001-08-09,17500.0,16800.0,345910.0,3.26,17300,-460,-21000
2001-08-10,17000.0,16500.0,392600.0,3.21,44900,31150,-73050
2001-08-13,16300.0,16150.0,315630.0,3.14,-1240,-24120,45360
2001-08-14,16150.0,16250.0,292480.0,3.16,18540,32630,-51270
2001-08-16,15900.0,16000.0,520350.0,3.11,-37520,37130,-4740
2001-08-17,15700.0,15800.0,187730.0,3.07,-36800,57140,-20340
2001-08-20,15300.0,14800.0,397810.0,2.88,118770,83010,-153550
2001-08-21,15000.0,15100.0,110860.0,2.94,32060,970,-33030
2001-08-22,14850.0,15650.0,230100.0,3.04,-25470,35860,-10190
2001-08-23,15650.0,15600.0,121630.0,3.03,-10410,31000,-19690
2001-08-24,15250.0,15600.0,129040.0,3.03,-11270,33180,-21910
2001-08-27,15450.0,15700.0,173730.0,3.05,-25840,41960,-31020
2001-08-28,15450.0,16100.0,124450.0,3.13,-13850,37580,-29230
2001-08-29,16000.0,15800.0,214780.0,3.07,-24210,-7430,0
2001-08-30,15400.0,15650.0,139120.0,3.04,1770,46880,-58650
2001-08-31,15400.0,15250.0,283470.0,2.96,-36980,-570,59550
2001-09-03,15100.0,14100.0,333320.0,2.74,104110,-49910,-25000
2001-09-04,13900.0,15000.0,187300.0,2.92,-47830,4450,43380
2001-09-05,14500.0,14750.0,89990.0,2.87,12840,8600,-17750
2001-09-06,14500.0,14750.0,87530.0,2.87,28070,-10010,-18110
2001-09-07,14500.0,14500.0,147340.0,2.82,32920,-4530,-33390
2001-09-10,14300.0,14000.0,159240.0,2.72,27660,-24610,0
2001-09-11,14000.0,13900.0,171070.0,2.7,15820,1630,-21450
2001-09-12,11850.0,11850.0,416640.0,2.3,-70910,26410,29000
2001-09-13,12000.0,12400.0,602240.0,2.41,86370,-122720,41300
2001-09-14,12100.0,11600.0,367790.0,2.25,-49610,91860,-63050
2001-09-17,11050.0,10100.0,514290.0,1.96,32030,68610,-113840
2001-09-18,11000.0,11450.0,900770.0,2.23,166280,-127840,-23360
2001-09-19,11450.0,11800.0,693270.0,2.29,-142650,199230,-58960
2001-09-20,11500.0,12000.0,278890.0,2.33,-98550,121820,-28590
2001-09-21,11500.0,12100.0,308440.0,2.35,-48800,34540,-13060
2001-09-24,11700.0,12200.0,293670.0,2.37,-5230,47750,-48500
2001-09-25,12500.0,11850.0,372430.0,2.3,-860,-41440,36600
2001-09-26,12000.0,11650.0,282090.0,2.26,38810,-36760,-7910
2001-09-27,11800.0,12300.0,203960.0,2.39,-86350,53210,28380
2001-09-28,12550.0,12900.0,433660.0,2.51,-149450,163080,-43440
2001-10-04,13150.0,13200.0,269980.0,2.57,-31420,-7070,29640
2001-10-05,13200.0,13000.0,150230.0,2.53,-36720,52280,490
2001-10-08,12600.0,13100.0,187760.0,2.54,-2090,16320,20870
2001-10-09,13300.0,13400.0,232860.0,2.6,2600,-1800,-5000
2001-10-10,13400.0,13550.0,252190.0,2.63,-46090,-2380,41410
2001-10-11,13900.0,14100.0,230900.0,2.74,-65370,35160,52210
2001-10-12,14300.0,15000.0,524720.0,2.92,-29030,-99030,113060
2001-10-15,15200.0,15350.0,175160.0,2.98,-31070,32570,0
2001-10-16,15600.0,15300.0,152930.0,2.97,-4960,-28510,14460
2001-10-17,15350.0,15050.0,148230.0,2.93,16890,-11550,-7000
2001-10-18,14900.0,14500.0,171920.0,2.82,15040,-35040,0
2001-10-19,14400.0,14500.0,255460.0,2.82,53350,-50360,0
2001-10-22,14500.0,15150.0,121770.0,2.95,-29530,36330,-2300
