Symbol,현대그린푸드_시가(원),현대그린푸드_종가(원),현대그린푸드_거래량(주),현대그린푸드_PER(IFRS-연결),현대그린푸드_순매수수량(개인)(주),현대그린푸드_순매수수량(기관계)(주),현대그린푸드_순매수수량(외국인계)(주)
2001-10-23,15150.0,14950.0,158220.0,2.9,-38040,43840,-12080
2001-10-24,14700.0,15150.0,137690.0,2.95,-24590,34100,-13000
2001-10-25,15150.0,16200.0,519780.0,3.15,-94080,24090,144950
2001-10-26,16500.0,16200.0,202020.0,3.15,-10510,-11680,19000
2001-10-29,16200.0,15850.0,150780.0,3.08,-30660,31260,-500
2001-10-30,15500.0,15300.0,127410.0,2.97,5070,31940,-39400
2001-10-31,15100.0,16000.0,165820.0,3.11,-30050,-1380,26980
2001-11-01,15950.0,16000.0,430130.0,3.11,50760,-10040,-46510
2001-11-02,16200.0,16200.0,269450.0,3.15,-39740,99050,-59310
2001-11-05,16500.0,17250.0,371740.0,3.35,-2240,-3930,-12080
2001-11-06,17200.0,17250.0,298930.0,3.35,20210,-37310,23900
2001-11-07,17250.0,17250.0,196110.0,3.35,23110,-11620,5910
2001-11-08,17250.0,17350.0,210280.0,3.37,4530,-2530,0
2001-11-09,17300.0,17000.0,177140.0,3.3,23960,-11540,0
2001-11-12,17500.0,17000.0,129850.0,3.3,-2600,1020,0
2001-11-13,16700.0,16600.0,285420.0,3.23,143560,-57370,-78110
2001-11-14,16800.0,16550.0,388070.0,3.22,188230,-101510,26260
2001-11-15,16800.0,17050.0,290620.0,3.31,-40800,38270,20880
2001-11-16,16850.0,16900.0,208700.0,3.29,41520,-36060,2690
2001-11-19,17150.0,17300.0,444620.0,3.36,-44830,-36660,25990
2001-11-20,17500.0,16850.0,217620.0,3.28,27360,-7980,-11880
2001-11-21,16700.0,17400.0,319230.0,3.38,11630,-67600,46550
2001-11-22,17650.0,18250.0,486670.0,3.55,-67110,117190,-52580
2001-11-23,18300.0,18250.0,471800.0,3.55,-22170,-15960,43300
2001-11-26,18650.0,19000.0,706980.0,3.69,-31860,-55580,137840
2001-11-27,19300.0,19500.0,1043260.0,3.79,45930,-72880,10300
2001-11-28,19500.0,18450.0,474840.0,3.59,-23770,34120,1370
2001-11-29,18200.0,19500.0,583430.0,3.79,-89520,53990,22070
2001-11-30,19700.0,20900.0,920260.0,4.06,-162320,86350,18100
2001-12-03,21500.0,21900.0,1048360.0,4.26,-50520,25530,8890
2001-12-04,22000.0,21950.0,507560.0,4.27,101850,-50950,-34590
2001-12-05,22000.0,22500.0,707700.0,4.37,4560,16300,-19110
2001-12-06,22600.0,22850.0,815800.0,4.44,-21740,-107900,203750
2001-12-07,23100.0,22900.0,394120.0,4.45,74810,-95850,25590
2001-12-10,22900.0,22000.0,442820.0,4.28,-64370,-25620,82290
2001-12-11,21600.0,21600.0,255870.0,4.2,-75100,94920,-20510
2001-12-12,21400.0,22100.0,273760.0,4.29,-49310,26960,-1810
2001-12-13,22100.0,23950.0,781770.0,4.65,-81530,-20190,31440
2001-12-14,23900.0,24400.0,786850.0,4.74,-11870,23810,-3740
2001-12-17,24600.0,24100.0,463880.0,4.68,5190,25650,-20840
2001-12-18,24150.0,23200.0,431350.0,4.51,-8050,-86450,104900
2001-12-19,23700.0,24000.0,415750.0,4.66,-76520,45550,13720
2001-12-20,23700.0,24800.0,324730.0,4.82,12200,-16420,-430
2001-12-21,24800.0,24900.0,440660.0,4.84,-2600,6180,-13580
2001-12-24,25400.0,26800.0,523170.0,5.21,18820,-54680,28500
2001-12-26,27400.0,26200.0,494520.0,5.09,-26460,-5210,2670
2001-12-27,26300.0,27500.0,355540.0,5.34,-77470,64450,33020
2001-12-28,28000.0,28600.0,304250.0,5.56,-22210,37490,-14380
2002-01-02,28800.0,32850.0,898489.0,5.76,125455,-156980,42585
2002-01-03,33250.0,32700.0,1257721.0,5.73,87886,-50786,-36320
2002-01-04,33000.0,32900.0,1148558.0,5.76,119124,-19914,53930
2002-01-07,33200.0,31900.0,699413.0,5.59,-1970,-25150,9920
2002-01-08,31250.0,28950.0,1168641.0,5.07,321696,-99346,-200360
2002-01-09,29000.0,30000.0,844300.0,5.26,4090,-157320,141800
2002-01-10,29500.0,29200.0,543470.0,5.12,49410,22920,-96830
2002-01-11,28100.0,28250.0,468746.0,4.95,138810,-99260,-25480
2002-01-14,28200.0,30200.0,560033.0,5.29,-5980,-32080,31350
2002-01-15,29500.0,29500.0,658782.0,5.17,91250,-24900,-56000
2002-01-16,30000.0,30800.0,1116126.0,5.4,-57560,-61790,145350
2002-01-17,31000.0,32000.0,955692.0,5.61,-197460,-92270,318230
2002-01-18,32250.0,31300.0,558885.0,5.49,-42500,10290,42000
2002-01-21,31500.0,31500.0,293562.0,5.52,6770,-8790,-410
2002-01-22,31600.0,32500.0,679921.0,5.7,-53470,16030,52950
2002-01-23,32500.0,35300.0,1208117.0,6.18,-28953,18433,20660
2002-01-24,35300.0,34350.0,1696381.0,6.02,12410,-35630,62870
2002-01-25,35200.0,34400.0,599977.0,6.03,48330,-76450,19410
2002-01-28,34400.0,33500.0,662425.0,5.87,127820,-48960,-78230
2002-01-29,33300.0,33700.0,355035.0,5.91,18940,-22040,17000
2002-01-30,33000.0,32500.0,329552.0,5.7,17630,-33270,10310
2002-01-31,33100.0,32000.0,341330.0,5.61,30050,-30430,1490
2002-02-01,32400.0,33000.0,611028.0,5.78,65053,-23110,-43693
2002-02-04,33300.0,32200.0,360068.0,5.64,24070,4230,-29700
2002-02-05,31900.0,31350.0,370580.0,5.49,-12410,3750,-7760
2002-02-06,32000.0,33700.0,766404.0,5.91,-152250,-22050,188950
2002-02-07,33500.0,32700.0,438307.0,5.73,-50678,63358,-10950
2002-02-08,33000.0,32650.0,215880.0,5.72,-29610,18190,-280
2002-02-14,33700.0,34400.0,740840.0,6.03,-298810,31060,259980
2002-02-15,34200.0,34400.0,452624.0,6.03,73024,-25174,-53570
2002-02-18,35100.0,34600.0,563395.0,6.06,-9408,-53762,-25830
2002-02-19,35000.0,34850.0,357619.0,6.11,-93924,31394,62300
2002-02-20,34550.0,33800.0,257185.0,5.92,-41460,29890,2790
2002-02-21,34100.0,35800.0,770888.0,6.27,-260809,197649,73920
2002-02-22,36150.0,38650.0,1392299.0,6.77,-344940,-78460,431870
2002-02-25,39500.0,39400.0,948210.0,6.9,-181921,-39939,229640
2002-02-26,39800.0,39400.0,561061.0,6.9,37451,-131539,118880
2002-02-27,39550.0,40000.0,443004.0,7.01,-14281,-69379,79710
2002-02-28,40500.0,42500.0,754975.0,7.45,125740,-64290,-60760
2002-03-04,42500.0,45200.0,1102054.0,7.92,15890,-233800,253250
2002-03-05,46500.0,45100.0,495848.0,7.9,39090,-55210,14580
2002-03-06,46000.0,45300.0,340584.0,7.94,-18922,-84658,100530
2002-03-07,46200.0,45400.0,366335.0,7.96,52010,-49620,-690
2002-03-08,46000.0,46500.0,409270.0,8.15,13280,-45930,44500
2002-03-11,47000.0,49950.0,664491.0,8.75,-49510,-22620,79210
2002-03-12,51000.0,51200.0,639973.0,8.97,105690,-84260,-7600
2002-03-13,51200.0,51300.0,348045.0,8.99,104827,-96887,-10110
2002-03-14,51400.0,50500.0,683609.0,8.85,348860,-87750,-163560
2002-03-15,50000.0,49900.0,780486.0,8.74,179991,-56031,-96340
2002-03-18,50000.0,49200.0,486519.0,8.62,-10150,-22210,28240
2002-03-19,49300.0,53200.0,1132104.0,9.32,-229790,2380,274100
2002-03-20,53000.0,50500.0,558417.0,8.85,49931,-11581,-38870
2002-03-21,49700.0,46800.0,1108790.0,8.2,513670,-19290,-493210
2002-03-22,45900.0,46000.0,1117899.0,8.06,253170,-15410,-267000
2002-03-25,45900.0,45300.0,466765.0,7.94,31190,-46490,17250
2002-03-26,43600.0,43000.0,591547.0,7.54,69480,-32520,-39890
2002-03-27,43500.0,45700.0,703109.0,8.01,11824,-107704,99940
2002-03-28,46100.0,44500.0,530519.0,7.8,-35340,-2130,43010
2002-03-29,44800.0,44000.0,288331.0,7.71,29170,-15770,-19750
2002-04-01,44200.0,43500.0,299784.0,7.62,-58240,11150,48990
2002-04-02,44000.0,44650.0,443801.0,7.82,58580,-73080,12910
2002-04-03,44700.0,44050.0,333704.0,7.72,-45100,620,41420
2002-04-04,44100.0,45000.0,302428.0,7.88,-46325,-7875,56420
2002-04-08,46300.0,45750.0,365685.0,8.02,-108870,-6750,124490
2002-04-09,46500.0,45200.0,274080.0,7.92,-52940,-9640,60570
2002-04-10,45200.0,41700.0,565640.0,7.31,46040,11000,-62520
2002-04-11,41700.0,42500.0,296513.0,7.45,-31085,-50380,83645
2002-04-12,41250.0,44150.0,307870.0,7.74,-67625,-14950,87875
2002-04-15,44350.0,46000.0,686851.0,8.06,-41250,-28740,99620
2002-04-16,46000.0,47000.0,550951.0,8.23,-232730,-29780,263890
2002-04-17,47500.0,46250.0,506328.0,8.1,-9160,-270,16270
2002-04-18,47000.0,47600.0,586622.0,8.34,-109670,-110960,241500
2002-04-19,47800.0,46050.0,425470.0,8.07,113120,-71880,-41980
2002-04-22,45500.0,43550.0,662828.0,7.63,192775,-116065,-78360
2002-04-23,42300.0,43400.0,250431.0,7.6,40090,-11560,-27650
2002-04-24,42800.0,43500.0,200901.0,7.62,-74880,17860,35990
2002-04-25,42150.0,41450.0,205970.0,7.26,-12570,11990,-2540
2002-04-26,41500.0,42600.0,176231.0,7.46,-58700,3200,56040
2002-04-29,40600.0,39900.0,172390.0,6.99,-15370,-12980,22400
2002-04-30,39500.0,40700.0,242330.0,7.13,-2490,670,-9510
2002-05-02,42000.0,42900.0,404230.0,7.52,-14540,-39210,54950
2002-05-03,42000.0,41800.0,227757.0,7.32,19997,26953,-51700
2002-05-06,41700.0,41700.0,264734.0,7.31,7200,-31760,30700
2002-05-07,41600.0,41600.0,266462.0,7.29,19180,-24640,1750
2002-05-08,41700.0,41750.0,238896.0,7.32,57900,-32430,-24640
2002-05-09,42100.0,41550.0,225477.0,7.28,37470,-25410,-11510
2002-05-10,40900.0,39700.0,211316.0,6.96,15330,6960,-23610
2002-05-13,39250.0,36600.0,895060.0,6.41,322850,-41920,-234760
2002-05-14,37000.0,35500.0,632873.0,6.22,202310,17890,-21620
2002-05-15,36500.0,38400.0,646882.0,6.73,-133300,4570,137480
2002-05-16,38400.0,38450.0,284280.0,6.74,-82920,-10100,91130
2002-05-17,39000.0,39000.0,299179.0,6.83,-48780,-14970,62470
2002-05-20,39300.0,39400.0,271756.0,6.9,-90880,-3300,96960
2002-05-21,38500.0,37200.0,275557.0,6.52,13080,20620,-34730
2002-05-22,37500.0,37750.0,221986.0,6.61,6500,2990,-25120
2002-05-23,37800.0,37900.0,187093.0,6.64,-37745,-20190,61545
2002-05-24,38900.0,39300.0,337437.0,6.89,-115930,-42570,175210
2002-05-27,38800.0,38350.0,101680.0,6.72,-33230,9980,22000
2002-05-28,38100.0,39000.0,99038.0,6.83,-32570,270,32680
2002-05-29,38150.0,38700.0,156186.0,6.78,-39140,7250,33180
2002-05-30,38200.0,36700.0,124510.0,6.43,12340,5760,-18100
2002-05-31,36500.0,33400.0,303085.0,5.85,79160,-43520,-32640
2002-06-03,33050.0,34250.0,270180.0,6.0,-26300,390,26010
2002-06-04,33200.0,34700.0,197237.0,6.08,-22830,-11380,34660
2002-06-05,34700.0,35250.0,175401.0,6.18,-47100,20410,27090
2002-06-07,35250.0,36250.0,272110.0,6.35,-111640,-8460,120100
2002-06-10,36900.0,38000.0,239331.0,6.66,-26770,6980,26130
2002-06-11,39000.0,40900.0,492091.0,7.17,-212840,-73860,288450
2002-06-12,40100.0,40000.0,356356.0,7.01,-3644,76507,-81103
2002-06-14,39200.0,39500.0,190350.0,6.92,-18320,-13680,28870
2002-06-17,39500.0,38300.0,226700.0,6.71,-11230,19600,-7450
2002-06-18,38600.0,37000.0,178997.0,6.48,82820,-2300,-80620
2002-06-19,36700.0,35400.0,353670.0,6.2,46180,9490,-56600
2002-06-20,34800.0,35800.0,224730.0,6.27,56310,9860,-67770
2002-06-21,34900.0,37500.0,256630.0,6.57,-39570,15880,23000
2002-06-24,36600.0,35800.0,151870.0,6.27,11940,21530,-33620
2002-06-25,36200.0,35500.0,164869.0,6.22,-38312,15340,22812
2002-06-26,34900.0,34000.0,180050.0,5.96,-45830,11780,33970
2002-06-27,35000.0,35500.0,162040.0,6.22,-59670,-13050,72640
2002-06-28,36200.0,36700.0,243600.0,6.43,-32540,-25380,52290
2002-07-02,35000.0,37000.0,142960.0,6.48,5160,3310,-8720
2002-07-03,36200.0,36400.0,152712.0,6.38,21810,31970,-54010
2002-07-04,36800.0,37800.0,165328.0,6.62,-43905,31575,11210
2002-07-05,38000.0,39400.0,384810.0,6.9,-179590,186200,-6770
2002-07-08,40000.0,38500.0,208740.0,6.75,-5990,-3620,3920
2002-07-09,38000.0,40000.0,170290.0,7.01,-42880,18740,24100
2002-07-10,40000.0,42000.0,479751.0,7.36,-125280,2470,101140
2002-07-11,41500.0,39550.0,324192.0,6.93,63322,21450,-82832
2002-07-12,40050.0,41200.0,232981.0,7.22,8220,42610,-47610
2002-07-15,40900.0,42250.0,314320.0,7.4,-78090,27320,53700
2002-07-16,42500.0,42250.0,339461.0,7.4,-89310,-43090,141250
2002-07-18,43000.0,41500.0,251810.0,7.27,-18717,-22590,43387
2002-07-19,41800.0,43000.0,411440.0,7.54,-100680,-64870,166270
2002-07-22,41900.0,39000.0,388466.0,6.83,42500,10760,-53950
2002-07-23,38100.0,39700.0,259520.0,6.96,56280,36070,-92960
2002-07-24,39400.0,39000.0,341260.0,6.83,49130,-23570,-26090
2002-07-25,40000.0,39000.0,216130.0,6.83,-6740,7130,-6320
2002-07-26,39000.0,38000.0,181000.0,6.66,-16680,5940,-3960
2002-07-29,37850.0,35800.0,261823.0,6.27,59750,45880,-104160
2002-07-30,37100.0,37000.0,285860.0,6.48,-10492,-7130,19252
2002-07-31,37600.0,37000.0,314080.0,6.48,-4460,16770,-17560
2002-08-01,37800.0,35900.0,189018.0,6.29,86770,-11130,-76890
2002-08-02,33900.0,34800.0,218570.0,6.1,61010,12280,-78660
2002-08-05,34100.0,32200.0,199188.0,5.64,53950,-9350,-44150
2002-08-06,30100.0,30500.0,357720.0,5.34,133570,-32470,-112490
2002-08-07,31100.0,31550.0,253770.0,5.53,-12780,22140,-18670
2002-08-08,31550.0,31700.0,300070.0,5.55,50810,-71040,22680
2002-08-09,32500.0,31700.0,194151.0,5.55,-6030,8480,-16980
2002-08-12,31500.0,31300.0,118401.0,5.49,22590,-6650,-16140
2002-08-13,31500.0,32350.0,182571.0,5.67,-9530,-8840,5210
2002-08-14,32000.0,33800.0,293021.0,5.92,-23270,-18350,38890
2002-08-16,34800.0,35100.0,270021.0,6.15,-73690,-5100,78410
2002-08-19,35100.0,34000.0,130414.0,5.96,7726,-8090,2484
2002-08-20,34000.0,33050.0,924080.0,5.79,204600,135610,-350120
2002-08-21,32700.0,32500.0,1082310.0,5.7,196300,327570,-665450
2002-08-22,33050.0,32700.0,630657.0,5.73,79130,96520,-174210
2002-08-23,32550.0,32200.0,265059.0,5.64,-27770,51550,-25930
2002-08-26,32000.0,32300.0,241320.0,5.66,21891,20499,-44160
2002-08-27,32700.0,33000.0,316980.0,5.78,88830,-18540,-64810
2002-08-28,33000.0,33650.0,368565.0,5.9,-20620,9970,17350
2002-08-29,33800.0,33650.0,323407.0,5.9,22147,-27940,9263
2002-08-30,33650.0,33450.0,379965.0,5.86,56789,133501,-192570
2002-09-02,33500.0,33650.0,367390.0,5.9,87900,48910,-119500
2002-09-03,33700.0,33600.0,365105.0,5.89,46410,56130,-101980
2002-09-04,33000.0,32200.0,375496.0,5.64,133506,1130,-135621
2002-09-05,32500.0,31700.0,231280.0,5.55,66610,9530,-72990
2002-09-06,31100.0,30750.0,240421.0,5.39,3550,17960,-21850
2002-09-09,30050.0,29200.0,285494.0,5.12,14480,-14530,-3550
2002-09-10,29200.0,30300.0,309280.0,5.31,8780,-14730,5770
2002-09-11,30500.0,31600.0,280460.0,5.54,-39780,-120,34460
2002-09-12,31800.0,31700.0,202336.0,5.55,-19510,20240,11890
2002-09-13,31000.0,30750.0,181719.0,5.39,420,24640,-22840
2002-09-16,30300.0,30400.0,197213.0,5.33,11900,35770,-37040
2002-09-17,30600.0,30650.0,163477.0,5.37,-6670,25460,-19450
2002-09-18,29400.0,29250.0,222391.0,5.13,57850,21810,-77510
2002-09-19,29000.0,27350.0,576720.0,4.79,137260,-15430,-114660
2002-09-23,26500.0,24500.0,1033964.0,4.29,265023,-31213,-253800
2002-09-24,23900.0,23500.0,486612.0,4.12,55430,-89350,29320
2002-09-25,23500.0,22700.0,698464.0,3.98,82863,1700,-10740
2002-09-26,23100.0,23350.0,624149.0,4.09,-116694,-85736,204280
2002-09-27,23850.0,24700.0,506126.0,4.33,-133890,-41390,158040
2002-09-30,24000.0,24500.0,239811.0,4.29,-66730,-9970,76580
2002-10-01,24100.0,24750.0,277880.0,4.34,17090,14870,-36000
2002-10-02,25500.0,24500.0,250817.0,4.29,-38300,-2410,48830
2002-10-04,23900.0,23050.0,285543.0,4.04,64182,29090,-89272
2002-10-07,22700.0,22050.0,204125.0,3.86,25994,-26684,0
2002-10-08,21600.0,21350.0,639521.0,3.74,103484,-28734,-6090
2002-10-09,21350.0,19000.0,516492.0,3.33,170162,-67452,-90030
2002-10-10,18500.0,19000.0,798981.0,3.33,57180,38300,-58420
2002-10-11,19600.0,18850.0,519890.0,3.3,-120110,-39900,97660
2002-10-14,19500.0,20400.0,449094.0,3.57,-48160,38320,-1100
2002-10-15,20400.0,21600.0,609033.0,3.78,-128680,64040,56150
2002-10-16,22450.0,21900.0,668710.0,3.84,81728,-88230,72890
2002-10-17,21800.0,24000.0,802711.0,4.21,-187660,40480,181350
2002-10-18,24850.0,26900.0,585143.0,4.71,-168728,43828,127820
2002-10-21,26500.0,25000.0,607677.0,4.38,30150,13490,-45130
2002-10-22,25950.0,23350.0,789683.0,4.09,230683,44077,-249340
2002-10-23,23200.0,23850.0,769350.0,4.18,99440,1310,-99860
2002-10-24,23700.0,22300.0,612845.0,3.91,109790,12720,-130530
2002-10-25,21300.0,21700.0,654410.0,3.8,103290,137170,-283190
2002-10-28,22000.0,21500.0,998198.0,3.77,102150,-77280,-87000
2002-10-29,21000.0,22500.0,1230260.0,3.94,-113822,147952,-115130
2002-10-30,22500.0,22500.0,0.0,3.94,0,0,0
2002-10-31,22500.0,22500.0,0.0,3.94,0,0,0
2002-11-01,22500.0,22500.0,0.0,3.94,0,0,0
2002-11-04,22500.0,22500.0,0.0,3.94,0,0,0
2002-11-05,22500.0,22500.0,0.0,3.94,0,0,0
2002-11-06,22500.0,22500.0,0.0,3.94,0,0,0
2002-11-07,22500.0,22500.0,0.0,3.94,0,0,0
2002-11-08,22500.0,22500.0,0.0,3.94,0,0,0
2002-11-11,22500.0,22500.0,0.0,3.94,0,0,0
2002-11-12,22500.0,22500.0,0.0,3.94,0,0,0
2002-11-13,22500.0,22500.0,0.0,3.94,0,0,0
2002-11-14,22500.0,22500.0,0.0,3.94,0,0,0
2002-11-15,22500.0,22500.0,0.0,3.94,0,0,0
2002-11-18,22500.0,22500.0,0.0,3.94,0,0,0
2002-11-19,22500.0,22500.0,0.0,3.94,0,0,0
2002-11-20,22500.0,22500.0,0.0,3.94,0,0,0
2002-11-21,22500.0,22500.0,0.0,3.94,0,0,0
2002-11-22,22500.0,22500.0,0.0,3.94,0,0,0
2002-11-25,12750.0,14650.0,2883692.0,4.53,519652,-773227,-212613
2002-11-26,16800.0,16800.0,1390011.0,5.19,391147,-49953,-339344
2002-11-27,18000.0,19300.0,2170632.0,5.97,331947,-148405,-182672
2002-11-28,20700.0,19450.0,1946782.0,6.01,-148080,-540,151600
2002-11-29,18800.0,18200.0,976421.0,5.63,45878,-42672,-4276
2002-12-02,18000.0,17600.0,617461.0,5.44,38290,-4500,-33730
2002-12-03,17350.0,17700.0,527228.0,5.47,40008,-2364,-26444
2002-12-04,17000.0,16000.0,643850.0,4.95,190642,174,-192816
2002-12-05,15800.0,16150.0,272010.0,4.99,-2082,984,1098
2002-12-06,15900.0,16650.0,546338.0,5.15,-43930,-1170,46360
2002-12-09,16750.0,16050.0,237013.0,4.96,660,-490,-130
2002-12-10,15700.0,15250.0,274371.0,4.72,-2160,10690,-6590
2002-12-11,15250.0,14800.0,261020.0,4.58,16438,-16400,-8
2002-12-12,14700.0,14650.0,211884.0,4.53,23445,-4257,-19228
2002-12-13,14650.0,14900.0,289344.0,4.61,-720,-3510,590
2002-12-16,14600.0,14150.0,227742.0,4.38,24540,-1280,-25060
2002-12-17,14400.0,14050.0,144572.0,4.34,9176,64,-5700
2002-12-18,13850.0,13650.0,244519.0,4.22,9160,40,110
2002-12-20,13350.0,12950.0,237490.0,4.0,1968,1992,-3960
2002-12-23,13000.0,11750.0,222152.0,3.63,19020,40,-17060
2002-12-24,11500.0,11450.0,195810.0,3.54,16174,886,-17920
2002-12-26,11150.0,11000.0,189726.0,3.4,1360,-70,10
2002-12-27,10800.0,10850.0,151733.0,3.35,2090,360,-2240
2002-12-30,10650.0,9790.0,249400.0,3.03,60774,-3200,-67574
2003-01-02,9960.0,11250.0,435974.0,3.41,-71184,72914,-1670
2003-01-03,12100.0,12900.0,738704.0,3.91,-33850,-1340,46130
2003-01-06,13200.0,12700.0,437634.0,3.85,-14582,360,13818
2003-01-07,13000.0,11850.0,308950.0,3.6,-2066,-1480,-1784
2003-01-08,11900.0,12100.0,319520.0,3.67,-21068,13500,17502
2003-01-09,11750.0,11700.0,169930.0,3.55,2300,-2900,500
2003-01-10,11900.0,10850.0,315151.0,3.29,-8670,960,6330
2003-01-13,10600.0,11450.0,192298.0,3.47,3050,110,20
2003-01-14,11300.0,12800.0,1184004.0,3.88,3730,-670,-1660
2003-01-15,13000.0,12600.0,519430.0,3.82,-36850,-460,37430
2003-01-16,12400.0,13300.0,724080.0,4.04,-44424,674,41750
2003-01-17,13100.0,12900.0,444463.0,3.91,-46150,-70,46620
2003-01-20,12700.0,12550.0,216650.0,3.81,-910,0,150
2003-01-21,12500.0,12300.0,584748.0,3.73,11250,-400,-10330
2003-01-22,12000.0,11350.0,274382.0,3.44,68820,-50,-69780
2003-01-23,11400.0,11150.0,266950.0,3.38,64690,2990,-69860
2003-01-24,11100.0,10500.0,334510.0,3.19,-11110,-430,11380
2003-01-27,10000.0,9990.0,227845.0,3.03,7746,-1550,-6356
2003-01-28,9920.0,10600.0,266002.0,3.22,1670,-1750,0
2003-01-29,10750.0,10050.0,209700.0,3.05,-1520,100,-290
2003-01-30,10150.0,10150.0,145148.0,3.08,8372,788,-8580
2003-02-03,10150.0,10450.0,131597.0,3.17,-10,240,-10
2003-02-04,10600.0,10700.0,294451.0,3.25,2570,-710,-1860
2003-02-05,10550.0,10700.0,370325.0,3.25,80,-80,0
2003-02-06,10850.0,10250.0,205094.0,3.11,660,-50,-10
2003-02-07,10150.0,10150.0,116487.0,3.08,-7352,-50,7042
2003-02-10,10050.0,10150.0,259765.0,3.08,-59990,370,59620
2003-02-11,10400.0,10200.0,218463.0,3.09,830,-1190,0
2003-02-12,10300.0,10300.0,126417.0,3.13,-14460,15330,-950
2003-02-13,10350.0,10500.0,316260.0,3.19,-45450,-1270,47120
2003-02-14,10550.0,10300.0,92155.0,3.13,-18380,19050,-670
2003-02-17,10700.0,10950.0,240692.0,3.32,25405,-19685,-4720
2003-02-18,11100.0,11050.0,185949.0,3.35,-2760,200,2560
2003-02-19,11350.0,10600.0,206934.0,3.22,1130,-310,-820
2003-02-20,10750.0,10600.0,98133.0,3.22,-32200,460,31500
2003-02-21,10550.0,10550.0,59252.0,3.2,-11742,1342,9800
2003-02-24,10550.0,10700.0,137368.0,3.25,2840,-1360,200
2003-02-25,10550.0,10200.0,88300.0,3.09,-9850,9570,0
2003-02-26,10350.0,10250.0,58666.0,3.11,-240,190,130
2003-02-27,10000.0,10100.0,72828.0,3.06,10686,-900,-9546
2003-02-28,10100.0,9920.0,70080.0,3.01,246,30,-776
2003-03-03,9810.0,9920.0,58004.0,3.01,850,310,-1160
2003-03-04,9850.0,9480.0,107466.0,2.88,-470,-240,10
2003-03-05,9690.0,9100.0,128830.0,2.76,-2070,100,1960
2003-03-06,9200.0,8800.0,85650.0,2.67,-8760,-80,8520
2003-03-07,8410.0,8230.0,157340.0,2.5,-22680,20,19060
2003-03-10,8060.0,7710.0,129670.0,2.34,22150,2850,-25000
2003-03-11,7300.0,7300.0,79042.0,2.22,3470,-3380,0
2003-03-12,7320.0,7420.0,81756.0,2.25,-1790,1790,0
2003-03-13,7440.0,7430.0,102870.0,2.25,-11360,1770,10670
2003-03-14,7950.0,7770.0,127292.0,2.36,5110,-190,-1920
2003-03-17,7720.0,7080.0,77582.0,2.15,-4390,1390,0
2003-03-18,7430.0,7530.0,147688.0,2.28,12978,-7280,-3028
2003-03-19,7410.0,7400.0,112021.0,2.25,1830,-500,0
2003-03-20,7460.0,8280.0,166854.0,2.51,1307,-1357,50
2003-03-21,8400.0,8370.0,152748.0,2.54,18780,-5640,-13220
2003-03-24,8500.0,8650.0,242658.0,2.62,-33136,-1250,34390
2003-03-25,8250.0,8260.0,74732.0,2.51,-1240,980,40
