Symbol,세아제강_시가(원),세아제강_종가(원),세아제강_거래량(주),세아제강_PER(IFRS-연결),세아제강_순매수수량(개인)(주),세아제강_순매수수량(기관계)(주),세아제강_순매수수량(외국인계)(주)
2004-11-23,16550.0,16700.0,12380.0,5.84,-200,200,0
2004-11-24,16450.0,17350.0,11650.0,6.07,780,1460,-2140
2004-11-25,17400.0,17900.0,23278.0,6.26,2168,-568,0
2004-11-26,18050.0,18100.0,36970.0,6.33,880,-530,0
2004-11-29,18300.0,18900.0,45088.0,6.61,8610,-1610,0
2004-11-30,19300.0,18700.0,20840.0,6.54,1510,-2510,1000
2004-12-01,18600.0,18700.0,9690.0,6.54,150,220,-700
2004-12-02,18750.0,19000.0,24110.0,6.65,3640,-3640,0
2004-12-03,19300.0,19300.0,51421.0,6.75,7590,-5420,-2220
2004-12-06,19500.0,18900.0,12500.0,6.61,1790,-1310,0
2004-12-07,18800.0,17650.0,53140.0,6.18,1290,-1290,0
2004-12-08,17400.0,17800.0,13600.0,6.23,1370,-1370,0
2004-12-09,17650.0,18100.0,27900.0,6.33,-330,550,0
2004-12-10,18150.0,17450.0,14650.0,6.11,590,110,-700
2004-12-13,17450.0,17100.0,12141.0,5.98,-1469,1529,0
2004-12-14,17300.0,17200.0,8390.0,6.02,-400,400,0
2004-12-15,17100.0,17150.0,6150.0,6.0,-240,240,0
2004-12-16,17200.0,17600.0,4500.0,6.16,350,260,-610
2004-12-17,17800.0,17700.0,8509.0,6.19,-2290,640,1650
2004-12-20,17900.0,17400.0,25750.0,6.09,-5310,660,4650
2004-12-21,17200.0,16750.0,18849.0,5.86,4120,720,-300
2004-12-22,17150.0,17300.0,20579.0,6.05,-1800,3260,0
2004-12-23,17650.0,17000.0,18540.0,5.95,-480,480,0
2004-12-24,16900.0,17150.0,10180.0,6.0,290,-290,0
2004-12-27,17250.0,16900.0,79791.0,5.91,260,-260,0
2004-12-28,16900.0,17000.0,8722.0,5.95,142,-142,0
2004-12-29,16500.0,16600.0,7600.0,5.81,-800,800,0
2004-12-30,16450.0,16500.0,6820.0,5.77,30,-30,0
2005-01-03,16500.0,16350.0,9060.0,1.14,-100,100,0
2005-01-04,16550.0,16450.0,9800.0,1.14,-830,310,0
2005-01-05,16250.0,16300.0,21081.0,1.13,-950,950,0
2005-01-06,16300.0,16200.0,17390.0,1.13,-1220,1180,0
2005-01-07,16200.0,15800.0,33340.0,1.1,4450,860,-5310
2005-01-10,15800.0,15700.0,19931.0,1.09,13020,350,-13370
2005-01-11,15700.0,15700.0,64530.0,1.09,53720,470,-54190
2005-01-12,15800.0,15650.0,12790.0,1.09,2020,-290,-1730
2005-01-13,15650.0,15850.0,11702.0,1.1,1780,-100,-2970
2005-01-14,15700.0,15900.0,63070.0,1.1,35050,11920,-47010
2005-01-17,15950.0,16000.0,50630.0,1.11,8830,3890,-12720
2005-01-18,16000.0,16350.0,19711.0,1.14,-6350,6130,0
2005-01-19,16200.0,16300.0,23607.0,1.13,2889,-329,-2340
2005-01-20,16100.0,16200.0,17205.0,1.13,-90,90,0
2005-01-21,16050.0,16200.0,8520.0,1.13,-630,630,0
2005-01-24,16200.0,16100.0,40810.0,1.12,840,-840,0
2005-01-25,15850.0,15950.0,12920.0,1.11,500,-500,0
2005-01-26,15900.0,16200.0,17650.0,1.13,-540,540,0
2005-01-27,16250.0,16800.0,36842.0,1.17,-8730,8370,0
2005-01-28,18850.0,19300.0,146239.0,1.34,-46185,12345,-800
2005-01-31,21250.0,22150.0,105549.0,1.54,-54170,23930,9990
2005-02-01,25400.0,25450.0,299748.0,1.77,-99770,41160,39000
2005-02-02,27100.0,29250.0,299472.0,2.03,-92850,17210,63100
2005-02-03,30900.0,28700.0,238585.0,1.99,-2230,-10680,13450
2005-02-04,28700.0,32000.0,206626.0,2.22,-3768,-1040,0
2005-02-07,31200.0,29500.0,143415.0,2.05,10188,10510,-20000
2005-02-11,30500.0,29000.0,209871.0,2.02,62361,-38991,-22700
2005-02-14,29600.0,29400.0,198665.0,2.04,57640,-12040,-22000
2005-02-15,29700.0,29000.0,109718.0,2.02,2260,340,0
2005-02-16,31900.0,28700.0,401240.0,1.99,184670,-101360,-170
2005-02-17,28400.0,28100.0,152655.0,1.95,-2440,1790,50
2005-02-18,27600.0,28350.0,102573.0,1.97,-7220,6950,210
2005-02-21,28450.0,28500.0,119293.0,1.98,3480,180,-190
2005-02-22,28350.0,27300.0,140748.0,1.9,1435,6760,-9425
2005-02-23,26450.0,28400.0,93190.0,1.97,-14940,90,4300
2005-02-24,29500.0,32650.0,372961.0,2.27,33570,-26410,-6180
2005-02-25,33900.0,32350.0,274075.0,2.25,-12150,-2510,14600
2005-02-28,33000.0,33400.0,159422.0,2.32,-18905,19295,-210
2005-03-02,34000.0,33050.0,263321.0,2.3,-10028,-20032,30590
2005-03-03,33050.0,33100.0,61503.0,2.3,-3280,2810,630
2005-03-04,32800.0,32850.0,76260.0,2.28,-15180,7380,5800
2005-03-07,33250.0,34200.0,168213.0,2.38,-22460,21660,9400
2005-03-08,34950.0,32000.0,140960.0,2.22,2280,7360,1160
2005-03-09,31500.0,31650.0,48310.0,2.2,-3350,2710,720
2005-03-10,31200.0,31550.0,71522.0,2.19,5220,-3590,150
2005-03-11,31600.0,32000.0,63362.0,2.22,-1090,570,0
2005-03-14,32650.0,32500.0,40344.0,2.26,4611,-4651,0
2005-03-15,32950.0,29300.0,106352.0,2.04,41540,660,-42200
2005-03-16,29050.0,28350.0,113900.0,1.97,3890,1480,-9080
2005-03-17,27400.0,27150.0,54690.0,1.89,7600,1990,-9670
2005-03-18,26200.0,26500.0,66190.0,1.84,8090,-10470,1900
2005-03-21,26300.0,26850.0,97797.0,1.87,27650,610,-8800
2005-03-22,26850.0,28000.0,58780.0,1.95,5650,3100,-9330
2005-03-23,27750.0,27500.0,31230.0,1.91,-220,2810,-2710
2005-03-24,27300.0,27000.0,33180.0,1.88,-1710,2010,-690
2005-03-25,27000.0,26650.0,25250.0,1.85,740,-1030,0
2005-03-28,26600.0,27400.0,12470.0,1.9,-1670,780,560
2005-03-29,27600.0,26600.0,23030.0,1.85,960,-860,10
2005-03-30,26200.0,26500.0,15692.0,1.84,-240,240,0
2005-03-31,27000.0,28000.0,42441.0,1.95,-19960,11810,8110
2005-04-01,27550.0,29850.0,49120.0,2.07,-27390,9210,18180
2005-04-04,29400.0,29300.0,23010.0,2.04,-5730,10730,-5000
2005-04-06,29300.0,29200.0,26310.0,2.03,-13620,12610,1010
2005-04-07,29600.0,29800.0,26303.0,2.07,-1330,720,290
2005-04-08,29700.0,29800.0,38047.0,2.07,-12220,17420,-5380
2005-04-11,29750.0,29400.0,29340.0,2.04,-15120,15920,-800
2005-04-12,29300.0,29300.0,8500.0,2.04,-1150,1200,-50
2005-04-13,29900.0,29350.0,13390.0,2.04,1270,1220,-3490
2005-04-14,29150.0,28350.0,27210.0,1.97,8050,-3540,-4000
2005-04-15,28100.0,28000.0,19630.0,1.95,-1990,3990,-2000
2005-04-18,27400.0,27150.0,18017.0,1.89,-8477,8787,0
2005-04-19,27150.0,27200.0,5180.0,1.89,700,-300,0
2005-04-20,27850.0,27500.0,12650.0,1.91,1170,-520,0
2005-04-21,27450.0,27700.0,13790.0,1.92,-3240,2280,1100
2005-04-22,28300.0,27150.0,16450.0,1.89,5750,450,-6200
2005-04-25,26650.0,27300.0,10490.0,1.9,-740,3500,-3000
2005-04-26,27550.0,29400.0,110896.0,2.04,-18244,18244,0
2005-04-27,29800.0,29000.0,35850.0,2.02,1790,-1280,0
2005-04-28,29500.0,28500.0,23550.0,1.98,-1630,1670,0
2005-04-29,27600.0,28200.0,34140.0,1.96,-17720,17720,0
2005-05-02,28300.0,27700.0,9950.0,1.92,-1050,970,0
2005-05-03,27800.0,28500.0,25330.0,1.98,2420,-2600,180
2005-05-04,28600.0,29400.0,26119.0,2.04,-9890,8720,1170
2005-05-06,29700.0,29400.0,15790.0,2.04,-1210,-2190,0
2005-05-09,29400.0,29200.0,16010.0,2.03,-1300,1740,-160
2005-05-10,28850.0,28300.0,17620.0,1.97,5040,-5710,0
2005-05-11,28150.0,27850.0,9100.0,1.94,170,-510,0
2005-05-12,27850.0,27850.0,14100.0,1.94,-5390,880,4870
2005-05-13,27550.0,27900.0,10670.0,1.94,-2500,-1630,3780
2005-05-16,27900.0,27700.0,14330.0,1.92,-5770,440,5330
2005-05-17,27700.0,27300.0,14450.0,1.9,-5740,290,5450
2005-05-18,27300.0,27450.0,22820.0,1.91,-8450,1570,9200
2005-05-19,27750.0,29150.0,35300.0,2.03,-720,-12150,12430
2005-05-20,29050.0,29250.0,18890.0,2.03,-7800,340,7300
2005-05-23,29050.0,29100.0,7620.0,2.02,-910,440,430
2005-05-24,29100.0,28700.0,6780.0,1.99,-4220,1760,2380
2005-05-25,28500.0,28900.0,8920.0,2.01,-1760,680,1000
2005-05-26,28900.0,29200.0,6840.0,2.03,-4200,3620,0
2005-05-27,29450.0,29100.0,19610.0,2.02,-1590,-1370,2000
2005-05-30,29100.0,28800.0,8130.0,2.0,-360,360,0
2005-05-31,28600.0,29300.0,29310.0,2.04,-11280,1100,10180
2005-06-01,29250.0,29600.0,19150.0,2.06,-8370,1200,7170
2005-06-02,29900.0,29250.0,9315.0,2.03,-3470,3450,20
2005-06-03,29250.0,28500.0,21062.0,1.98,8620,-8620,0
2005-06-07,28500.0,28400.0,6670.0,1.97,-1120,1120,0
2005-06-08,28400.0,27600.0,30890.0,1.92,10200,-10110,750
2005-06-09,27450.0,27550.0,16120.0,1.91,3550,-4380,1820
2005-06-10,27600.0,28200.0,13290.0,1.96,-130,-20,230
2005-06-13,28000.0,27850.0,7190.0,1.94,430,570,-1000
2005-06-14,27850.0,27000.0,38420.0,1.88,27910,-28190,0
2005-06-15,27200.0,27600.0,8090.0,1.92,-640,640,-320
2005-06-16,27900.0,27350.0,13760.0,1.9,4770,-5190,100
2005-06-17,27400.0,27250.0,33970.0,1.89,8620,-8830,90
2005-06-20,27100.0,26850.0,11420.0,1.87,800,-2120,1280
2005-06-21,26750.0,26500.0,19770.0,1.84,160,-930,1900
2005-06-22,26350.0,26600.0,30760.0,1.85,5795,-2885,-1000
2005-06-23,26500.0,27950.0,33600.0,1.94,-18450,12620,2930
2005-06-24,27500.0,27500.0,10730.0,1.91,-2740,1940,800
2005-06-27,27500.0,27300.0,17100.0,1.9,9120,-9420,300
2005-06-28,27150.0,27600.0,25870.0,1.92,-2940,1770,930
2005-06-29,27750.0,27450.0,21330.0,1.91,1430,-3340,1910
2005-06-30,27500.0,28900.0,44510.0,2.01,-15190,12710,2480
2005-07-01,28750.0,30900.0,96630.0,2.15,-11540,14690,830
2005-07-04,31200.0,31600.0,47110.0,2.2,-16924,22794,2690
2005-07-05,32400.0,31500.0,27560.0,2.19,-9040,9150,1610
2005-07-06,30600.0,31150.0,37040.0,2.16,4070,-6690,3300
2005-07-07,31100.0,31500.0,23750.0,2.19,-5984,4774,1330
2005-07-08,31000.0,30400.0,18555.0,2.11,-2280,2660,0
2005-07-11,30500.0,31500.0,37760.0,2.19,-10300,12550,-1400
2005-07-12,31500.0,31200.0,23620.0,2.17,-9690,1130,-600
2005-07-13,31200.0,31000.0,12350.0,2.15,-4890,4890,0
2005-07-14,31700.0,32800.0,47663.0,2.28,1550,80,450
2005-07-15,32900.0,33500.0,43170.0,2.33,-11990,19310,-270
2005-07-18,32900.0,32800.0,23585.0,2.28,-1507,1507,0
2005-07-19,33100.0,32700.0,18956.0,2.27,-1920,5610,-230
2005-07-20,33300.0,32550.0,20250.0,2.26,-6930,-820,0
2005-07-21,32200.0,32200.0,16360.0,2.24,-6130,6130,-500
2005-07-22,31500.0,32150.0,17300.0,2.23,-2972,2452,-1700
2005-07-25,31950.0,32100.0,33742.0,2.23,-12890,12390,0
2005-07-26,31700.0,30800.0,20637.0,2.14,-12,12,0
2005-07-27,30900.0,30000.0,47460.0,2.08,-5150,-200,1190
2005-07-28,30100.0,30200.0,29450.0,2.1,2310,-3870,1700
2005-07-29,30200.0,30300.0,16138.0,2.11,-4774,3424,1360
2005-08-01,30100.0,29900.0,16512.0,2.08,400,-210,0
2005-08-02,29650.0,29000.0,49210.0,2.02,2770,-9040,1950
2005-08-03,29200.0,28800.0,21659.0,2.0,1281,-111,-10
2005-08-04,29000.0,29000.0,17320.0,2.02,-1660,1890,-200
2005-08-05,28800.0,29250.0,16450.0,2.03,-1710,2090,-300
2005-08-08,28700.0,29200.0,7460.0,2.03,-2010,1840,210
2005-08-09,29000.0,29900.0,7490.0,2.08,-2450,2060,190
2005-08-10,30900.0,30900.0,28750.0,2.15,-1673,1763,-140
2005-08-11,31200.0,30450.0,25387.0,2.12,370,570,-500
2005-08-12,30450.0,30900.0,30020.0,2.15,-1480,4900,-1720
2005-08-16,30900.0,30650.0,20980.0,2.13,-620,1220,-240
2005-08-17,30650.0,31000.0,29081.0,2.15,2379,6591,0
2005-08-18,31000.0,30850.0,37110.0,2.14,-30,4740,-1220
2005-08-19,30700.0,31050.0,8411.0,2.16,370,800,-990
2005-08-22,31600.0,32500.0,54697.0,2.26,12567,-7197,13780
2005-08-23,32500.0,32500.0,26170.0,2.26,5860,-50,-1290
2005-08-24,32150.0,32100.0,27170.0,2.23,3410,-2160,-480
2005-08-25,31850.0,32350.0,26670.0,2.25,5970,-5690,0
2005-08-26,32450.0,32150.0,12394.0,2.23,1491,1634,-3045
2005-08-29,31800.0,31900.0,11491.0,2.22,2760,-2640,0
2005-08-30,31900.0,32600.0,17811.0,2.27,-2723,943,-220
2005-08-31,32300.0,32400.0,12350.0,2.25,3691,-3051,-640
2005-09-01,32650.0,32900.0,45915.0,2.29,7342,-6702,-640
2005-09-02,33100.0,33150.0,46390.0,2.3,-4330,6530,-2200
2005-09-05,33000.0,32600.0,34403.0,2.27,14587,-14467,-120
2005-09-06,32500.0,32600.0,36148.0,2.27,9048,-4868,0
2005-09-07,32650.0,34000.0,49052.0,2.36,6453,5047,-500
2005-09-08,33600.0,35900.0,162820.0,2.49,50070,-37800,-4860
2005-09-09,35850.0,35600.0,18810.0,2.47,-150,2580,0
2005-09-12,35600.0,35300.0,12883.0,2.45,-900,900,0
2005-09-13,35000.0,34900.0,16810.0,2.43,-8650,-330,9000
2005-09-14,35100.0,35300.0,19590.0,2.45,-5000,3200,1800
2005-09-15,35300.0,35300.0,22950.0,2.45,-690,690,0
2005-09-16,35500.0,36100.0,57490.0,2.51,-21060,25020,1000
2005-09-20,36500.0,38900.0,52472.0,2.7,-14340,9810,-560
2005-09-21,38800.0,38000.0,27080.0,2.64,-9520,10510,-1870
2005-09-22,37500.0,38450.0,26600.0,2.67,-9840,11840,0
2005-09-23,38450.0,37550.0,24115.0,2.61,-10695,12295,-1560
2005-09-26,37700.0,38700.0,22770.0,2.69,-4530,710,690
2005-09-27,38200.0,38600.0,14842.0,2.68,-3359,3709,-340
2005-09-28,38850.0,39300.0,14481.0,2.73,-1800,-200,1260
2005-09-29,39000.0,39200.0,15371.0,2.72,-3070,2790,280
2005-09-30,39500.0,39100.0,29014.0,2.72,-11294,4004,510
2005-10-04,38700.0,40000.0,33229.0,2.78,-11220,-2740,8920
2005-10-05,40000.0,40250.0,28051.0,2.8,-11398,9918,1520
2005-10-06,39500.0,39550.0,24434.0,2.75,-3536,3046,640
2005-10-07,39500.0,39300.0,23230.0,2.73,-11120,8740,-620
2005-10-10,39150.0,39250.0,16890.0,2.73,-4180,2160,20
2005-10-11,39400.0,39900.0,17707.0,2.77,-8010,7530,180
2005-10-12,40100.0,39350.0,11910.0,2.73,1040,-520,-1470
2005-10-13,38950.0,39000.0,18671.0,2.71,710,2090,-2400
2005-10-14,39700.0,37900.0,58554.0,2.63,-10823,11733,-960
2005-10-17,37100.0,37700.0,30330.0,2.62,-3560,240,3320
2005-10-18,38700.0,38650.0,18630.0,2.69,-15970,12660,50
2005-10-19,38400.0,36750.0,11349.0,2.55,30,110,-140
2005-10-20,37100.0,36650.0,7056.0,2.55,-1090,1060,30
2005-10-21,36550.0,37200.0,4580.0,2.58,-2650,1160,250
2005-10-24,36850.0,37450.0,6484.0,2.6,-1344,244,20
2005-10-25,38400.0,37800.0,8540.0,2.63,-3610,3750,120
2005-10-26,37800.0,37850.0,4570.0,2.63,-290,950,-70
2005-10-27,37100.0,37950.0,14280.0,2.64,-8840,2650,6990
2005-10-28,37150.0,37500.0,8630.0,2.61,-2830,2490,-540
2005-10-31,37650.0,37450.0,7665.0,2.6,-920,870,50
2005-11-01,37450.0,38000.0,11684.0,2.64,-3405,2565,670
2005-11-02,38900.0,38300.0,8940.0,2.66,-2790,5210,800
2005-11-03,38500.0,38000.0,4330.0,2.64,-1010,1090,-80
2005-11-04,38000.0,37500.0,18380.0,2.61,3590,-3300,-230
2005-11-07,37000.0,36750.0,23990.0,2.55,8790,-450,-830
2005-11-08,36500.0,34550.0,54310.0,2.4,-1780,4300,750
2005-11-09,33500.0,32800.0,105001.0,2.28,15240,-12380,330
2005-11-10,33050.0,32500.0,21592.0,2.26,2270,-2560,0
2005-11-11,32550.0,32450.0,23430.0,2.25,600,-1550,650
2005-11-14,32550.0,32500.0,24620.0,2.26,4010,-5050,1040
2005-11-15,32550.0,32500.0,25811.0,2.26,8075,-5535,-2690
2005-11-16,32150.0,31800.0,31246.0,2.21,-7110,4970,2220
2005-11-17,31800.0,31400.0,55150.0,2.18,11060,-10390,-670
2005-11-18,31600.0,30700.0,14392.0,2.13,150,-300,150
2005-11-21,30400.0,29800.0,62021.0,2.07,16351,-8951,-24300
2005-11-22,29650.0,29000.0,103230.0,2.02,52762,-16192,-26570
2005-11-23,29300.0,28900.0,53619.0,2.01,-14940,12940,2090
2005-11-24,29050.0,31000.0,44201.0,2.15,3721,-2081,1360
2005-11-25,31300.0,31200.0,31340.0,2.17,5860,540,-2320
2005-11-28,31500.0,31300.0,29340.0,2.17,-8190,-360,260
2005-11-29,30800.0,30750.0,30821.0,2.14,-10280,-1460,6740
2005-11-30,30300.0,30650.0,11751.0,2.13,70,-70,0
2005-12-01,29500.0,30750.0,14071.0,2.14,-5370,3340,2080
2005-12-02,30750.0,30250.0,47230.0,2.1,33734,-34424,240
2005-12-05,29950.0,30050.0,29971.0,2.09,22090,-22110,0
2005-12-06,29650.0,29950.0,21280.0,2.08,-30,230,0
2005-12-07,29200.0,29200.0,17750.0,2.03,725,-675,100
2005-12-08,29300.0,28550.0,22830.0,1.98,90,3250,-60
2005-12-09,28200.0,29500.0,42570.0,2.05,-7540,2160,5380
2005-12-12,29650.0,29400.0,19210.0,2.04,-3400,2750,650
2005-12-13,29450.0,28900.0,18500.0,2.01,-720,770,0
2005-12-14,28850.0,28750.0,33140.0,2.0,1700,-2180,480
2005-12-15,28750.0,29350.0,18980.0,2.04,780,-980,-50
2005-12-16,28750.0,28850.0,14980.0,2.0,3560,-2410,-1150
2005-12-19,29200.0,28900.0,19443.0,2.01,-2263,2263,0
2005-12-20,28700.0,28500.0,14389.0,1.98,1014,-904,-70
2005-12-21,28100.0,28150.0,33390.0,1.96,8380,-7880,0
2005-12-22,27750.0,27150.0,39730.0,1.89,14720,-15100,780
2005-12-23,27000.0,26650.0,22441.0,1.85,6580,-6580,0
2005-12-26,26550.0,26800.0,23290.0,1.86,15296,-14136,0
2005-12-27,26800.0,27500.0,20710.0,1.91,-960,240,1790
2005-12-28,26850.0,26600.0,6715.0,1.85,630,-260,0
2005-12-29,26350.0,26800.0,17770.0,1.86,-870,500,0
2006-01-02,26850.0,26250.0,20087.0,3.12,1180,-5240,3400
2006-01-03,26350.0,26000.0,27012.0,3.09,10900,-11150,0
2006-01-04,26100.0,26000.0,28656.0,3.09,6126,-6166,40
2006-01-05,26100.0,25250.0,110253.0,3.0,65847,-69267,2530
2006-01-06,25000.0,25200.0,44184.0,3.0,3350,-1170,-2600
2006-01-09,25100.0,25100.0,42430.0,2.98,-20560,6760,7800
2006-01-10,25050.0,24550.0,52140.0,2.92,-4037,-103,4790
2006-01-11,24300.0,25050.0,36460.0,2.98,-5770,570,5200
2006-01-12,25050.0,25650.0,64004.0,3.05,-27080,18210,8800
2006-01-13,26300.0,26800.0,52605.0,3.19,-15480,8110,6500
2006-01-16,27650.0,27000.0,29510.0,3.21,5066,-8736,3670
2006-01-17,27000.0,25900.0,22445.0,3.08,2945,-5065,2120
2006-01-18,25500.0,25000.0,17530.0,2.97,-2150,620,1510
2006-01-19,24800.0,24950.0,12290.0,2.97,-120,-440,520
2006-01-20,24950.0,25500.0,27060.0,3.03,-12630,880,11950
2006-01-23,25500.0,24500.0,13390.0,2.91,-820,1070,-250
2006-01-24,24000.0,23600.0,32760.0,2.81,12730,-10430,500
2006-01-25,24550.0,24600.0,21820.0,2.92,-2740,470,2270
2006-01-26,24300.0,24100.0,8860.0,2.86,1290,-1970,680
2006-01-27,24300.0,24700.0,9010.0,2.94,-80,-70,150
2006-01-31,25300.0,26200.0,30250.0,3.11,-2450,1820,1130
2006-02-01,26250.0,25250.0,27255.0,3.0,6835,-8565,1730
2006-02-02,25450.0,25300.0,7522.0,3.01,-358,-1002,1360
2006-02-03,24650.0,24250.0,7920.0,2.88,320,-1020,700
2006-02-06,24000.0,24000.0,20240.0,2.85,11840,-12460,610
2006-02-07,24000.0,23700.0,10820.0,2.82,4793,-5293,490
2006-02-08,23500.0,23050.0,21506.0,2.74,7226,-7306,40
2006-02-09,23100.0,23500.0,9230.0,2.79,-4870,4610,100
2006-02-10,23400.0,23400.0,9730.0,2.78,-1200,-380,1580
2006-02-13,23300.0,23250.0,6700.0,2.76,1490,-1030,10
2006-02-14,23100.0,23700.0,6070.0,2.82,-180,70,50
2006-02-15,23750.0,23400.0,14650.0,2.78,-30,690,-660
2006-02-16,23400.0,23500.0,7762.0,2.79,-730,210,320
2006-02-17,23850.0,23700.0,5710.0,2.82,540,-210,-290
2006-02-20,23600.0,24150.0,14382.0,2.87,-3592,1322,2270
2006-02-21,24400.0,24600.0,8860.0,2.92,1130,-530,-400
2006-02-22,24600.0,24600.0,11280.0,2.92,930,-620,-310
2006-02-23,24900.0,24500.0,14490.0,2.91,3820,-3710,320
2006-02-24,24000.0,25300.0,21910.0,3.01,-590,-3230,170
2006-02-27,25300.0,25000.0,19464.0,2.97,7984,-7324,-660
2006-02-28,25000.0,24450.0,14050.0,2.91,-90,-190,280
2006-03-02,24500.0,24250.0,12345.0,2.88,4030,-4100,30
2006-03-03,24200.0,23500.0,16940.0,2.79,5350,-4260,-1110
2006-03-06,23450.0,23650.0,7521.0,2.81,2660,-2490,-350
2006-03-07,23600.0,23350.0,10020.0,2.78,3740,-3620,-120
2006-03-08,23050.0,23400.0,9110.0,2.78,1050,-530,-420
2006-03-09,23500.0,23300.0,6935.0,2.77,4925,-4465,20
2006-03-10,23200.0,23250.0,13960.0,2.76,5950,-7460,1780
2006-03-13,23800.0,24400.0,26483.0,2.9,-540,-1110,1650
2006-03-14,24400.0,24850.0,13930.0,2.95,670,-800,-270
2006-03-15,25000.0,24450.0,11550.0,2.91,3470,-3920,250
2006-03-16,24400.0,24550.0,10000.0,2.92,160,-1210,950
2006-03-17,24850.0,24800.0,5660.0,2.95,310,-680,370
2006-03-20,24600.0,24700.0,4430.0,2.94,-280,0,130
2006-03-21,24500.0,24300.0,7570.0,2.89,-379,79,100
2006-03-22,24100.0,23750.0,6060.0,2.82,120,80,-250
2006-03-23,23700.0,23800.0,4100.0,2.83,-81,-159,170
2006-03-24,24000.0,23850.0,8420.0,2.83,280,0,-330
2006-03-27,24200.0,23850.0,2180.0,2.83,-40,-30,70
2006-03-28,23700.0,23850.0,3652.0,2.83,-258,-2,160
2006-03-29,23900.0,24250.0,5130.0,2.88,-190,120,130
2006-03-30,24500.0,25600.0,15257.0,3.04,-1190,730,320
2006-03-31,25900.0,26550.0,28931.0,3.16,2051,-2471,100
2006-04-03,26600.0,27200.0,35401.0,3.23,-4919,3579,1300
2006-04-04,27500.0,27100.0,10950.0,3.22,10,-150,150
2006-04-05,26900.0,26700.0,9350.0,3.17,-220,170,50
2006-04-06,26350.0,27050.0,11120.0,3.22,-2110,-510,2670
2006-04-07,27050.0,27350.0,4330.0,3.25,-320,200,120
2006-04-10,26900.0,27700.0,16100.0,3.29,-160,190,-310
2006-04-11,27450.0,29000.0,32671.0,3.45,-920,-540,1460
2006-04-12,28500.0,28700.0,16054.0,3.41,-1750,810,-850
2006-04-13,29100.0,29300.0,20920.0,3.48,-12910,4600,-2810
2006-04-14,29700.0,29800.0,49480.0,3.54,-13620,11370,1250
2006-04-17,29500.0,29150.0,27060.0,3.46,-6280,6350,-70
2006-04-18,28700.0,29000.0,13254.0,3.45,-3370,2720,-140
2006-04-19,29200.0,29500.0,25450.0,3.51,-7490,7540,-50
2006-04-20,29550.0,29300.0,21610.0,3.48,-10170,3990,-120
2006-04-21,29500.0,28700.0,21804.0,3.41,-8730,2710,-220
2006-04-24,28650.0,28500.0,9770.0,3.39,-1340,1160,180
2006-04-25,28100.0,29200.0,12043.0,3.47,-3057,2597,460
2006-04-26,29500.0,30350.0,24870.0,3.61,-14650,12680,-60
2006-04-27,30100.0,31150.0,20030.0,3.7,-5380,4600,-3320
2006-04-28,31100.0,30100.0,15970.0,3.58,-4570,4450,-380
2006-05-02,30000.0,30300.0,13280.0,3.6,-5170,-570,5690
2006-05-03,31000.0,30750.0,8770.0,3.65,-5650,2660,650
2006-05-04,31000.0,30000.0,7392.0,3.57,-2420,1420,1000
2006-05-08,30800.0,30450.0,7790.0,3.62,-6000,240,3950
2006-05-09,30450.0,29750.0,12691.0,3.54,1020,-4800,3780
2006-05-10,29300.0,30000.0,10780.0,3.57,-3420,1050,2370
2006-05-11,30000.0,29800.0,8180.0,3.54,2160,-4300,2140
2006-05-12,29700.0,31200.0,12680.0,3.71,770,770,-1550
2006-05-15,30900.0,29600.0,12612.0,3.52,2460,-1590,-870
2006-05-16,29500.0,28200.0,31850.0,3.35,6270,-1110,-7110
2006-05-17,27800.0,28450.0,17940.0,3.38,4780,-360,-4420
2006-05-18,27500.0,28400.0,12360.0,3.38,-8600,5810,2920
2006-05-19,27400.0,27000.0,19451.0,3.21,14601,-1141,-13460
2006-05-22,26800.0,27750.0,14201.0,3.3,-5240,240,0
2006-05-23,27200.0,26000.0,18134.0,3.09,4470,870,-5340
2006-05-24,25900.0,25500.0,6760.0,3.03,100,-260,160
2006-05-25,25500.0,25000.0,5060.0,2.97,-640,670,-30
2006-05-26,25000.0,25750.0,3790.0,3.06,-1350,1020,330
2006-05-29,25750.0,25650.0,5873.0,3.05,2260,-2470,210
2006-05-30,25700.0,24750.0,7630.0,2.94,1660,-1290,-370
2006-06-01,24500.0,24000.0,19300.0,2.85,2720,-8890,6170
2006-06-02,24100.0,24550.0,6710.0,2.92,70,1050,-1120
2006-06-05,24100.0,23800.0,5830.0,2.83,3640,-300,-3340
2006-06-07,23800.0,23250.0,13380.0,2.76,-4900,1800,3070
2006-06-08,22500.0,22600.0,11090.0,2.69,2840,-4890,2050
2006-06-09,22550.0,23150.0,7160.0,2.75,-40,210,-170
2006-06-12,22600.0,23500.0,4790.0,2.79,-50,-300,350
2006-06-13,24000.0,24050.0,10340.0,2.86,-4860,10,1850
2006-06-14,24500.0,25600.0,9800.0,3.04,830,640,-1470
2006-06-15,26350.0,25600.0,6210.0,3.04,-800,30,770
2006-06-16,25800.0,26200.0,7360.0,3.11,-940,-300,1240
2006-06-19,26200.0,25700.0,3790.0,3.05,90,-560,470
2006-06-20,25900.0,23850.0,3760.0,2.83,590,1060,-1650
2006-06-21,23850.0,23750.0,6940.0,2.82,5110,-2040,-3460
2006-06-22,24650.0,24450.0,4180.0,2.91,530,-760,230
