Symbol,세아제강_시가(원),세아제강_종가(원),세아제강_거래량(주),세아제강_PER(IFRS-연결),세아제강_순매수수량(개인)(주),세아제강_순매수수량(기관계)(주),세아제강_순매수수량(외국인계)(주)
2013-10-25,91800.0,90700.0,8160.0,5.64,2913,-481,-2432
2013-10-28,90600.0,90500.0,8029.0,5.63,2278,-2905,616
2013-10-29,90500.0,90200.0,12194.0,5.61,4606,-5951,1445
2013-10-30,90100.0,91300.0,10652.0,5.68,-647,-1248,1845
2013-10-31,91200.0,90300.0,12241.0,5.61,-2071,-468,2551
2013-11-01,90700.0,91600.0,16614.0,5.7,-3531,3324,1271
2013-11-04,92400.0,91300.0,16071.0,5.68,4450,-1778,-2370
2013-11-05,91300.0,89100.0,16243.0,5.54,8479,-6873,-896
2013-11-06,89000.0,90000.0,12259.0,5.6,237,528,-498
2013-11-07,89200.0,87900.0,25359.0,5.47,9142,-5745,-4067
2013-11-08,87100.0,84500.0,39278.0,5.25,22204,-21973,-231
2013-11-11,84900.0,81500.0,29317.0,5.07,4586,-5320,734
2013-11-12,81900.0,82100.0,12759.0,5.1,1385,-1317,-671
2013-11-13,83000.0,81200.0,12294.0,5.05,-2456,4572,-2286
2013-11-14,81200.0,80700.0,21475.0,5.02,11412,-3554,-9458
2013-11-15,81200.0,81100.0,18940.0,5.04,4805,1003,-6218
2013-11-18,81200.0,79400.0,17723.0,4.94,3660,-2206,-1454
2013-11-19,79700.0,80500.0,15512.0,5.0,-31,-1718,2014
2013-11-20,80000.0,80000.0,12707.0,4.97,4401,-3085,-1656
2013-11-21,79400.0,78600.0,24824.0,4.89,4834,4766,-9272
2013-11-22,78600.0,77000.0,23747.0,4.79,6322,-7237,1015
2013-11-25,77100.0,80300.0,10805.0,4.99,-4336,1600,2736
2013-11-26,79500.0,82900.0,18129.0,5.15,-2929,-2074,5003
2013-11-27,83000.0,83000.0,15613.0,5.16,-953,-1818,2771
2013-11-28,83200.0,83200.0,18724.0,5.17,-871,-1012,1902
2013-11-29,83700.0,85300.0,21064.0,5.3,3776,-1681,-2410
2013-12-02,85700.0,85600.0,19114.0,5.32,6038,-4201,-1877
2013-12-03,85200.0,85300.0,10235.0,5.3,3213,-2293,-920
2013-12-04,84600.0,84600.0,9824.0,5.26,2571,136,-2707
2013-12-05,84500.0,84000.0,8129.0,5.22,592,2100,-2857
2013-12-06,84100.0,83200.0,17540.0,5.17,920,-7072,6152
2013-12-09,84000.0,83700.0,5312.0,5.2,1254,-2142,888
2013-12-10,83700.0,85000.0,10005.0,5.28,2649,-392,-2276
2013-12-11,84100.0,83700.0,18148.0,5.2,4050,2575,-7400
2013-12-12,83600.0,84400.0,9253.0,5.25,1949,2549,-4080
2013-12-13,83500.0,83100.0,10390.0,5.17,1085,-1941,856
2013-12-16,83100.0,83000.0,8159.0,5.16,-3064,-1622,4035
2013-12-17,83400.0,81700.0,15253.0,5.08,-3104,-5456,8560
2013-12-18,81900.0,80500.0,11295.0,5.0,1297,-6583,4167
2013-12-19,81400.0,78600.0,23976.0,4.89,8521,-12408,3237
2013-12-20,78100.0,82000.0,16196.0,5.1,-5292,-3733,9025
2013-12-23,82200.0,81500.0,11840.0,5.07,-758,838,-1380
2013-12-24,81500.0,84200.0,10280.0,5.23,-4774,3259,1582
2013-12-26,84500.0,85200.0,12594.0,5.3,-5577,5536,154
2013-12-27,84900.0,87900.0,36733.0,5.47,-13534,6713,-2255
2013-12-30,88000.0,88300.0,16737.0,5.49,-170,4224,-4054
2014-01-02,88200.0,86500.0,10289.0,4.58,104,3289,-3393
2014-01-03,86400.0,85500.0,10763.0,4.52,-207,1461,-1274
2014-01-06,85000.0,83700.0,10852.0,4.43,2605,-226,-3579
2014-01-07,83100.0,83600.0,10896.0,4.42,995,-181,-814
2014-01-08,83700.0,86100.0,9008.0,4.55,-3490,2730,643
2014-01-09,85500.0,85300.0,14995.0,4.51,-1302,3902,-2944
2014-01-10,85200.0,83800.0,6992.0,4.43,1761,-2733,978
2014-01-13,83000.0,85500.0,10646.0,4.52,-4099,6184,-1935
2014-01-14,85000.0,84800.0,8089.0,4.49,654,630,-1241
2014-01-15,84800.0,85100.0,7270.0,4.5,-67,64,-1029
2014-01-16,85300.0,86300.0,6600.0,4.56,-1320,777,-197
2014-01-17,86300.0,85700.0,14501.0,4.53,5226,-309,-814
2014-01-20,85700.0,85000.0,6940.0,4.5,157,-747,1088
2014-01-21,84900.0,87600.0,9549.0,4.63,-1869,1508,361
2014-01-22,87400.0,85300.0,18644.0,4.51,6462,-5778,-351
2014-01-23,85300.0,83100.0,15695.0,4.4,2454,-881,-1573
2014-01-24,83000.0,83200.0,8226.0,4.4,-3516,2103,1653
2014-01-27,82800.0,81000.0,11254.0,4.28,2844,-1867,-977
2014-01-28,81300.0,80100.0,11758.0,4.24,2751,-1761,-990
2014-01-29,80900.0,82000.0,6958.0,4.34,-3212,2687,525
2014-02-03,82000.0,81100.0,5519.0,4.29,956,1807,-2764
2014-02-04,80100.0,79200.0,17800.0,4.19,3195,1405,-4578
2014-02-05,79100.0,79000.0,9190.0,4.18,3037,-3607,393
2014-02-06,79500.0,78200.0,19955.0,4.14,-2271,-5801,407
2014-02-07,78800.0,80500.0,17334.0,4.26,-249,-5166,4915
2014-02-10,81000.0,80400.0,22349.0,4.25,-5120,-2063,-1479
2014-02-11,80400.0,81700.0,16932.0,4.32,-2985,3638,-900
2014-02-12,81700.0,80800.0,10602.0,4.27,3993,-5201,1208
2014-02-13,80300.0,80100.0,6319.0,4.24,1934,-2489,570
2014-02-14,80000.0,80000.0,6352.0,4.23,-123,-1576,872
2014-02-17,81000.0,81400.0,8704.0,4.31,-1374,502,872
2014-02-18,81400.0,85800.0,27950.0,4.54,-9860,9260,850
2014-02-19,89600.0,98600.0,295633.0,5.22,-75304,84984,-7726
2014-02-20,101000.0,105000.0,190683.0,5.55,-60677,53402,-260
2014-02-21,104500.0,106000.0,70847.0,5.61,-7375,-4908,4821
2014-02-24,105500.0,106000.0,28826.0,5.61,-4188,1775,1513
2014-02-25,107000.0,104500.0,36806.0,5.53,-6602,2273,-33
2014-02-26,104500.0,104000.0,41560.0,5.5,-5851,3758,2273
2014-02-27,104000.0,106000.0,17922.0,5.61,-8751,8232,736
2014-02-28,106000.0,107500.0,36199.0,5.69,-9949,11603,-1230
2014-03-03,107500.0,112500.0,32795.0,5.95,-8613,14795,-6174
2014-03-04,110500.0,112000.0,25565.0,5.92,-1379,10160,-8715
2014-03-05,113000.0,110000.0,26546.0,5.82,1283,-1947,448
2014-03-06,109500.0,108500.0,41365.0,5.74,3326,-4225,2651
2014-03-07,109000.0,108000.0,19466.0,5.71,-5538,3054,2484
2014-03-10,108000.0,107000.0,13173.0,5.66,491,-4273,4966
2014-03-11,107000.0,105500.0,32927.0,5.58,-1619,-5678,6119
2014-03-12,106000.0,108500.0,38328.0,5.74,-15130,18453,-3323
2014-03-13,109500.0,111000.0,59605.0,5.87,-5244,5268,-3255
2014-03-14,111500.0,111000.0,48770.0,5.87,3514,11660,-15360
2014-03-17,110000.0,106000.0,38806.0,5.61,5732,4800,-10532
2014-03-18,106500.0,107000.0,26479.0,5.66,1405,-4379,3474
2014-03-19,108000.0,107000.0,27275.0,5.66,-3825,5976,-2121
2014-03-20,107000.0,106000.0,19796.0,5.61,416,395,-816
2014-03-21,107000.0,112500.0,21612.0,5.95,-10657,10042,613
2014-03-24,114000.0,112500.0,25251.0,5.95,-5061,13733,-8849
2014-03-25,114000.0,112500.0,20533.0,5.95,-5249,7386,-2154
2014-03-26,113000.0,109500.0,53836.0,5.79,17148,-8162,-8855
2014-03-27,109500.0,110000.0,15560.0,5.82,-155,-273,326
2014-03-28,110000.0,107500.0,17052.0,5.69,7916,-5445,-1009
2014-03-31,108500.0,107500.0,45325.0,5.69,10589,-3364,-2290
2014-04-01,107500.0,115500.0,68841.0,6.11,-14058,15242,2476
2014-04-02,116500.0,117500.0,39048.0,6.21,-9114,13605,-4336
2014-04-03,118500.0,119500.0,28207.0,6.32,-9867,9442,304
2014-04-04,121000.0,123000.0,57475.0,6.51,-12330,9803,1208
2014-04-07,123000.0,123000.0,26014.0,6.51,-5195,6977,-1623
2014-04-08,123000.0,125000.0,18211.0,6.61,-6242,7367,-1547
2014-04-09,125000.0,121000.0,21710.0,6.4,-3661,1857,2698
2014-04-10,123000.0,122000.0,33468.0,6.45,-4420,-10311,14121
2014-04-11,121500.0,121000.0,13975.0,6.4,1248,-5797,4369
2014-04-14,121000.0,120000.0,11931.0,6.35,1128,-5680,4900
2014-04-15,119500.0,119500.0,15919.0,6.32,-93,-5727,5770
2014-04-16,119000.0,122000.0,15936.0,6.45,-7106,4331,2691
2014-04-17,121500.0,118500.0,22870.0,6.27,3700,-207,-43
2014-04-18,119500.0,118500.0,9105.0,6.27,-1414,-2821,4235
2014-04-21,118500.0,119000.0,9041.0,6.29,-379,55,1085
2014-04-22,118500.0,119000.0,20564.0,6.29,2179,-3294,1115
2014-04-23,119000.0,114000.0,22601.0,6.03,4961,-5956,1000
2014-04-24,115000.0,118000.0,19403.0,6.24,-9541,6698,3043
2014-04-25,118500.0,119500.0,34648.0,6.32,-7870,9155,-2749
2014-04-28,120000.0,119000.0,17461.0,6.29,-2796,4698,-2164
2014-04-29,120500.0,122500.0,18702.0,6.48,-2600,-253,2851
2014-04-30,123500.0,123000.0,7560.0,6.51,-1299,3951,-2662
2014-05-02,123000.0,123000.0,14665.0,6.51,-2043,7816,-5773
2014-05-07,123500.0,123000.0,19821.0,6.51,1202,2204,-2326
2014-05-08,122000.0,125000.0,18937.0,6.61,-2492,3131,-543
2014-05-09,125000.0,124500.0,20850.0,6.58,-1097,6534,-2395
2014-05-12,124500.0,128000.0,13705.0,6.77,-2489,3917,-1784
2014-05-13,128500.0,130500.0,25905.0,6.9,-3909,6909,-3905
2014-05-14,130500.0,130500.0,13872.0,6.9,-1591,3389,-1818
2014-05-15,130500.0,128500.0,11614.0,6.8,2721,-4469,1577
2014-05-16,128500.0,125500.0,11226.0,6.64,207,-2093,1856
2014-05-19,125000.0,128500.0,19944.0,6.8,-5462,3621,1794
2014-05-20,127500.0,123500.0,23033.0,6.53,3627,-3760,144
2014-05-21,123500.0,126500.0,11496.0,6.69,-3245,-1897,5142
2014-05-22,125500.0,125000.0,6954.0,6.61,-1052,-204,1156
2014-05-23,125000.0,131000.0,28682.0,6.93,-7853,3641,4212
2014-05-26,130500.0,130500.0,20469.0,6.9,332,6237,-6577
2014-05-27,131000.0,128500.0,17679.0,6.8,1203,-915,-288
2014-05-28,127000.0,135000.0,35838.0,7.14,-6015,-1554,7569
2014-05-29,135500.0,133000.0,27400.0,7.03,4699,-4051,-333
2014-05-30,133000.0,129000.0,37670.0,6.82,1888,-6092,4351
2014-06-02,127000.0,128000.0,29573.0,6.77,-1569,-2540,3874
2014-06-03,126500.0,123000.0,19403.0,6.51,5633,-6225,829
2014-06-05,122000.0,119500.0,31433.0,6.32,8210,-14709,6489
2014-06-09,120000.0,116000.0,37043.0,6.14,5950,-15876,13481
2014-06-10,115500.0,120000.0,30634.0,6.35,-7555,-3092,11069
2014-06-11,118500.0,116000.0,36519.0,6.14,7485,-10553,5726
2014-06-12,116000.0,117500.0,41600.0,6.21,17272,-12255,-5502
2014-06-13,117000.0,115500.0,27271.0,6.11,4637,-4241,904
2014-06-16,116000.0,114500.0,15870.0,6.06,7188,-8468,1280
2014-06-17,115000.0,112000.0,15700.0,5.92,4075,-5779,1644
2014-06-18,113000.0,107000.0,47896.0,5.66,16856,-25202,8421
2014-06-19,108000.0,111500.0,66702.0,5.9,1904,-11196,10078
2014-06-20,111000.0,117500.0,40137.0,6.21,-6216,3023,120
2014-06-23,116500.0,116000.0,22410.0,6.14,-2443,12198,-9859
2014-06-24,115000.0,115500.0,8719.0,6.11,-771,634,42
2014-06-25,115500.0,108500.0,47297.0,5.74,12200,-4450,-7388
2014-06-26,109000.0,103000.0,80378.0,5.45,8830,-24836,15756
2014-06-27,103500.0,108500.0,64440.0,5.74,-21566,5785,14951
2014-06-30,109000.0,114500.0,58516.0,6.06,-21338,27651,-6289
2014-07-01,113500.0,114000.0,23084.0,6.03,52,-2653,2231
2014-07-02,114000.0,114000.0,22664.0,6.03,-892,2040,-1664
2014-07-03,115500.0,119000.0,35716.0,6.29,-14666,14427,239
2014-07-04,119000.0,114500.0,22059.0,6.06,7181,-5420,-825
2014-07-07,114000.0,115000.0,32701.0,6.08,-15530,15804,-411
2014-07-08,115500.0,118000.0,18609.0,6.24,-4604,6747,-2372
2014-07-09,117500.0,120500.0,45936.0,6.37,-10334,2214,7999
2014-07-10,121000.0,118000.0,26222.0,6.24,-1133,3181,-3925
2014-07-11,117500.0,119500.0,21346.0,6.32,1267,-450,-1181
2014-07-14,102000.0,102000.0,268176.0,5.39,95215,-83487,-2679
2014-07-15,100500.0,99100.0,344104.0,5.24,64219,-81582,22971
2014-07-16,100000.0,99700.0,135859.0,5.27,-3875,3613,-172
2014-07-17,100000.0,99800.0,59023.0,5.28,4618,-5011,-146
2014-07-18,99100.0,99500.0,41583.0,5.26,2638,641,-4336
2014-07-21,99800.0,97900.0,39534.0,5.18,9705,-4238,-6285
2014-07-22,98000.0,96100.0,63296.0,5.08,5316,-6139,-925
2014-07-23,96500.0,97200.0,26327.0,5.14,-5652,2717,3396
2014-07-24,97200.0,96000.0,49894.0,5.08,7530,-18894,11031
2014-07-25,96600.0,94200.0,68917.0,4.98,30978,-37324,6384
2014-07-28,94900.0,94000.0,35139.0,4.97,2340,-6939,4689
2014-07-29,94400.0,92600.0,55197.0,4.9,15421,-13994,-1383
2014-07-30,93000.0,97500.0,57623.0,5.16,-14367,15231,-4316
2014-07-31,96800.0,95700.0,37795.0,5.06,11927,-3894,-8873
2014-08-01,95000.0,98500.0,42107.0,5.21,-17733,14562,2490
2014-08-04,98800.0,97900.0,28466.0,5.18,-3088,12981,-9893
2014-08-05,98000.0,98900.0,24071.0,5.23,-1322,2323,-3553
2014-08-06,98900.0,96000.0,24929.0,5.08,10308,-5848,-4606
2014-08-07,95800.0,96500.0,18745.0,5.1,-5405,-1658,5255
2014-08-08,96800.0,96100.0,16755.0,5.08,-3771,-390,1236
2014-08-11,96600.0,95800.0,13240.0,5.07,3975,-4599,-1193
2014-08-12,96400.0,95400.0,15942.0,5.05,4646,-7673,1583
2014-08-13,95400.0,92500.0,41860.0,4.89,24165,-19215,-5150
2014-08-14,92500.0,94200.0,22558.0,4.98,-5212,-10356,15667
2014-08-18,94200.0,94200.0,11663.0,4.98,20,-733,713
2014-08-19,94300.0,95800.0,16460.0,5.07,-4112,2564,1548
2014-08-20,95800.0,94100.0,15001.0,4.98,3704,-3139,-290
2014-08-21,94200.0,94000.0,13636.0,4.97,528,-5957,6220
2014-08-22,94100.0,93000.0,11695.0,4.92,4325,-2307,-1983
2014-08-25,92100.0,89500.0,49877.0,4.73,17986,-10935,-6680
2014-08-26,89300.0,92200.0,22540.0,4.88,-7911,1451,4852
2014-08-27,92400.0,92500.0,17249.0,4.89,-762,8385,-8122
2014-08-28,92600.0,92100.0,13512.0,4.87,2093,-2287,-249
2014-08-29,91700.0,93500.0,13591.0,4.95,3225,-550,-4744
2014-09-01,93500.0,93800.0,15847.0,4.96,2537,1748,-4313
2014-09-02,94700.0,95500.0,17297.0,5.05,-3013,2616,151
2014-09-03,95000.0,95200.0,16131.0,5.04,6357,-1504,-4947
2014-09-04,95700.0,95200.0,11365.0,5.04,2499,-1123,-1581
2014-09-05,95200.0,95800.0,8873.0,5.07,-2414,-253,1165
2014-09-11,95900.0,93600.0,16197.0,4.95,8511,-6602,-2005
2014-09-12,94100.0,95900.0,16716.0,5.07,-3416,777,869
2014-09-15,95900.0,95100.0,13950.0,5.03,5920,-6049,447
2014-09-16,95100.0,97400.0,24596.0,5.15,-3912,1435,2153
2014-09-17,98000.0,96400.0,14223.0,5.1,2617,-521,-2570
2014-09-18,96000.0,97600.0,21484.0,5.16,-1149,338,1091
2014-09-19,97600.0,98500.0,31974.0,5.21,293,-3317,3766
2014-09-22,98600.0,96300.0,12385.0,5.09,4518,-550,-4187
2014-09-23,96300.0,95100.0,17800.0,5.03,-434,515,-1706
2014-09-24,94700.0,95000.0,17880.0,5.02,-22,-2835,2247
2014-09-25,95800.0,95700.0,16651.0,5.06,-391,-4031,3517
2014-09-26,94800.0,94300.0,15421.0,4.99,4773,-5237,-1638
2014-09-29,93500.0,92200.0,25862.0,4.88,6163,-5443,-5654
2014-09-30,91600.0,92200.0,17772.0,4.88,-3340,4730,-729
2014-10-01,92200.0,90000.0,28786.0,4.76,7515,889,-7798
2014-10-02,89900.0,91300.0,29936.0,4.83,-728,2417,-2239
2014-10-06,92000.0,89300.0,24282.0,4.72,3651,-334,-3331
2014-10-07,89900.0,88300.0,16450.0,4.67,4976,-7610,2634
2014-10-08,87900.0,90100.0,8111.0,4.77,-2789,1179,1260
2014-10-10,89700.0,87000.0,21922.0,4.6,5932,3892,-10404
2014-10-13,86200.0,83100.0,15729.0,4.4,3248,-1514,-2344
2014-10-14,81000.0,84200.0,20064.0,4.45,1702,1474,-2826
2014-10-15,84700.0,84900.0,11969.0,4.49,-1183,833,374
2014-10-16,84800.0,85100.0,21635.0,4.5,1844,996,-4087
2014-10-17,86000.0,86600.0,37631.0,4.58,3554,-8705,4388
2014-10-20,86800.0,84900.0,20911.0,4.49,3363,-6192,3475
2014-10-21,84300.0,84700.0,17777.0,4.48,770,-5235,3445
2014-10-22,85500.0,86700.0,16077.0,4.59,-5947,807,6118
2014-10-23,85900.0,85400.0,31791.0,4.52,12563,-16701,2658
2014-10-24,85500.0,83200.0,17113.0,4.4,8695,-7360,-1211
2014-10-27,83300.0,82500.0,20065.0,4.36,8643,-13296,4320
2014-10-28,81400.0,82400.0,10632.0,4.36,2713,-5057,1980
2014-10-29,83000.0,83900.0,12940.0,4.44,566,-2959,2393
2014-10-30,84400.0,82500.0,10758.0,4.36,4497,-1467,-3012
2014-10-31,82200.0,82800.0,13472.0,4.38,1515,949,-2523
2014-11-03,82800.0,84600.0,14321.0,4.47,-1431,1419,1049
2014-11-04,84200.0,84400.0,21520.0,4.46,-1263,8121,-7101
2014-11-05,85200.0,86200.0,16326.0,4.56,-561,2293,-1742
2014-11-06,86200.0,86200.0,14437.0,4.56,1221,860,-1896
2014-11-07,87000.0,86800.0,11543.0,4.59,27,171,11
2014-11-10,87000.0,89400.0,19870.0,4.73,974,-2375,1701
2014-11-11,88800.0,86000.0,15449.0,4.55,8477,-3673,-4417
2014-11-12,86000.0,85100.0,15327.0,4.5,5215,-5010,1773
2014-11-13,86000.0,87300.0,12361.0,4.62,-32,-2846,3526
2014-11-14,86700.0,87200.0,5739.0,4.61,-1061,-741,1687
2014-11-17,86400.0,88900.0,10505.0,4.7,-1837,2062,-230
2014-11-18,88200.0,88400.0,9774.0,4.68,2250,-2909,800
2014-11-19,88400.0,88400.0,12081.0,4.68,-699,508,339
2014-11-20,88500.0,87900.0,19265.0,4.65,6360,-7663,1322
2014-11-21,87900.0,88800.0,6329.0,4.7,-256,-586,-192
2014-11-24,89100.0,90400.0,23890.0,4.78,176,-966,797
2014-11-25,89900.0,89000.0,13642.0,4.71,5535,-3838,1017
2014-11-26,88400.0,86900.0,18282.0,4.6,2980,-5516,5234
2014-11-27,86700.0,87200.0,14022.0,4.61,4186,-3791,2342
2014-11-28,87300.0,86600.0,21119.0,4.58,5423,-1390,130
2014-12-01,85900.0,82900.0,32302.0,4.38,17567,-4463,-7676
2014-12-02,82800.0,81100.0,33438.0,4.29,16970,-12655,301
2014-12-03,81100.0,82000.0,27314.0,4.34,9174,-7844,4083
2014-12-04,82200.0,84800.0,22201.0,4.49,-3933,-1065,5433
2014-12-05,84200.0,85000.0,10339.0,4.5,-1443,3571,-1962
2014-12-08,84600.0,86500.0,15558.0,4.58,-6337,5177,2019
2014-12-09,85600.0,84500.0,10145.0,4.47,2642,-2110,-457
2014-12-10,84200.0,82800.0,13214.0,4.38,660,393,214
2014-12-11,82700.0,81900.0,19696.0,4.33,10265,-9166,-1475
2014-12-12,82000.0,81600.0,13283.0,4.32,6632,-5073,-2537
2014-12-15,81600.0,81500.0,9930.0,4.31,1844,-3272,1186
2014-12-16,81500.0,80700.0,12173.0,4.27,3807,-946,-3073
2014-12-17,81100.0,82500.0,8463.0,4.36,-1808,1611,270
2014-12-18,82900.0,81200.0,27191.0,4.29,8593,4521,-13255
2014-12-19,80500.0,81800.0,6170.0,4.33,-1428,1055,373
2014-12-22,81800.0,80500.0,9524.0,4.26,3830,-506,-3324
2014-12-23,81000.0,80600.0,7357.0,4.26,518,1348,-1732
2014-12-24,80800.0,80700.0,10462.0,4.27,2312,1567,-3142
2014-12-26,80800.0,81600.0,21041.0,4.32,-4067,2879,1592
2014-12-29,82000.0,81200.0,9825.0,4.29,-1002,5084,-4089
2014-12-30,80900.0,79400.0,23495.0,4.2,5558,-4563,-690
2015-01-02,78800.0,78400.0,23519.0,6.56,9950,-9208,-587
2015-01-05,78100.0,80100.0,19522.0,6.7,-3557,3784,944
2015-01-06,78900.0,77700.0,19106.0,6.5,8781,-2009,-6166
2015-01-07,77700.0,77700.0,22999.0,6.5,-2763,-1666,3114
2015-01-08,77700.0,77600.0,14923.0,6.49,6744,-4152,-2114
2015-01-09,78300.0,77900.0,22004.0,6.52,3624,-6819,3273
2015-01-12,77700.0,78000.0,19785.0,6.53,3049,-5217,-902
2015-01-13,78000.0,77400.0,18667.0,6.48,5284,-4355,-3197
2015-01-14,77300.0,77400.0,8893.0,6.48,890,714,-1604
2015-01-15,77200.0,77500.0,19396.0,6.48,-1777,-3759,-3526
2015-01-16,77400.0,75900.0,15569.0,6.35,3591,-1796,-3178
2015-01-19,75900.0,75900.0,24494.0,6.35,-1122,-10013,4918
2015-01-20,76300.0,75500.0,21826.0,6.32,9049,-6233,-4265
2015-01-21,75600.0,75400.0,17704.0,6.31,777,-5939,-3451
2015-01-22,75900.0,76000.0,22251.0,6.36,9578,-6309,-3343
2015-01-23,76800.0,75900.0,10184.0,6.35,4430,-2049,-2348
2015-01-26,76500.0,75900.0,11239.0,6.35,557,-721,33
2015-01-27,77000.0,76500.0,11604.0,6.4,-2675,2404,450
2015-01-28,76800.0,77600.0,10642.0,6.49,425,-22,-344
2015-01-29,77600.0,76900.0,11238.0,6.43,2126,1897,-3889
2015-01-30,77400.0,76500.0,13970.0,6.4,821,-1255,651
2015-02-02,76400.0,77400.0,16382.0,6.48,-1297,1209,1741
2015-02-03,77500.0,77500.0,18660.0,6.48,1493,-1327,2098
2015-02-04,77900.0,79000.0,40474.0,6.61,-43,-2738,8469
2015-02-05,79400.0,79200.0,28815.0,6.63,-3356,6219,-217
2015-02-06,79700.0,79000.0,14385.0,6.61,-101,1969,93
2015-02-09,79000.0,79900.0,16179.0,6.69,2692,478,-1736
2015-02-10,79900.0,79100.0,15698.0,6.62,860,1913,-2561
2015-02-11,79200.0,79200.0,11822.0,6.63,2659,-3607,1411
2015-02-12,79800.0,78300.0,16455.0,6.55,-308,-35,967
2015-02-13,78300.0,82800.0,32337.0,6.93,-11906,3397,8698
2015-02-16,83000.0,83000.0,13945.0,6.94,208,358,-1198
2015-02-17,83000.0,81900.0,9238.0,6.85,168,-1293,1002
2015-02-23,82000.0,84700.0,17327.0,7.09,-3202,-2394,5486
2015-02-24,84100.0,83900.0,18569.0,7.02,2455,-6812,5145
2015-02-25,84900.0,84900.0,13821.0,7.1,-1024,808,216
2015-02-26,85500.0,85800.0,9752.0,7.18,-2637,-93,2760
2015-02-27,85800.0,84400.0,16263.0,7.06,4640,-6628,1998
2015-03-02,84400.0,83600.0,31712.0,6.99,7150,-10901,3980
2015-03-03,83100.0,83000.0,24508.0,6.94,7791,-5302,-1657
2015-03-04,82900.0,84300.0,14057.0,7.05,-275,-1187,1297
2015-03-05,84300.0,84500.0,14198.0,7.07,3858,-2655,-1190
2015-03-06,85100.0,84900.0,15834.0,7.1,827,-1772,906
2015-03-09,85100.0,83200.0,12969.0,6.96,814,737,-1463
2015-03-10,83300.0,83200.0,19577.0,6.96,5500,-6594,1287
2015-03-11,82500.0,81200.0,23247.0,6.79,9416,-8136,-1255
2015-03-12,80800.0,80900.0,18624.0,6.77,4154,-5058,906
2015-03-13,81100.0,81500.0,16401.0,6.82,2945,-5057,3972
2015-03-16,81800.0,80900.0,13653.0,6.77,3709,-3828,-38
2015-03-17,80700.0,81700.0,14268.0,6.84,391,-5258,4847
2015-03-18,81800.0,81200.0,13685.0,6.79,4804,-5740,966
2015-03-19,81600.0,80300.0,36081.0,6.72,14970,-18371,3723
2015-03-20,80100.0,79800.0,36694.0,6.68,10424,-14811,4916
2015-03-23,80100.0,80400.0,15875.0,6.73,-1865,-1399,3467
2015-03-24,80800.0,81300.0,12892.0,6.8,1527,-5266,3734
2015-03-25,81000.0,81300.0,8395.0,6.8,-2367,217,2049
2015-03-26,81200.0,81500.0,8434.0,6.82,-1333,328,994
2015-03-27,82200.0,80000.0,26962.0,6.69,14905,-11388,-3688
2015-03-30,80100.0,79000.0,23249.0,6.61,5967,-5610,-357
2015-03-31,79400.0,80300.0,12588.0,6.72,-2055,955,1098
2015-04-01,80300.0,79100.0,12270.0,6.62,2298,481,-1777
2015-04-02,79300.0,79400.0,9481.0,6.64,2078,-2835,757
2015-04-03,80400.0,81700.0,15299.0,6.84,-5684,5637,45
2015-04-06,82000.0,82200.0,41433.0,6.88,6974,-4990,-1872
2015-04-07,83000.0,81800.0,30572.0,6.84,2827,-2562,2278
2015-04-08,81800.0,83400.0,30437.0,6.98,4029,-1256,959
2015-04-09,83700.0,82900.0,14045.0,6.94,1699,-375,-1324
2015-04-10,83100.0,84400.0,23664.0,7.06,-1537,929,164
2015-04-13,84600.0,84000.0,35654.0,7.03,-3858,-416,3179
2015-04-14,84700.0,86400.0,42987.0,7.23,-2582,-1349,4785
2015-04-15,87300.0,86300.0,22832.0,7.22,591,375,-2822
2015-04-16,86400.0,85400.0,17322.0,7.15,1712,-2727,741
2015-04-17,85400.0,86000.0,35388.0,7.2,-7225,4547,2836
2015-04-20,85500.0,84900.0,16090.0,7.1,1196,-97,-1342
2015-04-21,85100.0,86500.0,26830.0,7.24,-2706,-1296,4098
2015-04-22,86500.0,83900.0,29531.0,7.02,7897,-1079,-6813
2015-04-23,84700.0,84300.0,22362.0,7.05,-5222,1773,3536
2015-04-24,83800.0,84700.0,24026.0,7.09,1614,-5346,3735
2015-04-27,84700.0,84300.0,15383.0,7.05,-1220,-783,2018
2015-04-28,84600.0,84500.0,13898.0,7.07,-648,1359,-717
2015-04-29,85000.0,84000.0,16755.0,7.03,-3744,2805,761
2015-04-30,84100.0,81400.0,19123.0,6.81,7169,-5629,-1612
2015-05-04,82400.0,81900.0,14010.0,6.85,4045,-6702,2657
2015-05-06,81900.0,80000.0,19529.0,6.69,3412,-2533,-971
2015-05-07,80400.0,79300.0,23049.0,6.63,10085,-8835,-1426
2015-05-08,79900.0,80800.0,15408.0,6.76,1258,-1552,283
2015-05-11,80900.0,80900.0,15356.0,6.77,1541,2377,-3465
2015-05-12,80900.0,82800.0,16966.0,6.93,-933,-1476,2364
2015-05-13,83000.0,83100.0,11744.0,6.95,2213,-2503,286
2015-05-14,83900.0,82800.0,12877.0,6.93,350,-2290,2046
2015-05-15,83500.0,82700.0,18641.0,6.92,-5006,1376,3621
2015-05-18,81700.0,80700.0,23354.0,6.75,2201,875,-2277
2015-05-19,80500.0,79900.0,25755.0,6.69,2448,1249,-3496
2015-05-20,79600.0,77200.0,52860.0,6.46,18039,3184,-20720
2015-05-21,77300.0,76400.0,22596.0,6.39,7557,-3188,-4457
2015-05-22,76800.0,76400.0,27076.0,6.39,5745,-3329,-2350
