Symbol,효성_시가(원),효성_종가(원),효성_거래량(주),효성_PER(IFRS-연결),효성_순매수수량(개인)(주),효성_순매수수량(기관계)(주),효성_순매수수량(외국인계)(주)
2014-04-10,73900.0,74300.0,170393.0,,-11234,15262,-947
2014-04-11,73600.0,73600.0,126509.0,,26200,-11724,-20165
2014-04-14,73100.0,72400.0,130886.0,,27967,-9219,-11931
2014-04-15,72500.0,72600.0,84311.0,,-6940,9288,-2148
2014-04-16,72600.0,72400.0,73293.0,,24454,-20917,-2502
2014-04-17,72600.0,72800.0,74783.0,,7919,-1390,1035
2014-04-18,72400.0,72800.0,203643.0,,5632,39510,-31943
2014-04-21,72600.0,72900.0,59756.0,,9132,-4343,-3099
2014-04-22,72500.0,73000.0,136810.0,,-34720,25251,2385
2014-04-23,73200.0,74100.0,253847.0,,5335,16956,-19649
2014-04-24,74000.0,72400.0,169504.0,,39040,-23416,-16769
2014-04-25,72100.0,71400.0,229075.0,,6301,-1043,-7701
2014-04-28,71000.0,70800.0,111933.0,,17809,-5256,-11445
2014-04-29,70700.0,73100.0,150216.0,,-47951,41053,7410
2014-04-30,73100.0,73700.0,166574.0,,-60589,68412,-6884
2014-05-02,73700.0,73400.0,56449.0,,3869,1626,-6419
2014-05-07,73700.0,74200.0,127273.0,,-23265,19625,4468
2014-05-08,73900.0,73300.0,136755.0,,12835,14901,-27747
2014-05-09,71500.0,71700.0,313856.0,,40627,-54609,5253
2014-05-12,71500.0,70100.0,231812.0,,6699,16154,-29141
2014-05-13,70000.0,70700.0,138830.0,,-21265,24308,-2567
2014-05-14,71000.0,71000.0,165590.0,,-5834,53805,-50571
2014-05-15,71000.0,70900.0,140787.0,,-3962,10132,-5770
2014-05-16,70800.0,72000.0,187040.0,,-32636,-554,36082
2014-05-19,72400.0,72300.0,127941.0,,-8868,36195,-27147
2014-05-20,71600.0,70200.0,184355.0,,15965,-16659,936
2014-05-21,70400.0,70400.0,86449.0,,-12816,4221,8973
2014-05-22,70600.0,71800.0,104923.0,,-32375,31446,-621
2014-05-23,72100.0,71300.0,84890.0,,1380,-12613,10968
2014-05-26,71300.0,70500.0,99105.0,,15839,-17623,13439
2014-05-27,71100.0,70800.0,68814.0,,-6844,350,8498
2014-05-28,70800.0,71000.0,114540.0,,13056,-15841,5113
2014-05-29,70600.0,69700.0,228341.0,,29869,-15438,-10317
2014-05-30,69100.0,68300.0,357426.0,,36089,-25779,-9765
2014-06-02,68000.0,68000.0,119907.0,,9896,2148,-11954
2014-06-03,67400.0,65100.0,332566.0,,88116,-86065,-5476
2014-06-05,64700.0,65800.0,232479.0,,72759,-40488,-32537
2014-06-09,65200.0,65900.0,123517.0,,29674,9750,-39614
2014-06-10,65900.0,66900.0,127696.0,,33457,15673,-42679
2014-06-11,67000.0,66500.0,108257.0,,48156,-10853,-34873
2014-06-12,66400.0,66500.0,112783.0,,17331,17039,-33806
2014-06-13,66400.0,67000.0,186469.0,,40825,8916,-48134
2014-06-16,66200.0,65100.0,237072.0,,98726,-54105,-45829
2014-06-17,65200.0,66000.0,183568.0,,12409,-39866,27777
2014-06-18,66500.0,66200.0,103055.0,,27884,-40836,6829
2014-06-19,65600.0,67700.0,122945.0,,-24891,24626,-4532
2014-06-20,67700.0,66800.0,99164.0,,15039,-1710,-14259
2014-06-23,66000.0,65600.0,204242.0,,46646,30983,-81381
2014-06-24,65200.0,66000.0,93342.0,,8843,14509,-23114
2014-06-25,65700.0,66600.0,147389.0,,-4472,23511,-19129
2014-06-26,66700.0,67300.0,96319.0,,-1051,13298,-12821
2014-06-27,67500.0,67700.0,100167.0,,-27223,30954,-4474
2014-06-30,68100.0,67600.0,60848.0,,3040,1464,-5202
2014-07-01,67400.0,67000.0,130416.0,,3433,-3703,-4
2014-07-02,67100.0,67700.0,148649.0,,15125,34901,-18026
2014-07-03,67700.0,66600.0,88725.0,,20127,-10915,4837
2014-07-04,67000.0,67800.0,77905.0,,-14161,-4439,19259
2014-07-07,68000.0,67300.0,73729.0,,12103,-9694,-2409
2014-07-08,66800.0,66100.0,105235.0,,26422,-29423,4242
2014-07-09,66100.0,64500.0,227865.0,,96994,-100165,4669
2014-07-10,65800.0,67300.0,263866.0,,-51231,45070,5086
2014-07-11,66800.0,66000.0,97882.0,,26018,-5916,-19802
2014-07-14,66600.0,66300.0,88477.0,,-17100,24305,-6566
2014-07-15,67000.0,68500.0,317695.0,,33207,-22368,-8015
2014-07-16,68500.0,68200.0,207143.0,,77937,26675,-104858
2014-07-17,68600.0,70500.0,284308.0,,-61417,91872,-35856
2014-07-18,70100.0,71100.0,231581.0,,-13483,71830,-57640
2014-07-21,71200.0,71700.0,182147.0,,-74967,79835,-14840
2014-07-22,71300.0,70600.0,130429.0,,11125,621,-11360
2014-07-23,70500.0,70700.0,119850.0,,3974,-9267,8294
2014-07-24,71000.0,70500.0,93002.0,,-15026,17991,-2965
2014-07-25,70000.0,71600.0,108790.0,,-14679,16179,-9480
2014-07-28,71600.0,71700.0,158941.0,,17424,-7402,-13570
2014-07-29,72300.0,73700.0,350921.0,,-96628,98995,-1595
2014-07-30,74300.0,73900.0,223965.0,,-25485,35462,-10309
2014-07-31,76500.0,75100.0,329800.0,,-79238,82436,3985
2014-08-01,74700.0,77000.0,239664.0,,-100360,76257,23480
2014-08-04,77200.0,76500.0,179655.0,,-28272,38667,-12608
2014-08-05,77000.0,74500.0,201757.0,,-5106,-10968,15529
2014-08-06,74800.0,74200.0,114358.0,,-677,-11156,13861
2014-08-07,74200.0,75400.0,99992.0,,-18099,8665,9525
2014-08-08,75400.0,73500.0,116705.0,,1315,8984,-9447
2014-08-11,74300.0,72900.0,127205.0,,-3282,-1211,3977
2014-08-12,73000.0,73000.0,183437.0,,-13635,-25536,38555
2014-08-13,73000.0,74300.0,97770.0,,-25096,-6602,30904
2014-08-14,74300.0,74700.0,109820.0,,-37252,10493,30826
2014-08-18,74700.0,74100.0,93293.0,,-5208,1985,3492
2014-08-19,74700.0,75000.0,133585.0,,-19837,26575,-8905
2014-08-20,75000.0,75700.0,154726.0,,-8296,8007,-4418
2014-08-21,76300.0,74900.0,149480.0,,-26052,-2169,27381
2014-08-22,75500.0,77400.0,245167.0,,-52353,-1594,67910
2014-08-25,77400.0,77900.0,166120.0,,-23100,-2409,27267
2014-08-26,77800.0,77200.0,128501.0,,-23892,21693,2299
2014-08-27,77400.0,79200.0,150453.0,,-38980,14735,23027
2014-08-28,78900.0,79200.0,188988.0,,-10365,26983,-4047
2014-08-29,78900.0,78400.0,115215.0,,18095,10375,-29315
2014-09-01,78000.0,79500.0,108054.0,,-4524,5504,-992
2014-09-02,79500.0,78800.0,106817.0,,7446,4555,-8953
2014-09-03,79200.0,78800.0,127319.0,,-17412,10779,8695
2014-09-04,79300.0,80000.0,187116.0,,-27872,12040,18979
2014-09-05,80100.0,81900.0,184820.0,,-42009,49144,-20533
2014-09-11,82000.0,82000.0,151598.0,,-8921,24291,-14213
2014-09-12,82500.0,81500.0,158436.0,,-2680,35683,-34053
2014-09-15,81300.0,80500.0,116907.0,,4544,1408,-4080
2014-09-16,80500.0,80800.0,121753.0,,-5978,13637,-959
2014-09-17,81300.0,80700.0,114416.0,,-10408,-10950,18226
2014-09-18,80700.0,78800.0,164765.0,,9732,19494,-30079
2014-09-19,79600.0,79800.0,179436.0,,7869,-5983,3661
2014-09-22,79900.0,78100.0,182213.0,,-11411,34757,-19390
2014-09-23,77800.0,78000.0,272775.0,,-12457,-8768,24070
2014-09-24,77600.0,76000.0,398438.0,,114023,-122563,11000
2014-09-25,76500.0,76900.0,202922.0,,-11447,-41518,54170
2014-09-26,76300.0,76600.0,109168.0,,772,-10968,8206
2014-09-29,76400.0,74000.0,233620.0,,31583,-47404,13784
2014-09-30,73600.0,75600.0,147875.0,,-39517,-1283,42817
2014-10-01,75000.0,76700.0,202780.0,,-80243,13371,59314
2014-10-02,76600.0,76500.0,177946.0,,-34499,22463,8950
2014-10-06,76500.0,75200.0,151464.0,,31183,-30725,5254
2014-10-07,75500.0,77800.0,167467.0,,-66259,77746,-12937
2014-10-08,76700.0,77600.0,103647.0,,1538,29712,-31941
2014-10-10,77600.0,75600.0,132611.0,,-3565,-1227,5004
2014-10-13,74500.0,71300.0,169480.0,,2067,-29386,27669
2014-10-14,71600.0,72900.0,159493.0,,-38375,-26820,64744
2014-10-15,72900.0,71300.0,129055.0,,18522,-59336,40174
2014-10-16,70000.0,71200.0,97103.0,,-6371,-14958,21711
2014-10-17,71800.0,68500.0,222256.0,,-23521,-23463,46817
2014-10-20,69500.0,69200.0,139320.0,,-20242,-6687,27334
2014-10-21,69400.0,67100.0,180234.0,,19520,-61477,46003
2014-10-22,68700.0,68600.0,179103.0,,-20123,-47804,67335
2014-10-23,68000.0,66000.0,376793.0,,94337,-133172,48965
2014-10-24,66500.0,66500.0,175275.0,,3636,-24663,20713
2014-10-27,67200.0,68500.0,150904.0,,-18930,13659,5163
2014-10-28,68600.0,67500.0,81350.0,,27969,-12103,-11306
2014-10-29,67800.0,71400.0,296137.0,,-111246,7324,103721
2014-10-30,68600.0,65800.0,585841.0,,141968,-84389,-63939
2014-10-31,66100.0,63500.0,285124.0,,45515,-16890,-29825
2014-11-03,63500.0,62400.0,181911.0,,27333,-20043,7340
2014-11-04,62000.0,59900.0,355266.0,,154979,-152993,4500
2014-11-05,59000.0,60000.0,166032.0,,47119,-26265,-14890
2014-11-06,60100.0,60900.0,188408.0,,70003,-46442,-14466
2014-11-07,60400.0,61200.0,123088.0,,46887,-29112,-17873
2014-11-10,61100.0,60700.0,173101.0,,45729,-23834,-21671
2014-11-11,60500.0,62600.0,172860.0,,-5090,-4918,11187
2014-11-12,62400.0,62900.0,182301.0,,14145,21054,-27781
2014-11-13,63200.0,62800.0,134726.0,,-9637,27969,-8678
2014-11-14,63500.0,62900.0,159648.0,,11920,-13589,2800
2014-11-17,62700.0,62100.0,209063.0,,63599,-15620,-51384
2014-11-18,61600.0,62700.0,94193.0,,-2579,18113,-17536
2014-11-19,62700.0,61200.0,212693.0,,100146,-44349,-55099
2014-11-20,61200.0,62300.0,94973.0,,-19532,14751,7970
2014-11-21,62400.0,64200.0,208507.0,,-63822,97334,-31618
2014-11-24,65000.0,67000.0,417548.0,,-54390,125410,-72049
2014-11-25,69000.0,70400.0,551686.0,,-84943,119907,-42679
2014-11-26,70000.0,70400.0,240201.0,,4566,52926,-58154
2014-11-27,70400.0,68000.0,132918.0,,27113,-4981,-22216
2014-11-28,67000.0,69300.0,165277.0,,-344,29687,-31301
2014-12-01,68100.0,67800.0,133232.0,,5353,37963,-43666
2014-12-02,67800.0,67000.0,123728.0,,11345,13362,-24712
2014-12-03,67100.0,67900.0,127152.0,,13322,24986,-39248
2014-12-04,67900.0,69900.0,158133.0,,-65933,78778,-16110
2014-12-05,68900.0,69000.0,103775.0,,-12874,55271,-41633
2014-12-08,69300.0,68900.0,104577.0,,-46717,57449,-10099
2014-12-09,68900.0,68800.0,82966.0,,-15740,20696,-10404
2014-12-10,68100.0,66800.0,128879.0,,-22122,46238,-18751
2014-12-11,66100.0,66800.0,173820.0,,-9298,70451,-58985
2014-12-12,67100.0,68800.0,126008.0,,-18128,59744,-41282
2014-12-15,68100.0,68900.0,112310.0,,-2418,52896,-50174
2014-12-16,68400.0,68500.0,166848.0,,-39501,86727,-48965
2014-12-17,69300.0,70000.0,200460.0,,-49362,85496,-34716
2014-12-18,70900.0,69800.0,193519.0,,-8710,46555,-38216
2014-12-19,70400.0,68900.0,145516.0,,36123,20724,-56967
2014-12-22,69300.0,69500.0,95117.0,,-23525,13862,10033
2014-12-23,69600.0,68700.0,72175.0,,702,13059,-13722
2014-12-24,68700.0,67900.0,103146.0,,13383,-24596,12668
2014-12-26,68000.0,70000.0,117318.0,,-46000,26810,21052
2014-12-29,70000.0,70000.0,133358.0,,-1193,28434,-29816
2014-12-30,69300.0,68400.0,182525.0,,32437,13889,-45206
2015-01-02,67500.0,67100.0,115176.0,8.75,51339,-51587,266
2015-01-05,67100.0,67000.0,133121.0,8.74,21153,-17121,-8389
2015-01-06,65500.0,64700.0,175332.0,8.44,42699,-33111,-11043
2015-01-07,64600.0,65200.0,97886.0,8.5,14613,-7795,-6752
2015-01-08,65600.0,67200.0,140728.0,8.77,-19408,16887,-10246
2015-01-09,67800.0,67500.0,112881.0,8.8,19395,-21251,-1225
2015-01-12,67500.0,69600.0,256837.0,9.08,-31764,81666,-53788
2015-01-13,70100.0,69200.0,105982.0,9.03,-3907,26651,-23907
2015-01-14,68600.0,67700.0,97750.0,8.83,32645,-12808,-22737
2015-01-15,67700.0,68400.0,125991.0,8.92,36541,4957,-46455
2015-01-16,69400.0,72300.0,330527.0,9.43,-71110,79165,1740
2015-01-19,73500.0,73800.0,295015.0,9.63,-36529,36528,1663
2015-01-20,74500.0,74500.0,125151.0,9.72,-38623,37496,-2231
2015-01-21,73900.0,74500.0,115775.0,9.72,-8131,20908,-14558
2015-01-22,73400.0,72600.0,158253.0,9.47,-12530,-11403,21306
2015-01-23,73300.0,73600.0,126525.0,9.6,-44123,-17943,62216
2015-01-26,73000.0,72400.0,58176.0,9.44,-4206,14495,-10349
2015-01-27,73000.0,75500.0,155291.0,9.85,-56983,39188,18547
2015-01-28,75200.0,74600.0,126648.0,9.73,24271,-16925,-7899
2015-01-29,74100.0,73000.0,137659.0,9.52,33877,-33467,6
2015-01-30,73500.0,72600.0,95219.0,9.47,3926,-3163,-659
2015-02-02,72900.0,74200.0,104586.0,9.68,8253,-16537,11627
2015-02-03,74500.0,74100.0,115451.0,9.67,25180,-29220,3197
2015-02-04,75000.0,76900.0,173891.0,10.03,-48761,54437,934
2015-02-05,78300.0,72500.0,434821.0,9.46,104233,-90613,-20218
2015-02-06,73000.0,73700.0,223385.0,9.61,-25755,-35782,63038
2015-02-09,73700.0,74900.0,192752.0,9.77,-44866,-2414,44507
2015-02-10,75100.0,74500.0,128361.0,9.72,-20313,-17442,38355
2015-02-11,75000.0,76200.0,174213.0,9.94,-63062,10103,49853
2015-02-12,76000.0,74500.0,124582.0,9.72,9081,-26216,19515
2015-02-13,75000.0,73300.0,114977.0,9.56,3653,-24876,23755
2015-02-16,73300.0,71000.0,286726.0,9.26,116211,-176668,59450
2015-02-17,71000.0,71800.0,114235.0,9.37,-14596,-44216,59338
2015-02-23,72100.0,71700.0,106492.0,9.35,5018,-27957,30370
2015-02-24,71600.0,72100.0,144062.0,9.4,-16340,-12979,29955
2015-02-25,72500.0,72700.0,137896.0,9.48,-13316,-28039,40533
2015-02-26,73300.0,73200.0,127716.0,9.55,9813,-15868,4760
2015-02-27,72900.0,73200.0,99096.0,9.55,10572,-19516,2574
2015-03-02,73200.0,74400.0,135702.0,9.7,-17148,-7355,23502
2015-03-03,74600.0,73500.0,136417.0,9.59,8049,-10166,-585
2015-03-04,73300.0,73800.0,97096.0,9.63,-13144,-1708,15730
2015-03-05,73800.0,74000.0,93375.0,9.65,-23435,-6713,30240
2015-03-06,74100.0,74000.0,72626.0,9.65,6610,-17595,10634
2015-03-09,73700.0,71800.0,133337.0,9.37,48971,-63035,9775
2015-03-10,72200.0,72500.0,90840.0,9.46,-22942,-13601,36618
2015-03-11,71700.0,72200.0,100700.0,9.42,-594,-35457,35219
2015-03-12,72300.0,72200.0,111080.0,9.42,-8169,-26551,34081
2015-03-13,73100.0,74500.0,152645.0,9.72,-53018,52172,1562
2015-03-16,74900.0,74900.0,86576.0,9.77,-4929,-10948,15927
2015-03-17,75300.0,75200.0,111096.0,9.81,-18952,2377,15161
2015-03-18,75200.0,75400.0,204226.0,9.83,-25750,-1799,29354
2015-03-19,76100.0,77200.0,234770.0,10.07,-92082,16045,77831
2015-03-20,77000.0,77200.0,122810.0,10.07,-21543,18544,3165
2015-03-23,77800.0,79500.0,250768.0,10.37,-69064,26479,50003
2015-03-24,79000.0,81600.0,254794.0,10.64,-104027,43111,62375
2015-03-25,81800.0,85800.0,411007.0,11.19,-73422,-14957,84744
2015-03-26,85000.0,83900.0,238633.0,10.94,20723,-53072,35663
2015-03-27,83200.0,83600.0,143993.0,10.9,-30213,-17370,50104
2015-03-30,84000.0,86900.0,204440.0,11.33,-45724,-9565,55651
2015-03-31,87200.0,86700.0,220423.0,11.31,-31463,3857,31937
2015-04-01,86100.0,84700.0,185402.0,11.05,-11851,-44326,54490
2015-04-02,84100.0,84400.0,142900.0,11.01,-20721,-25849,50256
2015-04-03,85500.0,83700.0,157958.0,10.92,23434,-46307,25437
2015-04-06,83100.0,82600.0,237046.0,10.77,-22049,-1038,21351
2015-04-07,83500.0,83300.0,171036.0,10.87,-10555,11284,3959
2015-04-08,83300.0,87400.0,357443.0,11.4,-39956,-10993,47626
2015-04-09,87400.0,86300.0,231074.0,11.26,25594,-27450,510
2015-04-10,86600.0,91700.0,353662.0,11.96,-102816,44838,65390
2015-04-13,92200.0,92500.0,275162.0,12.07,34066,-17687,-8835
2015-04-14,92000.0,91100.0,187200.0,11.88,11761,-41847,30126
2015-04-15,92200.0,95800.0,340963.0,12.5,-70847,13867,49761
2015-04-16,96800.0,97600.0,331943.0,12.73,-4163,32597,-26328
2015-04-17,97600.0,98700.0,274456.0,12.87,-15580,1094,14680
2015-04-20,98000.0,108000.0,610845.0,14.09,-74829,92681,-20869
2015-04-21,107500.0,107500.0,299192.0,14.02,-17343,2182,15445
2015-04-22,105500.0,105000.0,290041.0,13.7,-14326,-31176,43497
2015-04-23,105000.0,109500.0,244190.0,14.28,-17779,1674,20294
2015-04-24,110000.0,103000.0,262705.0,13.44,14750,-58689,45632
2015-04-27,104000.0,108500.0,253043.0,14.15,-101673,44291,61588
2015-04-28,108500.0,108000.0,142744.0,14.09,-23021,22612,-3352
2015-04-29,115500.0,124000.0,934582.0,16.17,-44899,88181,-19552
2015-04-30,123500.0,119000.0,428606.0,15.52,-46034,-6137,52636
2015-05-04,120000.0,125000.0,418734.0,16.3,-27479,-25271,52213
2015-05-06,124000.0,127000.0,420808.0,16.57,-50807,-77774,131770
2015-05-07,127500.0,118000.0,662028.0,15.39,-49542,-8745,66732
2015-05-08,119500.0,123000.0,358570.0,16.04,-75156,-15662,91672
2015-05-11,125000.0,122500.0,244942.0,15.98,-19359,-19407,43760
2015-05-12,122000.0,125000.0,202433.0,16.3,-38776,-13895,53918
2015-05-13,123500.0,123000.0,248524.0,16.04,6460,-14023,7829
2015-05-14,121500.0,116500.0,437114.0,15.2,-4465,-85310,87816
2015-05-15,118000.0,117000.0,256089.0,15.26,23066,-51350,27068
2015-05-18,116500.0,112000.0,414798.0,14.61,-23394,-39368,63415
2015-05-19,113000.0,119000.0,392381.0,15.52,-63054,69673,-4583
2015-05-20,119000.0,115500.0,239028.0,15.07,-4891,-29441,30412
2015-05-21,115500.0,117500.0,246716.0,15.33,4028,-4163,2727
2015-05-22,120000.0,127000.0,630877.0,16.57,21676,-22380,3656
2015-05-26,125500.0,122500.0,325764.0,15.98,-21669,51882,-30757
2015-05-27,121000.0,123500.0,262359.0,16.11,-24549,12167,12394
2015-05-28,124500.0,118500.0,242433.0,15.46,33589,14527,-41863
2015-05-29,118500.0,115000.0,235745.0,15.0,-8818,-13565,23545
2015-06-01,116000.0,114000.0,134358.0,14.87,-29273,-8366,37545
2015-06-02,115000.0,117000.0,198147.0,15.26,-35404,24321,12370
2015-06-03,118000.0,121000.0,257440.0,15.78,-56869,24795,26729
2015-06-04,121000.0,121500.0,237454.0,15.85,-18608,5931,13540
2015-06-05,120500.0,124000.0,182805.0,16.17,-44087,5403,40011
2015-06-08,125000.0,125000.0,133455.0,16.3,-9123,21278,-11368
2015-06-09,126000.0,132000.0,342994.0,17.22,-41987,-3576,45587
2015-06-10,133500.0,132500.0,274590.0,17.28,-36465,75739,-39462
2015-06-11,133000.0,134500.0,190031.0,17.54,-20155,46668,-30080
2015-06-12,134000.0,130000.0,186747.0,16.96,12234,22866,-32017
2015-06-15,127000.0,130500.0,129250.0,17.02,-38277,28778,13034
2015-06-16,131500.0,134000.0,239975.0,17.48,-22686,46306,-15778
2015-06-17,141500.0,137000.0,580955.0,17.87,24187,-13283,-10453
2015-06-18,138000.0,141500.0,296240.0,18.46,-21872,50798,-30858
2015-06-19,143000.0,146500.0,308863.0,19.11,-59617,91023,-32339
2015-06-22,145000.0,143000.0,147316.0,18.65,9617,-12654,2063
2015-06-23,145000.0,142000.0,127242.0,18.52,5912,-9480,3530
2015-06-24,144500.0,140000.0,221408.0,18.26,2892,-35899,33100
2015-06-25,139500.0,151500.0,309216.0,19.76,-100681,78446,22082
2015-06-26,151500.0,146500.0,203798.0,19.11,32686,1279,-34671
2015-06-29,141500.0,141500.0,159598.0,18.46,-11090,33339,-21937
2015-06-30,140000.0,144000.0,170473.0,18.78,-7666,3340,5309
2015-07-01,145500.0,147500.0,137151.0,19.24,-9140,16565,-9093
2015-07-02,149000.0,151500.0,243752.0,19.76,-2050,26391,-24821
2015-07-03,151500.0,150500.0,182826.0,19.63,-2246,37510,-33924
2015-07-06,148500.0,144500.0,195651.0,18.85,-7362,-42866,50376
2015-07-07,148500.0,148000.0,270890.0,19.3,-36724,-3209,40632
2015-07-08,149000.0,132000.0,372203.0,17.22,17921,-17647,2435
2015-07-09,130500.0,138500.0,319073.0,18.07,23938,-37274,15213
2015-07-10,145000.0,143500.0,202320.0,18.72,9055,-11627,2277
2015-07-13,144000.0,144500.0,114103.0,18.85,9090,-36904,27735
2015-07-14,146000.0,142000.0,123963.0,18.52,17441,-23904,7179
2015-07-15,141500.0,150000.0,179072.0,19.57,-51427,-8160,59385
2015-07-16,150500.0,146500.0,141496.0,19.11,38474,-31282,-7292
2015-07-17,148000.0,145000.0,99693.0,18.91,3443,-14805,15231
2015-07-20,147000.0,147000.0,96858.0,19.17,4652,-21355,17026
2015-07-21,149000.0,148000.0,83440.0,19.3,-464,10911,-10362
2015-07-22,149000.0,142000.0,133603.0,18.52,40442,-26529,-13273
2015-07-23,143000.0,138500.0,130120.0,18.07,18546,-22118,3646
2015-07-24,138500.0,140000.0,110510.0,18.26,27,-21218,22195
2015-07-27,140500.0,137500.0,147933.0,17.94,12761,-8107,-3815
2015-07-28,141500.0,138500.0,459168.0,18.07,3197,-28388,30481
2015-07-29,139500.0,130500.0,354414.0,17.02,4949,-79440,73217
2015-07-30,132500.0,135000.0,229832.0,17.61,-19653,-22826,42782
2015-07-31,135500.0,142500.0,242534.0,18.59,-60197,11705,48086
2015-08-03,140500.0,130500.0,202157.0,17.02,63520,-23088,-43335
2015-08-04,129500.0,136500.0,132585.0,17.8,-23517,-64,27468
2015-08-05,137500.0,141500.0,124984.0,18.46,-39927,14580,25798
2015-08-06,143000.0,146000.0,144962.0,19.04,-32233,6241,25709
2015-08-07,144500.0,145500.0,107167.0,18.98,-3067,-2574,5546
2015-08-10,144000.0,137500.0,145974.0,17.94,38002,-33100,-6077
2015-08-11,140000.0,137500.0,127317.0,17.94,-19811,12658,9860
2015-08-12,138000.0,140000.0,212448.0,18.26,-22714,21048,11496
2015-08-13,140500.0,139000.0,115163.0,18.13,4180,319,-4605
2015-08-17,140000.0,136000.0,116564.0,17.74,-9706,5586,4035
2015-08-18,138000.0,137000.0,181741.0,17.87,-14855,1500,12410
2015-08-19,137500.0,134500.0,202871.0,17.54,-13686,-5518,17852
2015-08-20,134500.0,131000.0,118432.0,17.09,-2031,2300,-1608
2015-08-21,127500.0,129000.0,175617.0,16.83,-16128,15429,125
2015-08-24,126000.0,121000.0,262024.0,15.78,50421,-37692,-8552
2015-08-25,123000.0,124500.0,188605.0,16.24,25122,-4580,-19508
2015-08-26,124000.0,133500.0,152068.0,17.41,-31110,26077,4957
2015-08-27,134000.0,130500.0,152716.0,17.02,35672,5151,-41704
2015-08-28,134000.0,129500.0,213372.0,16.89,30523,2717,-32180
2015-08-31,128500.0,128000.0,171957.0,16.7,5352,3121,-8305
2015-09-01,129500.0,125500.0,126987.0,16.37,38571,-36855,-1623
2015-09-02,123500.0,124500.0,112609.0,16.24,7032,-6712,-283
2015-09-03,125500.0,122000.0,115735.0,15.91,31745,-9871,-21885
2015-09-04,122500.0,120500.0,144287.0,15.72,4869,2058,-6066
2015-09-07,119500.0,123000.0,96928.0,16.04,-11140,14004,-1614
2015-09-08,124000.0,123000.0,148387.0,16.04,-4675,45651,-40976
2015-09-09,125500.0,126000.0,158606.0,16.44,-4256,3074,956
2015-09-10,124000.0,126500.0,183583.0,16.5,-35166,12622,22537
2015-09-11,125500.0,130500.0,261725.0,17.02,-55940,61648,-4675
2015-09-14,126500.0,123500.0,434172.0,16.11,66221,-2506,-61561
2015-09-15,122000.0,123500.0,222490.0,16.11,13875,-25542,11599
2015-09-16,124000.0,117000.0,535158.0,15.26,174467,-114682,-57345
2015-09-17,118500.0,115500.0,483518.0,15.07,57379,-54436,2170
2015-09-18,117000.0,119500.0,278968.0,15.59,-22799,1474,20954
2015-09-21,117500.0,115500.0,223212.0,15.07,49521,-10457,-38910
2015-09-22,117000.0,121000.0,241976.0,15.78,-39617,23153,15076
2015-09-23,118500.0,115000.0,215519.0,15.0,71125,-14520,-56327
2015-09-24,117000.0,113500.0,278557.0,14.8,18947,-17257,-1974
2015-09-25,113500.0,113500.0,208111.0,14.8,-8152,26169,-20276
2015-09-30,111000.0,112500.0,253680.0,14.67,-3700,27689,-33835
2015-10-01,113500.0,116500.0,317514.0,15.2,-4659,107055,-104371
2015-10-02,117500.0,115500.0,163782.0,15.07,31693,10584,-39073
2015-10-05,117500.0,119500.0,178750.0,15.59,-39135,68983,-32984
2015-10-06,122000.0,122000.0,186751.0,15.91,-17530,15491,755
2015-10-07,123000.0,122500.0,221120.0,15.98,-27740,52963,-32329
2015-10-08,124000.0,126000.0,249056.0,16.44,-21931,44271,-21873
2015-10-12,126500.0,121000.0,190095.0,15.78,24813,25724,-51548
2015-10-13,122500.0,122500.0,189243.0,15.98,25495,-886,-25030
2015-10-14,121500.0,120000.0,143574.0,15.65,17012,37643,-55809
2015-10-15,119500.0,122000.0,145703.0,15.91,10969,6073,-19460
2015-10-16,123000.0,118500.0,356834.0,15.46,65413,-42888,-25254
2015-10-19,119500.0,121500.0,200536.0,15.85,-56661,16545,39556
2015-10-20,121500.0,121000.0,142678.0,15.78,-2997,21058,-17058
2015-10-21,122500.0,128000.0,367528.0,16.7,-77386,88438,-10847
2015-10-22,128000.0,128000.0,146517.0,16.7,-5270,17492,-10045
2015-10-23,129500.0,128500.0,273954.0,16.76,12279,67896,-81522
2015-10-26,126500.0,125000.0,278705.0,16.3,-22704,43710,-21272
2015-10-27,126000.0,126000.0,95691.0,16.44,23349,14158,-37680
2015-10-28,125000.0,124000.0,232177.0,16.17,15643,40227,-55971
2015-10-29,125500.0,121500.0,195628.0,15.85,20685,-10958,-10004
2015-10-30,121500.0,117000.0,305578.0,15.26,52541,-61796,9374
2015-11-02,115500.0,119000.0,126636.0,15.52,-30688,-1012,31830
2015-11-03,120500.0,119000.0,113342.0,15.52,32019,-15135,-15651
2015-11-04,118500.0,120000.0,128513.0,15.65,-15782,8471,7224
2015-11-05,120000.0,118000.0,114356.0,15.39,34698,-24849,-9711
2015-11-06,118000.0,111500.0,262331.0,14.54,80012,-54587,-30910
2015-11-09,111500.0,109000.0,169863.0,14.22,22191,-46712,25878
2015-11-10,106500.0,105500.0,313798.0,13.76,3639,-24062,9917
2015-11-11,105000.0,108000.0,144449.0,14.09,9808,27669,-39023
2015-11-12,108500.0,109000.0,86537.0,14.22,4221,12388,-16688
2015-11-13,107500.0,106000.0,102395.0,13.83,26744,-17912,-8924
2015-11-16,103000.0,106500.0,109439.0,13.89,-8745,15760,-7482
2015-11-17,108000.0,108000.0,85922.0,14.09,9785,12349,-22449
