Symbol,효성_시가(원),효성_종가(원),효성_거래량(주),효성_PER(IFRS-연결),효성_순매수수량(개인)(주),효성_순매수수량(기관계)(주),효성_순매수수량(외국인계)(주)
2000-01-04,18000,17600,160350,4.17,22680,-16520,-1150
2000-01-05,17100,16900,142580,4.01,-4750,770,3350
2000-01-06,17000,15700,254400,3.72,-8630,-34180,-500
2000-01-07,16000,16350,136510,3.88,8990,-430,1440
2000-01-10,13950,15650,156490,3.71,24730,-25680,2910
2000-01-11,15800,15700,360080,3.72,188200,-147100,-4660
2000-01-12,16100,16000,347820,3.79,-42250,46420,-4170
2000-01-13,16000,15500,203640,3.67,8880,880,-10510
2000-01-14,15500,15450,202860,3.66,-60730,59510,1220
2000-01-17,15600,15100,236820,3.58,-31850,99150,2700
2000-01-18,15000,14900,159100,3.53,-10390,9930,460
2000-01-19,14500,13700,240320,3.25,85070,-71830,-610
2000-01-20,13400,12650,332460,3,96570,-99010,-3900
2000-01-21,12450,12700,305140,3.01,78950,-86630,-1300
2000-01-24,13100,13050,713510,3.09,310240,-309850,610
2000-01-25,12950,12150,201100,2.88,530,-2330,300
2000-01-26,12350,12900,306520,3.06,-55910,-40040,0
2000-01-27,12900,13550,397500,3.21,-62070,-5240,-580
2000-01-28,13500,14200,264030,3.37,-141650,20010,-1110
2000-01-31,14000,14600,279390,3.46,-152990,65220,0
2000-02-01,14600,14400,134780,3.41,-60310,45990,15770
2000-02-02,14300,15200,158200,3.6,-31290,41290,0
2000-02-03,15200,15200,106380,3.6,-14550,4550,0
2000-02-07,15000,15200,144510,3.6,-7660,-6050,3670
2000-02-08,15150,14800,131480,3.51,-44130,16740,190
2000-02-09,14500,14400,274310,3.41,-26610,6610,0
2000-02-10,14200,13800,245950,3.27,-56320,7300,-2620
2000-02-11,13500,13600,206160,3.22,-5860,-19110,2680
2000-02-14,12600,12600,92870,2.99,-27200,8740,2080
2000-02-15,12000,12500,113000,2.96,-16600,940,5660
2000-02-16,12800,12800,82790,3.03,-20170,18340,1810
2000-02-17,12500,12500,184260,2.96,-10480,7560,1960
2000-02-18,12350,12800,169140,3.03,20450,-27610,-360
2000-02-21,12500,11200,104170,2.65,13870,-21150,-2720
2000-02-22,11000,11200,124580,2.65,-31480,21190,10170
2000-02-23,11700,12100,253220,2.87,43440,-55080,-2760
2000-02-24,11700,12000,106190,2.84,-10850,5360,-310
2000-02-25,11050,12300,198650,2.92,-47880,48120,-80
2000-02-28,12000,12000,141090,2.84,-13090,-8350,560
2000-02-29,12100,12000,146550,2.84,-32450,37040,-4190
2000-03-02,11700,12100,167510,2.87,23700,-18960,-4740
2000-03-03,12000,11300,247500,2.68,118000,-47980,-64480
2000-03-06,11400,11800,240830,2.8,22030,-21670,-560
2000-03-07,12000,12300,487030,2.92,59960,-59600,-480
2000-03-08,12100,12650,253520,3,-50610,49650,920
2000-03-09,13200,13000,567720,3.08,134480,-75970,-56170
2000-03-10,13300,12950,311830,3.07,29010,-28330,360
2000-03-13,13000,13900,504770,3.29,-107440,21440,89220
2000-03-14,13850,13600,277530,3.22,-71830,25270,50560
2000-03-15,13600,13500,145430,3.2,-12240,15070,-2710
2000-03-16,13500,13300,166930,3.15,-14120,22200,-1400
2000-03-17,13500,13100,121170,3.1,10900,-11170,360
2000-03-20,13100,12900,76140,3.06,-26320,25190,360
2000-03-21,12900,12500,79870,2.96,-11760,16770,800
2000-03-22,12600,12400,211800,2.94,67900,-63290,160
2000-03-23,12700,11900,186830,2.82,78010,-62640,100
2000-03-24,12400,12200,156810,2.89,3590,11420,-20
2000-03-27,12200,12300,156280,2.92,-31780,37240,0
2000-03-28,12300,13300,466890,3.15,-650,16730,-48280
2000-03-29,13400,12950,374260,3.07,-21090,-41230,1930
2000-03-30,13500,13800,793440,3.27,-12230,14390,650
2000-03-31,13800,14200,489650,3.37,-73000,80660,1300
2000-04-03,14400,13700,351530,3.25,-31900,29540,0
2000-04-04,13800,13650,207230,3.24,-33950,44270,2560
2000-04-06,13400,13100,125410,3.1,670,-1980,1300
2000-04-07,12500,12700,197090,3.01,-5670,2890,1300
2000-04-10,13000,13600,329660,3.22,-37290,23730,-920
2000-04-11,13500,13400,160510,3.18,-32940,-260,460
2000-04-12,13200,14050,365350,3.33,-104690,71850,-800
2000-04-14,13750,13950,153620,3.31,-30440,14210,-10
2000-04-17,12600,13100,176620,3.1,-103240,76110,1250
2000-04-18,14000,13300,239950,3.15,34160,-43130,-50
2000-04-19,13600,13800,396570,3.27,-12170,52550,-3280
2000-04-20,14000,14500,688070,3.44,66040,-17280,0
2000-04-21,14700,14950,405450,3.54,-90080,91580,-470
2000-04-24,15000,14000,280030,3.32,55830,7520,0
2000-04-25,13600,14600,370850,3.46,-82350,108500,0
2000-04-26,14900,14150,167530,3.35,-54960,35880,210
2000-04-27,14100,14000,229810,3.32,-67410,13350,850
2000-04-28,14000,14000,118890,3.32,-16760,10980,1030
2000-05-02,13750,13650,144130,3.24,44330,-30330,-6760
2000-05-03,13500,13650,83130,3.24,-3400,8590,-2940
2000-05-04,13700,13300,196210,3.15,7330,-16430,-900
2000-05-08,13300,13200,180530,3.13,-810,3320,-2500
2000-05-09,13200,13000,214090,3.08,21520,-41710,200
2000-05-10,12700,13300,141670,3.15,-24250,29140,-7770
2000-05-12,13100,12800,119780,3.03,-15390,23180,-2790
2000-05-15,12300,12300,101000,2.92,-31520,36390,-870
2000-05-16,12000,12150,94500,2.88,890,9710,-600
2000-05-17,11800,10850,227850,2.57,24090,-16370,-700
2000-05-18,10850,10300,331980,2.44,-28000,-5300,190
2000-05-19,10100,10200,118410,2.42,-10320,25920,-14420
2000-05-22,10250,8880,190640,2.1,38340,-37740,-400
2000-05-23,7720,7550,1153350,1.79,584380,-173180,-10690
2000-05-24,7550,7650,593530,1.81,10250,-19230,-490
2000-05-25,7900,8400,558340,1.99,6850,4550,-840
2000-05-26,8190,7500,345890,1.78,117570,-111310,-10260
2000-05-29,7010,7640,175210,1.81,9170,-2510,8340
2000-05-30,7740,7800,460140,1.85,181720,-175360,3640
2000-05-31,8160,8200,652600,1.94,122730,-114200,36670
2000-06-01,8390,8000,331080,1.9,85110,-73310,-4830
2000-06-02,8200,8100,1096890,1.92,461480,-402170,16690
2000-06-05,8310,8620,1786910,2.04,466860,-436190,20300
2000-06-07,8800,9130,1433180,2.16,132640,-123680,140
2000-06-08,9160,8400,864260,1.99,65660,-34190,-20460
2000-06-09,8600,8550,583010,2.03,84430,-48310,430
2000-06-12,8400,8590,625470,2.04,104820,-92390,-430
2000-06-13,8550,8470,836180,2.01,123370,-117270,0
2000-06-14,8900,8300,332590,1.97,42340,-52420,0
2000-06-15,8010,7800,343340,1.85,-69910,-21090,97000
2000-06-16,7700,7550,316650,1.79,61770,-32000,-20010
2000-06-19,7270,7100,369080,1.68,145600,-148640,0
2000-06-20,7340,7500,416640,1.78,87550,-54090,-300
2000-06-21,7440,7410,370800,1.76,80640,-4740,-90
2000-06-22,7600,7580,249320,1.8,-11230,11580,0
2000-06-23,7500,7830,369600,1.86,-10330,10210,220
2000-06-26,7900,7910,193710,1.87,-14670,13450,120
2000-06-27,8010,8100,244160,1.92,-4760,5190,220
2000-06-28,8170,8470,555850,2.01,16540,-59600,1960
2000-06-29,8300,8700,732420,2.06,7330,9770,-400
2000-06-30,8800,8450,314050,2,-6170,5760,0
2000-07-03,8560,8950,803880,2.12,26900,27720,0
2000-07-04,9120,8750,389570,2.07,-39840,29440,0
2000-07-05,8650,8750,307460,2.07,-43140,43140,0
2000-07-06,8600,8900,311410,2.11,-60970,41120,0
2000-07-07,9030,9440,885430,2.24,-100360,37000,180
2000-07-10,9500,9790,574760,2.32,-34860,84430,-3740
2000-07-11,9800,9300,500150,2.2,-78420,94380,-60
2000-07-12,9310,8770,461100,2.08,165630,-182150,15030
2000-07-13,8770,9000,391410,2.13,-50740,88970,-10000
2000-07-14,8970,8740,372850,2.07,117080,-56660,-15000
2000-07-18,8550,8370,298790,1.98,39500,-9330,-20
2000-07-19,8200,8200,230920,1.94,-56290,62290,2650
2000-07-20,8300,8300,143750,1.97,-43300,41020,2250
2000-07-21,8310,8200,107250,1.94,6480,8260,60
2000-07-24,8030,7770,147450,1.84,-42040,50400,1490
2000-07-25,7800,8000,174650,1.9,-24350,22670,6120
2000-07-26,8070,8080,114850,1.92,-42920,43820,0
2000-07-27,8000,8090,118730,1.92,-69700,70000,-220
2000-07-28,8100,8090,102050,1.92,-52110,40170,-3080
2000-07-31,8000,8050,126740,1.91,-34460,24340,6190
2000-08-01,8100,8200,116570,1.94,-24890,18880,-220
2000-08-02,8100,8200,50880,1.94,-14220,11710,300
2000-08-03,8200,8280,88640,1.96,-14690,15830,-270
2000-08-04,8210,8270,76430,1.96,-24710,17080,-30
2000-08-07,8100,7920,103340,1.88,-22930,-6090,14400
2000-08-08,7930,7900,120360,1.87,-19280,17820,270
2000-08-09,7900,8030,126890,1.9,20160,-16820,1890
2000-08-10,8050,8100,97230,1.92,-7700,1340,6650
2000-08-11,8000,8350,247100,1.98,-23950,3440,60
2000-08-14,8800,9400,584650,2.23,-7900,-70990,470
2000-08-16,9680,9690,568830,2.3,-215590,121650,1680
2000-08-17,9500,9700,754980,2.3,-261440,141350,106090
2000-08-18,9550,9800,475260,2.32,-89420,-83590,540
2000-08-21,9600,9700,290940,2.3,3930,-36550,-60
2000-08-22,9710,9370,467400,2.22,34660,-17150,860
2000-08-23,9370,9450,233990,2.24,-126810,127320,190
2000-08-24,9200,9650,189400,2.29,-131090,70110,50970
2000-08-25,9770,10200,572340,2.42,-159690,93140,59970
2000-08-28,10200,10300,360530,2.44,-84980,77570,5220
2000-08-29,10250,10300,133710,2.44,-58930,36020,20630
2000-08-30,10300,10450,171440,2.48,-5120,-50,-120
2000-08-31,10650,10450,304750,2.48,-89280,70060,30610
2000-09-01,10600,11000,299880,2.61,6700,-12770,3150
2000-09-04,11100,10500,603120,2.49,168590,18990,-33400
2000-09-05,10300,10200,356600,2.42,-115390,114720,1940
2000-09-06,10100,9950,224990,2.36,-122930,98810,4080
2000-09-07,9500,9820,331050,2.33,-167050,171550,-2130
2000-09-08,9890,10200,122120,2.42,-70140,74520,-1980
2000-09-14,9900,9990,139200,2.37,12060,22470,-25590
2000-09-15,9700,9370,122400,2.22,35560,-27100,-8460
2000-09-18,9050,8030,235020,1.9,-59620,65060,3580
2000-09-19,8030,7900,166940,1.87,21090,-14750,-30
2000-09-20,8240,8640,150450,2.05,12840,12750,-1110
2000-09-21,8300,8400,206550,1.99,-31370,34450,-5280
2000-09-22,8300,7600,179840,1.8,60170,-57060,-2870
2000-09-25,7650,8100,94310,1.92,-3710,15930,-220
2000-09-26,8200,8500,153860,2.01,-30490,32090,0
2000-09-27,8760,8990,653720,2.13,41600,-74660,0
2000-09-28,8900,8730,254740,2.07,2190,-38180,-440
2000-09-29,8780,8850,129760,2.1,17950,-17890,0
2000-10-02,8500,8400,117800,1.99,19140,-34110,0
2000-10-04,8200,8550,97050,2.03,7250,-10930,1310
2000-10-05,8550,8600,170270,2.04,26720,-24290,30
2000-10-06,8600,8450,246530,2,74250,-35850,0
2000-10-09,8600,8400,103290,1.99,1320,21590,-60
2000-10-10,8350,8400,93880,1.99,-28090,28090,0
2000-10-11,8130,8200,83170,1.94,-22730,24180,2550
2000-10-12,8100,7500,124560,1.78,-560,-7590,28100
2000-10-13,7860,8000,351800,1.9,109640,-33460,18000
2000-10-16,8400,8210,209490,1.95,50340,-35890,16370
2000-10-17,8100,7900,155800,1.87,-34970,34520,0
2000-10-18,7810,8100,133700,1.92,-11350,-14280,25780
2000-10-19,8000,7880,135040,1.87,59560,-72420,13460
2000-10-20,8120,8340,169870,1.98,-8390,-680,7460
2000-10-23,8200,8600,139950,2.04,-21980,-14070,35960
2000-10-24,8580,8650,146840,2.05,-89840,67540,21820
2000-10-25,8650,8600,87500,2.04,-42690,31440,11880
2000-10-26,9010,8500,342120,2.01,26840,-33430,7000
2000-10-27,8620,8620,583160,2.04,-56970,-7130,74600
2000-10-30,8890,9290,432770,2.2,-20560,-25330,75000
2000-10-31,9410,9290,636360,2.2,17410,-32790,20530
2000-11-01,9310,9960,1073490,2.36,-9410,39490,-11690
2000-11-02,9670,9600,425520,2.28,-46380,56530,-1150
2000-11-03,9700,9200,339320,2.18,14620,-18420,-850
2000-11-06,9200,9300,371190,2.2,16260,-31350,-60
2000-11-07,9150,9390,607050,2.23,41140,-76500,34000
2000-11-08,9380,9660,211190,2.29,-56590,14430,42880
2000-11-09,9760,9650,208700,2.29,16000,-49810,30040
2000-11-10,9740,10100,434880,2.39,-32800,-8230,41000
2000-11-13,9970,9780,182980,2.32,-33820,34910,-850
2000-11-14,9800,9610,336810,2.28,-102900,94000,5900
2000-11-15,9770,9700,360190,2.3,-4310,-26380,23690
2000-11-16,9650,9320,198800,2.21,3580,-3580,0
2000-11-17,9260,9330,137400,2.21,33730,-36270,-60
2000-11-20,9180,8850,200670,2.1,11550,-18320,-170
2000-11-21,8620,8330,304080,1.97,95340,13650,-107140
2000-11-22,8350,8100,300280,1.92,16760,-42710,29910
2000-11-23,8000,8050,235550,1.91,-20080,28660,-440
2000-11-24,8100,8390,200810,1.99,-46800,58690,-9550
2000-11-27,8540,8800,204380,2.09,-66290,80760,14200
2000-11-28,8510,8400,70970,1.99,-500,-170,0
2000-11-29,8240,8230,99840,1.95,3430,9840,-3560
2000-11-30,8250,8140,67080,1.93,1390,-820,-1670
2000-12-01,8010,8250,148650,1.96,-38350,86450,-47600
2000-12-04,8250,8000,241230,1.9,53160,-34930,-13770
2000-12-05,7920,8200,247120,1.94,-14250,93340,-56200
2000-12-06,8380,8300,377280,1.97,-18840,139170,-97900
2000-12-07,8230,8250,87190,1.96,-9160,-6030,-30
2000-12-08,8200,8200,154860,1.94,-10380,5060,0
2000-12-11,8210,8280,140180,1.96,-39760,36200,270
2000-12-12,8230,8400,166760,1.99,-75560,75600,2750
2000-12-13,8400,8300,106790,1.97,9120,-11300,5030
2000-12-14,8210,8400,140400,1.99,-22490,12080,14490
2000-12-15,8300,8450,128980,2,-38650,48540,-4820
2000-12-18,8300,8360,79890,1.98,-11660,14020,1670
2000-12-19,8400,8110,155330,1.92,52590,-55710,2370
2000-12-20,8020,8200,190910,1.94,10080,-5690,-90
2000-12-21,8100,7800,147070,1.85,79920,-67970,-20160
2000-12-22,7800,7200,153920,1.71,72590,-54410,0
2000-12-26,7250,7100,251160,1.68,107740,-104760,0
2001-01-02,6810,7200,250610,4.4,36480,-32510,0
2001-01-03,7200,7560,537570,4.63,114240,-126540,95910
2001-01-04,7810,8200,490790,5.02,-69230,-36310,-10
2001-01-05,8100,8900,447210,5.45,-156460,174660,-130
2001-01-08,8310,8750,324850,5.35,-42090,-12190,38630
2001-01-09,8900,8750,185530,5.35,-3230,-32860,34800
2001-01-10,8700,8400,287950,5.14,-53160,82180,1200
2001-01-11,8300,8110,145460,4.96,29060,-29720,5690
2001-01-12,8810,8480,411390,5.19,39370,-64970,24730
2001-01-15,8480,8500,561730,5.2,-74130,-79250,-2440
2001-01-16,8510,8250,325130,5.05,107280,-102250,-30
2001-01-17,8250,8390,198970,5.13,-71230,15910,61230
2001-01-18,8350,8890,612750,5.44,-50720,-16360,145780
2001-01-19,8900,9510,930710,5.82,-79710,135790,30040
2001-01-22,9510,9700,267650,5.93,-32730,39220,0
2001-01-26,9700,9500,255580,5.81,-138620,136900,0
2001-01-29,9390,9670,406550,5.92,-129170,19050,91400
2001-01-30,9700,9400,113620,5.75,-37900,16540,-30
2001-01-31,9310,9450,171800,5.78,5990,-39890,23000
2001-02-01,9500,9550,234090,5.84,-41540,-42970,67730
2001-02-02,9400,9600,181960,5.87,-10190,-1410,2000
2001-02-05,9500,9250,169600,5.66,-20670,3540,19170
2001-02-06,9200,9450,75540,5.78,-33390,14790,23510
2001-02-07,9410,9700,255470,5.93,-4770,-83140,89210
2001-02-08,9950,10100,662480,6.18,2080,-127810,124260
2001-02-09,10300,10700,582380,6.55,-59180,15750,-40700
2001-02-12,10500,11000,632620,6.73,54180,-156160,-39860
2001-02-13,11000,10700,247970,6.55,-49770,46490,8080
2001-02-14,10600,11700,521880,7.16,-23420,-60990,63820
2001-02-15,11900,11400,281890,6.97,-18060,27360,25800
2001-02-16,11400,11400,189960,6.97,7130,-7510,440
2001-02-19,11200,11800,173890,7.22,-10220,-3140,15370
2001-02-20,11550,11950,182900,7.31,-3470,81660,-73680
2001-02-21,11950,11950,86200,7.31,-31710,32170,-1000
2001-02-22,11800,11400,177710,6.97,-2880,1390,1090
2001-02-23,10800,11200,85700,6.85,-7680,19690,-5190
2001-02-26,11500,11600,105140,7.1,-39510,37060,1980
2001-02-27,12100,11800,197870,7.22,-92490,87120,1000
2001-02-28,11600,11700,29930,7.16,490,-690,0
2001-03-02,11600,11900,626690,7.28,-44740,-142720,208460
2001-03-05,11900,11950,96790,7.31,-26670,23960,3600
2001-03-06,11850,11700,123850,7.16,5780,-250,0
2001-03-07,11500,11900,117380,7.28,-38140,-27810,-1550
2001-03-08,11900,12100,211900,7.4,1120,57460,-36100
2001-03-09,12050,12400,181300,7.59,-16080,30820,-5100
2001-03-12,12200,12350,124510,7.56,-28590,49000,-1200
2001-03-13,12100,11700,270580,7.16,-152140,184240,-6210
2001-03-14,11700,11200,299190,6.85,58020,14780,-100000
2001-03-15,10600,11150,155420,6.82,-18270,41180,-22070
2001-03-16,11150,11150,73170,6.82,-39540,41970,-2280
2001-03-19,10350,11050,122490,6.76,3520,35490,-21760
2001-03-20,11350,11150,131200,6.82,-69160,49430,22810
2001-03-21,10650,11000,61900,6.73,-24060,37780,330
2001-03-22,10800,11500,133070,7.04,-49070,51670,26400
2001-03-23,11650,12650,301630,7.74,-64220,58760,0
2001-03-26,12800,12800,159010,7.83,-19950,53490,5890
2001-03-27,12600,12900,73140,7.89,-12450,-16620,29070
2001-03-28,12600,12400,102630,7.59,9430,15890,43430
2001-03-29,12050,12500,143660,7.65,1580,27030,0
2001-03-30,12500,12300,133650,7.52,-9920,23380,-13700
2001-04-02,12100,11500,62520,7.04,-3100,-23670,6070
2001-04-03,11050,11400,104420,6.97,-36660,50480,0
2001-04-04,11400,11100,94680,6.79,-7040,-22150,26500
2001-04-06,11450,11150,145180,6.82,41130,-47200,6350
2001-04-09,11050,10500,206970,6.42,23260,-21260,-3500
2001-04-10,10500,10050,81670,6.15,14300,-1150,-14150
2001-04-11,10250,10150,147080,6.21,26840,-35680,9890
2001-04-12,10150,10750,211440,6.58,15420,-43870,29890
2001-04-13,10600,10800,70620,6.61,-20980,24400,-2230
2001-04-16,10600,10500,29820,6.42,1380,-1360,200
2001-04-17,10500,10800,36540,6.61,-7210,5080,2430
2001-04-18,11000,11600,373520,7.1,820,-75220,73010
2001-04-19,12200,11200,222760,6.85,38770,-27460,0
2001-04-20,11500,11550,91910,7.07,-43470,-3030,44000
2001-04-23,11300,11900,83530,7.28,-43610,40220,1650
2001-04-24,11700,11350,428940,6.94,104970,-108620,-1650
2001-04-25,11000,11100,143180,6.79,27140,-27380,-950
2001-04-26,11250,10900,134290,6.67,42730,-26890,-15500
2001-04-27,10700,11100,71440,6.79,-38270,38270,0
2001-04-30,11150,11600,184180,7.1,-40180,59450,0
2001-05-02,11800,11600,323320,7.1,31120,-42650,23670
2001-05-03,11600,11800,101860,7.22,-22640,27740,-3430
2001-05-04,11500,11900,43310,7.28,-17740,17140,-20
2001-05-07,11800,12000,249870,7.34,-36130,73490,-37960
2001-05-08,12100,12800,169540,7.83,-73670,29130,44790
2001-05-09,12600,12500,133550,7.65,-30500,-49350,80900
2001-05-10,12350,12700,244160,7.77,24970,-158270,138590
2001-05-11,12800,13000,238070,7.95,39290,-59630,20000
2001-05-14,13300,13500,409400,8.26,18890,-22570,1500
2001-05-15,13500,13000,155590,7.95,-8640,5440,1000
2001-05-16,12700,12700,132210,7.77,-12550,-29080,42920
2001-05-17,12900,12800,126510,7.83,18230,-25710,0
2001-05-18,12900,13400,445910,8.2,45260,-263580,189770
2001-05-21,13400,14050,359310,8.6,-84110,-4840,63290
2001-05-22,14000,14100,231670,8.63,-14340,-83500,69970
2001-05-23,14000,14300,230970,8.75,18680,-87100,63840
2001-05-24,14600,14650,93790,8.96,-30560,-5910,27870
2001-05-25,14650,14500,410410,8.87,-46310,-1050,57830
2001-05-28,14050.0,14500.0,280890.0,8.87,-80100,-31000,103570
2001-05-29,14200.0,15250.0,935760.0,9.33,-31000,-388070,448150
2001-05-30,15250.0,16100.0,759470.0,9.85,-67380,-226440,362760
2001-05-31,15600.0,15850.0,293760.0,9.7,-4880,93280,-55430
2001-06-01,15700.0,15200.0,218230.0,9.3,-36390,-18020,46750
2001-06-04,15400.0,14700.0,286370.0,8.99,-800,-9820,1900
2001-06-05,15150.0,14900.0,276690.0,9.12,740,-108660,103030
2001-06-07,14900.0,15100.0,162580.0,9.24,-14880,-86460,99900
2001-06-08,15400.0,15100.0,325820.0,9.24,-52810,-174970,215820
2001-06-11,15100.0,14800.0,85870.0,9.05,16060,-12040,0
2001-06-12,14500.0,14500.0,105250.0,8.87,190,-9920,3400
2001-06-13,14500.0,14550.0,165780.0,8.9,2960,-40970,31810
2001-06-14,14800.0,14650.0,179710.0,8.96,14660,-70440,46280
2001-06-15,14550.0,14400.0,145160.0,8.81,57300,-24420,-35940
2001-06-18,14400.0,13750.0,156980.0,8.41,-17700,7910,5200
2001-06-19,13950.0,12800.0,944420.0,7.83,422880,203080,-593000
2001-06-20,12900.0,12400.0,509220.0,7.59,-15940,122070,-141300
2001-06-21,12450.0,12850.0,577450.0,7.86,42150,246990,-268050
2001-06-22,12900.0,14000.0,1118490.0,8.57,-200120,-81680,323130
2001-06-25,14000.0,14050.0,231780.0,8.6,-79250,82090,14850
2001-06-26,14150.0,14100.0,308780.0,8.63,-75290,-31020,116000
2001-06-27,13850.0,14450.0,192910.0,8.84,-72580,35350,16430
2001-06-28,14400.0,14650.0,111360.0,8.96,-64610,42150,1600
2001-06-29,15050.0,15000.0,184800.0,9.18,-61820,61330,-510
2001-07-02,14900.0,14200.0,111360.0,8.69,5110,-31320,25750
2001-07-03,13900.0,13600.0,239370.0,8.32,-9210,-56370,64800
2001-07-04,13400.0,14100.0,108040.0,8.63,-21070,29400,-6780
2001-07-05,14200.0,14100.0,88140.0,8.63,-6900,7260,0
2001-07-06,14250.0,14100.0,376400.0,8.63,-22140,-130260,143830
2001-07-09,14100.0,13700.0,273640.0,8.38,-42970,2870,36750
2001-07-10,14100.0,13600.0,150460.0,8.32,7640,32350,-40200
2001-07-11,13450.0,13150.0,190950.0,8.05,38230,109120,-149040
2001-07-12,13200.0,13800.0,162640.0,8.44,-40310,42010,1390
2001-07-13,14150.0,13600.0,232780.0,8.32,-16660,-79820,97460
2001-07-16,13600.0,13750.0,26060.0,8.41,-6680,5620,1000
2001-07-18,13900.0,13650.0,166160.0,8.35,-4370,-47850,58060
2001-07-19,13350.0,13900.0,68250.0,8.5,-27500,400,31150
2001-07-20,14300.0,13950.0,183620.0,8.53,10260,-25160,17450
2001-07-23,13600.0,13700.0,75510.0,8.38,-13460,21950,-14530
2001-07-24,13650.0,12700.0,294790.0,7.77,15350,32810,-47250
2001-07-25,12500.0,12700.0,54930.0,7.77,690,-4870,6800
2001-07-26,12500.0,13000.0,54920.0,7.95,4520,-5100,0
2001-07-27,13150.0,13000.0,126300.0,7.95,390,-1770,800
2001-07-30,13050.0,12650.0,53400.0,7.74,27210,-15990,-9710
2001-07-31,12600.0,12500.0,163850.0,7.65,40440,10090,-50530
2001-08-01,12650.0,13250.0,204670.0,8.11,-66750,15640,52640
2001-08-02,12950.0,13450.0,163220.0,8.23,-15140,66430,-42110
2001-08-03,13500.0,12950.0,109210.0,7.92,15080,18340,-31190
2001-08-06,12950.0,12850.0,41370.0,7.86,4410,-3420,-1200
2001-08-07,12700.0,13000.0,67470.0,7.95,-14100,24180,-10400
2001-08-08,12800.0,13100.0,61730.0,8.01,-8850,-5940,4970
2001-08-09,13000.0,13250.0,87210.0,8.11,-23710,44970,-20000
2001-08-10,13450.0,13400.0,74280.0,8.2,-15980,19860,-4460
2001-08-13,13300.0,13700.0,67300.0,8.38,-6760,-3420,10130
2001-08-14,13800.0,13900.0,67900.0,8.5,-30260,21930,10450
2001-08-16,13800.0,14500.0,237000.0,8.87,-24480,-37580,68060
2001-08-17,14300.0,14350.0,76050.0,8.78,-5690,-10900,16640
2001-08-20,14350.0,13300.0,145190.0,8.14,16280,13360,-29430
2001-08-21,13400.0,13400.0,76250.0,8.2,10180,2290,-10520
2001-08-22,13200.0,13700.0,36790.0,8.38,-13880,10020,3510
2001-08-23,13800.0,14000.0,43520.0,8.57,-21960,4870,16990
2001-08-24,14000.0,14200.0,180020.0,8.69,-43720,-62430,105920
2001-08-27,14100.0,14350.0,92540.0,8.78,-23420,30750,-7490
2001-08-28,13800.0,14050.0,62110.0,8.6,3090,29900,-32860
2001-08-29,14050.0,13650.0,84760.0,8.35,-2200,-3200,-2890
2001-08-30,13300.0,13400.0,216660.0,8.2,-10000,112550,-102550
2001-08-31,13000.0,13250.0,160990.0,8.11,-2860,20750,-6460
2001-09-03,13000.0,13000.0,49540.0,7.95,12370,-6800,-11440
2001-09-04,12600.0,12900.0,120540.0,7.89,31560,770,-29410
2001-09-05,12850.0,12600.0,41770.0,7.71,28220,-26190,300
2001-09-06,12600.0,12500.0,85330.0,7.65,50380,-43480,-6100
2001-09-07,12700.0,12600.0,62670.0,7.71,9340,-15570,-4730
2001-09-10,12350.0,12650.0,44020.0,7.74,-2130,-630,-80
2001-09-11,12500.0,12300.0,60070.0,7.52,20560,-14260,0
2001-09-12,10600.0,10500.0,151290.0,6.42,-65310,34050,29140
2001-09-13,10800.0,10900.0,164220.0,6.67,25010,-31730,6150
2001-09-14,10900.0,10700.0,196900.0,6.55,-41430,79330,-21600
2001-09-17,10600.0,10800.0,159710.0,6.61,-22250,24350,-550
2001-09-18,11000.0,10500.0,138260.0,6.42,-5290,11290,0
2001-09-19,10700.0,11000.0,28730.0,6.73,-620,4100,0
2001-09-20,11000.0,11400.0,44100.0,6.97,-11760,13460,-610
2001-09-21,11100.0,11500.0,79170.0,7.04,-34230,41150,-6920
2001-09-24,11300.0,11000.0,53990.0,6.73,17980,-870,-17040
2001-09-25,11250.0,10350.0,164520.0,6.33,64600,-44290,-20310
2001-09-26,10400.0,10300.0,57500.0,6.3,5500,3670,-9520
2001-09-27,10050.0,10100.0,87350.0,6.18,31390,5510,-36730
2001-09-28,10100.0,10400.0,229920.0,6.36,10950,38170,-99240
2001-10-04,10600.0,11100.0,350340.0,6.79,48680,26430,-74510
2001-10-05,11000.0,10950.0,104250.0,6.7,-9590,35070,-25500
2001-10-08,10700.0,10600.0,114050.0,6.48,8590,-440,-8320
2001-10-09,10500.0,11200.0,185520.0,6.85,-19830,98250,-78850
2001-10-10,11200.0,10900.0,108240.0,6.67,25530,-4130,-21400
2001-10-11,11200.0,11450.0,128960.0,7.0,-32110,-8790,34900
2001-10-12,11600.0,11350.0,65410.0,6.94,3650,-14880,10920
2001-10-15,11150.0,11200.0,67690.0,6.85,11120,-7240,-4070
2001-10-16,11200.0,11350.0,127670.0,6.94,53850,-6320,-47530
2001-10-17,11300.0,11200.0,55210.0,6.85,17840,-27930,10090
2001-10-18,11050.0,10850.0,131420.0,6.64,32870,-69340,42470
2001-10-19,10850.0,10900.0,139390.0,6.67,35530,-33200,-52350
2001-10-22,10950.0,11250.0,294140.0,6.88,82180,-26440,-61740
2001-10-23,11350.0,11550.0,372390.0,7.07,-55710,-100310,155120
2001-10-24,11700.0,11650.0,218960.0,7.13,-12180,-44370,56550
