Symbol,LS산전_시가(원),LS산전_종가(원),LS산전_거래량(주),LS산전_PER(IFRS-연결),LS산전_순매수수량(개인)(주),LS산전_순매수수량(기관계)(주),LS산전_순매수수량(외국인계)(주)
2014-12-19,60400.0,60200.0,28697.0,15.5,2408,10416,-12630
2014-12-22,60200.0,59900.0,9609.0,15.42,-26,1352,-1220
2014-12-23,60000.0,60000.0,27065.0,15.45,-4662,11556,-4053
2014-12-24,60000.0,60900.0,29539.0,15.68,-12704,20956,-7489
2014-12-26,60400.0,61200.0,25569.0,15.76,-3891,6613,-2585
2014-12-29,60700.0,60700.0,20571.0,15.63,166,2165,-2331
2014-12-30,60000.0,59800.0,44238.0,15.4,2426,5735,-8162
2015-01-02,59000.0,59100.0,50078.0,16.6,10616,-6772,-3844
2015-01-05,58500.0,59100.0,29142.0,16.6,-4326,-131,4732
2015-01-06,59100.0,59100.0,113154.0,16.6,-7765,-70610,77875
2015-01-07,59300.0,58000.0,134857.0,16.29,13558,-87386,72728
2015-01-08,58000.0,60100.0,42370.0,16.88,-9870,2979,6391
2015-01-09,60100.0,59300.0,18540.0,16.65,1842,-5793,3951
2015-01-12,58700.0,59800.0,13981.0,16.8,-3647,5109,-1462
2015-01-13,60300.0,59700.0,18059.0,16.77,-2023,-246,2569
2015-01-14,59200.0,59600.0,15283.0,16.74,-5139,4919,240
2015-01-15,59500.0,60400.0,31240.0,16.96,-8457,16591,-8134
2015-01-16,60700.0,60200.0,23783.0,16.91,-206,5617,-5337
2015-01-19,60400.0,60400.0,24230.0,16.96,-4935,7728,-2793
2015-01-20,60400.0,60700.0,44947.0,17.05,-3928,2691,1264
2015-01-21,60100.0,60600.0,12961.0,17.02,-4593,1884,2556
2015-01-22,60600.0,60400.0,29816.0,16.96,136,-1120,874
2015-01-23,60700.0,60700.0,30468.0,17.05,-7497,2694,4403
2015-01-26,60700.0,61000.0,10656.0,17.13,-6144,1753,4289
2015-01-27,61300.0,60500.0,23699.0,16.99,-2072,-4088,5638
2015-01-28,60000.0,60400.0,25434.0,16.96,226,-12738,12815
2015-01-29,60100.0,59800.0,42452.0,16.8,4872,-6175,1303
2015-01-30,60100.0,60600.0,50249.0,17.02,-7062,-6675,14870
2015-02-02,60100.0,60600.0,22641.0,17.02,-1137,4163,-3151
2015-02-03,60300.0,60400.0,37297.0,16.96,-5592,4898,1794
2015-02-04,60700.0,61200.0,40966.0,17.19,-15286,4842,11435
2015-02-05,60800.0,62000.0,45126.0,17.41,-13064,1429,12125
2015-02-06,61600.0,61800.0,27168.0,17.36,4387,-12144,7740
2015-02-09,61500.0,61500.0,35571.0,17.27,-1804,-12930,9934
2015-02-10,62300.0,61300.0,33951.0,17.22,-2312,6481,-3875
2015-02-11,61000.0,61300.0,65316.0,17.22,-4359,13204,-8845
2015-02-12,60600.0,61000.0,25560.0,17.13,-4368,8820,-4614
2015-02-13,60800.0,61100.0,33544.0,17.16,-8789,-4969,13513
2015-02-16,60700.0,60400.0,22712.0,16.96,6717,-10807,4305
2015-02-17,60400.0,61100.0,13930.0,17.16,-7352,1116,6411
2015-02-23,61100.0,61500.0,23247.0,17.27,-15086,8579,6507
2015-02-24,61200.0,61800.0,20977.0,17.36,-10264,2174,8617
2015-02-25,61900.0,62000.0,38192.0,17.41,-9887,-8663,19125
2015-02-26,62000.0,62200.0,46059.0,17.47,2847,197,-2198
2015-02-27,61700.0,61800.0,23593.0,17.36,-2514,5414,-2900
2015-03-02,61600.0,60700.0,63402.0,17.05,27003,-41189,14136
2015-03-03,60700.0,60700.0,64438.0,17.05,19173,-42667,23494
2015-03-04,60400.0,60400.0,19980.0,16.96,5543,-5564,-49
2015-03-05,60200.0,61100.0,45282.0,17.16,-18529,7805,11584
2015-03-06,60900.0,61200.0,44900.0,17.19,3746,-1042,-2650
2015-03-09,60600.0,60300.0,32774.0,16.94,7175,-1921,-5224
2015-03-10,60300.0,60900.0,124093.0,17.1,-25711,23428,2646
2015-03-11,60900.0,61000.0,51407.0,17.13,2027,11363,-11647
2015-03-12,60600.0,60100.0,57426.0,16.88,9893,-20562,10687
2015-03-13,60500.0,60100.0,61408.0,16.88,16006,-8785,-7319
2015-03-16,60000.0,59200.0,45180.0,16.63,11003,-8503,-2550
2015-03-17,59300.0,60400.0,69264.0,16.96,-3675,-11078,14686
2015-03-18,60600.0,59600.0,31204.0,16.74,9236,-10504,1190
2015-03-19,59500.0,59700.0,109815.0,16.77,35990,-53779,17694
2015-03-20,59600.0,59100.0,51001.0,16.6,18168,-18921,693
2015-03-23,59200.0,59600.0,38914.0,16.74,-8946,-2765,11553
2015-03-24,60300.0,62400.0,149799.0,17.53,-56603,-3397,59660
2015-03-25,62600.0,62300.0,41890.0,17.5,-1114,-1390,2004
2015-03-26,62200.0,63000.0,68067.0,17.69,-20314,4579,15680
2015-03-27,63000.0,62600.0,49090.0,17.58,-12409,8521,4005
2015-03-30,62600.0,62900.0,47372.0,17.67,-18697,9048,10114
2015-03-31,62900.0,63800.0,51634.0,17.92,-32671,20423,12613
2015-04-01,63400.0,63500.0,39781.0,17.83,-12000,18833,-6908
2015-04-02,63000.0,62100.0,94284.0,17.44,4764,-33796,28276
2015-04-03,61800.0,61500.0,86537.0,17.27,20288,-30448,9605
2015-04-06,61200.0,60700.0,79901.0,17.05,20951,-31491,9529
2015-04-07,60700.0,61100.0,54304.0,17.16,8918,-21275,11547
2015-04-08,60800.0,61600.0,46285.0,17.3,-11919,3191,11165
2015-04-09,61600.0,61500.0,46147.0,17.27,6109,1764,-8829
2015-04-10,61100.0,61600.0,44375.0,17.3,-3906,-305,4157
2015-04-13,60700.0,60000.0,91304.0,16.85,32438,-14436,-16982
2015-04-14,60000.0,60500.0,82020.0,16.99,5226,-2303,-3189
2015-04-15,60200.0,60500.0,70656.0,16.99,7181,-19785,12931
2015-04-16,60400.0,60100.0,62013.0,16.88,20500,-14957,-5643
2015-04-17,60000.0,59700.0,74060.0,16.77,20698,-19354,-1872
2015-04-20,59300.0,59500.0,49280.0,16.71,-3013,-5410,7939
2015-04-21,59600.0,59000.0,89507.0,16.57,41988,-14586,-27425
2015-04-22,59000.0,59500.0,63477.0,16.71,-3520,8373,-4903
2015-04-23,59500.0,60000.0,78469.0,16.85,7068,7684,-14822
2015-04-24,60000.0,59900.0,85906.0,16.82,4697,-9316,3943
2015-04-27,60000.0,59900.0,51218.0,16.82,-12481,8878,2845
2015-04-28,59900.0,60100.0,76523.0,16.88,747,36941,-37073
2015-04-29,60200.0,59800.0,65935.0,16.8,9838,6193,-16749
2015-04-30,59500.0,59200.0,59072.0,16.63,9478,-674,-9364
2015-05-04,58700.0,56900.0,114537.0,15.98,32935,-21942,-11694
2015-05-06,57000.0,55200.0,109783.0,15.5,42781,-31118,-12993
2015-05-07,55200.0,54200.0,89835.0,15.22,34169,-11397,-23396
2015-05-08,54200.0,55000.0,40106.0,15.45,-4654,7516,-3380
2015-05-11,55500.0,54500.0,113028.0,15.31,51272,-27395,-23917
2015-05-12,55700.0,55400.0,104065.0,15.56,13477,18914,-31610
2015-05-13,55600.0,55300.0,65787.0,15.53,9999,16343,-28369
2015-05-14,55200.0,55400.0,59414.0,15.56,15886,11216,-27172
2015-05-15,55400.0,54600.0,77892.0,15.33,26986,-2883,-24153
2015-05-18,54700.0,54000.0,69665.0,15.17,7364,-10781,2642
2015-05-19,54000.0,54000.0,52682.0,15.17,-5968,-5555,11311
2015-05-20,54100.0,54900.0,62577.0,15.42,-1435,-1545,1397
2015-05-21,54900.0,53700.0,66777.0,15.08,29767,-18311,-12166
2015-05-22,53700.0,54300.0,51832.0,15.25,-2264,-12082,14378
2015-05-26,54300.0,53700.0,57242.0,15.08,29447,-30800,-875
2015-05-27,53400.0,53300.0,85571.0,14.97,18495,-39698,20963
2015-05-28,53200.0,52200.0,104675.0,14.66,38888,-58601,25275
2015-05-29,52000.0,53000.0,108055.0,14.89,8695,-17626,13805
2015-06-01,52600.0,53200.0,61076.0,14.94,3599,5505,-9189
2015-06-02,53200.0,52300.0,44682.0,14.69,3142,-700,-2618
2015-06-03,52400.0,51600.0,58799.0,14.49,14781,-16145,94
2015-06-04,51400.0,50200.0,85433.0,14.1,28661,-30915,1886
2015-06-05,50000.0,50300.0,80205.0,14.13,-2395,-48034,48375
2015-06-08,50300.0,49550.0,117862.0,13.92,28523,-76497,47544
2015-06-09,49600.0,49450.0,53399.0,13.89,17613,-23321,5682
2015-06-10,49400.0,48800.0,60534.0,13.71,19055,-18157,-2297
2015-06-11,49300.0,49000.0,89735.0,13.76,15709,-16502,375
2015-06-12,49000.0,48100.0,103660.0,13.51,14131,2673,-17588
2015-06-15,47700.0,48000.0,44555.0,13.48,-3434,-5069,8086
2015-06-16,48000.0,47800.0,84396.0,13.43,10736,13281,-24372
2015-06-17,48000.0,47700.0,60030.0,13.4,20612,-8348,-13374
2015-06-18,47950.0,48050.0,85498.0,13.5,4931,4028,-11665
2015-06-19,48100.0,46900.0,104088.0,13.17,50951,-24134,-26784
2015-06-22,47100.0,46600.0,85326.0,13.09,5969,-8982,2866
2015-06-23,46800.0,46500.0,91864.0,13.06,23389,-31649,8488
2015-06-24,46550.0,47400.0,117181.0,13.31,-6997,-9240,13700
2015-06-25,47400.0,47000.0,66599.0,13.2,19513,-20843,1114
2015-06-26,46750.0,46300.0,55473.0,13.0,7777,-999,-7124
2015-06-29,45300.0,44550.0,92258.0,12.51,10461,-9299,2553
2015-06-30,44350.0,45700.0,70009.0,12.84,-17795,-5005,22425
2015-07-01,46000.0,46250.0,50352.0,12.99,-10675,1042,9753
2015-07-02,45900.0,45600.0,73115.0,12.81,11723,-13685,861
2015-07-03,46000.0,45500.0,68931.0,12.78,2875,-11637,8454
2015-07-06,45500.0,45050.0,71710.0,12.65,-7636,-12626,19564
2015-07-07,45050.0,46500.0,142793.0,13.06,22559,50245,-74245
2015-07-08,46900.0,48800.0,322279.0,13.71,-496,90514,-92791
2015-07-09,49100.0,49700.0,395921.0,13.96,40187,-25993,-15900
2015-07-10,50400.0,51000.0,218682.0,14.32,-54630,119682,-66295
2015-07-13,51600.0,51000.0,139548.0,14.32,-18419,53708,-35141
2015-07-14,51000.0,50400.0,96520.0,14.16,15288,18118,-33428
2015-07-15,51000.0,50500.0,54497.0,14.18,3551,3431,-5482
2015-07-16,50500.0,50500.0,89188.0,14.18,-8724,26190,-17661
2015-07-17,50500.0,51300.0,101555.0,14.41,11451,33812,-46765
2015-07-20,51300.0,50400.0,67308.0,14.16,14204,-3430,-10774
2015-07-21,51400.0,54800.0,295311.0,15.39,-94353,90704,9766
2015-07-22,54200.0,52900.0,142129.0,14.86,19047,32110,-51610
2015-07-23,52900.0,54400.0,112039.0,15.28,-13881,50998,-36171
2015-07-24,54000.0,52800.0,139244.0,14.83,-14230,40782,-32854
2015-07-27,53200.0,51800.0,93376.0,14.55,8377,-20688,11951
2015-07-28,51000.0,50000.0,148482.0,14.04,33017,-42383,8949
2015-07-29,50300.0,51800.0,98563.0,14.55,-22495,3929,19864
2015-07-30,52200.0,51700.0,75676.0,14.52,-6572,8465,-1408
2015-07-31,51700.0,52200.0,88738.0,14.66,-16099,22070,-5991
2015-08-03,51900.0,51700.0,55641.0,14.52,-871,1761,-490
2015-08-04,52300.0,53700.0,90052.0,15.08,-15004,8770,5928
2015-08-05,53100.0,53700.0,64730.0,15.08,-14725,21646,-11999
2015-08-06,54200.0,54400.0,150270.0,15.28,-55112,36102,18494
2015-08-07,54100.0,54300.0,60937.0,15.25,-27233,32608,-6875
2015-08-10,54300.0,53700.0,61858.0,15.08,4244,6349,-10959
2015-08-11,53700.0,50600.0,106411.0,14.21,26761,-32086,5005
2015-08-12,49500.0,51200.0,72067.0,14.38,-17386,5135,12251
2015-08-13,51400.0,50100.0,55517.0,14.07,18097,-15638,-2618
2015-08-17,49900.0,49900.0,59504.0,14.01,3830,-10031,5965
2015-08-18,49450.0,46650.0,171054.0,13.1,53670,-71170,26067
2015-08-19,46700.0,46000.0,172635.0,12.92,6144,-34990,24370
2015-08-20,44600.0,44400.0,129756.0,12.47,43722,-41773,-609
2015-08-21,43450.0,43450.0,158010.0,12.2,-11991,9262,4346
2015-08-24,43000.0,42150.0,98536.0,11.84,21752,-16496,-5007
2015-08-25,42700.0,41200.0,148451.0,11.57,70239,-68297,-2044
2015-08-26,41400.0,44050.0,141282.0,12.37,-38563,31419,7334
2015-08-27,44050.0,43300.0,78908.0,12.16,24112,-2325,-22148
2015-08-28,43500.0,43650.0,82130.0,12.26,18227,-7005,-10510
2015-08-31,43400.0,43200.0,81605.0,12.13,5639,4800,-11535
2015-09-01,43050.0,42800.0,82597.0,12.02,3940,-1951,-1445
2015-09-02,42000.0,41700.0,96870.0,11.71,47319,-32927,-13366
2015-09-03,42000.0,41200.0,126012.0,11.57,45450,-31652,-15561
2015-09-04,41200.0,41750.0,99035.0,11.73,1096,-9918,9314
2015-09-07,41700.0,41150.0,55106.0,11.56,13364,-2722,-10642
2015-09-08,41250.0,41400.0,50775.0,11.63,4661,1355,-5825
2015-09-09,41750.0,42000.0,98798.0,11.8,35412,-15404,-21508
2015-09-10,41800.0,43050.0,113359.0,12.09,-23135,9166,12969
2015-09-11,42600.0,44650.0,154888.0,12.54,-33513,61108,-27277
2015-09-14,44650.0,43500.0,122166.0,12.22,29150,19002,-48628
2015-09-15,43550.0,43350.0,49661.0,12.18,17938,3503,-21491
2015-09-16,43700.0,45150.0,142263.0,12.68,-33009,49969,-18831
2015-09-17,45600.0,45600.0,115254.0,12.81,-12522,24296,-12064
2015-09-18,46200.0,45500.0,87344.0,12.78,11243,4506,-15148
2015-09-21,45050.0,44450.0,60101.0,12.48,1505,-3100,1319
2015-09-22,44700.0,44950.0,80154.0,12.62,8717,27293,-35364
2015-09-23,44300.0,45500.0,152406.0,12.78,-23660,21628,189
2015-09-24,45900.0,45000.0,97908.0,12.64,18065,-1220,-16375
2015-09-25,45000.0,44950.0,66644.0,12.62,-6096,26179,-20083
2015-09-30,44000.0,45500.0,99784.0,12.78,2352,20030,-26072
2015-10-01,45550.0,46400.0,81382.0,13.03,-10462,27778,-17151
2015-10-02,45100.0,44050.0,151368.0,12.37,46764,-31229,-15193
2015-10-05,44100.0,43700.0,101950.0,12.27,13343,-15989,2421
2015-10-06,43950.0,42950.0,158944.0,12.06,58706,-48995,-10875
2015-10-07,42900.0,44450.0,119045.0,12.48,-27823,42328,-13751
2015-10-08,45200.0,46100.0,239563.0,12.95,-25458,116605,-91045
2015-10-12,46300.0,47450.0,276498.0,13.33,-33191,104569,-71765
2015-10-13,47500.0,46700.0,125836.0,13.12,8162,15528,-23513
2015-10-14,46500.0,45850.0,152497.0,12.88,14526,33554,-48958
2015-10-15,45950.0,47500.0,161679.0,13.34,-10254,78503,-67853
2015-10-16,48400.0,46750.0,102708.0,13.13,31640,-1664,-29905
2015-10-19,46750.0,46400.0,99807.0,13.03,-6007,20668,-14674
2015-10-20,46250.0,45750.0,91998.0,12.85,18381,1498,-20360
2015-10-21,46150.0,48300.0,344456.0,13.57,-49519,60135,-10110
2015-10-22,48250.0,49250.0,209542.0,13.83,-25266,41742,-19392
2015-10-23,50000.0,50700.0,197709.0,14.24,-61676,93121,-31696
2015-10-26,51000.0,50800.0,111850.0,14.27,-11973,8256,3714
2015-10-27,51200.0,51500.0,92922.0,14.46,-1223,3061,1162
2015-10-28,51800.0,51100.0,86579.0,14.35,5505,2082,-7587
2015-10-29,50900.0,49600.0,113767.0,13.93,-3837,-4553,8402
2015-10-30,49300.0,49700.0,87921.0,13.96,-9940,2710,6150
2015-11-02,49300.0,49700.0,85944.0,13.96,-8994,15299,-10741
2015-11-03,49450.0,51500.0,138269.0,14.46,-46598,11057,34002
2015-11-04,51500.0,51200.0,130099.0,14.38,9431,-17469,7348
2015-11-05,51100.0,50400.0,82679.0,14.16,4655,-2195,-3000
2015-11-06,50000.0,49250.0,84967.0,13.83,25963,-38310,11416
2015-11-09,49250.0,48300.0,83044.0,13.57,3325,-26829,23321
2015-11-10,47900.0,47750.0,150905.0,13.41,-3454,-48596,56932
2015-11-11,48000.0,47600.0,59382.0,13.37,1457,18015,-19472
2015-11-12,47600.0,48400.0,77149.0,13.59,3242,-7725,4046
2015-11-13,47550.0,44900.0,280421.0,12.61,89805,-58116,-37973
2015-11-16,42900.0,42050.0,310843.0,11.81,108140,-21814,-94580
2015-11-17,42600.0,42500.0,192157.0,11.94,29872,23732,-53410
2015-11-18,42900.0,42550.0,129084.0,11.95,22034,-1251,-21248
2015-11-19,43000.0,45600.0,232778.0,12.81,-29495,67668,-43650
2015-11-20,46000.0,46000.0,91654.0,12.92,7701,21659,-29318
2015-11-23,45850.0,45200.0,148342.0,12.69,37089,-2411,-34834
2015-11-24,44950.0,47850.0,221666.0,13.44,-94957,92857,1814
2015-11-25,47900.0,46300.0,207422.0,13.0,55909,12651,-68514
2015-11-26,46300.0,46800.0,170876.0,13.14,-3226,-8033,11613
2015-11-27,46800.0,45550.0,156104.0,12.79,31911,-37750,5839
2015-11-30,45550.0,45550.0,1559822.0,12.79,18386,177662,-195690
2015-12-01,46050.0,49350.0,457108.0,13.86,-110335,116364,-4628
2015-12-02,49100.0,48750.0,188733.0,13.69,15639,10585,-26349
2015-12-03,48300.0,47850.0,191343.0,13.44,70280,-26771,-42921
2015-12-04,47100.0,47650.0,117428.0,13.38,13173,-16665,192
2015-12-07,48100.0,48000.0,133956.0,13.48,-5040,13954,-8929
2015-12-08,47950.0,47250.0,107899.0,13.27,15739,4599,-20509
2015-12-09,47100.0,46400.0,109089.0,13.03,25840,-23571,-1289
2015-12-10,46400.0,46400.0,109766.0,13.03,-2557,-2648,7105
2015-12-11,46450.0,46550.0,166351.0,13.07,18096,2429,-22325
2015-12-14,46550.0,45150.0,161687.0,12.68,49188,-20144,-29478
2015-12-15,45600.0,44750.0,123456.0,12.57,27734,5124,-33173
2015-12-16,45250.0,45900.0,120511.0,12.89,-7039,18312,-16632
2015-12-17,46200.0,47300.0,165364.0,13.28,-11858,17401,-6374
2015-12-18,46800.0,47400.0,112470.0,13.31,2835,34825,-42372
2015-12-21,47450.0,47900.0,116696.0,13.45,6464,1706,-10035
2015-12-22,47900.0,48800.0,249206.0,13.71,-41911,-22325,-35790
2015-12-23,48650.0,48800.0,137689.0,13.71,-23074,53432,-30338
2015-12-24,49050.0,48550.0,87422.0,13.64,-24669,41463,-16794
2015-12-28,48850.0,47250.0,98604.0,13.27,20428,-9857,-11636
2015-12-29,46900.0,46900.0,84435.0,13.17,12924,-3062,-9556
2015-12-30,47000.0,46000.0,110298.0,12.92,49618,-37775,-17849
2016-01-04,46000.0,44850.0,89011.0,19.14,40127,-37430,-3232
2016-01-05,44200.0,45850.0,108102.0,19.57,624,13157,-13781
2016-01-06,45850.0,45000.0,105914.0,19.2,-2081,25834,-22453
2016-01-07,44850.0,44700.0,117716.0,19.08,-1113,36217,-29822
2016-01-08,44300.0,44600.0,91260.0,19.03,14924,-238,-14686
2016-01-11,44200.0,42200.0,210281.0,18.01,88024,-63070,-25478
2016-01-12,42500.0,41750.0,170726.0,17.82,35434,-54242,19395
2016-01-13,41950.0,42650.0,109781.0,18.2,13300,-24153,16619
2016-01-14,42000.0,41700.0,85408.0,17.8,37575,-17128,-20474
2016-01-15,42200.0,41000.0,88998.0,17.5,7385,-6981,-2804
2016-01-18,40900.0,41300.0,94161.0,17.63,9021,5396,-15615
2016-01-19,41100.0,39650.0,262639.0,16.92,119539,-37802,-77767
2016-01-20,39650.0,37350.0,275185.0,15.94,91315,-58053,-36276
2016-01-21,37400.0,38200.0,125224.0,16.3,-14281,11173,3280
2016-01-22,38750.0,39250.0,124365.0,16.75,-8096,31801,-23705
2016-01-25,39750.0,39500.0,97122.0,16.86,19451,-9857,-10385
2016-01-26,39300.0,38350.0,108137.0,16.37,44856,-54056,10200
2016-01-27,38750.0,38700.0,94150.0,16.52,18020,-24175,5790
2016-01-28,38150.0,38950.0,69139.0,16.62,25196,-15033,-10988
2016-01-29,39700.0,40750.0,163370.0,17.39,-12914,10501,320
2016-02-01,40500.0,38500.0,272929.0,16.43,95822,-54830,-36026
2016-02-02,38350.0,38800.0,73522.0,16.56,2256,6746,-8862
2016-02-03,38350.0,37900.0,121919.0,16.17,56317,-42210,-14927
2016-02-04,38150.0,38550.0,120577.0,16.45,57,130,59
2016-02-05,38600.0,39250.0,86039.0,16.75,-3581,-1596,5009
2016-02-11,37950.0,37900.0,122237.0,16.17,25396,-14390,-11141
2016-02-12,37550.0,37150.0,127137.0,15.85,21603,-4272,-20509
2016-02-15,37800.0,37750.0,101709.0,16.11,22268,-20173,-2150
2016-02-16,37900.0,39100.0,91556.0,16.69,-9883,13435,-4737
2016-02-17,38850.0,39000.0,119371.0,16.64,15177,-26974,11410
2016-02-18,39500.0,39100.0,89045.0,16.69,16281,-14975,-256
2016-02-19,39000.0,39400.0,89067.0,16.81,9760,-5438,-2519
2016-02-22,39550.0,40200.0,103661.0,17.16,-2653,19901,-16158
2016-02-23,40550.0,39050.0,187880.0,16.67,69716,-27588,-43272
2016-02-24,38650.0,39450.0,151265.0,16.84,-7067,10497,-3430
2016-02-25,39650.0,39550.0,136885.0,16.88,-15904,36490,-13587
2016-02-26,40000.0,39100.0,114892.0,16.69,46086,-47953,1867
2016-02-29,39150.0,39100.0,90378.0,16.69,23380,-48225,24845
2016-03-02,39500.0,40500.0,271730.0,17.28,14164,-4766,-10322
2016-03-03,40250.0,40700.0,166370.0,17.37,-18098,24283,-4735
2016-03-04,40550.0,41400.0,136710.0,17.67,-25020,2921,21434
2016-03-07,41800.0,42700.0,309153.0,18.22,-80113,81499,-1699
2016-03-08,43000.0,42650.0,118988.0,18.2,10531,11759,-22364
2016-03-09,42250.0,41800.0,128842.0,17.84,27045,15851,-43643
2016-03-10,42150.0,42700.0,145334.0,18.22,-39021,11220,24803
2016-03-11,42600.0,43150.0,108159.0,18.42,-2310,29609,-28160
2016-03-14,43300.0,42800.0,125950.0,18.27,19762,22786,-43200
2016-03-15,42550.0,43500.0,178298.0,18.56,-39818,53749,-14360
2016-03-16,43500.0,43600.0,131823.0,18.61,-31438,61066,-30149
2016-03-17,43900.0,45500.0,292499.0,19.42,-153772,121431,29743
2016-03-18,45750.0,47050.0,281505.0,20.08,-125914,106311,14854
2016-03-21,47200.0,46800.0,170890.0,19.97,-30486,23433,10690
2016-03-22,46700.0,46400.0,125950.0,19.8,-6737,-2781,7758
2016-03-23,46500.0,47750.0,229335.0,20.38,-88282,26190,65238
2016-03-24,47300.0,47200.0,129060.0,20.14,-1666,4940,-3891
2016-03-25,47500.0,46750.0,135178.0,19.95,-14000,18867,-4338
2016-03-28,46500.0,47700.0,164330.0,20.36,-76053,49953,27917
2016-03-29,47700.0,48350.0,115636.0,20.63,-49280,57431,-8052
2016-03-30,48050.0,46450.0,326726.0,19.82,-33364,58248,-25418
2016-03-31,46850.0,47650.0,242961.0,20.34,-85822,7458,77199
2016-04-01,48300.0,45950.0,235982.0,19.61,69756,-35464,-32882
2016-04-04,46300.0,46050.0,122747.0,19.65,-2864,-16200,19135
2016-04-05,46150.0,45750.0,99049.0,19.52,12856,4004,-13859
2016-04-06,45450.0,45150.0,85375.0,19.27,1870,5841,-5416
2016-04-07,45200.0,46400.0,117897.0,19.8,-36857,49525,-10813
2016-04-08,46400.0,47150.0,132198.0,20.12,-19575,69825,-49369
2016-04-11,46850.0,46950.0,92252.0,20.04,22837,19051,-40904
2016-04-12,46950.0,49600.0,265915.0,21.17,-117741,126771,-7641
2016-04-14,49600.0,50400.0,196072.0,21.51,-60823,108042,-47210
2016-04-15,50400.0,50300.0,116329.0,21.47,-23706,37060,-18461
2016-04-18,50000.0,50400.0,99058.0,21.51,-18203,21895,-3490
2016-04-19,50700.0,51400.0,129836.0,21.94,-30619,48092,-15136
2016-04-20,51300.0,49300.0,208540.0,21.04,27652,-21372,-5577
2016-04-21,50200.0,51800.0,209906.0,22.11,-63508,64498,2512
2016-04-22,51300.0,51800.0,122615.0,22.11,-38478,48306,-9206
2016-04-25,51300.0,51900.0,90344.0,22.15,-37465,52862,-13191
2016-04-26,52000.0,51300.0,59207.0,21.89,-6632,23371,-10255
2016-04-27,51900.0,50400.0,125713.0,21.51,22952,-46098,24250
2016-04-28,50400.0,51000.0,143401.0,21.77,-44852,14744,31464
2016-04-29,51200.0,52300.0,128585.0,22.32,-31133,12162,19667
2016-05-02,52000.0,51200.0,62718.0,21.85,-12758,-220,13133
2016-05-03,51200.0,50800.0,65416.0,21.68,306,-1790,1606
2016-05-04,50200.0,50600.0,105980.0,21.59,48058,-21353,-32689
2016-05-09,50800.0,49100.0,129138.0,20.95,17143,-19189,1486
2016-05-10,48500.0,50800.0,107854.0,21.68,-17320,17091,3149
2016-05-11,50400.0,50300.0,60281.0,21.47,3003,9759,-12764
2016-05-12,50500.0,50000.0,128772.0,21.34,43834,-42257,-2212
2016-05-13,49700.0,49650.0,77190.0,21.19,-3099,395,2721
2016-05-16,49300.0,49900.0,52895.0,21.3,-20521,12745,8262
2016-05-17,50100.0,49550.0,64176.0,21.15,14244,6658,-20869
2016-05-18,49300.0,49650.0,71152.0,21.19,-16677,17521,45
2016-05-19,49350.0,49050.0,58663.0,20.93,-3452,19626,-16090
2016-05-20,48750.0,49300.0,54135.0,21.04,-10017,-17373,27403
2016-05-23,49300.0,49150.0,81623.0,20.98,-4656,-12763,17423
2016-05-24,49850.0,49200.0,79309.0,21.0,-13579,894,12112
2016-05-25,49700.0,50700.0,73768.0,21.64,-23030,13842,9192
2016-05-26,50800.0,50100.0,60170.0,21.38,8311,4870,-13180
2016-05-27,49850.0,49800.0,46986.0,21.25,4284,-6274,1994
2016-05-30,49500.0,49350.0,37248.0,21.06,413,-6049,5638
2016-05-31,49250.0,51000.0,88774.0,21.77,-29230,10116,12460
2016-06-01,50600.0,50300.0,68537.0,21.47,-5289,8630,-2138
2016-06-02,50100.0,50500.0,72649.0,21.55,-6474,-1272,7548
2016-06-03,51000.0,51100.0,54608.0,21.81,-26672,16681,10884
2016-06-07,51400.0,51100.0,52231.0,21.81,703,13657,-14345
2016-06-08,50800.0,50900.0,90509.0,21.72,3244,21801,-25043
2016-06-09,50900.0,49850.0,140312.0,21.27,26307,-52195,25490
2016-06-10,49750.0,49600.0,79294.0,21.17,2224,-16884,14663
2016-06-13,49700.0,48000.0,157876.0,20.49,36355,-42258,5353
2016-06-14,48500.0,47300.0,175113.0,20.19,35572,-51862,16077
2016-06-15,47500.0,48100.0,92461.0,20.53,-11250,-25469,36708
2016-06-16,48150.0,47500.0,89324.0,20.27,-3130,1194,935
2016-06-17,47600.0,47300.0,87200.0,20.19,7197,-11980,5033
2016-06-20,48300.0,48050.0,61899.0,20.51,-8489,-10047,18533
2016-06-21,48050.0,48000.0,68179.0,20.49,3731,-24953,21989
2016-06-22,48350.0,49250.0,64271.0,21.02,-20491,234,20014
2016-06-23,48700.0,48600.0,41845.0,20.74,2535,2669,-5210
2016-06-24,48700.0,46400.0,156512.0,19.8,853,-9628,7803
2016-06-27,45600.0,45800.0,96701.0,19.55,2456,-24362,20855
2016-06-28,45450.0,46000.0,99152.0,19.63,14279,-33285,18415
2016-06-29,46400.0,48150.0,86536.0,20.55,-22389,16050,6339
2016-06-30,48450.0,47550.0,46149.0,20.29,8208,-12634,4426
2016-07-01,47550.0,47550.0,65699.0,20.29,11485,-31628,20043
2016-07-04,47400.0,47850.0,34514.0,20.42,-416,-12054,12470
2016-07-05,47650.0,47500.0,43501.0,20.27,7380,-18408,10936
2016-07-06,47700.0,47050.0,60126.0,20.08,3804,-12081,8271
2016-07-07,47700.0,47300.0,47882.0,20.19,690,-19867,20134
