Symbol,LS산전_시가(원),LS산전_종가(원),LS산전_거래량(주),LS산전_PER(IFRS-연결),LS산전_순매수수량(개인)(주),LS산전_순매수수량(기관계)(주),LS산전_순매수수량(외국인계)(주)
2005-05-16,17350.0,17700.0,55951.0,6.28,-10391,10251,0
2005-05-17,17600.0,17700.0,47756.0,6.28,3416,-4256,0
2005-05-18,17850.0,17750.0,101545.0,6.3,1470,2730,-14270
2005-05-19,17850.0,18250.0,73566.0,6.48,-43923,40883,0
2005-05-20,18100.0,18200.0,87360.0,6.46,-15620,-6360,10000
2005-05-23,18200.0,18250.0,83130.0,6.48,-10720,-5880,-80
2005-05-24,18100.0,18100.0,46781.0,6.43,-2319,23839,0
2005-05-25,18050.0,18000.0,91433.0,6.39,-7910,-7910,31600
2005-05-26,18100.0,17950.0,42820.0,6.37,-4680,2270,0
2005-05-27,18050.0,18500.0,120050.0,6.57,-17810,21710,6200
2005-05-30,18500.0,18750.0,97360.0,6.66,25350,-20050,3280
2005-05-31,18950.0,19700.0,90190.0,7.0,-27130,24640,-5000
2005-06-01,19200.0,19200.0,73091.0,6.82,-16019,8829,-820
2005-06-02,19200.0,19000.0,92943.0,6.75,-3160,36200,-34550
2005-06-03,19100.0,19000.0,42671.0,6.75,-8291,24290,-16230
2005-06-07,19000.0,18800.0,33140.0,6.68,-6037,16637,-10620
2005-06-08,18750.0,19300.0,106562.0,6.85,-18665,39385,-25000
2005-06-09,19300.0,19300.0,152998.0,6.85,9800,44400,-44830
2005-06-10,19100.0,19450.0,135790.0,6.91,-5750,81070,-68750
2005-06-13,19300.0,19000.0,92006.0,6.75,22396,-2860,-28640
2005-06-14,18700.0,18400.0,81320.0,6.53,33720,-16870,-23810
2005-06-15,18500.0,18450.0,59160.0,6.55,19940,60,-26210
2005-06-16,18500.0,18100.0,113684.0,6.43,62660,-25380,-40790
2005-06-17,18100.0,17750.0,239313.0,6.3,135630,-48790,-86160
2005-06-20,17800.0,17750.0,191960.0,6.3,52920,-18400,-28120
2005-06-21,17650.0,17850.0,99280.0,6.34,-7710,12590,-26580
2005-06-22,17700.0,18050.0,173430.0,6.41,-18540,39970,-43340
2005-06-23,18050.0,18050.0,94168.0,6.41,-1150,-18990,8410
2005-06-24,18050.0,18750.0,279446.0,6.66,-59685,111079,-65810
2005-06-27,18500.0,18600.0,155197.0,6.6,-39707,-23867,36520
2005-06-28,18500.0,18650.0,79411.0,6.62,516,37354,-36180
2005-06-29,18650.0,19000.0,129625.0,6.75,-57205,31105,19120
2005-06-30,19000.0,19500.0,235400.0,6.92,-113710,99960,-27130
2005-07-01,19200.0,19500.0,124310.0,6.92,-14425,27655,-5500
2005-07-04,19550.0,19400.0,107640.0,6.89,18080,-14900,-6410
2005-07-05,19300.0,19000.0,60436.0,6.75,13688,1342,-9620
2005-07-06,18900.0,18550.0,124743.0,6.59,31487,-9647,-32630
2005-07-07,18300.0,18300.0,263746.0,6.5,126191,-88721,-21550
2005-07-08,18150.0,18500.0,145680.0,6.57,-17614,62414,1860
2005-07-11,18550.0,18700.0,269058.0,6.64,34490,66080,2850
2005-07-12,18800.0,18900.0,179360.0,6.71,-83750,88880,1190
2005-07-13,19300.0,20400.0,555070.0,7.24,-146260,42760,32100
2005-07-14,20400.0,20400.0,340432.0,7.24,-62313,61253,910
2005-07-15,20500.0,20200.0,396449.0,7.17,45991,68959,-144630
2005-07-18,20100.0,20050.0,128367.0,7.12,1360,-32120,-1790
2005-07-19,19800.0,20050.0,132850.0,7.12,-13830,40000,-29120
2005-07-20,20000.0,20100.0,257391.0,7.14,2447,6073,-22760
2005-07-21,20100.0,19750.0,108373.0,7.01,20400,-7770,-9430
2005-07-22,19500.0,19850.0,166287.0,7.05,-38116,39460,-3420
2005-07-25,19850.0,20500.0,306850.0,7.28,-43750,63250,-40010
2005-07-26,20450.0,21500.0,567850.0,7.63,-137960,-103460,53330
2005-07-27,22000.0,22000.0,296260.0,7.81,-109530,88910,-7360
2005-07-28,22250.0,21900.0,204609.0,7.78,-67210,89820,-42580
2005-07-29,21950.0,21900.0,259557.0,7.78,10222,-72862,62670
2005-08-01,21700.0,21800.0,111302.0,7.74,23329,-50209,19430
2005-08-02,21600.0,21450.0,84876.0,7.62,-7498,-16192,23090
2005-08-03,21350.0,22150.0,445132.0,7.87,-31028,-70882,91280
2005-08-04,22000.0,22100.0,174480.0,7.85,-35605,485,31250
2005-08-05,21800.0,21700.0,124071.0,7.71,-18240,-9330,23260
2005-08-08,21300.0,21750.0,163490.0,7.72,-26420,3450,-5210
2005-08-09,21600.0,22400.0,137858.0,7.95,-27530,17330,3270
2005-08-10,22500.0,22200.0,95555.0,7.88,21711,-15436,-3950
2005-08-11,22200.0,22650.0,182320.0,8.04,-32266,-1314,49700
2005-08-12,22600.0,22800.0,358473.0,8.1,-11768,-147575,247990
2005-08-16,22600.0,22950.0,137360.0,8.15,-17700,-26360,36670
2005-08-17,22800.0,23300.0,148585.0,8.27,-26890,-54620,77010
2005-08-18,23150.0,22850.0,149525.0,8.11,-15620,-56360,76250
2005-08-19,22500.0,22700.0,100990.0,8.06,-22880,8740,-700
2005-08-22,22700.0,23250.0,78180.0,8.26,-35520,31360,2790
2005-08-23,23250.0,22850.0,105750.0,8.11,23060,-26650,-1400
2005-08-24,22850.0,22900.0,139280.0,8.13,-16728,5378,-1000
2005-08-25,22900.0,22950.0,192070.0,8.15,-15340,26110,80
2005-08-26,22700.0,23000.0,155802.0,8.17,-13482,8880,3550
2005-08-29,22650.0,22450.0,192920.0,7.97,-20750,35690,-3090
2005-08-30,22500.0,22650.0,87650.0,8.04,-11570,13530,-4810
2005-08-31,22100.0,22600.0,82190.0,8.02,-22190,12130,-1880
2005-09-01,22450.0,23800.0,121100.0,8.45,-50440,53830,3710
2005-09-02,23800.0,23750.0,86030.0,8.43,-4170,-3260,-460
2005-09-05,23650.0,23100.0,88460.0,8.2,33480,-14350,500
2005-09-06,22700.0,23250.0,148821.0,8.26,-22285,29775,-10020
2005-09-07,23550.0,23800.0,144671.0,8.45,-20021,59971,2370
2005-09-08,23800.0,23800.0,188580.0,8.45,-40890,35750,2190
2005-09-09,23500.0,24050.0,89272.0,8.54,-7888,9808,410
2005-09-12,23900.0,24600.0,106075.0,8.73,-19310,19360,-2420
2005-09-13,24950.0,26500.0,354590.0,9.41,-83206,82046,26520
2005-09-14,26900.0,26850.0,194791.0,9.53,10940,11040,-53630
2005-09-15,26650.0,26000.0,164806.0,9.23,63870,-29380,-26980
2005-09-16,25600.0,25550.0,125170.0,9.07,14202,16218,-33450
2005-09-20,26550.0,26200.0,265816.0,9.3,4045,-17445,14020
2005-09-21,26200.0,27000.0,121855.0,9.59,-23553,-8437,28550
2005-09-22,26950.0,28950.0,330767.0,10.28,-71260,-23570,10790
2005-09-23,28200.0,28050.0,109895.0,9.96,-12000,14170,-6980
2005-09-26,28300.0,29000.0,142480.0,10.3,-42080,40570,-230
2005-09-27,29000.0,29450.0,113590.0,10.46,-37370,31050,-5490
2005-09-28,29000.0,29750.0,146034.0,10.56,-604,72834,-62000
2005-09-29,29300.0,29000.0,171256.0,10.3,31870,-15570,-34020
2005-09-30,28600.0,29000.0,79040.0,10.3,-16447,24427,-8180
2005-10-04,28600.0,28700.0,103590.0,10.19,4950,-6680,380
2005-10-05,28050.0,28050.0,111218.0,9.96,25530,-18210,-7150
2005-10-06,27500.0,28000.0,94542.0,9.94,-7608,-10182,940
2005-10-07,28000.0,28350.0,94780.0,10.07,-10822,16542,-1490
2005-10-10,27900.0,28900.0,99410.0,10.26,-28100,4680,2700
2005-10-11,28550.0,28500.0,93464.0,10.12,11000,-5010,350
2005-10-12,28300.0,27800.0,87830.0,9.87,31030,-27790,120
2005-10-13,27500.0,27650.0,162151.0,9.82,24350,8640,-34260
2005-10-14,27500.0,27400.0,83670.0,9.73,-2570,7200,-450
2005-10-17,26950.0,27400.0,85790.0,9.73,-23729,16009,-1850
2005-10-18,27100.0,28500.0,200630.0,10.12,-40318,39888,9440
2005-10-19,28500.0,27300.0,78902.0,9.69,-6420,210,-4020
2005-10-20,27400.0,27500.0,95840.0,9.76,-3400,-25230,-390
2005-10-21,26800.0,27350.0,67525.0,9.71,-15720,27100,1620
2005-10-24,27200.0,27200.0,34633.0,9.66,857,1463,-1770
2005-10-25,27600.0,27800.0,85140.0,9.87,-7350,13140,-11310
2005-10-26,27700.0,27750.0,82490.0,9.85,-6700,-14560,4090
2005-10-27,28000.0,28200.0,306401.0,10.01,-4780,-30420,-20620
2005-10-28,27650.0,27350.0,130264.0,9.71,-17430,15700,-5400
2005-10-31,27800.0,28200.0,105546.0,10.01,-31593,31403,-1280
2005-11-01,27800.0,28050.0,42630.0,9.96,1050,-1760,1120
2005-11-02,27900.0,28200.0,58990.0,10.01,-8398,5668,2320
2005-11-03,28200.0,28300.0,111109.0,10.05,11828,32972,-46750
2005-11-04,28400.0,29400.0,100231.0,10.44,-41469,24544,5185
2005-11-07,29550.0,30300.0,49029.0,10.76,-11960,23840,160
2005-11-08,29800.0,29650.0,51125.0,10.53,-5033,20483,-13930
2005-11-09,29350.0,29900.0,64126.0,10.62,-26120,18650,4530
2005-11-10,30000.0,30300.0,87901.0,10.76,-20938,5398,7700
2005-11-11,30450.0,30300.0,194930.0,10.76,-12905,19240,-6115
2005-11-14,30000.0,29350.0,104863.0,10.42,22046,-9326,-14000
2005-11-15,29100.0,28650.0,68450.0,10.17,10240,4580,-9850
2005-11-16,28600.0,28700.0,135531.0,10.19,48748,-50328,-23160
2005-11-17,28400.0,29000.0,144570.0,10.3,8153,14647,-44220
2005-11-18,29400.0,28950.0,84780.0,10.28,-890,-450,-7360
2005-11-21,28550.0,28300.0,203203.0,10.05,32820,-13630,-49020
2005-11-22,28500.0,27500.0,218720.0,9.76,40760,-11010,-55010
2005-11-23,27350.0,27200.0,294351.0,9.66,87401,57590,-116751
2005-11-24,27100.0,26800.0,284160.0,9.52,56030,6530,-119570
2005-11-25,26600.0,26000.0,296263.0,9.23,103089,2551,-139090
2005-11-28,26050.0,26800.0,199310.0,9.52,51710,26060,-75550
2005-11-29,26600.0,26400.0,140310.0,9.37,48164,-31914,-36360
2005-11-30,26300.0,27200.0,342854.0,9.66,15282,56798,-176470
2005-12-01,27200.0,27900.0,326425.0,9.91,26403,85867,-117510
2005-12-02,28400.0,27150.0,240403.0,9.64,116060,-40980,-41670
2005-12-05,27100.0,26750.0,188219.0,9.5,77606,-50156,-44050
2005-12-06,26500.0,26100.0,184391.0,9.27,84936,-83386,-16930
2005-12-07,26000.0,26300.0,187878.0,9.34,53877,-76377,17350
2005-12-08,26300.0,26650.0,223180.0,9.46,17650,-9300,-16190
2005-12-09,26250.0,26400.0,126161.0,9.37,4272,-10522,200
2005-12-12,26200.0,27000.0,360730.0,9.59,-17590,32370,420
2005-12-13,27200.0,27150.0,189945.0,9.64,20662,-34622,39590
2005-12-14,27200.0,27800.0,224400.0,9.87,6910,-16140,58710
2005-12-15,27700.0,26650.0,238505.0,9.46,87625,-82615,2630
2005-12-16,26450.0,26200.0,133170.0,9.3,41600,-52480,-1560
2005-12-19,25700.0,26000.0,172645.0,9.23,45092,-28112,-2150
2005-12-20,25750.0,26200.0,113926.0,9.3,-31220,21150,-180
2005-12-21,26200.0,27300.0,231770.0,9.69,-28424,41014,2530
2005-12-22,27500.0,26850.0,98786.0,9.53,17742,-33802,80
2005-12-23,27300.0,26900.0,147639.0,9.55,25580,-21390,-90
2005-12-26,26900.0,27150.0,95110.0,9.64,-19020,21860,-210
2005-12-27,27150.0,27000.0,115530.0,9.59,-10185,11255,13460
2005-12-28,26550.0,26900.0,81670.0,9.55,-9953,-4117,-20
2005-12-29,27100.0,27800.0,222910.0,9.87,-64446,61570,33050
2006-01-02,28150.0,27900.0,214680.0,10.21,54031,-24815,1940
2006-01-03,28000.0,29000.0,313424.0,10.62,-12880,46430,-1140
2006-01-04,29100.0,29750.0,306285.0,10.89,-103210,112850,440
2006-01-05,29800.0,28900.0,126894.0,10.58,-640,-6430,-3100
2006-01-06,28550.0,29100.0,141590.0,10.65,-38770,16420,4130
2006-01-09,29000.0,28300.0,90000.0,10.36,13970,-16820,740
2006-01-10,28300.0,28700.0,157331.0,10.51,-12480,56020,-3730
2006-01-11,28650.0,29200.0,91205.0,10.69,-34625,30445,-11020
2006-01-12,29000.0,29200.0,148338.0,10.69,-8060,10980,-20320
2006-01-13,28950.0,28750.0,90190.0,10.53,-2271,-4429,6020
2006-01-16,28800.0,29250.0,134539.0,10.71,24673,-15543,-630
2006-01-17,29600.0,29900.0,431355.0,10.95,-133194,45934,-9260
2006-01-18,29900.0,29850.0,224170.0,10.93,-21090,22980,-1510
2006-01-19,29850.0,30500.0,147157.0,11.17,-48028,45778,-470
2006-01-20,31000.0,29000.0,205792.0,10.62,9913,19697,-34220
2006-01-23,28400.0,27800.0,178632.0,10.18,-8762,28912,-890
2006-01-24,27150.0,28600.0,107320.0,10.47,-20891,-4689,26890
2006-01-25,28100.0,27700.0,161151.0,10.14,22896,-9746,-6750
2006-01-26,27300.0,28500.0,97259.0,10.43,-40690,42860,-2520
2006-01-27,28900.0,29800.0,91200.0,10.91,-34710,37970,720
2006-01-31,29350.0,29500.0,71880.0,10.8,10140,-13480,940
2006-02-01,29100.0,27950.0,64416.0,10.23,-6780,10360,2770
2006-02-02,28000.0,28200.0,127754.0,10.32,12167,2213,-430
2006-02-03,28000.0,27100.0,127888.0,9.92,5920,24630,1760
2006-02-06,26850.0,27500.0,64307.0,10.07,-9970,11050,5980
2006-02-07,27150.0,28000.0,89770.0,10.25,-26600,2610,19000
2006-02-08,28200.0,27000.0,57389.0,9.89,11911,-10491,-1820
2006-02-09,27700.0,27000.0,73576.0,9.89,29605,-32705,1000
2006-02-10,27000.0,26700.0,82134.0,9.78,32984,-25794,-20
2006-02-13,26700.0,26100.0,71601.0,9.56,31871,-28311,30
2006-02-14,26100.0,26450.0,48900.0,9.68,-19191,16591,-610
2006-02-15,26650.0,26800.0,74440.0,9.81,-7972,4212,7980
2006-02-16,26550.0,27100.0,67400.0,9.92,-1700,-4400,4590
2006-02-17,27400.0,27500.0,74560.0,10.07,-36750,17520,-250
2006-02-20,27600.0,27450.0,88571.0,10.05,-1980,1680,-7400
2006-02-21,27450.0,27200.0,102264.0,9.96,16443,-23633,-5870
2006-02-22,26900.0,27100.0,88880.0,9.92,13206,-16906,4580
2006-02-23,27450.0,29500.0,259240.0,10.8,-123398,43918,80340
2006-02-24,29500.0,29500.0,159655.0,10.8,-30417,-22673,51310
2006-02-27,29300.0,30300.0,229920.0,11.09,-3932,-18988,27250
2006-02-28,30300.0,30800.0,173651.0,11.28,-37174,8724,32290
2006-03-02,30450.0,30950.0,113850.0,11.33,-11820,11770,10250
2006-03-03,30700.0,29500.0,112808.0,10.8,18503,-4633,-14650
2006-03-06,29500.0,29300.0,63815.0,10.73,-12160,15060,830
2006-03-07,28900.0,29550.0,83506.0,10.82,-22600,-17460,35130
2006-03-08,29050.0,29750.0,98680.0,10.89,-25330,-21380,45430
2006-03-09,29300.0,30250.0,126590.0,11.07,410,-21510,15180
2006-03-10,30450.0,30100.0,55570.0,11.02,-15054,-19496,34810
2006-03-13,30150.0,30600.0,82949.0,11.2,-10170,-32940,37110
2006-03-14,30600.0,31600.0,165170.0,11.57,-16230,-13270,42670
2006-03-15,31850.0,32400.0,117358.0,11.86,-31052,12862,31880
2006-03-16,32400.0,32750.0,124550.0,11.99,-53830,10780,31170
2006-03-17,32350.0,32500.0,73459.0,11.9,2120,23130,-150
2006-03-20,32100.0,33100.0,63769.0,12.12,-29100,19430,9570
2006-03-21,32700.0,31800.0,76672.0,11.64,23690,-17620,-5800
2006-03-22,31600.0,30600.0,78409.0,11.2,39190,-29710,-8060
2006-03-23,31000.0,31000.0,69120.0,11.35,5160,-2550,-9860
2006-03-24,30500.0,30500.0,40332.0,11.17,1400,7440,-7710
2006-03-27,30500.0,31450.0,42660.0,11.51,-6730,8130,-3290
2006-03-28,31450.0,31500.0,109658.0,11.53,-14475,-24465,34550
2006-03-29,31100.0,31600.0,142580.0,11.57,1830,-11540,1520
2006-03-30,31650.0,32700.0,67828.0,11.97,-17454,17574,-5560
2006-03-31,32500.0,33400.0,86785.0,12.23,-35366,34256,-600
2006-04-03,33150.0,32000.0,145509.0,11.72,68000,-37370,-20040
2006-04-04,31700.0,32050.0,258395.0,11.73,13467,-80440,174970
2006-04-05,32000.0,32550.0,358665.0,11.92,51983,-169380,166380
2006-04-06,32900.0,33350.0,147743.0,12.21,-20150,-18750,55940
2006-04-07,33350.0,33150.0,93040.0,12.14,8960,-42270,21790
2006-04-10,32500.0,34000.0,66450.0,12.45,-43070,21490,17940
2006-04-11,33800.0,33450.0,37375.0,12.25,80,-11410,11230
2006-04-12,33000.0,33450.0,43873.0,12.25,-3523,543,2080
2006-04-13,33450.0,33450.0,62463.0,12.25,-7925,-1715,2330
2006-04-14,33500.0,34200.0,86101.0,12.52,-10038,-14222,32050
2006-04-17,34000.0,33800.0,56790.0,12.37,-2600,-4950,0
2006-04-18,33250.0,33700.0,54090.0,12.34,-7320,5810,-180
2006-04-19,33700.0,33000.0,60140.0,12.08,5830,-7360,850
2006-04-20,33000.0,33400.0,72898.0,12.23,-15737,13057,2110
2006-04-21,33050.0,33300.0,63709.0,12.19,3792,-20422,16200
2006-04-24,32900.0,31650.0,90854.0,11.59,25362,-28062,12590
2006-04-25,31950.0,32900.0,108451.0,12.05,-48230,40210,11550
2006-04-26,33700.0,35200.0,196140.0,12.89,-79201,41751,39540
2006-04-27,35200.0,35800.0,94600.0,13.11,-31480,15330,9660
2006-04-28,35250.0,35700.0,104661.0,13.07,-13451,35671,-10410
2006-05-02,35100.0,35000.0,76658.0,12.81,-24468,43288,-16070
2006-05-03,34900.0,34900.0,112503.0,12.78,35158,-37808,-1790
2006-05-04,34900.0,35400.0,65648.0,12.96,-556,2136,1100
2006-05-08,35250.0,34300.0,90966.0,12.56,17434,-13064,-9720
2006-05-09,33850.0,33100.0,86170.0,12.12,16533,-24683,7630
2006-05-10,33000.0,33200.0,38983.0,12.16,-9950,1590,10330
2006-05-11,33200.0,34100.0,64930.0,12.48,-7931,12961,-6020
2006-05-12,33600.0,33500.0,208951.0,12.26,31940,-110560,92220
2006-05-15,33050.0,33100.0,109373.0,12.12,5650,-63310,46380
2006-05-16,33500.0,32700.0,151960.0,11.97,-620,-70010,76760
2006-05-17,32900.0,33500.0,91590.0,12.26,5940,-10250,4680
2006-05-18,32500.0,32700.0,79250.0,11.97,-18670,-3170,28060
2006-05-19,32250.0,32800.0,34360.0,12.01,-3046,2586,-1200
2006-05-22,32800.0,31900.0,34606.0,11.68,-5046,-3084,7350
2006-05-23,31900.0,31650.0,69809.0,11.59,-17800,28260,-15640
2006-05-24,31500.0,32000.0,50781.0,11.72,-7550,15410,-6670
2006-05-25,31300.0,31000.0,56837.0,11.35,1741,-13631,-480
2006-05-26,31100.0,31700.0,79801.0,11.61,-7880,-29970,38030
2006-05-29,31600.0,31500.0,111327.0,11.53,103,-963,19890
2006-05-30,31500.0,31900.0,63810.0,11.68,580,10170,-15370
2006-06-01,31800.0,30700.0,43897.0,11.24,-4763,8273,-3410
2006-06-02,30850.0,30950.0,52907.0,11.33,-2046,13247,-13760
2006-06-05,30700.0,29900.0,62020.0,10.95,15300,-11990,-2700
2006-06-07,29000.0,29500.0,166291.0,10.8,-24620,-11510,55050
2006-06-08,29500.0,29000.0,246210.0,10.62,-14430,-48340,82970
2006-06-09,29300.0,29500.0,87174.0,10.8,-4529,-128,-10843
2006-06-12,29450.0,30000.0,61106.0,10.98,-18486,860,30070
2006-06-13,29850.0,30500.0,75855.0,11.17,-22873,-21857,44380
2006-06-14,30600.0,32500.0,113200.0,11.9,-45960,-14870,54880
2006-06-15,32600.0,32800.0,69100.0,12.01,-12900,-11540,12210
2006-06-16,33000.0,33200.0,69040.0,12.16,-17270,37430,-21380
2006-06-19,33100.0,32900.0,39038.0,12.05,122,-3782,1000
2006-06-20,33000.0,31200.0,25510.0,11.42,1370,-320,-750
2006-06-21,31200.0,31200.0,14260.0,11.42,1580,-6020,1440
2006-06-22,31400.0,32400.0,61940.0,11.86,-31210,9080,20080
2006-06-23,31700.0,32100.0,34870.0,11.75,-3680,-3230,8360
2006-06-26,32300.0,32500.0,35990.0,11.9,-5280,2220,-8300
2006-06-27,32400.0,32250.0,126342.0,11.81,3600,74100,-2640
2006-06-28,31500.0,32000.0,34240.0,11.72,1200,-4940,1480
2006-06-29,31800.0,32900.0,61555.0,12.05,-14650,23170,-8360
2006-06-30,33100.0,33300.0,143431.0,12.19,-15680,50380,-55760
2006-07-03,33500.0,32400.0,64452.0,11.86,23560,-12960,-10670
2006-07-04,32050.0,31900.0,30580.0,11.68,-1840,700,1580
2006-07-05,31450.0,31650.0,41520.0,11.59,-1460,-6250,2760
2006-07-06,31150.0,31250.0,68010.0,11.44,2522,-4922,-6250
2006-07-07,31250.0,31100.0,89240.0,11.39,11100,-46310,35480
2006-07-10,31200.0,31200.0,82725.0,11.42,839,-21459,19290
2006-07-11,31300.0,31800.0,99094.0,11.64,-300,-38380,33870
2006-07-12,32250.0,32000.0,238963.0,11.72,17873,17037,24660
2006-07-13,32050.0,31200.0,190131.0,11.42,28410,-12960,35640
2006-07-14,30600.0,31300.0,64281.0,11.46,-5667,-6393,13170
2006-07-18,30700.0,31300.0,35590.0,11.46,-20240,9100,9560
2006-07-19,31300.0,31100.0,124520.0,11.39,3122,-40792,36940
2006-07-20,31700.0,32500.0,88300.0,11.9,-18474,4924,11000
2006-07-21,32300.0,32000.0,49805.0,11.72,-2295,11165,-18230
2006-07-24,31600.0,32400.0,42120.0,11.86,-1070,-160,410
2006-07-25,32500.0,32850.0,156510.0,12.03,-12450,31070,-38720
2006-07-26,33000.0,32800.0,36110.0,12.01,-3040,4010,-980
2006-07-27,32550.0,33200.0,59550.0,12.16,-11290,10740,1060
2006-07-28,33000.0,33000.0,34591.0,12.08,1410,1720,30
2006-07-31,33200.0,32800.0,37587.0,12.01,2216,-116,-1550
2006-08-01,32450.0,32600.0,26975.0,11.94,-4900,3840,690
2006-08-02,32800.0,33200.0,33230.0,12.16,-12720,11720,580
2006-08-03,32800.0,32250.0,32458.0,11.81,10332,3268,-13140
2006-08-04,32250.0,32450.0,125710.0,11.88,25760,10080,-32290
2006-08-07,32550.0,31600.0,50032.0,11.57,10550,-13500,-1810
2006-08-08,31300.0,32550.0,44310.0,11.92,-20270,15290,1340
2006-08-09,32050.0,32900.0,44070.0,12.05,-13600,12740,50
2006-08-10,32900.0,32100.0,57850.0,11.75,-920,-11590,3840
2006-08-11,32400.0,31700.0,68964.0,11.61,19760,-21090,-3540
2006-08-14,31900.0,32100.0,33780.0,11.75,-10130,7070,-260
2006-08-16,32100.0,32550.0,31533.0,11.92,-4796,7266,-520
2006-08-17,32350.0,32850.0,35880.0,12.03,-1800,6980,1370
2006-08-18,32800.0,32400.0,38581.0,11.86,16890,-7890,430
2006-08-21,32750.0,32100.0,47020.0,11.75,22399,-9179,-6120
2006-08-22,32300.0,32500.0,60174.0,11.9,-698,4948,-10
2006-08-23,32500.0,33250.0,374490.0,12.17,-632,26862,-41760
2006-08-24,33150.0,33450.0,116531.0,12.25,-1027,11507,-33520
2006-08-25,33200.0,33400.0,174779.0,12.23,3783,47897,-55240
2006-08-28,33650.0,33900.0,55540.0,12.41,-12340,2670,420
2006-08-29,33600.0,33800.0,114126.0,12.37,-6650,31650,-24070
2006-08-30,33550.0,33200.0,52502.0,12.16,13592,-1292,-12760
2006-08-31,33100.0,33550.0,142720.0,12.28,1000,18590,-20830
2006-09-01,33250.0,34200.0,99660.0,12.52,-10770,5210,-13310
2006-09-04,33950.0,34150.0,31910.0,12.5,-8190,9800,70
2006-09-05,33750.0,34050.0,40522.0,12.47,-2862,-2710,420
2006-09-06,33950.0,33700.0,38820.0,12.34,4494,-3624,60
2006-09-07,33350.0,33800.0,55950.0,12.37,-11277,10367,4940
2006-09-08,33500.0,33650.0,39711.0,12.32,1883,1527,-2840
2006-09-11,33400.0,32900.0,42674.0,12.05,-6940,-5370,14690
2006-09-12,32800.0,32700.0,31532.0,11.97,-5122,5340,90
2006-09-13,32750.0,31700.0,101289.0,11.61,18342,-38182,28290
2006-09-14,31650.0,32850.0,151490.0,12.03,-5790,30760,-5770
2006-09-15,32300.0,32200.0,65596.0,11.79,13726,-24576,1000
2006-09-18,32100.0,32400.0,148800.0,11.86,1146,-59166,52940
2006-09-19,32100.0,32300.0,55160.0,11.83,8564,-9734,8310
2006-09-20,32100.0,31550.0,130286.0,11.55,29539,-35642,-1040
2006-09-21,31800.0,32500.0,201350.0,11.9,-34220,13470,17550
2006-09-22,32050.0,32600.0,43360.0,11.94,-11110,6730,1150
2006-09-25,32600.0,32950.0,38960.0,12.06,-16930,28410,-7560
2006-09-26,32950.0,32850.0,86390.0,12.03,430,20160,-17630
2006-09-27,32500.0,33450.0,52340.0,12.25,-34060,41350,-8480
2006-09-28,33450.0,34350.0,101520.0,12.58,-49472,61412,-16230
2006-09-29,33950.0,34800.0,80410.0,12.74,-36330,-160,-2070
2006-10-02,34800.0,33950.0,66731.0,12.43,8081,16930,-22120
2006-10-04,33400.0,33300.0,104040.0,12.19,9030,40,-8600
2006-10-09,33200.0,33000.0,75687.0,12.08,-27763,11563,8140
2006-10-10,33000.0,32900.0,72960.0,12.05,4800,18790,-12140
2006-10-11,32350.0,31850.0,113114.0,11.66,49810,-9420,-30550
2006-10-12,31950.0,31500.0,124292.0,11.53,65972,-24366,-9120
2006-10-13,31800.0,32400.0,80600.0,11.86,-20370,25030,-7710
2006-10-16,32350.0,32100.0,57050.0,11.75,22960,300,-27000
2006-10-17,32400.0,32350.0,76310.0,11.84,-8690,23440,-21370
2006-10-18,32100.0,32000.0,52120.0,11.72,1792,20130,-20160
2006-10-19,31850.0,32050.0,91150.0,11.73,-6480,6460,-190
2006-10-20,32200.0,32650.0,59622.0,11.95,-14534,9804,-1550
2006-10-23,32800.0,32800.0,122027.0,12.01,-3670,60812,-14960
2006-10-24,32800.0,33300.0,54960.0,12.19,-4071,-1929,6350
2006-10-25,33400.0,33500.0,62299.0,12.26,-11879,10930,-1700
2006-10-26,33200.0,32900.0,108144.0,12.05,12340,11960,-25370
2006-10-27,33000.0,33000.0,50140.0,12.08,-12120,16310,-5320
2006-10-30,33000.0,32300.0,73800.0,11.83,14830,14880,-30470
2006-10-31,32500.0,32500.0,46702.0,11.9,-4922,14202,-550
2006-11-01,32400.0,33000.0,51629.0,12.08,-11774,2234,-3360
2006-11-02,33000.0,33000.0,40000.0,12.08,6750,1930,-10020
2006-11-03,32700.0,32900.0,26290.0,12.05,-4630,13320,-11390
2006-11-06,33050.0,32650.0,44420.0,11.95,4540,3180,-7990
2006-11-07,32800.0,32750.0,35528.0,11.99,-10590,20650,-12700
2006-11-08,32700.0,32500.0,33330.0,11.9,7960,-10430,-110
2006-11-09,32450.0,32850.0,40440.0,12.03,-3390,5560,1960
2006-11-10,32800.0,33100.0,74475.0,12.12,15395,-16405,500
2006-11-13,33100.0,32850.0,42950.0,12.03,6080,-4680,-300
2006-11-14,33000.0,32600.0,46753.0,11.94,18063,-8073,460
2006-11-15,32700.0,32650.0,60660.0,11.95,15490,-18700,4500
2006-11-16,32400.0,33000.0,34190.0,12.08,-3740,11860,-7070
2006-11-17,32950.0,33200.0,55310.0,12.16,2850,-300,2270
2006-11-20,32900.0,31900.0,129151.0,11.68,76972,-27683,-34360
2006-11-21,32000.0,32400.0,106160.0,11.86,1420,4980,-180
2006-11-22,32350.0,32500.0,106330.0,11.9,-10110,33780,-23560
