Symbol,고려아연_시가(원),고려아연_종가(원),고려아연_거래량(주),고려아연_PER(IFRS-연결),고려아연_순매수수량(개인)(주),고려아연_순매수수량(기관계)(주),고려아연_순매수수량(외국인계)(주)
2002-01-31,20500.0,21500.0,111230.0,10.92,4250,-12890,7650
2002-02-01,22300.0,21600.0,355980.0,10.97,50340,30690,-80030
2002-02-04,21950.0,21900.0,88130.0,11.12,-8710,-23680,32840
2002-02-05,21900.0,23100.0,182281.0,11.73,-1750,-18160,25660
2002-02-06,23000.0,24000.0,118873.0,12.19,-7317,7447,0
2002-02-07,23800.0,23000.0,118120.0,11.68,-11128,30898,-19670
2002-02-08,23000.0,23100.0,44640.0,11.73,-15960,16020,0
2002-02-14,23600.0,23800.0,129070.0,12.08,8200,-1610,-6920
2002-02-15,23700.0,24300.0,306510.0,12.34,-11070,-72450,122800
2002-02-18,25000.0,26250.0,417416.0,13.33,-11999,-75971,245530
2002-02-19,27000.0,26500.0,268200.0,13.46,-16270,-29890,75030
2002-02-20,26000.0,26500.0,89120.0,13.46,-8700,-3950,-2340
2002-02-21,26500.0,26300.0,89590.0,13.35,-4310,-33240,37550
2002-02-22,26000.0,27350.0,94240.0,13.89,-15921,-9059,24800
2002-02-25,27650.0,26600.0,47500.0,13.51,-4370,-820,4740
2002-02-26,27500.0,27000.0,183891.0,13.71,7711,-102841,94370
2002-02-27,27200.0,27300.0,126520.0,13.86,-18290,5100,62460
2002-02-28,27800.0,27000.0,131400.0,13.71,32500,-64610,31810
2002-03-04,27600.0,28900.0,160610.0,14.67,-16980,-35370,52220
2002-03-05,28900.0,27300.0,117230.0,13.86,47920,-32050,-12720
2002-03-06,27300.0,26800.0,135660.0,13.61,35460,11540,-49610
2002-03-07,26800.0,25900.0,73200.0,13.15,19250,9050,-30300
2002-03-08,25900.0,26900.0,144640.0,13.66,-10040,-21520,66350
2002-03-11,27900.0,28200.0,379811.0,14.32,-4962,-139588,155730
2002-03-12,28800.0,28450.0,162984.0,14.45,19790,-9750,-1870
2002-03-13,26850.0,29100.0,110490.0,14.78,-16470,5950,1100
2002-03-14,29000.0,28500.0,118290.0,14.47,31570,-14850,-16130
2002-03-15,28600.0,29500.0,183121.0,14.98,-12883,17063,1580
2002-03-18,31400.0,30450.0,123100.0,15.46,-2249,-20061,1090
2002-03-19,30900.0,31300.0,318709.0,15.89,-2301,45711,29590
2002-03-20,31900.0,31300.0,117900.0,15.89,12160,-19350,-1600
2002-03-21,31800.0,30800.0,78260.0,15.64,6326,-5926,-1080
2002-03-22,30750.0,32400.0,301106.0,16.45,9664,-18094,-5030
2002-03-25,33900.0,32200.0,109154.0,16.35,-8136,4036,3600
2002-03-26,32200.0,32000.0,63430.0,16.25,-11720,-1970,13050
2002-03-27,32000.0,31500.0,107336.0,15.99,4625,2155,-9000
2002-03-28,32000.0,31450.0,94252.0,15.97,30490,-34080,-1610
2002-03-29,31600.0,30900.0,135200.0,15.69,19920,-4260,0
2002-04-01,30900.0,30000.0,91540.0,15.23,14330,-11490,-3520
2002-04-02,29500.0,30900.0,74840.0,15.69,-8670,8300,-240
2002-04-03,31000.0,30000.0,173139.0,15.23,27129,11180,-42329
2002-04-04,29100.0,29700.0,88952.0,15.08,28261,-15750,-14011
2002-04-08,29700.0,29700.0,59960.0,15.08,-5940,1560,90
2002-04-09,29500.0,29100.0,53485.0,14.78,-6515,21315,-16100
2002-04-10,28500.0,28000.0,106120.0,14.22,-13300,12470,-46950
2002-04-11,27550.0,27400.0,156689.0,13.91,31280,-28450,-54850
2002-04-12,26800.0,27950.0,53170.0,14.19,-6590,7270,0
2002-04-15,27950.0,27500.0,44540.0,13.96,-1930,12670,-12170
2002-04-16,27100.0,27400.0,110470.0,13.91,46490,8370,-55070
2002-04-17,28100.0,28450.0,143435.0,14.45,-5270,-1890,720
2002-04-18,28900.0,28450.0,92180.0,14.45,43410,-43270,0
2002-04-19,27800.0,27700.0,76720.0,14.07,20480,-19690,-4300
2002-04-22,27900.0,27100.0,79200.0,13.76,1010,-1390,0
2002-04-23,26750.0,26250.0,112360.0,13.33,26900,14180,-45660
2002-04-24,26000.0,25450.0,192520.0,12.92,-25450,85750,-103100
2002-04-25,25000.0,25000.0,119710.0,12.69,-10490,4230,-200
2002-04-26,25500.0,24950.0,64340.0,12.67,-8430,10640,0
2002-04-29,24300.0,24250.0,41770.0,12.31,-12720,12970,0
2002-04-30,24250.0,24200.0,187185.0,12.29,2985,-46845,40500
2002-05-02,24700.0,25000.0,56560.0,12.69,20500,-20190,0
2002-05-03,25000.0,25450.0,64050.0,12.92,12110,-11370,400
2002-05-06,25050.0,24950.0,22080.0,12.67,-3990,3940,0
2002-05-07,24150.0,24700.0,53620.0,12.54,-14940,7960,7060
2002-05-08,25200.0,25600.0,53510.0,13.0,-9920,780,8920
2002-05-09,26450.0,24600.0,76560.0,12.49,6580,-5820,-1000
2002-05-10,24700.0,24250.0,53670.0,12.31,-2800,3080,0
2002-05-13,23900.0,24450.0,43220.0,12.41,-30,11800,-12000
2002-05-14,24450.0,24950.0,45580.0,12.67,-14280,9010,-9180
2002-05-15,25350.0,25900.0,43840.0,13.15,-11010,8640,600
2002-05-16,26350.0,25750.0,19200.0,13.07,-2690,2340,0
2002-05-17,25500.0,26500.0,34670.0,13.46,-12650,11670,-800
2002-05-20,26600.0,25800.0,61254.0,13.1,9690,-8010,10
2002-05-21,25300.0,25150.0,51770.0,12.77,7770,14700,-22120
2002-05-22,24550.0,25250.0,101130.0,12.82,9590,23950,-33460
2002-05-23,25200.0,24800.0,77210.0,12.59,-260,1700,10
2002-05-24,24250.0,25300.0,68870.0,12.85,-33907,34510,-3
2002-05-27,25400.0,25600.0,116415.0,13.0,-15539,15469,0
2002-05-28,26000.0,25400.0,34640.0,12.9,-6190,6050,0
2002-05-29,24950.0,24500.0,40255.0,12.44,17470,-17970,0
2002-05-30,24250.0,23450.0,77730.0,11.91,15290,21440,-36900
2002-05-31,23050.0,22000.0,110150.0,11.17,-3355,2705,430
2002-06-03,21500.0,21300.0,191970.0,10.82,19470,-590,21960
2002-06-04,20950.0,21300.0,95180.0,10.82,15240,-13870,-2080
2002-06-05,21300.0,21400.0,34220.0,10.87,6510,-7030,520
2002-06-07,21000.0,21350.0,70980.0,10.84,-2550,12940,-10000
2002-06-10,21900.0,24000.0,100230.0,12.19,-18776,6506,6310
2002-06-11,24000.0,25450.0,157150.0,12.92,-45040,-19980,71820
2002-06-12,25450.0,25000.0,83098.0,12.69,-9933,16763,-2520
2002-06-14,24400.0,23950.0,123870.0,12.16,40230,31900,-86110
2002-06-17,24000.0,22950.0,84020.0,11.65,22950,1220,-24110
2002-06-18,23300.0,22850.0,93400.0,11.6,-2940,63580,-60770
2002-06-19,22700.0,21950.0,101260.0,11.15,6790,26400,-35930
2002-06-20,18700.0,21450.0,91180.0,10.89,23390,29910,-53170
2002-06-21,21650.0,21800.0,66370.0,11.07,5700,-6610,-30
2002-06-24,21300.0,21300.0,63500.0,10.82,-7780,35690,-36610
2002-06-25,21800.0,21450.0,47360.0,10.89,-20020,21880,-1790
2002-06-26,20650.0,20500.0,60280.0,10.41,-4240,16350,-11480
2002-06-27,21500.0,20800.0,54886.0,10.56,8094,1786,-9990
2002-06-28,21800.0,22300.0,54506.0,11.32,-18190,9090,-180
2002-07-02,21800.0,23300.0,75160.0,11.83,-16060,9350,-30
2002-07-03,22550.0,23300.0,47010.0,11.83,-9180,9050,0
2002-07-04,23500.0,23400.0,49380.0,11.88,-13740,-1270,10
2002-07-05,23100.0,24500.0,64004.0,12.44,-46350,45560,0
2002-07-08,24500.0,23750.0,140181.0,12.06,56230,-55860,0
2002-07-09,23750.0,24500.0,68130.0,12.44,-36300,35750,0
2002-07-10,24450.0,24500.0,27830.0,12.44,-7390,7390,0
2002-07-11,23600.0,23300.0,56030.0,11.83,8430,4190,-12220
2002-07-12,23500.0,23900.0,62001.0,12.14,-4110,13350,-27910
2002-07-15,23900.0,24200.0,81450.0,12.29,-29750,31820,-2000
2002-07-16,24200.0,24500.0,32530.0,12.44,-7800,8340,-400
2002-07-18,24500.0,24000.0,22036.0,12.19,-686,10186,-9500
2002-07-19,23500.0,23500.0,55340.0,11.93,4610,-12640,9180
2002-07-22,22300.0,22700.0,32912.0,11.53,-6160,8740,-2580
2002-07-23,22500.0,24400.0,33630.0,12.39,-26320,26180,0
2002-07-24,22600.0,24200.0,41400.0,12.29,180,1960,-2000
2002-07-25,25000.0,24200.0,37940.0,12.29,7700,-8150,0
2002-07-26,24200.0,23200.0,54310.0,11.78,4690,-3850,0
2002-07-29,23450.0,22200.0,31130.0,11.27,8980,-6470,-2000
2002-07-30,22550.0,23100.0,67350.0,11.73,3040,-22830,15080
2002-07-31,23000.0,22350.0,73590.0,11.35,24250,-22620,20
2002-08-01,22250.0,21700.0,34526.0,11.02,13050,-12960,40
2002-08-02,21650.0,21500.0,19520.0,10.92,-2600,6580,600
2002-08-05,20650.0,20750.0,35184.0,10.54,9810,-10060,390
2002-08-06,20050.0,21100.0,78072.0,10.71,-740,9260,0
2002-08-07,21000.0,21150.0,54890.0,10.74,7680,-8050,0
2002-08-08,21300.0,20500.0,83270.0,10.41,38420,-37760,0
2002-08-09,20750.0,20300.0,129450.0,10.31,36790,-36930,0
2002-08-12,20100.0,20200.0,38570.0,10.26,-3940,3660,0
2002-08-13,20000.0,20100.0,31170.0,10.21,9350,-9380,30
2002-08-14,20200.0,19950.0,70700.0,10.13,10700,-6220,-5000
2002-08-16,20150.0,19750.0,107930.0,10.03,43820,17730,-62440
2002-08-19,19900.0,19500.0,128310.0,9.9,57624,12216,-69420
2002-08-20,19800.0,20100.0,225800.0,10.21,44950,16700,-75800
2002-08-21,20000.0,20300.0,95510.0,10.31,7660,-7730,0
2002-08-22,20300.0,20200.0,108330.0,10.26,13280,-23150,-200
2002-08-23,20300.0,20800.0,207530.0,10.56,55446,-48516,-7000
2002-08-26,20650.0,20450.0,39960.0,10.38,-6630,6440,-90
2002-08-27,20700.0,19850.0,87471.0,10.08,16760,-16390,0
2002-08-28,19500.0,19850.0,175050.0,10.08,27018,41900,-3100
2002-08-29,19550.0,19350.0,91650.0,9.83,25179,-23160,-2019
2002-08-30,19450.0,18900.0,151031.0,9.6,72290,-63200,-5390
2002-09-02,18800.0,18900.0,298300.0,9.6,103231,-147801,0
2002-09-03,19100.0,19050.0,281560.0,9.67,89279,-99939,10
2002-09-04,18700.0,18800.0,153000.0,9.55,7370,58300,-65110
2002-09-05,18900.0,18850.0,64650.0,9.57,-7164,7694,-60
2002-09-06,18450.0,18800.0,161060.0,9.55,-17620,65790,-65140
2002-09-09,18450.0,18400.0,119241.0,9.34,-3349,17110,-20
2002-09-10,17900.0,18500.0,80190.0,9.39,-26570,23450,760
2002-09-11,18500.0,18750.0,69480.0,9.52,-15920,15880,0
2002-09-12,18750.0,18950.0,144880.0,9.62,12650,-6690,3200
2002-09-13,18900.0,18600.0,112030.0,9.44,27820,-57250,-200
2002-09-16,18800.0,18050.0,108260.0,9.17,33060,-33070,50
2002-09-17,18000.0,18450.0,192510.0,9.37,33604,10156,-50
2002-09-18,18050.0,17500.0,161745.0,8.89,41824,-6504,-34350
2002-09-19,17200.0,17450.0,102910.0,8.86,9440,21290,-7160
2002-09-23,17200.0,16450.0,75220.0,8.35,23600,-29050,5450
2002-09-24,15350.0,15850.0,363215.0,8.05,24430,9060,-39050
2002-09-25,15300.0,14600.0,229620.0,7.41,67300,-2230,-33800
2002-09-26,15000.0,14500.0,108481.0,7.36,18120,-23300,-90
2002-09-27,14550.0,14650.0,110710.0,7.44,-9360,23890,-17260
2002-09-30,14100.0,13800.0,137320.0,7.01,37060,-23460,-51820
2002-10-01,13450.0,13900.0,198090.0,7.06,64090,-25360,-42960
2002-10-02,14200.0,13600.0,191650.0,6.91,48580,-7500,-42000
2002-10-04,13450.0,13650.0,197028.0,6.93,46670,-3690,-45980
2002-10-07,13500.0,13200.0,223700.0,6.7,64140,-27590,-38000
2002-10-08,12750.0,12800.0,237624.0,6.5,86814,-97784,4970
2002-10-09,13100.0,12800.0,150170.0,6.5,-19760,14660,0
2002-10-10,12600.0,12400.0,187670.0,6.3,11300,-31620,0
2002-10-11,12800.0,12550.0,136730.0,6.37,33030,-10990,-22340
2002-10-14,12850.0,13450.0,360274.0,6.83,7066,-14336,0
2002-10-15,13600.0,13950.0,229913.0,7.08,-40154,21854,-13700
2002-10-16,14200.0,13900.0,159950.0,7.06,-12650,7530,-6480
2002-10-17,13800.0,14050.0,191695.0,7.13,8655,-28070,0
2002-10-18,14300.0,15400.0,325640.0,7.82,13170,-24910,-9320
2002-10-21,15200.0,15650.0,506167.0,7.95,-71370,-35587,147937
2002-10-22,16200.0,15000.0,222890.0,7.62,-1200,-3570,0
2002-10-23,15050.0,15600.0,220390.0,7.92,-15790,72550,10
2002-10-24,15800.0,16000.0,131560.0,8.12,-24750,25450,0
2002-10-25,15800.0,15550.0,69280.0,7.9,-17470,13770,980
2002-10-28,15900.0,16300.0,132609.0,8.28,20,2230,-300
2002-10-29,16200.0,15850.0,83910.0,8.05,-13390,13110,0
2002-10-30,16300.0,16000.0,145100.0,8.12,31830,-26020,0
2002-10-31,16300.0,15700.0,62540.0,7.97,-6310,6310,0
2002-11-01,15300.0,15400.0,68132.0,7.82,-14040,19650,-5700
2002-11-04,15400.0,15900.0,65232.0,8.07,-18220,38290,530
2002-11-05,15600.0,16100.0,59540.0,8.18,-9560,9460,0
2002-11-06,16000.0,17400.0,374280.0,8.84,-62850,75880,12800
2002-11-07,17600.0,17150.0,324230.0,8.71,52280,-53890,0
2002-11-08,16750.0,17150.0,101030.0,8.71,-1580,-8540,360
2002-11-11,17000.0,16400.0,64143.0,8.33,-480,-7530,740
2002-11-12,15900.0,16350.0,99600.0,8.3,4728,26322,-30980
2002-11-13,16100.0,16100.0,81080.0,8.18,24590,-1330,-23640
2002-11-14,15950.0,15800.0,84898.0,8.02,15920,390,-16220
2002-11-15,16050.0,16000.0,97423.0,8.12,20150,12330,-32480
2002-11-18,15900.0,16300.0,75560.0,8.28,-18560,18560,-360
2002-11-19,16300.0,17100.0,213180.0,8.68,-49060,8870,16180
2002-11-20,17350.0,17450.0,120300.0,8.86,-50610,37640,6950
2002-11-21,17600.0,17800.0,136122.0,9.04,-81830,94480,6500
2002-11-22,18000.0,17200.0,99185.0,8.73,4140,23830,90
2002-11-25,17200.0,17200.0,125719.0,8.73,21800,940,1890
2002-11-26,17300.0,17200.0,90613.0,8.73,30873,-24553,420
2002-11-27,16900.0,17900.0,127850.0,9.09,-8010,23760,1840
2002-11-28,18200.0,18000.0,234797.0,9.14,-27446,20343,4910
2002-11-29,18400.0,18800.0,231743.0,9.55,-25944,14724,17240
2002-12-02,19050.0,19150.0,269216.0,9.72,27776,-25606,7830
2002-12-03,19400.0,19750.0,198850.0,10.03,407,-2457,4010
2002-12-04,19600.0,18950.0,218197.0,9.62,5720,16590,-3010
2002-12-05,18800.0,19100.0,141380.0,9.7,1550,3840,-4190
2002-12-06,18700.0,18850.0,88735.0,9.57,-1330,1980,-240
2002-12-09,18500.0,18400.0,88080.0,9.34,4170,-4290,0
2002-12-10,17950.0,18650.0,228340.0,9.47,70070,-70470,0
2002-12-11,18650.0,18100.0,95789.0,9.19,36755,-26565,-6200
2002-12-12,17800.0,18100.0,195316.0,9.19,47620,-49180,920
2002-12-13,18050.0,18200.0,144780.0,9.24,-4350,5340,0
2002-12-16,18100.0,17700.0,116790.0,8.99,7300,-6760,0
2002-12-17,17950.0,18200.0,118629.0,9.24,-12291,11791,500
2002-12-18,18300.0,18950.0,287226.0,9.62,-21310,112050,700
2002-12-20,18700.0,19600.0,235780.0,9.95,-55220,-26890,78460
2002-12-23,19700.0,18800.0,186130.0,9.55,-30040,11310,14140
2002-12-24,18800.0,17800.0,166700.0,9.04,-37326,30486,-1550
2002-12-26,17350.0,18000.0,76460.0,9.14,-15750,15260,0
2002-12-27,17200.0,18000.0,60620.0,9.14,-29180,32060,-2400
2002-12-30,17400.0,18000.0,188640.0,9.14,-109810,113110,-3230
2003-01-02,17600.0,17750.0,68750.0,4.43,16680,-14690,-510
2003-01-03,18100.0,17900.0,92090.0,4.46,34150,-33520,-150
2003-01-06,18100.0,17600.0,52330.0,4.39,-7970,7960,-190
2003-01-07,17950.0,16800.0,81952.0,4.19,27087,-27670,-457
2003-01-08,16700.0,16800.0,75210.0,4.19,-7560,7280,-5610
2003-01-09,16500.0,16100.0,98990.0,4.02,6490,7170,-26650
2003-01-10,16300.0,14950.0,247418.0,3.73,45290,-68280,16930
2003-01-13,14950.0,15250.0,142306.0,3.8,44744,-64804,20060
2003-01-14,15400.0,15250.0,80315.0,3.8,10610,-10770,90
2003-01-15,15350.0,15150.0,114571.0,3.78,34831,-28411,1120
2003-01-16,15100.0,16300.0,301846.0,4.07,-67155,-11085,78070
2003-01-17,16500.0,17300.0,750147.0,4.31,-89475,-186295,275660
2003-01-20,17050.0,17300.0,106643.0,4.31,-21570,19570,-40
2003-01-21,17700.0,16600.0,67989.0,4.14,270,-3700,-900
2003-01-22,16150.0,16150.0,76860.0,4.03,-16230,-2140,22110
2003-01-23,16150.0,16800.0,52340.0,4.19,-19410,17780,1420
2003-01-24,16800.0,16150.0,38360.0,4.03,-16360,14800,1020
2003-01-27,15900.0,15950.0,50600.0,3.98,-2600,7880,0
2003-01-28,15750.0,16300.0,29971.0,4.07,-14920,15120,0
2003-01-29,16500.0,16000.0,32240.0,3.99,-530,-4130,-900
2003-01-30,16000.0,15950.0,17400.0,3.98,1240,-580,-160
2003-02-03,16100.0,16650.0,39220.0,4.15,-11190,1630,9290
2003-02-04,16750.0,17300.0,41700.0,4.31,-14990,-1500,12300
2003-02-05,17300.0,17800.0,96160.0,4.44,-36240,1240,35900
2003-02-06,18000.0,17100.0,55820.0,4.26,-2870,-14240,18040
2003-02-07,17300.0,17000.0,48430.0,4.24,-16800,2160,16190
2003-02-10,17250.0,17850.0,78435.0,4.45,-26930,-1970,34500
2003-02-11,18050.0,18250.0,109410.0,4.55,-48640,14610,34930
2003-02-12,18350.0,17750.0,35403.0,4.43,-13417,1627,11790
2003-02-13,18200.0,17300.0,124390.0,4.31,6350,1450,-7600
2003-02-14,17500.0,17450.0,58370.0,4.35,-13480,17510,-3840
2003-02-17,17900.0,18150.0,70270.0,4.53,-19190,14510,22830
2003-02-18,18300.0,17750.0,39050.0,4.43,11160,2330,-13490
2003-02-19,18000.0,18200.0,82690.0,4.54,-23400,-4740,27290
2003-02-20,18100.0,18900.0,140150.0,4.71,-29580,5700,31560
2003-02-21,18850.0,19100.0,71130.0,4.76,-32450,11910,22250
2003-02-24,19450.0,19000.0,70276.0,4.74,-23406,16790,1416
2003-02-25,19100.0,18400.0,49260.0,4.59,-1700,1330,580
2003-02-26,18450.0,18000.0,26946.0,4.49,1076,-1730,304
2003-02-27,17600.0,17950.0,31090.0,4.48,6700,-9470,-490
2003-02-28,18100.0,17550.0,24320.0,4.38,-2670,2690,-520
2003-03-03,17300.0,17900.0,27862.0,4.46,-12070,5470,1100
2003-03-04,17100.0,18200.0,37962.0,4.54,-1620,1730,0
2003-03-05,18200.0,17950.0,143960.0,4.48,-12040,-7900,41120
2003-03-06,18000.0,17100.0,65430.0,4.26,11330,-7220,-3600
2003-03-07,16900.0,16500.0,45880.0,4.12,-4230,9610,-5300
2003-03-10,16550.0,16000.0,51330.0,3.99,9680,-10490,0
2003-03-11,15400.0,15700.0,32750.0,3.92,-8880,8410,-10
2003-03-12,15550.0,16500.0,38463.0,4.12,-7920,3740,3910
2003-03-13,16450.0,16150.0,136480.0,4.03,9150,-16640,-2790
2003-03-14,16600.0,16350.0,86480.0,4.08,30179,-29609,0
2003-03-17,16100.0,15800.0,34098.0,3.94,-15645,16315,0
2003-03-18,16350.0,16900.0,86620.0,4.21,2360,30670,-32630
2003-03-19,16650.0,17300.0,70210.0,4.31,-19040,27000,-8000
2003-03-20,17450.0,17700.0,111881.0,4.41,28861,-38701,-200
2003-03-21,18050.0,18300.0,108870.0,4.56,31490,-38620,7730
2003-03-24,18250.0,17900.0,69710.0,4.46,4800,-3860,-940
2003-03-25,17000.0,17350.0,99580.0,4.33,-29930,80150,-54220
2003-03-26,17550.0,18300.0,265725.0,4.56,-14740,-48400,36470
2003-03-27,18650.0,18200.0,120535.0,4.54,1030,32020,15300
2003-03-28,18450.0,18200.0,53391.0,4.54,-11280,7750,5530
