Symbol,한화케미칼_시가(원),한화케미칼_종가(원),한화케미칼_거래량(주),한화케미칼_PER(IFRS-연결),한화케미칼_순매수수량(개인)(주),한화케미칼_순매수수량(기관계)(주),한화케미칼_순매수수량(외국인계)(주)
2003-10-01,6470.0,6650.0,649340.0,18.87,-51590,43240,-7680
2003-10-02,6850.0,6650.0,908379.0,18.87,72590,-59370,0
2003-10-06,6870.0,6800.0,11641600.0,19.29,87070,-73180,10005830
2003-10-07,7290.0,7400.0,4103677.0,20.99,352560,-608590,161280
2003-10-08,7620.0,7650.0,6424901.0,21.71,-161756,-297344,545490
2003-10-09,7700.0,7380.0,3429263.0,20.94,315210,194230,-484060
2003-10-10,7500.0,7620.0,3577100.0,21.62,-117320,-13840,115900
2003-10-13,7450.0,7570.0,3189470.0,21.48,363124,-253984,-112420
2003-10-14,7650.0,7570.0,1834608.0,21.48,66817,-50687,-29550
2003-10-15,7670.0,7440.0,1407573.0,21.11,-41195,27745,-6930
2003-10-16,7420.0,7710.0,3029733.0,21.87,-115391,-104739,84950
2003-10-17,7850.0,7850.0,3565772.0,22.27,-42121,142021,-110430
2003-10-20,7830.0,8000.0,3563255.0,22.7,374151,134449,-494870
2003-10-21,8090.0,8050.0,2830278.0,22.84,-540920,428770,105290
2003-10-22,7980.0,8200.0,2934080.0,23.26,-875422,1249782,-446420
2003-10-23,8000.0,7800.0,1520350.0,22.13,-128902,157572,-69980
2003-10-24,7800.0,7470.0,2316165.0,21.19,599793,-33633,-572200
2003-10-27,7420.0,7700.0,1795980.0,21.85,137330,79960,-185690
2003-10-28,7620.0,7760.0,1925435.0,22.02,-352155,609225,-399550
2003-10-29,7840.0,7570.0,1606710.0,21.48,-128698,418868,-351370
2003-10-30,7750.0,8100.0,3053168.0,22.98,-224584,389674,-289960
2003-10-31,8200.0,8220.0,2749540.0,23.32,-151290,378240,-333810
2003-11-03,8210.0,8500.0,2838364.0,24.12,-342348,618608,-300800
2003-11-04,8540.0,8530.0,2765544.0,24.2,-476575,822855,-480420
2003-11-05,8510.0,9010.0,3246610.0,25.56,-42301,525375,-644664
2003-11-06,9020.0,8560.0,2902395.0,24.29,-240600,56810,142000
2003-11-07,8650.0,8850.0,2135215.0,25.11,-183356,237526,-32610
2003-11-10,8850.0,8950.0,1373666.0,25.39,-69787,-9773,63860
2003-11-11,8840.0,9000.0,1431470.0,25.54,-232776,152376,40850
2003-11-12,8930.0,9350.0,2189752.0,26.53,-311803,3133,325970
2003-11-13,9540.0,9800.0,2128410.0,27.81,-625896,653336,-22340
2003-11-14,9730.0,9800.0,1291612.0,27.81,-60458,-148692,95050
2003-11-17,9650.0,9500.0,1298427.0,26.95,66004,-229834,163910
2003-11-18,9500.0,9610.0,1293897.0,27.27,-18891,7361,17800
2003-11-19,9370.0,9280.0,1564118.0,26.33,-282826,261796,-6720
2003-11-20,9300.0,9450.0,1025684.0,26.81,-194356,72946,31230
2003-11-21,9300.0,9640.0,1337529.0,27.35,-230361,-21929,202500
2003-11-24,9450.0,9640.0,1477577.0,27.35,-117383,-76027,178600
2003-11-25,9900.0,9700.0,1133764.0,27.52,110877,-313647,135050
2003-11-26,9700.0,9900.0,1272274.0,28.09,-11869,-69151,80380
2003-11-27,10000.0,10400.0,2213849.0,29.51,-326853,-69707,349160
2003-11-28,10450.0,10500.0,1271799.0,29.79,-289364,147534,2660
2003-12-01,10500.0,10550.0,1050394.0,29.93,34991,-47251,-13520
2003-12-02,10800.0,10150.0,1524761.0,28.8,2197,41003,-87570
2003-12-03,10100.0,10300.0,1380163.0,29.23,-29785,-109395,138290
2003-12-04,10200.0,10350.0,971800.0,29.37,-137799,-54491,198560
2003-12-05,10300.0,9950.0,815117.0,28.23,46007,-201388,151470
2003-12-08,9800.0,9750.0,687232.0,27.66,-3398,3828,-27800
2003-12-09,9800.0,9600.0,699320.0,27.24,94430,-87170,500
2003-12-10,9360.0,10250.0,1548246.0,29.08,-100974,-79726,210420
2003-12-11,10300.0,10400.0,2155608.0,29.51,-237778,-286332,559140
2003-12-12,10700.0,11000.0,1984373.0,31.21,-288432,-56758,359560
2003-12-15,11400.0,11550.0,1892715.0,32.77,-98213,-229497,380210
2003-12-16,11200.0,12100.0,2810960.0,34.33,-234322,-391978,692220
2003-12-17,12200.0,11600.0,1403010.0,32.91,62138,-267068,203200
2003-12-18,11550.0,11000.0,3710328.0,31.21,417618,40312,1517290
2003-12-19,11400.0,11050.0,1497115.0,31.35,432014,-290024,-119880
2003-12-22,10800.0,10900.0,1102285.0,30.93,161571,-91291,-51420
2003-12-23,11250.0,11100.0,1050245.0,31.5,227455,-101535,-131640
2003-12-24,11200.0,10700.0,1063423.0,30.36,29832,67638,-87220
2003-12-26,10400.0,10400.0,1132770.0,29.51,7437,21403,-25620
2003-12-29,10300.0,10600.0,869815.0,30.08,117812,32978,-274000
2003-12-30,10900.0,11350.0,1734410.0,32.2,191646,-9586,-205500
2004-01-02,11300.0,11550.0,1640227.0,11.22,77586,-60546,-31010
2004-01-05,11500.0,11600.0,1639135.0,11.27,241489,-393689,183170
2004-01-06,11750.0,11000.0,3302110.0,10.69,248111,-78261,-140180
2004-01-07,10850.0,11050.0,1957037.0,10.74,34565,68655,-237760
2004-01-08,11000.0,11050.0,1809079.0,10.74,-138371,-223609,360270
2004-01-09,11100.0,11200.0,1764434.0,10.88,-113404,-361446,485480
2004-01-12,11200.0,11000.0,1857870.0,10.69,320955,-282935,46760
2004-01-13,11150.0,11300.0,1952356.0,10.98,11666,-333586,349970
2004-01-14,11250.0,11900.0,2446397.0,11.56,50532,117618,38930
2004-01-15,11950.0,12100.0,2627000.0,11.76,-745584,7634,731360
2004-01-16,12100.0,12250.0,1230441.0,11.9,-201969,-74571,161920
2004-01-19,12250.0,11550.0,2209641.0,11.22,82995,207275,-357300
2004-01-20,11750.0,11750.0,990062.0,11.42,-28225,-75015,-49290
2004-01-26,12200.0,12300.0,1453004.0,11.95,-345606,-45334,359790
2004-01-27,12300.0,11500.0,1565930.0,11.17,459149,-135279,-334580
2004-01-28,11450.0,11600.0,1495046.0,11.27,-39062,-100748,-220750
2004-01-29,11500.0,11300.0,956294.0,10.98,121849,-63739,2240
2004-01-30,11350.0,11600.0,854153.0,11.27,-94943,17563,89880
2004-02-02,11600.0,11300.0,600798.0,10.98,37251,-21041,-35150
2004-02-03,11250.0,10650.0,1340872.0,10.35,224742,296258,-502420
2004-02-04,10750.0,10650.0,729828.0,10.35,23678,70952,-123430
2004-02-05,10500.0,11150.0,1022736.0,10.83,-178190,521170,-357130
2004-02-06,11000.0,11550.0,780796.0,11.22,-158064,26304,138680
2004-02-09,11650.0,11750.0,955010.0,11.42,-251496,220446,23850
2004-02-10,11600.0,11400.0,923894.0,11.08,32159,74021,-105050
2004-02-11,11500.0,11100.0,921220.0,10.79,152781,-55111,-62250
2004-02-12,11300.0,11100.0,796461.0,10.79,125263,-85603,-42440
2004-02-13,11000.0,11000.0,700532.0,10.69,149877,-202627,21430
2004-02-16,10850.0,10950.0,689942.0,10.64,96617,-169107,8800
2004-02-17,10950.0,11100.0,813671.0,10.79,-5219,-65951,76320
2004-02-18,11250.0,10900.0,713612.0,10.59,-20010,39480,-2890
2004-02-19,10900.0,10600.0,1126173.0,10.3,314243,-213303,-140100
2004-02-20,10600.0,10650.0,685250.0,10.35,86280,-14580,-94700
2004-02-23,10550.0,10900.0,545190.0,10.59,-141773,142573,-6190
2004-02-24,10800.0,10550.0,730091.0,10.25,-19719,-17131,1600
2004-02-25,10650.0,10600.0,981178.0,10.3,20705,-27715,-94000
2004-02-26,10750.0,10700.0,785912.0,10.4,-145248,88778,-62710
2004-02-27,10800.0,11400.0,1245764.0,11.08,-663359,524189,72320
2004-03-02,11550.0,11600.0,1766273.0,11.27,234633,34967,-343010
2004-03-03,11400.0,11350.0,1063460.0,11.03,319960,-75780,-303660
2004-03-04,11350.0,11200.0,1511148.0,10.88,-40585,-13665,-124490
2004-03-05,11200.0,10800.0,1659190.0,10.49,603652,-193162,-427160
2004-03-08,10850.0,10600.0,1806730.0,10.3,270481,-137531,-107980
2004-03-09,10600.0,10450.0,1649198.0,10.15,403963,-53133,-347640
2004-03-10,10350.0,10150.0,1492556.0,9.86,320967,-100567,-145490
2004-03-11,9960.0,10150.0,1560162.0,9.86,190398,79572,-221430
2004-03-12,9990.0,9700.0,1638845.0,9.43,-87033,162153,-66380
2004-03-15,9800.0,10000.0,1345097.0,9.72,-216554,458864,-243910
2004-03-16,9800.0,9500.0,1771761.0,9.23,246726,523804,-761230
2004-03-17,9650.0,9690.0,1190254.0,9.42,330278,-241928,-101540
2004-03-18,9870.0,9710.0,1207403.0,9.44,160358,-120478,0
2004-03-19,9650.0,9740.0,620959.0,9.46,-14401,33191,-6700
2004-03-22,9780.0,9780.0,801076.0,9.5,49851,-84831,49990
2004-03-23,9740.0,9580.0,1153226.0,9.31,348836,57964,-297390
2004-03-24,9430.0,8780.0,3636699.0,8.53,1264332,-1163792,-63690
2004-03-25,8650.0,7480.0,7089127.0,7.27,2106784,-1282644,-803300
2004-03-26,7700.0,7860.0,5884065.0,7.64,549044,-1000834,643070
2004-03-29,7910.0,8000.0,2406492.0,7.77,-24830,-269780,280570
2004-03-30,8100.0,8430.0,2755456.0,8.19,-453620,72030,412310
2004-03-31,8450.0,8500.0,1468500.0,8.26,-160084,87184,84810
2004-04-01,8430.0,8550.0,1362754.0,8.31,163768,-206138,1060
2004-04-02,8680.0,8670.0,1609923.0,8.43,-102242,-133588,300320
2004-04-06,8800.0,8830.0,1634073.0,8.58,-69535,-172695,50250
2004-04-07,8880.0,8780.0,2515835.0,8.53,187955,-302585,433070
2004-04-08,8890.0,8730.0,1826926.0,8.48,576973,-653123,131640
2004-04-09,8730.0,8500.0,1023422.0,8.26,253522,-135392,1100
2004-04-12,8430.0,8460.0,1112567.0,8.22,-39848,91278,-25800
2004-04-13,8500.0,8700.0,2374503.0,8.45,66883,-105113,134300
2004-04-14,8650.0,8890.0,2262331.0,8.64,374339,-416549,79320
2004-04-16,8950.0,8730.0,1934953.0,8.48,574614,-840994,337530
2004-04-19,8630.0,8440.0,1425833.0,8.2,243377,-183790,-57330
2004-04-20,8590.0,9130.0,3479390.0,8.87,108796,-236196,95600
2004-04-21,8950.0,9150.0,2081942.0,8.89,-352160,317390,23000
2004-04-22,9340.0,9140.0,2392235.0,8.88,-411288,43778,248150
2004-04-23,9310.0,9140.0,1317598.0,8.88,19173,-37693,0
2004-04-26,9150.0,9160.0,2052913.0,8.9,-16194,-129336,177430
2004-04-27,9290.0,9020.0,1269199.0,8.76,170969,-118219,11680
2004-04-28,8990.0,8750.0,1083484.0,8.5,-23877,-16753,51740
2004-04-29,8520.0,7860.0,2213821.0,7.64,614930,-543330,53850
2004-04-30,7650.0,7910.0,2632104.0,7.69,861338,-932498,89440
2004-05-03,7880.0,7720.0,1813260.0,7.5,352890,-308180,18140
2004-05-04,7950.0,7780.0,2322880.0,7.56,212554,-83194,-41640
2004-05-06,7810.0,7400.0,2765986.0,7.19,126353,-100883,82160
2004-05-07,7400.0,7700.0,2202956.0,7.48,-662514,-106836,703740
2004-05-10,7570.0,7200.0,1865252.0,7.0,-246550,169630,83930
2004-05-11,7100.0,6990.0,1789751.0,6.79,-46299,113399,-94740
2004-05-12,7080.0,7150.0,1858965.0,6.95,119892,-71522,-50160
2004-05-13,7060.0,7070.0,1955670.0,6.87,270035,-496475,268520
2004-05-14,7150.0,6380.0,3286029.0,6.2,893571,-683431,-152600
2004-05-17,6330.0,5430.0,3758413.0,5.28,683330,-646060,146500
2004-05-18,5410.0,5700.0,4787066.0,5.54,332902,-622210,260860
2004-05-19,5860.0,6060.0,7163887.0,5.89,1081801,230889,-1354210
2004-05-20,5980.0,5910.0,7565157.0,5.74,-176446,-212674,412010
2004-05-21,6070.0,6200.0,2628041.0,6.02,-43503,26063,36300
2004-05-24,6250.0,6090.0,5195401.0,5.92,127792,-265022,440460
2004-05-25,5960.0,5690.0,3739529.0,5.53,953296,-377426,-465480
2004-05-27,5900.0,5900.0,3457895.0,5.73,-46943,-31957,255190
2004-05-28,6100.0,6690.0,7057093.0,6.5,-1047710,512650,616990
2004-05-31,6610.0,6800.0,2851419.0,6.61,-36460,64850,-340
2004-06-01,6800.0,6780.0,1823982.0,6.59,75540,28170,-145500
2004-06-02,6800.0,6850.0,2934610.0,6.66,368780,-43980,-313500
2004-06-03,7020.0,6290.0,2973570.0,6.11,475280,-165590,76170
2004-06-04,6400.0,6370.0,1296105.0,6.19,-12570,-3660,10190
2004-06-07,6410.0,6940.0,3142664.0,6.74,-1004050,26030,974530
2004-06-08,7080.0,6920.0,2354653.0,6.72,-456684,94854,341360
2004-06-09,7150.0,6800.0,2302190.0,6.61,432230,45640,-467980
2004-06-10,6660.0,6700.0,1700995.0,6.51,264242,-39682,-297960
2004-06-11,6670.0,6300.0,1632113.0,6.12,410680,-195530,-187890
2004-06-14,6030.0,5950.0,1327392.0,5.78,102730,-122150,12160
2004-06-15,6010.0,6130.0,2080801.0,5.96,378431,-339231,-6650
2004-06-16,6100.0,6050.0,1963888.0,5.88,24538,-46268,50450
2004-06-17,6050.0,5930.0,1629330.0,5.76,372240,10250,-387850
2004-06-18,5870.0,5760.0,1158898.0,5.6,49490,10010,-41480
2004-06-21,5770.0,5760.0,992588.0,5.6,-46575,52885,-5320
2004-06-22,5700.0,5630.0,1103179.0,5.47,59609,-20499,-18670
2004-06-23,5630.0,5530.0,1158900.0,5.37,104530,-96680,9660
2004-06-24,5710.0,5710.0,3073708.0,5.55,249100,-218370,14130
2004-06-25,5750.0,6040.0,2382070.0,5.87,-327000,41300,143760
2004-06-28,6100.0,6020.0,983165.0,5.85,41410,-39740,0
2004-06-29,6080.0,6340.0,2573156.0,6.16,-397320,274730,115300
2004-06-30,6500.0,6730.0,3054612.0,6.54,-441240,425090,-221850
2004-07-01,6750.0,6550.0,2153441.0,6.37,-82140,71660,4050
2004-07-02,6360.0,6260.0,1512041.0,6.08,42830,-102010,66580
2004-07-05,6150.0,6330.0,1088830.0,6.15,-19910,27120,7980
2004-07-06,6240.0,6200.0,1031499.0,6.02,119900,30330,-155440
2004-07-07,5950.0,6270.0,1132500.0,6.09,-177920,60050,118010
2004-07-08,6220.0,6250.0,1441601.0,6.07,-118250,182260,-91000
2004-07-09,6280.0,6260.0,1040501.0,6.08,164300,57630,-231110
2004-07-12,6400.0,6780.0,5164810.0,6.59,-1790290,131580,1643300
2004-07-13,6870.0,6900.0,2795001.0,6.7,-485015,-77425,590550
2004-07-14,6890.0,6720.0,1432840.0,6.53,-204290,182180,36920
2004-07-15,6750.0,6720.0,1036800.0,6.53,-52450,25910,12120
2004-07-16,6630.0,6950.0,1646676.0,6.75,-275400,39570,182290
2004-07-19,6860.0,7370.0,3395371.0,7.16,-426880,51590,356490
2004-07-20,7350.0,7200.0,1741501.0,7.0,-14622,-71508,84090
2004-07-21,7330.0,7260.0,1445453.0,7.05,-180169,64549,118070
2004-07-22,7050.0,7070.0,975148.0,6.87,-50840,-11270,47290
2004-07-23,7040.0,6840.0,1183710.0,6.65,-30660,-3860,8440
2004-07-26,6720.0,6910.0,937332.0,6.71,-23620,-7620,28250
2004-07-27,7010.0,7140.0,1148043.0,6.94,-34580,1080,24580
2004-07-28,7280.0,7140.0,1065242.0,6.94,-89294,1154,101540
2004-07-29,7110.0,7050.0,1119921.0,6.85,-275604,343484,-49380
2004-07-30,7160.0,7400.0,1607131.0,7.19,-535478,254438,294210
2004-08-02,7450.0,7240.0,1372355.0,7.03,71932,-113612,147680
2004-08-03,7390.0,7270.0,1029941.0,7.06,-238530,168510,66380
2004-08-04,7130.0,6900.0,1673845.0,6.7,161210,205170,-363360
2004-08-05,6920.0,6970.0,1380659.0,6.77,29534,222083,-271640
2004-08-06,6700.0,6730.0,1192094.0,6.54,-170,-16080,-4560
2004-08-09,6600.0,6810.0,757169.0,6.62,-53920,-46440,69360
2004-08-10,6730.0,6790.0,557447.0,6.6,-62090,41150,9820
2004-08-11,6890.0,6600.0,1204790.0,6.41,285150,-179920,-192160
2004-08-12,6730.0,6800.0,876381.0,6.61,-13630,21960,3190
2004-08-13,6750.0,6960.0,1049422.0,6.76,-64150,12370,10500
2004-08-16,7000.0,6880.0,677252.0,6.69,143830,-157510,38290
2004-08-17,7030.0,6900.0,1026141.0,6.7,81608,-95938,12510
2004-08-18,6920.0,6940.0,614666.0,6.74,2951,-20671,8290
2004-08-19,6990.0,7050.0,1350640.0,6.85,-256591,99571,120400
2004-08-20,7040.0,6900.0,824427.0,6.7,175920,-21060,-148990
2004-08-23,6960.0,6850.0,726395.0,6.66,107200,20360,-70510
2004-08-24,6850.0,6920.0,493576.0,6.72,28293,22627,-50120
2004-08-25,6920.0,7000.0,1218722.0,6.8,176705,-102625,-88580
2004-08-26,7110.0,7420.0,3003284.0,7.21,-1090625,781665,276680
2004-08-27,7470.0,7500.0,1355050.0,7.29,-326490,192710,93920
2004-08-30,7580.0,7460.0,954057.0,7.25,-63869,-24891,92800
2004-08-31,7650.0,7900.0,1949488.0,7.68,-185142,-123468,443300
2004-09-01,8040.0,7990.0,1848539.0,7.76,-90345,186360,-66195
2004-09-02,8000.0,8060.0,1672533.0,7.83,-380510,305710,84250
2004-09-03,8180.0,8150.0,3000611.0,7.92,876254,92046,450020
2004-09-06,8120.0,8130.0,618852.0,7.9,-5840,9240,2240
2004-09-07,8220.0,7990.0,1267115.0,7.76,-100600,287940,-231980
2004-09-08,8000.0,8040.0,1371281.0,7.81,-377527,384207,-2120
2004-09-09,8000.0,8050.0,1435950.0,7.82,-15190,174150,-237400
2004-09-10,8050.0,8200.0,1249064.0,7.97,-30480,-132260,182370
2004-09-13,8310.0,8240.0,998370.0,8.01,-83672,54692,-133480
2004-09-14,8240.0,8050.0,1097892.0,7.82,111647,-23017,-78660
2004-09-15,7960.0,8000.0,757905.0,7.77,-98385,89195,13620
2004-09-16,7910.0,7950.0,957202.0,7.73,94517,105923,-125400
2004-09-17,7950.0,7960.0,1422971.0,7.73,327019,-358699,7440
2004-09-20,8050.0,8760.0,4385886.0,8.51,38127,344403,-394960
2004-09-21,8680.0,8850.0,1861420.0,8.6,-213990,159360,46840
2004-09-22,8860.0,8450.0,1411373.0,8.21,-23094,21604,2330
2004-09-23,8310.0,8450.0,1536850.0,8.21,26190,540,-26910
2004-09-24,8400.0,8700.0,1131294.0,8.45,-133262,-26042,144884
2004-09-30,8720.0,8900.0,1349880.0,8.65,-189119,-10191,199880
2004-10-01,8900.0,9260.0,1814291.0,9.0,-579476,36706,485010
2004-10-04,9480.0,9600.0,2034147.0,9.33,-551435,-240705,713130
2004-10-05,9670.0,9700.0,1677972.0,9.43,-362185,-204125,527860
2004-10-06,9600.0,9420.0,1595720.0,9.15,75344,44446,-110240
2004-10-07,9340.0,9440.0,901730.0,9.17,138916,-33316,-120890
2004-10-08,9410.0,9870.0,2900514.0,9.59,-445849,117009,331320
2004-10-11,9900.0,10400.0,2776210.0,10.11,-644549,283229,404120
2004-10-12,10400.0,9990.0,1634079.0,9.71,-3890,-58530,171780
2004-10-13,10200.0,10200.0,1478340.0,9.91,-65179,34139,62100
2004-10-14,10000.0,9870.0,1009224.0,9.59,189770,37360,-224810
2004-10-15,9660.0,9960.0,1692312.0,9.68,80070,-295600,237590
2004-10-18,10000.0,9850.0,1626370.0,9.57,124070,-99200,-27890
2004-10-19,9990.0,9600.0,1857780.0,9.33,408635,-220125,-212960
2004-10-20,9500.0,8700.0,3255239.0,8.45,743926,-385166,-294180
2004-10-21,8820.0,8830.0,2480898.0,8.58,-62662,-219478,435750
2004-10-22,8840.0,8740.0,1124337.0,8.49,-243787,159770,67227
2004-10-25,8490.0,8650.0,1114070.0,8.41,-114545,-23055,-44170
2004-10-26,8650.0,8680.0,745918.0,8.43,123181,-41711,-15110
2004-10-27,8810.0,8630.0,1232660.0,8.39,229320,-117630,-97810
2004-10-28,8840.0,9080.0,1476816.0,8.82,-9172,115872,-117330
2004-10-29,8910.0,8900.0,2564129.0,8.65,507173,-459900,-21373
2004-11-01,8900.0,8770.0,763179.0,8.52,14200,8090,7700
2004-11-02,8860.0,8970.0,1367018.0,8.72,6500,3990,-16310
2004-11-03,9150.0,9900.0,4296103.0,9.62,-786110,12610,837670
2004-11-04,10050.0,9770.0,1103322.0,9.49,-75526,31626,42760
2004-11-05,10000.0,9800.0,1729597.0,9.52,10175,101205,-116070
2004-11-08,9880.0,9800.0,1221430.0,9.52,-125860,101600,-113020
2004-11-09,9770.0,9680.0,1287020.0,9.41,-43560,81450,-3920
2004-11-10,9610.0,9600.0,873618.0,9.33,-148518,185610,-18182
2004-11-11,9600.0,9860.0,1379103.0,9.58,-93200,-9010,85520
2004-11-12,10000.0,9930.0,1453688.0,9.65,-177177,141667,-17300
2004-11-15,10050.0,9770.0,1351401.0,9.49,180741,-250971,76960
2004-11-16,9900.0,9800.0,1093217.0,9.52,100061,-84851,-6440
2004-11-17,9810.0,9830.0,1482653.0,9.55,158683,-87533,-75200
2004-11-18,9780.0,9520.0,1232930.0,9.25,-65366,-33294,131830
2004-11-19,9550.0,9370.0,851289.0,9.1,29339,23661,-53790
2004-11-22,9210.0,9210.0,567600.0,8.95,-4959,-87620,82579
2004-11-23,9250.0,9480.0,676412.0,9.21,-152050,46320,30710
2004-11-24,9450.0,9800.0,1225860.0,9.52,-516677,359557,26760
2004-11-25,9770.0,9800.0,615139.0,9.52,-188368,243588,-67630
2004-11-26,9800.0,9510.0,1120470.0,9.24,-146570,137270,9230
2004-11-29,9490.0,9950.0,848776.0,9.67,-210999,100539,96810
2004-11-30,10050.0,10250.0,1741955.0,9.96,-222437,-28523,126130
2004-12-01,10300.0,10400.0,1610498.0,10.11,-344508,311918,-45070
2004-12-02,10600.0,10050.0,3165701.0,9.77,-1295649,627619,562760
2004-12-03,10450.0,10600.0,1911253.0,10.3,-369870,375170,-154250
2004-12-06,10750.0,10650.0,786593.0,10.35,-123430,121450,-25560
2004-12-07,10450.0,10400.0,578552.0,10.11,-107657,49527,39390
2004-12-08,10300.0,10200.0,604514.0,9.91,74006,-186896,103490
2004-12-09,10350.0,10450.0,997450.0,10.15,178509,46761,-178980
2004-12-10,10600.0,10050.0,882030.0,9.77,296500,-49570,-217450
2004-12-13,10000.0,10050.0,844811.0,9.77,-10659,12569,-4700
2004-12-14,10150.0,9920.0,749240.0,9.64,-12463,-93967,109060
2004-12-15,10000.0,10350.0,793608.0,10.06,27700,25060,-51180
2004-12-16,10450.0,11100.0,3563502.0,10.79,-809952,90162,673790
2004-12-17,11100.0,11250.0,1482880.0,10.93,-335111,35321,277630
2004-12-20,11000.0,10950.0,975032.0,10.64,-179720,76140,109010
2004-12-21,10900.0,10700.0,1063096.0,10.4,104554,-119494,119110
2004-12-22,10850.0,10600.0,821196.0,10.3,6116,-2216,-29410
2004-12-23,10650.0,10550.0,745290.0,10.25,-73210,-52750,138580
2004-12-24,10550.0,10750.0,890908.0,10.45,80918,-202738,130540
2004-12-27,10800.0,10800.0,522707.0,10.49,-93800,19720,93030
2004-12-28,10700.0,10550.0,804242.0,10.25,66588,-39338,14050
2004-12-29,10350.0,10500.0,731392.0,10.2,123480,-98700,45320
2004-12-30,10500.0,10450.0,1111190.0,10.15,346180,-325900,89970
2005-01-03,10500.0,10550.0,572872.0,3.62,-38570,-12910,56450
2005-01-04,10500.0,10400.0,1039297.0,3.57,26995,-99175,75550
2005-01-05,10250.0,10450.0,659269.0,3.59,97920,-56950,-15200
2005-01-06,10400.0,10250.0,816116.0,3.52,163205,-31135,-114680
2005-01-07,10150.0,10050.0,901160.0,3.45,-4030,-69470,68070
2005-01-10,10100.0,10500.0,1220856.0,3.6,-36952,97485,-104553
2005-01-11,10500.0,10500.0,787258.0,3.6,-125500,101640,24580
2005-01-12,10450.0,10450.0,1830690.0,3.59,-311930,263500,55500
2005-01-13,10500.0,10500.0,584170.0,3.6,-140870,12010,105700
2005-01-14,10500.0,10850.0,1411303.0,3.72,-62389,-84947,141520
2005-01-17,10950.0,11000.0,1311307.0,3.77,-416808,67251,367910
2005-01-18,11050.0,10850.0,678276.0,3.72,-98472,-11828,81640
2005-01-19,10850.0,10900.0,1596108.0,3.74,-283370,-100300,282510
2005-01-20,10850.0,11200.0,1417261.0,3.84,-351140,205380,113070
2005-01-21,11500.0,11300.0,1319939.0,3.88,-222181,-79115,296386
2005-01-24,11300.0,11250.0,792684.0,3.86,7810,-95760,111020
2005-01-25,11250.0,10850.0,601240.0,3.72,137406,-51166,-95710
2005-01-26,10850.0,10600.0,1333954.0,3.64,256550,-7200,-267660
2005-01-27,10650.0,10800.0,908321.0,3.71,-52560,53340,-3030
2005-01-28,10650.0,10850.0,826021.0,3.72,-333305,-55855,391630
2005-01-31,10800.0,10950.0,713434.0,3.76,-208719,101529,71360
2005-02-01,10950.0,11150.0,921932.0,3.83,-149587,49457,222060
2005-02-02,11200.0,10650.0,895313.0,3.65,291674,-177434,-75400
2005-02-03,10650.0,10650.0,501906.0,3.65,-99676,115546,-13410
2005-02-04,10650.0,10550.0,748174.0,3.62,169910,-93050,-93090
2005-02-07,10550.0,10750.0,1107830.0,3.69,104590,115280,-164210
2005-02-11,10750.0,10550.0,729730.0,3.62,71970,-114270,39400
2005-02-14,10600.0,10500.0,1144018.0,3.6,147164,118136,-240640
2005-02-15,10500.0,10400.0,1681399.0,3.57,254620,-46800,-149720
2005-02-16,10500.0,10900.0,2409025.0,3.74,-527977,234187,226650
2005-02-17,11050.0,11400.0,1856286.0,3.91,-440187,-225953,678890
2005-02-18,11400.0,12100.0,2987382.0,4.15,-1051683,-260133,1298876
2005-02-21,12400.0,12550.0,2265153.0,4.31,-46675,11535,52260
2005-02-22,12550.0,12300.0,1468930.0,4.22,-289850,-62120,347030
2005-02-23,12000.0,12550.0,1776862.0,4.31,-407195,725225,-311000
2005-02-24,12850.0,13000.0,1067630.0,4.46,-392704,281044,82780
2005-02-25,13350.0,13350.0,2648547.0,4.58,-341210,448700,980610
2005-02-28,13900.0,13450.0,2029218.0,4.61,89123,-85213,243280
2005-03-02,13800.0,13550.0,1374974.0,4.65,241223,-64800,-56960
2005-03-03,13500.0,13250.0,836576.0,4.55,133844,-10644,-71170
2005-03-04,13500.0,14000.0,1774229.0,4.8,30840,-45229,151129
2005-03-07,14300.0,14000.0,1955515.0,4.8,89985,-83775,90130
2005-03-08,14000.0,13500.0,1239480.0,4.63,146230,98380,-266300
2005-03-09,13500.0,13750.0,775631.0,4.72,-77330,75690,290
2005-03-10,13550.0,14100.0,1322752.0,4.84,-95842,-43728,204860
2005-03-11,14250.0,14100.0,820795.0,4.84,-98623,69463,12390
2005-03-14,14300.0,14200.0,714750.0,4.87,5145,104437,-105140
2005-03-15,14150.0,13550.0,1117865.0,4.65,10300,-1250,-6190
2005-03-16,13150.0,12750.0,1796614.0,4.37,483244,306086,-792230
2005-03-17,12500.0,12500.0,1260420.0,4.29,195728,245002,-473310
2005-03-18,12400.0,12050.0,1140484.0,4.13,209976,151670,-422636
2005-03-21,12050.0,12750.0,1351493.0,4.37,-92120,124100,-34930
2005-03-22,12800.0,13050.0,1488880.0,4.48,-4675,217755,-352880
2005-03-23,13100.0,12700.0,1095212.0,4.36,179741,99444,-283960
2005-03-24,12950.0,12750.0,706180.0,4.37,-48145,-18020,64875
2005-03-25,12800.0,13700.0,948570.0,4.7,-109373,73643,38900
2005-03-28,13800.0,13800.0,808619.0,4.73,137316,-77986,-114770
2005-03-29,13950.0,13600.0,1086580.0,4.67,-136328,-226102,363210
2005-03-30,13500.0,13750.0,1175211.0,4.72,89019,57481,-26560
2005-03-31,14000.0,13400.0,952229.0,4.6,125609,103331,-221910
