Symbol,한화케미칼_시가(원),한화케미칼_종가(원),한화케미칼_거래량(주),한화케미칼_PER(IFRS-연결),한화케미칼_순매수수량(개인)(주),한화케미칼_순매수수량(기관계)(주),한화케미칼_순매수수량(외국인계)(주)
2008-08-12,12650.0,12250.0,2035787.0,6.62,376461,-484281,68680
2008-08-13,12150.0,11700.0,1756617.0,6.32,582616,-387002,-56704
2008-08-14,11550.0,11850.0,1576745.0,6.4,229330,-14400,-209160
2008-08-18,11700.0,11000.0,2726727.0,5.94,530326,-691754,311658
2008-08-19,10900.0,11100.0,886938.0,6.0,-49112,-111718,110660
2008-08-20,11050.0,11450.0,1535204.0,6.18,-258639,65099,208180
2008-08-21,11550.0,11000.0,847046.0,5.94,124036,-113766,13510
2008-08-22,10850.0,11200.0,829275.0,6.05,-220053,93313,119560
2008-08-25,11300.0,11050.0,486876.0,5.97,46071,60739,-107610
2008-08-26,10700.0,10800.0,991456.0,5.83,216912,77528,-278190
2008-08-27,10850.0,11000.0,1023602.0,5.94,-202831,242051,-71910
2008-08-28,11000.0,10850.0,928033.0,5.86,93852,53870,-110542
2008-08-29,10900.0,10350.0,1350878.0,5.59,39124,-100144,218170
2008-09-01,10150.0,9830.0,1160843.0,5.31,-156084,-238756,403010
2008-09-02,9830.0,9700.0,1148339.0,5.24,-157954,-240766,407450
2008-09-03,9570.0,9880.0,1278225.0,5.34,135627,-199177,71560
2008-09-04,9850.0,9970.0,1069599.0,5.38,233952,-4918,-216203
2008-09-05,9650.0,9570.0,1935804.0,5.17,639979,-130750,-438560
2008-09-08,9770.0,10050.0,3583612.0,5.43,709593,311353,-1050796
2008-09-09,10100.0,10100.0,2213177.0,5.46,-185439,42249,55250
2008-09-10,9970.0,10300.0,1422177.0,5.56,736,-114906,58470
2008-09-11,10400.0,10300.0,1608230.0,5.56,-7264,-195202,210556
2008-09-12,10550.0,10850.0,2131020.0,5.86,-217334,22610,74110
2008-09-16,9810.0,10000.0,2372468.0,5.4,-194299,-135611,471790
2008-09-17,10400.0,10350.0,1846100.0,5.59,149748,-35228,-222430
2008-09-18,10000.0,10350.0,1513815.0,5.59,32261,84029,-120190
2008-09-19,10750.0,10650.0,1748327.0,5.75,-229314,137850,103150
2008-09-22,10900.0,10550.0,1142758.0,5.7,-9534,-52316,51770
2008-09-23,10400.0,10950.0,1256823.0,5.91,-191063,157097,13516
2008-09-24,10900.0,11050.0,1187495.0,5.97,-95941,-14139,116820
2008-09-25,11000.0,11300.0,1420840.0,6.1,-213777,174287,-8830
2008-09-26,11300.0,11100.0,1078510.0,6.0,-46992,103102,-70950
2008-09-29,11300.0,10900.0,1291696.0,5.89,250762,-295257,30955
2008-09-30,10250.0,10800.0,1651799.0,5.83,38827,-49057,101010
2008-10-01,10900.0,10600.0,855674.0,5.73,211754,-140104,-56120
2008-10-02,10700.0,10350.0,1463093.0,5.59,226872,-32443,-130509
2008-10-06,10100.0,9700.0,1299282.0,5.24,283228,-143788,-89350
2008-10-07,9540.0,9620.0,999116.0,5.2,-104328,-40692,138080
2008-10-08,9310.0,8200.0,1756414.0,4.43,357088,-298029,-2089
2008-10-09,8120.0,8480.0,1426492.0,4.58,-116992,-75003,178425
2008-10-10,8000.0,8980.0,2069914.0,4.85,-66201,148781,-119830
2008-10-13,9210.0,9250.0,1451314.0,5.0,91869,55811,-116990
2008-10-14,9350.0,9000.0,3798775.0,4.86,730394,-469424,-137870
2008-10-15,9000.0,8950.0,2172078.0,4.83,-121048,85469,22150
2008-10-16,8450.0,8000.0,1283048.0,4.32,72778,25142,-109760
2008-10-17,7500.0,6800.0,8947758.0,3.67,2675117,-1733758,-874150
2008-10-20,6800.0,6800.0,2340164.0,3.67,-242143,136078,59970
2008-10-21,7000.0,6930.0,2903207.0,3.74,347765,-349175,44700
2008-10-22,6800.0,6680.0,2516579.0,3.61,77302,-182873,191679
2008-10-23,6210.0,6110.0,1795612.0,3.3,-134395,-105175,233970
2008-10-24,5870.0,5200.0,2896538.0,2.81,709526,-689600,51794
2008-10-27,4510.0,4420.0,4065144.0,2.39,-14182,-120648,135010
2008-10-28,3995.0,4625.0,10097929.0,2.5,347970,-437180,79370
2008-10-29,4880.0,4170.0,5311803.0,2.25,-52389,34319,45900
2008-10-30,4560.0,4795.0,3187306.0,2.59,155198,-55171,-107873
2008-10-31,4950.0,5510.0,5259852.0,2.98,121353,-113683,-31840
2008-11-03,5670.0,6330.0,4785582.0,3.42,116347,-69757,-19950
2008-11-04,6600.0,6390.0,4728099.0,3.45,-9988,131639,-141111
2008-11-05,6580.0,6180.0,6596361.0,3.34,1113451,-558931,-605640
2008-11-06,5700.0,5260.0,2689638.0,2.84,189072,-83432,-135560
2008-11-07,4875.0,5660.0,4505183.0,3.06,162059,-256759,99760
2008-11-10,5710.0,5560.0,4321567.0,3.0,55333,-79320,108577
2008-11-11,5430.0,5370.0,2194689.0,2.9,131436,-54510,-35410
2008-11-12,5150.0,5290.0,1634733.0,2.86,-25230,-39114,59570
2008-11-13,4965.0,5120.0,1935670.0,2.77,165891,-49306,-117280
2008-11-14,5580.0,4960.0,3568223.0,2.68,379123,-260362,-163080
2008-11-17,4960.0,4960.0,1800447.0,2.68,166822,-104166,-92670
2008-11-18,4840.0,4940.0,1339646.0,2.67,40688,-110660,72830
2008-11-19,5020.0,4725.0,1457653.0,2.55,243967,-153507,-81160
2008-11-20,4370.0,4120.0,1276542.0,2.23,38831,999,-56920
2008-11-21,3920.0,4560.0,1739837.0,2.46,-28496,-21462,59740
2008-11-24,4570.0,4380.0,2005687.0,2.37,119315,-145623,26368
2008-11-25,4630.0,4360.0,1520880.0,2.35,9036,42866,-54282
2008-11-26,4410.0,4240.0,2853020.0,2.29,-136157,52487,53650
2008-11-27,4490.0,4875.0,3417041.0,2.63,-353883,9370,322033
2008-11-28,5010.0,4990.0,4606138.0,2.7,-95647,72968,23519
2008-12-01,5130.0,4890.0,2137798.0,2.64,145142,-88002,-56610
2008-12-02,4550.0,4635.0,1727574.0,2.5,14043,-29974,16410
2008-12-03,4795.0,4965.0,2128043.0,2.68,-49910,126300,-81470
2008-12-04,5130.0,5100.0,3048548.0,2.75,-486404,537075,-51890
2008-12-05,5180.0,5580.0,4295166.0,3.01,-732722,699422,-11080
2008-12-08,5710.0,6350.0,5257242.0,3.43,-1252940,1484430,-255320
2008-12-09,6450.0,6220.0,4199600.0,3.36,-263632,411542,-141270
2008-12-10,6200.0,6620.0,4076146.0,3.58,-929942,1003982,-80010
2008-12-11,6610.0,6540.0,3049155.0,3.53,-39242,81402,-78730
2008-12-12,6380.0,6000.0,2345599.0,3.24,-109256,112856,-1980
2008-12-15,6240.0,6610.0,2447791.0,3.57,-310440,298440,63050
2008-12-16,6520.0,6540.0,1999924.0,3.53,73220,126030,-215380
2008-12-17,6810.0,6970.0,4962733.0,3.76,-478782,477062,-480
2008-12-18,7090.0,6710.0,3151065.0,3.62,324411,-53751,-266510
2008-12-19,6610.0,6960.0,1924206.0,3.76,-344356,163896,128570
2008-12-22,7100.0,7100.0,3642133.0,3.83,214708,-120588,-66320
2008-12-23,7050.0,6900.0,1602025.0,3.73,-30409,38789,-11650
2008-12-24,6860.0,6650.0,1620658.0,3.59,-54997,30007,33850
2008-12-26,6650.0,6650.0,2788045.0,3.59,23293,-56114,29411
2008-12-29,6510.0,6150.0,1545846.0,3.32,15248,29452,-48220
2008-12-30,6180.0,6000.0,1471639.0,3.24,166033,-120003,53080
2009-01-02,6120.0,6900.0,3223100.0,20.98,-643549,163819,16260
2009-01-05,7250.0,7160.0,3556077.0,21.77,-563672,728332,-238030
2009-01-06,7160.0,7170.0,2437646.0,21.8,-57035,81170,-45070
2009-01-07,7300.0,7280.0,3011189.0,22.13,-245003,136925,71038
2009-01-08,7110.0,7270.0,4617469.0,22.1,-126386,179586,-164720
2009-01-09,7450.0,7120.0,1616298.0,21.64,-55458,152800,-103262
2009-01-12,7000.0,7060.0,1669028.0,21.46,-161425,228175,-15210
2009-01-13,7070.0,7160.0,1386333.0,21.77,113326,-19876,-66370
2009-01-14,7100.0,7360.0,1783234.0,22.37,-258601,225171,33390
2009-01-15,7090.0,6880.0,1714643.0,20.92,190841,-86622,-185809
2009-01-16,7000.0,7630.0,4634229.0,23.2,-479887,438907,-31790
2009-01-19,7900.0,7750.0,3268465.0,23.56,-620814,683744,-97810
2009-01-20,7750.0,7760.0,2441376.0,23.59,161828,-160178,-25720
2009-01-21,7500.0,7440.0,3889905.0,22.62,-721352,550215,188167
2009-01-22,7930.0,7770.0,6857996.0,23.62,276351,-94140,-101441
2009-01-23,7770.0,7310.0,2143261.0,22.22,-100782,83072,-8570
2009-01-28,7540.0,7540.0,1564823.0,22.92,157429,-154169,110380
2009-01-29,7640.0,7380.0,1500929.0,22.44,23448,-43198,89820
2009-01-30,7230.0,7350.0,1021610.0,22.34,81670,1971,-76271
2009-02-02,7320.0,7340.0,1047610.0,22.31,-15740,-74600,86420
2009-02-03,7400.0,7260.0,1349869.0,22.07,410748,-399678,-41370
2009-02-04,7360.0,7480.0,1940483.0,22.74,195129,-147845,165760
2009-02-05,7420.0,7080.0,1633330.0,21.52,237165,-193145,70490
2009-02-06,7280.0,7590.0,2665954.0,23.07,-378929,90729,260810
2009-02-09,7800.0,7580.0,1493621.0,23.04,-32269,65959,-18410
2009-02-10,7720.0,7500.0,1203635.0,22.8,181974,-25444,-161700
2009-02-11,7230.0,7420.0,794102.0,22.56,94688,-146618,51810
2009-02-12,7450.0,7380.0,991891.0,22.44,174214,-194634,620
2009-02-13,7450.0,7400.0,933668.0,22.5,208327,-203047,-4990
2009-02-16,7380.0,7780.0,2658348.0,23.65,-727330,586650,60230
2009-02-17,7850.0,7680.0,4190711.0,23.35,-460973,560253,-100640
2009-02-18,7700.0,8310.0,4029288.0,25.26,-786787,699779,94660
2009-02-19,8520.0,8390.0,4655459.0,25.51,449424,-88515,-362722
2009-02-20,8320.0,7950.0,2668210.0,24.17,-206765,352225,-137210
2009-02-23,7950.0,7790.0,2604368.0,23.68,375974,-221423,-133410
2009-02-24,7450.0,7250.0,3220031.0,22.04,492630,-3952,-5600
2009-02-25,7500.0,7210.0,2321595.0,21.92,210541,-382555,131850
2009-02-26,7300.0,6620.0,2590267.0,20.12,187903,-196475,-19820
2009-02-27,6590.0,6950.0,1491224.0,21.13,-218424,99535,122485
2009-03-02,6970.0,6300.0,1881500.0,19.15,722232,-542301,-173201
2009-03-03,5650.0,5830.0,6198658.0,17.72,1745515,-1580771,179612
2009-03-04,5900.0,6050.0,2885470.0,18.39,300974,-298490,-24624
2009-03-05,6150.0,5830.0,2730524.0,17.72,488148,-54808,-152020
2009-03-06,5640.0,6140.0,2439255.0,18.67,-120288,61268,47700
2009-03-09,6320.0,6140.0,1830694.0,18.67,334324,28596,-365130
2009-03-10,6070.0,6670.0,3022412.0,20.28,-919816,768966,144740
2009-03-11,6890.0,7050.0,2652228.0,21.43,-783200,244683,235867
2009-03-12,7140.0,7000.0,2743734.0,21.28,-220188,61292,-89664
2009-03-13,7200.0,7420.0,2760056.0,22.56,-579376,299406,77550
2009-03-16,7600.0,7710.0,2486946.0,23.44,-521257,100957,334320
2009-03-17,7900.0,8020.0,2613158.0,24.38,-542749,-5849,492688
2009-03-18,8170.0,8000.0,1664484.0,24.32,-153152,-225598,377240
2009-03-19,8100.0,7790.0,1723464.0,23.68,-40519,-63671,107050
2009-03-20,7770.0,7780.0,1547793.0,23.65,120340,189310,-308090
2009-03-23,7860.0,8380.0,2436512.0,25.47,-282018,143628,144790
2009-03-24,8600.0,8680.0,2599428.0,26.39,-535310,265455,184105
2009-03-25,8700.0,9280.0,4071581.0,28.21,-447644,343394,-5380
2009-03-26,9330.0,9260.0,2503678.0,28.15,178053,387887,-565100
2009-03-27,9260.0,9150.0,3152295.0,27.82,119013,35917,-245780
2009-03-30,9100.0,9450.0,10438207.0,28.73,1365587,-1299327,18190
2009-03-31,9630.0,9350.0,3506086.0,28.42,147532,156969,-297031
2009-04-01,9430.0,9470.0,2552470.0,28.79,-79672,149642,-107350
2009-04-02,9600.0,9750.0,3691456.0,29.64,-164589,126839,-2440
2009-04-03,9850.0,9770.0,2208465.0,29.7,-366808,399538,-36940
2009-04-06,9770.0,9860.0,3139325.0,29.97,-15308,-5782,38700
2009-04-07,9860.0,9790.0,1543079.0,29.76,68129,99961,-155160
2009-04-08,9680.0,10200.0,3887988.0,31.01,-23890,9300,-59900
2009-04-09,10300.0,10900.0,4355707.0,33.14,-529189,696559,-162490
2009-04-10,11300.0,12100.0,6688159.0,36.78,-775386,832117,-22477
2009-04-13,12350.0,12800.0,5031422.0,38.91,-776689,-255311,1186190
2009-04-14,12700.0,12050.0,4932116.0,36.63,1817255,-2121403,289368
2009-04-15,11650.0,11750.0,3186412.0,35.72,487152,-724792,199190
2009-04-16,12000.0,11500.0,4955000.0,34.96,1232299,-1036089,-235390
2009-04-17,11650.0,10850.0,4423639.0,32.98,1289575,-1422245,114580
2009-04-20,10850.0,11150.0,2659481.0,33.9,503269,-584219,77300
2009-04-21,10700.0,11600.0,3209132.0,35.26,-336392,262540,80352
2009-04-22,11750.0,11950.0,3475727.0,36.33,-280018,233088,16780
2009-04-23,12050.0,11850.0,2880241.0,36.02,360884,-76358,-297066
2009-04-24,11800.0,11350.0,2485862.0,34.5,237725,-278265,15830
2009-04-27,11500.0,11000.0,1739962.0,33.44,71737,-88805,9790
2009-04-28,11000.0,10300.0,2742290.0,31.31,370382,-479072,97040
2009-04-29,10450.0,10800.0,1966096.0,32.83,56247,-69101,34420
2009-04-30,11000.0,11500.0,3449628.0,34.96,-502631,235240,88151
2009-05-04,11700.0,11700.0,1885650.0,35.57,-268319,334822,-81633
2009-05-06,12150.0,11850.0,4335542.0,36.02,369561,-225746,-304855
2009-05-07,12150.0,11950.0,2764539.0,36.33,-437580,-14050,499180
2009-05-08,11950.0,11900.0,1819003.0,36.18,-128107,71609,116118
2009-05-11,12000.0,11850.0,2297830.0,36.02,377203,-238610,-39260
2009-05-12,11550.0,11300.0,2281666.0,34.35,509827,-559134,83897
2009-05-13,11400.0,11100.0,1781661.0,33.74,109078,-128003,56160
2009-05-14,10900.0,10850.0,3146203.0,32.98,1460807,-1438694,60332
2009-05-15,11050.0,11350.0,3849645.0,34.5,693266,-453116,-251120
2009-05-18,11300.0,10900.0,3111045.0,33.14,877371,-655211,-66140
2009-05-19,11200.0,11100.0,3152616.0,33.74,667388,-655848,20270
2009-05-20,11150.0,11000.0,2513316.0,33.44,738875,-518255,-220170
2009-05-21,11000.0,10600.0,2126895.0,32.22,221636,-223976,-7450
2009-05-22,10350.0,10800.0,3442037.0,32.83,-665292,357312,198490
2009-05-25,11000.0,11450.0,4553683.0,34.81,-145950,106080,26020
2009-05-26,11650.0,11100.0,4547025.0,33.74,-345278,126168,215520
2009-05-27,11550.0,11200.0,5849780.0,34.05,720834,-750520,16790
2009-05-28,10950.0,10300.0,6784008.0,31.31,2076663,-2225725,149992
2009-05-29,10400.0,10300.0,1990483.0,31.31,-19589,29970,-12271
2009-06-01,10400.0,10650.0,1777272.0,32.38,-89788,61408,34490
2009-06-02,10950.0,10700.0,2336927.0,32.53,-140639,-36851,201870
2009-06-03,10900.0,10950.0,1410006.0,33.29,-168433,-847,136500
2009-06-04,10950.0,10600.0,2003386.0,32.22,-101453,25463,35360
2009-06-05,10900.0,10800.0,1298225.0,32.83,167838,-173069,5165
2009-06-08,10850.0,11000.0,1692551.0,33.44,-45102,-19768,49260
2009-06-09,11150.0,10900.0,1808086.0,33.14,-130167,-3427,144130
2009-06-10,11100.0,11500.0,3657016.0,34.96,-217627,80451,100316
2009-06-11,11500.0,11700.0,3595833.0,35.57,-200085,-131955,403960
2009-06-12,11750.0,11750.0,2329707.0,35.72,-194155,-92535,197240
2009-06-15,11650.0,11100.0,4377568.0,33.74,317848,-310948,31730
2009-06-16,10850.0,11000.0,1404108.0,33.44,-45356,-66203,134614
2009-06-17,10900.0,10900.0,916148.0,33.14,43697,-76737,31380
2009-06-18,11000.0,11000.0,1587760.0,33.44,45374,-65024,23930
2009-06-19,11200.0,10950.0,1420561.0,33.29,188783,-41373,-136400
2009-06-22,10900.0,11350.0,1420162.0,34.5,-211883,-82707,293270
2009-06-23,11050.0,10950.0,1626274.0,33.29,-256970,271750,-24550
2009-06-24,11000.0,10600.0,1642862.0,32.22,111233,106817,-150060
2009-06-25,10650.0,10750.0,1764080.0,32.68,194362,179338,-270800
2009-06-26,10850.0,10450.0,1393859.0,31.77,271190,-1480,-212380
2009-06-29,10550.0,10450.0,1058177.0,31.77,-29242,-22108,50270
2009-06-30,10600.0,10450.0,1529996.0,31.77,-177851,-6264,179175
2009-07-01,10400.0,10500.0,1318757.0,31.92,171552,-8770,-193182
2009-07-02,10600.0,11000.0,2181639.0,33.44,-593100,365269,266671
2009-07-03,10850.0,11600.0,3698051.0,35.26,-983608,591810,291588
2009-07-06,11850.0,11600.0,2490910.0,35.26,-253288,111398,159400
2009-07-07,11750.0,12200.0,4308235.0,37.09,-338719,247019,75640
2009-07-08,12100.0,11800.0,4690083.0,35.87,279569,56690,-310369
2009-07-09,11750.0,12000.0,2956707.0,36.48,-266007,115977,80550
2009-07-10,12100.0,12150.0,2894618.0,36.94,-450638,478988,-68150
2009-07-13,12250.0,11600.0,4429210.0,35.26,-480442,349242,17940
2009-07-14,11950.0,11700.0,2188382.0,35.57,-180550,254120,-74900
2009-07-15,11900.0,12200.0,2249885.0,37.09,-157319,274277,105982
2009-07-16,12450.0,12200.0,2200527.0,37.09,-105638,266268,-188790
2009-07-17,12350.0,12250.0,1651775.0,37.24,-324741,303355,58026
2009-07-20,12450.0,13500.0,7682205.0,41.04,-1677897,934151,793356
2009-07-21,13850.0,13550.0,5884463.0,41.19,-431615,650532,-271467
2009-07-22,13650.0,13250.0,3257574.0,40.28,253297,-264835,33938
2009-07-23,13150.0,13050.0,3136837.0,39.67,340698,-184359,-92489
2009-07-24,13200.0,12800.0,2935415.0,38.91,345213,-198993,-174480
2009-07-27,12850.0,13450.0,4726185.0,40.89,-338743,456033,-146120
2009-07-28,13450.0,13300.0,2143863.0,40.43,15363,-66633,25170
2009-07-29,13350.0,13050.0,2520574.0,39.67,93376,84224,-176000
2009-07-30,12950.0,13300.0,2154992.0,40.43,39558,-97750,-16338
2009-07-31,13450.0,14100.0,6436544.0,42.86,-1652849,1055089,588850
2009-08-03,14300.0,14350.0,3914744.0,43.62,-705346,788956,-107150
2009-08-04,14500.0,13850.0,4098406.0,42.1,307710,-140070,-59880
2009-08-05,14000.0,14200.0,4172428.0,43.17,-1065127,735113,267664
2009-08-06,14200.0,14100.0,2164482.0,42.86,13139,-142648,121309
2009-08-07,14000.0,14150.0,1559744.0,43.02,150674,-246214,94870
2009-08-10,14250.0,14000.0,2196315.0,42.56,320332,-317502,-25550
2009-08-11,13900.0,13800.0,3387744.0,41.95,351927,-328112,-21945
2009-08-12,13750.0,13300.0,3297594.0,40.43,621688,-527282,-61896
2009-08-13,13400.0,13200.0,2938595.0,40.13,398888,-287448,-55360
2009-08-14,13350.0,13300.0,2284845.0,40.43,-22389,-210101,281650
2009-08-17,13350.0,12650.0,1847069.0,38.46,248987,-121629,-24748
2009-08-18,12400.0,12700.0,2185409.0,38.61,254594,-186823,-20990
2009-08-19,12800.0,12400.0,1952235.0,37.7,195837,-347127,196640
2009-08-20,12650.0,13000.0,1625329.0,39.52,-51171,20428,18903
2009-08-21,13100.0,12850.0,2045098.0,39.06,160107,76851,-251298
2009-08-24,13100.0,12900.0,1343700.0,39.22,83486,-43210,-49946
2009-08-25,12900.0,12500.0,1613604.0,38.0,316458,-319908,21690
2009-08-26,12600.0,13100.0,2290291.0,39.82,-119998,221558,-164000
2009-08-27,13100.0,13100.0,1528478.0,39.82,-353246,273306,-70000
2009-08-28,13250.0,12800.0,1050146.0,38.91,76424,-42114,-41350
2009-08-31,12900.0,13000.0,1222838.0,39.52,-222447,-8750,234127
2009-09-01,12950.0,13000.0,1027685.0,39.52,-44529,57264,-14715
2009-09-02,12700.0,12600.0,1830772.0,38.3,51279,-325529,275420
2009-09-03,12650.0,12550.0,954889.0,38.15,4715,-33601,10376
2009-09-04,12800.0,13300.0,3193032.0,40.43,-275638,-60088,402196
2009-09-07,13200.0,13300.0,2307115.0,40.43,14143,38597,-58720
2009-09-08,13400.0,13050.0,1728185.0,39.67,160507,-113427,-16920
2009-09-09,13200.0,12150.0,5719272.0,36.94,346707,-180197,-405610
2009-09-10,12300.0,12650.0,4921813.0,38.46,-434946,689994,-280648
2009-09-11,13200.0,13050.0,5553615.0,39.67,-295535,159987,198948
2009-09-14,13350.0,13350.0,2878535.0,40.58,-257889,57709,237840
2009-09-15,13550.0,13250.0,1504314.0,40.28,210107,-143837,-15270
2009-09-16,13350.0,13050.0,2068997.0,39.67,60321,-194521,127140
2009-09-17,13250.0,13200.0,1655897.0,40.13,-50371,-91519,142630
2009-09-18,13200.0,13650.0,2672924.0,41.5,-589882,64892,623590
2009-09-21,13750.0,13400.0,1544898.0,40.74,270092,-226762,-16160
2009-09-22,13400.0,13400.0,1444965.0,40.74,56580,-122240,45150
2009-09-23,13500.0,12950.0,1735615.0,39.37,233183,-203287,-5476
2009-09-24,12850.0,12700.0,1550966.0,38.61,-43901,-120689,162970
2009-09-25,12650.0,12550.0,1103542.0,38.15,-41736,-127134,181890
2009-09-28,12600.0,12700.0,836106.0,38.61,-29894,-59746,80920
2009-09-29,12900.0,12850.0,1024732.0,39.06,-185466,48456,134470
2009-09-30,12950.0,12800.0,1150930.0,38.91,-66709,55859,9450
2009-10-01,12900.0,12050.0,2137489.0,36.63,712081,-417071,-149580
2009-10-05,11800.0,11800.0,1014663.0,35.87,31740,-137580,96480
2009-10-06,12000.0,11900.0,764231.0,36.18,-124829,-19311,145720
2009-10-07,12100.0,12000.0,546072.0,36.48,-87897,54210,39687
2009-10-08,12000.0,12000.0,852437.0,36.48,167387,-106385,-64602
2009-10-09,12100.0,12150.0,1080645.0,36.94,78265,-325505,211550
2009-10-12,12300.0,12100.0,709030.0,36.78,192758,-59538,-115400
2009-10-13,12100.0,11800.0,980435.0,35.87,191113,-151925,-29238
2009-10-14,11850.0,12000.0,553565.0,36.48,-75754,8604,66780
2009-10-15,12150.0,12200.0,725147.0,37.09,-153645,46129,65687
2009-10-16,12200.0,11800.0,1025116.0,35.87,224306,-229907,57477
2009-10-19,11700.0,11550.0,1337397.0,35.11,321768,-286968,-5490
2009-10-20,11650.0,11650.0,626138.0,35.42,-20187,-30293,54420
2009-10-21,11600.0,11850.0,1069341.0,36.02,-22997,-30693,54690
2009-10-22,11700.0,11650.0,759981.0,35.42,143581,-111,-143310
2009-10-23,11750.0,11650.0,825596.0,35.42,59016,-31796,-24050
2009-10-26,11700.0,11900.0,841223.0,36.18,-9515,28765,-19490
2009-10-27,11800.0,11600.0,852208.0,35.26,314214,-264084,-25080
2009-10-28,11700.0,11250.0,1054227.0,34.2,-14960,-58950,30760
2009-10-29,11000.0,11050.0,854918.0,33.59,-9926,-38184,92200
2009-10-30,11200.0,11300.0,693521.0,34.35,-99484,-154976,223580
2009-11-02,11000.0,11400.0,690404.0,34.66,-222938,27628,223910
2009-11-03,11500.0,11300.0,390459.0,34.35,-16904,-49366,67310
2009-11-04,11350.0,11500.0,456361.0,34.96,-46352,-49623,97415
2009-11-05,11450.0,11300.0,476295.0,34.35,-65605,-128035,195050
2009-11-06,11500.0,11700.0,787618.0,35.57,-148022,-57938,205890
2009-11-09,11750.0,11650.0,775620.0,35.42,14413,-43343,38900
2009-11-10,11850.0,11500.0,750823.0,34.96,65883,-19163,-40520
2009-11-11,11550.0,11650.0,343145.0,35.42,-74655,53765,20290
2009-11-12,11700.0,11350.0,804489.0,34.5,226065,-28105,-207400
2009-11-13,11450.0,11700.0,1349996.0,35.57,-121913,51353,68000
2009-11-16,11750.0,11750.0,739761.0,35.72,185209,-61906,-161969
2009-11-17,11800.0,11550.0,681584.0,35.11,114260,-74080,-18570
2009-11-18,11550.0,11750.0,503837.0,35.72,-151080,11420,20490
2009-11-19,11750.0,12250.0,1911122.0,37.24,-920163,450383,290820
2009-11-20,12250.0,12350.0,1011303.0,37.54,-84234,31034,50350
2009-11-23,12500.0,12400.0,797965.0,37.7,92533,-35182,-49501
2009-11-24,12400.0,12500.0,1200312.0,38.0,-253305,106395,147640
2009-11-25,12700.0,12800.0,1607634.0,38.91,-316107,277287,-126110
2009-11-26,12850.0,12750.0,579783.0,38.76,-78203,1549,69610
2009-11-27,12450.0,12000.0,1252152.0,36.48,-143075,-35565,-38130
2009-11-30,12350.0,12250.0,859648.0,37.24,93711,-60304,65913
2009-12-01,12350.0,12850.0,1914286.0,39.06,-228508,68118,51320
2009-12-02,13150.0,12950.0,3661551.0,39.37,-695107,590087,6110
2009-12-03,13200.0,13450.0,1794758.0,40.89,-617261,333661,238400
2009-12-04,13400.0,13600.0,1619041.0,41.34,-420922,217870,142602
2009-12-07,13700.0,13400.0,1142150.0,40.74,198721,-155971,3970
2009-12-08,13400.0,13250.0,881429.0,40.28,8350,5290,-2620
2009-12-09,13050.0,13750.0,1828954.0,41.8,-289374,249087,36317
2009-12-10,13850.0,13850.0,1721390.0,42.1,50501,-69895,67884
2009-12-11,13900.0,13800.0,1183701.0,41.95,-24356,131722,-106556
2009-12-14,13950.0,13950.0,953363.0,42.41,-82537,-114,77771
2009-12-15,14000.0,14050.0,1073139.0,42.71,-245319,193899,23100
2009-12-16,14050.0,13800.0,1080305.0,41.95,155153,-168583,38020
2009-12-17,13850.0,13550.0,796826.0,41.19,59069,-52399,-6530
2009-12-18,13400.0,13550.0,936010.0,41.19,-39271,-77149,112230
2009-12-21,13750.0,14050.0,1712945.0,42.71,-214341,196501,14220
2009-12-22,14150.0,14000.0,859256.0,42.56,-14892,65084,-48332
2009-12-23,14050.0,13800.0,834302.0,41.95,76603,-24940,-21923
2009-12-24,13800.0,13900.0,859821.0,42.26,43083,-94383,49650
2009-12-28,13950.0,14100.0,1128959.0,42.86,92720,-89766,34420
2009-12-29,13900.0,13600.0,1138642.0,41.34,334270,-108020,-200190
2009-12-30,13450.0,13500.0,544499.0,41.04,-40105,-59863,98618
2010-01-04,13400.0,13700.0,691362.0,5.6,-145642,32986,112406
2010-01-05,13800.0,13550.0,1093992.0,5.54,-75116,-121430,198696
2010-01-06,13550.0,14600.0,3669865.0,5.96,-979203,411888,425925
2010-01-07,14650.0,14650.0,2706255.0,5.98,-494377,293853,217644
2010-01-08,14900.0,15700.0,4106355.0,6.41,-1635290,645421,1010250
2010-01-11,15900.0,15800.0,1934337.0,6.45,-336067,120917,213670
2010-01-12,15800.0,15650.0,1353024.0,6.39,-169170,-81890,261970
2010-01-13,15450.0,14600.0,2910382.0,5.96,856528,-635008,-124930
2010-01-14,14750.0,14850.0,1650157.0,6.07,95277,-80642,-16455
2010-01-15,15100.0,15100.0,1552773.0,6.17,142176,-187276,37290
2010-01-18,15050.0,15400.0,1075792.0,6.29,-96234,123861,-25957
2010-01-19,15650.0,16000.0,3282740.0,6.54,-751776,621236,101740
2010-01-20,16300.0,16600.0,3740746.0,6.78,-1434120,1246100,116640
2010-01-21,16300.0,16600.0,2828115.0,6.78,-359504,773869,-423755
2010-01-22,16100.0,16050.0,2146753.0,6.56,417237,153320,-545317
2010-01-25,15650.0,15300.0,2075105.0,6.25,270088,-138435,-53963
2010-01-26,15450.0,14600.0,2145982.0,5.96,377227,-153827,-103810
2010-01-27,14700.0,14100.0,2227262.0,5.76,708114,-205024,-521960
2010-01-28,14300.0,14900.0,2608591.0,6.09,-304205,598562,-308657
2010-01-29,14600.0,14600.0,2654439.0,5.96,-14130,427800,-404240
