Symbol,동양_시가(원),동양_종가(원),동양_거래량(주),동양_PER(IFRS-연결),동양_순매수수량(개인)(주),동양_순매수수량(기관계)(주),동양_순매수수량(외국인계)(주)
2000-01-04,3900,4085,166940,0.65,-20,-480,500
2000-01-05,4000,3880,151690,0.61,1720,-1720,0
2000-01-06,3960,3685,194410,0.58,13200,-11660,0
2000-01-07,3800,3760,190750,0.59,-5150,3890,1260
2000-01-10,3950,3830,141840,0.61,-6920,5780,390
2000-01-11,3805,3740,120980,0.59,-800,-340,260
2000-01-12,3680,3550,119950,0.56,8840,-8840,0
2000-01-13,3400,3550,236230,0.56,12280,-13380,0
2000-01-14,3650,3575,123250,0.57,12170,-12170,0
2000-01-17,3575,3565,143530,0.56,13070,-14320,1250
2000-01-18,3600,3365,102920,0.53,4780,-5030,250
2000-01-19,3350,3130,178500,0.49,7930,-6960,0
2000-01-20,3160,3100,137290,0.49,-7090,6340,750
2000-01-21,3030,3110,157200,0.49,10610,-9400,0
2000-01-24,3110,3175,119490,0.5,-2530,2530,0
2000-01-25,3150,3170,113250,0.5,3320,-3320,0
2000-01-26,3200,3350,164590,0.53,-3910,3910,0
2000-01-27,3410,3850,597690,0.61,73250,570,-98710
2000-01-28,3940,3550,389670,0.56,78050,-5540,-51720
2000-01-31,3540,3540,383510,0.56,135380,-3580,-136800
2000-02-01,3590,3460,203600,0.55,9620,-2120,-7130
2000-02-02,3500,3500,229700,0.55,24450,4910,-29360
2000-02-03,3550,3650,350210,0.58,290,-490,200
2000-02-07,3740,3550,167270,0.56,4980,-2030,-3000
2000-02-08,3550,3390,117250,0.54,-1190,820,0
2000-02-09,3400,3265,142410,0.52,6760,3340,-100
2000-02-10,3220,3110,163710,0.49,51090,-51090,0
2000-02-11,3150,3110,216040,0.49,80230,2060,-82510
2000-02-14,3110,3040,103790,0.48,-7450,7450,0
2000-02-15,2915,2950,135630,0.47,-7210,6960,250
2000-02-16,2990,3000,155940,0.47,53080,-190,-52910
2000-02-17,2990,3000,98520,0.47,5960,-210,-6710
2000-02-18,3000,2980,224850,0.47,15390,-4910,-10000
2000-02-21,2960,2755,93710,0.44,590,-590,0
2000-02-22,2730,2620,223100,0.41,100720,720,-100000
2000-02-23,2570,2900,635250,0.46,205170,-4750,-200000
2000-02-24,2795,2665,178280,0.42,1460,-1460,0
2000-02-25,2600,2750,164770,0.43,-3550,3500,0
2000-02-28,2600,2850,244880,0.45,-8670,4440,0
2000-02-29,3050,2905,266650,0.46,-1840,-3560,0
2000-03-02,3100,3145,380130,0.5,7650,-7650,0
2000-03-03,3165,3180,523600,0.5,11560,-1950,0
2000-03-06,3280,3335,452360,0.53,-970,1970,0
2000-03-07,3495,3580,465100,0.57,-20,20,0
2000-03-08,3390,3400,393180,0.54,940,-940,0
2000-03-09,3880,3910,786110,0.62,-4990,18140,-20640
2000-03-10,4190,3820,924070,0.6,-5620,15120,500
2000-03-13,3790,3970,419610,0.63,6700,-6700,0
2000-03-14,4000,3930,752910,0.62,-2890,2890,0
2000-03-15,3855,3790,611990,0.6,4460,-4470,0
2000-03-16,3850,3550,456700,0.56,-7570,7050,0
2000-03-17,3620,3500,216800,0.55,-3900,3900,0
2000-03-20,3400,3580,375890,0.57,-13100,4100,9000
2000-03-21,3600,3500,251780,0.55,-4290,3730,330
2000-03-22,3555,4025,681830,0.64,-13920,690,3230
2000-03-23,4025,4210,1220600,0.67,6130,-9110,-1500
2000-03-24,4220,4800,1986800,0.76,-9480,5160,-680
2000-03-27,4980,5520,1644500,0.87,-21840,6620,15220
2000-03-28,5610,5550,2462250,0.88,125150,17780,-17620
2000-03-29,5720,5000,1871380,0.79,112580,-50560,7630
2000-03-30,5700,5450,1876420,0.86,485580,13930,100
2000-03-31,5030,4810,844480,0.76,1620,-5280,3660
2000-04-03,4995,5290,1349320,0.84,83090,-480,-1850
2000-04-04,5500,6080,5104710,0.96,553000,18670,-6100
2000-04-06,6990,5710,4181880,0.9,45760,9960,31230
2000-04-07,5320,5410,2117380,0.86,124080,610,0
2000-04-10,5790,6220,2318940,0.98,364630,-11080,-490
2000-04-11,6220,5600,2673530,0.89,1630,11090,17890
2000-04-12,5600,5300,1177050,0.84,8960,-9360,400
2000-04-14,5300,5380,1202600,0.85,16000,-6840,810
2000-04-17,4580,4650,1666880,0.73,-41130,19410,0
2000-04-18,5270,4770,855890,0.75,22670,-17200,-4730
2000-04-19,4800,4650,992250,0.73,7010,-8330,1980
2000-04-20,4530,4515,970410,0.71,-2680,1680,1000
2000-04-21,4440,4550,807200,0.72,-30,420,-200
2000-04-24,4560,4260,606700,0.67,410,-410,0
2000-04-25,4180,4040,826480,0.64,-7030,7030,0
2000-04-26,4200,4230,1408740,0.67,9600,11600,-21200
2000-04-27,4230,3830,682740,0.61,-300,100,200
2000-04-28,3860,4050,966330,0.64,-79200,79180,-10
2000-05-02,3910,4020,606150,0.64,18300,-14040,-4260
2000-05-03,4050,4300,1599780,0.68,4340,-3090,-1250
2000-05-04,4260,4150,682800,0.66,-35490,35820,-330
2000-05-08,4150,4200,942220,0.66,460,50,-710
2000-05-09,4300,4350,1568440,0.69,-3050,0,-940
2000-05-10,4450,4200,603800,0.66,-4240,8270,-3840
2000-05-12,4110,4010,1028980,0.63,3640,-880,1240
2000-05-15,3910,3595,544580,0.57,620,-360,-260
2000-05-16,3580,3605,664280,0.57,1520,340,-1860
2000-05-17,3500,3340,1117660,0.53,-28660,29410,-750
2000-05-18,3240,3070,487810,0.49,3080,-2980,0
2000-05-19,3070,3140,483650,0.5,8560,-8060,-500
2000-05-22,3045,2860,360940,0.45,670,-760,90
2000-05-23,2600,2830,333110,0.45,-33800,22220,1020
2000-05-24,2800,3020,1057180,0.48,82740,-23490,-49250
2000-05-25,3100,3225,1271450,0.51,163380,-120130,-50770
2000-05-26,3190,2810,652680,0.44,75640,-75640,0
2000-05-29,2610,2800,704740,0.44,149130,-94810,-54320
2000-05-30,2930,2935,785150,0.46,60000,-10070,-50130
2000-05-31,3010,3160,1413090,0.5,58290,-7940,-50150
2000-06-01,3150,3000,676420,0.47,150110,-51240,4830
2000-06-02,3120,3095,954380,0.49,212270,-52050,-50830
2000-06-05,3555,3555,678680,0.56,132000,-2820,-20000
2000-06-07,4085,4085,980850,0.65,303800,100,-280
2000-06-08,4690,4695,3207910,0.74,128930,-82360,-20000
2000-06-09,4250,4620,2138140,0.73,45080,2370,-43720
2000-06-12,4800,4750,1651920,0.75,63060,-52200,-2720
2000-06-13,4610,4040,1085300,0.64,-52270,52270,0
2000-06-14,4140,4160,2404870,0.66,2770,-1370,1000
2000-06-15,4300,3540,1649280,0.56,60370,-22200,-38000
2000-06-16,3540,3330,1033380,0.53,-2020,1020,0
2000-06-19,3330,3210,884640,0.51,4520,-4590,300
2000-06-20,3210,3285,971800,0.52,3390,-3660,300
2000-06-21,3260,3170,1229290,0.5,16910,-4270,0
2000-06-22,3250,3175,760250,0.5,29240,-29240,0
2000-06-23,3125,3230,576630,0.51,6690,-6630,300
2000-06-26,3325,3235,454970,0.51,-8980,9050,0
2000-06-27,3240,3320,707170,0.52,-4390,4670,0
2000-06-28,3345,3380,1320910,0.53,-1920,5920,1000
2000-06-29,3400,3295,660790,0.52,12940,-7740,-300
2000-06-30,3250,3305,499420,0.52,4370,5730,0
2000-07-03,3330,3370,619690,0.53,28070,4930,0
2000-07-04,3510,3320,647430,0.52,-910,-1090,0
2000-07-05,3350,3290,614810,0.52,-4580,4580,0
2000-07-06,3230,3370,919820,0.53,18080,-18080,-200
2000-07-07,3490,3530,1298280,0.56,-5110,5600,-300
2000-07-10,3640,3600,929370,0.57,-21010,20660,360
2000-07-11,3620,3515,1269270,0.56,4400,-4550,0
2000-07-12,3550,3410,602240,0.54,-9380,7360,1000
2000-07-13,3450,3410,558110,0.54,11750,-11680,0
2000-07-14,3380,3360,610100,0.53,5190,-5500,0
2000-07-18,3340,3220,438850,0.51,-3220,3230,0
2000-07-19,3170,3165,448840,0.5,-12970,11080,1890
2000-07-20,3100,3090,318850,0.49,-11340,9770,1570
2000-07-21,3140,3155,372410,0.5,-2390,2220,0
2000-07-24,3100,2990,377120,0.47,-10770,9790,990
2000-07-25,3015,2990,572070,0.47,-15910,12380,3800
2000-07-26,2990,3000,222630,0.47,8040,-8140,0
2000-07-27,2990,2935,186690,0.46,-4940,4890,0
2000-07-28,2905,2820,242060,0.45,-20730,11340,8340
2000-07-31,2800,2865,178660,0.45,-12600,9900,2790
2000-08-01,2885,2970,353240,0.47,13750,-13650,0
2000-08-02,2915,2940,223610,0.46,-9260,8600,660
2000-08-03,2940,2900,257310,0.46,11510,-11510,0
2000-08-04,2945,2845,174690,0.45,3430,-3330,0
2000-08-07,2835,2725,187750,0.43,2640,-2840,0
2000-08-08,2730,2720,190860,0.43,-3130,-400,2330
2000-08-09,2745,2770,247520,0.44,-7970,5580,2390
2000-08-10,2740,2820,292120,0.45,2370,-14520,12150
2000-08-11,2810,2850,385940,0.45,6670,-6670,0
2000-08-14,2995,3105,866100,0.49,-2070,1670,400
2000-08-16,3100,3075,419390,0.49,-10670,10420,250
2000-08-17,3075,2970,357480,0.47,-4850,-4650,2000
2000-08-18,2990,3035,714840,0.48,13960,-6460,0
2000-08-21,3010,2940,339950,0.46,2560,-2560,0
2000-08-22,2965,2965,330700,0.47,-11460,10330,1130
2000-08-23,2975,2880,285150,0.46,8780,-10510,330
2000-08-24,2905,2840,260090,0.45,-5020,1700,3320
2000-08-25,2850,2920,441930,0.46,-6150,4910,0
2000-08-28,2905,2880,215990,0.46,-4130,3310,820
2000-08-29,2900,2890,265190,0.46,570,-1330,0
2000-08-30,2890,2870,161960,0.45,7330,-7330,0
2000-08-31,2830,2780,247770,0.44,6760,-13680,0
2000-09-01,2780,2795,125770,0.44,-3250,3250,0
2000-09-04,2780,2790,106460,0.44,5510,-7590,0
2000-09-05,2820,2810,148420,0.44,-12930,12330,600
2000-09-06,2810,2780,93820,0.44,-4920,2120,800
2000-09-07,2770,2710,146060,0.43,5420,-9420,0
2000-09-08,2700,2660,187290,0.42,10780,-10120,-660
2000-09-14,2630,2635,196420,0.42,35410,-22140,-13270
2000-09-15,2635,2700,393240,0.43,12270,-4960,-8310
2000-09-18,2675,2420,254250,0.38,-12610,12200,870
2000-09-19,2355,2445,258820,0.39,5090,-4820,0
2000-09-20,2455,2590,315160,0.41,-169000,175600,-330
2000-09-21,2580,2530,328260,0.4,6820,-2720,-4100
2000-09-22,2500,2370,197460,0.37,4120,-1790,-2330
2000-09-25,2410,2440,167790,0.39,-1750,1750,0
2000-09-26,2400,2390,179050,0.38,500,-500,0
2000-09-27,2405,2415,277370,0.38,-6530,4530,2000
2000-09-28,2430,2385,200950,0.38,3810,-3810,0
2000-09-29,2425,2390,219480,0.38,3770,-3770,0
2000-10-02,2370,2320,206260,0.37,6180,-1180,-5000
2000-10-04,2310,2375,234290,0.38,-5760,5760,0
2000-10-05,2390,2330,255760,0.37,6330,-2330,0
2000-10-06,2305,2270,578810,0.36,-1990,3990,-2000
2000-10-09,2310,2235,345790,0.35,5960,-5960,0
2000-10-10,2240,2185,293250,0.35,-2620,1400,220
2000-10-11,2295,2200,771770,0.35,-5780,3330,2100
2000-10-12,2175,2085,409480,0.33,8280,-4330,-2600
2000-10-13,2040,1970,316930,0.31,-6610,5610,1000
2000-10-16,2100,2080,408860,0.33,3770,-5770,2000
2000-10-17,2010,1900,276690,0.3,-7890,7890,0
2000-10-18,1865,1885,305760,0.3,-2450,2450,0
2000-10-19,1860,1880,221080,0.3,2050,-2050,0
2000-10-20,1915,1935,316520,0.31,-6250,3860,2310
2000-10-23,1930,1820,126880,0.29,7090,-7010,0
2000-10-24,1805,1840,175750,0.29,-5050,7050,-2000
2000-10-25,1810,1775,207740,0.28,11690,-8690,-3000
2000-10-26,1740,1715,263090,0.27,-5080,4520,0
2000-10-27,1730,1705,279490,0.27,-18050,18250,-980
2000-10-30,1710,1630,90800,0.26,4890,-4190,0
2000-10-31,1605,1540,218810,0.24,-6060,5400,0
2000-11-01,1540,1630,346040,0.26,25020,-5150,790
2000-11-02,1620,1870,832780,0.3,-34320,620,33700
2000-11-03,1860,1870,787650,0.3,4250,-1540,-2150
2000-11-06,1770,1870,459180,0.3,16230,13970,-32000
2000-11-07,1870,1815,201050,0.29,9970,-9170,0
2000-11-08,1780,1780,188480,0.28,7340,-4120,-2320
2000-11-09,1750,1735,153140,0.27,12510,-7930,-4480
2000-11-10,1720,1760,119060,0.28,-8600,8180,200
2000-11-13,1750,1650,172450,0.26,13270,-12970,0
2000-11-14,1660,1705,177250,0.27,720,-720,0
2000-11-15,1730,1780,338040,0.28,-11910,11740,170
2000-11-16,1780,1730,129960,0.27,-1750,1750,0
2000-11-17,1690,1680,152990,0.27,15340,-15340,0
2000-11-20,1655,1680,226070,0.27,720,-1120,0
2000-11-21,1700,1620,170930,0.26,11720,-20,-11700
2000-11-22,1600,1600,116410,0.25,490,-490,0
2000-11-23,1600,1580,188880,0.25,-5240,7800,-2160
2000-11-24,1570,1610,118460,0.25,-6590,6390,0
2000-11-27,1630,1670,216760,0.26,-6040,6040,0
2000-11-28,1670,1620,129880,0.26,1140,-1140,0
2000-11-29,1620,1555,111520,0.25,15010,-14810,0
2000-11-30,1560,1550,177190,0.24,2170,-1840,-330
2000-12-01,1530,1545,120510,0.24,-14810,14680,130
2000-12-04,1580,1545,127280,0.24,1410,-1410,0
2000-12-05,1530,1560,108340,0.25,-10270,10270,0
2000-12-06,1600,1560,123510,0.25,-13130,9730,3400
2000-12-07,1575,1550,158730,0.24,5690,-5690,0
2000-12-08,1590,1640,350360,0.26,-8900,8900,0
2000-12-11,1680,1675,1257440,0.26,-15960,15620,340
2000-12-12,1695,1635,163400,0.26,6090,-9480,3390
2000-12-13,1605,1640,146460,0.26,31230,14880,4710
2000-12-14,1640,1635,240540,0.26,94560,-49820,26070
2000-12-15,1645,1630,146090,0.26,51770,-8080,-1020
2000-12-18,1620,1640,592240,0.26,368370,7280,2070
2000-12-19,1660,1640,544890,0.26,4070,-3410,-660
2000-12-20,1640,1575,198500,0.25,-830,830,0
2000-12-21,1550,1600,163520,0.25,-5990,4560,-400
2000-12-22,1585,1645,795490,0.26,-12100,-95170,0
2000-12-26,1650,1725,498530,0.27,-177800,-7740,0
2001-01-02,1730,1980,632290,,4430,-4430,0
2001-01-03,2000,1985,1105640,,-4840,-8660,16550
2001-01-04,2110,2060,1644330,,-38690,6860,-18170
2001-01-05,2100,2125,1464730,,50700,110,-200
2001-01-08,2100,2050,828340,,-9090,8690,0
2001-01-09,2095,2020,579890,,-6210,6110,0
2001-01-10,2050,1900,957710,,250,2550,0
2001-01-11,1945,1910,390210,,32920,-27070,-5150
2001-01-12,1945,2020,936380,,-16780,9680,3300
2001-01-15,2050,2035,853820,,7650,-7350,0
2001-01-16,2055,1980,548030,,4880,-5880,0
2001-01-17,2000,1940,453160,,-610,510,0
2001-01-18,1905,1930,246210,,-7540,8740,0
2001-01-19,1945,1930,381260,,-6400,9800,0
2001-01-22,2100,2215,392500,,-18000,-13520,0
2001-01-26,2350,2250,1983570,,6260,-4740,0
2001-01-29,2210,2350,1064730,,-6170,6170,0
2001-01-30,2400,2200,784830,,-1070,-1410,-770
2001-01-31,2160,2210,485940,,-5360,5360,0
2001-02-01,2165,2125,367260,,210,-540,330
2001-02-02,2130,2105,284230,,1550,-1550,0
2001-02-05,2060,2010,327540,,5660,-5660,0
2001-02-06,2010,2040,280000,,-2800,2800,0
2001-02-07,2040,2095,348000,,12820,-12820,0
2001-02-08,2095,2065,174840,,-6650,5590,660
2001-02-09,2065,2120,194550,,-440,340,0
2001-02-12,2075,2180,456340,,-430,1830,0
2001-02-13,2190,2240,419380,,4220,-4310,90
2001-02-14,2265,2380,743980,,-4140,2600,1240
2001-02-15,2350,2360,430070,,-66020,-3140,-840
2001-02-16,2340,2550,779160,,-182640,-6500,0
2001-02-19,2520,2575,555830,,14920,-22690,-2190
2001-02-20,2575,2630,523460,,1930,-3030,0
2001-02-21,2670,2600,248170,,-2970,2570,0
2001-02-22,2610,2590,445240,,-25410,3880,530
2001-02-23,2600,2660,407250,,-81180,6080,1000
2001-02-26,2680,2680,208860,,-7080,-260,1440
2001-02-27,2700,2450,462070,,3210,-4910,1600
2001-02-28,2400,2570,205400,,-11000,9500,0
2001-03-02,2550,2370,249930,,13070,-12110,140
2001-03-05,2170,2305,170710,,-8900,6850,50
2001-03-06,2285,2330,110840,,1180,-180,0
2001-03-07,2380,2305,101510,,11980,-11520,-60
2001-03-08,2350,2320,90120,,22300,-4750,-17550
2001-03-09,2320,2275,129930,,15280,-8540,-6640
2001-03-12,2205,2260,75610,,6470,-5110,-1360
2001-03-13,2155,2050,142070,,-2050,2050,0
2001-03-14,2100,2355,303720,,-15320,3320,10000
2001-03-15,2205,2290,329670,,-12520,17520,-5000
2001-03-16,2300,2250,312440,,9660,-4660,-5000
2001-03-19,2270,2190,138420,,-27070,7070,0
2001-03-20,2210,2165,202960,,16810,5090,-200
2001-03-21,2120,2165,84090,,-11040,9660,390
2001-03-22,2130,2125,56700,,5090,-5090,0
2001-03-23,2075,2110,57170,,-11190,10890,0
2001-03-26,2150,2190,152960,,-4160,-5710,-130
2001-03-27,2220,2155,97870,,15710,-4270,-1440
2001-03-28,2180,2185,189320,,-4240,5120,0
2001-03-29,2150,2215,169080,,-720,3550,0
2001-03-30,2250,2300,321360,,15550,-15850,0
2001-04-02,2360,2360,733670,,-670,670,0
2001-04-03,2360,2450,609370,,-12630,12260,0
2001-04-04,2390,2330,444670,,133930,5850,0
2001-04-06,2380,2300,264270,,15120,-14860,-260
2001-04-09,2240,2335,160940,,-440,440,0
2001-04-10,2355,2260,141710,,-1020,1020,0
2001-04-11,2280,2290,166610,,15310,-14380,0
2001-04-12,2340,2430,216960,,18520,-16570,-490
2001-04-13,2460,2400,344200,,13060,-9630,-3430
2001-04-16,2400,2420,238750,,1300,-1300,0
2001-04-17,2400,2280,149410,,-350,350,0
2001-04-18,2280,2290,122440,,-5540,5120,0
2001-04-19,2350,2310,190310,,10950,-10830,0
2001-04-20,2325,2370,163710,,-19750,19090,0
2001-04-23,2370,2335,119410,,-11460,8410,1950
2001-04-24,2300,2350,97830,,-3660,5610,-1950
2001-04-25,2330,2340,89560,,-11000,10120,0
2001-04-26,2360,2290,89580,,6030,-6030,0
2001-04-27,2230,2290,157110,,-680,680,0
2001-04-30,2290,2310,153300,,5540,6640,500
2001-05-02,2310,2290,187700,,22190,-17990,0
2001-05-03,2350,2315,339410,,12330,-12330,0
2001-05-04,2360,2310,190130,,-7160,6860,0
2001-05-07,2350,2325,160880,,-9820,9620,0
2001-05-08,2305,2300,250080,,890,-990,0
2001-05-09,2270,2210,190310,,4600,-4460,0
2001-05-10,2180,2205,145500,,450,1810,0
2001-05-11,2185,2205,97550,,5780,-5780,0
2001-05-14,2205,2230,95800,,2930,-2930,0
2001-05-15,2215,2210,86880,,-9780,9580,0
2001-05-16,2205,2180,124650,,5460,-5560,0
2001-05-17,2205,2210,147810,,-4030,3810,0
2001-05-18,2240,2190,163010,,14800,-14500,0
2001-05-21,2230,2380,609000,,-12490,12490,0
2001-05-22,2380,2325,208700,,2570,-4070,0
2001-05-23,2370,2500,636290,,-12860,7600,0
2001-05-24,2550,2560,773740,,-7870,6480,0
2001-05-25,2570,2480,355930,,-2690,1780,0
2001-05-28,2500.0,2465.0,487300.0,,-4270,3620,0
2001-05-29,2560.0,2480.0,546190.0,,-10580,9540,0
2001-05-30,2460.0,2420.0,179160.0,,6400,-7080,810
2001-05-31,2355.0,2370.0,194320.0,,-11180,6060,4210
2001-06-01,2420.0,2340.0,121470.0,,12550,-4780,120
2001-06-04,2340.0,2350.0,126050.0,,1100,-810,-180
2001-06-05,2450.0,2325.0,122130.0,,-12780,6840,2550
2001-06-07,2300.0,2350.0,228440.0,,-1770,1250,0
2001-06-08,2350.0,2415.0,190450.0,,-790,4790,0
2001-06-11,2415.0,2520.0,654690.0,,32960,-22330,-500
2001-06-12,2580.0,2500.0,331170.0,,7630,-4630,0
2001-06-13,2560.0,2510.0,303760.0,,9430,-10210,0
2001-06-14,2550.0,2580.0,649570.0,,19500,-16530,5290
2001-06-15,2530.0,2500.0,478100.0,,3550,-2810,-2090
2001-06-18,2540.0,2875.0,1605210.0,,8320,-7330,0
2001-06-19,2980.0,2980.0,3350110.0,,-116080,13420,-2320
2001-06-20,2950.0,2830.0,812350.0,,-25240,20980,0
2001-06-21,2850.0,2970.0,1694960.0,,63230,7610,-2000
2001-06-22,3060.0,2975.0,638400.0,,-13430,11250,-770
2001-06-25,2950.0,2835.0,569630.0,,-8320,2170,2000
2001-06-26,2800.0,2750.0,485280.0,,-9390,3390,0
2001-06-27,2760.0,2750.0,1457920.0,,23580,-24560,90
2001-06-28,2730.0,2950.0,414950.0,,-1040,520,0
2001-06-29,2940.0,2950.0,454550.0,,1410,-1930,0
2001-07-02,2900.0,3030.0,529780.0,,9870,-3320,-2000
2001-07-03,3100.0,2920.0,476720.0,,-37940,11310,0
2001-07-04,2930.0,2870.0,217150.0,,-22910,22170,0
2001-07-05,2810.0,2775.0,259880.0,,-26870,20870,2000
2001-07-06,2720.0,2600.0,277720.0,,-7960,6960,0
2001-07-09,2535.0,2465.0,172190.0,,-11530,4180,0
2001-07-10,2480.0,2470.0,103190.0,,-8700,3900,0
2001-07-11,2485.0,2490.0,181390.0,,-3900,3900,0
2001-07-12,2550.0,2515.0,329560.0,,3630,2340,-90
2001-07-13,2550.0,2355.0,178780.0,,8400,-9500,0
2001-07-16,2380.0,2400.0,139360.0,,-100,100,0
2001-07-18,2410.0,2310.0,152300.0,,-2660,2760,0
2001-07-19,2300.0,2245.0,534400.0,,3440,-18230,0
2001-07-20,2220.0,2250.0,218400.0,,40420,-49910,0
2001-07-23,2225.0,2150.0,112720.0,,3860,-5530,1670
2001-07-24,2050.0,2145.0,219960.0,,2610,-7090,1980
2001-07-25,2120.0,2080.0,139910.0,,24280,-23540,0
2001-07-26,2110.0,2085.0,147440.0,,33280,-33060,0
2001-07-27,2135.0,2220.0,228210.0,,19590,-20090,500
2001-07-30,2275.0,2220.0,110920.0,,13870,-13870,0
2001-07-31,2220.0,2230.0,147290.0,,7300,-7300,0
2001-08-01,2260.0,2290.0,244890.0,,4200,-4200,0
2001-08-02,2320.0,2265.0,118290.0,,2850,-2850,0
2001-08-03,2250.0,2220.0,134050.0,,2180,-420,-2590
2001-08-06,2220.0,2265.0,143230.0,,-2940,2940,0
2001-08-07,2250.0,2395.0,391070.0,,-20860,15860,0
2001-08-08,2395.0,2365.0,128780.0,,3530,-3530,0
2001-08-09,2325.0,2310.0,105370.0,,1910,-1910,0
2001-08-10,2330.0,2320.0,69930.0,,-2100,2100,0
2001-08-13,2325.0,2515.0,276720.0,,11420,-11420,0
2001-08-14,2550.0,2550.0,537920.0,,15330,770,-4600
2001-08-16,2515.0,2700.0,450900.0,,7160,-2680,0
2001-08-17,2700.0,2650.0,424270.0,,15280,-9260,-500
2001-08-20,2550.0,2505.0,192930.0,,-430,-70,0
2001-08-21,2525.0,2500.0,224290.0,,-6320,5820,0
2001-08-22,2470.0,2640.0,715160.0,,3560,3940,0
2001-08-23,2695.0,2550.0,327500.0,,960,-1310,0
2001-08-24,2535.0,2500.0,183840.0,,-7390,6480,0
2001-08-27,2505.0,2485.0,159940.0,,-4610,3610,0
2001-08-28,2485.0,2505.0,175580.0,,3600,-3490,0
2001-08-29,2470.0,2380.0,145450.0,,-11260,11260,0
2001-08-30,2300.0,2410.0,185480.0,,280,-1280,0
2001-08-31,2420.0,2255.0,279210.0,,9880,-7890,0
2001-09-03,2275.0,2240.0,106360.0,,-2300,2300,0
2001-09-04,2260.0,2350.0,134180.0,,-27780,29780,0
2001-09-05,2310.0,2400.0,98160.0,,3840,-1510,-1480
2001-09-06,2445.0,2450.0,110170.0,,6470,-8470,0
2001-09-07,2430.0,2460.0,263660.0,,18630,-14410,-3220
2001-09-10,2520.0,2825.0,807840.0,,9330,-3220,-110
2001-09-11,2850.0,2580.0,960700.0,,85500,-49000,0
2001-09-12,2195.0,2195.0,133460.0,,-39040,33320,840
2001-09-13,2195.0,2290.0,836000.0,,15420,-13630,-3570
2001-09-14,2205.0,2100.0,438590.0,,-16550,5380,-670
2001-09-17,2150.0,1800.0,236430.0,,23570,4490,0
2001-09-18,2050.0,2045.0,218110.0,,-2940,2940,0
2001-09-19,2050.0,2090.0,347090.0,,23110,-23110,0
2001-09-20,2100.0,2030.0,350560.0,,6000,-6130,-170
2001-09-21,2000.0,2010.0,225260.0,,-970,-1030,0
2001-09-24,1960.0,2100.0,122990.0,,-1080,1170,0
2001-09-25,2200.0,2020.0,263380.0,,24880,-25380,500
2001-09-26,2100.0,2045.0,139110.0,,3270,-4600,1330
2001-09-27,2050.0,2090.0,166750.0,,4440,-1880,-1330
2001-09-28,2050.0,2100.0,117450.0,,300,-450,0
2001-10-04,2150.0,2195.0,210800.0,,730,-730,0
2001-10-05,2200.0,2180.0,115590.0,,870,-870,0
2001-10-08,2175.0,2190.0,196900.0,,-4840,260,-500
2001-10-09,2210.0,2370.0,396040.0,,-3120,3120,0
2001-10-10,2305.0,2290.0,172260.0,,-30,30,0
2001-10-11,2315.0,2350.0,163260.0,,7820,180,0
2001-10-12,2390.0,2490.0,243420.0,,13460,-6980,300
2001-10-15,2830.0,2750.0,1510830.0,,19710,8890,-300
2001-10-16,2650.0,2560.0,565940.0,,1760,-1260,0
2001-10-17,2580.0,2540.0,281610.0,,4370,-4370,0
2001-10-18,2455.0,2440.0,224310.0,,0,0,0
2001-10-19,2400.0,2450.0,254130.0,,-980,980,0
2001-10-22,2510.0,2510.0,175040.0,,40810,-40810,0
2001-10-23,2520.0,2600.0,251650.0,,-2020,2020,0
2001-10-24,2565.0,2670.0,176630.0,,2390,-2390,0
2001-10-25,2650.0,2540.0,173630.0,,-4480,-350,0
2001-10-26,2540.0,2485.0,180520.0,,-120,-880,1000
2001-10-29,2530.0,2500.0,80190.0,,540,-520,0
2001-10-30,2500.0,2500.0,94160.0,,0,0,0
2001-10-31,2445.0,2605.0,111260.0,,-2020,1370,1000
2001-11-01,2620.0,2700.0,268680.0,,6020,-860,0
2001-11-02,2740.0,2700.0,194450.0,,7890,2110,0
2001-11-05,2750.0,2950.0,553760.0,,10330,-42180,22880
2001-11-06,2900.0,2950.0,612980.0,,33500,13650,-31880
2001-11-07,3050.0,2900.0,917830.0,,15290,-11290,-1000
2001-11-08,2925.0,2690.0,594960.0,,-9790,3010,0
2001-11-09,2800.0,2640.0,1763760.0,,-19060,-4710,3000
2001-11-12,2575.0,2595.0,985930.0,,-10170,-1100,0
2001-11-13,2595.0,2560.0,321270.0,,-1280,-3940,0
2001-11-14,2560.0,2700.0,760120.0,,-3100,7100,0
2001-11-15,2670.0,2635.0,344970.0,,-14870,14530,0
2001-11-16,2640.0,2580.0,298450.0,,-37000,36450,0
2001-11-19,2560.0,2630.0,268350.0,,-30120,29280,390
2001-11-20,2630.0,2630.0,377820.0,,37410,4800,-740
2001-11-21,2640.0,2670.0,203680.0,,-14090,14310,520
2001-11-22,2720.0,2640.0,190840.0,,3580,-3450,0
2001-11-23,2560.0,2700.0,231610.0,,-8080,8040,0
2001-11-26,2670.0,2810.0,832280.0,,-10540,15960,0
2001-11-27,2840.0,2740.0,345980.0,,-15320,14840,3840
2001-11-28,2740.0,2830.0,1320950.0,,95740,-117430,260
2001-11-29,2800.0,2715.0,564070.0,,1540,-1540,0
2001-11-30,2755.0,2700.0,399950.0,,-27500,-6670,0
2001-12-03,2680.0,2655.0,346890.0,,620,-17370,0
2001-12-04,2655.0,2670.0,421860.0,,-5890,-140,0
