Symbol,동양_시가(원),동양_종가(원),동양_거래량(주),동양_PER(IFRS-연결),동양_순매수수량(개인)(주),동양_순매수수량(기관계)(주),동양_순매수수량(외국인계)(주)
2001-12-05,2690.0,2730.0,428640.0,,138110,34730,0
2001-12-06,2730.0,2665.0,358940.0,,39120,8400,380
2001-12-07,2745.0,2820.0,1236010.0,,58920,-14890,2180
2001-12-10,2850.0,2830.0,653610.0,,-5300,-6670,-30
2001-12-11,2950.0,2865.0,1940450.0,,1290,-7290,-190
2001-12-12,2895.0,2800.0,387530.0,,12290,-10250,0
2001-12-13,2790.0,2735.0,330790.0,,57160,-66610,4100
2001-12-14,2700.0,2700.0,268700.0,,10660,-15350,-190
2001-12-17,2750.0,2630.0,167410.0,,-10380,9320,-940
2001-12-18,2630.0,2515.0,187330.0,,-8770,3630,5140
2001-12-19,2520.0,2425.0,264450.0,,-21110,-10640,-750
2001-12-20,2425.0,2470.0,144020.0,,3150,3350,0
2001-12-21,2360.0,2385.0,163640.0,,12330,-11330,-1000
2001-12-24,2410.0,2460.0,191000.0,,-11170,13170,0
2001-12-26,2450.0,2560.0,203790.0,,-21620,1620,0
2001-12-27,2550.0,2555.0,74650.0,,2110,-2490,380
2001-12-28,2590.0,2610.0,143050.0,,300,-500,0
2002-01-02,2615.0,2700.0,181390.0,,-4960,5710,0
2002-01-03,2730.0,2720.0,145450.0,,-6620,8370,0
2002-01-04,2670.0,2700.0,481956.0,,-23094,309944,1420
2002-01-07,2790.0,2795.0,297880.0,,13720,-13550,-380
2002-01-08,2845.0,2740.0,700880.0,,314250,-297950,0
2002-01-09,2750.0,2755.0,263320.0,,14755,-13595,0
2002-01-10,2750.0,2750.0,414295.0,,49550,-40950,0
2002-01-11,2765.0,2860.0,393695.0,,2880,-2870,0
2002-01-14,2860.0,2900.0,535850.0,,13300,-6180,-2000
2002-01-15,2900.0,2840.0,243810.0,,9830,-7610,-2220
2002-01-16,2800.0,2780.0,250155.0,,-9310,4310,0
2002-01-17,2750.0,2820.0,452755.0,,400,1960,1130
2002-01-18,2860.0,3240.0,1663285.0,,34840,-17540,-1000
2002-01-21,3400.0,3150.0,1355185.0,,-1390,6120,-160
2002-01-22,3250.0,3370.0,1609380.0,,68650,-6810,0
2002-01-23,3470.0,3875.0,2188791.0,,13080,7840,390
2002-01-24,3990.0,4000.0,2290020.0,,17050,27900,23960
2002-01-25,4075.0,4000.0,1610260.0,,-7550,22460,5910
2002-01-28,4050.0,3940.0,770075.0,,-1170,1170,0
2002-01-29,3950.0,4000.0,1306890.0,,6550,15050,280
2002-01-30,3800.0,3810.0,548000.0,,8160,-8100,0
2002-01-31,3800.0,3800.0,464879.0,,27300,-25500,0
2002-02-01,3810.0,3500.0,527831.0,,12400,-25360,0
2002-02-04,3410.0,3305.0,341480.0,,19760,-6320,0
2002-02-05,3280.0,3350.0,369907.0,,6237,-5637,0
2002-02-06,3350.0,3850.0,614100.0,,1210,-1210,0
2002-02-07,4250.0,3750.0,2001820.0,,26120,-33520,6870
2002-02-08,3850.0,3775.0,670070.0,,4500,2900,-6870
2002-02-14,3850.0,3845.0,480640.0,,-37060,24800,-11190
2002-02-15,3880.0,4420.0,863440.0,,68120,-880,-10000
2002-02-18,4560.0,4410.0,4565330.0,,-4790,16790,-2000
2002-02-19,4550.0,4700.0,2581370.0,,19390,-12660,0
2002-02-20,4650.0,4700.0,1317710.0,,-51370,-910,55000
2002-02-21,4810.0,4500.0,908480.0,,3020,19980,0
2002-02-22,4410.0,4260.0,601610.0,,370,-670,0
2002-02-25,4260.0,4380.0,523585.0,,2935,-2935,0
2002-02-26,4380.0,4320.0,351500.0,,4300,-4950,0
2002-02-27,4400.0,4740.0,798340.0,,-53810,32260,16600
2002-02-28,4700.0,4550.0,364081.0,,-7180,7180,0
2002-03-04,4680.0,4535.0,445770.0,,2670,18350,450
2002-03-05,4555.0,4420.0,405540.0,,17410,-18510,0
2002-03-06,4380.0,4515.0,805060.0,,5230,3160,-390
2002-03-07,4515.0,4350.0,448961.0,,100680,-13680,-55000
2002-03-08,4300.0,4500.0,324090.0,,-1650,41650,-40000
2002-03-11,4450.0,4300.0,279040.0,,3310,18140,-21300
2002-03-12,4210.0,4210.0,394850.0,,44960,-18420,-26540
2002-03-13,4160.0,4080.0,436020.0,,6570,-6420,0
2002-03-14,3960.0,3960.0,758190.0,,-5780,5920,-3340
2002-03-15,4050.0,4130.0,693792.0,,650,-1340,0
2002-03-18,4300.0,4225.0,824030.0,,21890,-21890,0
2002-03-19,4205.0,4190.0,381770.0,,-31050,-3220,0
2002-03-20,4190.0,4050.0,420650.0,,20158,-19218,0
2002-03-21,3930.0,4050.0,296840.0,,-12010,11260,0
2002-03-22,4050.0,4000.0,335811.0,,-15190,10740,0
2002-03-25,4050.0,4120.0,452350.0,,20800,3000,1200
2002-03-26,4120.0,3960.0,192975.0,,-21355,16525,4380
2002-03-27,3960.0,3935.0,179330.0,,-10770,10770,0
2002-03-28,3955.0,3820.0,249790.0,,-4570,4570,0
2002-03-29,3805.0,3760.0,193440.0,,-460,20,0
2002-04-01,3760.0,3500.0,235940.0,,20970,-20100,0
2002-04-02,3520.0,3600.0,127031.0,,-10260,6020,3600
2002-04-03,3595.0,3570.0,179040.0,,-6300,-3660,0
2002-04-04,3530.0,3600.0,110651.0,,-10110,9150,960
2002-04-08,3920.0,3750.0,344731.0,,86121,-43360,180
2002-04-09,3700.0,3790.0,122760.0,,-9510,9510,0
2002-04-10,3850.0,3590.0,130090.0,,14980,-4980,-10000
2002-04-11,3510.0,3455.0,176310.0,,46710,-34840,-10320
2002-04-12,3500.0,3495.0,188220.0,,19370,-18990,0
2002-04-15,3500.0,3630.0,176721.0,,5680,-6020,500
2002-04-16,3620.0,3730.0,265370.0,,-2480,2480,0
2002-04-17,3730.0,3700.0,242570.0,,18750,24230,1080
2002-04-18,3710.0,3645.0,117270.0,,-5560,5560,0
2002-04-19,3660.0,3540.0,181360.0,,-29720,29400,0
2002-04-22,3480.0,3470.0,124640.0,,-17420,17360,0
2002-04-23,3410.0,3365.0,129990.0,,-1920,1920,0
2002-04-24,3370.0,3290.0,143840.0,,-2260,2260,0
2002-04-25,3290.0,3085.0,126100.0,,-5120,5200,-80
2002-04-26,3080.0,3120.0,57042.0,,-700,700,0
2002-04-29,3025.0,2945.0,141152.0,,12700,-12700,0
2002-04-30,2900.0,2950.0,103550.0,,1210,-890,0
2002-05-02,2975.0,3040.0,87040.0,,6780,-6780,0
2002-05-03,3080.0,3050.0,118200.0,,13780,-13420,0
2002-05-06,3050.0,3105.0,215150.0,,6670,-6490,0
2002-05-07,3130.0,3100.0,105722.0,,4620,-4620,0
2002-05-08,3150.0,3105.0,135310.0,,1690,-1690,0
2002-05-09,3150.0,3120.0,155328.0,,11460,-8460,-1500
2002-05-10,3150.0,3165.0,108396.0,,1260,-1260,0
2002-05-13,3170.0,3180.0,129090.0,,-1150,1150,0
2002-05-14,3205.0,3200.0,112600.0,,-6130,6130,-6130
2002-05-15,3210.0,3250.0,204550.0,,-9730,9730,0
2002-05-16,3290.0,3155.0,200270.0,,-2420,2120,0
2002-05-17,3240.0,3220.0,156060.0,,-6490,10130,0
2002-05-20,3240.0,3170.0,125800.0,,12400,-12040,0
2002-05-21,3140.0,2980.0,153240.0,,4920,-4620,0
2002-05-22,2980.0,3015.0,100980.0,,-5030,5250,0
2002-05-23,3020.0,3040.0,97820.0,,17200,-16780,0
2002-05-24,3090.0,3025.0,101120.0,,1610,13390,0
2002-05-27,2980.0,2940.0,69970.0,,-80,80,0
2002-05-28,2890.0,2940.0,66860.0,,-14210,14210,0
2002-05-29,2920.0,2900.0,107510.0,,18770,-18770,0
2002-05-30,2810.0,2920.0,41220.0,,-7150,7150,0
2002-05-31,2860.0,2750.0,45950.0,,330,-330,0
2002-06-03,2700.0,2670.0,50775.0,,-1650,1650,0
2002-06-04,2650.0,2640.0,70310.0,,2380,-2380,0
2002-06-05,2650.0,2730.0,57870.0,,-650,650,0
2002-06-07,2695.0,2750.0,54730.0,,12220,-11720,0
2002-06-10,2850.0,2750.0,43110.0,,-11710,11710,0
2002-06-11,2790.0,2750.0,75060.0,,420,-10320,9900
2002-06-12,2780.0,2800.0,165410.0,,62120,-63350,2110
2002-06-14,2845.0,2805.0,156870.0,,4590,-4590,0
2002-06-17,2830.0,2880.0,103240.0,,10970,-6870,-4100
2002-06-18,2970.0,2800.0,67950.0,,2240,-1740,-500
2002-06-19,2815.0,2550.0,94730.0,,9390,-7660,-1730
2002-06-20,2560.0,2610.0,48660.0,,3980,-3980,0
2002-06-21,2560.0,2600.0,36940.0,,-120,120,0
2002-06-24,2530.0,2500.0,50290.0,,-480,480,0
2002-06-25,2480.0,2410.0,75780.0,,-2520,2520,0
2002-06-26,2415.0,2200.0,90270.0,,-1630,1630,0
2002-06-27,2225.0,2205.0,67100.0,,410,-410,0
2002-06-28,2230.0,2425.0,141260.0,,2290,-1990,-300
2002-07-02,2350.0,2500.0,74150.0,,2150,-2150,0
2002-07-03,2425.0,2550.0,36820.0,,240,-240,0
2002-07-04,2600.0,2580.0,38870.0,,1140,-1140,0
2002-07-05,2580.0,2740.0,91780.0,,-2620,2620,0
2002-07-08,2780.0,2610.0,64810.0,,780,-780,0
2002-07-09,2615.0,2800.0,121040.0,,-1560,1560,0
2002-07-10,2795.0,2850.0,50050.0,,380,-380,0
2002-07-11,2810.0,2740.0,63930.0,,3270,-2980,-290
2002-07-12,2780.0,2820.0,108170.0,,-13580,980,12600
2002-07-15,2820.0,2770.0,81350.0,,-300,300,0
2002-07-16,2760.0,2830.0,170330.0,,-35380,-620,36000
2002-07-18,2870.0,2860.0,78910.0,,-1350,1350,0
2002-07-19,2800.0,2750.0,91510.0,,8620,-2620,-6000
2002-07-22,2690.0,2525.0,48560.0,,880,-880,0
2002-07-23,2415.0,2790.0,108380.0,,-3880,3880,0
2002-07-24,2775.0,2670.0,52270.0,,280,-280,0
2002-07-25,2750.0,2640.0,82280.0,,-2920,2920,0
2002-07-26,2610.0,2590.0,42550.0,,620,-620,0
2002-07-29,2600.0,2455.0,119120.0,,43000,-400,-42600
2002-07-30,2510.0,2600.0,90550.0,,-600,600,0
2002-07-31,2650.0,2630.0,60160.0,,2200,-2200,0
2002-08-01,2555.0,2560.0,39650.0,,2520,-2520,0
2002-08-02,2540.0,2610.0,97810.0,,880,-880,0
2002-08-05,2620.0,2660.0,296310.0,,13360,-20160,0
2002-08-06,2650.0,2545.0,144970.0,,2500,4300,0
2002-08-07,2680.0,2610.0,338610.0,,320,-320,0
2002-08-08,2655.0,2700.0,195920.0,,7320,-7320,0
2002-08-09,2750.0,2800.0,889350.0,,-870,870,0
2002-08-12,2850.0,2810.0,197410.0,,30,-30,0
2002-08-13,2840.0,2750.0,205171.0,,0,0,0
2002-08-14,2740.0,2720.0,137692.0,,-560,560,0
2002-08-16,2795.0,2635.0,234598.0,,-10,10,0
2002-08-19,2590.0,2600.0,113360.0,,-400,400,0
2002-08-20,2650.0,2600.0,127960.0,,-1490,1490,0
2002-08-21,2580.0,2620.0,61930.0,,-90,90,0
2002-08-22,2650.0,2650.0,113380.0,,-940,820,120
2002-08-23,2680.0,2585.0,111950.0,,-560,560,0
2002-08-26,2595.0,2550.0,97318.0,,-1200,1200,0
2002-08-27,2595.0,2550.0,103300.0,,1260,-1260,0
2002-08-28,2540.0,2585.0,149005.0,,-1220,1220,0
2002-08-29,2555.0,2620.0,95070.0,,130,-130,0
2002-08-30,2630.0,2695.0,178080.0,,-720,720,0
2002-09-02,2805.0,2980.0,1078560.0,,-2920,820,0
2002-09-03,3050.0,3005.0,873250.0,,1810,140,150
2002-09-04,2900.0,3240.0,1535950.0,,2740,-2620,-120
2002-09-05,3400.0,3140.0,750030.0,,850,-700,-150
2002-09-06,3110.0,2880.0,449520.0,,2520,-2520,0
2002-09-09,2890.0,2610.0,495570.0,,-490,-10,0
2002-09-10,2700.0,2720.0,445200.0,,-3700,3700,0
2002-09-11,2725.0,2645.0,217480.0,,-3000,3000,0
2002-09-12,2690.0,2840.0,509740.0,,-2140,2640,0
2002-09-13,2780.0,2755.0,225710.0,,2290,-2290,0
2002-09-16,2815.0,2875.0,501790.0,,7290,-7290,0
2002-09-17,3020.0,2910.0,393580.0,,-1150,1150,0
2002-09-18,2850.0,2745.0,265240.0,,2690,-2690,0
2002-09-19,2750.0,2755.0,155850.0,,0,0,0
2002-09-23,2555.0,2620.0,161760.0,,0,0,0
2002-09-24,2720.0,2660.0,544470.0,,-420,420,0
2002-09-25,2780.0,2660.0,265670.0,,420,-420,0
2002-09-26,2700.0,2300.0,266180.0,,-930,930,0
2002-09-27,2370.0,2400.0,280092.0,,-780,780,0
2002-09-30,2260.0,2300.0,163450.0,,770,-770,0
2002-10-01,2150.0,2280.0,108660.0,,-1870,1870,0
2002-10-02,2330.0,2250.0,220530.0,,-510,510,0
2002-10-04,2270.0,2295.0,113986.0,,490,-490,0
2002-10-07,2270.0,2200.0,84110.0,,210,-210,0
2002-10-08,2200.0,2220.0,111950.0,,-70,70,0
2002-10-09,2220.0,2135.0,71590.0,,-10,10,0
2002-10-10,2090.0,2050.0,157730.0,,2990,-2990,0
2002-10-11,2070.0,2020.0,95140.0,,10,-10,0
2002-10-14,2050.0,2090.0,87350.0,,0,0,0
2002-10-15,2100.0,2130.0,115002.0,,10,-10,0
2002-10-16,2205.0,2050.0,149140.0,,30,-30,0
2002-10-17,2030.0,2130.0,126660.0,,0,0,0
2002-10-18,2195.0,2230.0,231399.0,,0,0,0
2002-10-21,2210.0,2145.0,133001.0,,0,0,0
2002-10-22,2170.0,2130.0,163650.0,,700,0,0
2002-10-23,2100.0,2180.0,170361.0,,-440,2600,0
2002-10-24,2205.0,2115.0,152920.0,,2630,-2510,0
2002-10-25,2080.0,2075.0,131120.0,,-310,310,0
2002-10-28,2110.0,2130.0,149080.0,,0,0,0
2002-10-29,2100.0,2100.0,140670.0,,-1680,1680,0
2002-10-30,2100.0,2055.0,119330.0,,280,-280,0
2002-10-31,2075.0,2050.0,74690.0,,-240,240,0
2002-11-01,2030.0,2030.0,52950.0,,300,-300,0
2002-11-04,2010.0,2060.0,62870.0,,-3160,3160,0
2002-11-05,2090.0,2045.0,36630.0,,-30,30,0
2002-11-06,2050.0,2060.0,58890.0,,320,1680,0
2002-11-07,2090.0,2045.0,51520.0,,1140,-140,0
2002-11-08,2035.0,2035.0,39350.0,,0,0,0
2002-11-11,2030.0,1980.0,61010.0,,2060,-2060,0
2002-11-12,1985.0,1965.0,56210.0,,-830,-110,-1560
2002-11-13,1975.0,1960.0,62650.0,,8800,-2400,-6400
2002-11-14,1915.0,1950.0,61040.0,,-8070,-2100,7470
2002-11-15,1950.0,2035.0,343480.0,,2340,190,-2530
2002-11-18,2030.0,2000.0,113150.0,,680,-680,0
2002-11-19,2010.0,2020.0,77700.0,,0,0,0
2002-11-20,2035.0,2030.0,67150.0,,0,0,0
2002-11-21,2050.0,2045.0,76330.0,,-580,580,0
2002-11-22,2070.0,2025.0,110310.0,,-1360,1210,150
2002-11-25,2025.0,2015.0,68490.0,,-4000,2000,0
2002-11-26,2025.0,2050.0,147770.0,,1680,-1680,0
2002-11-27,2070.0,2165.0,256135.0,,-930,930,0
2002-11-28,2220.0,2125.0,237929.0,,85440,0,0
2002-11-29,2160.0,2135.0,213420.0,,-350,350,0
2002-12-02,2150.0,2150.0,98680.0,,0,0,0
2002-12-03,2135.0,2180.0,131812.0,,-1190,1440,-250
2002-12-04,2175.0,2085.0,131160.0,,-2520,2670,-150
2002-12-05,2060.0,2100.0,126720.0,,-2220,2370,-150
2002-12-06,2100.0,2075.0,84640.0,,2320,-1920,-400
2002-12-09,2150.0,2095.0,98830.0,,-340,340,0
2002-12-10,2055.0,2050.0,58940.0,,-620,620,0
2002-12-11,2070.0,2050.0,68644.0,,560,-560,0
2002-12-12,2065.0,2070.0,73274.0,,-1440,-1410,2850
2002-12-13,2060.0,2065.0,70734.0,,3950,-3950,0
2002-12-16,2020.0,2010.0,74970.0,,2240,-2240,0
2002-12-17,2025.0,2030.0,54700.0,,-230,230,0
2002-12-18,2010.0,2055.0,61790.0,,-10090,90,0
2002-12-20,2075.0,2045.0,159510.0,,-580,580,0
2002-12-23,2045.0,1965.0,86210.0,,2580,1850,0
2002-12-24,1930.0,1675.0,207410.0,,-1030,1030,0
2002-12-26,1450.0,1425.0,908651.0,,1020,990,0
2002-12-27,1440.0,1475.0,246505.0,,-1330,1330,0
2002-12-30,1460.0,1455.0,190630.0,,-8160,1160,0
2003-01-02,1470.0,1515.0,141810.0,,2100,-1250,-850
2003-01-03,1520.0,1520.0,142308.0,,3160,-1110,-250
2003-01-06,1580.0,1590.0,141570.0,,-910,790,120
2003-01-07,1630.0,1550.0,72310.0,,2770,-2780,10
2003-01-08,1520.0,1510.0,128880.0,,690,-690,0
2003-01-09,1565.0,1430.0,79370.0,,12800,-600,-12200
2003-01-10,1470.0,1460.0,109741.0,,1530,-1730,200
2003-01-13,1545.0,1520.0,62860.0,,380,-480,100
2003-01-14,1500.0,1495.0,53961.0,,330,-480,150
2003-01-15,1500.0,1500.0,71440.0,,-60,-240,300
2003-01-16,1490.0,1520.0,49111.0,,-1560,1310,250
2003-01-17,1515.0,1500.0,35740.0,,250,-550,300
2003-01-20,1500.0,1500.0,30700.0,,100,-200,100
2003-01-21,1465.0,1470.0,30035.0,,400,-400,0
2003-01-22,1460.0,1425.0,59720.0,,590,-100,-490
2003-01-23,1430.0,1425.0,73570.0,,-7570,6920,700
2003-01-24,1420.0,1385.0,47300.0,,-1170,970,200
2003-01-27,1325.0,1400.0,63010.0,,5040,-5040,0
2003-01-28,1325.0,1405.0,35410.0,,2180,-2180,0
2003-01-29,1440.0,1410.0,29840.0,,2480,-980,-1500
2003-01-30,1385.0,1410.0,31097.0,,337,-77,-260
2003-02-03,1375.0,1450.0,34100.0,,-1360,1410,-50
2003-02-04,1430.0,1440.0,37110.0,,1410,-1410,0
2003-02-05,1385.0,1410.0,27210.0,,0,0,0
2003-02-06,1410.0,1390.0,19510.0,,1000,-1000,0
2003-02-07,1380.0,1395.0,14790.0,,10,-10,0
2003-02-10,1390.0,1400.0,20410.0,,-1470,1470,0
2003-02-11,1410.0,1390.0,35780.0,,1440,-1440,0
2003-02-12,1370.0,1405.0,35410.0,,-210,210,0
2003-02-13,1430.0,1390.0,37650.0,,250,-250,0
2003-02-14,1380.0,1390.0,19120.0,,-2830,2280,550
2003-02-17,1410.0,1440.0,89530.0,,-4640,2390,2250
2003-02-18,1430.0,1465.0,96780.0,,-740,740,0
2003-02-19,1490.0,1465.0,54638.0,,-2410,1560,850
2003-02-20,1455.0,1465.0,44750.0,,-1330,1330,0
2003-02-21,1430.0,1435.0,30870.0,,960,-960,0
2003-02-24,1435.0,1455.0,56580.0,,-3640,2640,1000
2003-02-25,1440.0,1570.0,607650.0,,1090,-1090,0
2003-02-26,1610.0,1555.0,182290.0,,-1150,500,650
2003-02-27,1545.0,1480.0,143700.0,,2350,-1950,-400
2003-02-28,1480.0,1480.0,45995.0,,1600,-1350,-250
2003-03-03,1465.0,1510.0,53740.0,,-1260,1260,0
2003-03-04,1480.0,1470.0,37750.0,,1680,-1680,0
2003-03-05,1450.0,1420.0,55960.0,,720,-720,0
2003-03-06,1410.0,1395.0,41530.0,,240,-240,0
2003-03-07,1375.0,1360.0,77890.0,,250,-250,0
2003-03-10,1325.0,1355.0,46700.0,,720,-720,0
2003-03-11,1340.0,1345.0,31160.0,,240,-240,0
2003-03-12,1305.0,1350.0,43500.0,,-5270,5270,0
2003-03-13,1355.0,1380.0,76720.0,,-3080,7730,-4650
2003-03-14,1405.0,1500.0,651230.0,,1920,-1920,0
2003-03-17,1500.0,1370.0,158910.0,,-4070,4070,0
2003-03-18,1410.0,1410.0,77720.0,,-770,770,0
2003-03-19,1390.0,1470.0,116050.0,,2200,-2200,0
2003-03-20,1550.0,1615.0,468990.0,,1680,-1680,0
2003-03-21,1715.0,1645.0,294560.0,,1840,-1840,0
2003-03-24,1685.0,1640.0,164390.0,,3780,-3880,100
2003-03-25,1580.0,1545.0,112470.0,,-6740,6540,200
2003-03-26,1560.0,1550.0,90590.0,,-5600,4850,750
2003-03-27,1570.0,1610.0,80250.0,,2910,-3410,500
2003-03-28,1615.0,1595.0,69080.0,,790,-90,-700
2003-03-31,1575.0,1480.0,77030.0,,-1010,1010,0
2003-04-01,1445.0,1515.0,35270.0,,2710,-2360,-350
2003-04-02,1520.0,1545.0,66640.0,,-1740,1740,0
2003-04-03,1635.0,1530.0,66150.0,,-1410,740,450
2003-04-04,1520.0,1570.0,83170.0,,-1600,250,1350
2003-04-07,1700.0,1770.0,416130.0,,-2910,1080,2050
2003-04-08,1720.0,1720.0,167050.0,,-2110,10,2100
2003-04-09,1750.0,1790.0,501120.0,,900,-1750,850
2003-04-10,1840.0,1750.0,203797.0,,-9083,-7207,16290
2003-04-11,1730.0,1790.0,235177.0,,-310,-820,1130
2003-04-14,1770.0,1760.0,160490.0,,-4890,3890,1000
2003-04-15,1800.0,1765.0,142533.0,,-1990,1990,0
2003-04-16,1800.0,1870.0,284226.0,,-2890,2890,0
2003-04-17,1870.0,1850.0,104410.0,,1900,-1900,0
2003-04-18,1860.0,1845.0,87630.0,,810,-1300,490
2003-04-21,1810.0,1830.0,113190.0,,-510,700,-190
2003-04-22,1875.0,1800.0,75530.0,,4410,-4140,-270
2003-04-23,1800.0,1800.0,88710.0,,-3640,3900,-260
2003-04-24,1775.0,1730.0,63000.0,,-1570,1570,0
2003-04-25,1705.0,1635.0,71521.0,,1061,-1061,0
2003-04-28,1650.0,1650.0,40870.0,,-590,590,0
2003-04-29,1700.0,1700.0,221247.0,,-5550,5310,240
2003-04-30,1700.0,1670.0,85320.0,,-5050,4250,800
2003-05-02,1670.0,1680.0,40290.0,,3660,-3660,0
2003-05-06,1730.0,1705.0,50440.0,,1150,-1150,0
2003-05-07,1710.0,1715.0,72700.0,,-1880,-1550,3430
2003-05-09,1715.0,1780.0,246250.0,,6180,-6560,380
2003-05-12,1820.0,1795.0,192177.0,,-7383,7083,300
2003-05-13,1795.0,1760.0,323360.0,,-4460,1910,0
2003-05-14,1755.0,1750.0,58460.0,,-4230,1740,0
2003-05-15,1750.0,1750.0,58480.0,,-5560,3020,0
2003-05-16,1780.0,1760.0,44210.0,,-920,-1660,0
2003-05-19,1715.0,1680.0,62740.0,,1030,-3710,0
2003-05-20,1630.0,1675.0,73130.0,,-2300,-360,0
2003-05-21,1665.0,1650.0,76914.0,,8200,-7820,-380
2003-05-22,1640.0,1630.0,68980.0,,-5690,5690,0
2003-05-23,1640.0,1665.0,70490.0,,-5980,3460,0
2003-05-26,1685.0,1660.0,51740.0,,-5110,2590,0
2003-05-27,1650.0,1650.0,52787.0,,-2213,-307,0
2003-05-28,1675.0,1735.0,149511.0,,-16626,14106,0
2003-05-29,1705.0,1720.0,50810.0,,-6700,3980,200
2003-05-30,1715.0,1690.0,79950.0,,510,-3030,0
2003-06-02,1695.0,1730.0,77070.0,,-5270,2290,710
2003-06-03,1760.0,1745.0,76000.0,,70,-2430,-70
2003-06-04,1745.0,1720.0,51320.0,,12780,-14380,-830
2003-06-05,1725.0,1720.0,56994.0,,-2040,-390,0
2003-06-09,1750.0,1715.0,57960.0,,-770,-1290,0
2003-06-10,1700.0,1705.0,44380.0,,690,-690,0
2003-06-11,1700.0,1635.0,183010.0,,48670,-12810,0
2003-06-12,1640.0,1645.0,155130.0,,75990,-5470,-65920
2003-06-13,1660.0,1645.0,88500.0,,-21200,0,28100
2003-06-16,1630.0,1635.0,71440.0,,810,-810,0
2003-06-17,1660.0,1670.0,85840.0,,-250,0,250
2003-06-18,1680.0,1670.0,89220.0,,0,0,0
2003-06-19,1670.0,1670.0,74340.0,,0,0,0
2003-06-20,1670.0,1660.0,64100.0,,0,0,0
2003-06-23,1640.0,1630.0,52250.0,,0,0,0
2003-06-24,1630.0,1605.0,78030.0,,0,0,0
2003-06-25,1615.0,1600.0,57041.0,,1089,-1090,1
2003-06-26,1600.0,1665.0,205980.0,,2500,0,0
2003-06-27,1685.0,1625.0,41019.0,,-1400,0,1400
2003-06-30,1615.0,1605.0,80690.0,,10000,0,0
2003-07-01,1610.0,1595.0,48480.0,,0,0,0
2003-07-02,1600.0,1590.0,96680.0,,1400,0,-1400
2003-07-03,1645.0,1570.0,83260.0,,0,0,0
2003-07-04,1565.0,1550.0,70250.0,,0,0,0
2003-07-07,1550.0,1575.0,60090.0,,0,0,0
2003-07-08,1575.0,1570.0,47830.0,,0,0,0
2003-07-09,1560.0,1550.0,49310.0,,0,0,0
2003-07-10,1540.0,1540.0,49330.0,,0,0,0
2003-07-11,1520.0,1540.0,28110.0,,10,-10,0
2003-07-14,1560.0,1530.0,64970.0,,0,0,0
2003-07-15,1550.0,1490.0,60971.0,,-1,0,1
2003-07-16,1490.0,1450.0,81880.0,,0,0,0
2003-07-18,1430.0,1430.0,90780.0,,0,0,0
2003-07-21,1420.0,1390.0,46840.0,,0,0,0
2003-07-22,1375.0,1380.0,55040.0,,10000,0,0
2003-07-23,1375.0,1410.0,73190.0,,10,-10,0
2003-07-24,1420.0,1400.0,19800.0,,10,-10,0
2003-07-25,1400.0,1425.0,37960.0,,0,0,0
2003-07-28,1475.0,1430.0,51919.0,,0,0,0
2003-07-29,1415.0,1400.0,26860.0,,0,0,0
2003-07-30,1400.0,1415.0,20420.0,,0,0,0
2003-07-31,1405.0,1410.0,16460.0,,0,0,0
2003-08-01,1405.0,1420.0,42495.0,,0,0,0
2003-08-04,1410.0,1415.0,14500.0,,0,0,0
2003-08-05,1440.0,1410.0,30290.0,,0,0,0
2003-08-06,1375.0,1400.0,41315.0,,0,0,0
2003-08-07,1400.0,1390.0,19610.0,,0,0,0
2003-08-08,1400.0,1395.0,30900.0,,0,0,0
2003-08-11,1385.0,1410.0,21350.0,,0,0,0
2003-08-12,1430.0,1450.0,150320.0,,0,0,0
2003-08-13,1440.0,1410.0,58531.0,,0,0,0
2003-08-14,1435.0,1435.0,89459.0,,0,0,0
2003-08-18,1435.0,1475.0,105060.0,,0,0,0
2003-08-19,1480.0,1455.0,56219.0,,0,0,0
2003-08-20,1460.0,1455.0,54610.0,,999,-1000,1
2003-08-21,1460.0,1510.0,187615.0,,0,0,0
2003-08-22,1490.0,1595.0,463445.0,,0,0,0
2003-08-25,1680.0,1705.0,322480.0,,-6790,0,0
2003-08-26,1710.0,1600.0,138480.0,,-130,0,0
2003-08-27,1600.0,1630.0,174680.0,,5000,-5500,0
2003-08-28,1625.0,1575.0,133610.0,,-2580,10000,0
2003-08-29,1560.0,1545.0,74560.0,,0,0,0
2003-09-01,1525.0,1570.0,111180.0,,10000,-10000,0
2003-09-02,1595.0,1550.0,73390.0,,0,0,0
2003-09-03,1560.0,1545.0,64700.0,,-2000,2000,0
2003-09-04,1550.0,1525.0,91310.0,,10,-10,0
2003-09-05,1525.0,1465.0,108570.0,,10,-10,0
2003-09-08,1445.0,1455.0,32960.0,,0,0,0
2003-09-09,1480.0,1450.0,74300.0,,0,0,0
2003-09-15,1540.0,1460.0,185180.0,,0,0,0
2003-09-16,1490.0,1485.0,56780.0,,1000,-1000,0
2003-09-17,1485.0,1450.0,67970.0,,0,0,0
2003-09-18,1455.0,1430.0,46240.0,,0,0,0
2003-09-19,1470.0,1425.0,31090.0,,0,0,0
2003-09-22,1425.0,1335.0,156470.0,,0,0,0
2003-09-23,1335.0,1340.0,68330.0,,0,0,0
2003-09-24,1310.0,1335.0,42970.0,,10,-10,0
2003-09-25,1290.0,1310.0,51850.0,,0,0,0
2003-09-26,1290.0,1270.0,55250.0,,0,0,0
