Symbol,한국전력_시가(원),한국전력_종가(원),한국전력_거래량(주),한국전력_PER(IFRS-연결),한국전력_순매수수량(개인)(주),한국전력_순매수수량(기관계)(주),한국전력_순매수수량(외국인계)(주)
2013-06-20,26600.0,26350.0,1513061.0,,125841,173653,-288444
2013-06-21,25800.0,26250.0,2523383.0,,161700,903450,-1073900
2013-06-24,26000.0,25650.0,1351117.0,,388406,21942,-418488
2013-06-25,25400.0,24850.0,2465215.0,,136727,-71172,-60225
2013-06-26,25200.0,25300.0,1550539.0,,44400,-115840,-28320
2013-06-27,25300.0,25750.0,1450884.0,,-36010,113070,-88690
2013-06-28,25800.0,26500.0,1906129.0,,-260747,158327,94500
2013-07-01,26400.0,26350.0,1059939.0,,183074,-32165,-159249
2013-07-02,26300.0,26850.0,1998528.0,,-191804,418954,-250790
2013-07-03,26650.0,26450.0,1388592.0,,-633,128573,-127330
2013-07-04,26500.0,27100.0,1628066.0,,-430644,426724,29580
2013-07-05,27300.0,27850.0,2390663.0,,-1002765,1102125,-84830
2013-07-08,27550.0,27400.0,1272819.0,,-76652,206752,-133660
2013-07-09,27300.0,26950.0,960055.0,,221261,-57151,-164940
2013-07-10,26850.0,27000.0,763428.0,,-71384,132057,-58473
2013-07-11,27400.0,27500.0,1111946.0,,-176944,199130,-14636
2013-07-12,27750.0,27750.0,760961.0,,-294025,-39940,335322
2013-07-15,27700.0,28050.0,1301325.0,,-470455,270125,196320
2013-07-16,28050.0,27650.0,759500.0,,67429,-70979,-2010
2013-07-17,28200.0,28050.0,1741566.0,,-376500,270174,131416
2013-07-18,28300.0,29000.0,3046460.0,,-907079,209569,690710
2013-07-19,29050.0,28950.0,1212029.0,,-202980,188528,-9698
2013-07-22,28800.0,29000.0,788833.0,,-182859,119839,50860
2013-07-23,29100.0,29150.0,1024537.0,,-262675,50955,199260
2013-07-24,29200.0,29150.0,1247944.0,,-222920,-394910,602620
2013-07-25,28900.0,28600.0,2154490.0,,215182,-328883,126361
2013-07-26,28400.0,28150.0,1330340.0,,294002,-232623,-80349
2013-07-29,27950.0,27850.0,1020143.0,,121231,14909,-115800
2013-07-30,28050.0,28350.0,921035.0,,-63489,-145011,195930
2013-07-31,28200.0,28650.0,1180859.0,,-149272,23695,108827
2013-08-01,28600.0,28600.0,659236.0,,-99645,127205,-51480
2013-08-02,28700.0,28350.0,779906.0,,29418,-70804,27696
2013-08-05,28100.0,28100.0,683985.0,,36623,-54448,15295
2013-08-06,28000.0,28200.0,915225.0,,-62669,97629,-47850
2013-08-07,28050.0,27800.0,706964.0,,16880,53583,-68099
2013-08-08,28600.0,29100.0,2906668.0,,-1011604,1097559,-93435
2013-08-09,29300.0,29300.0,1649163.0,,-311833,450643,-168590
2013-08-12,29150.0,29550.0,1389335.0,,-354258,251939,57579
2013-08-13,29500.0,29900.0,1089903.0,,-403883,275433,107010
2013-08-14,29850.0,29500.0,1278987.0,,6964,-29444,13690
2013-08-16,29200.0,29850.0,1628387.0,,-401772,87725,345417
2013-08-19,30000.0,29750.0,1061036.0,,-72476,335516,-236360
2013-08-20,29550.0,29500.0,1105485.0,,-281180,111400,186440
2013-08-21,29700.0,28650.0,1507318.0,,70055,93241,-211716
2013-08-22,28750.0,29050.0,2325952.0,,-508153,-74840,482783
2013-08-23,29000.0,28750.0,1581740.0,,396849,-216078,-219651
2013-08-26,28800.0,29100.0,749116.0,,-153086,-6774,146360
2013-08-27,29350.0,29600.0,1712903.0,,-346642,108522,179540
2013-08-28,29200.0,29700.0,1363009.0,,-306445,130715,180360
2013-08-29,29850.0,30450.0,2417701.0,,-882339,64495,887134
2013-08-30,30500.0,30700.0,1519407.0,,-503838,100364,413504
2013-09-02,30700.0,30400.0,887911.0,,-25172,-45576,55570
2013-09-03,30500.0,29850.0,1934335.0,,471383,-597603,110140
2013-09-04,29800.0,29700.0,1129282.0,,103007,-131487,32940
2013-09-05,29850.0,30050.0,1089153.0,,-6485,-334605,348800
2013-09-06,30000.0,30050.0,764192.0,,-35101,-277979,339540
2013-09-09,30200.0,30100.0,1192642.0,,3375,-232975,236380
2013-09-10,30050.0,30300.0,1562179.0,,-147114,-245006,387670
2013-09-11,30300.0,30500.0,1216319.0,,-146591,-94449,245460
2013-09-12,30500.0,30500.0,1314632.0,,-398947,-124153,525370
2013-09-13,30400.0,30600.0,1189882.0,,-337825,17250,331255
2013-09-16,30600.0,30350.0,996367.0,,79507,-176438,85308
2013-09-17,30400.0,30500.0,823185.0,,-51957,-227131,282178
2013-09-23,30300.0,30000.0,1962689.0,,431026,-440034,20328
2013-09-24,29800.0,29800.0,1409774.0,,40420,77547,-111357
2013-09-25,29900.0,29550.0,1352670.0,,233658,-373418,142410
2013-09-26,29550.0,29700.0,753854.0,,-121186,-102004,225570
2013-09-27,29900.0,30050.0,817579.0,,-72139,-169294,242603
2013-09-30,29950.0,30050.0,916781.0,,-110158,49749,49170
2013-10-01,29800.0,29500.0,1400240.0,,317296,-399896,68240
2013-10-02,29400.0,29350.0,1153288.0,,8918,-207570,222991
2013-10-04,29350.0,29100.0,1542859.0,,48394,-417063,330339
2013-10-07,29100.0,29150.0,908613.0,,74071,-271302,211571
2013-10-08,29100.0,28900.0,705421.0,,125443,-65772,-47521
2013-10-10,28950.0,28950.0,1869970.0,,150166,-370228,189702
2013-10-11,29200.0,29250.0,1373702.0,,107586,-378516,274250
2013-10-14,29550.0,29750.0,1977683.0,,-107876,-50864,152850
2013-10-15,29750.0,29700.0,1405484.0,,-142995,96758,45057
2013-10-16,29600.0,29500.0,966928.0,,-40373,-91617,137380
2013-10-17,29200.0,27500.0,7401468.0,,2589115,-2182121,-391546
2013-10-18,27350.0,27250.0,2871427.0,,748717,-640853,-210704
2013-10-21,27300.0,27450.0,1666381.0,,191527,-177907,-4130
2013-10-22,27450.0,27650.0,1161021.0,,-165252,143233,31779
2013-10-23,27850.0,28400.0,2148980.0,,-785636,815896,-58360
2013-10-24,28150.0,28150.0,1506544.0,,230188,335752,-576600
2013-10-25,28100.0,28150.0,1055236.0,,29025,-208835,176920
2013-10-28,28250.0,28050.0,623226.0,,-73570,-113404,179100
2013-10-29,28000.0,28400.0,1191268.0,,-277312,-66418,331120
2013-10-30,28300.0,28150.0,1175134.0,,233383,-190673,-48000
2013-10-31,28000.0,28350.0,1297655.0,,-107204,235928,-134004
2013-11-01,28150.0,28200.0,1667387.0,,-35095,677745,-656470
2013-11-04,28250.0,28150.0,655718.0,,93833,25497,-125060
2013-11-05,28350.0,28400.0,1346479.0,,-359456,560240,-219534
2013-11-06,28400.0,28450.0,1304975.0,,142318,359702,-507830
2013-11-07,28850.0,29100.0,2454788.0,,-530158,443941,91600
2013-11-08,29250.0,29200.0,1250751.0,,-81916,166239,-79683
2013-11-11,29300.0,29150.0,984027.0,,-166090,167530,-20200
2013-11-12,29050.0,29700.0,1815386.0,,-171153,125273,-72640
2013-11-13,29750.0,30100.0,3397932.0,,-1223100,1030770,88940
2013-11-14,29900.0,29900.0,1682622.0,,-98636,490716,-409300
2013-11-15,30000.0,29850.0,1337417.0,,-3585,87435,-69290
2013-11-18,29900.0,29800.0,985538.0,,79106,52144,-156620
2013-11-19,29700.0,31850.0,5961457.0,,-1575114,2173794,-503510
2013-11-20,32400.0,31950.0,14837558.0,,-447220,-1234923,3957156
2013-11-21,31950.0,31750.0,2515033.0,,-122598,371650,-264575
2013-11-22,32300.0,32700.0,5370648.0,,-1132101,947914,211940
2013-11-25,32800.0,33100.0,2928026.0,,-567926,110636,462510
2013-11-26,32850.0,32700.0,1929504.0,,26723,-61331,28918
2013-11-27,32550.0,33100.0,2143204.0,,-344157,237116,97601
2013-11-28,32750.0,32300.0,2244138.0,,360648,-187889,-173899
2013-11-29,32100.0,32000.0,2305559.0,,37424,-98161,58197
2013-12-02,32200.0,31950.0,1622760.0,,-89402,-38417,132109
2013-12-03,32000.0,31750.0,2259924.0,,-28614,19929,6130
2013-12-04,31500.0,31650.0,2696285.0,,11633,245987,-264290
2013-12-05,31550.0,30900.0,1978839.0,,371400,175630,-523420
2013-12-06,31000.0,30700.0,1270199.0,,172742,41295,-206137
2013-12-09,31250.0,32250.0,2272012.0,,-502945,201575,298930
2013-12-10,32000.0,32000.0,1840134.0,,131560,202770,-423430
2013-12-11,32150.0,31850.0,1572613.0,,24159,531601,-568410
2013-12-12,31650.0,31700.0,1340223.0,,120822,297827,-471519
2013-12-13,31900.0,32150.0,1033884.0,,-156289,47964,101255
2013-12-16,32050.0,32500.0,1986861.0,,-309113,361653,-169570
2013-12-17,32800.0,32600.0,1063392.0,,-114802,32182,79210
2013-12-18,32550.0,32850.0,1456403.0,,-216952,182626,5610
2013-12-19,32950.0,32850.0,1184816.0,,-236928,317873,-93725
2013-12-20,32850.0,33550.0,1881289.0,,-981130,660192,315808
2013-12-23,33650.0,33950.0,1468036.0,,-331513,371351,-74428
2013-12-24,34000.0,34300.0,1203984.0,,-424221,435164,-30153
2013-12-26,34400.0,33950.0,1360792.0,,-569161,524551,61590
2013-12-27,34000.0,34550.0,1045331.0,,-258235,244015,22690
2013-12-30,34500.0,34750.0,1003170.0,,-306106,301027,-341
2014-01-02,34800.0,34550.0,1218232.0,369.6,-226573,259253,-52350
2014-01-03,34550.0,34250.0,1855008.0,366.39,-274850,485150,-199510
2014-01-06,34250.0,35250.0,1643420.0,377.09,-479863,62603,392740
2014-01-07,35400.0,35600.0,1829014.0,380.83,-249504,141954,76150
2014-01-08,35700.0,35400.0,1077984.0,378.69,40906,-25266,11900
2014-01-09,35800.0,36100.0,2111793.0,386.18,-446414,73434,379310
2014-01-10,36150.0,36400.0,1737741.0,389.39,185341,-179231,9010
2014-01-13,36300.0,35300.0,1425051.0,377.62,48671,-210781,176320
2014-01-14,35350.0,35250.0,1415719.0,377.09,-26885,-29507,40492
2014-01-15,35300.0,35100.0,1195718.0,375.48,72711,-274890,219290
2014-01-16,35100.0,35450.0,875581.0,379.23,-48242,-153309,180861
2014-01-17,35550.0,34750.0,1061316.0,371.74,221945,-19446,-286919
2014-01-20,34600.0,34800.0,1172631.0,372.27,-74021,-12893,100504
2014-01-21,34550.0,33950.0,2321989.0,363.18,269897,-347907,80220
2014-01-22,33900.0,34800.0,1481663.0,372.27,-236255,-262825,516900
2014-01-23,35050.0,34300.0,768218.0,366.92,61812,79398,-115110
2014-01-24,34250.0,33950.0,1056878.0,363.18,64370,157068,-195958
2014-01-27,33500.0,33400.0,2282712.0,357.3,22919,261366,-317145
2014-01-28,33600.0,34000.0,1194962.0,363.71,-140424,158802,-32618
2014-01-29,34350.0,35300.0,1884564.0,377.62,-285185,187605,49890
2014-02-03,35100.0,35550.0,1795170.0,380.3,-199313,18691,170770
2014-02-04,35100.0,34900.0,1696404.0,373.34,-111397,43770,75307
2014-02-05,35300.0,35000.0,746855.0,374.41,-17415,-200987,217902
2014-02-06,34750.0,35350.0,1325257.0,378.16,93151,-491566,373755
2014-02-07,35500.0,36850.0,2328890.0,394.2,-1124497,257487,886020
2014-02-10,37000.0,36550.0,930753.0,390.99,212263,142387,-271810
2014-02-11,36650.0,36500.0,1160796.0,390.46,-25599,-168220,186019
2014-02-12,36550.0,36200.0,1111871.0,387.25,193090,-213170,19220
2014-02-13,36500.0,36000.0,960254.0,385.11,177865,-289815,91440
2014-02-14,36050.0,36850.0,1126382.0,394.2,-404432,-37308,460800
2014-02-17,37300.0,36900.0,904204.0,394.74,105333,-320133,246060
2014-02-18,36800.0,37450.0,1370855.0,400.62,-254233,-344517,803990
2014-02-19,37350.0,37450.0,1393391.0,400.62,-162985,-156635,382820
2014-02-20,37200.0,37200.0,871652.0,397.95,12360,-233110,218490
2014-02-21,37450.0,37200.0,1088130.0,397.95,11889,-387859,367030
2014-02-24,37250.0,36700.0,788139.0,392.6,160786,-163456,6230
2014-02-25,36800.0,37000.0,1111287.0,395.81,-200827,-88993,312560
2014-02-26,36800.0,37400.0,1134467.0,400.09,-223670,-53072,285262
2014-02-27,37200.0,37600.0,1048265.0,402.23,-124287,8694,117303
2014-02-28,37450.0,37000.0,1465622.0,395.81,28478,-397147,389629
2014-03-03,36600.0,37550.0,956811.0,401.69,-208626,20626,188460
2014-03-04,37300.0,37650.0,635793.0,402.76,-122168,-22894,141252
2014-03-05,37800.0,37550.0,906061.0,401.69,190433,-343123,136580
2014-03-06,37500.0,37500.0,1141403.0,401.16,-150198,-179878,318310
2014-03-07,37500.0,37350.0,606724.0,399.55,27174,-23934,12740
2014-03-10,37250.0,36500.0,900825.0,390.46,196966,-302935,87469
2014-03-11,36650.0,36400.0,822132.0,389.39,57838,-123393,91485
2014-03-12,36300.0,36350.0,660127.0,388.85,74691,-164375,98104
2014-03-13,36650.0,36250.0,1017329.0,387.78,131107,-121097,7230
2014-03-14,36500.0,36750.0,1449967.0,393.13,-163284,83724,79310
2014-03-17,36900.0,36800.0,733829.0,393.67,-90257,15214,139483
2014-03-18,37150.0,37550.0,1482058.0,401.69,-306362,-87858,443540
2014-03-19,37750.0,37800.0,1283984.0,404.36,-324453,350403,47890
2014-03-20,38050.0,37700.0,1414469.0,403.29,5229,70611,-43940
2014-03-21,37900.0,37500.0,952283.0,401.16,86865,42290,-112325
2014-03-24,37700.0,37300.0,864133.0,399.02,181540,-291650,113080
2014-03-25,37150.0,37700.0,1140966.0,403.29,-39564,-324936,363360
2014-03-26,37800.0,37650.0,931183.0,402.76,-5466,-382188,409780
2014-03-27,37600.0,37250.0,1026371.0,398.48,76229,-65859,3600
2014-03-28,37500.0,36900.0,922085.0,394.74,83109,-110619,20920
2014-03-31,36900.0,36450.0,1293325.0,389.92,342812,-397155,98193
2014-04-01,36500.0,37150.0,1008421.0,397.41,-96108,-191756,290194
2014-04-02,37250.0,37650.0,849450.0,402.76,-211376,-33924,278340
2014-04-03,37850.0,37850.0,1536422.0,404.9,-405360,-212140,654040
2014-04-04,37950.0,37100.0,1686342.0,396.88,232023,-475373,228220
2014-04-07,37100.0,37500.0,893553.0,401.16,-192432,-255848,427260
2014-04-08,37450.0,37350.0,765719.0,399.55,45263,-325068,258635
2014-04-09,37500.0,38850.0,2216442.0,415.6,-943059,440430,493109
2014-04-10,38950.0,38700.0,1036055.0,413.99,-7195,-189115,188640
2014-04-11,38650.0,39700.0,2271501.0,424.69,-677896,-456414,1167140
2014-04-14,39450.0,39250.0,791555.0,419.88,-23751,-36609,58670
2014-04-15,39250.0,39500.0,1390118.0,422.55,-169537,-414363,589940
2014-04-16,39300.0,39150.0,1186102.0,418.81,1736,67804,-48090
2014-04-17,39100.0,39150.0,1218818.0,418.81,-11427,-162795,182972
2014-04-18,39400.0,39000.0,794188.0,417.2,-27850,-375850,404060
2014-04-21,39150.0,39000.0,385946.0,417.2,16365,-181165,184330
2014-04-22,39350.0,39950.0,1041555.0,427.36,-350340,-59739,460429
2014-04-23,39950.0,39900.0,545899.0,426.83,-126857,-5243,142650
2014-04-24,39950.0,40500.0,1218433.0,433.25,-360442,-105120,497502
2014-04-25,40200.0,38900.0,1420926.0,416.13,250700,39555,-295525
2014-04-28,38850.0,39050.0,977481.0,417.74,-68084,-221226,316800
2014-04-29,39100.0,39550.0,529920.0,423.09,-135888,26808,108460
2014-04-30,39550.0,39500.0,716422.0,422.55,-24325,-83150,112945
2014-05-02,40400.0,40350.0,1066222.0,431.64,-390611,-38519,440220
2014-05-07,40700.0,40750.0,1630549.0,435.92,-303390,-86706,431086
2014-05-08,41200.0,41500.0,2050568.0,443.95,-398503,-504747,949630
2014-05-09,41850.0,41350.0,1689020.0,442.34,-203705,-445185,667410
2014-05-12,41400.0,41000.0,1878216.0,438.6,-231965,-311860,566775
2014-05-13,41300.0,40800.0,2287449.0,436.46,156803,-739520,672568
2014-05-14,41100.0,41900.0,945227.0,448.22,-145140,-218422,360712
2014-05-15,41800.0,41500.0,999613.0,443.95,40672,-134901,96009
2014-05-16,41500.0,41800.0,796049.0,447.15,-8932,-296094,306176
2014-05-19,42000.0,41850.0,1056181.0,447.69,-149421,7897,136424
2014-05-20,41500.0,41450.0,890863.0,443.41,51815,-123005,72310
2014-05-21,41300.0,41600.0,914599.0,445.01,-35397,-77493,117510
2014-05-22,41500.0,41250.0,681959.0,441.27,121858,-227338,107270
2014-05-23,41400.0,40900.0,1385938.0,437.53,222720,-417150,201290
2014-05-26,41250.0,39300.0,2948195.0,420.41,536892,-1106902,491560
2014-05-27,39750.0,39800.0,1183145.0,425.76,-55848,-374072,439860
2014-05-28,40200.0,40400.0,1068368.0,432.18,-128555,-192617,322342
2014-05-29,40400.0,39100.0,1937797.0,418.27,461476,-334166,-120320
2014-05-30,39200.0,39100.0,1421393.0,418.27,-4882,-81114,102386
2014-06-02,39450.0,39350.0,1059591.0,420.95,35691,-313849,280209
2014-06-03,39000.0,39550.0,1445228.0,423.09,-27041,-314782,404109
2014-06-05,40000.0,39750.0,1249609.0,425.22,-178709,-236844,413227
2014-06-09,39950.0,38900.0,1133519.0,416.13,97120,-39750,-44883
2014-06-10,39350.0,38500.0,1974377.0,411.85,207235,-183701,-18553
2014-06-11,38300.0,38250.0,946682.0,409.18,57830,-145312,96219
2014-06-12,38600.0,38850.0,1284295.0,415.6,-80685,-400101,407905
2014-06-13,38850.0,37700.0,1508224.0,403.29,406584,161436,-590441
2014-06-16,37600.0,37150.0,1772695.0,397.41,235248,-42849,-212381
2014-06-17,37300.0,37500.0,962548.0,401.16,-12554,-35628,46645
2014-06-18,37250.0,38500.0,1473210.0,411.85,-329654,266935,81212
2014-06-19,38700.0,39000.0,1286934.0,417.2,-262413,200690,61963
2014-06-20,38750.0,38800.0,940987.0,415.06,-17905,199249,-180028
2014-06-23,38500.0,38500.0,783170.0,411.85,-36595,77704,-37077
2014-06-24,38300.0,39900.0,1690334.0,426.83,-527626,277822,260746
2014-06-25,39900.0,39700.0,966932.0,424.69,-143092,430707,-296466
2014-06-26,38400.0,37050.0,5498262.0,396.34,1359473,-1548158,249687
2014-06-27,37100.0,37500.0,1410048.0,401.16,-109524,25264,88627
2014-06-30,37800.0,37300.0,1000622.0,399.02,62607,-7384,-30632
2014-07-01,37200.0,37800.0,747354.0,404.36,-157749,-5599,178747
2014-07-02,37800.0,37900.0,756347.0,405.43,5122,58568,-63258
2014-07-03,37750.0,37800.0,770195.0,404.36,162372,-227901,77712
2014-07-04,37800.0,37250.0,818627.0,398.48,255518,-89514,-167794
2014-07-07,37350.0,37550.0,468291.0,401.69,-118554,-67148,183794
2014-07-08,37550.0,37300.0,1117353.0,399.02,71651,71864,-134941
2014-07-09,37250.0,36800.0,884158.0,393.67,207382,-80432,-127582
2014-07-10,37250.0,38550.0,1951177.0,412.39,-759275,-35735,852061
2014-07-11,38100.0,38150.0,1057970.0,408.11,-71678,23804,9216
2014-07-14,38300.0,38300.0,496707.0,409.71,55261,-152087,87480
2014-07-15,38200.0,38050.0,1022495.0,407.04,33724,-325779,284241
2014-07-16,38250.0,38000.0,1315291.0,406.5,60775,-227212,162499
2014-07-17,38200.0,37900.0,945218.0,405.43,151414,-13435,-130254
2014-07-18,37650.0,37850.0,647459.0,404.9,22049,18067,-38487
2014-07-21,37900.0,39000.0,1179879.0,417.2,-556962,423022,149487
2014-07-22,39050.0,39050.0,891865.0,417.74,-199178,86816,122716
2014-07-23,39350.0,39300.0,969125.0,420.41,-55889,17335,149105
2014-07-24,39500.0,38750.0,819957.0,414.53,-21842,-293845,315774
2014-07-25,38950.0,38350.0,723067.0,410.25,119432,-107386,-10027
2014-07-28,38750.0,40750.0,2844380.0,435.92,-1119417,628483,535017
2014-07-29,40900.0,41250.0,2144479.0,441.27,-549903,-154433,728064
2014-07-30,41600.0,42450.0,2184259.0,454.11,-805519,85886,773687
2014-07-31,42450.0,42450.0,1738681.0,454.11,-335651,128731,202309
2014-08-01,42450.0,43100.0,1296219.0,461.06,-373214,210180,165573
2014-08-04,43800.0,42700.0,1202765.0,456.78,98397,-140991,8658
2014-08-05,42900.0,43350.0,1283147.0,463.74,-245958,-100089,346846
2014-08-06,43000.0,44250.0,2031488.0,473.36,-485984,146058,451812
2014-08-07,44150.0,44000.0,2248184.0,470.69,-195705,143807,106903
2014-08-08,44200.0,44350.0,2662900.0,474.43,-223307,-28999,252867
2014-08-11,44300.0,43350.0,863386.0,463.74,212396,-210048,6366
2014-08-12,43200.0,43600.0,1391897.0,466.41,-125558,-243223,376453
2014-08-13,43600.0,43650.0,1145434.0,466.94,-111423,-178766,287542
2014-08-14,43500.0,43050.0,800750.0,460.53,229685,-356054,128452
2014-08-18,43100.0,42900.0,748425.0,458.92,68427,-249401,186855
2014-08-19,43000.0,43950.0,1183532.0,470.15,-191029,-76396,273127
2014-08-20,44350.0,43000.0,1231743.0,459.99,267446,-48021,-223317
2014-08-21,41900.0,41100.0,3465895.0,439.67,987968,-1055285,63369
2014-08-22,41500.0,42000.0,1280493.0,449.29,-192840,-39732,283569
2014-08-25,42000.0,42200.0,703745.0,451.43,-67917,5242,35102
2014-08-26,42150.0,42600.0,1026474.0,455.71,-27419,-65608,131433
2014-08-27,42050.0,41950.0,1466179.0,448.76,314927,-51606,-275885
2014-08-28,41750.0,42000.0,744191.0,449.29,24053,-97204,65682
2014-08-29,42050.0,42200.0,927036.0,451.43,57864,-84799,3537
2014-09-01,42300.0,42150.0,457536.0,450.9,140384,-126164,-20974
2014-09-02,41950.0,41950.0,781075.0,448.76,72724,-129329,56506
2014-09-03,41850.0,43350.0,1751052.0,463.74,33671,332506,-374727
2014-09-04,43450.0,43150.0,1700205.0,461.6,32298,316991,-360084
2014-09-05,42800.0,42300.0,1206865.0,452.5,129467,-90711,-48096
2014-09-11,43000.0,42600.0,2037362.0,455.71,32763,-174889,128394
2014-09-12,42800.0,43500.0,2456815.0,465.34,-211728,252492,-40423
2014-09-15,44000.0,43800.0,1299604.0,468.55,27373,208483,-246401
2014-09-16,43150.0,42950.0,1817922.0,459.46,262661,377388,-660133
2014-09-17,43250.0,43850.0,1057828.0,469.08,-232946,331109,-111290
2014-09-18,44700.0,46400.0,8467447.0,496.36,-926866,658972,479520
2014-09-19,47050.0,45300.0,4330113.0,484.6,625344,717145,-1355434
2014-09-22,45300.0,45500.0,1482999.0,486.74,-35733,131687,-90053
2014-09-23,44800.0,45000.0,2163903.0,481.39,-31116,70841,-41885
2014-09-24,45000.0,47050.0,2157723.0,503.32,-628908,311038,362541
2014-09-25,47500.0,47650.0,2047105.0,509.73,-317606,83035,235594
2014-09-26,47300.0,47150.0,1302613.0,504.39,17220,-88303,51980
2014-09-29,47000.0,47150.0,1016263.0,504.39,-72877,-3940,90973
2014-09-30,47050.0,48200.0,1797002.0,515.62,-273867,38059,237036
2014-10-01,48700.0,48750.0,1755808.0,521.5,-231988,400166,-92083
2014-10-02,48500.0,48550.0,1486139.0,519.36,-98123,395421,-302434
2014-10-06,49250.0,47000.0,2572942.0,502.78,331155,-64942,-273416
2014-10-07,47400.0,48350.0,1114464.0,517.22,-214839,61533,159808
2014-10-08,48200.0,48600.0,1109705.0,519.9,-133419,139329,17523
2014-10-10,49050.0,48700.0,952935.0,520.97,-103303,190771,-101704
2014-10-13,48650.0,49450.0,2047813.0,528.99,-124432,79514,69223
2014-10-14,49100.0,47150.0,2890209.0,504.39,886827,279252,-1171208
2014-10-15,47150.0,46500.0,3252036.0,497.43,128463,519167,-712060
2014-10-16,46350.0,48100.0,2511636.0,514.55,-395240,475670,-78160
2014-10-17,48300.0,47250.0,1675353.0,505.46,100445,61451,-199248
2014-10-20,47450.0,48100.0,762458.0,514.55,-113858,83829,28087
2014-10-21,48100.0,48450.0,914731.0,518.29,-44726,101808,-53823
2014-10-22,48100.0,47900.0,1196575.0,512.41,183553,56025,-257385
2014-10-23,47600.0,46400.0,1874367.0,496.36,482658,-113869,-386195
2014-10-24,45750.0,46550.0,22529571.0,497.97,206333,9662660,9034889
2014-10-27,47350.0,46450.0,1606372.0,496.9,263240,193215,-469417
2014-10-28,46450.0,46450.0,1529100.0,496.9,95896,275570,-393676
2014-10-29,46100.0,46550.0,1845761.0,497.97,157801,-178592,-5803
2014-10-30,46200.0,46000.0,1612919.0,492.08,142728,-113142,-29436
2014-10-31,46500.0,46450.0,1414179.0,496.9,-73453,131195,-24604
2014-11-03,47100.0,45900.0,1184881.0,491.01,209875,-6253,-226691
2014-11-04,46300.0,47350.0,2029308.0,506.53,-417532,569120,-148058
2014-11-05,48200.0,47700.0,2115478.0,510.27,-129468,265179,-149879
2014-11-06,47800.0,47250.0,1289421.0,505.46,146162,-104753,-41841
2014-11-07,47050.0,46950.0,1129816.0,502.25,60335,151274,-204979
2014-11-10,47350.0,46550.0,1668722.0,497.97,472395,-318005,-104226
2014-11-11,46800.0,46900.0,1638167.0,501.71,105140,52535,-169782
2014-11-12,47650.0,44600.0,4036085.0,477.11,1125776,-764574,-320735
2014-11-13,45100.0,45150.0,2075700.0,482.99,-105359,-291408,394618
2014-11-14,44700.0,45100.0,1487434.0,482.46,-53736,33040,20615
2014-11-17,44950.0,44100.0,1816211.0,471.76,323289,-132620,-194343
2014-11-18,44450.0,44050.0,1562449.0,471.22,125082,-187499,65769
2014-11-19,44600.0,45400.0,1323346.0,485.67,-446972,-106438,581357
2014-11-20,45450.0,45300.0,881733.0,484.6,-90352,79290,11266
2014-11-21,45300.0,45400.0,1005530.0,485.67,-12349,-372892,385322
2014-11-24,45950.0,43800.0,3173073.0,468.55,1108552,-1115057,73655
2014-11-25,44200.0,44950.0,1465083.0,480.85,-538419,123749,450386
2014-11-26,45300.0,44250.0,1090533.0,473.36,105569,-266423,179087
2014-11-27,44500.0,44500.0,1134484.0,476.04,59622,-53449,15441
2014-11-28,45300.0,46000.0,2285440.0,492.08,-789360,314100,558405
2014-12-01,46250.0,46750.0,2439315.0,500.11,-139268,-41112,188433
2014-12-02,46300.0,46100.0,1548918.0,493.15,62255,-381630,329067
2014-12-03,46900.0,46800.0,1113399.0,500.64,-245103,-221161,532842
2014-12-04,46950.0,46900.0,866985.0,501.71,-27154,-121966,149334
2014-12-05,46650.0,46100.0,1300277.0,493.15,168841,-319379,165868
2014-12-08,45800.0,45250.0,969639.0,484.06,291164,-311934,23639
2014-12-09,46000.0,46150.0,972819.0,493.69,-246590,-29294,283786
2014-12-10,46750.0,46850.0,1379011.0,501.18,-180638,-172486,362761
2014-12-11,46950.0,46000.0,1305601.0,492.08,175934,-110931,-77286
2014-12-12,46000.0,46850.0,1270062.0,501.18,-137843,-227965,370531
2014-12-15,46900.0,44500.0,5927494.0,476.04,-74034,-2056425,2210086
2014-12-16,42100.0,40350.0,9403580.0,431.64,2717649,515320,-3256492
2014-12-17,41200.0,41000.0,3552063.0,438.6,-261998,340608,-92048
2014-12-18,41400.0,41000.0,2113398.0,438.6,-260966,-9494,259754
2014-12-19,41750.0,43350.0,3667685.0,463.74,-674923,287024,456205
2014-12-22,43650.0,44500.0,2308995.0,476.04,-445764,-472934,964614
2014-12-23,44400.0,43900.0,1057736.0,469.62,113515,-67618,-48401
2014-12-24,43700.0,43650.0,770906.0,466.94,-80672,41277,68956
2014-12-26,43700.0,42950.0,1320670.0,459.46,-203880,129865,66253
2014-12-29,42600.0,43050.0,1075214.0,460.53,-60528,129582,-65608
2014-12-30,43000.0,42700.0,718853.0,456.78,-52309,109015,-56882
2015-01-02,42350.0,42700.0,637596.0,10.2,-16418,-72067,93865
2015-01-05,42500.0,42000.0,1123739.0,10.03,101559,-270590,174094
2015-01-06,41500.0,41850.0,1290400.0,10.0,-25255,-20685,49263
2015-01-07,42100.0,43150.0,1336557.0,10.31,-283054,-23761,303312
2015-01-08,42800.0,41800.0,1481866.0,9.99,342748,-226524,-109777
2015-01-09,41750.0,41750.0,1004930.0,9.98,69583,-163087,98855
2015-01-12,41700.0,41750.0,835448.0,9.98,113135,-209774,103300
