Symbol,한국전력_시가(원),한국전력_종가(원),한국전력_거래량(주),한국전력_PER(IFRS-연결),한국전력_순매수수량(개인)(주),한국전력_순매수수량(기관계)(주),한국전력_순매수수량(외국인계)(주)
2003-03-03,18000.0,18100.0,1045500.0,3.8,5290,181830,-208930
2003-03-04,18100.0,18100.0,797510.0,3.8,-58960,-255340,134230
2003-03-05,18100.0,17500.0,1366371.0,3.67,145925,-140634,-179551
2003-03-06,17750.0,17500.0,971187.0,3.67,-226280,-31470,88240
2003-03-07,17500.0,17700.0,1001523.0,3.72,-202750,-163760,345710
2003-03-10,17500.0,17100.0,2060865.0,3.59,225810,209620,-663110
2003-03-11,17100.0,17250.0,1123897.0,3.62,-113320,-35450,-74850
2003-03-12,17300.0,17650.0,1583680.0,3.71,-347771,64928,278993
2003-03-13,17650.0,18000.0,2391839.0,3.78,-228750,441760,-417870
2003-03-14,18150.0,17800.0,1562427.0,3.74,-104260,283750,-377500
2003-03-17,17950.0,17750.0,1775362.0,3.73,-235679,484907,-565728
2003-03-18,17850.0,17650.0,1528287.0,3.71,132345,66655,-541730
2003-03-19,17700.0,17800.0,1026903.0,3.74,-52715,-172265,161830
2003-03-20,17900.0,17950.0,2007433.0,3.77,415382,-510212,18250
2003-03-21,18000.0,18200.0,1775709.0,3.82,-265430,-65370,-148190
2003-03-24,18300.0,18000.0,1581102.0,3.78,-158619,-410200,-251800
2003-03-25,17600.0,17850.0,943284.0,3.75,-183998,438148,-260360
2003-03-26,17850.0,17700.0,982313.0,3.72,111247,-186297,65110
2003-03-27,17550.0,17450.0,863486.0,3.66,129150,40380,-158560
2003-03-28,17500.0,17600.0,689244.0,3.7,6060,-34940,42300
2003-03-31,17500.0,17900.0,1859091.0,3.76,-451190,196750,252980
2003-04-01,17850.0,17550.0,924737.0,3.69,68243,81660,-155613
2003-04-02,17600.0,18000.0,1190560.0,3.78,-274780,192650,5940
2003-04-03,18150.0,18200.0,1081390.0,3.82,-302555,52445,225160
2003-04-04,17900.0,18400.0,1260121.0,3.86,-235813,-36637,236600
2003-04-07,18400.0,18650.0,1262538.0,3.92,-156700,367380,-215660
2003-04-08,18650.0,18600.0,1400359.0,3.91,-35772,276379,-228570
2003-04-09,18500.0,18500.0,779855.0,3.88,-45940,-35660,65550
2003-04-10,18650.0,19000.0,1678085.0,3.99,-441041,173531,241180
2003-04-11,18900.0,19600.0,2425888.0,4.12,-888223,810133,94390
2003-04-14,19400.0,19600.0,1350870.0,4.12,-180501,297961,-125510
2003-04-15,19500.0,19950.0,1071128.0,4.19,-140043,101623,124040
2003-04-16,20000.0,20200.0,1828441.0,4.24,-254670,832490,-525500
2003-04-17,20100.0,20100.0,669525.0,4.22,-70270,-22060,70630
2003-04-18,20100.0,20200.0,1098547.0,4.24,-149114,157034,-101030
2003-04-21,20050.0,20200.0,902148.0,4.24,-123166,172026,-10600
2003-04-22,20050.0,19650.0,833962.0,4.13,164763,-100903,-9790
2003-04-23,19750.0,19900.0,870770.0,4.18,-240898,271180,-66110
2003-04-24,19700.0,19850.0,863581.0,4.17,39515,204775,-246530
2003-04-25,19650.0,19400.0,1269383.0,4.07,-37793,-302617,494140
2003-04-28,19200.0,19800.0,830650.0,4.16,-162564,170524,-37560
2003-04-29,19900.0,20100.0,1190471.0,4.22,-191234,304684,-253750
2003-04-30,20100.0,20450.0,1903866.0,4.29,-616702,267762,259870
2003-05-02,20450.0,20350.0,1472405.0,4.27,49480,-182830,123330
2003-05-06,20300.0,20450.0,1273763.0,4.29,-374051,-16049,482740
2003-05-07,20500.0,20550.0,1453030.0,4.32,-53411,122400,-131629
2003-05-09,20350.0,20050.0,1359838.0,4.21,434343,-213083,-226100
2003-05-12,20300.0,20150.0,1813937.0,4.23,-388405,726175,-499680
2003-05-13,20200.0,19700.0,1156361.0,4.14,443456,-119176,-348150
2003-05-14,19500.0,19650.0,899216.0,4.13,102196,-105336,-43550
2003-05-15,19750.0,20100.0,1159280.0,4.22,-124391,116482,24180
2003-05-16,20100.0,19950.0,1146087.0,4.19,-7422,-582728,541740
2003-05-19,19850.0,19450.0,1413211.0,4.08,364163,-519923,124390
2003-05-20,19450.0,19400.0,1309948.0,4.07,8640,317880,-355690
2003-05-21,19500.0,19550.0,1119650.0,4.11,66490,-31010,-32720
2003-05-22,19300.0,19100.0,1767401.0,4.01,594190,14510,-591270
2003-05-23,19250.0,19500.0,1240462.0,4.09,-299462,333952,-99000
2003-05-26,19300.0,19700.0,1087334.0,4.14,-208270,470410,-295480
2003-05-27,19700.0,19650.0,684230.0,4.13,43101,-10641,-99220
2003-05-28,19750.0,19850.0,1964146.0,4.17,-295398,724958,-470700
2003-05-29,19650.0,20000.0,1270384.0,4.2,-208350,320060,-169150
2003-05-30,19900.0,19950.0,1246034.0,4.19,-1730,-262800,97440
2003-06-02,19800.0,19950.0,1207434.0,4.19,-468,86183,-153465
2003-06-03,19800.0,19600.0,1426541.0,4.12,340376,-576136,133610
2003-06-04,19500.0,19600.0,885710.0,4.12,56892,-50102,-237440
2003-06-05,19700.0,19400.0,1626896.0,4.07,159566,-306726,74740
2003-06-09,19400.0,19700.0,1141707.0,4.14,-181327,-28063,235180
2003-06-10,19400.0,19200.0,1878692.0,4.03,808456,-98719,-810797
2003-06-11,19200.0,18950.0,2324258.0,3.98,905597,88863,-1023230
2003-06-12,19050.0,19100.0,3274563.0,4.01,170232,280848,-346110
2003-06-13,19150.0,18750.0,2685396.0,3.94,1406080,-1421170,-108140
2003-06-16,18750.0,18700.0,1184519.0,3.93,469420,-302850,-168410
2003-06-17,18900.0,18850.0,2238581.0,3.96,369201,-44361,-157640
2003-06-18,18800.0,19200.0,2071104.0,4.03,-15784,-240157,357771
2003-06-19,19200.0,19350.0,1815005.0,4.06,-56185,-227265,266180
2003-06-20,19100.0,19000.0,1293474.0,3.99,393590,-242912,-137038
2003-06-23,19000.0,19200.0,863858.0,4.03,-279663,304183,46060
2003-06-24,19000.0,19100.0,1294441.0,4.01,-631663,348491,281052
2003-06-25,19250.0,19300.0,1366316.0,4.05,-440903,18863,401070
2003-06-26,19300.0,19200.0,499611.0,4.03,32013,-34163,16570
2003-06-27,19200.0,19100.0,1225008.0,4.01,-11744,-197826,198080
2003-06-30,19150.0,18900.0,642256.0,3.97,172395,-229752,56527
2003-07-01,18900.0,19050.0,670496.0,4.0,-12086,-60224,79400
2003-07-02,19200.0,19250.0,1160076.0,4.04,-297664,120924,152690
2003-07-03,19450.0,19000.0,2619679.0,3.99,817161,175819,-987660
2003-07-04,18950.0,18900.0,1096202.0,3.97,208933,36887,-256710
2003-07-07,18950.0,19000.0,1559245.0,3.99,94249,-30499,-139140
2003-07-08,19000.0,18800.0,2448731.0,3.95,1194250,-964391,-239399
2003-07-09,18800.0,18650.0,1005691.0,3.92,209749,-60749,-189250
2003-07-10,18650.0,18500.0,1775016.0,3.88,407870,-514800,112010
2003-07-11,18300.0,18350.0,1091342.0,3.85,245779,-151079,-96540
2003-07-14,18400.0,18500.0,919100.0,3.88,155040,-222750,91750
2003-07-15,18500.0,18300.0,1625218.0,3.84,532404,-820702,386538
2003-07-16,18300.0,18300.0,745722.0,3.84,8474,34546,-15930
2003-07-18,18300.0,18200.0,1156804.0,3.82,-158940,62480,91030
2003-07-21,18100.0,17900.0,1180090.0,3.76,155807,68226,-224403
2003-07-22,18000.0,18000.0,837793.0,3.78,-227623,339203,-61610
2003-07-23,18050.0,18050.0,485119.0,3.79,24499,-46409,6110
2003-07-24,17900.0,17950.0,509005.0,3.77,69899,-88919,-2040
2003-07-25,18000.0,18250.0,1524056.0,3.83,-12539,-366931,369920
2003-07-28,18400.0,18400.0,882758.0,3.86,-43797,257,54880
2003-07-29,18350.0,18500.0,855534.0,3.88,-61383,26823,205830
2003-07-30,18500.0,18300.0,1037828.0,3.84,23946,-92076,-26680
2003-07-31,18400.0,18850.0,1261679.0,3.96,-578574,157154,521900
2003-08-01,18950.0,19400.0,1930548.0,4.07,-1150181,26071,1144230
2003-08-04,19400.0,19550.0,1552184.0,4.11,-775926,28486,754980
2003-08-05,19500.0,19400.0,602262.0,4.07,-176930,-30070,187200
2003-08-06,19250.0,18900.0,880139.0,3.97,-100428,-49679,113217
2003-08-07,19050.0,18700.0,842503.0,3.93,192398,-355502,310360
2003-08-08,18800.0,18050.0,1434427.0,3.79,849486,-138786,-720710
2003-08-11,18200.0,18350.0,940071.0,3.85,45766,-134400,80200
2003-08-12,18450.0,18500.0,878662.0,3.88,-121872,-241628,380140
2003-08-13,18700.0,18550.0,856292.0,3.9,-159276,-217484,374060
2003-08-14,18650.0,19100.0,2240286.0,4.01,-600609,-384391,933290
2003-08-18,19100.0,18500.0,1694845.0,3.88,-75173,232611,-167838
2003-08-19,18900.0,18550.0,1211430.0,3.9,88068,-531448,436750
2003-08-20,18700.0,18400.0,914865.0,3.86,430879,-229319,-244870
2003-08-21,18500.0,18900.0,1612025.0,3.97,-371066,380586,16160
2003-08-22,18800.0,19100.0,1577257.0,4.01,-367562,-218818,573040
2003-08-25,19100.0,19350.0,1069473.0,4.06,-563217,150617,391370
2003-08-26,19200.0,19050.0,1137226.0,4.0,-8980,9250,-4270
2003-08-27,19200.0,19100.0,840303.0,4.01,-119974,-45546,213030
2003-08-28,19200.0,19300.0,1738600.0,4.05,-548134,-386076,904360
2003-08-29,19350.0,19300.0,1110701.0,4.05,-481374,29964,442470
2003-09-01,19500.0,19450.0,777114.0,4.08,-186550,-230010,442050
2003-09-02,19500.0,19400.0,1058871.0,4.07,-262720,4920,237040
2003-09-03,19450.0,19500.0,1436404.0,4.09,-344170,-358320,605120
2003-09-04,19450.0,19200.0,927233.0,4.03,43871,-251389,226078
2003-09-05,19400.0,19600.0,1613233.0,4.12,-321814,-328286,653830
2003-09-08,19700.0,19650.0,781711.0,4.13,-137672,-164012,288954
2003-09-09,19800.0,19550.0,2382079.0,4.11,-192730,-578350,718640
2003-09-15,19400.0,19600.0,1670437.0,4.12,-257521,257024,-12953
2003-09-16,19700.0,19900.0,1164201.0,4.18,-241084,-240656,441720
2003-09-17,20100.0,20600.0,2029353.0,4.33,-459095,-228525,687720
2003-09-18,20700.0,21250.0,2448540.0,4.46,-784016,-180994,1033510
2003-09-19,21600.0,21950.0,3008052.0,4.61,-749324,-458578,1269280
2003-09-22,22000.0,21550.0,3403253.0,4.53,-1034037,-145926,1328833
2003-09-23,21700.0,22250.0,2360376.0,4.67,-363075,-426860,804375
2003-09-24,22250.0,22050.0,2372652.0,4.63,-165346,-888359,1153505
2003-09-25,21450.0,21350.0,2253761.0,4.48,-204939,-84700,310889
2003-09-26,21000.0,21850.0,2235098.0,4.59,-292327,-700953,1138390
2003-09-29,22000.0,22000.0,1147422.0,4.62,-317070,-188940,492640
2003-09-30,21650.0,21650.0,1548248.0,4.55,-165979,-678211,860430
2003-10-01,21800.0,22100.0,1614802.0,4.64,-310777,-32703,345010
2003-10-02,22150.0,21900.0,1247199.0,4.6,-131997,70707,234780
2003-10-06,21500.0,21050.0,1885590.0,4.42,-17650,-57050,120720
2003-10-07,21050.0,21250.0,1560782.0,4.46,-23120,-468690,405080
2003-10-08,21100.0,21450.0,1962087.0,4.5,-61140,-378970,478410
2003-10-09,21500.0,22000.0,2355790.0,4.62,-319579,114078,258561
2003-10-10,21650.0,22300.0,2194232.0,4.68,-302529,356919,-62950
2003-10-13,22000.0,22000.0,1244151.0,4.62,-142773,113103,116700
2003-10-14,22000.0,22600.0,2239885.0,4.75,-292284,-80878,346812
2003-10-15,22200.0,22400.0,1651413.0,4.7,-56231,-142079,153150
2003-10-16,22450.0,23000.0,1538952.0,4.83,-398671,346511,7980
2003-10-17,22550.0,23200.0,1676892.0,4.87,-442726,77636,158560
2003-10-20,22850.0,23300.0,1018742.0,4.89,-263437,341807,-83570
2003-10-21,23200.0,23000.0,1977572.0,4.83,-110029,-305351,440650
2003-10-22,22950.0,23200.0,1065862.0,4.87,-184920,-467467,645700
2003-10-23,23200.0,22950.0,2079042.0,4.82,-168330,-790530,1005470
2003-10-24,22750.0,22350.0,795602.0,4.69,8450,-30280,3200
2003-10-27,22500.0,22850.0,527096.0,4.8,-135864,234174,-77120
2003-10-28,22800.0,22400.0,2180475.0,4.7,21001,477809,-527580
2003-10-29,22550.0,22800.0,2211967.0,4.79,-174276,-43970,307110
2003-10-30,22750.0,22700.0,1091905.0,4.77,-201301,99731,83050
2003-10-31,23100.0,22850.0,763033.0,4.8,-59114,-146156,191420
2003-11-03,22900.0,22550.0,1001723.0,4.74,24252,261438,-364600
2003-11-04,22650.0,22300.0,1410795.0,4.68,202576,-523206,318120
2003-11-05,22500.0,22100.0,1865720.0,4.64,68539,-252829,225180
2003-11-06,22300.0,21350.0,1641115.0,4.48,339935,-75635,-332810
2003-11-07,21400.0,21550.0,937334.0,4.53,-1230,172540,-182290
2003-11-10,21350.0,21400.0,1518816.0,4.49,261046,-365336,65640
2003-11-11,21600.0,21150.0,1185214.0,4.44,106028,-22388,-62870
2003-11-12,21150.0,21800.0,972811.0,4.58,-120020,-197810,342470
2003-11-13,22050.0,22350.0,1263972.0,4.69,-163960,-72350,255880
2003-11-14,22300.0,23000.0,1804981.0,4.83,-515654,-137046,652330
2003-11-17,22700.0,22350.0,1375961.0,4.69,45142,30248,-66350
2003-11-18,22500.0,23050.0,1237780.0,4.84,-148185,306675,-157140
2003-11-19,22800.0,22700.0,1527801.0,4.77,14409,-306469,361540
2003-11-20,23000.0,23550.0,1839033.0,4.95,-454504,-39606,472300
2003-11-21,23550.0,23550.0,934232.0,4.95,-244463,-162690,388570
2003-11-24,23750.0,23500.0,963401.0,4.93,-157150,272680,-105400
2003-11-25,23350.0,23400.0,1359313.0,4.91,-39690,220730,-176360
2003-11-26,23700.0,24000.0,1071178.0,5.04,-309343,215563,56210
2003-11-27,24000.0,24800.0,1091671.0,5.21,-332938,-29302,331980
2003-11-28,24950.0,25350.0,1992060.0,5.32,-484342,133042,365150
2003-12-01,24650.0,25400.0,1272401.0,5.33,-403020,268477,116983
2003-12-02,25200.0,24900.0,817496.0,5.23,-62838,68058,-11810
2003-12-03,24300.0,23450.0,4630021.0,4.92,573642,72648,-748980
2003-12-04,22900.0,22500.0,3740120.0,4.72,811913,411537,-1228090
2003-12-05,22350.0,21500.0,2448032.0,4.51,824143,594,-867787
2003-12-08,22000.0,22050.0,1763102.0,4.63,129327,-539517,468070
2003-12-09,22000.0,21800.0,922785.0,4.58,41791,214517,-298888
2003-12-10,21650.0,22000.0,2263691.0,4.62,361000,-734930,379310
2003-12-11,22000.0,21700.0,3505775.0,4.56,345049,-401898,102529
2003-12-12,21850.0,21400.0,2321906.0,4.49,493427,241823,-766180
2003-12-15,21700.0,21800.0,1194678.0,4.58,-164976,556952,-421956
2003-12-16,21650.0,21300.0,858708.0,4.47,268029,-246249,-3700
2003-12-17,21500.0,21000.0,1202346.0,4.41,331931,-458389,154298
2003-12-18,21200.0,21700.0,1377183.0,4.56,-138363,176981,-55118
2003-12-19,21900.0,21800.0,1051239.0,4.58,-152440,39790,101000
2003-12-22,21600.0,21750.0,1286599.0,4.57,-119338,39175,56830
2003-12-23,21800.0,21900.0,1140840.0,4.6,-143626,317236,-264650
2003-12-24,21800.0,21600.0,928295.0,4.54,85594,91136,-259020
2003-12-26,21600.0,21800.0,1277761.0,4.58,74470,385100,-340740
2003-12-29,21400.0,21500.0,920129.0,4.51,-136725,-22344,166069
2003-12-30,21500.0,21400.0,1211642.0,4.49,339203,-297693,-53540
2004-01-02,21400.0,21400.0,1359893.0,5.9,24271,22979,-29930
2004-01-05,21200.0,21200.0,1043821.0,5.84,146630,-457230,388380
2004-01-06,21350.0,20850.0,1837038.0,5.74,609453,-550803,-52550
2004-01-07,21000.0,20950.0,1123937.0,5.77,51638,96102,-157460
2004-01-08,21050.0,20550.0,2482881.0,5.66,447514,-66924,-483420
2004-01-09,20600.0,20350.0,2426387.0,5.61,390041,496289,-911340
2004-01-12,20450.0,20450.0,1905407.0,5.63,459108,-137383,-316675
2004-01-13,20450.0,20400.0,2593544.0,5.62,371087,-194077,-74990
2004-01-14,20600.0,20800.0,2404259.0,5.73,-182102,-25507,160959
2004-01-15,21100.0,21250.0,1900791.0,5.85,-65512,-383738,494510
2004-01-16,21400.0,20900.0,1020321.0,5.76,29692,-212742,192780
2004-01-19,20900.0,20500.0,1709627.0,5.65,242641,265149,-485520
2004-01-20,20350.0,20550.0,1149126.0,5.66,392137,-310167,-69130
2004-01-26,20900.0,20900.0,2870605.0,5.76,444695,-595565,220790
2004-01-27,20750.0,20900.0,1840342.0,5.76,122715,102115,-212100
2004-01-28,20800.0,20600.0,2135356.0,5.68,650089,110501,-816210
2004-01-29,20500.0,20900.0,1975252.0,5.76,140886,325411,-481750
2004-01-30,20900.0,20200.0,2348744.0,5.57,-495990,356273,-119920
2004-02-02,20500.0,20450.0,1515831.0,5.63,-100659,48169,119100
2004-02-03,20450.0,20450.0,1581458.0,5.63,-704291,633841,224970
2004-02-04,20550.0,20750.0,1118741.0,5.72,-197267,196547,81150
2004-02-05,20850.0,21250.0,3242092.0,5.85,-703856,251416,317750
2004-02-06,21350.0,20600.0,1754801.0,5.68,202763,-580103,447670
2004-02-09,20450.0,20300.0,1616727.0,5.59,324020,58830,-338450
2004-02-10,20150.0,20400.0,1090948.0,5.62,-93933,97480,42953
2004-02-11,20400.0,21100.0,1942761.0,5.81,-698962,146006,545326
2004-02-12,21200.0,20950.0,1705118.0,5.77,-224615,232795,-238880
2004-02-13,21000.0,21450.0,1556050.0,5.91,-638812,190272,475000
2004-02-16,21500.0,21400.0,644304.0,5.9,-73627,-105026,227203
2004-02-17,21450.0,21000.0,842746.0,5.79,-4920,5150,-23440
2004-02-18,21000.0,21000.0,1441314.0,5.79,165746,81964,-256370
2004-02-19,21000.0,21000.0,1116544.0,5.79,213899,-277376,113240
2004-02-20,21000.0,20850.0,587260.0,5.74,120556,-307896,111660
2004-02-23,20600.0,20700.0,725736.0,5.7,81108,141882,-279250
2004-02-24,20900.0,21000.0,628516.0,5.79,-151177,217205,-67868
2004-02-25,20900.0,20700.0,604081.0,5.7,-59617,47887,-26380
2004-02-26,20650.0,20750.0,765369.0,5.72,191412,-102932,-74740
2004-02-27,20850.0,20700.0,962006.0,5.7,-33478,88588,-54250
2004-03-02,21200.0,21150.0,1748918.0,5.83,-350278,-94471,478529
2004-03-03,21300.0,21850.0,2608416.0,6.02,-736429,-23201,768530
2004-03-04,22200.0,22500.0,1816083.0,6.2,-698961,-31455,779336
2004-03-05,22600.0,22000.0,1357182.0,6.06,118025,-348612,241597
2004-03-08,22250.0,22000.0,776920.0,6.06,-151254,-60606,230600
2004-03-09,22000.0,21700.0,880277.0,5.98,-47374,463014,-416470
2004-03-10,21500.0,21500.0,1359161.0,5.92,23289,-237818,259919
2004-03-11,21500.0,20850.0,3518164.0,5.74,456694,-298572,-218172
2004-03-12,20950.0,20400.0,2634181.0,5.62,466475,-86265,-334140
2004-03-15,20650.0,20650.0,592743.0,5.69,-30893,-15327,48190
2004-03-16,20600.0,20600.0,761955.0,5.68,-149794,367844,-231680
2004-03-17,20800.0,21100.0,684876.0,5.81,-71073,193633,-150090
2004-03-18,21100.0,21200.0,1056853.0,5.84,-40792,-172908,304070
2004-03-19,21300.0,21300.0,780573.0,5.87,-88254,222264,-152900
2004-03-22,21050.0,20600.0,856867.0,5.68,192288,-279708,150880
2004-03-23,20500.0,20300.0,1473579.0,5.59,487189,-144796,-343873
2004-03-24,20300.0,20000.0,1114857.0,5.51,563321,-496101,-55220
2004-03-25,20050.0,20400.0,886285.0,5.62,-97450,252030,-115770
2004-03-26,20500.0,20600.0,1185366.0,5.68,-201780,480590,-310440
2004-03-29,20350.0,20600.0,670003.0,5.68,-21749,161469,-173110
2004-03-30,20400.0,20200.0,1082385.0,5.57,170061,-36476,-182555
2004-03-31,20400.0,20150.0,1157065.0,5.55,320661,-247541,6880
2004-04-01,20250.0,20200.0,695903.0,5.57,-29239,-178381,228410
2004-04-02,20350.0,20400.0,1142434.0,5.62,-52342,-204518,82320
2004-04-06,20650.0,20400.0,1477754.0,5.62,82422,-237352,179530
2004-04-07,20450.0,20350.0,993486.0,5.61,145346,-208646,95480
2004-04-08,20350.0,20100.0,1922124.0,5.54,429882,-61082,-383770
2004-04-09,20200.0,19700.0,1674669.0,5.43,853717,-341117,-406800
2004-04-12,19700.0,19850.0,1246453.0,5.47,-130621,206141,-236240
2004-04-13,19800.0,19850.0,879973.0,5.47,87090,-196490,136330
2004-04-14,19750.0,19850.0,1068419.0,5.47,181167,-236806,64799
2004-04-16,19850.0,19750.0,1340916.0,5.44,289190,-461740,251620
2004-04-19,19800.0,19600.0,1010727.0,5.4,349923,-493603,134160
2004-04-20,19600.0,19550.0,1431615.0,5.39,76193,-370743,244550
2004-04-21,19600.0,19500.0,1072310.0,5.37,210770,-340500,116770
2004-04-22,19400.0,19150.0,1530484.0,5.28,738063,-244323,-507400
2004-04-23,19350.0,20000.0,2106423.0,5.51,-603290,470810,223370
2004-04-26,19700.0,19550.0,886530.0,5.39,213358,-118268,-72360
2004-04-27,19500.0,19500.0,1489198.0,5.37,-51030,-646038,654348
2004-04-28,19500.0,19050.0,1454065.0,5.25,560666,-181246,-345030
2004-04-29,19050.0,19200.0,2253377.0,5.29,-663750,580660,24640
2004-04-30,19500.0,19200.0,1701240.0,5.29,-264940,446460,-172860
2004-05-03,19300.0,19800.0,1335574.0,5.45,-440099,321149,60420
2004-05-04,19950.0,19300.0,972644.0,5.32,6816,-160066,198190
2004-05-06,19500.0,19600.0,1479970.0,5.4,-245072,-34398,265330
2004-05-07,19600.0,19400.0,1669360.0,5.34,-372770,34988,356412
2004-05-10,19600.0,19150.0,1728659.0,5.28,-378859,-578131,879200
2004-05-11,19200.0,19050.0,1486093.0,5.25,-54974,-236670,286694
2004-05-12,18900.0,18900.0,1637596.0,5.21,306553,-483703,168490
2004-05-13,19200.0,19000.0,2925648.0,5.23,203743,-1155520,1123677
2004-05-14,19350.0,19500.0,3184559.0,5.37,-308929,-771491,1204710
2004-05-17,19600.0,19300.0,2138443.0,5.32,-283820,356420,-152760
2004-05-18,18900.0,18800.0,2011677.0,5.18,201022,82749,-307771
2004-05-19,18800.0,18650.0,2531872.0,5.14,645100,-97660,-510200
2004-05-20,18750.0,18600.0,2053213.0,5.12,10479,-651041,868852
2004-05-21,18550.0,18950.0,1692009.0,5.22,-250914,105694,137740
2004-05-24,19000.0,19100.0,1758475.0,5.26,-214503,-175322,527545
2004-05-25,19000.0,18900.0,1200392.0,5.21,-2480,-483900,561830
2004-05-27,19200.0,19000.0,1898940.0,5.23,-135018,459124,-416136
2004-05-28,18950.0,18850.0,1147948.0,5.19,107076,38324,-116630
2004-05-31,18800.0,18600.0,740002.0,5.12,257760,-226160,109900
2004-06-01,18750.0,18900.0,887657.0,5.21,-175019,77309,37640
2004-06-02,18750.0,18600.0,678214.0,5.12,266990,-96710,-100520
2004-06-03,18700.0,18600.0,1067729.0,5.12,-38433,-223467,308530
2004-06-04,18700.0,18700.0,1133363.0,5.15,-51970,29590,-43180
2004-06-07,18850.0,19200.0,1929767.0,5.29,-340030,690000,-467740
2004-06-08,19150.0,19000.0,873952.0,5.23,-42662,188502,-135510
2004-06-09,19000.0,19000.0,1486595.0,5.23,-152890,-6440,212460
2004-06-10,19050.0,18800.0,2227042.0,5.18,48316,-36496,-496910
2004-06-11,19050.0,18450.0,1591446.0,5.08,722730,-867430,188350
2004-06-14,18300.0,18600.0,979202.0,5.12,-219208,72346,218532
2004-06-15,18750.0,18500.0,1579414.0,5.1,-9409,-282071,248290
2004-06-16,18450.0,18350.0,853783.0,5.06,228353,10569,-212022
2004-06-17,18550.0,18550.0,961202.0,5.11,-182820,133938,27762
2004-06-18,18600.0,18350.0,1659019.0,5.06,159005,-379333,286668
2004-06-21,18250.0,18800.0,1483622.0,5.18,-420842,284082,144290
2004-06-22,18600.0,18450.0,1463771.0,5.08,301058,-23348,-255570
2004-06-23,18500.0,18350.0,1278490.0,5.06,126350,-147180,72760
2004-06-24,18500.0,18700.0,1315881.0,5.15,-354910,421830,-324790
2004-06-25,18800.0,18700.0,1458110.0,5.15,-126688,388298,-296870
2004-06-28,18550.0,18450.0,1344956.0,5.08,140499,-126239,-23320
2004-06-29,18550.0,18650.0,1703589.0,5.14,-165529,400954,-250955
2004-06-30,18600.0,18600.0,900768.0,5.12,68095,70920,-85095
2004-07-01,18600.0,18500.0,1650324.0,5.1,45230,83580,-153390
2004-07-02,18550.0,18400.0,1399417.0,5.07,45990,-528980,576120
2004-07-05,18450.0,18550.0,694466.0,5.11,-70310,-276120,369330
2004-07-06,18550.0,18800.0,670217.0,5.18,-302241,121751,150110
2004-07-07,18800.0,19550.0,1248358.0,5.39,-297939,-8011,297790
2004-07-08,19250.0,19000.0,1750688.0,5.23,-48955,-468266,543361
2004-07-09,19000.0,19400.0,624010.0,5.34,-257420,89460,70860
2004-07-12,19400.0,19650.0,940144.0,5.41,-195000,53820,208280
2004-07-13,19700.0,19300.0,925723.0,5.32,17047,-304037,240340
2004-07-14,19500.0,19350.0,1054553.0,5.33,6620,-389200,486940
2004-07-15,19500.0,19300.0,1364621.0,5.32,-66170,-66820,357400
2004-07-16,19200.0,18900.0,1611596.0,5.21,130522,-32562,-128510
2004-07-19,19000.0,19450.0,740491.0,5.36,-128190,1950,129290
2004-07-20,19500.0,19250.0,927516.0,5.3,-119154,-320706,452220
2004-07-21,19500.0,19700.0,771433.0,5.43,-214686,245276,-52880
2004-07-22,19400.0,19450.0,547980.0,5.36,62990,-160730,124260
2004-07-23,19400.0,19200.0,778466.0,5.29,175153,-207353,-38270
2004-07-26,19200.0,19250.0,501033.0,5.3,-75816,56906,33440
2004-07-27,19400.0,19500.0,576023.0,5.37,-103690,150730,-61730
2004-07-28,19650.0,19750.0,610380.0,5.44,-213696,126466,106550
2004-07-29,19700.0,19400.0,602727.0,5.34,69297,115223,-169050
2004-07-30,19450.0,19650.0,1687210.0,5.41,-162634,49184,109980
2004-08-02,19400.0,19200.0,857240.0,5.29,166753,-419373,270060
2004-08-03,19550.0,19450.0,538510.0,5.36,-200750,-92850,301690
2004-08-04,19400.0,19500.0,1039510.0,5.37,-47510,-126350,199510
2004-08-05,19500.0,19300.0,1037931.0,5.32,132762,-1142,-159260
2004-08-06,19300.0,18750.0,1561964.0,5.17,401293,-232453,-196900
2004-08-09,18750.0,18950.0,857264.0,5.22,-36320,232450,-283350
2004-08-10,18700.0,18800.0,703064.0,5.18,109900,-156680,59140
2004-08-11,18800.0,18800.0,825768.0,5.18,45998,-168818,150710
2004-08-12,18950.0,19350.0,1341140.0,5.33,-290040,247020,171950
2004-08-13,19400.0,19600.0,1845117.0,5.4,-348324,-310386,643990
2004-08-16,19700.0,19900.0,1540150.0,5.48,-317730,67420,254450
2004-08-17,19900.0,19900.0,1003956.0,5.48,-149078,98128,86860
2004-08-18,19900.0,20200.0,1034170.0,5.57,-179334,236614,3880
2004-08-19,20100.0,20100.0,971417.0,5.54,-31376,274956,-260180
2004-08-20,20100.0,20000.0,550962.0,5.51,-31660,150710,-163700
2004-08-23,20000.0,20000.0,736083.0,5.51,5712,-12852,8520
2004-08-24,20000.0,19950.0,394212.0,5.5,-4547,69807,-58120
2004-08-25,19950.0,20250.0,721689.0,5.58,-162127,191380,-42723
2004-08-26,20250.0,20150.0,732127.0,5.55,28889,-67409,-3070
2004-08-27,20200.0,20300.0,1129442.0,5.59,-143799,527719,-319040
2004-08-30,20400.0,20000.0,909290.0,5.51,83068,70122,-286060
2004-08-31,19950.0,20250.0,1027814.0,5.58,-112470,207590,-111240
2004-09-01,20200.0,20550.0,704661.0,5.66,-214410,170840,37710
