Symbol,유한양행_시가(원),유한양행_종가(원),유한양행_거래량(주),유한양행_PER(IFRS-연결),유한양행_순매수수량(개인)(주),유한양행_순매수수량(기관계)(주),유한양행_순매수수량(외국인계)(주)
2001-11-02,66500.0,66000.0,62950.0,12.03,-287,-5533,6870
2001-11-05,67400.0,69000.0,125709.0,12.58,3,-25383,36000
2001-11-06,69800.0,68500.0,70441.0,12.49,-4740,-11270,16770
2001-11-07,68500.0,67200.0,43038.0,12.25,5380,-4990,-420
2001-11-08,67000.0,66100.0,47780.0,12.05,11860,-10530,210
2001-11-09,66200.0,65000.0,66837.0,11.85,18150,-4970,-10940
2001-11-12,65000.0,65000.0,58929.0,11.85,16141,8630,-27380
2001-11-13,65000.0,65700.0,41080.0,11.98,4650,-7260,0
2001-11-14,65700.0,66500.0,65130.0,12.12,3160,-3040,350
2001-11-15,66500.0,64900.0,65180.0,11.83,21550,-23200,500
2001-11-16,64500.0,62900.0,156698.0,11.47,31278,20352,-50600
2001-11-19,62000.0,62300.0,166870.0,11.36,52960,17880,-71310
2001-11-20,62500.0,63000.0,99105.0,11.48,2990,6980,-12180
2001-11-21,62800.0,62300.0,55361.0,11.36,2980,-16320,4850
2001-11-22,62300.0,63700.0,76091.0,11.61,-19610,17300,-160
2001-11-23,63900.0,63000.0,84121.0,11.48,-1079,21680,-17661
2001-11-26,64000.0,63000.0,95970.0,11.48,23320,-19420,-2150
2001-11-27,63500.0,63100.0,121184.0,11.5,9104,-27764,19550
2001-11-28,63100.0,60700.0,78068.0,11.06,-8752,3302,690
2001-11-29,60100.0,61000.0,50884.0,11.12,2480,-1350,-6960
2001-11-30,60800.0,61900.0,29885.0,11.28,-4923,233,1970
2001-12-03,61900.0,63000.0,36262.0,11.48,910,-3840,-200
2001-12-04,62800.0,62900.0,35280.0,11.47,-6520,1770,3210
2001-12-05,63400.0,62900.0,55720.0,11.47,-8150,10640,-850
2001-12-06,62900.0,61000.0,134479.0,11.12,24419,9630,-41609
2001-12-07,61000.0,61400.0,83720.0,11.19,2780,2070,-6010
2001-12-10,61000.0,60100.0,68719.0,10.95,7760,5450,-15210
2001-12-11,58700.0,59500.0,35050.0,10.85,-3370,11740,-13730
2001-12-12,59000.0,59000.0,64451.0,10.75,3901,1349,-13420
2001-12-13,59000.0,59100.0,121510.0,10.77,21250,11390,-36190
2001-12-14,59100.0,61000.0,96592.0,11.12,-25691,24521,-5000
2001-12-17,62000.0,61300.0,60361.0,11.17,-8220,-6920,10320
2001-12-18,62000.0,61500.0,68391.0,11.21,-9490,3970,870
2001-12-19,61000.0,63000.0,82619.0,11.48,-12162,10852,180
2001-12-20,63000.0,63800.0,90160.0,11.63,6172,-4440,-260
2001-12-21,63500.0,63500.0,59109.0,11.57,-15280,240,11660
2001-12-24,64700.0,63000.0,26543.0,11.48,-7576,4126,1490
2001-12-26,63000.0,63500.0,59540.0,11.57,-6979,-4701,9630
2001-12-27,59500.0,61900.0,61460.0,11.82,-11350,-6850,17420
2001-12-28,62400.0,62500.0,61390.0,11.94,-21170,16990,0
2002-01-02,62800.0,61700.0,39553.0,9.87,-7600,7230,-1350
2002-01-03,62000.0,62000.0,75551.0,9.92,12800,-8691,-4469
2002-01-04,62000.0,61500.0,66810.0,9.84,10400,-8330,20
2002-01-07,61600.0,61000.0,57550.0,9.76,10360,-11350,2960
2002-01-08,61200.0,60700.0,68891.0,9.71,8607,-8957,5710
2002-01-09,61100.0,61000.0,78424.0,9.76,-2860,-35190,38300
2002-01-10,62000.0,60100.0,59238.0,9.62,12478,-3618,-7890
2002-01-11,60200.0,59800.0,90928.0,9.57,19174,9176,-31690
2002-01-14,60500.0,59800.0,76810.0,9.57,18054,-4294,-9420
2002-01-15,59100.0,58000.0,67430.0,9.28,13050,1620,-10440
2002-01-16,58000.0,59700.0,73910.0,9.55,-28536,4086,22880
2002-01-17,59500.0,59600.0,42377.0,9.54,-19303,8813,8740
2002-01-18,60700.0,60600.0,34893.0,9.7,-16310,9610,8710
2002-01-21,60100.0,61100.0,29798.0,9.78,-12238,13418,160
2002-01-22,60800.0,62000.0,82040.0,9.92,-21420,-9460,29300
2002-01-23,62000.0,63700.0,146772.0,10.19,-27180,-6400,90
2002-01-24,63700.0,66700.0,165410.0,10.67,-81420,-7990,30250
2002-01-25,66800.0,67300.0,66880.0,10.77,-26060,310,20670
2002-01-28,67600.0,67900.0,53310.0,10.86,-11170,-2880,14440
2002-01-29,68500.0,66500.0,56450.0,10.64,-12530,40200,-1390
2002-01-30,65300.0,65000.0,47750.0,10.4,-17688,9208,10
2002-01-31,64900.0,64000.0,68055.0,10.24,6523,-11723,890
2002-02-01,63900.0,63500.0,56750.0,10.16,-9110,7330,0
2002-02-04,63500.0,63000.0,37306.0,10.08,-6236,1426,5360
2002-02-05,62500.0,63000.0,28379.0,10.08,-2570,6950,-5820
2002-02-06,63000.0,64100.0,65965.0,10.25,17010,-20504,7334
2002-02-07,63700.0,64000.0,31740.0,10.24,-11365,11950,-1935
2002-02-08,63900.0,63900.0,30230.0,10.22,1659,-4179,0
2002-02-14,64000.0,63900.0,43405.0,10.22,-964,954,-2360
2002-02-15,63900.0,63600.0,42780.0,10.18,1855,-1805,0
2002-02-18,63600.0,62000.0,54015.0,9.92,13563,-13163,0
2002-02-19,62000.0,60500.0,99751.0,9.68,35008,-31651,-2117
2002-02-20,60100.0,61000.0,29670.0,9.76,-1991,-2039,5690
2002-02-21,61200.0,59900.0,62013.0,9.58,25378,-4962,-26446
2002-02-22,60000.0,60900.0,40628.0,9.74,3296,-3316,8400
2002-02-25,61400.0,62000.0,62102.0,9.92,-6725,11265,0
2002-02-26,62000.0,61700.0,43572.0,9.87,-7850,8410,-550
2002-02-27,62200.0,61500.0,60459.0,9.84,22800,-21810,1820
2002-02-28,60900.0,60300.0,70454.0,9.65,29753,-20413,-860
2002-03-04,60600.0,60300.0,61363.0,9.65,9784,2404,-12518
2002-03-05,61000.0,60500.0,72069.0,9.68,-2080,-41,12631
2002-03-06,61500.0,61300.0,48059.0,9.81,-2770,-7700,11000
2002-03-07,61900.0,65000.0,247027.0,10.4,-57628,-36760,98452
2002-03-08,65100.0,64500.0,74366.0,10.32,11079,-9949,-940
2002-03-11,64000.0,66000.0,80104.0,10.56,-24069,13239,8460
2002-03-12,65200.0,67000.0,89986.0,10.72,-17700,8580,8200
2002-03-13,65600.0,69000.0,192951.0,11.04,26689,-41889,2920
2002-03-14,68500.0,68700.0,98710.0,10.99,-10370,21140,1290
2002-03-15,68500.0,67400.0,85840.0,10.78,-11986,13126,-1600
2002-03-18,66500.0,66100.0,109428.0,10.58,5123,29117,-36980
2002-03-19,67000.0,68100.0,163120.0,10.9,-5506,45126,-26930
2002-03-20,68100.0,68600.0,142708.0,10.98,4237,5713,-1130
2002-03-21,68700.0,70100.0,110946.0,11.22,4146,-3926,2460
2002-03-22,71500.0,71800.0,167050.0,11.49,31900,-20130,-6170
2002-03-25,73000.0,73100.0,99192.0,11.69,2825,7125,-10590
2002-03-26,73400.0,72300.0,70540.0,11.57,-16034,5454,11490
2002-03-27,72300.0,70900.0,118181.0,11.34,22433,21620,-23093
2002-03-28,71800.0,71000.0,93066.0,11.36,12255,3975,-15730
2002-03-29,70000.0,71000.0,66310.0,11.36,-380,-3620,3550
2002-04-01,71300.0,70500.0,101532.0,11.28,-9967,-3863,19970
2002-04-02,70900.0,71500.0,75490.0,11.44,13870,6150,-17040
2002-04-03,71700.0,72500.0,86365.0,11.6,14808,-13728,0
2002-04-04,72500.0,74400.0,100165.0,11.9,16121,4059,-20020
2002-04-08,76000.0,73600.0,65591.0,11.77,-3440,5400,-1630
2002-04-09,73100.0,71500.0,37300.0,11.44,-14040,19090,-5010
2002-04-10,71000.0,70600.0,50314.0,11.3,-17790,13510,1300
2002-04-11,70300.0,70000.0,59651.0,11.2,11690,-2510,-1570
2002-04-12,70100.0,69800.0,133517.0,11.17,9286,-11966,0
2002-04-15,69800.0,71600.0,65090.0,11.46,-16368,-1062,17840
2002-04-16,72100.0,72700.0,42920.0,11.63,-10850,-1770,12860
2002-04-17,73200.0,74000.0,88196.0,11.84,-16300,-12270,23180
2002-04-18,74400.0,72400.0,72277.0,11.58,-18711,-7766,28700
2002-04-19,72500.0,70100.0,42327.0,11.22,11350,-12170,0
2002-04-22,70100.0,69800.0,32380.0,11.17,1385,-4265,0
2002-04-23,69800.0,69300.0,40609.0,11.09,7760,-14730,4990
2002-04-24,70300.0,69000.0,51167.0,11.04,-8014,-10483,13057
2002-04-25,69000.0,68500.0,59388.0,10.96,-5447,-13093,33320
2002-04-26,68000.0,68500.0,30360.0,10.96,-7793,2053,5510
2002-04-29,68100.0,67000.0,35805.0,10.72,-11500,-7880,19550
2002-04-30,67000.0,66600.0,27291.0,10.66,-7680,-2670,10000
2002-05-02,67600.0,68000.0,35730.0,10.88,2400,-10700,8220
2002-05-03,67500.0,68800.0,21912.0,11.01,-50,-2810,2890
2002-05-06,68500.0,70000.0,33340.0,11.2,-4800,-4460,9200
2002-05-07,69500.0,70100.0,40490.0,11.22,-4450,-12300,16800
2002-05-08,70900.0,71300.0,29361.0,11.41,-6460,-870,6430
2002-05-09,72300.0,69400.0,38012.0,11.1,-2150,-4930,6810
2002-05-10,70000.0,69600.0,46712.0,11.14,-4320,-8850,13000
2002-05-13,72000.0,71900.0,35800.0,11.5,-7880,-2220,9960
2002-05-14,72100.0,66000.0,160380.0,10.56,-7228,-7162,4182
2002-05-15,65000.0,66000.0,176853.0,10.56,14368,-11348,-2230
2002-05-16,65000.0,64500.0,112233.0,10.32,9538,26002,-22350
2002-05-17,64000.0,64000.0,88870.0,10.24,18400,10550,-29390
2002-05-20,64000.0,61900.0,98992.0,9.9,43949,-4860,-39039
2002-05-21,62000.0,61900.0,49331.0,9.9,13023,-12570,67
2002-05-22,61500.0,62500.0,35710.0,10.0,-7910,3370,100
2002-05-23,61700.0,61500.0,30800.0,9.84,-980,1630,0
2002-05-24,61100.0,61300.0,21532.0,9.81,-5268,6169,-1
2002-05-27,61300.0,60900.0,17077.0,9.74,-6610,6580,0
2002-05-28,60400.0,61100.0,13900.0,9.78,-6720,5670,2000
2002-05-29,60500.0,57900.0,78200.0,9.26,13605,-22885,10000
2002-05-30,58000.0,57400.0,34093.0,9.18,-5370,-9000,14280
2002-05-31,56200.0,58500.0,93220.0,9.36,-12960,-51010,63650
2002-06-03,57700.0,60500.0,25090.0,9.68,-14400,-300,14710
2002-06-04,59800.0,61000.0,17943.0,9.76,2130,1990,-4340
2002-06-05,60200.0,61000.0,20622.0,9.76,-6529,5059,-630
2002-06-07,60100.0,60500.0,24043.0,9.68,6420,-890,-6560
2002-06-10,58500.0,59600.0,24141.0,9.54,4780,10480,-17260
2002-06-11,58500.0,59900.0,33189.0,9.58,-1948,5568,-5620
2002-06-12,58700.0,59000.0,34792.0,9.44,492,-7516,-486
2002-06-14,59000.0,59300.0,79733.0,9.49,11353,-41966,14830
2002-06-17,59500.0,59700.0,16590.0,9.55,-80,2780,-2700
2002-06-18,60100.0,59400.0,15754.0,9.5,2690,-2700,-30
2002-06-19,58800.0,58000.0,33010.0,9.28,-3490,3440,-60
2002-06-20,57200.0,57200.0,21766.0,9.15,-2646,-764,3450
2002-06-21,57000.0,57400.0,20434.0,9.18,1194,-8484,7500
2002-06-24,57400.0,57900.0,15780.0,9.26,-7320,3160,4130
2002-06-25,57100.0,56500.0,24480.0,9.04,-1360,-9570,-90
2002-06-26,55600.0,54900.0,30930.0,8.78,-5000,-3220,8490
2002-06-27,54100.0,54000.0,42440.0,8.64,810,2360,4740
2002-06-28,54900.0,54500.0,35880.0,8.72,11777,173,-14450
2002-07-02,53900.0,53900.0,25900.0,8.62,-990,7950,-7040
2002-07-03,53000.0,53000.0,42541.0,8.48,7010,12560,-16910
2002-07-04,52800.0,53400.0,70546.0,8.54,17187,6163,-24160
2002-07-05,53000.0,54500.0,196680.0,8.72,59650,55090,-117780
2002-07-08,55300.0,54000.0,64171.0,8.64,-13036,-8934,18890
2002-07-09,54500.0,56500.0,94226.0,9.04,-9764,-2038,13852
2002-07-10,55500.0,57300.0,42758.0,9.17,-19770,6300,14010
2002-07-11,56900.0,57200.0,56623.0,9.15,-15650,3330,12440
2002-07-12,57500.0,57500.0,31210.0,9.2,-14444,10374,3490
2002-07-15,58000.0,57000.0,21190.0,9.12,-80,110,0
2002-07-16,56100.0,56600.0,42890.0,9.06,-7270,8230,0
2002-07-18,55500.0,55400.0,16094.0,8.86,-6700,8730,-30
2002-07-19,56000.0,55100.0,22330.0,8.82,-1820,1280,280
2002-07-22,53500.0,53500.0,16630.0,8.56,-5870,4860,-310
2002-07-23,52500.0,54500.0,18382.0,8.72,-4059,7159,-140
2002-07-24,53600.0,54400.0,41902.0,8.7,3962,-4492,0
2002-07-25,54400.0,53200.0,24320.0,8.51,9020,-1450,-7460
2002-07-26,52300.0,52300.0,34441.0,8.37,630,2640,-8270
2002-07-29,52000.0,51000.0,48028.0,8.16,-10527,25527,-14050
2002-07-30,52000.0,51800.0,70234.0,8.29,-19290,39140,-20100
2002-07-31,52100.0,50800.0,26347.0,8.13,2757,3353,-280
2002-08-01,50700.0,51100.0,36880.0,8.18,-2360,2640,-180
2002-08-02,50000.0,50400.0,15049.0,8.06,-5490,5550,-100
2002-08-05,50400.0,49200.0,12839.0,7.87,70,-510,480
2002-08-06,48000.0,49200.0,22590.0,7.87,-4710,8440,-3810
2002-08-07,49200.0,49800.0,46060.0,7.97,-3990,6400,-2410
2002-08-08,50500.0,49500.0,16810.0,7.92,5760,-3590,-2010
2002-08-09,49600.0,50000.0,20910.0,8.0,-1790,-380,-3050
2002-08-12,50500.0,50000.0,13721.0,8.0,-3730,6200,-2550
2002-08-13,50300.0,51400.0,13350.0,8.22,-3410,2710,-100
2002-08-14,50200.0,51900.0,13223.0,8.3,-4400,4730,0
2002-08-16,52000.0,51800.0,11945.0,8.29,1240,-1500,290
2002-08-19,51800.0,50700.0,10575.0,8.11,3731,-3611,0
2002-08-20,50900.0,51600.0,15840.0,8.26,-2930,2430,-50
2002-08-21,50700.0,52100.0,12760.0,8.34,-2120,2090,0
2002-08-22,51500.0,51800.0,17134.0,8.29,883,-773,10
2002-08-23,52000.0,52200.0,49700.0,8.35,-1704,6674,-20
2002-08-26,52100.0,53300.0,14331.0,8.53,-4980,4940,-40
2002-08-27,53000.0,53300.0,16490.0,8.53,4900,-9800,0
2002-08-28,52700.0,53000.0,32940.0,8.48,-2371,2220,-1889
2002-08-29,52500.0,52500.0,10850.0,8.4,2170,-3040,0
2002-08-30,52200.0,53100.0,15570.0,8.5,-4140,350,-210
2002-09-02,53000.0,53100.0,31550.0,8.5,5130,-4190,3470
2002-09-03,53200.0,53000.0,21910.0,8.48,-526,-4994,-20
2002-09-04,52700.0,52800.0,16070.0,8.45,-2100,1260,0
2002-09-05,52800.0,52800.0,13750.0,8.45,-10,690,-310
2002-09-06,52200.0,51800.0,11981.0,8.29,820,-780,0
2002-09-09,51300.0,51400.0,8364.0,8.22,490,-260,-410
2002-09-10,51300.0,51900.0,12356.0,8.3,-2435,2225,240
2002-09-11,52000.0,52300.0,15510.0,8.37,1950,-1580,0
2002-09-12,52700.0,53000.0,37280.0,8.48,-4531,9727,-4496
2002-09-13,53000.0,52300.0,19177.0,8.37,4557,1343,-5800
2002-09-16,52600.0,52100.0,9400.0,8.34,-1065,-3160,4000
2002-09-17,52100.0,53900.0,35210.0,8.62,-7710,1340,6760
2002-09-18,53000.0,53500.0,17282.0,8.56,3170,-8660,5120
2002-09-19,53500.0,54400.0,55700.0,8.7,10420,-18380,8840
2002-09-23,54400.0,54200.0,26860.0,8.67,-4100,-4900,9000
2002-09-24,53900.0,55800.0,51305.0,8.93,-9836,-4524,14320
2002-09-25,55400.0,55000.0,27750.0,8.8,-13790,9210,5090
2002-09-26,55500.0,55600.0,43290.0,8.9,-7890,-9150,14000
2002-09-27,55600.0,55900.0,29010.0,8.94,-4230,7000,-800
2002-09-30,55500.0,54900.0,15600.0,8.78,-8390,1580,4810
2002-10-01,55400.0,55100.0,22840.0,8.82,-5100,6120,-1070
2002-10-02,55400.0,54500.0,16270.0,8.72,-2110,1130,-1000
2002-10-04,54900.0,54500.0,9090.0,8.72,-4130,4290,-160
2002-10-07,54100.0,51700.0,15958.0,8.27,1190,-1040,0
2002-10-08,52000.0,51900.0,13750.0,8.3,-6350,6190,-30
2002-10-09,52700.0,53000.0,23110.0,8.48,-2970,-5530,5720
2002-10-10,51900.0,51000.0,20840.0,8.16,-8130,8040,0
2002-10-11,51900.0,52500.0,13820.0,8.4,-3040,1050,110
2002-10-14,53000.0,52500.0,13520.0,8.4,1097,-3257,70
2002-10-15,53200.0,52600.0,12044.0,8.42,-1826,416,410
2002-10-16,56500.0,53200.0,23240.0,8.51,3320,-3900,-160
2002-10-17,53200.0,53800.0,16690.0,8.61,-5920,4500,0
2002-10-18,54000.0,54000.0,20340.0,8.64,-1610,4300,-2160
2002-10-21,53600.0,54100.0,6151.0,8.66,-1760,1760,0
2002-10-22,54200.0,53800.0,9660.0,8.61,-3697,3667,0
2002-10-23,53100.0,54200.0,19010.0,8.67,-5840,6770,160
2002-10-24,54300.0,54000.0,30510.0,8.64,6100,-5950,20
2002-10-25,53400.0,54100.0,7400.0,8.66,-3830,3230,420
2002-10-28,54200.0,54100.0,17176.0,8.66,-705,775,-100
2002-10-29,54600.0,54000.0,8668.0,8.64,720,-820,0
2002-10-30,53700.0,53500.0,8560.0,8.56,-130,1040,-1000
2002-10-31,53200.0,53500.0,12180.0,8.56,80,-1050,970
2002-11-01,53000.0,51900.0,24443.0,8.3,6133,-6163,0
2002-11-04,51900.0,53000.0,14067.0,8.48,-4460,4370,0
2002-11-05,52500.0,52900.0,9288.0,8.46,1610,-1650,0
2002-11-06,52900.0,53100.0,38090.0,8.5,-1446,1346,20
2002-11-07,53000.0,52200.0,14600.0,8.35,6120,-3000,-3010
2002-11-08,52000.0,51500.0,18460.0,8.24,6600,-4030,-2520
2002-11-11,51500.0,51400.0,10070.0,8.22,850,-1370,570
2002-11-12,50600.0,50800.0,13732.0,8.13,3622,-1822,-1780
2002-11-13,52200.0,50700.0,14140.0,8.11,4000,-2540,-1420
2002-11-14,50800.0,50100.0,17447.0,8.02,843,-2583,1770
2002-11-15,50400.0,50300.0,16400.0,8.05,5320,-4910,-410
2002-11-18,50300.0,50700.0,12450.0,8.11,-4700,4680,-100
2002-11-19,50400.0,51000.0,76520.0,8.16,505,2125,-2660
2002-11-20,51300.0,51500.0,30670.0,8.24,-2610,-6530,8960
2002-11-21,51600.0,51500.0,32476.0,8.24,10841,-8780,-2501
2002-11-22,51800.0,51600.0,7401.0,8.26,-3310,3300,30
2002-11-25,51900.0,52000.0,11915.0,8.32,-6090,4970,630
2002-11-26,51900.0,52300.0,41650.0,8.37,1210,-20670,30
2002-11-27,51800.0,52300.0,14400.0,8.37,-6080,5540,540
2002-11-28,52600.0,52800.0,17170.0,8.45,-3046,3096,250
2002-11-29,53400.0,53200.0,44841.0,8.51,1590,6540,300
2002-12-02,53500.0,53200.0,18900.0,8.51,-2960,3970,-1010
2002-12-03,52800.0,53200.0,16440.0,8.51,-850,100,430
2002-12-04,53500.0,52800.0,15130.0,8.45,-5010,4400,420
2002-12-05,53200.0,52800.0,16351.0,8.45,-5840,5520,-30
2002-12-06,52600.0,53300.0,11470.0,8.53,-2240,2460,-80
2002-12-09,53400.0,52700.0,14632.0,8.43,392,-342,0
2002-12-10,52500.0,53400.0,14780.0,8.54,-3574,2974,600
2002-12-11,53100.0,53500.0,22740.0,8.56,-4441,-479,4940
2002-12-12,53600.0,54000.0,81237.0,8.64,13377,-18927,5000
2002-12-13,54000.0,54600.0,47833.0,8.74,12873,-15640,-1083
2002-12-16,54600.0,54600.0,67700.0,8.74,13130,-14530,-400
2002-12-17,55000.0,55000.0,10221.0,8.8,-5930,5870,0
2002-12-18,55000.0,54800.0,20270.0,8.77,-2620,2620,0
2002-12-20,54200.0,54900.0,12110.0,8.78,-5200,6560,140
2002-12-23,54800.0,54800.0,14160.0,8.77,-9990,9620,0
2002-12-24,54700.0,54500.0,9325.0,8.72,-3900,3870,0
2002-12-26,54500.0,54500.0,55572.0,8.72,-370,-4820,0
2002-12-27,52000.0,51900.0,18540.0,8.7,-6710,10960,-900
2002-12-30,51900.0,51900.0,34070.0,8.7,-26280,29110,-900
2003-01-02,51400.0,50100.0,22540.0,7.66,-60,5870,-4870
2003-01-03,51300.0,50300.0,27740.0,7.69,1780,570,-50
2003-01-06,50500.0,50000.0,15820.0,7.64,1030,4860,-4780
2003-01-07,50000.0,50100.0,25720.0,7.66,-6470,8150,-60
2003-01-08,50100.0,49500.0,9140.0,7.57,1631,-441,0
2003-01-09,49500.0,48050.0,17028.0,7.34,5620,-1830,-3160
2003-01-10,48400.0,49100.0,15798.0,7.5,-3490,5190,20
2003-01-13,48250.0,49200.0,11380.0,7.52,-3440,3820,20
2003-01-14,49700.0,48900.0,10180.0,7.47,940,-950,30
2003-01-15,48550.0,48200.0,13263.0,7.37,3088,-3365,437
2003-01-16,48150.0,48500.0,11585.0,7.41,-5645,1855,5210
2003-01-17,48500.0,47700.0,9388.0,7.29,1387,-2597,60
2003-01-20,47600.0,47900.0,7213.0,7.32,-380,2460,-2080
2003-01-21,47800.0,47350.0,9380.0,7.24,4350,-2850,-1010
2003-01-22,47050.0,47000.0,8810.0,7.18,-1700,1800,-100
2003-01-23,47200.0,47350.0,14714.0,7.24,-4467,4587,140
2003-01-24,47350.0,47000.0,55179.0,7.18,-1688,-43882,44420
2003-01-27,47000.0,46500.0,13410.0,7.11,2680,-5740,3290
2003-01-28,46900.0,47000.0,7747.0,7.18,-1470,410,1060
2003-01-29,47100.0,46600.0,14311.0,7.12,411,-2581,2220
2003-01-30,46600.0,46200.0,7846.0,7.06,423,-2813,1400
2003-02-03,46200.0,46800.0,6570.0,7.15,-2300,2140,160
2003-02-04,47300.0,46700.0,7940.0,7.14,-625,-1605,870
2003-02-05,46800.0,46850.0,4039.0,7.16,-1229,399,730
2003-02-06,47000.0,46400.0,11279.0,7.09,1891,-5161,3780
2003-02-07,46200.0,45300.0,6645.0,6.92,-1560,-720,2290
2003-02-10,45800.0,45000.0,82405.0,6.88,-385,-2135,2500
2003-02-11,45000.0,45000.0,10520.0,6.88,-3180,-4100,7280
2003-02-12,45000.0,45000.0,13910.0,6.88,-2740,-3050,3090
2003-02-13,45000.0,45750.0,23780.0,6.99,-5180,1660,2850
2003-02-14,45750.0,46800.0,21230.0,7.15,-2480,-9300,9860
2003-02-17,47150.0,48000.0,19830.0,7.34,881,-3771,2130
2003-02-18,48900.0,48500.0,16553.0,7.41,-2127,-1083,660
2003-02-19,48500.0,48200.0,38709.0,7.37,-71,-15489,6710
2003-02-20,47100.0,47300.0,15880.0,7.23,2500,220,-5520
2003-02-21,47300.0,46900.0,18820.0,7.17,4980,-1360,-5150
2003-02-24,45100.0,46900.0,13360.0,7.17,-1332,692,470
2003-02-25,46800.0,45700.0,17818.0,6.99,2137,-497,-2060
2003-02-26,45500.0,46000.0,6560.0,7.03,-1250,1610,-1930
2003-02-27,45500.0,46000.0,44082.0,7.03,-1022,102,-2190
2003-02-28,46500.0,50000.0,14260.0,7.64,-1110,1890,-1820
2003-03-03,48000.0,47600.0,13370.0,7.28,340,-1170,920
2003-03-04,47800.0,46800.0,9470.0,7.15,3850,-1560,-3410
2003-03-05,47000.0,45700.0,10136.0,6.99,1541,3349,-5500
2003-03-06,45750.0,45000.0,22036.0,6.88,-6120,12000,-6300
2003-03-07,44900.0,44500.0,9000.0,6.8,-1810,560,-1780
2003-03-10,44200.0,43100.0,11991.0,6.59,-580,1200,-1000
2003-03-11,40900.0,42000.0,10920.0,6.42,110,3510,-4860
2003-03-12,42100.0,43350.0,10370.0,6.63,-1630,2180,-640
2003-03-13,43150.0,43800.0,19570.0,6.69,-1900,680,890
2003-03-14,44400.0,43900.0,48138.0,6.71,3167,-34927,-1000
2003-03-17,44300.0,43550.0,14243.0,6.66,-4300,5770,0
2003-03-18,43700.0,44100.0,17836.0,6.74,-234,-2826,3200
2003-03-19,43600.0,44900.0,14260.0,6.86,-760,-2840,4850
2003-03-20,44900.0,46500.0,22244.0,7.11,-3731,-8969,-60
2003-03-21,46400.0,47200.0,9170.0,7.21,-5450,5490,0
2003-03-24,46750.0,47200.0,28560.0,7.21,560,-460,20
2003-03-25,46150.0,46500.0,14185.0,7.11,-5629,5590,40
2003-03-26,46300.0,48000.0,39490.0,7.34,9680,-19100,150
2003-03-27,48000.0,48150.0,8680.0,7.36,-600,2500,100
2003-03-28,48150.0,47800.0,6335.0,7.31,970,-1980,10
2003-03-31,47250.0,47200.0,11890.0,7.21,-2230,490,720
2003-04-01,46200.0,46850.0,17550.0,7.16,-1290,1360,-70
2003-04-02,46850.0,47700.0,15060.0,7.29,-3070,890,0
2003-04-03,47500.0,50000.0,123818.0,7.64,49806,-51016,1210
2003-04-04,50900.0,50000.0,73993.0,7.64,-13710,4500,5360
2003-04-07,51900.0,50500.0,50846.0,7.72,3634,1366,-6940
2003-04-08,50400.0,50000.0,24410.0,7.64,-9040,4410,420
2003-04-09,48200.0,49850.0,15751.0,7.62,-6150,5140,170
2003-04-10,48450.0,50000.0,23230.0,7.64,-3980,510,3620
2003-04-11,49300.0,49300.0,17317.0,7.54,-123,-677,450
2003-04-14,49450.0,49550.0,38901.0,7.57,-1260,810,90
2003-04-15,49300.0,49400.0,17987.0,7.55,7608,-4008,710
2003-04-16,48950.0,50100.0,125384.0,7.66,17578,-17938,500
2003-04-17,50900.0,49550.0,28005.0,7.57,3550,-350,-3200
2003-04-18,49600.0,50300.0,22173.0,7.69,-7380,8000,210
2003-04-21,49700.0,50100.0,55930.0,7.66,-880,-4420,-50
2003-04-22,50400.0,49500.0,14070.0,7.57,1650,-1610,30
2003-04-23,49200.0,49900.0,18170.0,7.63,-2866,2496,320
2003-04-24,49650.0,51000.0,78119.0,7.8,11491,3029,630
2003-04-25,50300.0,49900.0,42391.0,7.63,-3010,11120,-880
2003-04-28,49800.0,49000.0,25900.0,7.49,-2140,4110,-240
2003-04-29,48600.0,49000.0,38583.0,7.49,-1607,1627,-80
2003-04-30,49400.0,49300.0,42860.0,7.54,-2230,11570,950
2003-05-02,49200.0,48000.0,45410.0,7.34,10400,10580,850
2003-05-06,48000.0,47850.0,64293.0,7.31,20823,-25663,-2150
2003-05-07,48300.0,48400.0,38090.0,7.4,-1380,-2810,2260
