Symbol,동국제강_시가(원),동국제강_종가(원),동국제강_거래량(주),동국제강_PER(IFRS-연결),동국제강_순매수수량(개인)(주),동국제강_순매수수량(기관계)(주),동국제강_순매수수량(외국인계)(주)
2000-01-04,4120,4170,531080,2.06,-132100,145040,-19640
2000-01-05,4250,4210,635480,2.08,-195130,188620,14410
2000-01-06,4260,3970,463990,1.96,-153770,154090,0
2000-01-07,3900,4060,397720,2.01,-99760,95380,4380
2000-01-10,4150,4000,348200,1.98,-36920,24870,11760
2000-01-11,4020,3930,303140,1.94,4840,-7970,960
2000-01-12,3860,3755,352980,1.86,74820,-29640,-50180
2000-01-13,3660,3650,398240,1.8,104590,-82500,-23940
2000-01-14,3700,3800,772320,1.88,64670,-27850,3180
2000-01-17,3800,3725,403390,1.84,75240,-29090,-46150
2000-01-18,3730,3520,441950,1.74,-14400,9510,-3110
2000-01-19,3500,3200,528220,1.58,-60950,80650,-11600
2000-01-20,3200,3400,524520,1.68,-40440,35620,4820
2000-01-21,3390,3445,486100,1.7,5480,30630,-7850
2000-01-24,3420,3390,234290,1.68,-16170,13730,2440
2000-01-25,3330,3320,335770,1.64,-5610,25510,100
2000-01-26,3255,3610,849150,1.78,-73570,93570,0
2000-01-27,3700,3770,796170,1.86,-100130,100110,550
2000-01-28,3770,3590,420140,1.77,-2720,7590,-3590
2000-01-31,3505,3575,359040,1.77,14310,-14310,0
2000-02-01,3600,3530,391330,1.74,35050,38260,-73310
2000-02-02,3500,3590,560810,1.77,-20260,-9740,0
2000-02-03,3640,3555,389810,1.76,5590,-5590,0
2000-02-07,3560,3520,352100,1.74,60820,-71340,10410
2000-02-08,3500,3380,524210,1.67,17290,-20360,1070
2000-02-09,3365,3290,529370,1.63,135950,-123250,300
2000-02-10,3225,3150,645050,1.56,237100,-207400,-29700
2000-02-11,3150,3000,564710,1.48,74190,-62190,830
2000-02-14,2850,2945,589710,1.46,-31300,20380,5920
2000-02-15,2900,2870,314690,1.42,-17240,11300,5940
2000-02-16,2890,2940,348660,1.45,-11680,9850,2450
2000-02-17,2900,2890,415440,1.43,-25750,8880,3470
2000-02-18,2850,2700,618440,1.33,48190,-37310,-14520
2000-02-21,2650,2500,454200,1.24,-14910,-2380,-2710
2000-02-22,2545,2530,451640,1.25,-990,9090,-17940
2000-02-23,2500,2905,629870,1.44,30930,-16490,-3810
2000-02-24,2905,2790,631810,1.38,-23110,-970,-920
2000-02-25,2890,2970,474970,1.47,-26000,13250,12640
2000-02-28,2970,2860,370630,1.41,-60400,21350,24320
2000-02-29,2880,2800,463570,1.38,100820,-112630,11810
2000-03-02,2800,2800,602770,1.38,161720,-169980,20260
2000-03-03,2900,2690,501840,1.33,108020,-133480,-4860
2000-03-06,2710,2875,615510,1.42,17540,-33180,-110
2000-03-07,2900,2980,739010,1.47,-4370,-4550,-1480
2000-03-08,2840,2900,456360,1.43,16700,-5790,-910
2000-03-09,2855,2865,1669510,1.42,370460,-204680,-164970
2000-03-10,3000,3050,1282010,1.51,-11240,10610,630
2000-03-13,3000,3080,959520,1.52,19040,-19370,-7560
2000-03-14,3075,2955,685430,1.46,18120,-37850,-260
2000-03-15,2930,2880,505800,1.42,-8490,1620,-3240
2000-03-16,2900,2845,519570,1.41,-45480,20650,-1800
2000-03-17,2855,2915,509260,1.44,5950,-13050,1350
2000-03-20,2900,2965,557590,1.47,-32800,12490,10030
2000-03-21,2965,2910,548140,1.44,-115390,14600,4760
2000-03-22,2960,2910,604150,1.44,-52450,2300,4080
2000-03-23,2950,2970,977780,1.47,1110,-29220,0
2000-03-24,3070,2950,501090,1.46,-61790,10810,300
2000-03-27,2970,2980,616020,1.47,22200,-55780,0
2000-03-28,2980,3020,672930,1.49,-89900,23880,6040
2000-03-29,3000,3000,522140,1.48,60590,-22560,-6720
2000-03-30,3020,2900,435620,1.43,-29180,7210,2780
2000-03-31,2900,2900,387880,1.43,11720,-18530,6660
2000-04-03,2870,2810,311030,1.39,-16850,10040,7140
2000-04-04,2800,2745,261080,1.36,-69530,64050,3830
2000-04-06,2750,2650,299390,1.31,-70,-5490,5560
2000-04-07,2650,2690,284900,1.33,-1780,-960,2780
2000-04-10,2750,2900,729600,1.43,62350,-51060,-3450
2000-04-11,2850,2760,388480,1.36,-109400,106100,-150
2000-04-12,2760,2710,184690,1.34,40380,-37930,-3050
2000-04-14,2680,2665,216180,1.32,29760,-29010,0
2000-04-17,2510,2450,395760,1.21,-78830,57770,18200
2000-04-18,2520,2530,332850,1.25,55970,-54890,180
2000-04-19,2580,2630,464770,1.3,3260,-33540,32120
2000-04-20,2580,2655,195880,1.31,11770,-7590,-4180
2000-04-21,2740,2660,256120,1.31,9190,-6340,-2730
2000-04-24,2610,2615,164280,1.29,5430,-4320,0
2000-04-25,2690,2595,179820,1.28,-14210,14210,0
2000-04-26,2620,2495,271520,1.23,-23020,-18420,40840
2000-04-27,2515,2475,328650,1.22,-77060,34540,42520
2000-04-28,2520,2500,303660,1.24,-79090,-12000,56020
2000-05-02,2540,2500,371130,1.24,49280,-73400,11240
2000-05-03,2510,2520,233940,1.25,25920,-10500,-8090
2000-05-04,2520,2550,278050,1.26,-65340,-10120,5050
2000-05-08,2505,2540,464490,1.26,22290,-580,-15910
2000-05-09,2560,2680,1459040,1.32,2530,50,-2480
2000-05-10,2710,2610,527970,1.29,7940,22760,-31250
2000-05-12,2605,2600,332690,1.28,-89870,89720,-5850
2000-05-15,2670,2530,464830,1.25,-206560,199040,-5730
2000-05-16,2540,2580,352910,1.27,-213180,199780,-1600
2000-05-17,2610,2450,339360,1.21,-81150,83100,-2320
2000-05-18,2320,2370,380770,1.17,-162420,161530,900
2000-05-19,2310,2340,761840,1.16,83340,305610,-388950
2000-05-22,2350,2160,418600,1.07,-30550,179570,-148710
2000-05-23,2160,2270,392940,1.12,-152320,172470,-21870
2000-05-24,2205,2410,423990,1.19,-153040,113090,-360
2000-05-25,2420,2625,627640,1.3,-166540,181020,-2380
2000-05-26,2565,2500,428270,1.24,-181800,194900,-13000
2000-05-29,2360,2535,330280,1.25,-149050,153950,-4900
2000-05-30,2560,2570,349570,1.27,-52280,53780,-2440
2000-05-31,2610,2560,903900,1.26,-192300,439160,-246820
2000-06-01,2600,2670,445040,1.32,-99960,185340,-70380
2000-06-02,2650,2670,472060,1.32,-171420,172100,-580
2000-06-05,2720,2930,748660,1.45,-216880,216880,0
2000-06-07,2900,3065,870190,1.51,-165240,166770,-1530
2000-06-08,3040,2860,582820,1.41,-154020,155350,-1330
2000-06-09,2840,2885,433630,1.43,-1640,1280,120
2000-06-12,3000,3110,1586820,1.54,-2850,14810,-10120
2000-06-13,3220,3020,668180,1.49,-24130,24130,0
2000-06-14,3020,3040,457910,1.5,3080,-3140,60
2000-06-15,2975,2850,340540,1.41,2670,-3910,-60
2000-06-16,2855,2855,440110,1.41,-214050,9010,360
2000-06-19,2855,2865,392230,1.42,-248080,85250,60000
2000-06-20,2870,2880,592790,1.42,-210240,-70580,80820
2000-06-21,2980,2900,360300,1.43,-47270,-12370,59640
2000-06-22,3000,2990,365550,1.48,-61310,6410,55000
2000-06-23,2990,2985,476580,1.47,-186660,-38340,75000
2000-06-26,3000,3095,675510,1.53,-57120,54060,480
2000-06-27,3150,3110,540260,1.54,-147860,23050,80000
2000-06-28,3155,3270,736360,1.62,-131100,83770,47330
2000-06-29,3320,3645,1484610,1.8,-317510,312120,-600
2000-06-30,3500,3495,1103700,1.73,-153560,-47580,200000
2000-07-03,3550,3710,1493430,1.83,-229130,-177260,322000
2000-07-04,3695,3650,737400,1.8,-169970,27300,143200
2000-07-05,3830,3710,1550790,1.83,-511640,-190310,2000
2000-07-06,3710,3645,886840,1.8,-390370,100370,-10000
2000-07-07,3645,3570,762920,1.76,-250530,51350,-1280
2000-07-10,3600,3630,483420,1.79,-49990,48790,1500
2000-07-11,3600,3600,390170,1.78,-46810,30550,2260
2000-07-12,3660,3605,511920,1.78,-79170,77700,-1760
2000-07-13,3510,3510,305720,1.73,-55130,-8860,63990
2000-07-14,3550,3490,913300,1.72,-412590,-265140,147730
2000-07-18,3510,3500,576740,1.73,-316140,59370,155840
2000-07-19,3550,3460,771090,1.71,-341190,-144910,16100
2000-07-20,3490,3460,733560,1.71,-500410,9190,6890
2000-07-21,3410,3460,298880,1.71,-68470,67230,1240
2000-07-24,3460,3300,317190,1.63,-48420,-56870,4490
2000-07-25,3050,3250,121200,1.61,-48180,30670,17510
2000-07-26,3245,3195,313450,1.58,-63830,-36170,0
2000-07-27,3190,3050,271830,1.51,-118060,18060,0
2000-07-28,3055,3045,364610,1.5,-248290,26440,21190
2000-07-31,3050,3120,156170,1.54,-46300,27110,17740
2000-08-01,3120,3275,443000,1.62,-65950,-34050,0
2000-08-02,3290,3290,195580,1.63,-113820,12270,1550
2000-08-03,3290,3300,232020,1.63,-68390,-30620,-990
2000-08-04,3300,3255,172660,1.61,-85550,-13350,-110
2000-08-07,3260,3225,257990,1.59,-81000,-24000,0
2000-08-08,3235,3295,222610,1.63,-99440,-1320,760
2000-08-09,3300,3380,207770,1.67,-121180,15680,5500
2000-08-10,3380,3500,325920,1.73,-101190,-22010,23200
2000-08-11,3495,3485,203200,1.72,-22800,-20420,220
2000-08-14,3490,3580,276430,1.77,-105120,4470,1450
2000-08-16,3580,3540,248430,1.75,-130230,24730,5150
2000-08-17,3540,3380,381690,1.67,-85120,-14880,0
2000-08-18,3350,3230,354560,1.6,-81730,-18380,110
2000-08-21,3225,3245,191020,1.6,-92990,-8050,-220
2000-08-22,3250,3330,234720,1.65,-133030,30550,2480
2000-08-23,3330,3200,181980,1.58,-70270,-30300,570
2000-08-24,3210,3295,220020,1.63,-110340,510,3050
2000-08-25,3350,3330,278840,1.65,-212680,12790,-110
2000-08-28,3400,3450,369030,1.7,-225710,10160,15550
2000-08-29,3500,3550,394740,1.75,-197430,460,1970
2000-08-30,3600,3460,265320,1.71,-66480,-21080,-12440
2000-08-31,3495,3390,247220,1.68,-56340,-41290,-2210
2000-09-01,3395,3400,205140,1.68,-108950,8950,0
2000-09-04,3500,3450,185910,1.7,-79970,-20030,0
2000-09-05,3535,3485,216260,1.72,-140800,34170,6630
2000-09-06,3395,3330,162850,1.65,-80950,6650,10840
2000-09-07,3330,3150,132490,1.56,36970,-29960,-6690
2000-09-08,3250,3180,215790,1.57,-59530,-23300,-5970
2000-09-14,3100,2915,268030,1.44,134700,-57560,-72140
2000-09-15,2915,2945,144730,1.46,31100,-12880,-23720
2000-09-18,2940,2860,142330,1.41,-99740,30310,62640
2000-09-19,2710,2825,74570,1.4,-13790,-13580,27970
2000-09-20,2970,2840,132250,1.4,8970,-25400,-2970
2000-09-21,2760,2820,131260,1.39,14470,-5090,-9380
2000-09-22,2820,2620,88840,1.29,13710,-5280,-8430
2000-09-25,2620,2650,82020,1.31,-2660,2660,0
2000-09-26,2540,2600,66950,1.28,-2020,1060,0
2000-09-27,2570,2635,76460,1.3,-8450,12040,0
2000-09-28,2730,2700,87340,1.33,17470,-9430,-640
2000-09-29,2840,2665,55770,1.32,12090,-10530,-1080
2000-10-02,2570,2555,96910,1.26,69060,-3760,-65300
2000-10-04,2420,2545,86850,1.26,-21770,16720,5050
2000-10-05,2575,2525,72320,1.25,10250,-10350,100
2000-10-06,2530,2370,318180,1.17,57160,-57160,0
2000-10-09,2335,2245,420790,1.11,103860,-103660,-200
2000-10-10,2250,2290,172860,1.13,-10370,3370,0
2000-10-11,2290,2235,131290,1.1,-22060,9640,4420
2000-10-12,2230,2020,182100,1,19980,-11960,-13020
2000-10-13,2020,2050,163090,1.01,-5620,26570,-24600
2000-10-16,2320,2220,108100,1.1,17720,-17520,0
2000-10-17,2250,2250,241150,1.11,-27990,22990,0
2000-10-18,2220,2270,124750,1.12,-7020,4810,2210
2000-10-19,2270,2375,170640,1.17,11310,-7910,-3400
2000-10-20,2375,2360,268460,1.17,-66160,10160,5820
2000-10-23,2355,2295,246690,1.13,-30190,-19130,-500
2000-10-24,2290,2260,156950,1.12,-69200,18800,400
2000-10-25,2205,2175,131580,1.08,31780,-31380,-400
2000-10-26,2175,2200,367820,1.09,-59520,9520,0
2000-10-27,2200,2100,190950,1.04,-100930,44680,4600
2000-10-30,2100,2090,137380,1.03,-33950,-14580,0
2000-10-31,2090,2070,119680,1.02,-68190,14070,2710
2000-11-01,2095,2195,181590,1.08,9090,-8670,970
2000-11-02,2200,2245,333010,1.11,-103000,790,2210
2000-11-03,2310,2290,172220,1.13,4210,-7080,-2840
2000-11-06,2290,2320,356180,1.15,-35230,-63630,-200
2000-11-07,2320,2240,426330,1.11,124710,-223530,500
2000-11-08,2235,2015,1142410,1,616350,-712250,-2210
2000-11-09,2030,2040,546220,1.01,112740,-230560,-7700
2000-11-10,2035,2050,362650,1.01,-107370,16920,0
2000-11-13,2050,2045,332510,1.01,-63890,-35480,0
2000-11-14,2050,2095,226560,1.04,-5620,-1690,-1700
2000-11-15,2095,2145,518810,1.06,-23310,23010,300
2000-11-16,2140,2185,197910,1.08,-4420,4420,0
2000-11-17,2180,2145,225580,1.06,32020,-31820,-200
2000-11-20,2150,2145,245020,1.06,-93310,-3590,-100
2000-11-21,2145,2125,272190,1.05,-95610,-540,-3850
2000-11-22,2130,2115,211810,1.04,-98240,-1260,-500
2000-11-23,2120,2095,174600,1.04,-121040,21040,0
2000-11-24,2100,2095,215240,1.04,-54950,15150,4120
2000-11-27,2100,2165,188730,1.07,-24150,20890,0
2000-11-28,2170,2165,256560,1.07,-101860,2320,0
2000-11-29,2170,2145,228690,1.06,-63640,-35740,-200
2000-11-30,2150,2115,238490,1.04,-99190,-9770,8960
2000-12-01,2120,2140,184460,1.06,-151270,48000,3270
2000-12-04,2170,2185,87360,1.08,3670,-7720,100
2000-12-05,2190,2225,168820,1.1,-80130,30400,0
2000-12-06,2250,2275,196960,1.12,-50000,41640,7900
2000-12-07,2285,2320,190440,1.15,-84290,-17900,2650
2000-12-08,2380,2395,223740,1.18,-96590,23390,0
2000-12-11,2400,2635,260210,1.3,-63660,59890,770
2000-12-12,2700,2585,262100,1.28,-66710,-41900,9990
2000-12-13,2550,2545,187870,1.26,-8930,47850,-38920
2000-12-14,2410,2320,256730,1.15,119020,-156750,37730
2000-12-15,2300,2325,249610,1.15,82990,-59460,-23530
2000-12-18,2330,2435,157120,1.2,-32560,22200,4650
2000-12-19,2450,2395,180510,1.18,-34270,-13930,-1800
2000-12-20,2400,2345,155290,1.16,-52050,2710,-300
2000-12-21,2345,2490,364890,1.23,-213490,13660,-450
2000-12-22,2530,2495,358230,1.23,-19870,-14590,0
2000-12-26,2490,2360,121500,1.17,-15980,30710,0
2001-01-02,2200,2340,125800,,20460,-18570,0
2001-01-03,2390,2300,254780,,-60490,-28760,-4400
2001-01-04,2390,2335,485430,,136550,-170730,1360
2001-01-05,2335,2440,704760,,28430,-88110,-13050
2001-01-08,2440,2430,538460,,-11280,-99210,9650
2001-01-09,2430,2495,320370,,-72150,37870,3900
2001-01-10,2460,2220,400620,,54860,-59700,420
2001-01-11,2230,2210,279050,,98100,-86930,-10880
2001-01-12,2270,2270,434830,,15180,-23470,7660
2001-01-15,2270,2250,309070,,23890,-23160,-100
2001-01-16,2280,2230,222480,,14340,-15240,900
2001-01-17,2260,2195,303670,,72390,-69350,500
2001-01-18,2150,2185,417910,,-24690,23700,300
2001-01-19,2180,2185,244850,,-38980,34730,3100
2001-01-22,2185,2250,259080,,6480,-7520,-1800
2001-01-26,2280,2220,287110,,-1030,-20720,0
2001-01-29,2220,2250,436560,,200080,-200080,0
2001-01-30,2250,2290,460190,,58940,-58840,-100
2001-01-31,2290,2490,524350,,-134810,332490,0
2001-02-01,2400,2330,452750,,107650,92170,760
2001-02-02,2330,2230,276810,,107430,-106270,0
2001-02-05,2295,2200,516280,,-227930,228510,0
2001-02-06,2195,2230,138250,,-37170,16490,20100
2001-02-07,2200,2205,192060,,26990,-24570,0
2001-02-08,2190,2205,143890,,-27200,23450,2910
2001-02-09,2185,2200,152040,,5820,-8380,0
2001-02-12,2175,2220,210800,,-46830,45200,-900
2001-02-13,2220,2195,223470,,83280,-84100,240
2001-02-14,2185,2220,258700,,-29700,26430,900
2001-02-15,2220,2245,674010,,-217210,213780,0
2001-02-16,2250,2195,219750,,16770,-16190,0
2001-02-19,2190,2170,166930,,45970,-37920,-2680
2001-02-20,2190,2215,181000,,-13780,12410,0
2001-02-21,2185,2185,134540,,-8610,7770,0
2001-02-22,2185,2165,222170,,-15400,17080,-2840
2001-02-23,2150,2185,173540,,-26370,23700,2250
2001-02-26,2200,2180,185850,,-34100,9590,23300
2001-02-27,2200,2160,253710,,33980,-17560,1360
2001-02-28,2160,2155,138600,,-5480,14840,0
2001-03-02,2140,2070,227570,,55410,-52260,1060
2001-03-05,2040,2015,224790,,-28840,23620,320
2001-03-06,2010,2010,714920,,404590,-405170,0
2001-03-07,2005,1950,819770,,229860,-230060,1460
2001-03-08,1960,1990,530810,,46620,-7710,-40170
2001-03-09,2000,1940,336910,,53630,-34250,-13640
2001-03-12,1910,1830,393560,,42750,-13120,-28770
2001-03-13,1760,1675,625120,,194690,-195760,490
2001-03-14,1690,1675,2767710,,1169630,6440,-3300
2001-03-15,1645,1750,2267980,,-15460,15300,-3000
2001-03-16,1800,1740,1209540,,-15980,-16140,0
2001-03-19,1700,1715,586430,,-89650,23060,0
2001-03-20,1750,1710,505710,,-13890,17240,-920
2001-03-21,1700,1735,3427050,,227960,-230150,1900
2001-03-22,1740,1690,921880,,-32240,-10760,3000
2001-03-23,1705,1680,443990,,-47220,26780,-1000
2001-03-26,1700,1690,349970,,-15390,-7940,-300
2001-03-27,1690,1680,291510,,30,-2680,-3300
2001-03-28,1705,1675,640010,,128920,13520,-157160
2001-03-29,1660,1630,558220,,70600,11970,-92840
2001-03-30,1620,1580,333870,,-37330,3770,-1000
2001-04-02,1560,1515,413100,,-280,1280,-1000
2001-04-03,1490,1455,590730,,-39120,31740,0
2001-04-04,1420,1445,444720,,-22580,22120,0
2001-04-06,1485,1445,484230,,36040,-39120,-600
2001-04-09,1420,1410,276830,,2900,-1460,0
2001-04-10,1425,1375,467110,,8840,2160,-1000
2001-04-11,1390,1405,584770,,48330,-45860,0
2001-04-12,1410,1395,563700,,50860,-48120,-1130
2001-04-13,1410,1450,722800,,-37020,38070,-5840
2001-04-16,1470,1465,405720,,-101750,101750,0
2001-04-17,1495,1585,1968610,,8320,2680,0
2001-04-18,1610,1625,836900,,-100550,96980,0
2001-04-19,1660,1615,701630,,-11190,-14630,0
2001-04-20,1615,1630,352390,,-103560,71710,0
2001-04-23,1620,1635,231480,,-93050,79620,4500
2001-04-24,1625,1640,300790,,-88590,46600,-4500
2001-04-25,1635,1725,383440,,-130720,38240,50000
2001-04-26,1735,1770,888440,,-56260,-17550,2600
2001-04-27,1750,1750,525180,,-4870,1310,6200
2001-04-30,1750,1730,235940,,-25370,22730,0
2001-05-02,1750,1740,219880,,51560,-54930,9800
2001-05-03,1750,1710,227100,,11080,-37620,500
2001-05-04,1700,1710,254860,,-65570,16970,-500
2001-05-07,1705,1725,175620,,-28030,24950,0
2001-05-08,1725,1730,270050,,8320,-7140,0
2001-05-09,1735,1740,276750,,-34600,-12300,50000
2001-05-10,1740,1740,137490,,-2890,-720,0
2001-05-11,1735,1730,309550,,2790,-17790,30000
2001-05-14,1745,1790,389500,,-33760,-6940,40000
2001-05-15,1800,1790,188600,,-20590,20150,0
2001-05-16,1820,1770,328200,,-30040,-12830,40000
2001-05-17,1800,1825,276420,,-45280,14820,30000
2001-05-18,1850,1955,1055970,,29910,-30570,30000
2001-05-21,2000,2145,843990,,-30240,27270,0
2001-05-22,2195,2100,827200,,-24980,-11340,0
2001-05-23,2090,2200,475630,,-47710,32350,0
2001-05-24,2200,2300,821110,,-33460,25800,0
2001-05-25,2350,2330,586280,,-45070,10570,0
2001-05-28,2290.0,2170.0,593880.0,,-7530,9900,0
2001-05-29,2190.0,2290.0,1001550.0,,-31950,32980,0
2001-05-30,2350.0,2215.0,805930.0,,42660,-29220,1560
2001-05-31,2150.0,2135.0,366370.0,,-26300,13760,9440
2001-06-01,2140.0,2140.0,904670.0,,11970,-12720,240
2001-06-04,2120.0,2150.0,282260.0,,-8630,-20,1880
2001-06-05,2120.0,2160.0,364940.0,,-22870,21090,5370
2001-06-07,2030.0,2000.0,1034550.0,,50340,2900,0
2001-06-08,2015.0,2025.0,652310.0,,-33860,14770,0
2001-06-11,2020.0,1975.0,500690.0,,40700,-67110,0
2001-06-12,1950.0,1970.0,322020.0,,2750,-11240,0
2001-06-13,1995.0,1995.0,380230.0,,37970,-24630,-12000
2001-06-14,2000.0,2145.0,1030110.0,,58350,-39200,11800
2001-06-15,2130.0,2145.0,333560.0,,-7290,4960,-4830
2001-06-18,2140.0,2240.0,854060.0,,-144030,67140,0
2001-06-19,2215.0,2200.0,566220.0,,-46210,79600,-48590
2001-06-20,2200.0,2130.0,263710.0,,-2180,3290,0
2001-06-21,2130.0,2205.0,1431200.0,,-8020,11870,0
2001-06-22,2300.0,2190.0,506140.0,,-12640,4550,0
2001-06-25,2150.0,2110.0,266370.0,,-33430,3140,0
2001-06-26,2130.0,2015.0,265590.0,,-18660,5550,0
2001-06-27,1980.0,2050.0,635420.0,,11630,32280,5310
2001-06-28,2095.0,2110.0,386570.0,,-16370,9520,530
2001-06-29,2150.0,2150.0,222350.0,,-45410,35980,5300
2001-07-02,2175.0,2180.0,293270.0,,-124470,120110,-12940
2001-07-03,2180.0,2195.0,177730.0,,-85670,86500,0
2001-07-04,2150.0,2250.0,329710.0,,-108620,109220,0
2001-07-05,2290.0,2250.0,1119010.0,,-230510,230590,0
2001-07-06,2260.0,2430.0,1275620.0,,-281050,23400,300000
2001-07-09,2380.0,2460.0,1648020.0,,-141220,155620,0
2001-07-10,2490.0,2370.0,726030.0,,-111960,130930,5730
2001-07-11,2300.0,2230.0,414920.0,,-36540,1010,-2160
2001-07-12,2230.0,2220.0,608740.0,,-107170,147150,-11140
2001-07-13,2260.0,2060.0,499970.0,,-13220,-12460,0
2001-07-16,2090.0,2080.0,152560.0,,-14110,2050,6710
2001-07-18,2140.0,2130.0,214410.0,,-60420,-17310,71090
2001-07-19,2050.0,2105.0,158810.0,,-96540,15690,74750
2001-07-20,2120.0,2110.0,151600.0,,-3810,-42430,56660
2001-07-23,2055.0,2100.0,154410.0,,-85540,8750,2530
2001-07-24,2100.0,2060.0,183320.0,,-29070,80,28570
2001-07-25,2060.0,2100.0,193310.0,,6690,-41310,0
2001-07-26,2080.0,2130.0,223780.0,,40150,-39480,0
2001-07-27,2150.0,2150.0,223760.0,,29760,-18640,-11120
2001-07-30,2105.0,2080.0,89820.0,,13190,-30650,0
2001-07-31,2050.0,2070.0,81500.0,,-30600,9240,0
2001-08-01,2100.0,2080.0,255910.0,,12910,-19480,7880
2001-08-02,2090.0,2135.0,317860.0,,-2540,-17410,0
2001-08-03,2140.0,2105.0,109280.0,,13430,-6250,-5720
2001-08-06,2105.0,2335.0,1516070.0,,105140,-48940,0
2001-08-07,2365.0,2350.0,942890.0,,105910,-61120,0
2001-08-08,2350.0,2300.0,347120.0,,3230,-3230,0
2001-08-09,2355.0,2400.0,1465670.0,,131550,-70710,0
2001-08-10,2410.0,2415.0,330090.0,,5060,-5270,0
2001-08-13,2425.0,2420.0,426770.0,,44570,-14570,0
2001-08-14,2400.0,2510.0,1132250.0,,16290,2910,0
2001-08-16,2400.0,2630.0,1502020.0,,102090,-57090,0
2001-08-17,2630.0,2625.0,646110.0,,-29640,29540,0
2001-08-20,2550.0,2580.0,792220.0,,137280,-124370,-12910
2001-08-21,2610.0,2550.0,454430.0,,-7170,7170,0
2001-08-22,2520.0,2610.0,653860.0,,-55030,54780,0
2001-08-23,2630.0,2550.0,464270.0,,-133980,133980,0
2001-08-24,2510.0,2490.0,404380.0,,-70240,69730,0
2001-08-27,2510.0,2625.0,569030.0,,-29280,30480,0
2001-08-28,2630.0,2780.0,1325760.0,,124450,-114590,0
2001-08-29,2710.0,2600.0,775510.0,,67920,-67920,0
2001-08-30,2570.0,2680.0,541060.0,,18080,-18080,0
2001-08-31,2515.0,2600.0,446570.0,,-130710,115370,15340
2001-09-03,2620.0,2540.0,408670.0,,-7630,7630,0
2001-09-04,2560.0,2600.0,306470.0,,11320,-11480,20
2001-09-05,2600.0,2680.0,738490.0,,8430,-5590,-2840
2001-09-06,2740.0,2710.0,429320.0,,1760,-1760,0
2001-09-07,2690.0,2740.0,687480.0,,38440,-31630,-7010
2001-09-10,2710.0,2735.0,354410.0,,-46980,24730,-250
2001-09-11,2735.0,2680.0,386660.0,,-83200,61860,13840
2001-09-12,2280.0,2280.0,690560.0,,-80750,75960,1930
2001-09-13,2390.0,2475.0,868220.0,,176970,-162790,-8160
2001-09-14,2475.0,2300.0,497380.0,,8310,-2410,-2980
2001-09-17,2320.0,2250.0,349340.0,,-41540,13470,0
2001-09-18,2390.0,2545.0,724420.0,,-296380,6380,290000
2001-09-19,2555.0,2550.0,595500.0,,-58140,38290,20000
2001-09-20,2510.0,2470.0,218450.0,,4000,-10140,4610
2001-09-21,2410.0,2490.0,365470.0,,9990,10,-10000
2001-09-24,2520.0,2485.0,239810.0,,-2460,7660,-5020
2001-09-25,2545.0,2420.0,320770.0,,15720,-15720,0
2001-09-26,2450.0,2400.0,209530.0,,64040,-1230,2910
2001-09-27,2320.0,2400.0,219670.0,,27670,-2170,0
2001-09-28,2420.0,2450.0,246160.0,,31560,6440,-40320
2001-10-04,2640.0,2590.0,505200.0,,-11710,12640,830
2001-10-05,2590.0,2695.0,1360060.0,,-63480,58460,-9980
2001-10-08,2695.0,2675.0,480220.0,,2050,-3810,0
2001-10-09,2725.0,2705.0,724520.0,,142290,-147190,21500
2001-10-10,2720.0,2740.0,456940.0,,36380,-36380,0
2001-10-11,2830.0,2760.0,2931590.0,,154020,-157520,3500
2001-10-12,2790.0,2725.0,671410.0,,-75420,-58870,-2000
2001-10-15,2720.0,2700.0,369260.0,,-22370,18870,-3000
2001-10-16,2740.0,2780.0,841500.0,,35150,-154580,0
2001-10-17,2800.0,2820.0,547290.0,,91550,-101550,0
2001-10-18,2790.0,2770.0,267460.0,,-3050,13050,-10000
2001-10-19,2710.0,2760.0,189090.0,,-39800,44350,0
2001-10-22,2790.0,2800.0,1146700.0,,249230,-313230,31000
2001-10-23,2800.0,2760.0,311930.0,,-76050,78050,0
2001-10-24,2705.0,2610.0,1091300.0,,124670,-138170,-7000
2001-10-25,2600.0,2550.0,587210.0,,61660,-78210,17000
2001-10-26,2555.0,2610.0,307370.0,,-62740,61790,500
2001-10-29,2610.0,2600.0,450590.0,,246480,-250030,0
2001-10-30,2600.0,2670.0,800290.0,,68660,-34130,0
2001-10-31,2670.0,2660.0,282960.0,,56970,-57980,0
2001-11-01,2680.0,2650.0,296100.0,,21840,-21840,0
2001-11-02,2655.0,2640.0,480650.0,,32860,-20630,-12320
2001-11-05,2635.0,2660.0,218790.0,,22800,-21200,-500
2001-11-06,2690.0,2655.0,563940.0,,155580,-154300,0
2001-11-07,2670.0,2670.0,358920.0,,-15230,19860,-3000
2001-11-08,2670.0,2745.0,1111060.0,,-13110,37480,0
2001-11-09,2740.0,2675.0,572440.0,,217460,-218760,0
2001-11-12,2700.0,2690.0,475120.0,,38610,-32180,0
2001-11-13,2660.0,2690.0,358270.0,,-36290,37670,0
2001-11-14,2705.0,2705.0,706830.0,,248310,-230360,3000
2001-11-15,2720.0,2690.0,628080.0,,89210,-84400,0
2001-11-16,2680.0,2670.0,512240.0,,62000,-64000,-3000
2001-11-19,2685.0,2730.0,1178720.0,,152490,-95690,900
2001-11-20,2760.0,2750.0,893510.0,,-107460,-49810,300
