Symbol,동국제강_시가(원),동국제강_종가(원),동국제강_거래량(주),동국제강_PER(IFRS-연결),동국제강_순매수수량(개인)(주),동국제강_순매수수량(기관계)(주),동국제강_순매수수량(외국인계)(주)
2014-09-30,6470.0,6240.0,567305.0,,58907,-30464,-29443
2014-10-01,6200.0,5980.0,569075.0,,46288,-31059,-16729
2014-10-02,5880.0,5990.0,546960.0,,-44736,106524,-61788
2014-10-06,6010.0,6120.0,469071.0,,-41414,165197,-95013
2014-10-07,6160.0,6100.0,312938.0,,18038,110460,-128498
2014-10-08,6020.0,6120.0,289089.0,,17449,-6523,-10926
2014-10-10,6120.0,6030.0,210872.0,,-36985,44325,-9330
2014-10-13,6010.0,5990.0,217146.0,,-14671,31421,-19250
2014-10-14,6120.0,6300.0,1492283.0,,273612,-157259,-109855
2014-10-15,6300.0,6140.0,465394.0,,-9042,-39992,48534
2014-10-16,6100.0,6350.0,466856.0,,-131627,11665,119962
2014-10-17,6370.0,6400.0,686883.0,,-10888,14747,-3859
2014-10-20,6510.0,6480.0,182479.0,,-16026,5197,10224
2014-10-21,6480.0,6380.0,170946.0,,-23041,22812,229
2014-10-22,6410.0,6330.0,137949.0,,7126,4204,-11330
2014-10-23,6310.0,6270.0,207385.0,,-13201,-1071,14144
2014-10-24,6310.0,6350.0,189258.0,,-13881,5810,8021
2014-10-27,6400.0,6420.0,254048.0,,-2233,-22193,24426
2014-10-28,6490.0,6350.0,158068.0,,34329,7449,-41778
2014-10-29,6390.0,6560.0,334050.0,,-53535,4722,49313
2014-10-30,6590.0,6450.0,198920.0,,39780,5373,-45031
2014-10-31,6460.0,6360.0,225302.0,,57686,-9465,-47304
2014-11-03,6330.0,6290.0,185492.0,,-3200,-2577,5277
2014-11-04,6270.0,6140.0,310883.0,,-81378,97575,-20241
2014-11-05,6250.0,6220.0,176119.0,,-67318,85183,-17865
2014-11-06,6210.0,6460.0,289011.0,,-108180,63917,45263
2014-11-07,6420.0,6560.0,367913.0,,-44873,50637,-6754
2014-11-10,6550.0,6560.0,249055.0,,-31626,15276,16350
2014-11-11,6620.0,6480.0,213138.0,,-58747,31015,26732
2014-11-12,6400.0,6340.0,553263.0,,45264,-33869,-6440
2014-11-13,6320.0,6420.0,208179.0,,-18288,18354,434
2014-11-14,6410.0,6370.0,198920.0,,30313,-5471,-24993
2014-11-17,6360.0,6510.0,312494.0,,-16058,5494,14779
2014-11-18,6540.0,6500.0,275621.0,,42516,36303,-78672
2014-11-19,6560.0,6370.0,349899.0,,-8497,111742,-103382
2014-11-20,6370.0,6480.0,283683.0,,-67617,99255,-30638
2014-11-21,6530.0,6550.0,419234.0,,56643,-18910,-37733
2014-11-24,6650.0,6790.0,804980.0,,-70715,-68400,139990
2014-11-25,6780.0,6620.0,433151.0,,66328,-19904,-46924
2014-11-26,6610.0,6520.0,260701.0,,-22176,15725,6451
2014-11-27,6540.0,6470.0,266902.0,,8385,5256,-13100
2014-11-28,6430.0,6260.0,307050.0,,71958,5195,-77153
2014-12-01,6260.0,6150.0,307984.0,,-20596,51405,-30809
2014-12-02,6150.0,6090.0,297992.0,,106478,-65674,-39086
2014-12-03,6070.0,6200.0,353050.0,,16838,57361,-75699
2014-12-04,6160.0,6250.0,213570.0,,5669,18098,-22467
2014-12-05,6230.0,6250.0,198050.0,,66813,32136,-98949
2014-12-08,6190.0,6230.0,187161.0,,41575,34580,-76155
2014-12-09,6220.0,6110.0,169142.0,,33352,4935,-38287
2014-12-10,6080.0,6040.0,213233.0,,31279,-1754,-29525
2014-12-11,6010.0,5950.0,288663.0,,27625,68328,-90998
2014-12-12,5970.0,5850.0,336253.0,,120121,-58071,-62050
2014-12-15,5820.0,5880.0,330502.0,,80621,-152422,71833
2014-12-16,5860.0,5620.0,541146.0,,135394,-161742,19830
2014-12-17,5640.0,5830.0,314450.0,,-128147,-6954,134641
2014-12-18,5830.0,5790.0,202522.0,,-15423,21012,-5589
2014-12-19,5820.0,5900.0,227972.0,,-7665,1173,6492
2014-12-22,5900.0,5950.0,147253.0,,6762,1629,-7891
2014-12-23,5930.0,5940.0,120872.0,,-26082,17666,8816
2014-12-24,5950.0,5970.0,113482.0,,-3860,7378,-3018
2014-12-26,5960.0,6120.0,224913.0,,-78997,43632,35865
2014-12-29,6070.0,5990.0,143669.0,,47298,-8816,-38482
2014-12-30,5940.0,5860.0,216259.0,,66512,-16220,-47957
2015-01-02,5810.0,5770.0,143232.0,,44449,-37799,-6650
2015-01-05,5800.0,6040.0,313485.0,,-69157,76722,-7565
2015-01-06,6010.0,5870.0,264704.0,,59763,12199,-71962
2015-01-07,5870.0,5900.0,120520.0,,17522,13497,-32019
2015-01-08,5920.0,5950.0,189604.0,,10159,7985,-18144
2015-01-09,5980.0,6050.0,228289.0,,10375,-17985,7610
2015-01-12,6000.0,6010.0,131689.0,,-614,-13497,14111
2015-01-13,6100.0,5980.0,199247.0,,54370,-21122,-33248
2015-01-14,6040.0,5840.0,241733.0,,39459,-10414,-29045
2015-01-15,5820.0,5910.0,204832.0,,-6668,7273,-455
2015-01-16,5860.0,5730.0,373683.0,,118631,-10835,-107759
2015-01-19,5740.0,5790.0,177255.0,,-9240,11995,-2837
2015-01-20,5800.0,5770.0,221434.0,,56965,-2665,-53051
2015-01-21,5760.0,5590.0,414289.0,,91734,-3153,-88661
2015-01-22,5630.0,5650.0,320200.0,,-14262,-9711,23973
2015-01-23,5760.0,5520.0,578797.0,,169314,-53381,-115309
2015-01-26,5540.0,5450.0,262598.0,,39361,9856,-49217
2015-01-27,5480.0,5470.0,355212.0,,128901,-40250,-88651
2015-01-28,5450.0,5680.0,414838.0,,20503,-24422,3919
2015-01-29,5660.0,5670.0,248303.0,,32273,-8358,-32809
2015-01-30,5740.0,5600.0,370369.0,,-14348,-11613,-18645
2015-02-02,5560.0,5680.0,342631.0,,-24281,-23235,43022
2015-02-03,5780.0,5710.0,275931.0,,73855,-37338,-44419
2015-02-04,5800.0,5830.0,366994.0,,12763,-22885,10102
2015-02-05,5890.0,5830.0,318870.0,,-43692,93,33586
2015-02-06,5850.0,5870.0,206151.0,,-21686,5009,16673
2015-02-09,5930.0,5860.0,271525.0,,-70897,745,71152
2015-02-10,5820.0,5920.0,204082.0,,-61525,5677,55704
2015-02-11,5900.0,5850.0,238886.0,,56286,-21804,-34482
2015-02-12,5780.0,5700.0,282428.0,,37037,-28153,-29884
2015-02-13,5710.0,5740.0,158901.0,,33976,-19167,-14809
2015-02-16,5720.0,5790.0,133263.0,,12639,-23467,9775
2015-02-17,5780.0,5820.0,134043.0,,-1415,-20344,21759
2015-02-23,5850.0,5810.0,131089.0,,-1377,-17367,19626
2015-02-24,5800.0,5780.0,208715.0,,30857,-24717,-6140
2015-02-25,5820.0,6140.0,825990.0,,-39518,-36780,74466
2015-02-26,6110.0,6220.0,558894.0,,-8048,-16749,26797
2015-02-27,6200.0,6320.0,625706.0,,81554,-51803,-34753
2015-03-02,6260.0,6420.0,917253.0,,-26131,-54639,69748
2015-03-03,6540.0,6570.0,874991.0,,65864,-40262,-27269
2015-03-04,6520.0,6330.0,611756.0,,30885,-34881,2177
2015-03-05,6330.0,6460.0,403669.0,,-64547,64411,-2025
2015-03-06,6540.0,6660.0,702869.0,,44704,-23986,-28538
2015-03-09,6570.0,6470.0,414861.0,,45953,-2815,-38708
2015-03-10,6510.0,6460.0,453983.0,,21954,5963,-32467
2015-03-11,6350.0,6260.0,474461.0,,142868,-56319,-92229
2015-03-12,6250.0,6280.0,457883.0,,54118,33482,-91793
2015-03-13,6360.0,6300.0,192198.0,,12233,5076,-16082
2015-03-16,6270.0,6310.0,328229.0,,117453,57,-114027
2015-03-17,6390.0,6340.0,397973.0,,136998,-63512,-65489
2015-03-18,6240.0,6090.0,902775.0,,59548,1771,-61144
2015-03-19,6040.0,6090.0,805518.0,,-54088,16972,38280
2015-03-20,6140.0,6110.0,440366.0,,80884,10498,-92479
2015-03-23,6080.0,6250.0,382162.0,,15285,17297,-31484
2015-03-24,6250.0,6240.0,472086.0,,74820,-4394,-72508
2015-03-25,6240.0,6230.0,344252.0,,8904,3440,-11795
2015-03-26,6210.0,6290.0,371277.0,,-48946,59251,-13283
2015-03-27,6350.0,6300.0,371827.0,,55752,7897,-64027
2015-03-30,5880.0,5890.0,1287078.0,,51878,-9905,-22183
2015-03-31,5900.0,6010.0,709338.0,,60394,-29423,-32721
2015-04-01,6000.0,5910.0,285808.0,,69460,8108,-78568
2015-04-02,5940.0,5860.0,267002.0,,62789,-1360,-61429
2015-04-03,5860.0,5880.0,471486.0,,52149,-19032,-3547
2015-04-06,5920.0,5900.0,359753.0,,22270,-13504,5234
2015-04-07,5960.0,6080.0,699792.0,,52862,-49652,11236
2015-04-08,6100.0,6310.0,772858.0,,3717,-15148,31332
2015-04-09,6310.0,6310.0,476013.0,,20838,30639,-34961
2015-04-10,6350.0,6400.0,565997.0,,51503,-38936,7233
2015-04-13,6460.0,6810.0,1523955.0,,-26696,-73566,115957
2015-04-14,6890.0,6810.0,709931.0,,-14876,-2034,14842
2015-04-15,6870.0,6830.0,509579.0,,-37813,4573,32920
2015-04-16,6950.0,6880.0,649203.0,,12621,5884,-12738
2015-04-17,6870.0,6700.0,607529.0,,6785,-64238,69865
2015-04-20,6610.0,6710.0,550936.0,,-75744,-42783,120349
2015-04-21,6660.0,6500.0,762015.0,,-9160,-24211,28063
2015-04-22,6450.0,6370.0,618764.0,,-95367,12276,82891
2015-04-23,6410.0,6580.0,587529.0,,39352,-6072,-40156
2015-04-24,6500.0,6610.0,713288.0,,114647,8783,-125557
2015-04-27,6680.0,6450.0,966436.0,,118647,177770,-337787
2015-04-28,6600.0,6820.0,1170829.0,,-132661,86060,48859
2015-04-29,6800.0,6600.0,733134.0,,212165,-36773,-175869
2015-04-30,6580.0,6400.0,436755.0,,62897,8637,-72786
2015-05-04,6270.0,6180.0,920621.0,,-47304,-11670,38474
2015-05-06,6060.0,6050.0,597817.0,,-56180,38535,18245
2015-05-07,6050.0,6070.0,359422.0,,40666,53567,-93705
2015-05-08,6030.0,6120.0,199188.0,,62054,10978,-72799
2015-05-11,6170.0,6050.0,314952.0,,114386,-38336,-77806
2015-05-12,6010.0,6000.0,237453.0,,40652,-13910,-25092
2015-05-13,5970.0,6100.0,241805.0,,32963,-34948,1993
2015-05-14,6080.0,6030.0,250548.0,,110626,-15786,-94840
2015-05-15,5990.0,5770.0,693923.0,,232616,-110335,-122281
2015-05-18,5760.0,5770.0,376885.0,,123245,-29277,-93448
2015-05-19,5770.0,5640.0,410587.0,,100751,-36846,-63905
2015-05-20,5650.0,5550.0,458044.0,,45289,-25191,-19294
2015-05-21,5540.0,5440.0,455696.0,,107532,-90918,-16417
2015-05-22,5440.0,5520.0,360197.0,,51737,-16236,-34549
2015-05-26,5540.0,5470.0,289645.0,,107748,-47501,-60247
2015-05-27,5470.0,5260.0,577249.0,,86374,38473,-113347
2015-05-28,5270.0,5360.0,479540.0,,-1878,79940,-78062
2015-05-29,5340.0,5460.0,316339.0,,26918,-28037,1127
2015-06-01,5500.0,5410.0,276986.0,,27747,32081,-59828
2015-06-02,5360.0,5290.0,357135.0,,-87043,9533,-11770
2015-06-03,5280.0,5320.0,150341.0,,-31301,-18325,49626
2015-06-04,5310.0,5130.0,474186.0,,82115,-49542,-26363
2015-06-05,5020.0,4960.0,441682.0,,-6196,-18557,-7718
2015-06-08,4950.0,5030.0,268104.0,,-5111,-28609,33720
2015-06-09,5000.0,5080.0,190027.0,,-26270,6224,20046
2015-06-10,5090.0,5070.0,266913.0,,45270,-61124,15854
2015-06-11,5080.0,5080.0,402403.0,,31191,-79152,47961
2015-06-12,5140.0,5050.0,340024.0,,102537,-98932,-3605
2015-06-15,5010.0,5030.0,204023.0,,12634,-33880,20246
2015-06-16,4960.0,4915.0,302082.0,,112907,-39537,-73370
2015-06-17,4900.0,4920.0,198587.0,,53929,947,-55376
2015-06-18,4920.0,4940.0,168582.0,,-14986,47934,-32948
2015-06-19,4975.0,4975.0,234405.0,,98513,-61844,-37669
2015-06-22,5000.0,5060.0,189651.0,,-6340,-23033,29026
2015-06-23,5110.0,5170.0,241963.0,,6793,12211,-19049
2015-06-24,5150.0,5300.0,341401.0,,5692,7529,-13221
2015-06-25,5230.0,5580.0,622972.0,,-26761,13558,14492
2015-06-26,5660.0,5460.0,399669.0,,73785,-3096,-72297
2015-06-29,5290.0,5180.0,288733.0,,51004,-7425,-43579
2015-06-30,5150.0,5260.0,230639.0,,66045,-43727,-22693
2015-07-01,5210.0,5380.0,243425.0,,-36258,10761,27497
2015-07-02,5390.0,5460.0,241754.0,,-1064,10012,-8362
2015-07-03,5480.0,5640.0,368215.0,,-92218,64731,27487
2015-07-06,5560.0,5700.0,550239.0,,-69053,111084,-42031
2015-07-07,5750.0,6020.0,840921.0,,-95405,172062,-73657
2015-07-08,6020.0,6050.0,575703.0,,-93919,97997,-4078
2015-07-09,6030.0,6050.0,446001.0,,-50517,118815,-68298
2015-07-10,6150.0,6090.0,301068.0,,29843,16878,-52865
2015-07-13,6160.0,6420.0,740454.0,,-159692,117609,99268
2015-07-14,6500.0,6310.0,534291.0,,4770,-1937,-2833
2015-07-15,6280.0,6430.0,429445.0,,-130692,638,132640
2015-07-16,6420.0,6490.0,571721.0,,-102186,18109,136320
2015-07-17,6580.0,6400.0,349483.0,,-42727,9177,32270
2015-07-20,6360.0,6260.0,375100.0,,-37225,8624,25101
2015-07-21,6260.0,6350.0,200816.0,,-24493,19691,4802
2015-07-22,6330.0,6230.0,209144.0,,27232,-1764,-25468
2015-07-23,6230.0,6010.0,324440.0,,27662,-4057,-23605
2015-07-24,5910.0,5990.0,228482.0,,-11862,-5589,17451
2015-07-27,5950.0,5830.0,311188.0,,36822,-8947,-23875
2015-07-28,5700.0,5890.0,185728.0,,-40858,23414,17444
2015-07-29,5930.0,5990.0,337000.0,,-8075,57941,-49306
2015-07-30,6100.0,6170.0,362595.0,,-24788,37610,-12872
2015-07-31,6120.0,6040.0,180732.0,,46821,5134,-51955
2015-08-03,6060.0,5910.0,180241.0,,-12632,23927,-11295
2015-08-04,5970.0,5860.0,220197.0,,17123,12389,-29512
2015-08-05,5800.0,5760.0,228175.0,,17811,3360,-20171
2015-08-06,5800.0,5860.0,183102.0,,1019,-3737,2718
2015-08-07,5830.0,5820.0,160690.0,,23116,-12183,-8883
2015-08-10,5880.0,5740.0,138919.0,,21981,365,-22346
2015-08-11,5800.0,5850.0,173239.0,,-782,2655,-1873
2015-08-12,5730.0,5750.0,215308.0,,672,26462,-26794
2015-08-13,5770.0,5910.0,110561.0,,-15206,32274,-17068
2015-08-17,5910.0,5960.0,182450.0,,-5804,17480,-11676
2015-08-18,6150.0,6110.0,764875.0,,6497,21926,-29223
2015-08-19,6150.0,5890.0,412993.0,,17059,7666,-24749
2015-08-20,5880.0,5650.0,268427.0,,61947,-4086,-57861
2015-08-21,5400.0,5430.0,402155.0,,-87138,91453,3485
2015-08-24,5240.0,5470.0,221340.0,,-15683,68855,-53172
2015-08-25,5600.0,5480.0,185912.0,,46205,2468,-50226
2015-08-26,5540.0,5780.0,256511.0,,-96231,19118,54433
2015-08-27,5780.0,5760.0,197425.0,,24245,18487,-50398
2015-08-28,5820.0,5900.0,266575.0,,-65726,13888,35238
2015-08-31,5930.0,5950.0,222792.0,,-27608,6619,20671
2015-09-01,5890.0,5950.0,141306.0,,-12566,-15139,23255
2015-09-02,5830.0,6150.0,341409.0,,-79917,17789,62128
2015-09-03,6230.0,6230.0,319890.0,,-52324,-615,49645
2015-09-04,6210.0,6300.0,375624.0,,-123772,47637,27246
2015-09-07,6280.0,6480.0,472460.0,,-121886,60065,61305
2015-09-08,6520.0,6140.0,548172.0,,53595,516,-12498
2015-09-09,6300.0,6730.0,662003.0,,-253918,73067,144249
2015-09-10,6700.0,6830.0,605222.0,,-137554,61708,79391
2015-09-11,6730.0,6830.0,320532.0,,-95647,23240,57967
2015-09-14,6870.0,6930.0,507189.0,,-156137,7089,150014
2015-09-15,6930.0,6890.0,283460.0,,-92244,25938,49934
2015-09-16,6900.0,7250.0,1034837.0,,-434678,174312,256433
2015-09-17,7150.0,7280.0,715253.0,,-143961,128986,1088
2015-09-18,7300.0,7170.0,476524.0,,-57895,24311,33163
2015-09-21,7100.0,7340.0,519331.0,,-242952,115289,110368
2015-09-22,7410.0,7450.0,618375.0,,-138421,26757,109446
2015-09-23,7400.0,7370.0,521858.0,,-52142,30621,19161
2015-09-24,7400.0,7330.0,390365.0,,-88777,-33548,122108
2015-09-25,7300.0,7140.0,552366.0,,-63722,-6128,104726
2015-09-30,7010.0,7130.0,519937.0,,-190696,-6751,197217
2015-10-01,7130.0,7320.0,597210.0,,-147542,77929,73198
2015-10-02,7310.0,7320.0,400138.0,,-2135,-12073,13519
2015-10-05,7340.0,7180.0,347686.0,,-63023,136,62667
2015-10-06,7240.0,7230.0,244133.0,,-71170,-16831,126779
2015-10-07,7180.0,7090.0,384035.0,,-14725,-26051,39586
2015-10-08,7090.0,7260.0,288952.0,,-95329,16780,77672
2015-10-12,7360.0,7460.0,456517.0,,-114222,15023,93268
2015-10-13,7490.0,7380.0,398765.0,,46010,-103558,48017
2015-10-14,7340.0,7190.0,371587.0,,-231,-30786,17867
2015-10-15,7210.0,7150.0,279226.0,,-32189,-21215,43668
2015-10-16,7200.0,7200.0,241816.0,,-85508,22015,54112
2015-10-19,7190.0,7200.0,164306.0,,-8619,-5598,7217
2015-10-20,7240.0,7120.0,251851.0,,27809,-59556,40734
2015-10-21,7110.0,7200.0,272948.0,,-96387,31707,72879
2015-10-22,7120.0,7060.0,346913.0,,43266,-10273,-37993
2015-10-23,7060.0,7120.0,310784.0,,-160891,37382,123509
2015-10-26,7140.0,7120.0,177068.0,,-46587,8291,38296
2015-10-27,7190.0,7080.0,141983.0,,-38458,-2398,40856
2015-10-28,7050.0,7020.0,225452.0,,-9495,3712,5633
2015-10-29,7000.0,7060.0,172166.0,,-44228,-2421,41649
2015-10-30,7070.0,6840.0,263303.0,,3053,4929,-7982
2015-11-02,6800.0,7130.0,389522.0,,-227621,154202,73436
2015-11-03,7120.0,7200.0,397573.0,,-141283,42269,99922
2015-11-04,7250.0,7250.0,210826.0,,-76177,-5087,85934
2015-11-05,7250.0,7090.0,198097.0,,-4111,-7747,12296
2015-11-06,7030.0,7020.0,144878.0,,-5986,-8160,15464
2015-11-09,7000.0,6720.0,388741.0,,62564,-43217,-19067
2015-11-10,6600.0,6660.0,268629.0,,-66288,-6021,74302
2015-11-11,6670.0,6580.0,160090.0,,-179,3003,-2393
2015-11-12,6580.0,6630.0,168694.0,,-15287,-2956,18622
2015-11-13,6600.0,6870.0,318887.0,,-27623,26311,1579
2015-11-16,6840.0,6670.0,158455.0,,-24056,24719,-373
2015-11-17,6790.0,6500.0,503232.0,,-84129,18690,67825
2015-11-18,6610.0,6500.0,205236.0,,496,12577,-13585
2015-11-19,6510.0,6740.0,190166.0,,-77195,20824,56676
2015-11-20,6770.0,6750.0,195121.0,,-103229,94323,10068
2015-11-23,6750.0,6630.0,125954.0,,20523,-40710,20259
2015-11-24,6650.0,6680.0,146648.0,,-19075,18129,1244
2015-11-25,6690.0,6680.0,117155.0,,-45966,40036,6327
2015-11-26,6700.0,6900.0,280553.0,,-100801,35594,65577
2015-11-27,6900.0,6850.0,97113.0,,-966,6380,-5414
2015-11-30,6850.0,6550.0,212922.0,,48012,-28664,-19339
2015-12-01,6590.0,6690.0,118007.0,,-60529,2786,61677
2015-12-02,6620.0,6690.0,160577.0,,-80149,26244,53905
2015-12-03,6560.0,6770.0,166026.0,,-66249,21882,44367
2015-12-04,6770.0,6690.0,138151.0,,5702,20082,-25775
2015-12-07,6660.0,6550.0,156710.0,,-2842,-10764,64344
2015-12-08,6450.0,6890.0,554343.0,,-257092,-1828,258922
2015-12-09,6880.0,7090.0,500719.0,,-236652,121368,119465
2015-12-10,6980.0,6970.0,224096.0,,-57181,46876,9059
2015-12-11,6920.0,7000.0,192814.0,,-61943,30124,31819
2015-12-14,6930.0,6580.0,231602.0,,62708,16262,-72089
2015-12-15,6720.0,6260.0,483311.0,,19849,-20386,4248
2015-12-16,6300.0,6270.0,349639.0,,12793,-37434,24751
2015-12-17,6340.0,6150.0,282712.0,,-7751,-75326,83690
2015-12-18,6100.0,6370.0,252220.0,,-54930,-45199,104384
2015-12-21,6310.0,6160.0,240544.0,,58736,-78187,23924
2015-12-22,6160.0,6090.0,244184.0,,8624,-85290,76566
2015-12-23,6100.0,6210.0,284911.0,,-56367,-23358,88689
2015-12-24,6390.0,6080.0,294868.0,,27041,-47728,22237
2015-12-28,6050.0,6000.0,339798.0,,34980,-39652,31629
2015-12-29,5960.0,5950.0,283990.0,,61658,-99144,42886
2015-12-30,5890.0,5750.0,398777.0,,79206,-119747,81542
2016-01-04,5650.0,5410.0,543114.0,,16247,-155069,149386
2016-01-05,5410.0,5500.0,322107.0,,4459,-110150,105691
2016-01-06,5600.0,5560.0,322624.0,,45305,-116309,83096
2016-01-07,5560.0,5590.0,236754.0,,-12220,-68488,80658
2016-01-08,5580.0,5450.0,293075.0,,45032,-76816,30061
2016-01-11,5450.0,5220.0,401091.0,,-489,21214,-21200
2016-01-12,5240.0,5290.0,237932.0,,28754,-33937,5183
2016-01-13,5280.0,5390.0,255286.0,,75881,-80774,4893
2016-01-14,5300.0,5210.0,197050.0,,76563,-20488,-56640
2016-01-15,5290.0,5140.0,238262.0,,46773,-54281,7383
2016-01-18,5050.0,5140.0,162112.0,,35445,-36828,1383
2016-01-19,5150.0,5020.0,263001.0,,85952,-47285,-36540
2016-01-20,5020.0,4845.0,281426.0,,-2695,-24605,27282
2016-01-21,4885.0,4865.0,266007.0,,-31670,-28626,60296
2016-01-22,4975.0,5020.0,191141.0,,-67934,3234,64700
2016-01-25,5070.0,4975.0,274504.0,,-17155,-29686,47016
2016-01-26,4900.0,4900.0,273788.0,,8775,-25936,17161
2016-01-27,5010.0,5050.0,292199.0,,-35863,18024,15589
2016-01-28,5040.0,5020.0,255544.0,,35087,-28444,-6643
2016-01-29,5010.0,5140.0,417234.0,,-11287,-62986,70273
2016-02-01,5260.0,5040.0,209583.0,,78213,-35205,-43008
2016-02-02,5030.0,5090.0,169004.0,,-9103,-53306,62409
2016-02-03,5020.0,4880.0,234030.0,,100646,-31719,-68927
2016-02-04,4980.0,5180.0,302988.0,,-126408,-23479,149887
2016-02-05,5170.0,5300.0,227415.0,,-56631,-27887,84518
2016-02-11,5200.0,5250.0,261621.0,,-22362,-5759,27991
2016-02-12,5520.0,5320.0,1144174.0,,-2583,49954,-51429
2016-02-15,5460.0,5590.0,554415.0,,-108038,54268,54395
2016-02-16,5650.0,5560.0,299632.0,,11929,-10442,-1487
2016-02-17,5560.0,5490.0,241909.0,,-32621,-20891,53522
2016-02-18,5550.0,5760.0,406866.0,,-121655,-21547,144033
2016-02-19,5800.0,5680.0,204622.0,,27440,-19985,-11480
2016-02-22,5660.0,5760.0,171951.0,,-9285,-26436,34746
2016-02-23,5800.0,5760.0,166268.0,,7160,-20541,13284
2016-02-24,5780.0,5730.0,151745.0,,-16431,-38848,55832
2016-02-25,5720.0,5750.0,203654.0,,1928,-20451,23630
2016-02-26,5760.0,5720.0,185810.0,,2126,-13811,14769
2016-02-29,5720.0,5880.0,216243.0,,-54380,-37196,91606
2016-03-02,5910.0,5980.0,273571.0,,40842,-32426,-8185
2016-03-03,5990.0,6150.0,362172.0,,-99565,39556,60251
2016-03-04,6200.0,6210.0,375804.0,,-37696,-54303,90502
2016-03-07,6250.0,6380.0,331385.0,,-64711,-30483,93895
2016-03-08,6500.0,6450.0,339966.0,,-94176,-9506,103682
2016-03-09,6400.0,6390.0,211139.0,,-20858,-25091,47449
2016-03-10,6400.0,6420.0,271921.0,,-30785,-61492,98375
2016-03-11,6380.0,6460.0,185041.0,,-21065,223,20542
2016-03-14,6530.0,6360.0,177784.0,,9457,-32149,22692
2016-03-15,6390.0,6220.0,289474.0,,-30169,-48455,78624
2016-03-16,6200.0,6240.0,196508.0,,-50098,314,49873
2016-03-17,6330.0,6580.0,406825.0,,-172406,84822,88584
2016-03-18,6690.0,6630.0,403577.0,,-49438,-41302,91240
2016-03-21,6640.0,6350.0,298056.0,,59577,-51799,-7946
2016-03-22,6350.0,6410.0,233390.0,,10295,-92443,82148
2016-03-23,6530.0,6580.0,339354.0,,-46898,-30236,77134
2016-03-24,6510.0,6530.0,260600.0,,3883,-39712,35663
2016-03-25,6530.0,6470.0,212203.0,,46984,-28146,-19588
2016-03-28,6470.0,6510.0,140476.0,,429,-18389,17810
2016-03-29,6560.0,6590.0,247727.0,,-82134,-37659,118788
2016-03-30,6660.0,6940.0,604116.0,,-200277,-15218,200009
2016-03-31,7000.0,6850.0,396764.0,,-24131,-40677,57808
2016-04-01,6900.0,6970.0,390375.0,,-23459,-32649,51931
2016-04-04,6980.0,6950.0,295026.0,,20630,-54377,28722
2016-04-05,6940.0,7050.0,270713.0,,-38464,-9067,61852
2016-04-06,7100.0,7390.0,865347.0,,-205617,-34271,190630
2016-04-07,7380.0,7500.0,427660.0,,-71694,29960,37559
2016-04-08,7440.0,7770.0,566879.0,,-30262,-9827,37526
2016-04-11,7770.0,8200.0,898565.0,,-47249,21374,30336
2016-04-12,8340.0,8620.0,1018582.0,,-100593,-26518,132359
2016-04-14,8820.0,8990.0,1875124.0,,-218406,-99441,350673
2016-04-15,9030.0,9240.0,953680.0,,-133880,-85478,219384
2016-04-18,9190.0,9000.0,723362.0,,-97345,-88066,184637
2016-04-19,9010.0,9290.0,996111.0,,-190914,-75171,266141
2016-04-20,9400.0,9350.0,589705.0,,-126977,-43156,170113
2016-04-21,9430.0,9520.0,647822.0,,-179461,-24829,200732
2016-04-22,9590.0,9490.0,638545.0,,-116116,34950,81157
2016-04-25,9400.0,9100.0,679510.0,,-42404,-93643,135104
2016-04-26,8960.0,9030.0,744149.0,,-240455,-24986,271149
2016-04-27,9040.0,9440.0,814848.0,,-319659,154093,173296
2016-04-28,9480.0,9270.0,460065.0,,-48314,75105,-29760
2016-04-29,9250.0,9540.0,644451.0,,-281294,119987,170201
2016-05-02,9620.0,9390.0,475119.0,,-1604,37209,-33750
2016-05-03,9420.0,9280.0,473226.0,,30484,12709,-46491
2016-05-04,9010.0,9300.0,965963.0,,-299738,38215,271433
2016-05-09,9340.0,9000.0,718131.0,,-102307,19353,83080
2016-05-10,9000.0,8680.0,980308.0,,135814,-294124,158310
2016-05-11,8760.0,8840.0,370553.0,,-64993,-26071,91070
2016-05-12,8700.0,8410.0,614761.0,,88104,-94766,8013
2016-05-13,8410.0,8900.0,915441.0,,-225261,141988,78686
2016-05-16,8900.0,8580.0,462070.0,,116470,22313,-139082
2016-05-17,8510.0,8410.0,582192.0,,16820,-6051,-10060
2016-05-18,8390.0,8150.0,521081.0,,16258,-73367,60075
2016-05-19,8110.0,8270.0,565754.0,,-114252,64330,48967
2016-05-20,8240.0,8370.0,462970.0,,-141790,67805,82102
2016-05-23,8380.0,8370.0,297325.0,,-18904,-14012,31966
2016-05-24,8330.0,8260.0,303192.0,,-60841,50992,9202
2016-05-25,8300.0,8210.0,341995.0,,12187,-13029,9247
2016-05-26,8230.0,8170.0,406709.0,,-2676,-49626,52305
2016-05-27,8060.0,8250.0,630488.0,,-147331,60067,89808
2016-05-30,8270.0,8210.0,272973.0,,51440,25246,-71783
2016-05-31,8140.0,8370.0,602224.0,,-60208,13178,52565
2016-06-01,8350.0,8300.0,342112.0,,102234,-55659,-41846
2016-06-02,8340.0,8260.0,248402.0,,-10460,-17476,29819
2016-06-03,8340.0,8180.0,431390.0,,25712,-13089,-14460
2016-06-07,8180.0,8710.0,673796.0,,-109134,102607,9970
