Symbol,현대해상_시가(원),현대해상_종가(원),현대해상_거래량(주),현대해상_PER(IFRS-연결),현대해상_순매수수량(개인)(주),현대해상_순매수수량(기관계)(주),현대해상_순매수수량(외국인계)(주)
2009-04-01,12550.0,12800.0,1619670.0,9.94,495211,-471351,-23050
2009-04-02,13200.0,13500.0,1888163.0,10.48,-419187,68997,263290
2009-04-03,13700.0,13850.0,1564686.0,10.75,-553114,543924,-38800
2009-04-06,14100.0,14000.0,1830942.0,10.87,-138166,-114606,247920
2009-04-07,14150.0,14550.0,1222088.0,11.3,-217940,221380,-4870
2009-04-08,14300.0,13700.0,854148.0,10.64,-44741,83092,21339
2009-04-09,14200.0,15300.0,2197308.0,11.88,-278480,21280,323870
2009-04-10,15800.0,15300.0,1766203.0,11.88,112852,-310722,188730
2009-04-13,15350.0,15400.0,1145482.0,11.96,-343819,78069,40260
2009-04-14,15600.0,15600.0,591399.0,12.11,-111324,11204,51510
2009-04-15,15250.0,15650.0,1038984.0,12.15,-251932,45372,146320
2009-04-16,16100.0,15800.0,1676675.0,12.27,-74738,-272242,366340
2009-04-17,16250.0,15500.0,791691.0,12.03,-30793,-184397,240470
2009-04-20,15500.0,15500.0,672614.0,12.03,921,-162071,148370
2009-04-21,14900.0,15500.0,642557.0,12.03,16897,-138567,125380
2009-04-22,15800.0,15800.0,668840.0,12.27,-13779,-83791,74120
2009-04-23,15950.0,16000.0,1337288.0,12.42,29596,-184623,174428
2009-04-24,16200.0,14900.0,1209635.0,11.57,469440,-471030,-510
2009-04-27,15100.0,14250.0,886850.0,11.06,158485,-111645,-34610
2009-04-28,14350.0,13600.0,1190881.0,10.56,345175,-458917,176382
2009-04-29,13900.0,14550.0,979196.0,11.3,-199156,250966,-26250
2009-04-30,14900.0,14850.0,1084534.0,11.53,37564,-128872,205910
2009-05-04,15050.0,15350.0,930420.0,11.92,75091,10679,-117990
2009-05-06,15500.0,15350.0,1066598.0,11.92,-62666,53726,-26500
2009-05-07,15700.0,16050.0,1619202.0,12.46,-505183,342643,126900
2009-05-08,16200.0,16700.0,1754021.0,12.97,-684870,718120,27730
2009-05-11,17200.0,17100.0,1158295.0,13.28,-229832,79722,73640
2009-05-12,16950.0,17200.0,842011.0,13.35,-250436,-30798,239064
2009-05-13,17000.0,16400.0,1083269.0,12.73,98325,67355,-217130
2009-05-14,15900.0,16550.0,639434.0,12.85,13834,18507,-62241
2009-05-15,16650.0,16400.0,832855.0,12.73,310535,-15401,-287490
2009-05-18,16100.0,15400.0,1083641.0,11.96,301490,-238201,-47490
2009-05-19,15800.0,15550.0,1508370.0,12.07,928741,-363391,-648190
2009-05-20,15500.0,14900.0,1911832.0,11.57,1142716,-513586,-600610
2009-05-21,14900.0,14600.0,2321127.0,11.34,1285267,-327107,-942880
2009-05-22,14600.0,15350.0,2292295.0,11.92,-353921,389471,71860
2009-05-25,15400.0,15050.0,1468887.0,11.69,108003,-113783,33910
2009-05-26,14950.0,14350.0,1023110.0,11.14,49784,-88654,31750
2009-05-27,14700.0,14200.0,1416710.0,11.03,-50682,-240901,289870
2009-05-28,14050.0,14700.0,1216448.0,11.41,155247,-64917,-2980
2009-05-29,14700.0,14550.0,883924.0,11.3,86956,-37066,-33050
2009-06-01,14350.0,15200.0,1106007.0,11.8,-234691,209321,-5250
2009-06-02,15500.0,15100.0,1269034.0,11.72,-124547,128357,-11170
2009-06-03,15300.0,15800.0,1646063.0,12.27,-567684,632774,-81900
2009-06-04,15700.0,15150.0,858440.0,11.76,-17946,-25504,53460
2009-06-05,15200.0,15150.0,417449.0,11.76,-83211,15581,-7860
2009-06-08,15050.0,15500.0,813227.0,12.03,-331246,231796,8920
2009-06-09,15800.0,15950.0,1754093.0,12.38,-734943,707153,20810
2009-06-10,16000.0,17250.0,2806253.0,13.39,-1364810,834722,509908
2009-06-11,17100.0,16950.0,1343617.0,13.16,-379793,425933,-27910
2009-06-12,17150.0,16900.0,564719.0,13.12,-5536,35996,-5050
2009-06-15,17100.0,16300.0,1036909.0,12.66,68922,20258,-35170
2009-06-16,16050.0,16750.0,543338.0,13.01,-218938,237348,-13050
2009-06-17,16600.0,16100.0,703803.0,12.5,352093,-276723,-9800
2009-06-18,16150.0,16650.0,2102223.0,12.93,-190598,-84762,331220
2009-06-19,16800.0,16750.0,700838.0,13.01,-11073,20493,-7330
2009-06-22,16850.0,16550.0,856795.0,12.85,161030,-77130,-26430
2009-06-23,16050.0,15550.0,1278791.0,12.07,321423,-214573,-114260
2009-06-24,15700.0,15150.0,980507.0,11.76,386311,-153100,-305750
2009-06-25,15200.0,15500.0,1179574.0,12.03,118515,-292389,120090
2009-06-26,15650.0,16100.0,1416797.0,12.5,-109626,-15106,89162
2009-06-29,16000.0,15550.0,338177.0,12.07,21700,2260,-19090
2009-06-30,15800.0,15900.0,392520.0,12.35,-72253,113923,-41680
2009-07-01,16050.0,17000.0,1556195.0,13.2,-383746,359036,10870
2009-07-02,17150.0,16950.0,957151.0,13.16,26202,232898,-222140
2009-07-03,16450.0,16950.0,423667.0,13.16,-71534,93864,-38810
2009-07-06,17000.0,16500.0,437464.0,12.81,132519,-22389,-114460
2009-07-07,16650.0,16700.0,421128.0,12.97,-36839,66019,-27420
2009-07-08,16500.0,16800.0,521358.0,13.04,-107247,80747,3330
2009-07-09,17000.0,17050.0,1111844.0,13.24,11181,-54171,45350
2009-07-10,17250.0,16800.0,818893.0,13.04,173793,-111483,-46350
2009-07-13,16650.0,15550.0,1015593.0,12.07,297493,-360788,65650
2009-07-14,16000.0,15600.0,754808.0,12.11,266870,-312297,64360
2009-07-15,15850.0,16300.0,581981.0,12.66,-44762,-59508,58180
2009-07-16,16550.0,16250.0,892028.0,12.62,247450,-247200,43500
2009-07-17,16400.0,16200.0,520775.0,12.58,37749,-115559,670
2009-07-20,16400.0,17050.0,970172.0,13.24,-111656,75226,2340
2009-07-21,17450.0,17850.0,1328971.0,13.86,-275192,246402,-22751
2009-07-22,17900.0,18350.0,1577128.0,14.25,-340218,183998,88410
2009-07-23,18200.0,18450.0,754137.0,14.32,-259801,123773,125258
2009-07-24,18650.0,19400.0,1016574.0,15.06,-450224,292204,83990
2009-07-27,19300.0,19200.0,1125512.0,14.91,246914,-373224,62060
2009-07-28,19000.0,18300.0,1139032.0,14.21,290954,-378355,130770
2009-07-29,18400.0,18900.0,920740.0,14.67,123934,-389034,256240
2009-07-30,18700.0,18800.0,767647.0,14.6,280444,-339644,65420
2009-07-31,19050.0,19250.0,768020.0,14.95,213143,-134663,-61180
2009-08-03,19100.0,18950.0,1370864.0,14.71,314725,-283665,38670
2009-08-04,19150.0,19400.0,2255748.0,15.06,-117043,-243197,238300
2009-08-05,19500.0,19900.0,1865423.0,15.45,-464252,313952,27680
2009-08-06,20050.0,20650.0,1702628.0,16.03,-213126,193187,-119480
2009-08-07,20500.0,20650.0,642410.0,16.03,-89623,123023,-95100
2009-08-10,20900.0,20750.0,472981.0,16.11,-52416,74576,-24520
2009-08-11,20900.0,20100.0,957606.0,15.61,7948,18862,-61000
2009-08-12,20000.0,21000.0,1047178.0,16.3,-375277,378509,-22182
2009-08-13,21200.0,21000.0,698049.0,16.3,-186164,171734,-17580
2009-08-14,21400.0,21000.0,735773.0,16.3,134501,-83562,-38319
2009-08-17,20800.0,20450.0,551913.0,15.88,-69000,80351,-651
2009-08-18,20000.0,20100.0,578309.0,15.61,60682,-62409,-7290
2009-08-19,20500.0,19500.0,571436.0,15.14,-1027,72333,-62396
2009-08-20,19850.0,20400.0,1768177.0,15.84,52127,269938,-342075
2009-08-21,20700.0,21000.0,1371942.0,16.3,-259213,306063,-9380
2009-08-24,21400.0,21200.0,913622.0,16.46,-92615,97365,22440
2009-08-25,21100.0,21250.0,629427.0,16.5,80886,8812,-89280
2009-08-26,21300.0,20900.0,763441.0,16.23,150369,153601,-304100
2009-08-27,20900.0,21350.0,1061038.0,16.58,-221395,-28925,165300
2009-08-28,21550.0,21450.0,670215.0,16.65,-177185,252625,-41760
2009-08-31,21500.0,21800.0,947773.0,16.93,-19710,127440,-17050
2009-09-01,21850.0,22300.0,1123811.0,17.31,-457334,381134,65690
2009-09-02,21800.0,22900.0,1025233.0,17.78,-210671,365460,-108689
2009-09-03,22900.0,22900.0,647353.0,17.78,-8259,141907,-137440
2009-09-04,23000.0,22800.0,582890.0,17.7,-75720,107460,-73040
2009-09-07,22600.0,22750.0,472992.0,17.66,28286,104324,-127210
2009-09-08,23100.0,22900.0,410799.0,17.78,-67626,70606,-30
2009-09-09,22700.0,21950.0,901869.0,17.04,215246,-36946,-78900
2009-09-10,22000.0,22400.0,774536.0,17.39,-108758,26688,44050
2009-09-11,22350.0,22600.0,849324.0,17.55,104249,-82819,21340
2009-09-14,22500.0,21800.0,937499.0,16.93,170248,29972,-237350
2009-09-15,22000.0,22050.0,1242251.0,17.12,310594,-207434,-112750
2009-09-16,22150.0,23550.0,1365269.0,18.28,-452968,199423,168805
2009-09-17,23750.0,22750.0,1229893.0,17.66,304739,-157070,-105800
2009-09-18,22750.0,22300.0,1280110.0,17.31,635793,-545400,6767
2009-09-21,22450.0,22600.0,648416.0,17.55,61399,-26329,-31150
2009-09-22,22400.0,23150.0,1031732.0,17.97,-123562,164661,-23050
2009-09-23,23100.0,22350.0,908946.0,17.35,228478,-209208,-24020
2009-09-24,22200.0,22600.0,632324.0,17.55,-97202,119042,-6980
2009-09-25,22200.0,22750.0,516285.0,17.66,-139396,164003,-7157
2009-09-28,22400.0,21500.0,584032.0,16.69,209964,-174864,-45890
2009-09-29,21800.0,22250.0,514531.0,17.28,-107369,154579,-47510
2009-09-30,21900.0,21750.0,529823.0,16.89,898,60269,-58730
2009-10-01,21750.0,20900.0,612390.0,16.23,128902,-39090,-104110
2009-10-05,20400.0,19850.0,1296780.0,15.41,181756,195104,-433650
2009-10-06,20150.0,20000.0,724066.0,15.53,7707,-115277,93800
2009-10-07,20250.0,20900.0,905874.0,16.23,-109634,187654,-239360
2009-10-08,21000.0,21500.0,957805.0,16.69,-303007,145638,140589
2009-10-09,21650.0,22000.0,622160.0,17.08,-154680,-62110,215810
2009-10-12,21800.0,21950.0,494510.0,17.04,37954,-114294,79130
2009-10-13,22050.0,21700.0,605056.0,16.85,49120,-21170,23700
2009-10-14,21550.0,21650.0,564377.0,16.81,84484,-124004,21110
2009-10-15,21750.0,21850.0,354285.0,16.96,33928,-28030,27610
2009-10-16,21750.0,22700.0,1348990.0,17.62,-370573,63193,316850
2009-10-19,22700.0,22850.0,826862.0,17.74,-205908,118148,71410
2009-10-20,23100.0,23000.0,514670.0,17.86,-25064,-16568,28330
2009-10-21,22800.0,23150.0,759401.0,17.97,-83513,102597,-3200
2009-10-22,22700.0,22250.0,383859.0,17.28,13873,26577,-35900
2009-10-23,22500.0,22400.0,316181.0,17.39,-6909,10175,-3250
2009-10-26,22300.0,22650.0,447018.0,17.59,-59629,18889,69390
2009-10-27,22400.0,23350.0,586742.0,18.13,-187195,150735,40280
2009-10-28,23100.0,23000.0,619519.0,17.86,-54597,237477,-162440
2009-10-29,22600.0,22650.0,891671.0,17.59,72695,-11825,-560
2009-10-30,22700.0,22400.0,884839.0,17.39,165021,-190921,17180
2009-11-02,21650.0,21100.0,1113977.0,16.38,238362,-269852,30950
2009-11-03,21100.0,20250.0,1151486.0,15.72,296400,-521370,122980
2009-11-04,20350.0,20950.0,572079.0,16.27,-88226,-12394,6400
2009-11-05,20750.0,20500.0,266311.0,15.92,16638,-27558,11320
2009-11-06,20950.0,20500.0,678021.0,15.92,251212,-383442,143930
2009-11-09,20700.0,20800.0,701974.0,16.15,23822,-169820,148408
2009-11-10,21100.0,20900.0,603335.0,16.23,260,-6590,43750
2009-11-11,21000.0,20500.0,606771.0,15.92,274576,-248846,-18350
2009-11-12,20800.0,20750.0,454825.0,16.11,87895,-67365,-21250
2009-11-13,20500.0,19950.0,1232033.0,15.49,451439,-356319,-75770
2009-11-16,19950.0,19500.0,1630043.0,15.14,336234,-167864,-111860
2009-11-17,19650.0,18650.0,1636426.0,14.48,421843,12381,-499494
2009-11-18,18750.0,19750.0,1439437.0,15.33,-310998,105108,229070
2009-11-19,19850.0,20400.0,1021104.0,15.84,-99219,75459,-1560
2009-11-20,20200.0,20900.0,999073.0,16.23,-84855,173005,-101630
2009-11-23,20800.0,20700.0,538165.0,16.07,28296,-26626,-31550
2009-11-24,20700.0,20050.0,924029.0,15.57,189961,3569,-153310
2009-11-25,20150.0,19700.0,628678.0,15.3,211655,75035,-256990
2009-11-26,19750.0,19800.0,787491.0,15.37,179758,-49258,-119610
2009-11-27,19300.0,19000.0,620203.0,14.75,12013,-44813,6870
2009-11-30,19250.0,19800.0,1139343.0,15.37,-125303,210253,-50580
2009-12-01,20000.0,20400.0,1108051.0,15.84,-389190,346276,35430
2009-12-02,20600.0,20300.0,589335.0,15.76,126564,-120770,9680
2009-12-03,20450.0,20750.0,608212.0,16.11,-186934,22964,161810
2009-12-04,20550.0,20700.0,463538.0,16.07,28058,-168278,148670
2009-12-07,20550.0,20200.0,578912.0,15.68,237896,-201706,-22920
2009-12-08,20100.0,20300.0,425308.0,15.76,-30484,41366,-4382
2009-12-09,20100.0,20250.0,399877.0,15.72,-14509,26399,-5050
2009-12-10,20150.0,20050.0,735982.0,15.57,13105,29263,-48570
2009-12-11,20200.0,20750.0,1090650.0,16.11,-227109,133899,59550
2009-12-14,20950.0,20750.0,657165.0,16.11,95727,-168287,103180
2009-12-15,20850.0,20800.0,614804.0,16.15,38758,-50148,6020
2009-12-16,20550.0,19900.0,1124616.0,15.45,593477,-532367,3910
2009-12-17,19750.0,19500.0,1143203.0,15.14,556357,-281388,-258919
2009-12-18,19300.0,19200.0,753932.0,14.91,172005,80937,-230452
2009-12-21,19250.0,19300.0,1058195.0,14.98,323834,-73777,-226762
2009-12-22,19500.0,19250.0,477504.0,14.95,50861,-10201,-670
2009-12-23,19450.0,19350.0,579383.0,15.02,-61902,51772,-300
2009-12-24,19400.0,19600.0,738907.0,15.22,65124,39546,-112080
2009-12-28,19500.0,18900.0,742688.0,14.67,233209,-77729,-54560
2009-12-29,19000.0,19200.0,653181.0,14.91,47845,-28745,-38530
2009-12-30,19200.0,18700.0,853299.0,14.52,7367,107043,-95190
2010-01-04,18800.0,19450.0,1318226.0,15.1,-110030,128670,-21700
2010-01-05,19500.0,19300.0,1058686.0,14.98,-14239,62719,-67740
2010-01-06,19500.0,20200.0,1293681.0,15.68,-607950,402800,195070
2010-01-07,20300.0,20200.0,951088.0,15.68,-321673,373543,13760
2010-01-08,20350.0,20000.0,955578.0,15.53,39826,137752,-112060
2010-01-11,20100.0,19700.0,751511.0,15.3,98905,83364,-179127
2010-01-12,19850.0,20200.0,631228.0,15.68,38096,58734,-8670
2010-01-13,20050.0,20650.0,1195395.0,16.03,-459910,456290,13350
2010-01-14,20800.0,20700.0,670612.0,16.07,13280,1690,-19120
2010-01-15,20850.0,19850.0,1214144.0,15.41,471603,-393833,13350
2010-01-18,19800.0,19350.0,998888.0,15.02,409152,-349382,240
2010-01-19,19550.0,19450.0,989709.0,15.1,280165,-300145,92150
2010-01-20,19650.0,18850.0,1179455.0,14.64,669255,-544065,16870
2010-01-21,18850.0,19050.0,921240.0,14.79,252053,-230543,-6210
2010-01-22,18700.0,18400.0,933522.0,14.29,346647,-311287,-26420
2010-01-25,18100.0,18100.0,619472.0,14.05,96720,-70240,14550
2010-01-26,18300.0,17950.0,526419.0,13.94,-23512,15692,13540
2010-01-27,18200.0,17900.0,788347.0,13.9,120763,-233606,59413
2010-01-28,18050.0,18050.0,695816.0,14.01,216461,-226771,22520
2010-01-29,17750.0,17750.0,460030.0,13.78,-93870,50390,26830
2010-02-01,17850.0,18100.0,492560.0,14.05,-77554,65594,39790
2010-02-02,18300.0,17600.0,751897.0,13.67,221869,-309033,39154
2010-02-03,17750.0,17750.0,810668.0,13.78,157164,-151106,2640
2010-02-04,17800.0,18100.0,649344.0,14.05,-213927,171611,39760
2010-02-05,17550.0,17800.0,402353.0,13.82,-197465,198365,-8300
2010-02-08,17900.0,17500.0,451446.0,13.59,-144420,134732,-7610
2010-02-09,17650.0,17800.0,293225.0,13.82,-78890,4820,61470
2010-02-10,17900.0,17700.0,393455.0,13.74,95351,-143331,28220
2010-02-11,17600.0,18100.0,534856.0,14.05,-147560,121780,7900
2010-02-12,18100.0,18200.0,408858.0,14.13,-56187,48200,9807
2010-02-16,18150.0,18150.0,186950.0,14.09,35439,-40569,-1620
2010-02-17,18200.0,18550.0,609735.0,14.4,-162791,155551,-1810
2010-02-18,18500.0,18600.0,280049.0,14.44,-45860,44290,-18940
2010-02-19,18550.0,19100.0,1831624.0,14.83,-671547,460687,179700
2010-02-22,19450.0,19250.0,731906.0,14.95,-219050,213490,9570
2010-02-23,19300.0,19400.0,371927.0,15.06,-156080,140790,4630
2010-02-24,19200.0,19300.0,419656.0,14.98,13096,156964,-178910
2010-02-25,19200.0,18500.0,672176.0,14.36,218167,-114847,-81930
2010-02-26,18500.0,18900.0,315252.0,14.67,-97047,122547,-6490
2010-03-02,19100.0,19650.0,832378.0,15.26,-456100,505720,-105860
2010-03-03,19650.0,19900.0,519183.0,15.45,-307120,258630,29710
2010-03-04,19750.0,19400.0,363256.0,15.06,14673,11717,-22120
2010-03-05,19450.0,19550.0,296052.0,15.18,50070,-59420,23330
2010-03-08,19700.0,19700.0,426357.0,15.3,-31613,26403,-18210
2010-03-09,19600.0,19000.0,815840.0,14.75,447131,-382891,-104850
2010-03-10,19000.0,19100.0,476441.0,14.83,59587,63143,-116970
2010-03-11,19150.0,19400.0,490255.0,15.06,-187353,184863,-4480
2010-03-12,19500.0,19900.0,968416.0,15.45,-418120,532120,-118190
2010-03-15,19700.0,19500.0,739752.0,15.14,54811,57299,-121980
2010-03-16,19400.0,19350.0,682686.0,15.02,14700,158340,-202070
2010-03-17,19500.0,19100.0,983805.0,14.83,511262,-302612,-184740
2010-03-18,19100.0,18500.0,2437226.0,14.36,1269161,-678094,-532400
2010-03-19,18650.0,18600.0,746567.0,14.44,37020,-86640,38130
2010-03-22,18700.0,18600.0,491522.0,14.44,100504,23826,-90360
2010-03-23,18650.0,18500.0,878899.0,14.36,422275,-252145,-125460
2010-03-24,18750.0,18950.0,1180432.0,14.71,-350404,392260,-19000
2010-03-25,18950.0,19050.0,484661.0,14.79,-225901,236645,-6990
2010-03-26,19100.0,18800.0,740459.0,14.6,206473,-143803,-105040
2010-03-29,18650.0,18750.0,757521.0,14.56,149412,-161248,23166
2010-03-30,18550.0,18300.0,972613.0,14.21,483814,-289474,-125160
2010-03-31,18300.0,18300.0,779934.0,14.21,101020,118390,-220380
2010-04-01,18300.0,18300.0,934231.0,8.87,-57828,175328,-130540
2010-04-02,18400.0,18100.0,925531.0,8.77,177249,-74409,-124130
2010-04-05,18150.0,18200.0,841039.0,8.82,-79694,145764,-59860
2010-04-06,18250.0,18250.0,503792.0,8.84,38529,18051,-84400
2010-04-07,18200.0,18600.0,868404.0,9.01,-336711,317601,-47440
2010-04-08,18500.0,18400.0,498882.0,8.91,115750,-170510,79570
2010-04-09,18300.0,18100.0,612745.0,8.77,1623,-54073,77880
2010-04-12,18300.0,18550.0,634911.0,8.99,-212440,171270,58440
2010-04-13,18700.0,18800.0,1084618.0,9.11,-417817,248897,223530
2010-04-14,19000.0,20350.0,3290092.0,9.86,-1593252,1325342,274760
2010-04-15,20500.0,20600.0,2660074.0,9.98,-637706,342110,322490
2010-04-16,20600.0,20750.0,906777.0,10.05,-312151,303861,-30830
2010-04-19,20450.0,20300.0,696562.0,9.83,-98520,186330,-90340
2010-04-20,20400.0,20800.0,734092.0,10.08,-183834,33634,120660
2010-04-21,20950.0,20750.0,705865.0,10.05,-83757,49640,50810
2010-04-22,20750.0,21400.0,883123.0,10.37,-314480,330816,-24366
2010-04-23,21450.0,21850.0,939291.0,10.59,-426010,529900,-68840
2010-04-26,21900.0,21200.0,881878.0,10.27,26752,27312,-46890
2010-04-27,21200.0,20950.0,613901.0,10.15,75986,-37256,-10080
2010-04-28,20100.0,20450.0,454883.0,9.91,78166,-79236,660
2010-04-29,20450.0,20450.0,470651.0,9.91,-47120,86200,-29480
2010-04-30,20800.0,20650.0,460658.0,10.0,12212,8108,-8460
2010-05-03,20750.0,21500.0,855488.0,10.42,-336963,348393,-12810
2010-05-04,21500.0,21900.0,814731.0,10.61,-349570,291810,7240
2010-05-06,21250.0,21250.0,795407.0,10.29,-45284,55635,-71620
2010-05-07,20550.0,20500.0,589262.0,9.93,-107085,104344,-64960
2010-05-10,20850.0,20700.0,1190912.0,10.03,109688,61502,-235550
2010-05-11,21150.0,22000.0,1568333.0,10.66,-434528,-64660,492810
2010-05-12,22000.0,21500.0,1371292.0,10.42,-279616,-283054,603540
2010-05-13,21950.0,23600.0,1683185.0,11.43,-509258,273158,104660
2010-05-14,23300.0,24900.0,1564260.0,12.06,-355253,169143,199310
2010-05-17,24700.0,24950.0,1131981.0,12.09,-27373,197053,-160450
2010-05-18,24900.0,23950.0,1413335.0,11.6,20728,-53698,18840
2010-05-19,23600.0,24500.0,538593.0,11.87,-85669,97539,-4440
2010-05-20,24300.0,23600.0,971024.0,11.43,42215,152365,-83490
2010-05-24,23100.0,22100.0,729209.0,10.71,82314,-11560,-71950
2010-05-25,21800.0,21650.0,1071131.0,10.49,-188923,46149,218500
2010-05-26,21650.0,21800.0,736230.0,10.56,-17938,-3765,11893
2010-05-27,21500.0,22550.0,624671.0,10.92,77201,-28521,-1170
2010-05-28,22800.0,22500.0,419515.0,10.9,-22942,43722,-57390
2010-05-31,22300.0,22550.0,343826.0,10.92,67645,-93435,-6440
2010-06-01,22650.0,22000.0,802081.0,10.66,-9317,-90743,-1600
2010-06-03,22200.0,23600.0,709929.0,11.43,-115017,38690,125327
2010-06-04,23500.0,23500.0,444713.0,11.38,-58701,-8629,81460
2010-06-07,22500.0,23150.0,659718.0,11.22,-31455,227815,-218380
2010-06-08,23150.0,23950.0,346634.0,11.6,-126030,124100,-34930
2010-06-09,24050.0,24100.0,401661.0,11.68,-117533,40183,79480
2010-06-10,24300.0,24450.0,536802.0,11.85,-109026,-54544,147240
2010-06-11,24900.0,24200.0,666523.0,11.72,48196,-245770,215514
2010-06-14,24400.0,24200.0,594455.0,11.72,76265,-336729,278834
2010-06-15,24150.0,24050.0,300386.0,11.65,59836,-72240,-3216
2010-06-16,24250.0,23800.0,362422.0,11.53,83026,-87000,14424
2010-06-17,23850.0,23300.0,795853.0,11.29,332890,-241794,-94258
2010-06-18,23400.0,23800.0,472702.0,11.53,66895,-93700,51745
2010-06-21,24150.0,25250.0,1133898.0,12.23,-104222,-122418,171740
2010-06-22,24900.0,25000.0,768224.0,12.11,-74336,155018,-72802
2010-06-23,24700.0,24650.0,494492.0,11.94,27951,84258,-114899
2010-06-24,24750.0,24750.0,727133.0,11.99,22631,-71151,23110
2010-06-25,24450.0,25700.0,1022982.0,12.45,-239297,255727,-103110
2010-06-28,26050.0,25900.0,361751.0,12.55,1749,34221,-8090
2010-06-29,25700.0,24650.0,539267.0,11.94,28046,14654,-16710
2010-06-30,24100.0,24500.0,582205.0,11.87,59136,40084,-100810
2010-07-01,24250.0,25150.0,382863.0,12.18,-120662,36112,61480
2010-07-02,25350.0,24800.0,502039.0,12.01,100377,-56087,-29120
2010-07-05,24600.0,24500.0,347454.0,11.87,113105,-56635,-55680
2010-07-06,24650.0,24150.0,927796.0,11.7,9654,45116,-60890
2010-07-07,24450.0,25350.0,729026.0,12.28,-157983,88103,75670
2010-07-08,25600.0,25500.0,687173.0,12.35,-47569,11749,53830
2010-07-09,25900.0,25100.0,1849764.0,12.16,280043,-89143,-106130
2010-07-12,24800.0,24450.0,1270949.0,11.85,561484,-600414,95910
2010-07-13,24500.0,23450.0,2007015.0,11.36,1060006,-227051,-739435
2010-07-14,23750.0,23900.0,1336087.0,11.58,-50365,358275,-304910
2010-07-15,24050.0,24450.0,786153.0,11.85,-197291,88031,92160
2010-07-16,24450.0,24350.0,535287.0,11.8,-39086,97406,-36620
2010-07-19,23850.0,24000.0,236766.0,11.63,7657,14618,-12845
2010-07-20,24300.0,24450.0,485770.0,11.85,-147205,63245,42400
2010-07-21,24700.0,24200.0,262427.0,11.72,-23112,6540,20062
2010-07-22,24200.0,23900.0,371844.0,11.58,26060,-96530,83670
2010-07-23,24050.0,24050.0,396172.0,11.65,57260,-83150,20940
2010-07-26,24250.0,24350.0,319930.0,11.8,-17324,-29676,50190
2010-07-27,24550.0,24500.0,440758.0,11.87,-15335,-22836,30150
2010-07-28,24500.0,24550.0,281931.0,11.89,-65967,68337,-1790
2010-07-29,24650.0,24900.0,855488.0,12.06,-160426,164686,-83440
2010-07-30,24800.0,24300.0,595602.0,11.77,41602,-1787,-64165
2010-08-02,24300.0,23950.0,823262.0,11.6,256754,-303384,10720
2010-08-03,24200.0,23300.0,726467.0,11.29,208488,-236448,55270
2010-08-04,23450.0,22500.0,1570672.0,10.9,700580,-746370,100850
2010-08-05,22650.0,22250.0,883535.0,10.78,330113,-299029,-6430
2010-08-06,22350.0,23250.0,602196.0,11.26,-276124,237614,32280
2010-08-09,23350.0,23250.0,367625.0,11.26,-4280,35420,-40070
2010-08-10,23250.0,22600.0,506184.0,10.95,266229,-225839,-33890
2010-08-11,22600.0,22250.0,376918.0,10.78,109570,-140150,27510
2010-08-12,21700.0,21200.0,667688.0,10.27,240381,-138801,-152340
2010-08-13,21500.0,21950.0,413195.0,10.63,-13222,15007,590
2010-08-16,21900.0,21900.0,449073.0,10.61,15307,2413,-32700
2010-08-17,22400.0,22200.0,334769.0,10.76,-78667,99990,3770
2010-08-18,22300.0,21700.0,493608.0,10.51,221794,-190404,-17920
2010-08-19,21900.0,21800.0,446410.0,10.56,171321,-87851,-69810
2010-08-20,21650.0,21850.0,402576.0,10.59,23549,-48679,-5200
2010-08-23,22100.0,21300.0,444648.0,10.32,215437,-117387,-91000
2010-08-24,21450.0,21350.0,365429.0,10.34,112010,-103139,4519
2010-08-25,21250.0,21000.0,1191400.0,10.17,155388,-324718,293150
2010-08-26,20900.0,20700.0,585458.0,10.03,180973,-178633,-14340
2010-08-27,20400.0,20300.0,562354.0,9.83,70078,-165348,82380
2010-08-30,20550.0,21350.0,705308.0,10.34,-45656,-8154,45620
2010-08-31,21000.0,21000.0,439238.0,10.17,-22807,17137,-8520
2010-09-01,21200.0,20800.0,746796.0,10.08,111322,-48440,-53522
2010-09-02,21100.0,20950.0,455789.0,10.15,69058,36782,-98560
2010-09-03,21150.0,22050.0,1036139.0,10.68,-95998,192072,-106380
2010-09-06,22300.0,23000.0,1626182.0,11.14,-705375,531135,166350
2010-09-07,22950.0,22700.0,504010.0,11.0,-53327,10606,16811
2010-09-08,22500.0,22950.0,603997.0,11.12,-132622,-2728,147130
2010-09-09,22850.0,22500.0,1859274.0,10.9,-151833,155153,95190
2010-09-10,22400.0,21600.0,1581858.0,10.46,639340,-435650,-172700
2010-09-13,21550.0,21100.0,1149936.0,10.22,533952,-405612,-92370
2010-09-14,21400.0,21350.0,1458784.0,10.34,-2331,60566,-91925
2010-09-15,21600.0,21700.0,602865.0,10.51,-32589,22889,-4900
2010-09-16,21850.0,21800.0,515479.0,10.56,-74341,115601,-9070
2010-09-17,21900.0,22400.0,572194.0,10.85,-106921,91621,8200
2010-09-20,22350.0,22800.0,618291.0,11.05,-281877,267287,-29970
2010-09-24,22700.0,23050.0,534256.0,11.17,-80333,51043,70020
2010-09-27,23150.0,22800.0,961173.0,11.05,-185438,189566,-30368
2010-09-28,22750.0,22100.0,1170502.0,10.71,492668,-284168,-138360
2010-09-29,22150.0,22250.0,579842.0,10.78,216434,-246154,37830
