Symbol,현대해상_시가(원),현대해상_종가(원),현대해상_거래량(주),현대해상_PER(IFRS-연결),현대해상_순매수수량(개인)(주),현대해상_순매수수량(기관계)(주),현대해상_순매수수량(외국인계)(주)
2000-01-04,16950,19000,139920,10.53,58760,-58980,220
2000-01-05,18800,18400,58040,10.2,100,-100,0
2000-01-06,18600,16800,122690,9.31,77490,-76490,0
2000-01-07,17000,17500,136310,9.7,4650,-9120,12470
2000-01-10,18400,20100,127520,11.14,4650,-5000,150
2000-01-11,20800,20000,395190,11.09,-5430,-2970,8400
2000-01-12,19800,19150,73180,10.62,0,0,0
2000-01-13,19700,19600,172970,10.86,-4470,4880,-410
2000-01-14,19600,18750,80600,10.39,500,-500,0
2000-01-17,18850,18700,62250,10.37,4830,-4000,-830
2000-01-18,18700,18200,53210,10.09,7660,-7290,-370
2000-01-19,17800,16950,76370,9.4,31020,2000,-33020
2000-01-20,16000,16750,81610,9.28,31370,-31370,0
2000-01-21,16000,16800,69020,9.31,0,0,0
2000-01-24,16800,16850,38510,9.34,0,0,0
2000-01-25,16500,16600,42260,9.2,-50,-50,100
2000-01-26,16700,17000,52020,9.42,-5000,5000,0
2000-01-27,17000,18200,179030,10.09,42920,-45000,7900
2000-01-28,18300,18950,219960,10.5,-94320,-9680,104000
2000-01-31,18950,19350,146670,10.73,-32980,-21020,54000
2000-02-01,20500,19400,78770,10.75,-11480,11480,0
2000-02-02,18800,19700,108030,10.92,-12990,9990,0
2000-02-03,20200,21500,290800,11.92,-42800,31000,-200
2000-02-07,21000,20300,291060,11.25,14270,-15480,1110
2000-02-08,20000,19200,117600,10.64,7390,-7470,80
2000-02-09,19200,18900,75440,10.48,-1370,1370,0
2000-02-10,18300,18000,109420,9.98,-36650,20650,0
2000-02-11,17600,17200,83650,9.53,11870,-11870,0
2000-02-14,17000,18000,96060,9.98,1340,-1340,0
2000-02-15,17400,18000,41810,9.98,-9120,9300,-180
2000-02-16,18600,19500,477220,10.81,-100,-124900,100000
2000-02-17,19000,18500,85460,10.25,-13580,21480,-7900
2000-02-18,17900,17550,80890,9.73,20770,-20000,-770
2000-02-21,16600,17100,65210,9.48,-31000,31000,0
2000-02-22,17300,16400,109110,9.09,28400,-39400,15000
2000-02-23,16400,17500,160640,9.7,63920,2000,-64920
2000-02-24,17000,17000,71540,9.42,7540,14000,-21540
2000-02-25,16800,17000,51970,9.42,-10500,10500,0
2000-02-28,16600,16800,63750,9.31,-16110,22460,-6350
2000-02-29,17200,16900,45260,9.37,-11490,9610,1880
2000-03-02,16700,16900,104910,9.37,19280,-21850,2570
2000-03-03,17300,17100,95320,9.48,-22880,15880,7000
2000-03-06,17000,17650,116240,9.78,12180,-12190,10
2000-03-07,17750,17450,87390,9.67,-2510,2510,0
2000-03-08,17300,17400,98530,9.65,-14800,14800,0
2000-03-09,17400,17450,110930,9.67,-8250,8370,-120
2000-03-10,17300,17500,64270,9.7,-36060,36060,0
2000-03-13,17500,17500,74750,9.7,-49160,24160,25000
2000-03-14,17500,17600,112800,9.76,-5130,-44870,50000
2000-03-15,17600,17600,137380,9.76,2840,-2840,0
2000-03-16,18000,17600,60390,9.76,-24220,23820,400
2000-03-17,17900,18000,188290,9.98,-1470,1470,0
2000-03-20,18150,17700,63570,9.81,-2090,1980,110
2000-03-21,17400,17450,79220,9.67,-57990,57990,0
2000-03-22,17200,17300,119350,9.59,14310,41550,-45860
2000-03-23,17000,17000,92860,9.42,11560,19070,-30630
2000-03-24,16800,16500,125960,9.15,36620,-6810,-29810
2000-03-27,16100,16700,167540,9.26,84000,-44190,-39810
2000-03-28,16800,16750,131970,9.28,-7330,-32680,40010
2000-03-29,16700,16650,80220,9.23,540,1900,-440
2000-03-30,15500,15700,63480,8.7,-8000,16000,-8000
2000-03-31,15500,15000,35750,8.31,-5030,5200,-170
2000-04-03,14800,13600,78490,9.23,-3400,3000,400
2000-04-04,13100,12350,115820,8.38,28720,-28870,150
2000-04-06,12100,11200,81850,7.6,34720,-20000,-14720
2000-04-07,11000,10550,259980,7.16,164180,-134300,-29930
2000-04-10,11050,11400,278760,7.73,61390,-60610,0
2000-04-11,11700,10900,153180,7.39,30000,-30000,0
2000-04-12,11000,11150,116790,7.56,20030,0,0
2000-04-14,11000,12350,216170,8.38,46590,-21620,0
2000-04-17,10550,10500,194420,7.12,45780,-45790,10
2000-04-18,11200,11600,360640,7.87,61470,-61970,0
2000-04-19,11750,11200,237280,7.6,16030,-17000,0
2000-04-20,11300,10800,106860,7.33,28160,-28050,-110
2000-04-21,10800,10950,108410,7.43,30040,-30020,-20
2000-04-24,11000,10600,53120,7.19,1500,0,0
2000-04-25,10500,10200,56760,6.92,0,0,0
2000-04-26,10300,8810,232870,5.98,56140,-56140,0
2000-04-27,8820,8400,219510,5.7,55480,-55900,0
2000-04-28,8510,8510,160540,5.77,59530,-65490,6080
2000-05-02,8490,8530,100370,5.79,5770,100,-5870
2000-05-03,8550,8870,69150,6.02,0,0,0
2000-05-04,9000,9100,94730,6.17,-540,0,440
2000-05-08,8800,8850,53430,6,0,0,0
2000-05-09,8700,8800,49580,5.97,20,-20,0
2000-05-10,8500,9100,34560,6.17,-17960,0,17960
2000-05-12,9100,9140,39080,6.2,-15630,0,15630
2000-05-15,9000,8590,30920,5.83,-8390,0,8390
2000-05-16,8430,8440,28670,5.73,-7380,0,7400
2000-05-17,8800,7900,27370,5.36,-7400,-10,7410
2000-05-18,7600,7390,40320,5.01,-11890,0,11890
2000-05-19,7000,7200,135760,4.88,64620,0,-64620
2000-05-22,7200,6500,59380,4.41,16330,0,-16330
2000-05-23,6010,6600,83880,4.48,14510,-9800,-4710
2000-05-24,6700,7590,100690,5.15,40,-40,0
2000-05-25,7890,8460,170950,5.74,33000,0,-33000
2000-05-26,8400,7200,130960,4.88,0,0,0
2000-05-29,6530,7100,210260,4.82,440,0,-440
2000-05-30,7800,8070,185700,5.47,190,-150,-40
2000-05-31,8400,8700,377270,5.9,19220,0,-19220
2000-06-01,8300,8160,134400,5.54,-390,0,-4610
2000-06-02,8310,8410,136680,5.71,0,0,0
2000-06-05,8900,9670,209390,6.56,-14400,14600,-200
2000-06-07,9800,10000,248830,6.78,-1600,3990,0
2000-06-08,10300,9200,120650,6.24,200,0,-200
2000-06-09,9180,9620,249080,6.53,12630,0,0
2000-06-12,9900,9500,90220,6.44,100,0,0
2000-06-13,9400,8900,71730,6.04,0,0,0
2000-06-14,8700,8700,39440,5.9,80,0,0
2000-06-15,8590,8400,39350,5.7,0,0,0
2000-06-16,8100,8200,37360,5.56,0,0,0
2000-06-19,8210,8000,22130,5.43,10,-10,0
2000-06-20,8500,8500,45360,5.77,0,0,0
2000-06-21,8630,8490,78320,5.76,0,0,0
2000-06-22,8600,8480,41390,5.75,0,0,0
2000-06-23,8380,8390,24080,5.69,0,0,0
2000-06-26,8350,8520,37310,5.78,0,0,0
2000-06-27,8610,9070,80280,6.15,0,0,0
2000-06-28,9100,8900,71820,6.04,-210,210,0
2000-06-29,8900,8540,33490,5.79,0,0,0
2000-06-30,8500,8750,30220,5.94,10,-10,0
2000-07-03,8920,9000,52930,6.11,0,0,0
2000-07-04,9310,9670,320090,6.56,-4820,4820,0
2000-07-05,10000,9500,117400,6.44,-2000,2000,0
2000-07-06,9500,10100,170890,6.85,0,0,0
2000-07-07,10400,10800,237010,7.33,-9980,-20,0
2000-07-10,11000,11300,183710,7.67,-3890,8890,0
2000-07-11,11450,10600,200670,7.19,2880,-10,0
2000-07-12,10700,10250,93660,6.95,-2650,-220,0
2000-07-13,10000,10050,50510,6.82,5590,-220,-370
2000-07-14,10300,9660,45900,6.55,-6600,-1400,8000
2000-07-18,9550,9170,59250,6.22,7210,-7210,0
2000-07-19,9210,9280,91290,6.3,-540,0,540
2000-07-20,9450,9100,97510,6.17,8600,-8600,0
2000-07-21,9410,9150,48760,6.21,-1500,-2000,3500
2000-07-24,8850,8200,78290,5.56,8000,-8000,0
2000-07-25,7600,8160,52160,5.54,0,0,0
2000-07-26,8140,8050,58740,5.46,0,0,0
2000-07-27,7900,8060,24850,5.47,0,0,0
2000-07-28,8000,7900,26540,5.36,0,0,0
2000-07-31,7500,7810,21060,5.3,0,0,0
2000-08-01,7620,8200,43850,5.56,250,-250,0
2000-08-02,8200,8250,28430,5.6,-240,240,0
2000-08-03,8500,8310,26680,5.64,0,0,0
2000-08-04,8300,8250,19180,5.6,0,0,0
2000-08-07,8190,7870,25350,5.34,0,0,0
2000-08-08,7980,7860,10590,5.33,0,0,0
2000-08-09,8050,8070,27190,5.47,0,0,0
2000-08-10,8200,8250,32840,5.6,-230,230,0
2000-08-11,8190,8110,19780,5.5,0,0,0
2000-08-14,9320,8660,61110,5.87,300,0,0
2000-08-16,8530,8570,32840,5.81,0,0,0
2000-08-17,8400,8340,19600,5.66,10,-10,0
2000-08-18,8200,8120,20550,5.51,0,0,0
2000-08-21,7800,7930,24340,5.38,0,0,0
2000-08-22,7950,8020,18480,5.44,0,0,0
2000-08-23,8190,8010,30720,5.43,0,0,0
2000-08-24,8060,7950,22830,5.39,6000,0,-7000
2000-08-25,7830,7900,26220,5.36,8000,-7000,0
2000-08-28,8060,8150,16960,5.53,0,0,0
2000-08-29,8260,8200,28590,5.56,7580,200,-7780
2000-08-30,8150,8070,17240,5.47,0,0,0
2000-08-31,8250,7850,18920,5.33,5010,0,-6010
2000-09-01,8000,7880,26700,5.35,0,0,0
2000-09-04,8000,7830,28160,5.31,-2000,2000,0
2000-09-05,7790,7920,23560,5.37,0,0,0
2000-09-06,7800,8140,45080,5.52,-7860,0,7860
2000-09-07,8200,8000,25470,5.43,-10000,0,10000
2000-09-08,8000,8090,19710,5.49,-8280,200,8080
2000-09-14,7810,8200,45120,5.56,-540,340,700
2000-09-15,8200,8100,72010,5.49,-9500,0,10000
2000-09-18,7820,7500,44430,5.09,-10180,-820,11000
2000-09-19,7010,7400,19830,5.02,-4890,10,4880
2000-09-20,7400,7610,19100,5.16,-80,-20,100
2000-09-21,7550,7450,34140,5.05,-11220,-130,11350
2000-09-22,7450,7290,24410,4.95,-7770,0,7770
2000-09-25,7200,7650,31020,5.19,-8410,0,8410
2000-09-26,7600,7700,21500,5.22,-6390,0,6390
2000-09-27,7700,7850,12630,5.33,-10,0,10
2000-09-28,7900,7750,13150,5.26,-4160,0,4160
2000-09-29,7900,7750,24370,5.26,-6740,400,5840
2000-10-02,7630,7600,5960,5.16,0,0,0
2000-10-04,7300,7520,12660,5.1,-2500,0,2500
2000-10-05,7600,7650,12510,5.19,-4550,0,4550
2000-10-06,7600,7800,20910,5.29,-6540,0,6540
2000-10-09,7920,7770,10760,5.27,0,0,0
2000-10-10,7510,7700,12650,5.22,-3580,0,3580
2000-10-11,7750,7550,24540,5.12,-7830,0,7830
2000-10-12,7320,7640,20330,5.18,-7140,0,7140
2000-10-13,7200,7390,60060,5.01,6230,0,-6230
2000-10-16,7150,7300,74820,4.95,-10040,0,10040
2000-10-17,7110,6670,89590,4.52,42870,0,-42870
2000-10-18,6210,6400,158490,4.34,57290,-10,-57280
2000-10-19,6390,6380,43930,4.33,0,0,0
2000-10-20,6400,6350,69290,4.31,20160,-20,-20140
2000-10-23,6350,6000,73390,4.07,15060,0,-15060
2000-10-24,6000,6150,85160,4.17,5340,0,-5340
2000-10-25,5910,6010,29190,4.08,10250,0,-10250
2000-10-26,5950,5830,20300,3.95,0,0,0
2000-10-27,5890,5930,27610,4.02,-1310,-690,2000
2000-10-30,6100,5930,35100,4.02,0,0,0
2000-10-31,5800,5780,132700,3.92,-980,-20,1000
2000-11-01,5800,5810,66820,3.94,0,0,0
2000-11-02,5970,5950,113120,4.04,17390,-19390,2000
2000-11-03,6000,5920,73890,4.02,0,0,0
2000-11-06,5950,6000,74950,4.07,-20050,-10,20060
2000-11-07,5950,6000,31790,4.07,-15000,0,15000
2000-11-08,6010,5980,29750,4.06,0,0,0
2000-11-09,5630,6000,22280,4.07,0,0,0
2000-11-10,6190,5990,27270,4.06,0,0,0
2000-11-13,6010,5900,23970,4,-1000,0,1000
2000-11-14,5710,6030,31000,4.09,0,0,0
2000-11-15,6030,6190,90690,4.2,-31000,10000,0
2000-11-16,6250,6090,31020,4.13,-13940,5000,0
2000-11-17,6100,5800,19360,3.93,0,0,0
2000-11-20,5820,5820,25010,3.95,0,0,0
2000-11-21,5700,5780,22030,3.92,0,0,0
2000-11-22,5700,5640,13410,3.83,130,-130,0
2000-11-23,5640,5300,16860,3.6,1110,-1110,0
2000-11-24,5360,5330,23990,3.62,0,0,0
2000-11-27,5450,5510,15130,3.74,100,-100,0
2000-11-28,5500,5370,13240,3.64,0,0,0
2000-11-29,5250,5340,22510,3.62,0,0,0
2000-11-30,5340,5250,23670,3.56,-16710,15070,1640
2000-12-01,5200,5370,14040,3.64,-2730,0,2730
2000-12-04,5450,5210,5990,3.53,10,-10,0
2000-12-05,5350,5300,8360,3.6,-1000,1000,0
2000-12-06,5350,5320,12120,3.61,-3000,3000,0
2000-12-07,5320,5280,7910,3.58,-1990,1990,0
2000-12-08,5200,5370,16510,3.64,0,-100,100
2000-12-11,5500,5420,18420,3.68,-2000,0,2000
2000-12-12,5570,5510,16200,3.74,2020,-2020,0
2000-12-13,5500,5600,13440,3.8,2060,-2060,0
2000-12-14,5510,5650,10630,3.83,0,0,0
2000-12-15,5660,5640,13640,3.83,3010,-3010,0
2000-12-18,5680,5500,9710,3.73,0,0,0
2000-12-19,5500,5470,17690,3.71,10,-10,0
2000-12-20,5400,5100,14750,3.46,-490,490,0
2000-12-21,4340,5100,78670,3.46,-36620,14990,21630
2000-12-22,5000,4950,37950,3.36,-6180,-16660,22840
2000-12-26,5200,5000,34190,3.39,-630,-11350,11980
2001-01-02,4900,5400,7950,3.66,0,0,0
2001-01-03,5690,5400,15970,3.66,5000,-5000,0
2001-01-04,5600,6100,83650,4.14,5690,-5690,0
2001-01-05,6000,7010,335480,4.76,75610,-75610,0
2001-01-08,7010,7050,436190,4.78,52620,-53280,660
2001-01-09,7080,7000,136920,4.75,-3290,3290,0
2001-01-10,6750,6000,133730,4.07,-12320,2320,10000
2001-01-11,5800,6500,76140,4.41,-2360,2360,0
2001-01-12,6780,6400,108480,4.34,0,0,0
2001-01-15,6600,6350,67390,4.31,20,-20,0
2001-01-16,6350,6500,98350,4.41,20800,-20800,0
2001-01-17,6780,6800,313870,4.61,-126190,-13810,140000
2001-01-18,6800,6760,62580,4.59,10,-10,0
2001-01-19,6920,6800,54410,4.61,0,0,0
2001-01-22,7000,7400,103680,5.02,4100,0,-4100
2001-01-26,7650,7500,150460,5.09,9700,-5800,-3900
2001-01-29,7600,7250,52220,4.92,10,-10,0
2001-01-30,7480,7100,44940,4.82,-1000,0,1000
2001-01-31,7010,7450,87660,5.05,17480,-20010,2530
2001-02-01,7280,7100,29830,4.82,0,0,0
2001-02-02,7150,6760,106390,4.59,0,0,0
2001-02-05,6500,6350,53080,4.31,10,-10,0
2001-02-06,6410,6550,34560,4.44,0,0,0
2001-02-07,6560,6480,24220,4.4,-1490,-10,1500
2001-02-08,6400,6510,31230,4.42,0,0,0
2001-02-09,6450,6660,46860,4.52,0,0,0
2001-02-12,6600,6670,29660,4.52,1670,-1670,0
2001-02-13,6850,6800,61310,4.61,11230,-11230,0
2001-02-14,6800,6990,40750,4.74,1090,-1090,0
2001-02-15,7150,6950,33640,4.71,910,-910,0
2001-02-16,6750,6740,44200,4.57,440,-440,0
2001-02-19,6600,6550,27780,4.44,1890,-1590,-300
2001-02-20,6560,6740,68280,4.57,400,-400,0
2001-02-21,6800,6640,34660,4.5,3410,-3410,0
2001-02-22,6620,6510,50880,4.42,10,-10,0
2001-02-23,6600,6620,22790,4.49,0,0,0
2001-02-26,6520,6620,25940,4.49,0,0,0
2001-02-27,7000,6900,172520,4.68,-49930,49930,0
2001-02-28,6750,6990,25190,4.74,-9860,9860,0
2001-03-02,6810,6810,52240,4.62,-42980,42980,0
2001-03-05,6750,6600,19060,4.48,110,-10,-100
2001-03-06,6510,6600,10060,4.48,140,-130,-10
2001-03-07,6600,6710,14410,4.55,-7950,7950,0
2001-03-08,6610,6720,32030,4.56,-16410,16410,0
2001-03-09,6600,6680,8760,4.53,0,0,0
2001-03-12,6590,6350,16150,4.31,5540,0,-5540
2001-03-13,6250,5860,29710,3.98,610,-610,0
2001-03-14,5870,6050,17220,4.1,-2560,2560,0
2001-03-15,5750,5890,8020,4,0,0,0
2001-03-16,5810,5940,5810,4.03,20,-20,0
2001-03-19,5890,6000,20750,4.07,570,-570,0
2001-03-20,6000,6000,8960,4.07,170,-170,0
2001-03-21,5750,5860,10280,3.98,0,0,0
2001-03-22,5900,6000,13500,4.07,-5810,5810,0
2001-03-23,6010,6080,3670,4.12,-170,170,0
2001-03-26,6120,6200,5870,4.21,60,-60,0
2001-03-27,6300,6200,22340,4.21,-15810,15810,0
2001-03-28,6120,6140,9140,4.17,0,0,0
2001-03-29,6020,6040,5960,4.1,0,0,0
2001-03-30,6060,6150,31740,4.17,310,-310,0
2001-04-02,6010,5930,7540,,100,-100,0
2001-04-03,5720,5900,4720,,-20,20,0
2001-04-04,5720,5700,15930,,6170,-6170,0
2001-04-06,5810,5900,45980,,-3430,3430,0
2001-04-09,5880,5780,3240,,880,-880,0
2001-04-10,5780,5670,5310,,0,0,0
2001-04-11,5700,5800,17770,,-9760,9760,0
2001-04-12,5720,6000,20830,,-6870,6970,0
2001-04-13,5920,6020,3730,,-1150,1150,0
2001-04-16,6020,6000,5000,,230,-1030,800
2001-04-17,5900,6000,9880,,0,0,0
2001-04-18,6000,6150,14490,,50,-50,0
2001-04-19,6450,6150,38200,,340,-340,0
2001-04-20,6290,6080,18640,,260,-260,0
2001-04-23,6050,6050,22260,,650,-650,0
2001-04-24,5920,6060,21380,,-6800,6800,0
2001-04-25,6000,6100,28090,,-10890,11570,0
2001-04-26,6400,6580,147860,,1490,-13030,0
2001-04-27,6500,6600,40230,,-9830,740,0
2001-04-30,7040,7420,134990,,-42810,24830,0
2001-05-02,7740,7630,148520,,-23460,2260,1200
2001-05-03,7500,7600,81140,,-38770,40600,-5680
2001-05-04,7400,7710,62710,,-4940,4400,0
2001-05-07,7730,8490,82190,,-19860,16020,0
2001-05-08,8200,8400,128650,,-32420,20420,0
2001-05-09,8380,8410,57280,,-29230,24410,0
2001-05-10,8300,8410,70360,,-18100,19490,-3360
2001-05-11,8400,8410,71800,,-17750,27750,0
2001-05-14,8410,8430,83190,,5970,-16480,510
2001-05-15,8500,8450,42000,,-2380,0,-510
2001-05-16,8100,8400,35370,,-11570,14570,0
2001-05-17,8600,8450,42460,,-17740,19730,0
2001-05-18,8550,8580,104970,,20240,9490,0
2001-05-21,8580,9150,200290,,32290,-99890,-400
2001-05-22,9370,9150,53690,,3480,-2480,0
2001-05-23,9200,9300,60780,,26790,-26790,0
2001-05-24,9200,9500,83860,,5190,-3850,0
2001-05-25,9600,10400,268960,,-19540,9540,0
2001-05-28,10200.0,9870.0,56310.0,,-4020,4020,0
2001-05-29,9800.0,10100.0,84520.0,,14720,-14720,0
2001-05-30,10100.0,10500.0,170900.0,,-81620,81620,0
2001-05-31,10200.0,11400.0,160190.0,,-11590,16590,0
2001-06-01,11800.0,13100.0,559870.0,,-211700,115390,97300
2001-06-04,13500.0,15050.0,517060.0,,-202870,-8330,257560
2001-06-05,15450.0,13750.0,806910.0,,13060,33090,-59070
2001-06-07,13800.0,14900.0,546790.0,,-142290,84510,79930
2001-06-08,15000.0,15000.0,218010.0,,-33290,18660,25400
2001-06-11,14700.0,15250.0,82460.0,,-11780,11330,0
2001-06-12,15250.0,16650.0,241160.0,,-34800,41830,-30
2001-06-13,16900.0,18650.0,506930.0,,-8420,-29020,59140
2001-06-14,18600.0,17800.0,395480.0,,105270,-46890,-58380
2001-06-15,17600.0,16700.0,430150.0,,139790,40790,-192930
2001-06-18,16350.0,16800.0,374730.0,,33400,24980,-60180
2001-06-19,16100.0,15700.0,271590.0,,19910,-3210,-20770
2001-06-20,15500.0,15650.0,324680.0,,-17200,16700,0
2001-06-21,15650.0,15300.0,163350.0,,-5970,7040,-1070
2001-06-22,15100.0,16900.0,336050.0,,-91180,68880,21740
2001-06-25,17000.0,17600.0,292090.0,,-56280,29960,12000
2001-06-26,17850.0,16700.0,326730.0,,-67700,37500,30200
2001-06-27,16700.0,16700.0,140920.0,,-33890,13750,20140
2001-06-28,16800.0,17200.0,203150.0,,-61110,54160,-12300
2001-06-29,17350.0,18900.0,623250.0,,-189330,241280,-15000
2001-07-02,18900.0,18500.0,399260.0,,19890,-26130,13630
2001-07-03,18650.0,18550.0,244200.0,,-68350,72730,0
2001-07-04,18700.0,19000.0,107490.0,,-11950,14950,0
2001-07-05,18700.0,18300.0,74090.0,,-16050,9050,7000
2001-07-06,17900.0,16900.0,117230.0,,22270,-7530,-26740
2001-07-09,16150.0,16000.0,87690.0,,-2150,11000,-6240
2001-07-10,16500.0,15900.0,100180.0,,32210,-25360,0
2001-07-11,15150.0,15700.0,96820.0,,-15290,14050,0
2001-07-12,16200.0,16500.0,115080.0,,390,-16450,12000
2001-07-13,16800.0,15850.0,101680.0,,-3530,-13470,17000
2001-07-16,15900.0,14350.0,198620.0,,69380,-60380,-12600
2001-07-18,14500.0,13200.0,133940.0,,-13770,13440,-5000
2001-07-19,13000.0,14300.0,299310.0,,-3650,54160,-50010
2001-07-20,13600.0,13600.0,79340.0,,-12400,250,4600
2001-07-23,13400.0,13100.0,76990.0,,-43920,38490,0
2001-07-24,12900.0,12750.0,175250.0,,18520,-37820,0
2001-07-25,13100.0,12750.0,229510.0,,53460,46540,0
2001-07-26,13300.0,13000.0,249080.0,,88650,-93650,0
2001-07-27,13300.0,13100.0,202390.0,,54630,-6630,-48000
2001-07-30,13150.0,12650.0,83920.0,,-17630,13630,0
2001-07-31,12400.0,13900.0,179960.0,,-8420,-12580,17000
2001-08-01,14000.0,14300.0,377860.0,,16160,-750,3010
2001-08-02,14300.0,14350.0,308470.0,,17910,-39910,9000
2001-08-03,14600.0,14800.0,193360.0,,15010,-16440,-10
2001-08-06,14800.0,14700.0,102100.0,,-9210,8650,0
2001-08-07,14700.0,15000.0,147800.0,,18500,-10500,0
2001-08-08,15100.0,15000.0,157050.0,,4060,12840,0
2001-08-09,14650.0,14200.0,79850.0,,-15050,15050,0
2001-08-10,14300.0,13800.0,115270.0,,620,-2120,1500
2001-08-13,13600.0,13650.0,63650.0,,11460,-11460,0
2001-08-14,13950.0,15000.0,248510.0,,-28900,18300,10600
2001-08-16,15000.0,16400.0,498760.0,,2630,19370,-21900
2001-08-17,16750.0,16200.0,194980.0,,-7280,7120,460
2001-08-20,15950.0,15600.0,182730.0,,16420,-6500,-9720
2001-08-21,16000.0,15550.0,212550.0,,30070,-10190,-19880
2001-08-22,15200.0,16350.0,272030.0,,28680,7220,-34000
2001-08-23,16500.0,15800.0,162580.0,,-41030,18450,20580
2001-08-24,15900.0,15900.0,72260.0,,-33530,290,33240
2001-08-27,16000.0,16000.0,106310.0,,-7520,33820,-26000
2001-08-28,16000.0,16500.0,115310.0,,-7340,-15320,22660
2001-08-29,16500.0,16400.0,243400.0,,-45260,6530,34080
2001-08-30,16000.0,15600.0,90950.0,,-2810,9220,-7760
2001-08-31,15100.0,13300.0,331080.0,,96510,-116550,20940
2001-09-03,13400.0,13000.0,236540.0,,33410,-31200,0
2001-09-04,13200.0,13800.0,131710.0,,-19260,1260,18000
2001-09-05,13100.0,13450.0,68950.0,,-7590,7290,0
2001-09-06,13750.0,13800.0,76400.0,,-610,610,0
2001-09-07,13400.0,13800.0,54070.0,,-2460,2460,0
2001-09-10,13400.0,13400.0,52970.0,,9580,-480,-10000
2001-09-11,13600.0,13200.0,44720.0,,8370,-340,-8030
2001-09-12,11250.0,11250.0,100210.0,,-77830,77830,0
2001-09-13,11250.0,11600.0,249700.0,,-8640,-52240,60880
2001-09-14,11500.0,11200.0,222310.0,,-65080,25590,42300
2001-09-17,10900.0,10400.0,122690.0,,-57450,46940,0
2001-09-18,11200.0,11300.0,106590.0,,-28830,-6570,35400
2001-09-19,11700.0,12000.0,95350.0,,-14440,14440,0
2001-09-20,11850.0,11400.0,82090.0,,6260,-16630,0
2001-09-21,11300.0,12000.0,50680.0,,-31410,22030,0
2001-09-24,11650.0,12100.0,36000.0,,-6160,6160,0
2001-09-25,13000.0,11800.0,68960.0,,4870,-5930,-8940
2001-09-26,12000.0,12000.0,42750.0,,-6890,6890,0
2001-09-27,12000.0,12200.0,28890.0,,-15430,18960,-3530
2001-09-28,11800.0,12500.0,41230.0,,-17730,22130,-4400
2001-10-04,13000.0,13550.0,153280.0,,-39920,35740,22190
2001-10-05,13600.0,14500.0,286320.0,,-56240,16620,62120
2001-10-08,14500.0,14100.0,180950.0,,42980,-17990,-26990
2001-10-09,14300.0,14400.0,64300.0,,6120,-1120,0
2001-10-10,14600.0,13900.0,40870.0,,3560,-60,-3500
2001-10-11,14300.0,14400.0,62760.0,,1590,-590,0
2001-10-12,14700.0,15300.0,175100.0,,-1220,-43780,53000
2001-10-15,15300.0,14850.0,82240.0,,12880,8510,-30990
2001-10-16,14900.0,15400.0,89290.0,,11900,-11600,0
2001-10-17,15850.0,15500.0,119830.0,,5040,-5040,0
2001-10-18,15050.0,14800.0,53350.0,,12510,2490,-15000
2001-10-19,14700.0,14450.0,145880.0,,78840,-55840,-23000
2001-10-22,14250.0,14450.0,57180.0,,10270,-10270,0
2001-10-23,14700.0,14350.0,56560.0,,-740,5000,0
2001-10-24,14350.0,14900.0,65760.0,,2530,-2370,0
2001-10-25,15200.0,15850.0,210050.0,,-74190,64190,0
2001-10-26,16000.0,15350.0,69200.0,,12890,-13890,1000
2001-10-29,15300.0,15150.0,46630.0,,130,-130,0
2001-10-30,14700.0,14400.0,41500.0,,9720,1550,-11250
2001-10-31,14000.0,15000.0,54090.0,,2800,-2800,0
2001-11-01,15400.0,17000.0,378080.0,,-83840,37090,46640
2001-11-02,17200.0,17400.0,268370.0,,-54820,-27440,77870
2001-11-05,17600.0,17800.0,99010.0,,10120,-10620,0
2001-11-06,18100.0,18200.0,219370.0,,-30330,-66190,101500
2001-11-07,18200.0,18150.0,113530.0,,-57030,7190,50000
2001-11-08,18000.0,17550.0,121510.0,,23580,-9330,-14250
2001-11-09,17500.0,17550.0,52210.0,,14160,-6660,-7500
2001-11-12,17650.0,18400.0,90950.0,,-10320,24920,-1000
2001-11-13,18200.0,18000.0,55100.0,,-18720,18720,0
2001-11-14,18100.0,19200.0,153060.0,,-49300,25960,28340
2001-11-15,19100.0,18800.0,84710.0,,-31230,29200,2030
2001-11-16,18800.0,18850.0,57920.0,,20220,-6740,-15000
2001-11-19,19500.0,20000.0,194520.0,,-23380,-4980,24860
2001-11-20,20000.0,19600.0,111610.0,,-14490,7810,6680
2001-11-21,19300.0,19600.0,255330.0,,50760,36200,-106960
2001-11-22,19600.0,21200.0,389760.0,,-44290,29620,0
2001-11-23,22000.0,24350.0,635170.0,,-130140,-110230,254220
2001-11-26,26000.0,26000.0,393890.0,,50760,-58560,16600
2001-11-27,26000.0,25800.0,212720.0,,13410,-13620,400
2001-11-28,25050.0,22050.0,318480.0,,94980,-34620,-58860
2001-11-29,22300.0,25300.0,456270.0,,-33390,18340,10060
2001-11-30,25600.0,25100.0,775480.0,,254560,18660,-323580
2001-12-03,25300.0,25000.0,213950.0,,-17460,20490,0
2001-12-04,24900.0,25600.0,278180.0,,-58750,73450,-18600
2001-12-05,25200.0,26000.0,312050.0,,-25970,52900,-29900
2001-12-06,27000.0,25400.0,228590.0,,-1800,9160,0
2001-12-07,25100.0,24900.0,260380.0,,68370,-62370,0
2001-12-10,24800.0,24950.0,127100.0,,-42070,42970,100
