Symbol,SK네트웍스_시가(원),SK네트웍스_종가(원),SK네트웍스_거래량(주),SK네트웍스_PER(IFRS-연결),SK네트웍스_순매수수량(개인)(주),SK네트웍스_순매수수량(기관계)(주),SK네트웍스_순매수수량(외국인계)(주)
2010-02-17,10550.0,10450.0,725957.0,50.28,3588,23480,-17998
2010-02-18,10500.0,10400.0,531946.0,50.04,-110420,-6530,18840
2010-02-19,10300.0,10150.0,756681.0,48.84,-6353,41803,-4080
2010-02-22,10250.0,10450.0,634210.0,50.28,-140770,-22000,113830
2010-02-23,10350.0,10450.0,638768.0,50.28,-81270,-52000,131220
2010-02-24,10400.0,10350.0,620726.0,49.8,108319,-128370,24001
2010-02-25,10450.0,10300.0,681280.0,49.56,-138690,169360,-22580
2010-02-26,10350.0,10450.0,660980.0,50.28,-177841,43950,118841
2010-03-02,10850.0,10850.0,2137971.0,52.21,-226074,159440,55494
2010-03-03,10850.0,10900.0,916083.0,52.45,-90588,173668,-52800
2010-03-04,10850.0,10900.0,1109449.0,52.45,-254623,345050,-83367
2010-03-05,11000.0,11000.0,1156595.0,52.93,-96080,203850,9090
2010-03-08,11150.0,11050.0,1308262.0,53.17,-197471,134230,11731
2010-03-09,11000.0,11150.0,1196547.0,53.65,-228690,237170,64950
2010-03-10,11200.0,11300.0,1168714.0,54.37,4623,232386,-9528
2010-03-11,11450.0,11350.0,1342315.0,54.61,-324779,391557,-56368
2010-03-12,11400.0,11750.0,2465552.0,56.54,-464760,425590,-7780
2010-03-15,11700.0,11450.0,1570675.0,55.1,-84473,139933,-25050
2010-03-16,11450.0,11650.0,1735741.0,56.06,-677504,696395,-4901
2010-03-17,11750.0,11800.0,2154852.0,56.78,-863546,867456,-26070
2010-03-18,11900.0,12000.0,1860447.0,57.74,-715750,591890,177120
2010-03-19,12000.0,11950.0,1198439.0,57.5,-231312,130570,93192
2010-03-22,11850.0,11700.0,981821.0,56.3,-134477,150527,20970
2010-03-23,11800.0,11700.0,1707759.0,56.3,64135,-42345,117150
2010-03-24,11800.0,11550.0,1564002.0,55.58,-41749,-17331,62650
2010-03-25,11600.0,11500.0,2567094.0,55.34,389457,-624717,182480
2010-03-26,11600.0,12250.0,4228470.0,58.95,-577430,334854,208256
2010-03-29,12100.0,11950.0,3307290.0,57.5,567080,-392790,-157910
2010-03-30,12100.0,11700.0,2321946.0,56.3,475884,-295524,-149380
2010-03-31,11750.0,11500.0,3114891.0,55.34,594180,-568560,-44430
2010-04-01,11600.0,11950.0,3018435.0,57.5,-525856,287846,234400
2010-04-02,12000.0,12050.0,2270512.0,57.98,-172252,188552,-7970
2010-04-05,12150.0,11800.0,2479981.0,56.78,428846,-169770,-239880
2010-04-06,11600.0,11350.0,3338103.0,54.61,553594,-693574,130820
2010-04-07,11400.0,11550.0,2021934.0,55.58,-38494,-401366,465390
2010-04-08,11600.0,11500.0,931634.0,55.34,-88242,55920,31630
2010-04-09,11550.0,11400.0,1099461.0,54.86,183552,-168410,660
2010-04-12,11500.0,11600.0,1688279.0,55.82,-164500,54180,92680
2010-04-13,11750.0,11700.0,1097469.0,56.3,-258445,35868,225327
2010-04-14,11850.0,11900.0,1637056.0,57.26,5344,-14684,-2360
2010-04-15,11950.0,11850.0,972447.0,57.02,1720,-23350,25830
2010-04-16,11800.0,11500.0,1404554.0,55.34,49830,-39490,210
2010-04-19,11350.0,11400.0,1020489.0,54.86,-230606,66966,161380
2010-04-20,11550.0,11600.0,770332.0,55.82,12944,45316,-39360
2010-04-21,11650.0,11550.0,1233684.0,55.58,111201,-106031,-36980
2010-04-22,11500.0,11400.0,1025619.0,54.86,-159770,87290,33860
2010-04-23,11500.0,11450.0,794752.0,55.1,-26910,-137440,160750
2010-04-26,11500.0,11450.0,752685.0,55.1,35007,-77517,35360
2010-04-27,11400.0,11700.0,1633545.0,56.3,-75898,25120,49478
2010-04-28,11400.0,11600.0,1540039.0,55.82,-143145,278895,-115270
2010-04-29,11600.0,11300.0,1741944.0,54.37,142070,112780,-244390
2010-04-30,11400.0,11150.0,1045472.0,53.65,-49941,1141,78040
2010-05-03,11150.0,10950.0,1243501.0,52.69,107328,-215348,87990
2010-05-04,11050.0,10600.0,1883400.0,51.01,316269,-307099,5480
2010-05-06,10350.0,10800.0,1229840.0,51.97,-391643,356553,35020
2010-05-07,10450.0,10400.0,1248635.0,50.04,302339,-58829,-244060
2010-05-10,10450.0,10550.0,687214.0,50.77,93358,-121098,50590
2010-05-11,10650.0,10600.0,851356.0,51.01,23490,-72150,13480
2010-05-12,10550.0,10400.0,853521.0,50.04,36366,70424,-136160
2010-05-13,10500.0,10400.0,949474.0,50.04,273530,-251270,3690
2010-05-14,10350.0,10300.0,783265.0,49.56,27610,-61710,31580
2010-05-17,10200.0,10050.0,1230180.0,48.36,76522,-75610,-42
2010-05-18,10050.0,10150.0,717906.0,48.84,-100437,-56803,124200
2010-05-19,10100.0,10300.0,1567175.0,49.56,54202,-71922,50260
2010-05-20,10300.0,10600.0,2320295.0,51.01,-585348,415268,-48670
2010-05-24,10500.0,10450.0,921624.0,50.28,-45240,98870,-45920
2010-05-25,10350.0,9960.0,2040647.0,47.93,27830,329170,-137250
2010-05-26,10100.0,10200.0,1889173.0,49.08,-2873,-174837,178150
2010-05-27,10050.0,10300.0,1402789.0,49.56,-207693,226973,-37431
2010-05-28,10450.0,10300.0,929429.0,49.56,114448,-136863,41715
2010-05-31,10300.0,10800.0,1568481.0,51.97,-378081,164015,203276
2010-06-01,10700.0,10750.0,883009.0,51.73,-58271,46440,2361
2010-06-03,10800.0,10850.0,641971.0,52.21,-89225,-21240,86805
2010-06-04,10850.0,10800.0,594522.0,51.97,-119608,118798,15440
2010-06-07,10500.0,10850.0,1192145.0,52.21,-512497,453777,55550
2010-06-08,10850.0,11050.0,1299625.0,53.17,-286628,192818,55530
2010-06-09,11150.0,11300.0,1496597.0,54.37,-430268,265405,165143
2010-06-10,11300.0,11100.0,2020703.0,53.41,88071,126789,25540
2010-06-11,11250.0,10950.0,1207039.0,52.69,329293,-32383,-27700
2010-06-14,10900.0,10850.0,2048379.0,52.21,518079,-135571,307220
2010-06-15,10900.0,11150.0,1048756.0,53.65,-208082,34592,172830
2010-06-16,11200.0,11150.0,705167.0,53.65,-11906,-19434,25350
2010-06-17,11100.0,11150.0,1086754.0,53.65,20425,-142985,110620
2010-06-18,11200.0,11100.0,650409.0,53.41,-145120,62680,93730
2010-06-21,11300.0,11250.0,2719965.0,54.13,821906,-956420,132154
2010-06-22,11100.0,11100.0,808434.0,53.41,-69587,3487,64340
2010-06-23,11050.0,11100.0,996168.0,53.41,-262290,162190,100740
2010-06-24,11250.0,11200.0,1209448.0,53.89,213895,-335105,124370
2010-06-25,11000.0,10850.0,1319670.0,52.21,193629,-93403,-81826
2010-06-28,10850.0,10800.0,617359.0,51.97,-130150,49250,67220
2010-06-29,10800.0,10450.0,1648725.0,50.28,463512,-600542,121090
2010-06-30,10250.0,10400.0,669929.0,50.04,-43660,-27360,80590
2010-07-01,10450.0,10400.0,803704.0,50.04,15154,-5030,43056
2010-07-02,10400.0,10400.0,679489.0,50.04,-28584,6560,27670
2010-07-05,10500.0,10350.0,669091.0,49.8,172770,-170390,6700
2010-07-06,10300.0,10400.0,695239.0,50.04,127064,5890,-131274
2010-07-07,10400.0,10350.0,615149.0,49.8,137530,-87500,-50390
2010-07-08,10450.0,10500.0,786431.0,50.52,-46000,-33440,44320
2010-07-09,10550.0,10500.0,549427.0,50.52,841,6990,-22337
2010-07-12,10600.0,10500.0,616844.0,50.52,57380,-39890,52900
2010-07-13,10550.0,10450.0,811765.0,50.28,-17810,-16610,64360
2010-07-14,10600.0,10900.0,1611511.0,52.45,-163400,37010,232060
2010-07-15,10800.0,10650.0,746286.0,51.25,22800,-6030,37240
2010-07-16,10700.0,10650.0,647875.0,51.25,-30267,25746,113600
2010-07-19,10500.0,10650.0,611828.0,51.25,-25826,3876,95130
2010-07-20,10700.0,10650.0,986384.0,51.25,230990,-109590,16930
2010-07-21,10750.0,10550.0,1084705.0,50.77,327642,-227322,-1230
2010-07-22,10500.0,10300.0,1134403.0,49.56,88949,-76599,50130
2010-07-23,10400.0,10450.0,740036.0,50.28,32570,16610,8700
2010-07-26,10500.0,10550.0,701129.0,50.77,148057,-82176,16409
2010-07-27,10600.0,10450.0,773162.0,50.28,146767,-30777,-25980
2010-07-28,10450.0,10400.0,567229.0,50.04,-11446,770,24476
2010-07-29,10350.0,10400.0,550090.0,50.04,64576,-25252,38166
2010-07-30,10350.0,10350.0,607987.0,49.8,75630,-3900,42280
2010-08-02,10400.0,10450.0,550570.0,50.28,-38931,14571,80570
2010-08-03,10500.0,10700.0,2266023.0,51.49,-95070,198830,29000
2010-08-04,10750.0,10600.0,1087214.0,51.01,142494,-50420,-3364
2010-08-05,10650.0,11100.0,3568259.0,53.41,-334196,316320,53806
2010-08-06,11200.0,11250.0,2303683.0,54.13,92508,20262,-161210
2010-08-09,11150.0,11100.0,1773708.0,53.41,36160,-35930,88770
2010-08-10,11150.0,10750.0,2706758.0,51.73,-110473,-262150,213473
2010-08-11,10750.0,10750.0,1129389.0,51.73,-68580,19800,166580
2010-08-12,10550.0,10300.0,1546846.0,49.56,220094,-156414,37130
2010-08-13,10350.0,10350.0,954275.0,49.8,193360,-69480,-40560
2010-08-16,10300.0,10350.0,1005550.0,49.8,80209,90291,-85800
2010-08-17,10300.0,10400.0,682306.0,50.04,96446,-4436,-27020
2010-08-18,10500.0,10350.0,777630.0,49.8,121730,6800,-38130
2010-08-19,10350.0,10400.0,734586.0,50.04,44607,-8567,-13330
2010-08-20,10300.0,10250.0,710089.0,49.32,66750,-109910,13250
2010-08-23,10300.0,10250.0,708610.0,49.32,-49980,42040,12150
2010-08-24,10250.0,10150.0,994846.0,48.84,204040,-206680,14830
2010-08-25,10100.0,10100.0,581591.0,48.6,-8003,4143,5900
2010-08-26,10150.0,10100.0,368287.0,48.6,4207,8875,-5532
2010-08-27,10050.0,9910.0,1254300.0,47.69,267420,-43940,-184860
2010-08-30,9990.0,10000.0,619216.0,48.12,89300,-85010,-11900
2010-08-31,9940.0,9870.0,671806.0,47.49,43533,-57091,32268
2010-09-01,9870.0,10050.0,741711.0,48.36,-118196,2866,39140
2010-09-02,10150.0,10100.0,375451.0,48.6,-53350,-14690,50390
2010-09-03,10150.0,10250.0,716779.0,49.32,-153682,26412,124700
2010-09-06,10300.0,10150.0,610722.0,48.84,118890,41740,-104120
2010-09-07,10100.0,10100.0,527267.0,48.6,-35890,119520,-20400
2010-09-08,10050.0,10000.0,896592.0,48.12,224542,-181372,28690
2010-09-09,10100.0,9970.0,730625.0,47.97,40859,29455,-13424
2010-09-10,10000.0,10150.0,800091.0,48.84,-50717,-28723,148880
2010-09-13,10200.0,10400.0,1443875.0,50.04,-116479,39950,176339
2010-09-14,10450.0,10250.0,1454824.0,49.32,220199,-162260,40861
2010-09-15,10250.0,10200.0,1046060.0,49.08,109537,-118140,143053
2010-09-16,10200.0,10100.0,847954.0,48.6,145217,-124717,56110
2010-09-17,10150.0,10200.0,674504.0,49.08,91339,-69969,88930
2010-09-20,10150.0,10150.0,544657.0,48.84,151756,-95766,27560
2010-09-24,10200.0,10550.0,2483268.0,50.77,-61003,38213,78690
2010-09-27,10600.0,10650.0,2316150.0,51.25,18158,148542,-80550
2010-09-28,10700.0,10600.0,1111520.0,51.01,58026,26914,660
2010-09-29,10650.0,10850.0,2624535.0,52.21,-188837,170867,64210
2010-09-30,10950.0,11200.0,3257104.0,53.89,-296702,464822,-76150
2010-10-01,11100.0,11250.0,2993854.0,54.13,-70172,187701,-65380
2010-10-04,11350.0,11150.0,1828451.0,53.65,251720,-87280,-42930
2010-10-05,11050.0,11000.0,1899214.0,52.93,-176247,87551,154496
2010-10-06,11250.0,11250.0,2425131.0,54.13,29977,29900,-34347
2010-10-07,11300.0,11800.0,4221208.0,56.78,-354554,187074,136470
2010-10-08,11900.0,11750.0,2838585.0,56.54,149170,95480,-191720
2010-10-11,11900.0,11600.0,1744001.0,55.82,-199228,106690,110518
2010-10-12,11650.0,11450.0,1643124.0,55.1,104366,-36617,60241
2010-10-13,11600.0,11750.0,2400195.0,56.54,-172390,29230,221030
2010-10-14,11800.0,11850.0,2212739.0,57.02,110898,-50208,-11530
2010-10-15,11800.0,11500.0,2131330.0,55.34,82288,-52398,84560
2010-10-18,11450.0,11500.0,1750669.0,55.34,76200,-237720,341420
2010-10-19,11500.0,11300.0,1230976.0,54.37,297593,-209623,155870
2010-10-20,11150.0,11550.0,1697463.0,55.58,164049,-85479,66440
2010-10-21,11650.0,11500.0,1264505.0,55.34,10044,-56880,1956
2010-10-22,11500.0,11250.0,1178444.0,54.13,97717,-17070,-43417
2010-10-25,11300.0,11350.0,1127131.0,54.61,-103829,-106961,178860
2010-10-26,11300.0,11200.0,1077444.0,53.89,37870,-116710,88220
2010-10-27,11200.0,10950.0,1744134.0,52.69,26307,32823,84090
2010-10-28,10950.0,11100.0,970942.0,53.41,-144710,76740,70220
2010-10-29,11250.0,10800.0,1436267.0,51.97,120734,6416,-101670
2010-11-01,10800.0,10850.0,942487.0,52.21,-108827,85507,-9550
2010-11-02,10850.0,10800.0,1034457.0,51.97,68299,-87559,47290
2010-11-03,10900.0,11200.0,1516232.0,53.89,-284547,-135283,386170
2010-11-04,11200.0,11150.0,845212.0,53.65,-31740,-125387,153917
2010-11-05,11300.0,11100.0,918134.0,53.41,57896,-83280,-2286
2010-11-08,11100.0,10850.0,1135023.0,52.21,254646,-35516,-135150
2010-11-09,10850.0,10700.0,1457832.0,51.49,307670,19890,-137560
2010-11-10,10700.0,10700.0,1219150.0,51.49,93706,-74086,50590
2010-11-11,10750.0,10700.0,2126497.0,51.49,24190,105760,-179890
2010-11-12,10850.0,10500.0,2203654.0,50.52,162024,-254043,208489
2010-11-15,10500.0,10500.0,746325.0,50.52,73373,-24330,36787
2010-11-16,10650.0,10400.0,1316983.0,50.04,181702,-71562,52890
2010-11-17,10300.0,10350.0,819646.0,49.8,144057,-74577,36320
2010-11-18,10350.0,10750.0,1444609.0,51.73,-351953,276803,42950
2010-11-19,10800.0,10750.0,916706.0,51.73,-5962,215382,-89240
2010-11-22,10800.0,11100.0,1556281.0,53.41,-147949,279289,-102520
2010-11-23,11150.0,10650.0,1810086.0,51.25,444810,-89070,-179000
2010-11-24,10200.0,10450.0,1868575.0,50.28,-36230,-81150,152140
2010-11-25,10550.0,10450.0,774416.0,50.28,61539,811,-12740
2010-11-26,10450.0,10300.0,931688.0,49.56,-77540,48570,17210
2010-11-29,10400.0,10550.0,976998.0,50.77,-184989,155079,91410
2010-11-30,10600.0,10950.0,1812483.0,52.69,-238328,43200,286258
2010-12-01,10950.0,11000.0,1207600.0,52.93,86957,-89877,109540
2010-12-02,11100.0,10950.0,1101490.0,52.69,-158477,238267,45770
2010-12-03,11000.0,11200.0,1334649.0,53.89,-251220,230120,105540
2010-12-06,11250.0,11400.0,2237007.0,54.86,6840,-148750,210930
2010-12-07,11350.0,11400.0,1059799.0,54.86,-4960,122990,-21850
2010-12-08,11400.0,11400.0,1503418.0,54.86,-504519,387979,77330
2010-12-09,11500.0,11700.0,1964706.0,56.3,-740630,456710,304840
2010-12-10,11650.0,11700.0,1418669.0,56.3,-265839,2124,90790
2010-12-13,11700.0,11650.0,1283260.0,56.06,-123215,-290,118480
2010-12-14,11600.0,11700.0,1302392.0,56.3,-101030,72810,193190
2010-12-15,11750.0,11750.0,1377710.0,56.54,88810,12510,48960
2010-12-16,11700.0,11800.0,961805.0,56.78,-105231,135321,41450
2010-12-17,11850.0,11600.0,1410619.0,55.82,-72659,35419,-17710
2010-12-20,11300.0,11400.0,1577116.0,54.86,-99926,23626,68670
2010-12-21,11550.0,12700.0,7173624.0,61.11,-361750,244750,164700
2010-12-22,12750.0,12800.0,3934489.0,61.59,-172738,487543,-324530
2010-12-23,12900.0,12850.0,3784759.0,61.83,-142756,161710,-39044
2010-12-24,13050.0,13450.0,3460823.0,64.72,-95247,88537,-94010
2010-12-27,13300.0,13200.0,2586058.0,63.52,19349,265812,-128181
2010-12-28,13300.0,13450.0,2185151.0,64.72,-233153,157413,73720
2010-12-29,13400.0,13050.0,2869629.0,62.79,114538,-374138,12300
2010-12-30,13000.0,13350.0,1712292.0,64.24,-221178,228781,37817
2011-01-03,13600.0,13800.0,2887180.0,18.9,269470,-183530,-71060
2011-01-04,13700.0,13850.0,2244737.0,18.97,-412230,390350,53210
2011-01-05,13850.0,13650.0,1495386.0,18.7,65280,-61370,6040
2011-01-06,13700.0,13250.0,2253161.0,18.15,-145109,12329,153410
2011-01-07,13250.0,13350.0,1290475.0,18.29,17235,-71405,78020
2011-01-10,13300.0,14050.0,2636698.0,19.24,-389660,303110,107790
2011-01-11,14100.0,13900.0,2049517.0,19.04,166441,-34241,-124110
2011-01-12,13500.0,13350.0,8310051.0,18.29,1032680,-1939810,725090
2011-01-13,13500.0,13400.0,3106833.0,18.35,1231739,-778619,-374690
2011-01-14,13350.0,13300.0,2695985.0,18.22,177600,-257550,26060
2011-01-17,13300.0,13100.0,1818262.0,17.94,142362,-70070,-17222
2011-01-18,13050.0,13450.0,2433804.0,18.42,77670,-200170,212220
2011-01-19,13550.0,13300.0,1398469.0,18.22,18888,23192,-59570
2011-01-20,13300.0,12950.0,1404077.0,17.74,204810,-101850,-134640
2011-01-21,12850.0,12400.0,2390878.0,16.98,8897,-218737,211470
2011-01-24,12450.0,12700.0,1314358.0,17.4,98471,-72471,-10340
2011-01-25,12750.0,12700.0,1493835.0,17.4,-116910,92350,14250
2011-01-26,12850.0,12850.0,987846.0,17.6,250266,-197206,-7460
2011-01-27,12850.0,12600.0,1339570.0,17.26,6748,-1048,13600
2011-01-28,12600.0,12450.0,1213166.0,17.05,244188,-305473,82115
2011-01-31,12300.0,12350.0,1195659.0,16.92,255010,-276200,5430
2011-02-01,12500.0,12300.0,1189165.0,16.85,421570,-424690,40240
2011-02-07,12450.0,12550.0,1404367.0,17.19,33938,-43050,-188
2011-02-08,12600.0,12400.0,919127.0,16.98,95295,5635,-100480
2011-02-09,12400.0,12050.0,1308132.0,16.51,2170,25830,-29580
2011-02-10,12000.0,11950.0,1399941.0,16.37,75010,-164470,80000
2011-02-11,12000.0,11400.0,2152654.0,15.61,362155,-379285,11230
2011-02-14,11600.0,11550.0,1306970.0,15.82,100920,-97240,4640
2011-02-15,11600.0,11750.0,931962.0,16.09,-25827,65377,-35610
2011-02-16,11700.0,11950.0,1886244.0,16.37,182803,-118593,-103940
2011-02-17,12000.0,11450.0,1681219.0,15.68,210661,151319,-399840
2011-02-18,11550.0,11900.0,1186373.0,16.3,-7558,179727,-122469
2011-02-21,11900.0,12000.0,961109.0,16.44,31793,38747,-32850
2011-02-22,11850.0,11600.0,1220293.0,15.89,-17687,190267,-169840
2011-02-23,11500.0,11950.0,1324683.0,16.37,-304870,235400,-660
2011-02-24,11950.0,11750.0,867618.0,16.09,111889,-59529,-86060
2011-02-25,11800.0,11850.0,1023514.0,16.23,67883,-11023,-15650
2011-02-28,11750.0,11550.0,949785.0,15.82,89503,3367,-66130
2011-03-02,11400.0,11300.0,1056157.0,15.48,-124477,111437,15810
2011-03-03,11400.0,11850.0,1002408.0,16.23,-170427,211847,-20890
2011-03-04,11950.0,12100.0,1331668.0,16.57,-166115,18075,87610
2011-03-07,12050.0,11900.0,799500.0,16.3,-32873,100745,-20202
2011-03-08,11850.0,12150.0,1435745.0,16.64,-66139,47917,-35978
2011-03-09,12250.0,12200.0,875559.0,16.71,-80638,40597,34721
2011-03-10,12250.0,12050.0,1116729.0,16.51,95133,93777,-229160
2011-03-11,11900.0,11800.0,1003011.0,16.16,132443,3657,-151390
2011-03-14,11750.0,11450.0,1681316.0,15.68,26443,65857,-91680
2011-03-15,11400.0,11050.0,3014520.0,15.14,-206117,74767,195320
2011-03-16,11150.0,11250.0,1359219.0,15.41,109003,-259283,52830
2011-03-17,10850.0,11150.0,1182131.0,15.27,9046,106244,22890
2011-03-18,11250.0,11350.0,2084098.0,15.55,97226,57447,-143013
2011-03-21,11450.0,11700.0,849493.0,16.03,-64337,86957,-38970
2011-03-22,11800.0,11900.0,1229890.0,16.3,-218657,230407,-55180
2011-03-23,11900.0,11750.0,808534.0,16.09,-43207,12017,190
2011-03-24,11750.0,11850.0,692083.0,16.23,-28650,-1180,21530
2011-03-25,11950.0,11850.0,1302513.0,16.23,-118551,89033,8968
2011-03-28,12200.0,11950.0,1351783.0,16.37,-10038,19188,-1560
2011-03-29,11900.0,11800.0,1044950.0,16.16,147620,-178290,43720
2011-03-30,11800.0,11700.0,1432216.0,16.03,39937,-118597,97510
2011-03-31,11800.0,12300.0,1946726.0,16.85,-499590,183720,337400
2011-04-01,12400.0,12400.0,2083324.0,16.98,49871,-19316,-19595
2011-04-04,12450.0,12350.0,1210781.0,16.92,-33465,-50815,59580
2011-04-05,12400.0,12600.0,1295495.0,17.26,-149024,96884,113170
2011-04-06,12750.0,12300.0,3229614.0,16.85,241316,-224724,7738
2011-04-07,12350.0,12500.0,1600242.0,17.12,-53476,-84094,163870
2011-04-08,12500.0,12600.0,1941949.0,17.26,-82632,20692,85410
2011-04-11,12750.0,12400.0,1713933.0,16.98,132272,-126182,30350
2011-04-12,12400.0,12200.0,1046123.0,16.71,122710,-132420,59730
2011-04-13,12250.0,12450.0,1477458.0,17.05,140337,-198247,57640
2011-04-14,12350.0,12300.0,1552788.0,16.85,300774,-277904,-45300
2011-04-15,12200.0,11900.0,1737202.0,16.3,186491,-163921,-12150
2011-04-18,11950.0,11800.0,1909530.0,16.16,23403,-151587,153390
2011-04-19,11700.0,11550.0,1169587.0,15.82,-101778,100720,19828
2011-04-20,11800.0,12250.0,2149999.0,16.78,-250494,3987,160507
2011-04-21,12300.0,12150.0,1808804.0,16.64,136750,-60970,-153430
2011-04-22,12150.0,12400.0,2039383.0,16.98,-66474,-34856,10760
2011-04-25,12250.0,12200.0,1577813.0,16.71,125028,21292,-102360
2011-04-26,12200.0,11850.0,1637072.0,16.23,-62348,-34690,66228
2011-04-27,11900.0,12100.0,1470131.0,16.57,-426111,253291,82970
2011-04-28,12350.0,11900.0,1689911.0,16.3,157574,-14234,-69684
2011-04-29,11950.0,11850.0,1058277.0,16.23,-11540,4130,44500
2011-05-02,11850.0,11950.0,1035097.0,16.37,-53836,-50659,55680
2011-05-03,11950.0,11800.0,1108287.0,16.16,400,-75093,119080
2011-05-04,11800.0,12050.0,1115111.0,16.51,-249320,146970,104770
2011-05-06,11950.0,11850.0,737597.0,16.23,-22645,60495,-41950
2011-05-09,11850.0,11600.0,800076.0,15.89,139251,2660,-52031
2011-05-11,11650.0,11750.0,754041.0,16.09,-58620,-79190,70670
2011-05-12,11600.0,11350.0,1457045.0,15.55,257530,-192230,-20070
2011-05-13,11400.0,11200.0,950471.0,15.34,-4771,1991,-9230
2011-05-16,11100.0,11000.0,698300.0,15.07,86307,-62997,-18030
2011-05-17,11000.0,11150.0,705408.0,15.27,-161909,22319,146220
2011-05-18,11250.0,11250.0,874596.0,15.41,90232,-174682,97390
2011-05-19,11300.0,11050.0,732600.0,15.14,-85870,-69290,139090
2011-05-20,11100.0,11100.0,686107.0,15.2,-9254,-91836,105770
2011-05-23,11050.0,10750.0,702432.0,14.72,-20830,12570,46190
2011-05-24,10750.0,10950.0,597434.0,15.0,-115148,-65050,182140
2011-05-25,10950.0,10950.0,751248.0,15.0,-86954,-9866,83250
2011-05-26,11050.0,11150.0,624478.0,15.27,-7330,-38820,25540
2011-05-27,11150.0,11100.0,553886.0,15.2,-44230,28170,38320
2011-05-30,11150.0,11300.0,718086.0,15.48,-172950,99250,44210
2011-05-31,11450.0,11600.0,2207570.0,15.89,-274360,-162834,310364
2011-06-01,11650.0,11500.0,957470.0,15.75,135944,2424,-150288
2011-06-02,11250.0,11250.0,878276.0,15.41,135805,-33745,-46690
2011-06-03,11300.0,11600.0,863100.0,15.89,-245431,69521,32510
2011-06-07,11450.0,11600.0,1569028.0,15.89,-129910,29810,22710
2011-06-08,11650.0,11400.0,762647.0,15.61,81490,-100040,52430
2011-06-09,11350.0,11400.0,634852.0,15.61,103784,12196,-29890
2011-06-10,11500.0,11050.0,1024126.0,15.14,183913,-211890,68097
2011-06-13,10900.0,10950.0,786515.0,15.0,19940,-45640,-22800
2011-06-14,10900.0,11000.0,579903.0,15.07,-55309,-8221,17500
2011-06-15,11100.0,10900.0,729870.0,14.93,167850,12120,-186830
2011-06-16,10750.0,10850.0,575107.0,14.86,-123751,91291,76050
2011-06-17,10900.0,10700.0,851946.0,14.66,-23335,-78772,49747
2011-06-20,10650.0,10600.0,748768.0,14.52,-18270,-62120,69460
2011-06-21,10650.0,10850.0,671408.0,14.86,-73585,37761,48450
2011-06-22,10950.0,11100.0,904283.0,15.2,-152514,160624,83730
2011-06-23,11100.0,11000.0,648764.0,15.07,41960,35520,-8720
2011-06-24,10950.0,11100.0,732304.0,15.2,-136532,49677,102315
2011-06-27,11050.0,10900.0,532452.0,14.93,174442,-34798,-26000
2011-06-28,11000.0,10750.0,929336.0,14.72,-123329,-47936,76720
2011-06-29,10850.0,10850.0,614725.0,14.86,-169921,-9872,172353
2011-06-30,10900.0,10900.0,595981.0,14.93,-6211,-114329,128190
2011-07-01,11000.0,11050.0,965433.0,15.14,-10571,-35749,32860
2011-07-04,11150.0,11000.0,942921.0,15.07,51190,31200,460
2011-07-05,11050.0,11100.0,1008432.0,15.2,9874,-39524,21110
2011-07-06,11150.0,11000.0,791528.0,15.07,-9603,-81366,116879
2011-07-07,10850.0,11350.0,2177749.0,15.55,-307424,159082,114552
2011-07-08,11350.0,11350.0,1130492.0,15.55,-17018,31640,-13312
2011-07-11,11350.0,11500.0,1431052.0,15.75,-71165,148940,-143135
2011-07-12,11300.0,11150.0,883349.0,15.27,-4950,89030,-63130
2011-07-13,11200.0,11300.0,781188.0,15.48,138378,-14258,-100180
2011-07-14,11300.0,11700.0,2265457.0,16.03,-38680,342679,-306899
2011-07-15,11600.0,13050.0,8682845.0,17.87,-2373678,2929481,-887653
2011-07-18,13300.0,13100.0,4802878.0,17.94,-262178,750628,-469400
2011-07-19,13100.0,13150.0,3509843.0,18.01,114245,-49218,-135167
2011-07-20,13150.0,12800.0,2591055.0,17.53,170525,-135172,-158963
2011-07-21,12850.0,12400.0,2926932.0,16.98,144280,-309230,150180
2011-07-22,12550.0,12900.0,4188196.0,17.67,-478874,318881,121143
2011-07-25,12950.0,13250.0,3472180.0,18.15,-1240708,1261648,-710
2011-07-26,13450.0,13000.0,2540180.0,17.81,80488,217253,-192267
2011-07-27,13100.0,13700.0,3218969.0,18.77,-281794,244880,-32946
2011-07-28,13450.0,13600.0,2241951.0,18.63,-16632,333823,-273751
2011-07-29,13650.0,12900.0,2320427.0,17.67,-40610,53895,55775
2011-08-01,13100.0,13600.0,2598371.0,18.63,-535796,212145,112291
2011-08-02,13450.0,12800.0,3006336.0,17.53,403129,-308931,-39808
2011-08-03,12500.0,12700.0,1968985.0,17.4,-80295,126358,-3624
2011-08-04,12900.0,12300.0,1751476.0,16.85,33557,18447,-81714
2011-08-05,11600.0,11850.0,2789978.0,16.23,36394,-454523,268579
2011-08-08,11650.0,11250.0,3985722.0,15.41,-415868,-13310,436810
2011-08-09,10700.0,11000.0,3447779.0,15.07,120752,-139022,-25330
2011-08-10,11450.0,10900.0,2894167.0,14.93,170094,318617,-432041
2011-08-11,10250.0,10850.0,3124953.0,14.86,160881,30569,-150480
2011-08-12,11050.0,10650.0,1904480.0,14.59,-113123,139121,-99718
2011-08-16,11100.0,11300.0,1770068.0,15.48,-21402,174185,-51003
2011-08-17,11250.0,11350.0,1596284.0,15.55,-115484,242999,-73605
