Symbol,SK네트웍스_시가(원),SK네트웍스_종가(원),SK네트웍스_거래량(주),SK네트웍스_PER(IFRS-연결),SK네트웍스_순매수수량(개인)(주),SK네트웍스_순매수수량(기관계)(주),SK네트웍스_순매수수량(외국인계)(주)
2000-01-04,19000,19200,1002120,22.07,133530,114570,-282900
2000-01-05,16350,17400,1751770,20,302440,-237940,-28500
2000-01-06,18500,16800,1926480,19.31,711840,-625860,-29580
2000-01-07,16300,15800,1144060,18.16,317880,-275980,-63400
2000-01-10,16000,15400,2024800,17.7,308980,-220400,60000
2000-01-11,15300,16000,2060760,18.39,14140,-48370,50100
2000-01-12,15700,15500,1078330,17.82,-76510,82320,-10410
2000-01-13,15500,15050,902260,17.3,72560,93180,-20240
2000-01-14,15100,14300,866870,16.44,51140,-51150,1410
2000-01-17,14600,15700,1492930,18.05,-225990,213850,12540
2000-01-18,15600,15300,809500,17.59,-121550,-9950,109300
2000-01-19,15100,14100,847180,16.21,114110,-34010,-100
2000-01-20,13800,13700,862230,15.75,150230,-122780,31050
2000-01-21,13600,13600,680170,15.63,56010,-56190,0
2000-01-24,13100,13600,646480,15.63,-132320,92320,40000
2000-01-25,13700,13000,667730,14.94,147780,-219350,51600
2000-01-26,13100,12750,1024890,14.66,-81760,84260,1500
2000-01-27,12400,12900,907560,14.83,28660,-40560,4900
2000-01-28,13150,14000,1390690,16.09,-275850,276670,250
2000-01-31,13800,14500,787620,16.67,-82820,117300,-36030
2000-02-01,14800,14500,817380,16.67,-36090,31890,6200
2000-02-02,15000,15400,1018280,17.7,-277190,321350,-18000
2000-02-03,15400,16000,729510,18.39,-281100,286800,0
2000-02-07,15600,16000,926610,18.39,10090,63800,-73190
2000-02-08,15750,15200,482040,17.47,-192500,182400,1100
2000-02-09,15000,15150,576430,17.42,-115790,178200,-7000
2000-02-10,15000,15800,1423440,18.16,-234570,171000,13620
2000-02-11,15800,15800,983340,18.16,-368510,188670,149400
2000-02-14,16000,14650,375030,16.84,53700,-43700,0
2000-02-15,14400,13700,498630,15.75,-73680,96680,-4000
2000-02-16,13900,13400,635690,15.4,106780,41590,-63700
2000-02-17,13400,13800,400530,15.86,-31990,99460,22860
2000-02-18,13500,13950,528720,16.04,-22330,-35150,47480
2000-02-21,12200,13500,316170,15.52,-172920,4400,168520
2000-02-22,13200,13000,704200,14.94,52020,-86510,99490
2000-02-23,13700,13500,785060,15.52,230690,-236520,0
2000-02-24,13400,13700,354950,15.75,-154760,154260,0
2000-02-25,13350,13950,595920,16.04,-262340,208140,4200
2000-02-28,13050,13900,568580,15.98,-164690,61440,5250
2000-02-29,13900,13400,511060,15.4,-310,-31480,31790
2000-03-02,13100,13700,679620,15.75,-83700,15480,68220
2000-03-03,13900,12800,442430,14.71,8770,-98270,49500
2000-03-06,13150,13600,806560,15.63,108070,-74280,-33850
2000-03-07,13500,13300,698810,15.29,27840,63010,-40850
2000-03-08,13200,12800,588410,14.71,109820,-241020,130000
2000-03-09,13100,12900,635100,14.83,192380,-191720,-1480
2000-03-10,13150,13500,1417570,15.52,146030,-284540,0
2000-03-13,13800,12800,673210,14.71,219450,-270930,41500
2000-03-14,13000,12550,372380,14.43,28080,-31720,3640
2000-03-15,12600,12250,935840,14.08,59110,-64690,29090
2000-03-16,12500,12750,597790,14.66,-50920,49310,1600
2000-03-17,13000,13500,864160,15.52,-135330,110410,25000
2000-03-20,13700,13500,747750,15.52,-78500,96850,-18350
2000-03-21,13400,13450,698960,15.46,-113350,55370,17690
2000-03-22,13500,13700,965160,15.75,-43110,119680,-74200
2000-03-23,13200,13200,716910,15.17,85030,91870,-116900
2000-03-24,13150,12800,633790,14.71,-167870,113830,55000
2000-03-27,12800,12300,563320,14.14,226420,-189440,0
2000-03-28,12500,12950,1215700,14.89,-204410,194040,0
2000-03-29,13200,12850,744050,14.77,-109430,-186020,-840
2000-03-30,13200,13000,383210,14.94,-106170,138370,-2190
2000-03-31,13100,12750,742350,14.66,-42690,107170,-186770
2000-04-03,12800,12700,400340,14.6,-61300,-23940,840
2000-04-04,12700,12700,451120,14.6,-75250,100860,-88140
2000-04-06,12750,12700,237830,14.6,-69550,70400,-4500
2000-04-07,12950,12800,258370,14.71,-6810,-61370,0
2000-04-10,12800,13150,1279930,15.12,397650,-525380,85000
2000-04-11,13200,12750,713040,14.66,-54010,-148600,0
2000-04-12,12750,12800,353450,14.71,-39660,64250,-85590
2000-04-14,12750,12700,458610,14.6,24010,30220,-155640
2000-04-17,12500,11800,1471920,13.57,330110,-380340,-236630
2000-04-18,12200,12600,995580,14.48,17640,-253810,-1000
2000-04-19,12550,11800,572190,13.57,197320,-228560,22040
2000-04-20,11800,11000,803440,12.65,171070,-168450,-2620
2000-04-21,11100,11750,695460,13.51,-95280,67110,-3350
2000-04-24,11600,11950,470050,13.74,-162100,162190,0
2000-04-25,12000,12000,272600,13.8,21740,-6700,0
2000-04-26,12400,12400,577420,14.25,-129830,140960,-1130
2000-04-27,12150,12700,548980,14.6,-118090,213240,-90150
2000-04-28,12550,13000,645420,14.94,-239560,272810,12750
2000-05-02,13350,13200,858060,15.17,-207270,264740,0
2000-05-03,13300,13350,891010,15.35,-230180,310500,19680
2000-05-04,13350,13200,578650,15.17,-29060,93600,890
2000-05-08,13200,13150,519040,15.12,-46370,-31810,62530
2000-05-09,12900,13100,362520,15.06,-64090,83860,40180
2000-05-10,12900,13000,425820,14.94,-43120,45420,-2300
2000-05-12,12850,12800,285580,14.71,-86570,138480,0
2000-05-15,12550,12650,174780,14.54,-42970,57100,11900
2000-05-16,12650,12500,222150,14.37,-20460,45740,-15000
2000-05-17,12300,11200,545580,12.88,146890,14590,-66910
2000-05-18,11550,12000,396640,13.8,78050,10090,-40890
2000-05-19,11900,12900,670400,14.83,-158150,159620,-6470
2000-05-22,12900,12650,435430,14.54,15020,-70300,52730
2000-05-23,12850,12500,386830,14.37,-31390,56700,-12090
2000-05-24,12600,12300,633730,14.14,-301610,304950,0
2000-05-25,12400,12400,699660,14.25,57320,161680,-25000
2000-05-26,12500,12400,453310,14.25,-151760,153660,-1900
2000-05-29,12500,13000,1160070,14.94,-271060,355590,13480
2000-05-30,13300,13300,978410,15.29,-124000,151660,12090
2000-05-31,13350,13400,2099810,15.4,-46740,79560,19270
2000-06-01,13400,13450,2929330,15.46,-591010,1035770,-97690
2000-06-02,13450,13450,2917660,15.46,-756860,881970,58200
2000-06-05,13450,13450,5249020,15.46,818010,-1141850,421510
2000-06-07,13850,15450,2469440,17.76,103730,-45070,-2060
2000-06-08,15800,13600,1372950,15.63,-292720,179640,77110
2000-06-09,13450,14150,855490,16.27,-335510,-24800,358060
2000-06-12,13200,13150,789690,15.12,40040,-33690,1700
2000-06-13,13100,12850,574910,14.77,-38560,2160,42900
2000-06-14,12450,12600,463450,14.48,-23750,42150,-500
2000-06-15,12200,11050,263910,12.7,-100,-8960,15500
2000-06-16,10900,11200,274040,12.88,28030,-18430,-9600
2000-06-19,11100,11100,208300,12.76,-13630,13650,0
2000-06-20,11150,11100,170990,12.76,21780,-24000,3600
2000-06-21,12000,11650,226480,13.39,6720,4490,-11000
2000-06-22,11700,12300,382910,14.14,-101280,92280,0
2000-06-23,12050,12400,148310,14.25,-35880,27730,350
2000-06-26,12350,11950,254050,13.74,27840,-28710,-1810
2000-06-27,11950,11900,225290,13.68,-30970,-60340,89960
2000-06-28,12050,12150,368110,13.97,-5990,-58140,154570
2000-06-29,12150,12750,561430,14.66,-75390,-90170,187060
2000-06-30,12750,13350,825280,15.35,-100530,48070,265990
2000-07-03,13350,14450,1274980,16.61,4350,-31100,201700
2000-07-04,14900,15000,1304150,17.24,-356430,-157820,662030
2000-07-05,15100,15450,788120,17.76,-124700,-72240,194940
2000-07-06,15350,16600,700870,19.08,-282740,-172900,436180
2000-07-07,16800,18000,904900,20.69,-397260,-10720,428050
2000-07-10,17700,17100,551710,19.66,-61480,-45280,86990
2000-07-11,17100,17150,472890,19.72,-128290,-92240,192000
2000-07-12,17150,17400,400920,20,36400,-148810,111420
2000-07-13,17500,17500,939310,20.12,-51200,-296430,349010
2000-07-14,17500,17750,340730,20.41,-58080,-125840,184140
2000-07-18,17150,16950,359250,19.49,-17390,-164780,159070
2000-07-19,16200,16900,336480,19.43,-88930,-92800,183930
2000-07-20,16800,17000,379320,19.54,-65770,-82790,119740
2000-07-21,17500,16950,339460,19.49,-41720,-43490,86010
2000-07-24,17000,16800,254460,19.31,-168950,1530,163820
2000-07-25,16700,17000,340240,19.54,-83140,-69030,162990
2000-07-26,16850,17600,239190,20.23,-64810,-46620,100820
2000-07-27,17700,17600,618500,20.23,-78690,-42170,202410
2000-07-28,17500,16800,382720,19.31,-85260,-93220,191080
2000-07-31,16500,17200,473230,19.77,-78590,-151130,256320
2000-08-01,17000,17100,284690,19.66,-20760,-131620,168370
2000-08-02,16800,16800,130190,19.31,-14790,-37680,46520
2000-08-03,16600,16450,169540,18.91,-18630,-105920,126920
2000-08-04,16450,16500,250330,18.97,-55960,-143550,199710
2000-08-07,16450,16000,243680,18.39,-69850,-121910,189760
2000-08-08,15800,15800,241370,18.16,-14690,-175170,186460
2000-08-09,16150,16450,160880,18.91,-32410,-79810,110020
2000-08-10,16450,17200,238080,19.77,-61830,-81410,146030
2000-08-11,16650,16500,217870,18.97,25320,-17930,-10600
2000-08-14,16900,16100,166610,18.51,-4260,-24510,27570
2000-08-16,16000,15500,219770,17.82,-12780,7810,4750
2000-08-17,15050,14400,284070,16.55,84720,-85920,400
2000-08-18,14650,14600,397900,16.78,180,-24030,49950
2000-08-21,14700,14150,187780,16.27,5920,-5920,0
2000-08-22,13650,13550,308690,15.58,74220,-77650,1630
2000-08-23,13550,13800,339110,15.86,3990,-85140,81800
2000-08-24,13600,13500,193850,15.52,-23530,-18310,42280
2000-08-25,13500,13300,159710,15.29,-6340,5740,-200
2000-08-28,13300,13050,135340,15,-10440,-390,9230
2000-08-29,13200,13000,171870,14.94,-20940,-16370,31710
2000-08-30,12800,12900,113780,14.83,27610,-27910,0
2000-08-31,12900,11850,201300,13.62,63620,-73840,590
2000-09-01,12250,12100,136510,13.91,13650,-4130,-12120
2000-09-04,12000,12500,150470,14.37,-11960,-17850,30000
2000-09-05,12400,12650,114320,14.54,-38670,33790,3080
2000-09-06,12600,12550,172100,14.43,9380,5550,8370
2000-09-07,12150,11950,216420,13.74,11040,-29480,18220
2000-09-08,12000,11600,189480,13.34,52360,-41540,-11410
2000-09-14,11500,11150,218250,12.82,87380,-70980,-6740
2000-09-15,11000,11150,188010,12.82,-3440,-31480,17500
2000-09-18,10050,10450,205920,12.01,-78710,27140,49470
2000-09-19,10050,9710,138850,11.16,58900,-15000,-42950
2000-09-20,9820,9810,191930,11.28,44740,-32090,-33500
2000-09-21,9800,8860,176140,10.19,3650,1240,-11890
2000-09-22,8650,7750,159410,8.91,45720,-6720,-39000
2000-09-25,7820,8210,126700,9.44,-1430,1780,-350
2000-09-26,8210,8060,128430,9.27,13490,-15620,0
2000-09-27,8300,9000,195100,10.35,-15370,15180,0
2000-09-28,9200,10350,310760,11.9,-74630,45870,34500
2000-09-29,11200,11500,711900,13.22,-55450,92500,-24460
2000-10-02,11000,10200,178340,11.73,-7920,3060,4860
2000-10-04,10050,11500,243650,13.22,-77210,72680,1950
2000-10-05,11800,10900,187660,12.53,34530,-34060,950
2000-10-06,10850,11000,141480,12.65,-12660,21310,0
2000-10-09,10800,10200,114720,11.73,32100,-30730,-200
2000-10-10,10000,10200,121150,11.73,-590,-3410,4000
2000-10-11,9980,9410,119840,10.82,-29810,27580,2900
2000-10-12,8900,8500,148930,9.77,14990,-8980,-7300
2000-10-13,8720,8300,477370,9.54,188570,-9070,-181700
2000-10-16,8800,8750,327600,10.06,119650,-29250,-87490
2000-10-17,8550,8020,168160,9.22,-34210,33040,300
2000-10-18,7820,8110,192230,9.32,-5680,2420,3550
2000-10-19,7850,7970,200470,9.16,48800,-32270,-15370
2000-10-20,8680,8560,382620,9.84,33850,-44910,7540
2000-10-23,8650,8250,166050,9.48,10610,-29030,21360
2000-10-24,8490,8600,219050,9.89,-72500,27920,43710
2000-10-25,8540,8430,170250,9.69,29090,-27730,-200
2000-10-26,8400,8330,92950,9.58,-15180,15350,-200
2000-10-27,8330,8200,152090,9.43,-79160,71140,4260
2000-10-30,8200,7950,111200,9.14,-6430,-10160,19240
2000-10-31,7900,8650,122440,9.94,-43130,23620,16880
2000-11-01,8650,8950,295890,10.29,-29400,9790,21950
2000-11-02,9000,8950,202450,10.29,-21150,19860,1440
2000-11-03,9150,8740,158590,10.05,36290,-27750,-8250
2000-11-06,8800,9100,333530,10.46,-67900,76960,160
2000-11-07,9120,8860,143090,10.19,38680,-34960,-200
2000-11-08,8860,9150,444700,10.52,33060,74670,-5750
2000-11-09,9200,9130,140450,10.5,32680,-33620,2210
2000-11-10,9150,9150,161710,10.52,-15180,34780,-380
2000-11-13,8910,8710,141600,10.01,38410,-17110,-18000
2000-11-14,8700,8800,73930,10.12,-10790,-4910,15700
2000-11-15,8910,8990,212820,10.33,-16530,16230,300
2000-11-16,8950,8850,96630,10.17,-12190,11470,0
2000-11-17,8690,8800,124030,10.12,28930,-39960,11750
2000-11-20,8680,8450,80740,9.71,35930,-6110,-30220
2000-11-21,8380,8300,169200,9.54,51010,-48070,-3150
2000-11-22,8020,7920,137650,9.1,43030,-42740,0
2000-11-23,7520,7650,135170,8.79,-9280,23850,-16600
2000-11-24,7550,7800,99020,8.97,-6720,3060,3140
2000-11-27,8010,8310,221370,9.55,-49210,45960,2400
2000-11-28,8200,8200,108320,9.43,-43940,45270,-480
2000-11-29,8000,7850,137200,9.02,19690,-14260,2980
2000-11-30,7800,7570,143660,8.7,33020,-24440,-8000
2000-12-01,7400,7430,256260,8.54,50780,-71530,18910
2000-12-04,7400,6950,182840,7.99,93380,-92090,-1000
2000-12-05,7000,7030,207910,8.08,1420,23000,-25000
2000-12-06,7400,7300,293110,8.39,-98380,90610,6270
2000-12-07,7000,7200,135820,8.28,34920,-38900,-11960
2000-12-08,7050,8020,336620,9.22,-13980,72260,-59000
2000-12-11,9100,9100,748820,10.46,113810,-134040,4140
2000-12-12,9350,9100,464240,10.46,41320,-72950,34760
2000-12-13,9200,9300,466900,10.69,-13950,-16150,27540
2000-12-14,9000,9010,493770,10.36,229260,-270630,45110
2000-12-15,9290,9750,1210730,11.21,-66550,60290,-39220
2000-12-18,9750,9360,308260,10.76,-17530,17610,5880
2000-12-19,9250,8500,249820,9.77,-27030,-1530,24550
2000-12-20,8100,8520,324900,9.79,-4350,750,7600
2000-12-21,8100,8150,184930,9.37,19540,3670,-5030
2000-12-22,8200,7750,278210,8.91,22230,13030,-36780
2000-12-26,7810,7790,185890,8.96,17040,-15280,-3700
2001-01-02,7010,7850,150590,10.34,24860,-22120,-400
2001-01-03,7500,7690,140600,10.13,37790,-28660,-9470
2001-01-04,8490,8050,553660,10.61,142370,-9260,-137630
2001-01-05,7990,9180,1057580,12.09,-10840,8020,39530
2001-01-08,9400,9920,973910,13.07,-31620,88530,-48200
2001-01-09,10250,9800,543050,12.91,-18010,6800,9240
2001-01-10,9700,9200,633510,12.12,-96520,86850,8830
2001-01-11,9200,8830,430980,11.63,92950,-102570,9620
2001-01-12,9700,10150,432410,13.37,-78890,81590,0
2001-01-15,11650,11650,950810,15.35,-171520,-38490,229690
2001-01-16,12000,11650,1052630,15.35,36570,41690,-49650
2001-01-17,11150,10250,438720,13.5,-23780,23830,560
2001-01-18,10250,10100,532050,13.31,36880,-98720,59930
2001-01-19,10250,11000,440030,14.49,-83770,60730,19900
2001-01-22,10800,11000,386620,14.49,45460,-21240,-23520
2001-01-26,10900,10200,249810,13.44,29550,-37050,7930
2001-01-29,10200,10350,280170,13.64,-49510,79240,-29580
2001-01-30,10500,10500,375440,13.83,-4750,-18690,8000
2001-01-31,10100,10850,225600,14.29,-73530,77860,-3760
2001-02-01,10300,10600,169040,13.96,-57400,3000,54330
2001-02-02,10600,10550,157460,13.9,-3340,-16660,15000
2001-02-05,10200,9750,178720,12.84,30400,-37840,-2000
2001-02-06,9900,10000,130590,13.17,-30480,31590,-910
2001-02-07,10000,9520,153910,12.54,66040,-58150,-5000
2001-02-08,9520,9950,134400,13.11,-46200,41700,3720
2001-02-09,9930,10000,264250,13.17,-4510,4640,-290
2001-02-12,10000,10150,194650,13.37,-62130,52100,9010
2001-02-13,10500,10000,215110,13.17,11570,33210,-45530
2001-02-14,9850,10000,180220,13.17,13590,22760,-39160
2001-02-15,9920,9750,211910,12.84,66070,-47870,-15420
2001-02-16,9990,9890,268300,13.03,-19310,68310,-50000
2001-02-19,9500,9620,212480,12.67,44190,6340,-48100
2001-02-20,9790,9780,142610,12.88,-14640,12820,2550
2001-02-21,9700,9550,163840,12.58,-12480,14330,-3570
2001-02-22,9120,9310,146960,12.27,-7810,9870,-2060
2001-02-23,9150,9350,87230,12.32,-18920,14170,3210
2001-02-26,9370,9550,59500,12.58,-16510,10690,5010
2001-02-27,9650,9120,133040,12.01,45160,-44700,-2160
2001-02-28,9100,9150,85470,12.05,-6550,10510,-4100
2001-03-02,8860,8600,168500,11.33,65110,-67300,120
2001-03-05,8300,8800,74410,11.59,-46240,42650,-460
2001-03-06,8400,8610,134110,11.34,11670,-14320,-2430
2001-03-07,8650,8320,101470,10.96,48620,-47210,-4020
2001-03-08,8450,8600,184580,11.33,51690,-1770,-53060
2001-03-09,8600,8300,132070,10.93,68650,-42710,-18470
2001-03-12,8150,8020,145340,10.57,12100,-10150,-4570
2001-03-13,7700,7650,251570,10.08,21290,-68920,45550
2001-03-14,7900,7780,249440,10.25,120050,-121050,0
2001-03-15,7430,7470,105990,9.84,-38610,34320,1000
2001-03-16,7670,7530,98870,9.92,26610,-26650,-350
2001-03-19,7600,8520,566560,11.22,-140200,15110,79910
2001-03-20,8640,8180,209460,10.78,-27630,17010,1470
2001-03-21,8100,8290,164900,10.92,-20280,930,8180
2001-03-22,8030,8000,97430,10.54,-550,-16790,12340
2001-03-23,8010,8200,299790,10.8,-42060,165990,-127130
2001-03-26,8100,8150,125360,10.74,5980,-18620,-380
2001-03-27,8170,8050,111280,10.61,8270,-16860,-2330
2001-03-28,8090,8040,92090,10.59,-21790,23750,-2360
2001-03-29,8040,7960,77940,10.49,-14900,24800,-6300
2001-03-30,7850,7800,65310,10.28,-6690,1930,1160
2001-04-02,7800,7960,78940,10.49,-36660,1860,4800
2001-04-03,7900,7800,79900,10.28,-55140,56830,-2570
2001-04-04,7550,7900,59140,10.41,-40530,38970,0
2001-04-06,8190,7780,154730,10.25,62770,-55910,-2810
2001-04-09,7700,7780,60740,10.25,-14190,7450,0
2001-04-10,7780,7800,79860,10.28,-4360,5120,0
2001-04-11,8000,8300,574120,10.93,183000,-4810,-175070
2001-04-12,8540,7980,344180,10.51,90250,-88590,-11520
2001-04-13,8150,8000,218100,10.54,30760,-28370,-4680
2001-04-16,7930,7850,114130,10.34,-16990,17960,0
2001-04-17,7800,7890,459410,10.39,146360,-48190,-106720
2001-04-18,7990,8100,301940,10.67,-51630,21300,25740
2001-04-19,8350,8150,871020,10.74,292950,-103640,-186580
2001-04-20,8150,8400,801540,11.07,-56090,172400,-128230
2001-04-23,8500,8500,625120,11.2,-95900,94360,-3240
2001-04-24,8310,8800,940210,11.59,-42320,118750,-64330
2001-04-25,8800,8900,331790,11.72,-26530,26650,-17780
2001-04-26,8730,8700,299740,11.46,-25370,-8670,2700
2001-04-27,8890,8320,146440,10.96,-970,13020,-10930
2001-04-30,8600,8700,136710,11.46,-68370,43320,1740
2001-05-02,8800,8630,365770,11.37,84110,-34400,-26660
2001-05-03,8720,8410,351860,11.08,113260,15330,-118910
2001-05-04,8420,8410,263120,11.08,-30840,3330,30760
2001-05-07,8440,8500,208420,11.2,-58240,41110,4140
2001-05-08,8500,8510,230330,11.21,57800,-21750,-28580
2001-05-09,8450,8100,329120,10.67,163160,-156060,-4930
2001-05-10,8100,8070,268700,10.63,140010,-93540,-41970
2001-05-11,8100,8200,170830,10.8,-19400,9430,6500
2001-05-14,8200,8200,119380,10.8,-9700,14460,-5380
2001-05-15,8180,8250,127170,10.87,-41140,41650,-2220
2001-05-16,8200,8010,123190,10.55,19320,-23890,3290
2001-05-17,8250,8480,313470,11.17,-41460,41990,1340
2001-05-18,8470,8340,327880,10.99,48740,-46210,-1300
2001-05-21,8600,8800,732560,11.59,73220,29030,-42750
2001-05-22,8980,8710,411430,11.47,14090,-1450,-1000
2001-05-23,8840,9050,674860,11.92,51510,-4470,3100
2001-05-24,8950,9420,461890,12.41,-41530,42690,-500
2001-05-25,9420,9450,449160,12.45,-114080,107600,-200
2001-05-28,9270.0,9250.0,207880.0,12.19,-89190,85070,0
2001-05-29,9100.0,9300.0,209580.0,12.25,-57630,54800,-200
2001-05-30,9350.0,9070.0,148540.0,11.95,46140,-44720,5640
2001-05-31,8900.0,9250.0,205960.0,12.19,-110320,50440,25980
2001-06-01,9100.0,8910.0,151690.0,11.74,6330,230,-24600
2001-06-04,9090.0,8800.0,120650.0,11.59,29280,8030,-30730
2001-06-05,8850.0,8770.0,116490.0,11.55,-46970,37100,6110
2001-06-07,8620.0,8650.0,80550.0,11.4,-14190,13750,3900
2001-06-08,8570.0,9000.0,281960.0,11.86,74670,-43990,-29830
2001-06-11,8810.0,8800.0,198480.0,11.59,107120,-100990,3990
2001-06-12,8610.0,8780.0,122500.0,11.57,24810,-21960,-1900
2001-06-13,8900.0,9030.0,226620.0,11.9,71190,-70310,3350
2001-06-14,9400.0,9460.0,1110970.0,12.46,19440,-10950,13430
2001-06-15,9500.0,9830.0,680010.0,12.95,-28720,54020,-21760
2001-06-18,9830.0,9940.0,545150.0,13.09,76840,-95600,21300
2001-06-19,9810.0,9850.0,360680.0,12.98,-117230,120340,-13720
2001-06-20,9710.0,9770.0,318200.0,12.87,-76230,61950,3490
2001-06-21,9810.0,9980.0,543190.0,13.15,-26930,23520,4620
2001-06-22,10300.0,9800.0,285300.0,12.91,-22760,8090,4980
2001-06-25,9780.0,9590.0,265490.0,12.63,8400,1770,-1700
2001-06-26,9450.0,9290.0,277490.0,12.24,-81950,78780,3610
2001-06-27,9290.0,9490.0,190690.0,12.5,-23640,14020,26790
2001-06-28,9450.0,10050.0,332230.0,13.24,-30660,79590,680
2001-06-29,10000.0,9840.0,316380.0,12.96,21960,-11080,15640
2001-07-02,9800.0,9610.0,210540.0,12.66,-9620,10970,3310
2001-07-03,9500.0,9620.0,122170.0,12.67,-60,3330,-1970
2001-07-04,9580.0,9700.0,129070.0,12.78,-26950,30010,-1550
2001-07-05,9700.0,9670.0,114020.0,12.74,-27890,13850,0
2001-07-06,9550.0,9100.0,165680.0,11.99,-12100,29780,-15010
2001-07-09,9010.0,9160.0,160080.0,12.07,-23320,22240,6680
2001-07-10,9600.0,9100.0,105770.0,11.99,-21340,9350,12290
2001-07-11,8600.0,9150.0,103800.0,12.05,-4960,-2860,-360
2001-07-12,9300.0,8830.0,186400.0,11.63,41690,-23320,-5790
2001-07-13,9080.0,8810.0,199550.0,11.61,-37380,36610,0
2001-07-16,8950.0,8860.0,75850.0,11.67,-26000,3890,22010
2001-07-18,8860.0,8120.0,109660.0,10.7,32370,-37270,640
2001-07-19,8000.0,8480.0,125380.0,11.17,-57650,55650,440
2001-07-20,8300.0,8020.0,130240.0,10.57,93930,-89550,0
2001-07-23,7850.0,8080.0,80370.0,10.64,-21630,18580,1980
2001-07-24,7870.0,8450.0,131450.0,11.13,-68220,62440,3270
2001-07-25,8150.0,8220.0,108560.0,10.83,38640,-29820,-3400
2001-07-26,8220.0,8190.0,129670.0,10.79,50730,-45770,-3200
2001-07-27,8250.0,8260.0,100620.0,10.88,28360,-26750,-5850
2001-07-30,8300.0,8010.0,116520.0,10.55,64200,-57780,-5690
2001-07-31,8000.0,8060.0,65440.0,10.62,-6720,4050,2670
2001-08-01,8100.0,8340.0,198920.0,10.99,4820,-32200,27520
2001-08-02,8400.0,8260.0,122310.0,10.88,10810,-19180,9320
2001-08-03,8210.0,8200.0,82530.0,10.8,11050,-14530,5080
2001-08-06,8190.0,8230.0,85940.0,10.84,-9670,9310,-20
2001-08-07,8200.0,8360.0,130940.0,11.01,-12800,12380,0
2001-08-08,8310.0,8200.0,166350.0,10.8,38660,-35640,0
2001-08-09,8200.0,8060.0,150670.0,10.62,9590,-7910,0
2001-08-10,8300.0,8150.0,66130.0,10.74,-19360,12590,1550
2001-08-13,8200.0,8200.0,88840.0,10.8,13690,-14110,0
2001-08-14,8200.0,8400.0,178000.0,11.07,-34000,31520,0
2001-08-16,8180.0,8340.0,98430.0,10.99,1320,-940,0
2001-08-17,8400.0,8380.0,106480.0,11.04,25500,-24180,-1400
2001-08-20,8260.0,8020.0,133980.0,10.57,42220,-17440,-24400
2001-08-21,8030.0,8060.0,75180.0,10.62,-7010,4590,0
2001-08-22,8000.0,8050.0,93420.0,10.61,-16300,15350,-170
2001-08-23,8110.0,8000.0,101060.0,10.54,6820,-11130,4910
2001-08-24,8090.0,8050.0,69620.0,10.61,-4880,4190,0
2001-08-27,8160.0,8120.0,125290.0,10.7,-62740,57710,8600
2001-08-28,8120.0,8080.0,56640.0,10.64,15630,-14940,0
2001-08-29,7940.0,7800.0,100950.0,10.28,56760,-38480,-14800
2001-08-30,7700.0,7600.0,165390.0,10.01,-15840,15840,0
2001-08-31,7200.0,7190.0,142430.0,9.47,46100,-49260,0
2001-09-03,7290.0,6850.0,192710.0,9.02,65290,-73550,0
2001-09-04,6800.0,6940.0,222330.0,9.14,102090,-109420,240
2001-09-05,6900.0,6990.0,190910.0,9.21,18190,-18630,-1650
2001-09-06,7360.0,7030.0,134550.0,9.26,19040,-3790,-34800
2001-09-07,6900.0,6970.0,110520.0,9.18,22190,-14960,-6810
2001-09-10,6890.0,6760.0,159050.0,8.91,78210,-74940,-330
2001-09-11,6700.0,6710.0,80870.0,8.84,7710,-7710,0
2001-09-12,5710.0,5710.0,293790.0,7.52,-146830,136900,4170
2001-09-13,5880.0,5690.0,366290.0,7.5,136810,-142560,-13980
2001-09-14,5710.0,5100.0,3252550.0,6.72,30210,-25350,-13370
2001-09-17,5000.0,5220.0,252330.0,6.88,-101660,20030,60780
2001-09-18,5510.0,5380.0,174250.0,7.09,46270,3450,-51620
2001-09-19,5450.0,5410.0,123860.0,7.13,7920,550,-4670
2001-09-20,5380.0,5240.0,674230.0,6.9,5120,-24100,-1200
2001-09-21,5100.0,4970.0,155580.0,6.55,78200,-57910,-10290
2001-09-24,5040.0,5130.0,130040.0,6.76,-13100,10820,3420
2001-09-25,5330.0,5110.0,143900.0,6.73,4020,-8370,-650
2001-09-26,5110.0,5050.0,99900.0,6.65,34190,-40460,5890
2001-09-27,5010.0,5140.0,48410.0,6.77,2530,-6640,6350
2001-09-28,5070.0,5370.0,148210.0,7.07,-42640,-11010,53240
2001-10-04,5500.0,5610.0,213490.0,7.39,70820,-88660,5410
2001-10-05,5710.0,5540.0,115210.0,7.3,-7370,7870,-500
2001-10-08,5380.0,5350.0,84110.0,7.05,-3130,2930,0
2001-10-09,5400.0,5470.0,117630.0,7.21,49310,-49310,0
2001-10-10,5470.0,5390.0,72240.0,7.1,12010,2210,-14220
2001-10-11,5500.0,5650.0,269100.0,7.44,22030,17970,0
2001-10-12,5900.0,5700.0,313810.0,7.51,53480,-20240,-22390
2001-10-15,5620.0,5810.0,125550.0,7.65,-3690,3680,0
2001-10-16,5830.0,5900.0,132190.0,7.77,-7720,7720,0
2001-10-17,5960.0,5900.0,150520.0,7.77,14320,-14520,0
2001-10-18,5840.0,5800.0,87680.0,7.64,-7630,1930,5500
2001-10-19,5920.0,5810.0,90520.0,7.65,-14720,9630,5300
