Symbol,KT&G_시가(원),KT&G_종가(원),KT&G_거래량(주),KT&G_PER(IFRS-연결),KT&G_순매수수량(개인)(주),KT&G_순매수수량(기관계)(주),KT&G_순매수수량(외국인계)(주)
2001-10-26,17950.0,18100.0,611290.0,13.14,4730,67320,-136070
2001-10-29,18400.0,18200.0,222190.0,13.22,-56100,64060,-7470
2001-10-30,18200.0,18250.0,147650.0,13.25,-55540,-31570,86800
2001-10-31,18250.0,18400.0,88480.0,13.36,-40500,11300,29200
2001-11-01,18450.0,18350.0,130610.0,13.33,-22290,22380,0
2001-11-02,18300.0,18100.0,171480.0,13.14,-23350,62540,-39180
2001-11-05,18150.0,18600.0,153850.0,13.51,-28240,24820,0
2001-11-06,18600.0,18600.0,262390.0,13.51,-31700,41830,0
2001-11-07,19000.0,18600.0,191400.0,13.51,33000,-14480,0
2001-11-08,18600.0,18500.0,315680.0,13.44,-8930,31620,-12760
2001-11-09,18500.0,18500.0,116200.0,13.44,14950,-9950,0
2001-11-12,18650.0,18950.0,151600.0,13.76,-25290,92680,-47400
2001-11-13,18900.0,19200.0,270630.0,13.94,-37690,44540,0
2001-11-14,19300.0,19200.0,386610.0,13.94,23400,-19370,-30
2001-11-15,19200.0,19200.0,561110.0,13.94,-1800,-15980,360
2001-11-16,19200.0,19200.0,286470.0,13.94,-840,-2570,0
2001-11-19,19500.0,19500.0,664370.0,14.16,-19440,69790,0
2001-11-20,19500.0,19400.0,277920.0,14.09,2690,4110,-4800
2001-11-21,19400.0,19800.0,652400.0,14.38,-32270,19160,0
2001-11-22,19600.0,19400.0,157540.0,14.09,11250,-7440,0
2001-11-23,19400.0,19600.0,364020.0,14.23,-40770,36970,0
2001-11-26,19400.0,19550.0,338400.0,14.2,-22720,16750,0
2001-11-27,19900.0,20300.0,547860.0,14.74,-53640,35260,-8960
2001-11-28,20200.0,19300.0,397530.0,14.02,-14580,53290,-46320
2001-11-29,19500.0,18600.0,323180.0,13.51,53350,12700,-56410
2001-11-30,19750.0,19400.0,215530.0,14.09,-3210,15890,-13470
2001-12-03,19700.0,19400.0,346480.0,14.09,65970,-54610,-4400
2001-12-04,19400.0,19400.0,193500.0,14.09,-6720,-7410,0
2001-12-05,19650.0,19800.0,580750.0,14.38,-159220,128000,0
2001-12-06,20300.0,19800.0,330800.0,14.38,-5110,11420,-6800
2001-12-07,19500.0,20600.0,496400.0,14.96,-100240,94770,-23730
2001-12-10,21000.0,19900.0,357550.0,14.45,50880,-12260,-34300
2001-12-11,19850.0,20400.0,205940.0,14.82,-6280,4420,-360
2001-12-12,20400.0,20450.0,279460.0,14.85,2920,-3570,0
2001-12-13,19900.0,19700.0,1033370.0,14.31,321550,-252410,-16000
2001-12-14,19700.0,19300.0,414990.0,14.02,127980,-127840,0
2001-12-17,19500.0,19350.0,322130.0,14.05,58310,-118800,54670
2001-12-18,19100.0,19350.0,295500.0,14.05,-60090,12500,35590
2001-12-19,19600.0,19450.0,287300.0,14.13,-19980,680,18010
2001-12-20,19500.0,19800.0,339590.0,14.38,-36950,-55710,86340
2001-12-21,19750.0,19550.0,359350.0,14.2,86290,-161020,86230
2001-12-24,19650.0,20100.0,277120.0,14.6,-7430,6480,-240
2001-12-26,20250.0,20250.0,321370.0,14.71,93690,-97230,0
2001-12-27,18200.0,19000.0,339000.0,13.8,-24480,20040,-50
2001-12-28,19300.0,19400.0,262220.0,14.09,-124720,111670,-370
2002-01-02,19350.0,19200.0,266411.0,11.01,-69190,74640,-4020
2002-01-03,19100.0,18700.0,389611.0,10.72,4126,19244,-25860
2002-01-04,18700.0,18700.0,319787.0,10.72,-39200,20770,8920
2002-01-07,18700.0,18000.0,420709.0,10.32,129860,-29400,-97430
2002-01-08,18250.0,17300.0,329225.0,9.92,126170,-37780,-98480
2002-01-09,17300.0,16900.0,463521.0,9.69,124810,-171580,49750
2002-01-10,17200.0,16200.0,553064.0,9.29,235290,-250360,33090
2002-01-11,16700.0,17150.0,718108.0,9.84,14330,-147810,131100
2002-01-14,17250.0,17000.0,418860.0,9.75,34760,39820,-81980
2002-01-15,17350.0,16800.0,477669.0,9.63,33740,-155370,6590
2002-01-16,16850.0,16750.0,208654.0,9.61,-20500,8810,10000
2002-01-17,16750.0,17150.0,247347.0,9.84,-139410,125860,8050
2002-01-18,17150.0,16900.0,282140.0,9.69,45900,-81380,34900
2002-01-21,17000.0,16900.0,259868.0,9.69,-56975,5305,44800
2002-01-22,17400.0,16800.0,224358.0,9.63,58215,-50480,50
2002-01-23,17000.0,17250.0,300704.0,9.89,-143960,121960,-1820
2002-01-24,17200.0,17450.0,337522.0,10.01,-176130,184180,-13440
2002-01-25,17250.0,18150.0,387580.0,10.41,-192050,184940,-5850
2002-01-28,18000.0,17700.0,493958.0,10.15,62960,-50010,-12080
2002-01-29,17700.0,17000.0,483339.0,9.75,184273,-110753,-82080
2002-01-30,17000.0,16650.0,400860.0,9.55,152410,-125380,-25840
2002-01-31,16650.0,16200.0,612945.0,9.29,400072,-433502,47810
2002-02-01,16300.0,15800.0,552931.0,9.06,333761,-379211,53900
2002-02-04,15600.0,15400.0,334562.0,8.83,54719,-98209,30100
2002-02-05,15400.0,15500.0,317070.0,8.89,41182,-45832,28660
2002-02-06,15400.0,15500.0,183092.0,8.89,11580,3200,-13050
2002-02-07,15500.0,15300.0,252941.0,8.77,48340,-52350,0
2002-02-08,15300.0,15300.0,312786.0,8.77,10046,-21496,13000
2002-02-14,15400.0,17550.0,576938.0,10.06,-80680,65620,9900
2002-02-15,16500.0,16050.0,562694.0,9.2,88710,-85710,-18000
2002-02-18,16050.0,15700.0,480670.0,9.0,105590,-100530,-4210
2002-02-19,15700.0,15500.0,344232.0,8.89,119385,-128635,12940
2002-02-20,15300.0,15400.0,395165.0,8.83,73590,-88740,9370
2002-02-21,15600.0,16200.0,432882.0,9.29,-170660,193760,-26100
2002-02-22,16000.0,16400.0,509681.0,9.41,-145071,163631,-17000
2002-02-25,16300.0,16100.0,268447.0,9.23,-65100,60270,-4230
2002-02-26,16400.0,16500.0,327740.0,9.46,-197536,159936,5730
2002-02-27,16500.0,16600.0,368836.0,9.52,-103005,113295,-16210
2002-02-28,16900.0,16250.0,397720.0,9.32,45260,-105410,-56010
2002-03-04,16500.0,16800.0,380031.0,9.63,-235767,253287,-21300
2002-03-05,16900.0,16950.0,387633.0,9.72,-53110,-37690,1350
2002-03-06,17100.0,17150.0,317637.0,9.84,-99310,64950,-63630
2002-03-07,17200.0,17050.0,182580.0,9.78,-64930,48900,-4380
2002-03-08,17100.0,17200.0,292560.0,9.86,-90080,44190,12400
2002-03-11,17200.0,16500.0,295076.0,9.46,79243,-81863,-99190
2002-03-12,16500.0,16000.0,540881.0,9.18,196330,-153810,-243720
2002-03-13,16000.0,15850.0,617280.0,9.09,236900,-244610,-165950
2002-03-14,16000.0,16500.0,736431.0,9.46,20220,3210,-66170
2002-03-15,16400.0,16300.0,657347.0,9.35,143250,-131530,-80640
2002-03-18,16750.0,16500.0,441481.0,9.46,107769,-105369,-16900
2002-03-19,16450.0,16500.0,941310.0,9.46,164290,-23080,-205700
2002-03-20,16300.0,16300.0,702279.0,9.35,132070,5610,-231120
2002-03-21,16200.0,16150.0,453155.0,9.26,5610,98850,-214350
2002-03-22,16100.0,16500.0,756860.0,9.46,-274402,393320,-150528
2002-03-25,16500.0,16550.0,597603.0,9.49,-85707,-35003,6610
2002-03-26,16600.0,16900.0,827850.0,9.69,-195548,-60060,122618
2002-03-27,17200.0,17400.0,880280.0,9.98,-285183,66353,9300
2002-03-28,17550.0,17550.0,624664.0,10.06,-157310,-191200,171960
2002-03-29,17650.0,17050.0,347477.0,9.78,-41031,-10962,50063
2002-04-01,17200.0,16800.0,491039.0,9.63,-2068,-139412,130970
2002-04-02,17000.0,17800.0,1003084.0,10.21,-170910,161620,26050
2002-04-03,17800.0,18400.0,615440.0,10.55,-111470,-55020,169080
2002-04-04,18200.0,18400.0,331022.0,10.55,-167688,113206,50982
2002-04-08,18700.0,18100.0,496198.0,10.38,-87930,17430,69790
2002-04-09,18100.0,18050.0,278421.0,10.35,-58400,97900,-40150
2002-04-10,18050.0,17600.0,258856.0,10.09,2920,7080,-5150
2002-04-11,17600.0,17550.0,722060.0,10.06,21290,-149970,129840
2002-04-12,17600.0,17150.0,305580.0,9.84,96940,-49500,-46500
2002-04-15,17200.0,17150.0,285220.0,9.84,35873,-4620,-35833
2002-04-16,17250.0,17600.0,263298.0,10.09,-73510,34825,36585
2002-04-17,17600.0,18200.0,347141.0,10.44,-237530,182850,39290
2002-04-18,17900.0,18400.0,220410.0,10.55,-78940,20190,60840
2002-04-19,18500.0,18050.0,260801.0,10.35,-11890,-133480,142280
2002-04-22,18050.0,17550.0,573947.0,10.06,-60100,22750,34260
2002-04-23,17900.0,18050.0,198127.0,10.35,-53460,-18340,73690
2002-04-24,18100.0,18400.0,241855.0,10.55,-145360,31930,111190
2002-04-25,18450.0,18500.0,422890.0,10.61,-166790,70850,90580
2002-04-26,18650.0,18100.0,247468.0,10.38,-46240,-3390,45600
2002-04-29,18100.0,18000.0,268852.0,10.32,-66840,8120,61660
2002-04-30,18000.0,18500.0,182561.0,10.61,-60210,-17400,76160
2002-05-02,18600.0,18450.0,235912.0,10.58,7650,-25768,15568
2002-05-03,18600.0,18400.0,347780.0,10.55,11120,-62610,53410
2002-05-06,17900.0,17700.0,118219.0,10.15,34720,-35360,5100
2002-05-07,17500.0,17900.0,148184.0,10.27,-33462,28832,8300
2002-05-08,17550.0,17600.0,109996.0,10.09,20000,-20330,-50
2002-05-09,17850.0,16800.0,718927.0,9.63,167360,-119210,-50820
2002-05-10,16950.0,17000.0,313453.0,9.75,-42820,-3440,49020
2002-05-13,16900.0,16900.0,195662.0,9.69,-1220,100,70
2002-05-14,16800.0,17450.0,223290.0,10.01,-92200,91220,-92200
2002-05-15,17100.0,17450.0,161657.0,10.01,-36900,28490,1900
2002-05-16,17400.0,17400.0,109103.0,9.98,15210,-22030,0
2002-05-17,17400.0,17950.0,220334.0,10.29,-127270,122210,-5400
2002-05-20,17800.0,17150.0,300472.0,9.84,202650,-194290,1190
2002-05-21,17350.0,16750.0,195419.0,9.61,87960,-89860,4210
2002-05-22,16750.0,17500.0,188580.0,10.04,-95120,99290,-4500
2002-05-23,17150.0,16650.0,349250.0,9.55,224880,-211130,5200
2002-05-24,16650.0,17000.0,273042.0,9.75,-155740,177050,-23340
2002-05-27,17200.0,16650.0,196238.0,9.55,26770,-40760,13240
2002-05-28,16800.0,17000.0,228730.0,9.75,-116770,111480,4540
2002-05-29,16800.0,16700.0,353051.0,9.58,220650,-215870,740
2002-05-30,16350.0,16450.0,147344.0,9.43,-7355,7185,0
2002-05-31,16450.0,16250.0,185354.0,9.32,10830,-12600,0
2002-06-03,16500.0,16200.0,209546.0,9.29,22660,-970,-17080
2002-06-04,16000.0,16000.0,171782.0,9.18,41927,-41077,200
2002-06-05,16000.0,16150.0,138585.0,9.26,18580,-34890,17200
2002-06-07,16150.0,15800.0,367960.0,9.06,120300,-118540,2300
2002-06-10,15800.0,16300.0,200573.0,9.35,-71920,93520,-20550
2002-06-11,16200.0,16000.0,172030.0,9.18,103380,-100830,250
2002-06-12,15950.0,16000.0,490467.0,9.18,78556,-106956,15110
2002-06-14,16000.0,16050.0,163420.0,9.2,21805,-13010,-16025
2002-06-17,16100.0,15850.0,218652.0,9.09,43430,-23760,-24240
2002-06-18,15900.0,15850.0,235819.0,9.09,12760,-19960,1030
2002-06-19,15850.0,15150.0,381679.0,8.69,117174,-182274,47130
2002-06-20,15500.0,15500.0,1370361.0,8.89,137327,-108267,-9100
2002-06-21,15500.0,15500.0,607551.0,8.89,66503,-96203,9160
2002-06-24,16100.0,15850.0,28081844.0,9.09,-181401,-21807416,-3220
2002-06-25,15850.0,15750.0,289041.0,9.03,-17210,15960,0
2002-06-26,15500.0,15600.0,259780.0,8.95,-41530,55110,-1980
2002-06-27,15550.0,15600.0,280925.0,8.95,-51750,125980,-75820
2002-06-28,15650.0,15600.0,362597.0,8.95,51167,-26753,-29834
2002-07-02,15500.0,15600.0,289026.0,8.95,-41870,24750,790
2002-07-03,15600.0,15950.0,177693.0,9.15,-54460,86690,-33610
2002-07-04,16100.0,16150.0,193580.0,9.26,-27810,29280,-1470
2002-07-05,16150.0,16700.0,495604.0,9.58,-242494,240380,21164
2002-07-08,16750.0,16400.0,338340.0,9.41,51330,-46230,0
2002-07-09,16400.0,16800.0,322270.0,9.63,-112690,55860,54340
2002-07-10,16750.0,16800.0,142760.0,9.63,-16838,4538,11550
2002-07-11,16750.0,16150.0,320463.0,9.26,51420,-50680,200
2002-07-12,16200.0,16650.0,367523.0,9.55,-67762,178422,-124280
2002-07-15,16300.0,16300.0,404500.0,9.35,41330,86520,-97340
2002-07-16,16300.0,16150.0,297595.0,9.26,6550,-35040,29930
2002-07-18,16150.0,16450.0,248560.0,9.43,-32120,17420,14700
2002-07-19,16400.0,16050.0,435845.0,9.2,109570,-148200,51250
2002-07-22,15800.0,15900.0,161427.0,9.12,-57610,49190,7350
2002-07-23,16100.0,16400.0,199432.0,9.41,-91110,87770,2650
2002-07-24,16200.0,16300.0,241680.0,9.35,17310,-87090,59470
2002-07-25,16400.0,16600.0,257723.0,9.52,-101530,78980,21860
2002-07-26,16300.0,16200.0,304891.0,9.29,-14547,22827,0
2002-07-29,16500.0,16500.0,219250.0,9.46,-21270,19770,0
2002-07-30,16600.0,16800.0,242390.0,9.63,-45458,40671,-3
2002-07-31,16750.0,16500.0,164589.0,9.46,50770,-43390,0
2002-08-01,16300.0,16100.0,232898.0,9.23,71990,-69590,-460
2002-08-02,16000.0,16050.0,199425.0,9.2,-6514,-2596,0
2002-08-05,15900.0,16200.0,104533.0,9.29,10660,3450,460
2002-08-06,16000.0,16750.0,479130.0,9.61,-259560,234910,0
2002-08-07,16700.0,16300.0,216783.0,9.35,49050,-48340,0
2002-08-08,16300.0,16000.0,364844.0,9.18,180680,-173470,0
2002-08-09,16150.0,16100.0,167601.0,9.23,16090,3220,0
2002-08-12,16050.0,16100.0,113791.0,9.23,-30110,46730,0
2002-08-13,16050.0,16100.0,152307.0,9.23,-23154,23154,0
2002-08-14,16100.0,16200.0,210693.0,9.29,-38590,33000,-2100
2002-08-16,16350.0,16600.0,180420.0,9.52,-89585,88825,1100
2002-08-19,16700.0,16250.0,171851.0,9.32,13230,-12160,1000
2002-08-20,16400.0,16700.0,274060.0,9.58,-115159,105969,0
2002-08-21,16600.0,16650.0,156640.0,9.55,-14380,14960,-1470
2002-08-22,16650.0,16400.0,203897.0,9.41,28300,-27410,-3030
2002-08-23,16400.0,16450.0,182658.0,9.43,-41177,31757,4500
2002-08-26,16600.0,16700.0,98520.0,9.58,-23970,21150,0
2002-08-27,16700.0,16350.0,218009.0,9.38,120829,-118559,0
2002-08-28,16500.0,16550.0,127360.0,9.49,-34110,32510,0
2002-08-29,16450.0,16500.0,115109.0,9.46,19380,-20070,0
2002-08-30,16450.0,16750.0,154940.0,9.61,-67940,66530,0
2002-09-02,16750.0,16800.0,197305.0,9.63,-53589,49519,0
2002-09-03,16900.0,16750.0,198163.0,9.61,-22420,21700,0
2002-09-04,16700.0,16550.0,178867.0,9.49,24460,-21010,0
2002-09-05,16750.0,17200.0,290254.0,9.86,-129940,94510,0
2002-09-06,17300.0,17300.0,174563.0,9.92,-46560,45060,-100
2002-09-09,17300.0,17000.0,108450.0,9.75,-20830,16390,100
2002-09-10,17100.0,17300.0,166753.0,9.92,-18176,16606,0
2002-09-11,17200.0,17500.0,106810.0,10.04,-14930,12420,0
2002-09-12,17500.0,17600.0,9974452.0,10.09,-37560,-2361550,0
2002-09-13,17600.0,17550.0,242604.0,10.06,14880,-26600,0
2002-09-16,17700.0,17750.0,163430.0,10.18,-2610,4350,0
2002-09-17,17700.0,18350.0,588928.0,10.52,-72170,93750,-21890
2002-09-18,18000.0,17900.0,413370.0,10.27,59710,-42690,7000
2002-09-19,18000.0,18000.0,173270.0,10.32,14306,-18326,0
2002-09-23,17850.0,17650.0,148902.0,10.12,21580,-40730,19170
2002-09-24,17500.0,17700.0,205471.0,10.15,-39620,50040,-13430
2002-09-25,17500.0,17500.0,209090.0,10.04,-43100,-19290,62340
2002-09-26,17550.0,17300.0,174190.0,9.92,20934,-23814,2050
2002-09-27,17100.0,17400.0,234534.0,9.98,-37324,90434,-54640
2002-09-30,17300.0,17400.0,239280.0,9.98,-51940,8280,42320
2002-10-01,17250.0,17650.0,192611.0,10.12,-17579,17259,-340
2002-10-02,17700.0,17350.0,102419.0,9.95,30190,-29540,0
2002-10-04,17450.0,17600.0,160726.0,10.09,-14600,9041,5059
2002-10-07,17600.0,17200.0,227719.0,9.86,24367,-22477,1720
2002-10-08,17200.0,17300.0,223196.0,9.92,-49330,43690,1420
2002-10-09,17200.0,17000.0,452651.0,9.75,35719,-12439,-28690
2002-10-10,16900.0,15850.0,1163478.0,9.09,233049,-55589,-182550
2002-10-11,16100.0,15900.0,575538.0,9.12,22123,-115133,97660
2002-10-14,16300.0,16400.0,320365.0,9.41,-35885,-27975,58600
2002-10-15,16400.0,16500.0,204920.0,9.46,13420,-14090,14550
2002-10-16,16400.0,16450.0,241040.0,9.43,43330,-51170,18300
2002-10-17,16450.0,16300.0,198661.0,9.35,9910,-20170,0
2002-10-18,16500.0,16750.0,214070.0,9.61,-64645,25715,33310
2002-10-21,16750.0,16750.0,188671.0,9.61,-28871,-93307,2418
2002-10-22,16900.0,16800.0,341360.0,9.63,30186,-54956,-4100
2002-10-23,16900.0,17600.0,459158.0,10.09,-100125,36085,40470
2002-10-24,17600.0,17150.0,318550.0,9.84,68590,-92700,32150
2002-10-25,17200.0,17250.0,175177.0,9.89,-52569,42289,590
2002-10-28,17250.0,17200.0,8619823.0,9.86,-6393,-8414610,-6717
2002-10-29,17350.0,17200.0,313450.0,9.86,-20560,-109310,-660
2002-10-30,17300.0,17200.0,276460.0,9.86,-11190,-41840,-79500
2002-10-31,17350.0,17800.0,454260.0,10.21,-145850,-75730,125070
2002-11-01,18000.0,17800.0,326210.0,10.21,-80990,-66810,53630
2002-11-04,17850.0,18200.0,291830.0,10.44,-68440,143040,-92810
2002-11-05,18200.0,18150.0,304713.0,10.41,-13868,-102722,-10200
2002-11-06,18150.0,18250.0,288660.0,10.47,-57010,51760,7600
2002-11-07,18250.0,18250.0,357160.0,10.47,-1170,-47050,-78000
2002-11-08,18200.0,17700.0,312880.0,10.15,96618,-66990,-89358
2002-11-11,17700.0,17500.0,179735.0,10.04,32568,6842,-33790
2002-11-12,17450.0,17600.0,175329.0,10.09,-39418,32110,7038
2002-11-13,17500.0,17550.0,220938.0,10.06,59850,-71110,16840
2002-11-14,17650.0,17600.0,193315.0,10.09,-20602,22512,-1270
2002-11-15,17850.0,18200.0,284458.0,10.44,-62440,53390,21800
2002-11-18,18200.0,18050.0,152675.0,10.35,18400,-17000,-4870
2002-11-19,18100.0,18300.0,222730.0,10.49,-33725,53035,-19400
2002-11-20,18350.0,18300.0,320640.0,10.49,15192,-18192,-7600
2002-11-21,18400.0,18050.0,463963.0,10.35,27700,143690,-197950
2002-11-22,18100.0,17850.0,297589.0,10.24,22415,88810,-121635
2002-11-25,17850.0,18000.0,261556.0,10.32,51011,33099,-99620
2002-11-26,18050.0,17800.0,284445.0,10.21,55860,-11950,-41980
2002-11-27,17600.0,18300.0,251145.0,10.49,-87160,43490,41580
2002-11-28,18150.0,18400.0,235756.0,10.55,-24504,13520,11144
2002-11-29,18300.0,18600.0,471493.0,10.67,-51330,-56220,104960
2002-12-02,18550.0,18450.0,286013.0,10.58,-47070,-50990,98730
2002-12-03,18450.0,18500.0,175173.0,10.61,-14814,-12372,28036
2002-12-04,18400.0,18450.0,223260.0,10.58,-5640,47680,-44740
2002-12-05,18350.0,18350.0,355425.0,10.52,1489,112240,-123269
2002-12-06,18300.0,18100.0,305788.0,10.38,78639,-77219,2700
2002-12-09,18300.0,18100.0,235978.0,10.38,-9359,19750,-9091
2002-12-10,18100.0,18050.0,179867.0,10.35,4606,26834,-35400
2002-12-11,18100.0,18050.0,138584.0,10.35,34906,-58610,11584
2002-12-12,18200.0,18700.0,620907.0,10.72,-124430,252550,-141780
2002-12-13,18450.0,18500.0,451270.0,10.61,18114,-114360,97246
2002-12-16,18350.0,18200.0,522798.0,10.44,128132,-273570,152808
2002-12-17,18250.0,18550.0,448961.0,10.64,-61510,155920,-105130
2002-12-18,18500.0,18600.0,297290.0,10.67,45825,-6684,-41740
2002-12-20,18600.0,18300.0,446851.0,10.49,70623,103897,-172900
2002-12-23,18450.0,18350.0,421374.0,10.52,46242,82400,-128340
2002-12-24,18350.0,18400.0,313680.0,10.55,32500,37000,-60720
2002-12-26,18200.0,18500.0,436576.0,10.61,13230,-9160,-34320
2002-12-27,17500.0,16600.0,568599.0,9.52,108960,-122490,16200
2002-12-30,16450.0,16400.0,303997.0,9.41,-145020,143070,2780
2003-01-02,16700.0,16000.0,394048.0,8.63,32610,-208780,186550
2003-01-03,16050.0,16100.0,486070.0,8.69,70960,-42210,-17890
2003-01-06,16200.0,16100.0,194083.0,8.69,3644,-39074,40930
2003-01-07,16250.0,15750.0,434479.0,8.5,60874,39686,-91610
2003-01-08,15950.0,16700.0,855884.0,9.01,-222400,62780,207500
2003-01-09,16900.0,16100.0,560878.0,8.69,41407,-131637,114110
2003-01-10,16300.0,16500.0,403383.0,8.9,-83762,-36988,113230
2003-01-13,16300.0,16750.0,478641.0,9.04,-81100,-61400,157260
2003-01-14,16850.0,16850.0,222294.0,9.09,-24870,-98270,123460
2003-01-15,16600.0,16750.0,300908.0,9.04,-34900,-110230,153110
2003-01-16,16700.0,16800.0,192062.0,9.07,-60630,44090,13030
2003-01-17,16700.0,16800.0,231128.0,9.07,-66110,68810,-4160
2003-01-20,16650.0,16800.0,135428.0,9.07,-4308,-21952,18650
2003-01-21,16900.0,16800.0,263380.0,9.07,5500,-17530,18730
2003-01-22,16650.0,16550.0,179439.0,8.93,13670,-29700,13670
2003-01-23,16650.0,16850.0,270016.0,9.09,-67768,127930,-75712
2003-01-24,16750.0,16600.0,165810.0,8.96,-14330,-45870,56850
2003-01-27,16700.0,16400.0,222253.0,8.85,-8026,-125504,144590
2003-01-28,16400.0,16350.0,188208.0,8.82,-28696,-35654,63390
2003-01-29,16500.0,16600.0,381650.0,8.96,-9460,2730,-14460
2003-01-30,16400.0,16500.0,101591.0,8.9,-16245,17620,-15585
2003-02-03,16350.0,16450.0,126147.0,8.88,-7210,-10260,16850
2003-02-04,16400.0,16750.0,210406.0,9.04,-39796,-25124,65090
2003-02-05,16700.0,16850.0,104110.0,9.09,-26191,-1069,26620
2003-02-06,16700.0,16600.0,126165.0,8.96,8380,-50200,43480
2003-02-07,16600.0,16500.0,178117.0,8.9,-22940,-28890,52750
2003-02-10,16650.0,16500.0,155688.0,8.9,-39630,24550,11540
2003-02-11,16700.0,16500.0,266172.0,8.9,-13990,-7330,20230
2003-02-12,16600.0,16400.0,133404.0,8.85,-1420,40750,-39800
2003-02-13,16400.0,16400.0,452680.0,8.85,28820,32450,-52700
2003-02-14,16300.0,16400.0,176871.0,8.85,-30930,34940,-2810
2003-02-17,16450.0,16600.0,391484.0,8.96,3780,-34030,40080
2003-02-18,16800.0,16550.0,296158.0,8.93,5280,-25820,11720
2003-02-19,16600.0,16300.0,441930.0,8.8,79976,52300,-130586
2003-02-20,16300.0,16250.0,355605.0,8.77,-12360,-56270,61180
2003-02-21,16150.0,16100.0,160218.0,8.69,42130,13320,-53420
