Symbol,현대모비스_시가(원),현대모비스_종가(원),현대모비스_거래량(주),현대모비스_PER(IFRS-연결),현대모비스_순매수수량(개인)(주),현대모비스_순매수수량(기관계)(주),현대모비스_순매수수량(외국인계)(주)
2000-01-04,5850,6610,922410,,-153760,157270,770
2000-01-05,6700,7100,3416330,,314490,-268290,-4650
2000-01-06,7000,6540,1237120,,-50390,56820,5390
2000-01-07,6650,6520,994920,,-86420,86300,-4880
2000-01-10,6600,6280,1078790,,243450,-248820,3870
2000-01-11,6100,6300,1280430,,3120,-11590,-9640
2000-01-12,6300,6180,750580,,105180,-115990,100
2000-01-13,6310,6350,1179840,,22720,-31380,8060
2000-01-14,6500,6170,860060,,177660,-105330,3420
2000-01-17,6170,6100,802310,,91550,-78330,8000
2000-01-18,6200,6000,1115450,,135410,-111340,-24070
2000-01-19,5990,5610,1103310,,163540,-156000,-10400
2000-01-20,5600,5450,928110,,193570,-228320,6750
2000-01-21,5280,5580,1442910,,70940,-58420,-8500
2000-01-24,5510,5750,1297280,,-148340,122570,22590
2000-01-25,5780,5410,735000,,29130,-22950,-10000
2000-01-26,5500,5530,800950,,44080,-34080,-10000
2000-01-27,5650,6200,2214870,,-245470,219160,16650
2000-01-28,6150,6030,1295440,,29930,-14240,-3330
2000-01-31,6020,6230,1607340,,14730,-14020,0
2000-02-01,6300,6100,1127480,,197840,-163750,-36590
2000-02-02,6140,6490,2353980,,-596440,615250,0
2000-02-03,6600,6450,1621350,,-316930,329270,7000
2000-02-07,6500,6500,1601090,,-63210,79950,-7310
2000-02-08,6610,6590,1761740,,-318070,330770,-3000
2000-02-09,6500,6140,1144410,,189220,-204220,0
2000-02-10,5980,5650,1342550,,426160,-420330,-5480
2000-02-11,5550,5500,1099240,,209080,-211640,1900
2000-02-14,5400,5100,1170180,,220640,-230700,6560
2000-02-15,5000,5090,1053140,,108610,-123610,15000
2000-02-16,5150,5150,906080,,-5700,-5880,5220
2000-02-17,5150,5150,970080,,60380,-71020,6940
2000-02-18,5150,4900,1424860,,408470,-407760,-630
2000-02-21,4655,4400,1578690,,290080,-166580,-7800
2000-02-22,4220,4150,2118010,,380200,-381700,1120
2000-02-23,4350,4700,2117530,,207020,-206200,-310
2000-02-24,4400,4250,1077360,,-26080,69110,-26890
2000-02-25,4100,4300,1474880,,-89340,71130,19100
2000-02-28,4060,4065,1050910,,57580,-59220,1640
2000-02-29,4115,4070,1647750,,299210,-310130,15840
2000-03-02,4180,4245,1840480,,-29600,59100,-29000
2000-03-03,4300,4090,1464360,,77540,-40580,-37720
2000-03-06,4195,4700,3094660,,92840,-142570,100
2000-03-07,4900,4760,2714590,,301770,-342080,-2320
2000-03-08,4510,4890,1871820,,-417240,291770,-660
2000-03-09,4900,4810,1530370,,202440,-71580,-145700
2000-03-10,4710,4555,1271960,,275500,-252700,900
2000-03-13,4550,4330,1231310,,70480,2510,-12520
2000-03-14,4380,4310,891110,,22380,-27150,-200
2000-03-15,4320,4350,1218710,,-138200,90520,-4140
2000-03-16,4510,4350,827590,,-54580,51000,1920
2000-03-17,4470,4480,1331240,,-108480,108740,-770
2000-03-20,4500,4465,1128690,,-55420,-23280,2340
2000-03-21,4400,4345,780750,,-93210,85470,2000
2000-03-22,4350,4445,1172340,,-233680,242030,400
2000-03-23,4520,4750,3351550,,-232160,256060,-1340
2000-03-24,4750,4600,1106800,,-103350,103150,200
2000-03-27,4500,4400,1587540,,301990,-261410,0
2000-03-28,4400,4350,1250430,,57810,-85700,1440
2000-03-29,4350,4180,1443250,,586730,-609790,0
2000-03-30,4210,4170,1029710,,76460,-76410,-4190
2000-03-31,4160,4070,827060,,58830,-70510,6580
2000-04-03,4070,3975,867260,,9380,-17810,-2210
2000-04-04,4120,4095,842920,,-251430,226510,200
2000-04-06,4010,3970,726700,,193940,-197560,4020
2000-04-07,3910,3970,888500,,46360,-48220,1860
2000-04-10,4010,4160,2035770,,279280,-288230,6380
2000-04-11,4160,3985,820450,,48330,-48130,-100
2000-04-12,3995,3970,726750,,35220,-43380,-2000
2000-04-14,3900,3915,510130,,62630,-62490,0
2000-04-17,4130,4500,6564420,,-50690,44690,8420
2000-04-18,4795,4730,10409410,,332590,-548630,213670
2000-04-19,4750,4560,5284750,,63470,-114380,49560
2000-04-20,4700,5240,9376870,,-347110,-647660,478270
2000-04-21,5350,5160,9585720,,322470,-333150,-790
2000-04-24,5060,4685,4093310,,-50510,76620,-200
2000-04-25,4610,4670,4872780,,-892850,192700,197910
2000-04-26,4735,4065,5680410,,-78490,-684310,293450
2000-04-27,4050,3970,4616920,,434910,-446260,11350
2000-04-28,4050,4150,4401240,,-28710,-18970,-12390
2000-05-02,4050,4050,3076300,,471200,-472450,-3730
2000-05-03,4090,4020,2168170,,-25400,4340,-8450
2000-05-04,4025,4020,2422950,,99790,-97020,-2770
2000-05-08,4100,4020,1590210,,-107160,95810,-9970
2000-05-09,4020,4110,1917140,,-522040,-82860,32470
2000-05-10,4015,4020,1141490,,-103670,36730,-19160
2000-05-12,4050,3925,1012180,,-61070,73030,-11720
2000-05-15,3850,3605,1199090,,171930,-177200,-26710
2000-05-16,3645,3800,1112530,,-489780,-4100,-6220
2000-05-17,3820,3600,729000,,10580,-5310,-5500
2000-05-18,3600,3405,679600,,48980,8720,300
2000-05-19,3350,3350,596990,,32470,-5890,-26580
2000-05-22,3350,3110,556380,,19760,690,-20450
2000-05-23,3010,3120,1461200,,119000,-123660,2880
2000-05-24,3120,3435,1651880,,-189400,187880,-300
2000-05-25,3525,3795,1712520,,-34870,57520,-20970
2000-05-26,3610,3230,1610670,,341530,-290430,-1100
2000-05-29,2760,3100,2437450,,-16670,12350,200
2000-05-30,3330,3480,2361830,,46580,-49460,-2120
2000-05-31,3475,3770,6485420,,126790,-42610,-79180
2000-06-01,3540,3560,2613970,,13810,-8810,0
2000-06-02,3630,4090,6083070,,-436310,-356810,0
2000-06-05,4290,4700,9555880,,-231170,171860,-890
2000-06-07,4560,4700,2702340,,-254500,449830,-2460
2000-06-08,4690,4700,2501100,,-380150,184570,-20320
2000-06-09,4700,4950,2767190,,54240,-52040,-100
2000-06-12,4900,5300,6197930,,1659980,-116810,-100
2000-06-13,5010,5070,1824680,,-1121200,-72930,0
2000-06-14,5070,5500,1999430,,-1040660,196750,0
2000-06-15,5290,5500,1663400,,-958230,89250,150
2000-06-16,5310,5410,3288760,,-765730,42960,150
2000-06-19,5220,5490,1821990,,-676130,-51870,0
2000-06-20,5480,5300,3832380,,-668560,-278420,-1099560
2000-06-21,5250,5100,959130,,-60630,59280,-300
2000-06-22,5080,4960,872890,,-27000,-8190,-640
2000-06-23,5020,5020,597810,,24760,10240,0
2000-06-26,5040,5250,835510,,-9540,8420,400
2000-06-27,5380,5200,671430,,68880,-70820,0
2000-06-28,5190,5130,904950,,426720,1970,300
2000-06-29,4850,4800,1409760,,98190,-93530,-500
2000-06-30,4830,5090,683690,,-144890,133390,0
2000-07-03,5100,5000,644040,,130140,-132640,0
2000-07-04,4900,4900,344170,,57200,-57700,0
2000-07-05,4810,4950,554930,,-29720,29720,0
2000-07-06,4980,5360,1579600,,-222850,208350,0
2000-07-07,5450,5570,2563940,,-680410,672470,10600
2000-07-10,5860,5420,1086620,,-101930,100880,1360
2000-07-11,5500,5520,2331010,,245610,-249910,-200
2000-07-12,5610,5550,1108910,,46170,-87670,25200
2000-07-13,5500,5730,895210,,-248730,250630,-1400
2000-07-14,5630,5700,730660,,-228940,244230,-40
2000-07-18,5560,5230,802170,,327340,-329590,0
2000-07-19,5160,5400,707350,,-131250,105940,4060
2000-07-20,5250,5390,631550,,-215370,201480,4540
2000-07-21,5390,5410,305110,,-55660,52130,220
2000-07-24,5210,5090,459250,,30980,-41210,4980
2000-07-25,5010,5000,557000,,-21570,3980,13840
2000-07-26,4990,5000,742250,,233890,-230890,0
2000-07-27,5000,5150,351270,,-21790,22040,0
2000-07-28,5010,5230,480190,,-123250,106970,12620
2000-07-31,5230,5390,384040,,-166310,146780,12200
2000-08-01,5450,5550,592140,,-177460,125210,65000
2000-08-02,5500,5500,376080,,29450,-40160,9960
2000-08-03,5510,5500,327720,,-46300,55290,-990
2000-08-04,5500,5480,283150,,-28670,30020,-110
2000-08-07,5360,5220,296210,,50990,-50990,0
2000-08-08,5220,5300,280540,,-40590,35580,780
2000-08-09,5310,5400,1548380,,253610,-283810,7450
2000-08-10,5400,5480,525030,,-48240,33050,16190
2000-08-11,5550,5460,847810,,18590,-12060,-1280
2000-08-14,5790,5710,854690,,121410,-110680,1470
2000-08-16,5840,5600,525390,,-59810,83610,5310
2000-08-17,5450,5800,1649870,,362430,-252380,0
2000-08-18,5800,6140,1860340,,64650,-56310,2410
2000-08-21,6200,6200,1578880,,62650,-24790,-220
2000-08-22,6230,6030,874120,,-83680,70100,1330
2000-08-23,6030,5890,952430,,115760,-115860,600
2000-08-24,5800,5820,493360,,-45130,43010,2090
2000-08-25,5890,6050,895480,,24970,-30160,-110
2000-08-28,6060,6130,524840,,-237270,217470,7550
2000-08-29,6100,6100,619710,,-27450,23980,2470
2000-08-30,6030,6070,284030,,-115170,111360,-440
2000-08-31,5980,5880,307450,,-30960,26030,-2640
2000-09-01,5880,5930,218880,,-71350,68030,1320
2000-09-04,5850,5820,198140,,-28210,28210,0
2000-09-05,5780,5790,241680,,-51250,46360,2640
2000-09-06,5790,5730,167660,,-30120,23620,6000
2000-09-07,5620,5450,300460,,-1150,5850,-4410
2000-09-08,5450,5500,246560,,-70840,77480,-3370
2000-09-14,5160,5550,419660,,25560,47230,-57650
2000-09-15,5420,5530,325840,,-47970,65540,-24480
2000-09-18,5250,5170,485810,,-228840,230310,-14640
2000-09-19,5000,4990,277530,,-52420,101090,-47790
2000-09-20,5060,5270,459230,,-59900,62200,-1170
2000-09-21,5120,5270,255910,,-54870,71070,-9630
2000-09-22,5250,4750,299190,,-12140,17600,-5460
2000-09-25,4700,4965,230110,,-40120,40220,0
2000-09-26,4910,4850,258630,,42020,-39100,0
2000-09-27,4810,4870,407090,,-55670,55910,0
2000-09-28,4820,5010,486810,,61070,-60010,-810
2000-09-29,5090,5080,207570,,-68720,69210,0
2000-10-02,4910,4930,226300,,-35260,118010,-82750
2000-10-04,4850,4910,189590,,-16100,16010,90
2000-10-05,4950,4970,310310,,-69910,69820,90
2000-10-06,4930,4830,289290,,77310,-69040,-8270
2000-10-09,4810,4760,321450,,35520,-33330,-2190
2000-10-10,4790,4700,194770,,36610,-36660,50
2000-10-11,4640,4390,626200,,39950,-41270,1320
2000-10-12,4305,4070,532180,,178560,-171040,-7520
2000-10-13,3825,3750,1245460,,661260,-636320,-2370
2000-10-16,4010,3890,876320,,199580,-199230,-150
2000-10-17,3800,3650,922360,,119350,-118870,0
2000-10-18,3510,3525,852850,,214600,-217600,0
2000-10-19,3520,3390,789200,,298550,-301550,0
2000-10-20,3600,3800,1658220,,-76440,50040,26220
2000-10-23,3830,3650,507890,,63470,-62840,-450
2000-10-24,3610,3700,517620,,-29450,29490,660
2000-10-25,3730,3720,369680,,19660,-19300,-360
2000-10-26,3630,3640,276010,,-31090,34090,0
2000-10-27,3610,3610,294070,,43950,-45380,4710
2000-10-30,3550,3580,274640,,52920,-51090,-290
2000-10-31,3530,3510,319130,,-17510,15480,550
2000-11-01,3700,3750,412860,,-12030,16320,2290
2000-11-02,3800,4200,951850,,-94140,42860,1620
2000-11-03,4200,4230,805070,,9440,-8990,-450
2000-11-06,4110,4100,583680,,-113950,159180,150
2000-11-07,4180,4010,254290,,33660,-24580,-1000
2000-11-08,4010,4285,932050,,46240,-59590,0
2000-11-09,4155,4300,428920,,-78930,84400,-4590
2000-11-10,4400,4350,517020,,-38760,51290,-320
2000-11-13,4200,4355,518380,,-37480,34450,0
2000-11-14,4350,4520,698920,,122110,-122110,0
2000-11-15,4620,4700,505060,,-70000,48230,770
2000-11-16,4700,4480,484770,,15160,-15400,-11420
2000-11-17,4410,4450,330330,,30480,-16720,-3100
2000-11-20,4370,4530,451260,,18240,-23360,-90
2000-11-21,4530,4500,533800,,83540,-79590,-3950
2000-11-22,4430,4450,318370,,-30800,30800,0
2000-11-23,4450,4330,206030,,1730,16280,-18010
2000-11-24,4260,4400,384260,,22190,-24130,1500
2000-11-27,4450,4490,473960,,4330,-6460,1670
2000-11-28,4450,4500,214090,,3520,-3060,0
2000-11-29,4425,4370,243750,,-26140,27560,-980
2000-11-30,4315,4320,173630,,-32350,33130,-780
2000-12-01,4065,4395,247100,,-153450,148040,5410
2000-12-04,4395,4370,159110,,-38330,38240,90
2000-12-05,4370,4380,223010,,-29720,29720,0
2000-12-06,4490,4350,253640,,-36750,25240,10720
2000-12-07,4320,4380,94740,,23940,-24680,1530
2000-12-08,4470,4485,273280,,-46460,47580,1200
2000-12-11,4570,4760,516710,,-49660,46670,2300
2000-12-12,4810,4650,340930,,-11020,12030,0
2000-12-13,4680,4775,295790,,-64910,25980,41980
2000-12-14,4665,4770,345620,,54460,-91220,37090
2000-12-15,4770,4780,272240,,32800,-26390,-11100
2000-12-18,4780,4780,330960,,44770,-5200,0
2000-12-19,4760,4600,454380,,139360,-117720,-1810
2000-12-20,4500,4490,464750,,200280,-192720,-270
2000-12-21,4390,4410,825600,,275210,-339690,-460
2000-12-22,4410,4530,392210,,-57240,73250,-150
2000-12-26,4610,4985,1097170,,-182910,194700,4730
2001-01-02,4500,4495,561000,3.02,88040,-86060,0
2001-01-03,4520,4440,520730,2.99,121630,-121170,-460
2001-01-04,4600,4500,1206300,3.03,-43060,29180,3880
2001-01-05,4505,4720,1862670,3.17,-145650,9880,530
2001-01-08,4560,4720,1290600,3.17,-247320,217190,-1350
2001-01-09,4820,5120,2480590,3.44,204930,-225940,48790
2001-01-10,5090,4660,1503360,3.13,-62610,20280,5890
2001-01-11,4680,4700,1286650,3.16,-98260,133480,-33680
2001-01-12,4700,4795,1109420,3.23,-138320,126070,9590
2001-01-15,4830,4850,1385730,3.26,-197520,146660,-3690
2001-01-16,4890,4850,618350,3.26,-80820,56210,24910
2001-01-17,4800,4800,539750,3.23,-115390,114930,0
2001-01-18,4700,4795,561330,3.23,-15050,14640,1200
2001-01-19,4900,5050,1673540,3.4,-375740,367840,9750
2001-01-22,5320,5800,2463260,3.9,12020,-11520,22500
2001-01-26,5900,6050,3935810,4.07,-656820,-291450,981500
2001-01-29,6140,5900,1571080,3.97,-196660,157490,27750
2001-01-30,5980,5840,1105160,3.93,-216280,166370,-25090
2001-01-31,5760,6200,878730,4.17,-112240,109760,0
2001-02-01,5800,5910,621750,3.98,-220940,216790,12280
2001-02-02,5960,5780,352070,3.89,-5160,29300,-2900
2001-02-05,5600,5560,521810,3.74,-41520,107090,-4950
2001-02-06,5560,5780,542530,3.89,-175270,174650,0
2001-02-07,5740,5700,451080,3.83,-164760,169570,-2350
2001-02-08,5870,5820,335470,3.91,-51180,44400,2980
2001-02-09,5750,5850,480110,3.93,-192580,173890,1000
2001-02-12,5810,5970,569150,4.02,-132230,138960,-1210
2001-02-13,6050,6010,719560,4.04,-186220,263260,-2880
2001-02-14,6100,6890,4018820,4.63,-1191330,332170,875050
2001-02-15,6990,6900,1859580,4.64,-130270,117360,0
2001-02-16,6800,6720,615960,4.52,-159070,159690,0
2001-02-19,6520,6600,559510,4.44,131080,-123730,-3900
2001-02-20,6650,7010,996230,4.72,-354680,330400,19320
2001-02-21,6850,7200,990780,4.84,-282680,329350,-2550
2001-02-22,7190,7400,1245650,4.98,-226350,190190,4340
2001-02-23,7200,6960,1912720,4.68,730140,43200,-773670
2001-02-26,6760,6870,1493290,4.62,190710,256050,-530510
2001-02-27,7020,6980,1060690,4.7,-498480,202980,230600
2001-02-28,6850,6980,613460,4.7,-138670,-144060,-800
2001-03-02,6800,6900,472230,4.64,-89620,-48230,330
2001-03-05,6500,6800,845740,4.57,319580,202330,-524470
2001-03-06,6810,6800,2669060,4.57,-146920,2104620,-74200
2001-03-07,6800,6800,452110,4.57,-202660,211190,-6950
2001-03-08,6830,7100,659610,4.78,-191010,40140,-38390
2001-03-09,6900,6980,267650,4.7,-23370,56830,-12020
2001-03-12,6860,6860,337160,4.61,-57200,59970,-7230
2001-03-13,6600,6570,529800,4.42,-20760,32760,0
2001-03-14,6700,6600,364750,4.44,-92000,104530,-200
2001-03-15,6320,6570,359530,4.42,-59030,52030,920
2001-03-16,6410,6450,262570,4.34,-33560,33380,0
2001-03-19,6300,6250,336690,4.2,10970,14770,0
2001-03-20,6330,6280,280230,4.22,1500,26660,980
2001-03-21,6100,6330,283520,4.26,-70990,61920,3930
2001-03-22,6330,6370,198390,4.28,-53600,59960,1030
2001-03-23,6280,6560,513660,4.41,-76380,50300,-7700
2001-03-26,6600,6700,333040,4.51,-134800,23260,63010
2001-03-27,6700,6680,286510,4.49,-59110,23050,33300
2001-03-28,6750,6490,320010,4.37,-60130,117940,0
2001-03-29,6400,6450,289460,4.34,-51910,56160,0
2001-03-30,6410,6360,272450,4.28,-13760,-8240,0
2001-04-02,6350,6600,305100,4.44,-183730,163530,0
2001-04-03,6500,7050,2717740,4.74,-652830,-92990,822350
2001-04-04,6990,7000,624980,4.71,-331570,324000,-10000
2001-04-06,7420,7100,946130,4.78,-13550,-9050,50580
2001-04-09,7100,7200,764470,4.84,-158470,-36910,185840
2001-04-10,7290,7480,1437030,5.03,-295930,153480,168200
2001-04-11,7580,7720,1325960,5.19,-290500,65990,234500
2001-04-12,7810,7770,660620,5.23,-94250,97600,-24870
2001-04-13,7800,7990,1680880,5.37,37060,30870,78470
2001-04-16,8010,8050,623020,5.41,-84220,54690,25000
2001-04-17,8000,7590,998630,5.11,170750,-174330,-50
2001-04-18,7700,7950,1123070,5.35,-53740,89030,3000
2001-04-19,8200,7890,1447250,5.31,123500,-193360,157600
2001-04-20,7850,7950,873920,5.35,-157290,117920,30000
2001-04-23,8100,8360,2879890,5.62,-425990,-155660,615130
2001-04-24,8400,8610,1328480,5.79,-108630,-48160,161000
2001-04-25,8650,8600,903690,5.78,-207540,177130,28960
2001-04-26,8600,9350,2516510,6.29,-620990,-218210,850750
2001-04-27,9250,9900,2670720,6.66,-275250,-173440,453120
2001-04-30,10100,10100,3334060,6.79,458010,-934440,544470
2001-05-02,10250,10000,2892850,6.73,783820,-678730,-13990
2001-05-03,10000,10000,1047720,6.73,123670,-326300,232450
2001-05-04,9810,10300,1699250,6.93,-229260,112700,109700
2001-05-07,10400,10400,990370,7,-335910,138770,47950
2001-05-08,10300,10000,964580,6.73,-92620,154040,-8200
2001-05-09,9810,9600,1680830,6.46,122870,101610,-436020
2001-05-10,9400,9900,787240,6.66,-131140,21610,36340
2001-05-11,10000,10250,1100390,6.89,-274990,11310,282160
2001-05-14,10500,10350,514400,6.96,-130440,-6540,134550
2001-05-15,10350,10700,1692180,7.2,-361270,-204760,602750
2001-05-16,10700,10450,683790,7.03,-226360,-85360,300650
2001-05-17,10750,10750,894380,7.23,-241870,-21010,258710
2001-05-18,11000,11600,2611800,7.8,-882200,12790,946510
2001-05-21,12000,12300,1495700,8.27,133470,51620,-32120
2001-05-22,12700,12200,1243660,8.21,346070,-183010,-16310
2001-05-23,12200,12350,1365730,8.31,-82950,31090,25020
2001-05-24,11800,12400,891200,8.34,-256500,-41520,286320
2001-05-25,12800,12850,1002990,8.64,-191700,22040,177000
2001-05-28,12750.0,12400.0,438330.0,8.34,-6010,40220,-8000
2001-05-29,12100.0,12550.0,688480.0,8.44,52920,68070,-124820
2001-05-30,12300.0,12550.0,647170.0,8.44,-79520,-113120,190120
2001-05-31,12100.0,12300.0,480560.0,8.27,-82650,102970,-25700
2001-06-01,12050.0,11550.0,1181620.0,7.77,52100,62100,-107870
2001-06-04,11550.0,11900.0,648290.0,8.0,-35340,34990,510
2001-06-05,12100.0,11900.0,923380.0,8.0,-77740,-40840,76750
2001-06-07,11600.0,11600.0,727070.0,7.8,-88190,202080,-132850
2001-06-08,11650.0,11850.0,1223550.0,7.97,-160080,315710,25510
2001-06-11,11700.0,12000.0,613440.0,8.07,-157950,167020,-300
2001-06-12,11900.0,12050.0,437980.0,8.11,-168740,138420,25100
2001-06-13,12200.0,11750.0,534720.0,7.9,-90740,108910,-27840
2001-06-14,11750.0,12200.0,964670.0,8.21,-166810,41690,148410
2001-06-15,12100.0,12500.0,953090.0,8.41,-283750,53870,213160
2001-06-18,12600.0,12650.0,958450.0,8.51,-123530,-67060,234180
2001-06-19,12750.0,13400.0,1693390.0,9.01,-501870,297830,211720
2001-06-20,13550.0,13750.0,1449270.0,9.25,-291370,-120450,449220
2001-06-21,13850.0,13700.0,808550.0,9.22,-61400,50430,12230
2001-06-22,13700.0,14050.0,712460.0,9.45,-42050,6620,21590
2001-06-25,14000.0,14200.0,528540.0,9.55,-7300,-26660,26810
2001-06-26,14400.0,14000.0,629740.0,9.42,-167120,184450,-12650
2001-06-27,13800.0,13500.0,799120.0,9.08,13550,2570,-38180
2001-06-28,13500.0,13000.0,1128450.0,8.74,376510,-78460,-306770
2001-06-29,13300.0,14000.0,900780.0,9.42,-38660,22810,24930
2001-07-02,13900.0,13600.0,825680.0,9.15,69450,77740,-152140
2001-07-03,13600.0,13750.0,648330.0,9.25,21170,-26870,-340
2001-07-04,13750.0,14000.0,1058960.0,9.42,-552060,56910,523700
2001-07-05,14350.0,14500.0,1054950.0,9.75,-423870,187600,258960
2001-07-06,14550.0,14400.0,556530.0,9.69,-28110,44650,4640
2001-07-09,14000.0,14350.0,884250.0,9.65,-181770,205150,-19670
2001-07-10,14650.0,14400.0,370170.0,9.69,-84590,30260,19600
2001-07-11,14000.0,14400.0,530860.0,9.69,-161390,166500,-5950
2001-07-12,14700.0,14850.0,760160.0,9.99,-84920,-37840,127850
2001-07-13,15000.0,14500.0,497150.0,9.75,-14030,7350,11190
2001-07-16,14600.0,14650.0,293730.0,9.85,-26940,-13370,55640
2001-07-18,14850.0,14150.0,397330.0,9.52,-17740,40360,-20240
2001-07-19,13850.0,13000.0,1092290.0,8.74,210000,31330,-238670
2001-07-20,12950.0,12000.0,1602530.0,8.07,345920,139980,-477900
2001-07-23,11900.0,11500.0,1510570.0,7.74,-190380,-70150,253320
2001-07-24,11600.0,12600.0,1244680.0,8.48,-328950,202340,126280
2001-07-25,12300.0,12600.0,856980.0,8.48,79610,110960,-197480
2001-07-26,12500.0,12650.0,449730.0,8.51,-26320,32140,-8040
2001-07-27,12800.0,12900.0,406920.0,8.68,-100760,108140,-6760
2001-07-30,12650.0,12200.0,263690.0,8.21,16900,21770,-33380
2001-07-31,12100.0,12050.0,1136440.0,8.11,386020,147990,-579570
2001-08-01,12100.0,12050.0,1000660.0,8.11,166920,-140530,-50090
2001-08-02,12050.0,12000.0,858500.0,8.07,153340,148350,-289230
2001-08-03,12100.0,12550.0,1727170.0,8.44,-3490,50750,-9970
2001-08-06,12450.0,12350.0,375070.0,8.31,-105750,91320,-560
2001-08-07,12100.0,12300.0,535590.0,8.27,56860,28940,-88300
2001-08-08,12500.0,12500.0,361020.0,8.41,-69930,57800,13050
2001-08-09,12200.0,12150.0,242660.0,8.17,-47840,54910,-2700
2001-08-10,12150.0,11950.0,251440.0,8.04,20470,-7060,-21480
2001-08-13,11900.0,11950.0,209870.0,8.04,-32500,31960,0
2001-08-14,12100.0,12500.0,698640.0,8.41,-202780,177270,13500
2001-08-16,12350.0,12750.0,850720.0,8.58,-248530,70370,227400
2001-08-17,12900.0,12500.0,551070.0,8.41,-8750,980,-9590
2001-08-20,12100.0,12000.0,302180.0,8.07,104280,-3410,-99610
2001-08-21,12000.0,12350.0,280170.0,8.31,7640,28720,-37620
2001-08-22,12000.0,12150.0,283280.0,8.17,-68010,73070,-4580
2001-08-23,12200.0,12100.0,191180.0,8.14,-23620,56190,-2000
2001-08-24,12000.0,12150.0,212270.0,8.17,-80060,14860,64160
2001-08-27,12400.0,12600.0,902160.0,8.48,-261320,46100,243640
2001-08-28,12400.0,12700.0,437270.0,8.54,-20340,-148950,161970
2001-08-29,12500.0,12500.0,450410.0,8.41,-40690,-128370,171660
2001-08-30,12100.0,12250.0,345970.0,8.24,23400,-27760,-1270
2001-08-31,11900.0,11700.0,503300.0,7.87,-16510,-36540,27850
2001-09-03,11550.0,10300.0,1504330.0,6.93,312720,68880,-368980
2001-09-04,10100.0,10650.0,759020.0,7.16,9370,-26510,20210
2001-09-05,10750.0,11200.0,792880.0,7.53,-86340,-177530,267930
2001-09-06,11500.0,11400.0,269140.0,7.67,-58430,11430,46540
2001-09-07,11050.0,11750.0,334300.0,7.9,-147450,44310,92600
2001-09-10,11400.0,11300.0,368880.0,7.6,-45610,-65100,109840
2001-09-11,11300.0,10800.0,388490.0,7.26,88340,-51980,-38360
2001-09-12,9200.0,9200.0,1177910.0,6.19,-611320,593140,-6010
2001-09-13,9410.0,9550.0,1081760.0,6.42,112470,-99430,11640
2001-09-14,9270.0,8900.0,761120.0,5.99,-201840,366660,-138830
2001-09-17,8610.0,8420.0,953140.0,5.66,-163970,251970,-86980
2001-09-18,8900.0,9000.0,1121700.0,6.05,166860,118590,-252550
2001-09-19,9070.0,10250.0,1586750.0,6.89,-165980,94360,31210
2001-09-20,9650.0,10050.0,1679560.0,6.76,-2940,33930,-33020
2001-09-21,9860.0,10000.0,674630.0,6.73,-280920,282060,0
2001-09-24,9950.0,10050.0,317070.0,6.76,-90300,102590,-16940
2001-09-25,10000.0,9990.0,1066060.0,6.72,-381960,381760,-2420
2001-09-26,10150.0,10400.0,1007140.0,7.0,-267480,114210,174290
2001-09-27,10400.0,10950.0,662740.0,7.37,-241260,100310,131190
2001-09-28,11200.0,11050.0,624400.0,7.43,-216360,63040,173510
2001-10-04,11500.0,12100.0,1714460.0,8.14,-45890,-402110,486070
2001-10-05,12000.0,12000.0,638340.0,8.07,-197360,-5610,199970
2001-10-08,12000.0,12200.0,672350.0,8.21,-290970,320610,0
2001-10-09,12400.0,12250.0,377780.0,8.24,-38070,29730,19500
2001-10-10,12300.0,12450.0,509430.0,8.37,-181880,-56590,238670
2001-10-11,12600.0,13000.0,1161400.0,8.74,-318120,-151490,506690
2001-10-12,13200.0,13250.0,1147020.0,8.91,-244380,-77920,383010
2001-10-15,13200.0,13250.0,307530.0,8.91,-68110,42900,24610
2001-10-16,13400.0,13850.0,721490.0,9.32,-182970,26050,150920
2001-10-17,14000.0,13900.0,938040.0,9.35,61280,-178200,123690
2001-10-18,13600.0,13800.0,568110.0,9.28,-103870,-122810,238230
2001-10-19,13600.0,13850.0,577340.0,9.32,-129270,-53620,135460
2001-10-22,14000.0,13750.0,212030.0,9.25,-42880,-8450,49940
2001-10-23,13800.0,13900.0,621280.0,9.35,-165740,-58380,239160
2001-10-24,13900.0,14000.0,490110.0,9.42,-48680,57450,7190
2001-10-25,13950.0,13900.0,322860.0,9.35,-82380,43430,41530
2001-10-26,13850.0,13800.0,283170.0,9.28,-47900,10100,-16590
2001-10-29,14000.0,14300.0,759560.0,9.62,-336740,-29350,365240
2001-10-30,13900.0,14400.0,419620.0,9.69,-208750,-61370,271480
2001-10-31,14300.0,14500.0,548920.0,9.75,-142550,14820,121830
2001-11-01,14500.0,14600.0,329930.0,9.82,-90080,18280,55760
2001-11-02,14600.0,15550.0,1316550.0,10.46,-620640,232630,352070
2001-11-05,15650.0,16300.0,717890.0,10.96,-189850,36500,159600
2001-11-06,16500.0,15850.0,1114870.0,10.66,41310,-132640,86110
2001-11-07,15900.0,15400.0,1002010.0,10.36,390650,-122790,-249700
2001-11-08,15500.0,15000.0,1306770.0,10.09,332340,-19880,-304310
2001-11-09,15000.0,15250.0,1148570.0,10.26,198780,129570,-348270
2001-11-12,15050.0,15400.0,657510.0,10.36,-95270,131170,-44780
2001-11-13,15100.0,15300.0,798600.0,10.29,81970,-23960,-76740
