Symbol,현대모비스_시가(원),현대모비스_종가(원),현대모비스_거래량(주),현대모비스_PER(IFRS-연결),현대모비스_순매수수량(개인)(주),현대모비스_순매수수량(기관계)(주),현대모비스_순매수수량(외국인계)(주)
2013-08-14,266000.0,266000.0,165863.0,7.28,28782,-12414,-15982
2013-08-16,263500.0,268000.0,214519.0,7.33,-25325,-7989,29881
2013-08-19,267500.0,269500.0,134894.0,7.37,-33416,9973,27629
2013-08-20,268500.0,266500.0,209422.0,7.29,-35515,-17261,50788
2013-08-21,262000.0,263500.0,205507.0,7.21,-21528,26959,-5012
2013-08-22,260500.0,263500.0,213525.0,7.21,-5424,-22298,31774
2013-08-23,263500.0,269500.0,307130.0,7.37,-99849,13606,85864
2013-08-26,270500.0,271500.0,155298.0,7.43,-65316,60803,6240
2013-08-27,270500.0,270500.0,148275.0,7.4,-12561,1851,10218
2013-08-28,265000.0,271500.0,180386.0,7.43,-46979,40248,10492
2013-08-29,271500.0,277000.0,421767.0,7.58,-115840,109577,9814
2013-08-30,278500.0,279000.0,346127.0,7.63,-50126,-7031,56635
2013-09-02,282000.0,281500.0,269488.0,7.7,-48474,-29641,81089
2013-09-03,280500.0,277000.0,298240.0,7.58,-227,-10950,11787
2013-09-04,275000.0,277500.0,144642.0,7.59,-17251,14659,754
2013-09-05,280500.0,282000.0,275513.0,7.71,-73289,72924,973
2013-09-06,283500.0,284000.0,290629.0,7.77,-57657,61210,-3639
2013-09-09,284000.0,289500.0,294311.0,7.92,-58594,-35848,95345
2013-09-10,288000.0,290500.0,229382.0,7.95,-17770,9728,2106
2013-09-11,291500.0,288500.0,266146.0,7.89,9260,-5224,-4163
2013-09-12,286000.0,283000.0,359269.0,7.74,42085,10272,-49160
2013-09-13,284000.0,283500.0,201229.0,7.76,-18560,-31236,49544
2013-09-16,287500.0,289000.0,176338.0,7.91,-43052,-30598,72721
2013-09-17,294500.0,292000.0,215481.0,7.99,-26858,-40491,66719
2013-09-23,294500.0,295500.0,213891.0,8.08,-58202,-23539,86856
2013-09-24,293000.0,296000.0,147431.0,8.1,-7907,15146,-6284
2013-09-25,294000.0,295000.0,155003.0,8.07,-5709,-12242,16706
2013-09-26,295000.0,288500.0,268370.0,7.89,28374,-42314,13329
2013-09-27,291500.0,293500.0,197244.0,8.03,-34195,-44605,79830
2013-09-30,290500.0,286000.0,185397.0,7.82,32324,5332,-38625
2013-10-01,285500.0,288500.0,112257.0,7.89,-24575,-9798,33679
2013-10-02,291500.0,281000.0,247350.0,7.69,48149,-56102,5398
2013-10-04,284500.0,281000.0,155387.0,7.69,5722,-14301,7830
2013-10-07,279000.0,279000.0,180201.0,7.63,13707,-30029,16940
2013-10-08,276500.0,281000.0,169035.0,7.69,21503,-825,-22039
2013-10-10,283000.0,285000.0,211940.0,7.8,-1902,-6337,8546
2013-10-11,288000.0,288500.0,148938.0,7.89,-18625,-14928,34556
2013-10-14,286000.0,286500.0,157875.0,7.84,2042,17070,-18288
2013-10-15,287500.0,290000.0,153793.0,7.93,-28007,45830,-29733
2013-10-16,290500.0,291500.0,154837.0,7.97,-25932,-16052,42954
2013-10-17,294000.0,293000.0,147054.0,8.02,-33814,-8135,43485
2013-10-18,295000.0,290000.0,216865.0,7.93,22860,-48176,24764
2013-10-21,288000.0,287000.0,150494.0,7.85,9844,11391,-19375
2013-10-22,287500.0,291000.0,166360.0,7.96,-27492,-1701,29110
2013-10-23,288000.0,288500.0,224398.0,7.89,-10131,42339,-40563
2013-10-24,287000.0,283000.0,248958.0,7.74,56782,-13094,-44503
2013-10-25,284000.0,294000.0,405224.0,8.04,-99988,128146,-28955
2013-10-28,294000.0,301500.0,518280.0,8.25,-128177,131180,-10420
2013-10-29,300000.0,304500.0,254135.0,8.33,20432,36268,-59712
2013-10-30,301000.0,298500.0,280117.0,8.17,40732,54382,-96831
2013-10-31,296000.0,299500.0,145834.0,8.19,-39858,28168,11475
2013-11-01,305000.0,300000.0,149263.0,8.21,-19120,27188,-12437
2013-11-04,297500.0,299500.0,107642.0,8.19,2844,21268,-24481
2013-11-05,306500.0,304000.0,184599.0,8.32,-38305,28261,9839
2013-11-06,302000.0,306000.0,137637.0,8.37,-9382,1114,6679
2013-11-07,303500.0,307000.0,152003.0,8.4,-10790,1282,11854
2013-11-08,304000.0,305500.0,152522.0,8.36,-28087,5298,22557
2013-11-11,305500.0,308000.0,111168.0,8.43,-1923,2204,2090
2013-11-12,305500.0,301500.0,214335.0,8.25,60571,5907,-68573
2013-11-13,299000.0,294500.0,212795.0,8.06,22509,30093,-58547
2013-11-14,293500.0,292000.0,191327.0,7.99,923,-21036,21101
2013-11-15,295500.0,295000.0,165572.0,8.07,2235,-21272,18176
2013-11-18,296000.0,298500.0,124753.0,8.17,-19136,2390,15738
2013-11-19,298500.0,307500.0,217364.0,8.41,-60909,10031,50283
2013-11-20,309500.0,303000.0,178324.0,8.29,20733,57565,-80929
2013-11-21,300000.0,302000.0,171606.0,8.26,24485,43829,-74348
2013-11-22,302000.0,301000.0,69108.0,8.23,4492,-2300,-2621
2013-11-25,302000.0,299000.0,178233.0,8.18,14740,-19161,3994
2013-11-26,299000.0,302500.0,119264.0,8.27,-24373,-11476,35778
2013-11-27,300500.0,308500.0,144497.0,8.44,-34955,15809,10195
2013-11-28,308500.0,307000.0,146682.0,8.4,-4186,26185,-23470
2013-11-29,307000.0,307000.0,111213.0,8.4,16514,-28845,7737
2013-12-02,312000.0,311500.0,179103.0,8.52,-64340,-13304,80275
2013-12-03,315000.0,302000.0,354859.0,8.26,19473,-67828,48797
2013-12-04,298000.0,298000.0,180066.0,8.15,24554,38013,-63460
2013-12-05,297500.0,296000.0,164420.0,8.1,21164,11078,-33589
2013-12-06,294000.0,289000.0,176242.0,7.91,54854,25249,-80448
2013-12-09,290000.0,291500.0,120358.0,7.97,-9942,-20125,30341
2013-12-10,297000.0,293500.0,205698.0,8.03,-17289,-1509,18708
2013-12-11,293000.0,290000.0,113446.0,7.93,1692,9058,-11968
2013-12-12,293000.0,291500.0,127031.0,7.97,2518,29980,-32421
2013-12-13,292000.0,290000.0,144602.0,7.93,-1837,28975,-26282
2013-12-16,288000.0,287500.0,114180.0,7.86,1183,19796,-19972
2013-12-17,294000.0,291000.0,173621.0,7.96,-9027,-17092,26280
2013-12-18,296000.0,292000.0,151323.0,7.99,-29141,37008,-6265
2013-12-19,292000.0,280500.0,398200.0,7.67,77140,57659,-128487
2013-12-20,279000.0,281500.0,129241.0,7.7,-825,23139,-22895
2013-12-23,284500.0,285000.0,128619.0,7.8,-28121,26462,1508
2013-12-24,287000.0,287000.0,104971.0,7.85,-35740,64392,-28743
2013-12-26,288500.0,288500.0,123487.0,7.89,-41259,70194,-30913
2013-12-27,286000.0,289000.0,78932.0,7.91,407,-1279,1165
2013-12-30,289000.0,293500.0,155784.0,8.03,-31548,50525,-20474
2014-01-02,296500.0,279000.0,244998.0,7.94,66793,3106,-68777
2014-01-03,280500.0,276000.0,229897.0,7.85,51562,16093,-71170
2014-01-06,276000.0,279500.0,129770.0,7.95,-4522,13600,-10763
2014-01-07,278000.0,277500.0,149264.0,7.9,23001,6104,-32709
2014-01-08,278500.0,276000.0,160529.0,7.85,12904,21150,-36264
2014-01-09,276000.0,270000.0,252877.0,7.68,31850,31483,-55809
2014-01-10,274000.0,273500.0,144806.0,7.78,-16569,-23405,38545
2014-01-13,275000.0,279500.0,177715.0,7.95,-3611,13679,-11940
2014-01-14,280500.0,280000.0,202304.0,7.97,12049,34314,-45631
2014-01-15,284500.0,280000.0,101282.0,7.97,1998,5799,-8863
2014-01-16,279500.0,281500.0,129061.0,8.01,8666,9481,-18415
2014-01-17,284500.0,283500.0,213956.0,8.07,-10517,-27413,36019
2014-01-20,281500.0,287000.0,145866.0,8.17,-5626,25498,-22038
2014-01-21,289500.0,292500.0,214166.0,8.32,-30922,56592,-29569
2014-01-22,292500.0,292000.0,142503.0,8.31,-170,53984,-53998
2014-01-23,293500.0,292000.0,162415.0,8.31,-3888,63810,-58123
2014-01-24,292000.0,292500.0,151633.0,8.32,-5698,38904,-31984
2014-01-27,285000.0,294000.0,348829.0,8.36,-41645,176381,-135855
2014-01-28,297500.0,304500.0,506403.0,8.66,-119503,268777,-153653
2014-01-29,304000.0,310000.0,295050.0,8.82,-48040,15239,31568
2014-02-03,302000.0,301000.0,339987.0,8.56,31388,156563,-189329
2014-02-04,295500.0,295500.0,295488.0,8.41,23148,114380,-151193
2014-02-05,300000.0,307500.0,222159.0,8.75,-47138,13590,31568
2014-02-06,310000.0,306000.0,214826.0,8.71,3571,11864,-17686
2014-02-07,303000.0,309500.0,170925.0,8.81,-23038,37645,-14009
2014-02-10,304500.0,313000.0,139557.0,8.91,-26066,7034,18830
2014-02-11,312000.0,312000.0,150238.0,8.88,-17902,-12061,29123
2014-02-12,310000.0,310000.0,216539.0,8.82,-4538,-44806,49276
2014-02-13,310000.0,313500.0,109420.0,8.92,-25266,28137,-3591
2014-02-14,314000.0,317500.0,98281.0,9.03,-11024,13267,-3452
2014-02-17,316000.0,306500.0,245086.0,8.72,79337,13780,-94963
2014-02-18,308000.0,306000.0,168053.0,8.71,20953,-12566,-8944
2014-02-19,303000.0,305000.0,181363.0,8.68,14565,-2238,-17060
2014-02-20,301000.0,307500.0,158953.0,8.75,-36021,-41597,77597
2014-02-21,309000.0,312500.0,121383.0,8.89,-36321,17688,18073
2014-02-24,310000.0,311500.0,74417.0,8.86,3749,-22729,19014
2014-02-25,314000.0,313000.0,120182.0,8.91,-3189,19830,-12438
2014-02-26,310500.0,311500.0,161805.0,8.86,-4489,44931,-40136
2014-02-27,308500.0,308000.0,175227.0,8.76,23056,5680,-29036
2014-02-28,309500.0,313500.0,166105.0,8.92,-38640,-12702,50742
2014-03-03,309500.0,312000.0,128067.0,8.88,1521,25018,-25504
2014-03-04,305000.0,303000.0,203119.0,8.62,61146,33081,-92862
2014-03-05,306500.0,302000.0,176813.0,8.59,23128,14459,-35205
2014-03-06,303500.0,304000.0,113246.0,8.65,-8163,-14294,22788
2014-03-07,305000.0,303500.0,96695.0,8.63,4644,-24634,19206
2014-03-10,302000.0,301000.0,98645.0,8.56,12872,-12052,-2490
2014-03-11,301500.0,303500.0,102047.0,8.63,2614,14033,-18173
2014-03-12,303500.0,299500.0,129551.0,8.52,17901,-22764,2879
2014-03-13,301500.0,295500.0,133774.0,8.41,23669,-8823,-17580
2014-03-14,294000.0,296000.0,147983.0,8.42,-11030,20493,-10441
2014-03-17,294500.0,301000.0,105594.0,8.56,-17784,31966,-15127
2014-03-18,301500.0,302000.0,79798.0,8.59,-5039,-6674,11321
2014-03-19,300000.0,304000.0,89616.0,8.65,-18721,1316,18218
2014-03-20,301500.0,299000.0,99142.0,8.51,-13475,-6373,22384
2014-03-21,303000.0,301500.0,97460.0,8.58,-2995,171,2541
2014-03-24,305000.0,303000.0,91645.0,8.62,-6231,6290,746
2014-03-25,301500.0,306000.0,90408.0,8.71,-13844,37849,-23055
2014-03-26,304000.0,312500.0,179837.0,8.89,-54753,41510,7458
2014-03-27,312000.0,317000.0,181506.0,9.02,-42997,-19861,63299
2014-03-28,319000.0,318000.0,151010.0,9.05,-37333,-214,36707
2014-03-31,315500.0,315000.0,171313.0,8.96,-235,-8340,10639
2014-04-01,317500.0,318500.0,180604.0,9.06,-31125,-8212,37729
2014-04-02,322000.0,321000.0,134538.0,9.13,-10601,1246,12397
2014-04-03,323000.0,315500.0,156731.0,8.98,-21517,9664,7613
2014-04-04,318500.0,316500.0,223843.0,9.0,5973,4444,-12251
2014-04-07,320000.0,314000.0,204942.0,8.93,30965,-11353,-19503
2014-04-08,312000.0,315500.0,119426.0,8.98,-1472,30539,-29457
2014-04-09,314000.0,315000.0,175423.0,8.96,13149,-18307,5661
2014-04-10,315000.0,306500.0,391646.0,8.72,137167,-111106,-27943
2014-04-11,301500.0,301000.0,278367.0,8.56,89883,29383,-119407
2014-04-14,300000.0,306000.0,136968.0,8.71,-29953,41517,-10910
2014-04-15,311000.0,306000.0,168685.0,8.71,-14109,61572,-48845
2014-04-16,307500.0,307000.0,103877.0,8.73,-13841,42464,-27507
2014-04-17,309000.0,308500.0,103324.0,8.78,-18733,18282,-333
2014-04-18,310000.0,312000.0,111047.0,8.88,-25805,36577,-11231
2014-04-21,310500.0,310500.0,101634.0,8.83,-3722,44218,-38750
2014-04-22,309500.0,308500.0,91023.0,8.78,4458,24391,-29942
2014-04-23,311500.0,304500.0,122039.0,8.66,19403,19658,-39226
2014-04-24,308000.0,308000.0,121799.0,8.76,-13743,-13377,25645
2014-04-25,305500.0,302000.0,222424.0,8.59,42676,-59297,17806
2014-04-28,302000.0,301500.0,190826.0,8.58,6257,-20244,12160
2014-04-29,301000.0,301000.0,128626.0,8.56,11909,14098,-30470
2014-04-30,301000.0,295000.0,282914.0,8.39,74543,-72642,-4041
2014-05-02,296500.0,294000.0,171787.0,8.36,12462,26704,-41120
2014-05-07,294000.0,284000.0,311649.0,8.08,91912,-11881,-80976
2014-05-08,285500.0,290000.0,207120.0,8.25,10660,4267,-15554
2014-05-09,291500.0,290500.0,126043.0,8.26,4885,3376,-8776
2014-05-12,289500.0,286500.0,174594.0,8.15,48960,40560,-91195
2014-05-13,288500.0,290000.0,190993.0,8.25,10445,35757,-49544
2014-05-14,292500.0,301500.0,316877.0,8.58,-110730,47370,62942
2014-05-15,302000.0,303000.0,160310.0,8.62,-27049,-27804,56652
2014-05-16,300000.0,297500.0,162438.0,8.46,36956,-83882,47786
2014-05-19,299000.0,296000.0,252867.0,8.42,34231,-45783,11293
2014-05-20,299000.0,294000.0,142813.0,8.36,2386,-23050,21274
2014-05-21,294000.0,294500.0,117629.0,8.38,12043,-40331,28773
2014-05-22,294500.0,297000.0,122260.0,8.45,-1230,7670,-6260
2014-05-23,297000.0,297500.0,106812.0,8.46,-7618,-12947,21045
2014-05-26,296000.0,294500.0,93586.0,8.38,29217,-9445,-18561
2014-05-27,295500.0,289000.0,142603.0,8.22,51516,-43942,-8152
2014-05-28,288000.0,292000.0,137999.0,8.31,2693,-34105,34776
2014-05-29,292000.0,291500.0,142490.0,8.29,17843,-58288,41209
2014-05-30,289500.0,288000.0,153863.0,8.19,5027,-21433,17322
2014-06-02,289000.0,287000.0,111965.0,8.17,9800,-36695,25619
2014-06-03,285000.0,292000.0,211500.0,8.31,-24557,-4507,25167
2014-06-05,294000.0,287500.0,171871.0,8.18,15071,-14401,-2978
2014-06-09,290500.0,288000.0,114806.0,8.19,-1816,-4300,1686
2014-06-10,289500.0,284000.0,203752.0,8.08,54245,-55474,442
2014-06-11,285000.0,289000.0,284834.0,8.22,-45200,-2848,48275
2014-06-12,288000.0,285500.0,221582.0,8.12,26230,-12059,-14832
2014-06-13,285500.0,285000.0,135260.0,8.11,13507,-13519,-6774
2014-06-16,285000.0,285000.0,188959.0,8.11,-6015,-16759,18802
2014-06-17,285000.0,292000.0,194277.0,8.31,-37921,2711,35244
2014-06-18,289500.0,283500.0,201094.0,8.07,78191,-32352,-47322
2014-06-19,286500.0,285500.0,198906.0,8.12,-10687,-3932,14694
2014-06-20,287000.0,280500.0,155799.0,7.98,16512,-4384,-13844
2014-06-23,282500.0,278000.0,187774.0,7.91,64443,16036,-80229
2014-06-24,276000.0,281000.0,180180.0,7.99,1893,32059,-35586
2014-06-25,282500.0,280000.0,136080.0,7.97,39380,-13249,-24336
2014-06-26,283000.0,284500.0,146001.0,8.09,-37699,25890,12125
2014-06-27,282000.0,281500.0,167186.0,8.01,21120,32362,-56918
2014-06-30,283000.0,284000.0,145300.0,8.08,-10566,1905,9363
2014-07-01,281000.0,277000.0,328759.0,7.88,139454,-51834,-87079
2014-07-02,277500.0,278000.0,195698.0,7.91,35815,-47301,12033
2014-07-03,279000.0,279500.0,140523.0,7.95,-30918,-22701,53979
2014-07-04,281000.0,281500.0,158666.0,8.01,-40522,-16752,56208
2014-07-07,282500.0,279000.0,175448.0,7.94,16974,-52138,34819
2014-07-08,279000.0,272500.0,264396.0,7.75,106052,-83261,-21696
2014-07-09,273000.0,272000.0,127336.0,7.74,20398,-61039,42541
2014-07-10,273500.0,279500.0,248092.0,7.95,-107686,-22377,130844
2014-07-11,277000.0,272500.0,236377.0,7.75,32385,-99635,67940
2014-07-14,276500.0,273500.0,122787.0,7.78,-2652,-28332,30988
2014-07-15,275500.0,285000.0,309279.0,8.11,-95563,34889,56418
2014-07-16,286000.0,284000.0,224300.0,8.08,-52253,85921,-35505
2014-07-17,287500.0,284000.0,145814.0,8.08,-2411,7559,-5750
2014-07-18,282000.0,285000.0,89471.0,8.11,-11284,-1981,13500
2014-07-21,288000.0,278500.0,109293.0,7.92,20536,-12778,-8699
2014-07-22,279500.0,279500.0,108965.0,7.95,13228,-27643,14526
2014-07-23,280500.0,277000.0,159965.0,7.88,37240,-44614,6974
2014-07-24,279000.0,280000.0,317678.0,7.97,-30277,25449,3795
2014-07-25,281500.0,281500.0,134093.0,8.01,-21790,29055,-5413
2014-07-28,282000.0,281000.0,159173.0,7.99,27177,-21235,-8119
2014-07-29,283000.0,295500.0,423715.0,8.41,-197904,168402,29298
2014-07-30,294500.0,301500.0,376671.0,8.58,-115252,76278,36436
2014-07-31,302500.0,309000.0,430446.0,8.79,-165285,6961,161556
2014-08-01,312000.0,309500.0,258317.0,8.81,-45415,6100,34068
2014-08-04,309500.0,302000.0,184950.0,8.59,9746,-39716,34989
2014-08-05,300000.0,300500.0,134994.0,8.55,6490,-32992,28359
2014-08-06,301000.0,294500.0,179689.0,8.38,26540,-35553,12558
2014-08-07,294500.0,297500.0,161294.0,8.46,-3180,18756,-16337
2014-08-08,297500.0,291000.0,128017.0,8.28,8549,-13787,6390
2014-08-11,297000.0,295500.0,92690.0,8.41,-10739,-19959,30382
2014-08-12,298000.0,293500.0,142152.0,8.35,21951,-15908,-6152
2014-08-13,293500.0,296500.0,154787.0,8.44,-10708,-48053,58078
2014-08-14,293500.0,294500.0,143177.0,8.38,2386,-29006,27399
2014-08-18,300000.0,286000.0,186035.0,8.14,45211,-67637,25422
2014-08-19,289500.0,291000.0,257013.0,8.28,-47528,-71820,125479
2014-08-20,294000.0,290000.0,141071.0,8.25,-2100,-40173,45751
2014-08-21,290000.0,284000.0,199708.0,8.08,48076,-47375,1731
2014-08-22,286500.0,286000.0,110160.0,8.14,1520,-63448,62169
2014-08-25,286000.0,285000.0,93122.0,8.11,-4151,-22697,25716
2014-08-26,287000.0,287000.0,104085.0,8.17,-8783,-31091,40146
2014-08-27,288500.0,287500.0,110358.0,8.18,-5332,755,4063
2014-08-28,286500.0,287500.0,129598.0,8.18,8666,1337,-9842
2014-08-29,286500.0,294000.0,193436.0,8.36,-57597,-39145,97617
2014-09-01,291500.0,293500.0,66574.0,8.35,-4041,-26942,30146
2014-09-02,291000.0,285000.0,192594.0,8.11,9751,-69017,60103
2014-09-03,286000.0,283000.0,109228.0,8.05,10131,-46680,36936
2014-09-04,283000.0,280500.0,178565.0,7.98,26775,-40839,16674
2014-09-05,281000.0,274500.0,248347.0,7.81,97241,-35605,-62414
2014-09-11,278500.0,272000.0,419074.0,7.74,39436,-44228,1086
2014-09-12,272000.0,274000.0,226770.0,7.8,45109,40988,-88015
2014-09-15,275000.0,280000.0,164153.0,7.97,-41279,-47399,89187
2014-09-16,280000.0,277000.0,129139.0,7.88,30563,7217,-41232
2014-09-17,281000.0,279000.0,127874.0,7.94,-12269,-7816,18670
2014-09-18,281000.0,257000.0,749606.0,7.31,268706,-298645,26986
2014-09-19,255000.0,253000.0,744830.0,7.2,248585,-10473,-240817
2014-09-22,254000.0,252500.0,236929.0,7.18,53162,4104,-59236
2014-09-23,251000.0,247500.0,339037.0,7.04,31548,-51487,16448
2014-09-24,246500.0,249500.0,195655.0,7.1,8226,-1076,-6512
2014-09-25,253000.0,253500.0,340844.0,7.21,-25621,1766,16404
2014-09-26,250500.0,255000.0,157006.0,7.25,12137,-12363,-1201
2014-09-29,257000.0,256500.0,173341.0,7.3,-9249,-563,8445
2014-09-30,257000.0,257000.0,144758.0,7.31,-5926,19354,-12857
2014-10-01,253500.0,250000.0,211381.0,7.11,62815,-5737,-57703
2014-10-02,248500.0,238000.0,381622.0,6.77,104639,40993,-144021
2014-10-06,242500.0,241000.0,280652.0,6.86,-4478,31721,-26169
2014-10-07,242000.0,248000.0,203297.0,7.06,-24738,-29019,53422
2014-10-08,248000.0,242000.0,240833.0,6.89,18651,22276,-41258
2014-10-10,243000.0,248500.0,198072.0,7.07,-28860,41397,-13189
2014-10-13,244500.0,253000.0,229149.0,7.2,-80713,75802,125
2014-10-14,255500.0,248500.0,258659.0,7.07,29336,35194,-64901
2014-10-15,251000.0,244000.0,202864.0,6.94,40591,14299,-55641
2014-10-16,242000.0,235000.0,355020.0,6.69,64696,9337,-43563
2014-10-17,232000.0,235000.0,200475.0,6.69,-44579,60675,-15094
2014-10-20,239000.0,238500.0,228679.0,6.79,9896,11429,-22699
2014-10-21,238500.0,238000.0,205833.0,6.77,-11941,-20255,32202
2014-10-22,240500.0,228500.0,375000.0,6.5,90069,-42646,-47913
2014-10-23,230500.0,239500.0,349381.0,6.81,-61397,5393,62086
2014-10-24,240500.0,241000.0,374863.0,6.86,-18316,68595,-52868
2014-10-27,241500.0,251500.0,361831.0,7.16,-123198,149226,-28625
2014-10-28,252000.0,252000.0,197934.0,7.17,-12193,23330,-10717
2014-10-29,252500.0,249000.0,252386.0,7.08,43038,6189,-50636
2014-10-30,252000.0,252500.0,265299.0,7.18,-57547,19560,40895
2014-10-31,251500.0,250000.0,255897.0,7.11,5604,-27083,21422
2014-11-03,248500.0,240000.0,322031.0,6.83,-1973,-27524,23977
2014-11-04,243000.0,239000.0,294959.0,6.8,8803,-5952,-4969
2014-11-05,240000.0,233000.0,178476.0,6.63,6727,4761,-8492
2014-11-06,232000.0,240500.0,254930.0,6.84,-11103,68468,-55708
2014-11-07,238500.0,237000.0,200454.0,6.74,49832,71633,-123825
2014-11-10,239500.0,238000.0,346120.0,6.77,37937,77864,-117421
2014-11-11,237500.0,235000.0,506574.0,6.69,120728,-159868,39847
2014-11-12,235000.0,233000.0,501882.0,6.63,175070,-185554,9528
2014-11-13,234500.0,237000.0,198099.0,6.74,-42623,-24072,68540
2014-11-14,237000.0,237000.0,219894.0,6.74,-8603,-25082,36232
2014-11-17,236000.0,234500.0,173442.0,6.67,52089,-9129,-42242
2014-11-18,234000.0,234500.0,163485.0,6.67,28293,-8970,-18070
2014-11-19,236500.0,238000.0,246083.0,6.77,-49214,-50050,99681
2014-11-20,236000.0,235000.0,180604.0,6.69,18126,19329,-38076
2014-11-21,236500.0,234500.0,125310.0,6.67,-1858,-40926,45844
2014-11-24,236500.0,242500.0,231064.0,6.9,-83052,5427,78106
2014-11-25,244500.0,241500.0,217988.0,6.87,4839,34432,-39796
2014-11-26,240500.0,240500.0,117919.0,6.84,-1245,-6095,8962
2014-11-27,239500.0,249000.0,305174.0,7.08,-174077,135728,40724
2014-11-28,251500.0,247000.0,130882.0,7.03,-2033,1408,2489
2014-12-01,245000.0,249000.0,154666.0,7.08,-19767,27199,-6358
2014-12-02,247500.0,241500.0,171413.0,6.87,37453,14547,-52254
2014-12-03,241500.0,242000.0,140733.0,6.89,-9626,18875,-10486
2014-12-04,242500.0,253500.0,273353.0,7.21,-104156,110103,-3541
2014-12-05,254000.0,255500.0,155292.0,7.27,-57034,36208,21533
2014-12-08,255000.0,251500.0,106984.0,7.16,2810,9911,-13786
2014-12-09,249000.0,246000.0,121419.0,7.0,9998,-3160,-6210
2014-12-10,245000.0,245000.0,152898.0,6.97,-15364,-20837,36540
2014-12-11,241000.0,243500.0,256298.0,6.93,11094,38194,-49636
2014-12-12,243500.0,245000.0,197663.0,6.97,-18122,5144,12897
2014-12-15,243500.0,247000.0,128297.0,7.03,-8251,11905,-4319
2014-12-16,243000.0,242500.0,193520.0,6.9,28211,6020,-34424
2014-12-17,244000.0,236500.0,262776.0,6.73,12407,-21968,13998
2014-12-18,240000.0,235000.0,160040.0,6.69,-1154,-35055,35697
2014-12-19,238500.0,237000.0,120849.0,6.74,-3061,-4964,8353
2014-12-22,239500.0,237500.0,159193.0,6.76,1004,30458,-31066
2014-12-23,236500.0,233500.0,266814.0,6.64,73066,-1450,-72387
2014-12-24,235000.0,238500.0,164677.0,6.79,-42993,6584,31273
2014-12-26,238000.0,239500.0,87209.0,6.81,-28634,29597,-2707
2014-12-29,240000.0,237000.0,113951.0,6.74,-2230,32932,-31112
2014-12-30,239500.0,236000.0,110288.0,6.71,9602,290,-8790
2015-01-02,233500.0,239500.0,137678.0,6.81,17874,7933,-23621
2015-01-05,237000.0,238000.0,167481.0,6.77,16129,32480,-54039
2015-01-06,236000.0,229000.0,358672.0,6.51,137257,18900,-155085
2015-01-07,229000.0,230500.0,200603.0,6.55,27464,14925,-43111
2015-01-08,230500.0,230500.0,190750.0,6.55,42981,422,-44848
2015-01-09,233000.0,238000.0,313468.0,6.77,-36941,48302,-22326
2015-01-12,237000.0,238000.0,250696.0,6.77,-25840,39156,-12246
2015-01-13,255500.0,265500.0,1755713.0,7.55,-87684,-26477,122686
2015-01-14,265500.0,255000.0,834722.0,7.25,-4915,180063,-182990
2015-01-15,259000.0,259000.0,422930.0,7.37,-73849,107801,-35303
2015-01-16,251500.0,254000.0,278196.0,7.22,-21186,-2701,22965
2015-01-19,253000.0,251500.0,175842.0,7.15,-21483,27421,-8506
2015-01-20,250000.0,250000.0,160436.0,7.11,-8203,-3939,11621
2015-01-21,251500.0,252000.0,444653.0,7.17,-22670,82121,-58065
2015-01-22,247000.0,250500.0,276798.0,7.12,-4538,-2478,8908
2015-01-23,253500.0,255000.0,469112.0,7.25,-20352,179347,-156430
2015-01-26,253000.0,255000.0,301366.0,7.25,1581,96871,-98583
2015-01-27,258500.0,258500.0,284750.0,7.35,-23057,103704,-91172
2015-01-28,255000.0,254000.0,281405.0,7.22,42660,9902,-54919
2015-01-29,252500.0,250000.0,296269.0,7.11,46372,39509,-86486
2015-01-30,249000.0,248000.0,276129.0,7.05,11659,22221,-30899
2015-02-02,248500.0,249500.0,168396.0,7.1,-4365,16049,-11963
2015-02-03,250000.0,246000.0,241541.0,7.0,4217,-10599,3680
2015-02-04,246500.0,248500.0,133234.0,7.07,-4524,1475,1796
2015-02-05,248500.0,253500.0,247314.0,7.21,-13181,-7318,17341
2015-02-06,259500.0,242500.0,779016.0,6.9,239305,-264640,25792
2015-02-09,243000.0,236500.0,253824.0,6.73,50139,-94549,41347
2015-02-10,236500.0,236000.0,213813.0,6.71,24199,-56510,28691
2015-02-11,235500.0,236500.0,155709.0,6.73,-3461,-20287,24360
2015-02-12,239500.0,241500.0,226668.0,6.87,-49646,13763,35722
2015-02-13,241500.0,241000.0,163987.0,6.85,14656,-48087,32141
2015-02-16,240000.0,240000.0,115698.0,6.82,-1308,-27533,28801
2015-02-17,240000.0,243000.0,109885.0,6.91,-16602,188,14736
2015-02-23,246500.0,248500.0,199088.0,7.07,-64265,-1243,65628
2015-02-24,251500.0,249500.0,150246.0,7.1,-20431,-22501,43716
2015-02-25,250000.0,251000.0,125196.0,7.14,-23116,-2654,31516
2015-02-26,251000.0,249500.0,153726.0,7.1,-5064,-45656,50782
2015-02-27,251000.0,249500.0,283435.0,7.1,-7811,-78677,87624
2015-03-02,251000.0,247500.0,176837.0,7.04,8910,-84338,75449
2015-03-03,248000.0,256000.0,293418.0,7.28,-72971,-14919,85807
2015-03-04,256500.0,254500.0,210231.0,7.24,7619,-45389,35783
2015-03-05,252500.0,254500.0,107739.0,7.24,11285,-35055,23055
2015-03-06,258000.0,257000.0,130488.0,7.31,-11115,-14261,23940
