Symbol,남해화학_시가(원),남해화학_종가(원),남해화학_거래량(주),남해화학_PER(IFRS-연결),남해화학_순매수수량(개인)(주),남해화학_순매수수량(기관계)(주),남해화학_순매수수량(외국인계)(주)
2000-01-04,24850,26500,108000,4.84,90,-1490,1040
2000-01-05,27400,24700,89670,4.51,12600,-13700,1100
2000-01-06,25500,23450,89900,4.28,2310,-3290,1020
2000-01-07,23000,23300,81050,4.25,8690,-9990,1300
2000-01-10,24100,23200,81990,4.23,10700,-1690,-9190
2000-01-11,23500,23350,76670,4.26,2280,-3280,720
2000-01-12,23100,23000,58440,4.2,-4370,4370,0
2000-01-13,22700,22900,86870,4.18,-19730,21640,-2110
2000-01-14,22900,22500,46900,4.11,-5760,5410,350
2000-01-17,22700,22200,76720,4.05,18410,-9230,-9180
2000-01-18,21800,21400,71860,3.91,5330,-4630,-700
2000-01-19,21200,19550,107450,3.57,11510,-10180,-250
2000-01-20,18950,18400,74170,3.36,-3770,1790,1480
2000-01-21,17400,19500,246760,3.56,37010,-30690,-580
2000-01-24,19500,18800,115030,3.43,24910,-24880,300
2000-01-25,18800,18900,114810,3.45,-13100,-11900,25000
2000-01-26,18400,18700,89260,3.41,9440,-9440,0
2000-01-27,18400,20300,402830,3.71,24780,-28820,1430
2000-01-28,21000,20200,184070,3.69,2150,-2520,-470
2000-01-31,19900,19800,110030,3.61,25970,-7690,-18280
2000-02-01,20700,19900,123000,3.63,25200,-4700,-21000
2000-02-02,19600,20400,111330,3.72,-10270,10270,0
2000-02-03,21000,22400,427470,4.09,26780,-27780,0
2000-02-07,22600,22100,154900,4.03,2850,-3830,1460
2000-02-08,22500,21300,133330,3.89,-3130,1990,1140
2000-02-09,21300,20700,129750,3.78,18460,-1120,-18340
2000-02-10,20650,21000,189320,3.83,14600,-13470,0
2000-02-11,22300,20850,285500,3.81,14900,-13020,0
2000-02-14,21400,20000,252270,3.65,13670,-9270,-4400
2000-02-15,20500,19500,151650,3.56,14070,-15710,640
2000-02-16,19100,18950,118230,3.46,10770,1130,-11800
2000-02-17,18600,18900,114850,3.45,-1790,490,720
2000-02-18,19000,18700,127160,3.41,16830,-13550,-3000
2000-02-21,18500,17600,103980,3.21,800,-900,100
2000-02-22,17000,16650,127570,3.04,11500,1640,-13030
2000-02-23,17000,18000,195270,3.29,19560,-4260,-280
2000-02-24,17200,16800,140270,3.07,25010,-29350,4340
2000-02-25,16800,17000,150320,3.1,39130,-41250,1800
2000-02-28,16700,17250,161990,3.15,-8960,4460,4500
2000-02-29,18000,17450,115480,3.19,-440,-2260,2700
2000-03-02,17200,17700,214490,3.23,42740,-49880,5940
2000-03-03,17800,19000,500240,3.47,3400,19660,-21620
2000-03-06,21850,21850,98720,3.99,5760,-5760,0
2000-03-07,25100,21800,843950,3.98,16200,-15990,-170
2000-03-08,20600,20900,285000,3.81,22120,-31010,-120
2000-03-09,21300,20550,420280,3.75,126830,-93980,-25690
2000-03-10,21000,20850,290080,3.81,-1840,1840,0
2000-03-13,21000,22300,503640,4.07,4610,-2790,-2760
2000-03-14,21900,20700,199070,3.78,-2060,1300,820
2000-03-15,20100,20000,151190,3.65,2390,-640,-1230
2000-03-16,20500,19900,118790,3.63,-5680,4680,720
2000-03-17,20400,20000,140830,3.65,-5310,4720,1080
2000-03-20,20500,21400,321860,3.91,-5150,3550,820
2000-03-21,22400,21850,568600,3.99,44820,-46370,0
2000-03-22,22350,22900,397000,4.18,34970,1170,-36610
2000-03-23,22600,21800,287530,3.98,-24010,22850,-540
2000-03-24,21100,21700,186400,3.96,-30190,32200,0
2000-03-27,21700,21800,156360,3.98,-19770,19910,0
2000-03-28,21500,21300,117800,3.89,-5550,5310,540
2000-03-29,20900,20250,146180,3.7,19520,-19120,20
2000-03-30,20100,20800,167310,3.8,-28200,28910,370
2000-03-31,20300,20500,83590,3.74,-25590,27050,-1460
2000-04-03,22100,21650,475370,3.95,-57640,52060,5630
2000-04-04,21500,20600,149450,3.76,-17760,24700,-7840
2000-04-06,20600,20100,107100,3.67,-11160,10850,740
2000-04-07,20100,20500,97090,3.74,-25520,24440,740
2000-04-10,22550,23550,501560,4.3,-27620,28820,0
2000-04-11,24900,23750,1308960,4.34,-29220,37190,-200
2000-04-12,22800,22800,304040,4.16,-13900,14600,0
2000-04-14,22100,23300,318220,4.25,-13830,13890,0
2000-04-17,20100,20000,397220,3.65,-31680,27530,1780
2000-04-18,21600,21000,255270,3.83,6370,-4850,-1280
2000-04-19,21000,21000,200640,3.83,-32630,30350,-1760
2000-04-20,21100,21500,177640,3.92,-33580,33860,-280
2000-04-21,21500,21700,129610,3.96,-3990,4260,-260
2000-04-24,23000,22750,287980,4.15,-3040,3260,0
2000-04-25,22300,21600,120980,3.94,-16690,16680,0
2000-04-26,21700,21200,198770,3.87,-44560,44440,70
2000-04-27,21200,21200,0,3.87,0,0,0
2000-04-28,21200,21200,0,3.87,0,0,0
2000-05-02,4410,4750,1465260,4.34,-225930,203500,24370
2000-05-03,4730,4900,1455610,4.47,-51850,50410,1440
2000-05-04,4900,4750,1208310,4.34,76150,-78710,2500
2000-05-08,5400,4810,1847540,4.39,5620,-34440,37560
2000-05-09,4700,4560,725060,4.16,23320,-9170,-8380
2000-05-10,4420,4385,642230,4,1220,37230,-39250
2000-05-12,4300,4105,1008550,3.75,258500,48900,-308820
2000-05-15,4000,3600,1025460,3.29,257210,-34330,-102870
2000-05-16,3340,3800,728910,3.47,-13420,15420,-1700
2000-05-17,3790,3300,654200,3.01,-1880,6410,-4450
2000-05-18,2900,2970,728350,2.71,53100,-49200,-3930
2000-05-19,3000,3110,601320,2.84,5570,1630,-7200
2000-05-22,3020,2700,633360,2.46,173850,-1280,-175570
2000-05-23,2410,2570,467650,2.35,-5270,55530,-60080
2000-05-24,2600,2800,879580,2.56,70190,50800,-42560
2000-05-25,2850,3070,799920,2.8,95470,-20470,-70450
2000-05-26,2990,2650,724120,2.42,72750,-10440,-62520
2000-05-29,2465,2750,679720,2.51,-15990,2750,13240
2000-05-30,2800,2980,672610,2.72,17830,-31620,13790
2000-05-31,3100,3130,1220850,2.86,-18730,-15920,34850
2000-06-01,3130,3010,984390,2.75,127600,12930,-140320
2000-06-02,3100,3150,1479540,2.87,-17870,-60680,78550
2000-06-05,3620,3620,624770,3.3,3340,-3330,0
2000-06-07,4160,4160,408860,3.8,153820,-152780,-1180
2000-06-08,4780,4780,6324240,4.36,8120,-171340,94350
2000-06-09,4110,4650,3109910,4.24,34010,-32410,200
2000-06-12,4500,4730,2834490,4.32,301530,-281660,-20000
2000-06-13,4500,4030,2043190,3.68,-61200,-6610,68000
2000-06-14,4050,4200,3151580,3.83,3300,-4880,12000
2000-06-15,4200,3570,1778290,3.26,-40490,40250,500
2000-06-16,3440,3380,1362250,3.08,-48070,49850,-1830
2000-06-19,3070,3205,1138580,2.92,-79880,15280,94830
2000-06-20,3310,3400,1198050,3.1,27820,-5920,-21830
2000-06-21,3450,3405,964630,3.11,22570,-7470,-15200
2000-06-22,3400,3285,942370,3,-3030,4130,-1000
2000-06-23,3280,3360,994720,3.07,-4030,2050,1780
2000-06-26,3320,3350,582790,3.06,-23940,24140,0
2000-06-27,3350,3345,730320,3.05,-12840,10960,1380
2000-06-28,3355,3390,2530320,3.09,-13660,9490,3870
2000-06-29,3450,3345,914990,3.05,-26280,-21120,46800
2000-06-30,3300,3290,555200,3,-15030,15330,0
2000-07-03,3230,3310,667210,3.02,-54100,54000,0
2000-07-04,3350,3310,716770,3.02,-87650,87650,0
2000-07-05,3280,3270,676770,2.98,-28610,28610,0
2000-07-06,3210,3260,720750,2.98,-13680,13680,0
2000-07-07,3260,3380,1720710,3.08,-31740,31280,0
2000-07-10,3590,3550,1670050,3.24,30460,3320,-33100
2000-07-11,3600,3540,1613110,3.23,12450,-12450,0
2000-07-12,3700,3580,1144250,3.27,-35010,19110,-100
2000-07-13,3450,3390,714380,3.09,43760,-17090,-27340
2000-07-14,3390,3310,648230,3.02,7400,-1750,0
2000-07-18,3305,3200,502850,2.92,-7890,8290,600
2000-07-19,3110,3100,603770,2.83,-43690,32060,11680
2000-07-20,3020,3025,424480,2.76,-61090,55960,4590
2000-07-21,3030,3050,380150,2.78,-6720,6520,200
2000-07-24,3005,2980,660550,2.72,-113620,24570,89420
2000-07-25,2890,3015,394590,2.75,-60340,47830,12510
2000-07-26,3000,3240,480880,2.96,22290,-22290,0
2000-07-27,3120,3090,656460,2.82,-5980,17860,-11860
2000-07-28,3015,2990,379180,2.73,-20990,38810,-18420
2000-07-31,2910,2950,298600,2.69,-66530,31160,35070
2000-08-01,2850,2950,613970,2.69,7010,-5230,-1780
2000-08-02,3050,3000,988500,2.74,-30530,14400,-370
2000-08-03,3050,2965,346160,2.71,36490,-35590,-900
2000-08-04,2910,2925,362810,2.67,-25080,-19620,45400
2000-08-07,2900,2860,262480,2.61,9080,-9420,0
2000-08-08,2750,2770,306380,2.53,4500,-4860,700
2000-08-09,2790,2835,306870,2.59,-32680,27620,5060
2000-08-10,2800,2895,304170,2.64,-4450,-22160,26610
2000-08-11,2895,2915,378730,2.66,17680,-17880,200
2000-08-14,2950,2930,400000,2.67,-11820,10480,1340
2000-08-16,2940,2900,393480,2.65,-45840,44150,1180
2000-08-17,2880,2830,312390,2.58,15120,-15120,0
2000-08-18,2800,2815,267480,2.57,2900,-3000,100
2000-08-21,2820,2780,234570,2.54,8850,-8640,-200
2000-08-22,2730,2780,302430,2.54,-31790,29500,2290
2000-08-23,2780,2730,276870,2.49,29300,-29810,510
2000-08-24,2730,2670,320980,2.44,-2290,-250,2740
2000-08-25,2650,2645,295290,2.41,-12510,13110,-100
2000-08-28,2680,2675,274520,2.44,-49520,41210,8300
2000-08-29,2680,2665,200590,2.43,-740,-670,1410
2000-08-30,2665,2635,174960,2.4,17490,-17090,-400
2000-08-31,2655,2560,283160,2.34,30650,-26900,-3600
2000-09-01,2560,2575,186170,2.35,-8380,9530,-1150
2000-09-04,2600,2515,218210,2.3,20660,-22510,500
2000-09-05,2540,2550,175650,2.33,-38220,34880,3340
2000-09-06,2530,2515,220440,2.3,-21500,13010,8490
2000-09-07,2500,2405,300780,2.19,33080,-30490,-3710
2000-09-08,2405,2405,214460,2.19,29570,-29220,-2480
2000-09-14,2350,2320,420350,2.12,160380,-94590,-67260
2000-09-15,2330,2350,361260,2.15,36730,-16450,-21880
2000-09-18,2260,2050,376950,1.87,-58860,32330,25390
2000-09-19,2000,2080,300130,1.9,16460,-13440,-90
2000-09-20,2040,2140,284320,1.95,34820,-24950,-1300
2000-09-21,2055,2050,237640,1.87,34210,-7040,-27170
2000-09-22,2050,2000,315000,1.82,60860,-55960,-4900
2000-09-25,2020,2050,179040,1.87,-4150,5930,-1780
2000-09-26,2065,2080,274640,1.9,-5110,1580,0
2000-09-27,2100,2130,337520,1.94,-9550,9590,0
2000-09-28,2130,2090,230250,1.91,11290,-7690,-3560
2000-09-29,2120,2090,227210,1.91,12220,-11780,0
2000-10-02,2040,2050,158990,1.87,24230,-4460,-19970
2000-10-04,2060,2150,470730,1.96,-18420,15630,2790
2000-10-05,2150,2150,407160,1.96,6950,-9070,90
2000-10-06,2150,2380,2306310,2.17,-34010,31310,0
2000-10-09,2440,2320,892710,2.12,37970,-37650,-180
2000-10-10,2300,2255,547850,2.06,-3280,3280,0
2000-10-11,2170,2170,482400,1.98,-13970,9420,2050
2000-10-12,2080,2050,291260,1.87,20330,-9280,-12050
2000-10-13,1950,2100,407000,1.92,-38560,38370,0
2000-10-16,2290,2180,556270,1.99,19670,-15620,920
2000-10-17,2150,2000,290540,1.82,410,25250,-28080
2000-10-18,1935,2030,389310,1.85,3670,3790,2760
2000-10-19,1950,2010,200460,1.83,7100,-8020,920
2000-10-20,2050,2040,287170,1.86,-18940,15210,5350
2000-10-23,2080,2000,252110,1.82,17980,-17360,-450
2000-10-24,2010,2025,249570,1.85,-16930,16570,360
2000-10-25,2025,2010,242850,1.83,28660,-28300,-360
2000-10-26,1950,2000,197440,1.82,-8060,8690,0
2000-10-27,2000,1975,182600,1.8,-45260,39310,4240
2000-10-30,1980,1910,198330,1.74,11870,-12330,0
2000-10-31,1900,1890,213540,1.73,-4750,10870,12430
2000-11-01,1900,2025,479760,1.85,10500,-9980,2940
2000-11-02,2030,2020,341760,1.84,-4710,2660,2050
2000-11-03,2000,2000,335700,1.82,38620,-7910,-30710
2000-11-06,1980,2020,198290,1.84,-41020,37420,-180
2000-11-07,2010,1980,291870,1.81,26920,-23190,-2050
2000-11-08,1995,1970,204520,1.8,17180,-15290,0
2000-11-09,1950,1985,225420,1.81,28480,-17220,-11550
2000-11-10,1960,1980,196200,1.81,-15090,14630,0
2000-11-13,1950,1905,173540,1.74,32070,-32440,0
2000-11-14,1905,1925,150970,1.76,1520,-1520,0
2000-11-15,1930,1935,355790,1.77,-24820,25550,270
2000-11-16,1920,1905,200460,1.74,12010,2880,-14890
2000-11-17,1920,1905,308440,1.74,42310,-34130,-8180
2000-11-20,1915,1885,226950,1.72,3740,-3150,-90
2000-11-21,1825,1845,225880,1.68,10650,-7400,-3250
2000-11-22,1815,1805,220800,1.65,-5480,3560,0
2000-11-23,1790,1755,468940,1.6,-25290,20150,5140
2000-11-24,1760,1790,234910,1.63,-27180,15320,3440
2000-11-27,1790,1800,313830,1.64,-18170,14780,930
2000-11-28,1800,1765,193480,1.61,2860,-2700,300
2000-11-29,1730,1720,257960,1.57,88710,-35530,-52760
2000-11-30,1670,1670,343110,1.52,7260,-4960,-9400
2000-12-01,1610,1650,300130,1.51,-61450,54410,7040
2000-12-04,1650,1620,165900,1.48,5690,-5780,90
2000-12-05,1610,1620,249900,1.48,-33770,33770,0
2000-12-06,1650,1620,353640,1.48,-50580,39090,11030
2000-12-07,1630,1620,161450,1.48,27580,-25700,-1420
2000-12-08,1650,1800,1025880,1.64,-1630,2730,-500
2000-12-11,1870,1860,743340,1.7,-24700,21500,2510
2000-12-12,1870,1790,426270,1.63,13170,-28910,7120
2000-12-13,1800,1810,278170,1.65,-52680,47780,14900
2000-12-14,1770,1795,313220,1.64,101820,-134620,32800
2000-12-15,1780,1785,254260,1.63,42370,-26510,-15860
2000-12-18,1795,1840,457260,1.68,-12540,2610,4280
2000-12-19,1870,1830,321710,1.67,-18830,1130,23270
2000-12-20,1830,1785,336740,1.63,10310,-10050,-270
2000-12-21,1700,1740,410090,1.59,40730,3140,-64920
2000-12-22,1755,1760,275060,1.61,-28390,21770,0
2000-12-26,1850,1850,362340,1.69,-36840,41670,0
2001-01-02,1660,1730,343060,10.47,11470,-9490,0
2001-01-03,1730,1720,272850,10.41,65740,-36250,-23640
2001-01-04,1820,1810,575740,10.95,-38300,34250,4050
2001-01-05,1800,1965,1242310,11.9,12010,-10520,-320
2001-01-08,1965,2255,2013030,13.65,-196920,188120,8180
2001-01-09,2300,2180,2133420,13.2,-119310,94390,24710
2001-01-10,2180,1965,1404150,11.9,-57830,53680,3730
2001-01-11,1970,1970,749290,11.92,135320,-92950,-41120
2001-01-12,2000,2020,1363260,12.23,81080,9680,-91390
2001-01-15,2000,2030,821030,12.29,-29270,32720,-2820
2001-01-16,2000,1970,648880,11.92,65680,35950,-101630
2001-01-17,2000,2050,1256320,12.41,-60930,58690,1780
2001-01-18,2050,2050,445650,12.41,-71060,70370,0
2001-01-19,2050,2045,656160,12.38,-142700,132880,8670
2001-01-22,2060,2190,1645480,13.26,-82570,92070,0
2001-01-26,2290,2190,1338240,13.26,560,-14830,16000
2001-01-29,2220,2330,1139420,14.1,-43260,17480,25780
2001-01-30,2450,2320,1520740,14.05,-1060,-10250,-90
2001-01-31,2340,2320,574620,14.05,-21200,21200,0
2001-02-01,2290,2250,514710,13.62,-116840,116140,700
2001-02-02,2300,2270,688170,13.74,15180,-3780,0
2001-02-05,2235,2160,587360,13.08,20710,-18960,-1750
2001-02-06,2110,2160,309600,13.08,-20990,20990,0
2001-02-07,2160,2060,426000,12.47,41660,-36320,-3500
2001-02-08,2060,2110,363100,12.77,-59640,56120,2680
2001-02-09,2100,2200,1215950,13.31,7510,-7490,0
2001-02-12,2220,2165,406110,13.1,-8330,8930,-810
2001-02-13,2165,2120,956310,12.83,158420,-158630,210
2001-02-14,2150,2270,1479440,13.74,-181960,180510,820
2001-02-15,2280,2235,663650,13.53,14700,-14700,0
2001-02-16,2320,2285,1132960,13.83,-63570,63570,0
2001-02-19,2285,2290,610860,13.86,33460,-29080,-2490
2001-02-20,2320,2420,2467090,14.65,-59810,-7950,0
2001-02-21,2435,2370,1082960,14.34,-143530,140200,2000
2001-02-22,2520,2415,1455540,14.62,-44660,43440,1710
2001-02-23,2370,2345,684630,14.19,-97470,94590,2460
2001-02-26,2320,2325,540170,14.07,-70340,12840,54870
2001-02-27,2325,2290,455470,13.86,-64340,64130,0
2001-02-28,2250,2260,308250,13.68,-17500,17500,0
2001-03-02,2260,2160,492510,13.08,-64380,68150,-1460
2001-03-05,2100,2125,352030,12.86,27690,-30860,20
2001-03-06,2100,2170,432580,13.13,43100,-5330,-37770
2001-03-07,2180,2180,441020,13.2,31800,-28410,-130
2001-03-08,2240,2190,342710,13.26,50590,-11860,-39990
2001-03-09,2220,2195,365640,13.28,-31880,48740,-13710
2001-03-12,2200,2100,408430,12.71,28850,29420,-58270
2001-03-13,2060,1960,349620,11.87,-13790,13790,0
2001-03-14,2040,2070,247750,12.53,-12240,12240,0
2001-03-15,2000,2025,215470,12.26,-15570,16510,-1780
2001-03-16,2030,2025,131570,12.26,12730,-10940,-1780
2001-03-19,1980,2005,132450,12.13,-19520,19310,0
2001-03-20,2015,2025,150850,12.26,-14900,15130,-850
2001-03-21,2000,2020,164820,12.23,-26450,22500,1840
2001-03-22,2020,2025,147620,12.26,8350,-9350,1000
2001-03-23,2065,2030,310070,12.29,-16770,15310,0
2001-03-26,2060,2050,213380,12.41,31920,-31640,-280
2001-03-27,2085,2060,201730,12.47,33530,-30490,-3040
2001-03-28,2080,2010,270880,12.16,21590,-6300,0
2001-03-29,2000,2000,220970,12.1,38330,-34230,0
2001-03-30,2000,1960,181950,11.87,18560,-19180,0
2001-04-02,1940,1960,115170,11.87,-100,100,0
2001-04-03,1910,1900,181140,11.5,-30900,27750,11900
2001-04-04,1850,1880,122470,11.38,-15510,17290,0
2001-04-06,2000,1890,176250,11.44,-8750,-38470,47220
2001-04-09,1920,1880,125990,11.38,-520,520,0
2001-04-10,1890,1855,184860,11.23,71560,-71560,0
2001-04-11,1880,1855,279530,11.23,153880,-151980,0
2001-04-12,1860,1860,250500,11.26,120380,-115630,-1040
2001-04-13,1890,1900,216490,11.5,18200,-13140,-3590
2001-04-16,1900,1900,211610,11.5,85120,-85120,0
2001-04-17,1900,1900,223790,11.5,55040,-55040,0
2001-04-18,2005,2010,946550,12.16,112690,-114110,500
2001-04-19,2200,2130,1668770,12.89,83920,-88560,-500
2001-04-20,2240,2210,1973460,13.38,53010,-49260,0
2001-04-23,2185,2130,752070,12.89,-43120,36380,4140
2001-04-24,2155,2060,656350,12.47,1310,-4340,-2140
2001-04-25,2015,2060,310270,12.47,-38960,38580,-2000
2001-04-26,2100,2065,379770,12.5,8830,-10400,1570
2001-04-27,2050,2040,396140,12.35,-7560,25950,-18390
2001-04-30,2085,2090,404630,12.65,-14990,15050,0
2001-05-02,2090,2080,473960,12.59,1370,37930,-37900
2001-05-03,2080,2065,1126750,12.5,175680,-35400,-140340
2001-05-04,2040,2055,277590,12.44,-27760,17300,0
2001-05-07,2065,2070,535720,12.53,-16520,24250,1780
2001-05-08,2080,2130,1118510,12.89,16980,-12020,-9430
2001-05-09,2180,2105,517610,12.74,10600,-9640,0
2001-05-10,2080,2060,431250,12.47,82390,-55250,-21710
2001-05-11,2110,2115,957750,12.8,-16970,15270,700
2001-05-14,2115,2115,430910,12.8,-44390,37310,0
2001-05-15,2115,2160,544910,13.08,-101450,83730,0
2001-05-16,2160,2100,461870,12.71,-4090,-11330,0
2001-05-17,2155,2175,951970,13.16,-95990,49050,0
2001-05-18,2160,2155,428650,13.05,1750,-13120,0
2001-05-21,2155,2200,1997740,13.31,500610,-444160,0
2001-05-22,2240,2185,901330,13.23,3830,-6710,0
2001-05-23,2205,2320,1999580,14.05,-185190,148290,81140
2001-05-24,2310,2365,3558430,14.31,147700,-211080,-10000
2001-05-25,2375,2360,1136920,14.28,-8690,2610,0
2001-05-28,2330.0,2265.0,745680.0,13.71,-74140,32350,0
2001-05-29,2270.0,2370.0,1640010.0,14.34,-41260,60860,0
2001-05-30,2420.0,2440.0,1780250.0,14.77,-258340,262280,4380
2001-05-31,2390.0,2470.0,1826960.0,14.95,-339120,338490,-1610
2001-06-01,2520.0,2390.0,1468740.0,14.46,-147570,150700,410
2001-06-04,2400.0,2370.0,630450.0,14.34,-63600,55280,1400
2001-06-05,2370.0,2370.0,909280.0,14.34,-325570,316270,5260
2001-06-07,2300.0,2310.0,559880.0,13.98,4130,27100,-900
2001-06-08,2320.0,2405.0,819360.0,14.56,54050,-14330,14990
2001-06-11,2540.0,2400.0,893250.0,14.53,57240,-49990,0
2001-06-12,2400.0,2420.0,836010.0,14.65,19060,-10060,0
2001-06-13,2420.0,2455.0,594630.0,14.86,-206350,228340,-19650
2001-06-14,2480.0,2515.0,1821990.0,15.23,31320,-33730,10860
2001-06-15,2520.0,2500.0,626740.0,15.13,18490,-18190,-3700
2001-06-18,2500.0,2565.0,877550.0,15.52,-48320,50830,0
2001-06-19,2620.0,2530.0,1373740.0,15.31,24540,32980,-12260
2001-06-20,2590.0,2500.0,1147170.0,15.13,-28380,27520,5000
2001-06-21,2550.0,2480.0,756080.0,15.01,-52360,62720,-11780
2001-06-22,2460.0,2470.0,480490.0,14.95,-13320,3650,1700
2001-06-25,2470.0,2450.0,692100.0,14.83,137040,-90650,-51560
2001-06-26,2430.0,2280.0,892910.0,13.8,104440,-105940,0
2001-06-27,2320.0,2300.0,560690.0,13.92,-20240,28090,-8190
2001-06-28,2260.0,2280.0,1056590.0,13.8,23970,-25850,490
2001-06-29,2300.0,2335.0,344570.0,14.13,-17990,6470,10240
2001-07-02,2305.0,2305.0,376770.0,13.95,-1960,9550,-6440
2001-07-03,2330.0,2310.0,643360.0,13.98,-38650,39520,0
2001-07-04,2280.0,2320.0,365170.0,14.05,-31170,37150,-5340
2001-07-05,2320.0,2300.0,315510.0,13.92,-84030,81610,0
2001-07-06,2270.0,2270.0,358980.0,13.74,-126210,129210,0
2001-07-09,2200.0,2200.0,377850.0,13.31,-53920,50120,-1780
2001-07-10,2200.0,2200.0,210290.0,13.31,-50470,47440,2030
2001-07-11,2110.0,2115.0,287050.0,12.8,-16500,14000,0
2001-07-12,2130.0,2150.0,356040.0,13.01,73350,-70720,7250
2001-07-13,2200.0,2105.0,304960.0,12.74,5500,-4420,0
2001-07-16,2150.0,2110.0,245410.0,12.77,-74880,69080,5800
2001-07-18,2150.0,2070.0,216090.0,12.53,-74300,74570,940
2001-07-19,2020.0,2100.0,197270.0,12.71,-83490,80200,-860
2001-07-20,2010.0,2020.0,307300.0,12.23,141340,-138400,0
2001-07-23,2015.0,2010.0,277050.0,12.16,-111670,100490,3720
2001-07-24,2020.0,2015.0,284560.0,12.2,-59900,47020,3210
2001-07-25,2000.0,1970.0,288780.0,11.92,126410,-109820,-7020
2001-07-26,1980.0,1980.0,498870.0,11.98,266810,-263680,0
2001-07-27,2000.0,2030.0,403250.0,12.29,2500,8230,-8770
2001-07-30,2040.0,1985.0,186390.0,12.02,43550,-29450,-11450
2001-07-31,1980.0,2025.0,225320.0,12.26,-17520,17520,0
2001-08-01,2015.0,2070.0,720400.0,12.53,208390,-204300,0
2001-08-02,2070.0,2050.0,329110.0,12.41,13070,-14610,0
2001-08-03,2060.0,2040.0,245520.0,12.35,33450,-25240,-5440
2001-08-06,2035.0,2025.0,338370.0,12.26,184160,-183140,0
2001-08-07,2040.0,2030.0,235830.0,12.29,21990,-23200,0
2001-08-08,2020.0,2020.0,187370.0,12.23,8930,-8930,0
2001-08-09,2030.0,2075.0,441550.0,12.56,-103240,98080,0
2001-08-10,2075.0,2075.0,253430.0,12.56,-11650,8660,0
2001-08-13,2075.0,2100.0,350410.0,12.71,15560,-15830,0
2001-08-14,2100.0,2150.0,558960.0,13.01,-38040,32830,0
2001-08-16,2140.0,2130.0,356420.0,12.89,-3680,-11340,0
2001-08-17,2130.0,2110.0,311330.0,12.77,25660,-17740,-7120
2001-08-20,2075.0,2070.0,235630.0,12.53,-18380,19360,0
2001-08-21,2050.0,2070.0,251460.0,12.53,-10080,34980,0
2001-08-22,2070.0,2110.0,395220.0,12.77,-18410,16390,0
2001-08-23,2130.0,2120.0,370980.0,12.83,-4880,1380,1780
2001-08-24,2100.0,2160.0,651250.0,13.08,-130250,119810,0
2001-08-27,2200.0,2230.0,895120.0,13.49,-142480,106230,32900
2001-08-28,2215.0,2210.0,349660.0,13.38,-490,1500,0
2001-08-29,2190.0,2155.0,598710.0,13.05,-152760,148320,0
2001-08-30,2160.0,2130.0,328280.0,12.89,-48310,48310,0
2001-08-31,2065.0,2045.0,436960.0,12.38,-52310,52000,-7240
2001-09-03,2045.0,2000.0,295890.0,12.1,51150,-53550,0
2001-09-04,2010.0,2045.0,270100.0,12.38,49780,-50720,10
2001-09-05,2030.0,2030.0,231780.0,12.29,19370,-13180,-2800
2001-09-06,2045.0,2040.0,436680.0,12.35,121510,-122310,0
2001-09-07,2050.0,2060.0,615840.0,12.47,152060,13450,-5160
2001-09-10,2040.0,2080.0,314460.0,12.59,19130,-13290,-240
2001-09-11,2055.0,2060.0,336110.0,12.47,-17310,17310,0
2001-09-12,1755.0,1755.0,1155240.0,10.62,-245870,227850,5290
2001-09-13,1800.0,1850.0,758880.0,11.2,167250,-157620,-9650
2001-09-14,1850.0,1790.0,744680.0,10.83,-29290,39440,-5020
2001-09-17,1860.0,1830.0,2308460.0,11.08,27390,-60110,-2000
2001-09-18,1890.0,1875.0,871250.0,11.35,-8010,8010,0
2001-09-19,1875.0,1850.0,709320.0,11.2,-63480,66680,0
2001-09-20,1820.0,1845.0,523820.0,11.17,-123980,125010,-3920
2001-09-21,1735.0,1815.0,422850.0,10.98,-81690,76130,0
2001-09-24,1830.0,1850.0,302440.0,11.2,-11710,10660,0
2001-09-25,1890.0,1855.0,870750.0,11.23,-32060,38420,-31480
2001-09-26,1855.0,1880.0,360090.0,11.38,-95910,17720,76970
2001-09-27,1870.0,1900.0,485700.0,11.5,-12680,-45280,58770
2001-09-28,1940.0,1900.0,428460.0,11.5,100840,-23820,-81330
2001-10-04,1960.0,2000.0,884790.0,12.1,20600,-15760,-1780
2001-10-05,1980.0,1975.0,319330.0,11.95,-58830,33330,0
2001-10-08,1960.0,1940.0,276810.0,11.74,-73050,72900,0
2001-10-09,1940.0,1960.0,392910.0,11.87,38890,-64640,0
2001-10-10,1940.0,2015.0,692400.0,12.2,-238570,238570,0
2001-10-11,2050.0,2040.0,595830.0,12.35,-214230,213010,0
2001-10-12,2090.0,2050.0,444690.0,12.41,-83090,32640,0
2001-10-15,2010.0,2050.0,267840.0,12.41,-145070,124210,100
2001-10-16,2050.0,2070.0,209670.0,12.53,-48340,48440,-100
2001-10-17,2100.0,2110.0,483920.0,12.77,-87630,-47650,139000
2001-10-18,2105.0,2090.0,268940.0,12.65,-101360,83980,0
2001-10-19,2100.0,2090.0,485870.0,12.65,-18390,8650,0
2001-10-22,2105.0,2230.0,2363360.0,13.49,150010,-140690,5680
2001-10-23,2250.0,2230.0,1022080.0,13.49,-373210,375440,-5680
2001-10-24,2200.0,2230.0,778520.0,13.49,-62020,42020,0
2001-10-25,2260.0,2200.0,402700.0,13.31,-40460,48000,0
2001-10-26,2200.0,2160.0,247270.0,13.08,40630,-39870,0
