Symbol,남해화학_시가(원),남해화학_종가(원),남해화학_거래량(주),남해화학_PER(IFRS-연결),남해화학_순매수수량(개인)(주),남해화학_순매수수량(기관계)(주),남해화학_순매수수량(외국인계)(주)
2014-03-31,9100.0,8780.0,611803.0,33.69,-54790,-31660,83960
2014-04-01,8860.0,8820.0,217233.0,33.84,-36386,-2734,39340
2014-04-02,8830.0,8760.0,250793.0,33.61,-18282,10012,8270
2014-04-03,8730.0,8840.0,226070.0,33.92,-53190,-950,55140
2014-04-04,8880.0,8860.0,123821.0,34.0,-17290,20850,-2560
2014-04-07,8800.0,8780.0,146960.0,33.69,-19430,29290,-9860
2014-04-08,8780.0,8760.0,118231.0,33.61,-18530,17940,1590
2014-04-09,8800.0,8690.0,107713.0,33.34,-22110,-190,22300
2014-04-10,8780.0,8920.0,198003.0,34.23,-39830,26420,14010
2014-04-11,8820.0,8920.0,176252.0,34.23,18350,-6390,-10960
2014-04-14,8980.0,8700.0,231686.0,33.38,11630,10080,-21710
2014-04-15,8810.0,8900.0,211675.0,34.15,-7127,-3003,7630
2014-04-16,8880.0,8840.0,124252.0,33.92,-6050,3180,3370
2014-04-17,8890.0,8930.0,150722.0,34.26,-6980,990,7990
2014-04-18,8930.0,9350.0,524220.0,35.88,-175949,88248,26810
2014-04-21,9410.0,9590.0,462016.0,36.8,-66610,89400,-20020
2014-04-22,9590.0,9590.0,272640.0,36.8,-69773,53393,17080
2014-04-23,9620.0,9430.0,303089.0,36.18,-74990,40540,34450
2014-04-24,9430.0,9350.0,174604.0,35.88,-20610,-840,21450
2014-04-25,9310.0,9380.0,105181.0,35.99,-10240,7450,2790
2014-04-28,9270.0,9190.0,202477.0,35.26,-22810,10490,12320
2014-04-29,9260.0,9480.0,247486.0,36.37,-71440,49420,22020
2014-04-30,9510.0,9700.0,460095.0,37.22,-212560,136510,22050
2014-05-02,9700.0,9820.0,339338.0,37.68,-48590,9230,39350
2014-05-07,9820.0,9640.0,261248.0,36.99,26380,11350,-37730
2014-05-08,9650.0,9540.0,246187.0,36.61,-6470,21200,-15730
2014-05-09,9420.0,9610.0,125263.0,36.87,-9880,14050,-8450
2014-05-12,9650.0,9430.0,110423.0,36.18,-9900,11250,-1350
2014-05-13,9450.0,9670.0,208829.0,37.1,-72020,7610,60850
2014-05-14,9720.0,9610.0,111329.0,36.87,8450,7330,-15780
2014-05-15,9560.0,9600.0,140879.0,36.84,-13990,3570,10420
2014-05-16,9620.0,9400.0,183684.0,36.07,31947,-27127,-5820
2014-05-19,9420.0,9200.0,207069.0,35.3,-32910,10420,23240
2014-05-20,9270.0,9350.0,172562.0,35.88,-29520,-1550,33310
2014-05-21,9250.0,9320.0,115919.0,35.76,-16780,-1140,17920
2014-05-22,9300.0,9550.0,174225.0,36.64,-32620,10980,20640
2014-05-23,9550.0,9640.0,154698.0,36.99,-29210,18170,8050
2014-05-26,9710.0,10150.0,545241.0,38.95,-83480,26290,13560
2014-05-27,10150.0,10200.0,295473.0,39.14,22760,6750,-18230
2014-05-28,10200.0,10200.0,168638.0,39.14,2990,2650,9630
2014-05-29,10150.0,10100.0,162672.0,38.75,-21190,-840,22550
2014-05-30,10150.0,10100.0,219530.0,38.75,-25330,-330,29360
2014-06-02,10150.0,9840.0,307319.0,37.76,-14100,-1237,14317
2014-06-03,9890.0,9940.0,220424.0,38.14,-26399,-3095,30214
2014-06-05,9990.0,10150.0,380973.0,38.95,10639,2107,-12746
2014-06-09,10200.0,10300.0,200336.0,39.52,-29765,17574,10853
2014-06-10,10400.0,10300.0,220171.0,39.52,-66953,65056,4897
2014-06-11,10400.0,10500.0,263705.0,40.29,-36624,30720,4966
2014-06-12,10550.0,10550.0,230044.0,40.48,-48578,43893,3768
2014-06-13,10500.0,10450.0,142268.0,40.1,-7697,18293,-10596
2014-06-16,10450.0,10200.0,173006.0,39.14,-19695,-7082,26777
2014-06-17,10300.0,10550.0,178826.0,40.48,-14299,-9120,23419
2014-06-18,10600.0,10250.0,217451.0,39.33,1821,-543,-3536
2014-06-19,10350.0,10350.0,175301.0,39.71,-27337,9724,17613
2014-06-20,10350.0,10200.0,120448.0,39.14,8130,-1390,-6940
2014-06-23,10200.0,10300.0,123820.0,39.52,-21523,22702,-1179
2014-06-24,10300.0,10150.0,185621.0,38.95,-12413,10712,1201
2014-06-25,10100.0,10150.0,124468.0,38.95,-3248,-4990,7238
2014-06-26,10300.0,10250.0,119251.0,39.33,-11948,11561,387
2014-06-27,10200.0,10100.0,122170.0,38.75,-11712,5382,5330
2014-06-30,10150.0,10150.0,79054.0,38.95,-736,545,191
2014-07-01,10150.0,10200.0,185431.0,39.14,-4145,-22710,26855
2014-07-02,10200.0,10200.0,257683.0,39.14,35489,-52501,17012
2014-07-03,10100.0,10650.0,452451.0,40.86,-88001,-40824,123900
2014-07-04,10650.0,10500.0,249822.0,40.29,-17457,3493,12063
2014-07-07,10700.0,10750.0,404352.0,41.25,-50689,-301,49959
2014-07-08,10800.0,10750.0,275005.0,41.25,-61646,5055,48545
2014-07-09,10650.0,10800.0,197087.0,41.44,-20017,-5419,25436
2014-07-10,10800.0,10550.0,137618.0,40.48,10148,-9597,-551
2014-07-11,10500.0,10500.0,113530.0,40.29,-608,-2775,3383
2014-07-14,10500.0,10300.0,170442.0,39.52,12655,3138,4207
2014-07-15,10350.0,10500.0,161724.0,40.29,-13308,-3008,36316
2014-07-16,10700.0,10450.0,231125.0,40.1,-8408,24216,-15808
2014-07-17,10500.0,10200.0,242941.0,39.14,35143,-25255,-4505
2014-07-18,10100.0,9870.0,431544.0,37.87,37824,-27705,36173
2014-07-21,9880.0,9540.0,387564.0,36.61,-45691,-3455,46764
2014-07-22,9620.0,9700.0,187703.0,37.22,-2658,-48373,48681
2014-07-23,9700.0,9390.0,330817.0,36.03,43970,-65681,19361
2014-07-24,9470.0,9470.0,168201.0,36.34,-7110,-21338,28448
2014-07-25,9470.0,9140.0,254030.0,35.07,66737,-73818,10481
2014-07-28,9150.0,9050.0,283999.0,34.72,-58896,-21822,81903
2014-07-29,8970.0,9020.0,177245.0,34.61,-871,6571,-5670
2014-07-30,9080.0,9090.0,133647.0,34.88,-16336,34969,-18633
2014-07-31,9090.0,9100.0,216150.0,34.92,39040,16079,-55089
2014-08-01,8870.0,9260.0,141016.0,35.53,-22535,14607,8928
2014-08-04,9260.0,9280.0,120817.0,35.61,5378,21263,-28641
2014-08-05,9310.0,9080.0,178956.0,34.84,-2616,11194,-8578
2014-08-06,9010.0,9070.0,122181.0,34.8,-22036,16475,9595
2014-08-07,9100.0,9060.0,74619.0,34.76,1692,-1119,-573
2014-08-08,9100.0,8990.0,113697.0,34.49,-17692,18691,184
2014-08-11,9000.0,9330.0,195457.0,35.8,-19826,14730,4906
2014-08-12,9390.0,9320.0,122091.0,35.76,1347,3201,-4548
2014-08-13,9300.0,9480.0,286293.0,36.37,-1924,-25609,27533
2014-08-14,9410.0,9510.0,95896.0,36.49,-10074,-8692,20030
2014-08-18,9380.0,9510.0,140412.0,36.49,-35097,-2636,38333
2014-08-19,9540.0,9420.0,133053.0,36.14,-35,-30607,32042
2014-08-20,9430.0,9490.0,138534.0,36.41,-35802,-4188,39740
2014-08-21,9490.0,9350.0,131109.0,35.88,16162,-38183,22621
2014-08-22,9340.0,9350.0,62271.0,35.88,-17182,-2696,21058
2014-08-25,9440.0,9360.0,86601.0,35.91,-7841,-9652,17493
2014-08-26,9400.0,9370.0,64940.0,35.95,-8344,-2679,11023
2014-08-27,9370.0,9530.0,119953.0,36.57,-33074,12239,21835
2014-08-28,9550.0,9530.0,81504.0,36.57,15222,-10353,-4869
2014-08-29,9460.0,9340.0,110691.0,35.84,18557,-19310,1513
2014-09-01,9330.0,9120.0,142982.0,34.99,-2673,-16948,21935
2014-09-02,9130.0,9160.0,111029.0,35.15,-24045,4805,21113
2014-09-03,9120.0,8880.0,152359.0,34.07,29526,-14142,-6368
2014-09-04,8890.0,8850.0,107384.0,33.96,-4989,-16951,21910
2014-09-05,8820.0,8700.0,217598.0,33.38,17705,-43257,25452
2014-09-11,8620.0,8530.0,222425.0,32.73,35952,-64722,28770
2014-09-12,8500.0,8570.0,150860.0,32.88,63865,-75200,11335
2014-09-15,8510.0,8610.0,71531.0,33.04,-5081,-6342,11423
2014-09-16,8620.0,8710.0,67382.0,33.42,-12166,17401,-5235
2014-09-17,8690.0,8780.0,83668.0,33.69,-17493,22695,-5182
2014-09-18,8750.0,8540.0,87763.0,32.77,34507,-33683,-828
2014-09-19,8550.0,8700.0,87106.0,33.38,-27787,10401,19192
2014-09-22,8650.0,8600.0,69705.0,33.0,-5918,-297,6235
2014-09-23,8690.0,8550.0,93138.0,32.81,578,9306,-9884
2014-09-24,8510.0,8640.0,89492.0,33.15,-2079,1893,186
2014-09-25,8670.0,8490.0,127277.0,32.58,38816,-55278,14662
2014-09-26,8450.0,8150.0,179207.0,31.27,-15949,2647,13202
2014-09-29,8170.0,8030.0,139637.0,30.81,-17318,5598,12720
2014-09-30,8050.0,8210.0,188258.0,31.5,-1998,-14537,16535
2014-10-01,8600.0,8430.0,194792.0,32.35,20934,1301,-26246
2014-10-02,8230.0,8070.0,193163.0,30.96,91181,-51672,-30412
2014-10-06,8990.0,8850.0,799789.0,33.96,144329,-83796,-67233
2014-10-07,8800.0,8320.0,320820.0,31.92,39223,10435,-49658
2014-10-08,8220.0,8530.0,112931.0,32.73,-35943,4094,31849
2014-10-10,8350.0,8380.0,126944.0,32.15,11632,8226,-13781
2014-10-13,8250.0,8360.0,144086.0,32.08,-34546,9394,25132
2014-10-14,8680.0,8430.0,139963.0,32.35,11289,5145,-16337
2014-10-15,8480.0,8710.0,188299.0,33.42,-12978,-3405,12973
2014-10-16,8640.0,8590.0,121382.0,32.96,3627,10111,-13738
2014-10-17,8680.0,8590.0,105253.0,32.96,-24458,3498,24370
2014-10-20,8540.0,8550.0,90818.0,32.81,26202,-11154,-13073
2014-10-21,8510.0,8400.0,156483.0,32.23,-9697,-2473,12170
2014-10-22,8480.0,8370.0,85547.0,32.12,-11954,-164,12118
2014-10-23,8360.0,8650.0,163774.0,33.19,-41751,47127,-5419
2014-10-24,8650.0,8580.0,136702.0,32.92,44256,-3992,-40276
2014-10-27,8570.0,8480.0,109897.0,32.54,15208,-11184,-4024
2014-10-28,8420.0,8440.0,71731.0,32.38,-677,-553,1230
2014-10-29,8450.0,8520.0,156166.0,32.69,-29215,6903,22312
2014-10-30,8520.0,8430.0,122193.0,32.35,-782,14555,-13775
2014-10-31,8410.0,8440.0,104019.0,32.38,3334,-9909,6538
2014-11-03,8330.0,8170.0,114927.0,31.35,2161,-2789,628
2014-11-04,8140.0,8070.0,122571.0,30.96,-17233,10517,5567
2014-11-05,8150.0,8180.0,51839.0,31.39,-14309,1739,12567
2014-11-06,8150.0,8150.0,104588.0,31.27,13130,-37023,23894
2014-11-07,8150.0,8140.0,52078.0,31.23,-13135,4560,8575
2014-11-10,8150.0,8170.0,44084.0,31.35,1488,-5827,4339
2014-11-11,8170.0,8250.0,47288.0,31.66,-12458,-118,15759
2014-11-12,8220.0,8340.0,44239.0,32.0,-5191,-2787,7858
2014-11-13,8350.0,8430.0,68634.0,32.35,-27957,11839,16218
2014-11-14,8420.0,8350.0,45427.0,32.04,6376,-8602,2176
2014-11-17,8350.0,8660.0,193869.0,33.23,-85704,47012,33284
2014-11-18,8660.0,8510.0,242058.0,32.65,-4236,6910,-2474
2014-11-19,8540.0,8610.0,106715.0,33.04,-20787,-5165,27242
2014-11-20,8610.0,8660.0,61003.0,33.23,-13918,3483,10435
2014-11-21,8760.0,8750.0,91666.0,33.57,-4611,1354,4033
2014-11-24,8760.0,8650.0,63526.0,33.19,-10864,-3302,14166
2014-11-25,8650.0,8750.0,119482.0,33.57,-17281,-27141,44322
2014-11-26,8850.0,8640.0,104703.0,33.15,-2963,5797,-2834
2014-11-27,8610.0,8540.0,55736.0,32.77,6819,-5138,-157
2014-11-28,8520.0,8570.0,39961.0,32.88,-2940,-1551,4491
2014-12-01,8530.0,8410.0,73666.0,32.27,12190,-9129,-2561
2014-12-02,8340.0,8220.0,129619.0,31.54,29646,-22692,-5637
2014-12-03,8200.0,8230.0,39245.0,31.58,-9299,462,9337
2014-12-04,8300.0,8430.0,77907.0,32.35,-11946,8205,4741
2014-12-05,8350.0,8470.0,37889.0,32.5,-8899,5216,3683
2014-12-08,8560.0,8600.0,50098.0,33.0,-11222,4351,6661
2014-12-09,8620.0,8680.0,97944.0,33.31,-15490,30807,-15317
2014-12-10,8640.0,8660.0,47238.0,33.23,-6556,21816,-15260
2014-12-11,8610.0,8590.0,65600.0,32.96,1997,15391,-17429
2014-12-12,8560.0,8550.0,51552.0,32.81,2746,6168,-8914
2014-12-15,8550.0,8630.0,63523.0,33.11,-13297,9421,3841
2014-12-16,8570.0,8630.0,81846.0,33.11,-8671,5178,3493
2014-12-17,8630.0,8510.0,57301.0,32.65,-8542,4414,3816
2014-12-18,8650.0,8400.0,60030.0,32.23,-10051,7844,2207
2014-12-19,8500.0,8580.0,53602.0,32.92,-12111,1224,10887
2014-12-22,8650.0,8670.0,56029.0,33.27,1235,4157,-5559
2014-12-23,8670.0,8640.0,56860.0,33.15,-725,1900,-1175
2014-12-24,8600.0,8660.0,36303.0,33.23,-6409,1435,4974
2014-12-26,8640.0,8740.0,82386.0,33.54,-22713,14127,8586
2014-12-29,8740.0,9060.0,233257.0,34.76,29451,-41561,12110
2014-12-30,9090.0,9070.0,167920.0,34.8,64371,-20149,-41451
2015-01-02,9500.0,9350.0,291771.0,25.57,50187,-32337,-17894
2015-01-05,9150.0,9280.0,156456.0,25.38,-9405,4864,4435
2015-01-06,9150.0,9060.0,141657.0,24.78,14789,-20366,5727
2015-01-07,8990.0,9010.0,94703.0,24.64,-11019,143,10876
2015-01-08,9000.0,9180.0,114971.0,25.11,-8664,-1799,8463
2015-01-09,9200.0,9390.0,184313.0,25.68,-17391,1714,17677
2015-01-12,9420.0,9260.0,202772.0,25.33,-39549,6699,32850
2015-01-13,9260.0,9350.0,74114.0,25.57,-14042,2655,11387
2015-01-14,9380.0,9270.0,78135.0,25.35,-16069,12779,3290
2015-01-15,9290.0,9240.0,92439.0,25.27,-20008,11452,8556
2015-01-16,9240.0,9200.0,75544.0,25.16,-20800,20740,65
2015-01-19,9320.0,9300.0,70856.0,25.43,-1557,2660,-1103
2015-01-20,9360.0,9440.0,95310.0,25.82,-1778,2768,-1214
2015-01-21,9460.0,9410.0,85784.0,25.74,11530,-729,-10801
2015-01-22,9410.0,9230.0,82705.0,25.24,-3446,-4810,8256
2015-01-23,9240.0,9150.0,92863.0,25.02,-11186,-8195,19381
2015-01-26,9120.0,8850.0,216297.0,24.2,1232,-2118,886
2015-01-27,8850.0,8880.0,101567.0,24.29,-901,-7702,8603
2015-01-28,8860.0,8870.0,136327.0,24.26,14070,-6266,-7804
2015-01-29,8870.0,8640.0,195115.0,23.63,40086,-6431,-33655
2015-01-30,8680.0,8850.0,97350.0,24.2,-31364,7493,23871
2015-02-02,8870.0,8830.0,91225.0,24.15,39350,-929,-38421
2015-02-03,8840.0,8780.0,90789.0,24.01,-10200,30742,-20542
2015-02-04,8880.0,8760.0,91710.0,23.96,1392,96,-1488
2015-02-05,8750.0,8710.0,85722.0,23.82,6821,-2522,-4299
2015-02-06,8710.0,8670.0,70245.0,23.71,11220,2387,-13607
2015-02-09,8630.0,8510.0,142107.0,23.27,24316,1805,-24263
2015-02-10,8520.0,8560.0,77896.0,23.41,23353,5622,-28981
2015-02-11,8600.0,8570.0,83887.0,23.44,14090,9171,-23261
2015-02-12,8570.0,8410.0,107631.0,23.0,19710,6030,-25740
2015-02-13,8500.0,8530.0,87896.0,23.33,-11700,7719,3981
2015-02-16,8530.0,8670.0,113951.0,23.71,-16790,13686,3686
2015-02-17,8750.0,8740.0,70854.0,23.9,-2584,8306,-5722
2015-02-23,8800.0,8800.0,102789.0,24.07,-27471,27455,-3984
2015-02-24,8800.0,8830.0,83922.0,24.15,-13921,6602,7319
2015-02-25,8800.0,8810.0,107980.0,24.09,-1604,4123,-2520
2015-02-26,8870.0,8870.0,79212.0,24.26,-24983,13129,11854
2015-02-27,8870.0,8790.0,121188.0,24.04,29335,-16912,-12423
2015-03-02,8750.0,8740.0,136023.0,23.9,-15312,1717,13595
2015-03-03,8750.0,8870.0,98491.0,24.26,-21271,-5308,26859
2015-03-04,8850.0,8900.0,109094.0,24.34,-2077,6237,-4160
2015-03-05,8840.0,9020.0,135259.0,24.67,-26972,18246,9006
2015-03-06,8960.0,9030.0,104503.0,24.7,-6318,7937,-1359
2015-03-09,9050.0,8870.0,90069.0,24.26,-3879,4740,-601
2015-03-10,8830.0,8780.0,91559.0,24.01,2754,13127,-15881
2015-03-11,8780.0,8620.0,119100.0,23.58,32780,-2474,-30683
2015-03-12,8570.0,8510.0,156753.0,23.27,88549,-48203,-40322
2015-03-13,8540.0,8580.0,80683.0,23.47,5622,3596,-8837
2015-03-16,8580.0,8690.0,64498.0,23.77,-8509,20481,-11588
2015-03-17,8660.0,8700.0,80723.0,23.79,1945,8269,-10212
2015-03-18,8700.0,8680.0,73650.0,23.74,7399,-3735,-3666
2015-03-19,8720.0,8770.0,98260.0,23.99,3174,-649,-2525
2015-03-20,8770.0,8650.0,114798.0,23.66,5359,1998,-7357
2015-03-23,8660.0,8750.0,75866.0,23.93,-2365,-1635,4000
2015-03-24,8750.0,8770.0,72254.0,23.99,-14057,13011,1046
2015-03-25,8780.0,8740.0,99684.0,23.9,-2770,1022,1748
2015-03-26,8820.0,8740.0,69040.0,23.9,-15614,5237,10377
2015-03-27,8750.0,8930.0,171371.0,24.42,-11470,15448,-4090
2015-03-30,8970.0,9020.0,151059.0,24.67,-11872,11718,44
2015-03-31,9060.0,9130.0,189394.0,24.97,14202,285,-14265
2015-04-01,9130.0,9130.0,104916.0,24.97,-3527,17019,-13492
2015-04-02,9140.0,9190.0,152540.0,25.13,-4328,-1314,5642
2015-04-03,9160.0,9050.0,137100.0,24.75,-10478,-4757,15219
2015-04-06,9100.0,9060.0,103057.0,24.78,-8836,-2207,11043
2015-04-07,9100.0,9230.0,179614.0,25.24,-5493,-2689,8182
2015-04-08,9270.0,9380.0,166317.0,25.65,-36319,7800,28519
2015-04-09,9380.0,9440.0,110321.0,25.82,-12134,-4148,16282
2015-04-10,9380.0,9530.0,181882.0,26.06,-45391,16193,29798
2015-04-13,9530.0,9760.0,250262.0,26.69,-5673,-8317,14390
2015-04-14,9810.0,9680.0,167416.0,26.47,-5691,12756,-6935
2015-04-15,9640.0,9710.0,209973.0,26.56,-11360,-2200,13600
2015-04-16,9750.0,9520.0,181023.0,26.04,-11744,-9613,21487
2015-04-17,9510.0,9440.0,199731.0,25.82,-27485,-2806,30291
2015-04-20,9400.0,9480.0,98484.0,25.93,2248,-5516,4488
2015-04-21,9480.0,9450.0,136886.0,25.85,25131,-27093,2401
2015-04-22,9400.0,9390.0,220201.0,25.68,-9837,-2111,11948
2015-04-23,9420.0,9570.0,196586.0,26.17,38250,-31732,-6518
2015-04-24,9410.0,9250.0,238939.0,25.3,38181,-705,-37476
2015-04-27,9260.0,10150.0,1476447.0,27.76,-62917,46601,18516
2015-04-28,10000.0,9800.0,612993.0,26.8,26066,21068,-47134
2015-04-29,9890.0,9950.0,284426.0,27.21,-32258,50110,-17852
2015-04-30,9950.0,9830.0,231529.0,26.88,43834,15360,-57536
2015-05-04,9730.0,9640.0,222753.0,26.36,-3933,3798,-265
2015-05-06,9640.0,9500.0,181678.0,25.98,-31395,13557,17491
2015-05-07,9510.0,9380.0,178512.0,25.65,-8190,11613,-3423
2015-05-08,9520.0,9690.0,159382.0,26.5,-5395,4872,533
2015-05-11,9770.0,9620.0,116908.0,26.31,26854,-3752,-23102
2015-05-12,9600.0,9720.0,143238.0,26.58,-6257,-2913,9517
2015-05-13,9700.0,9510.0,164349.0,26.01,-4852,-38,4890
2015-05-14,9510.0,9480.0,136674.0,25.93,-38251,5221,33030
2015-05-15,9610.0,9420.0,130000.0,25.76,20992,-5105,-15887
2015-05-18,9410.0,9310.0,191460.0,25.46,-7232,8315,-3483
2015-05-19,9310.0,9410.0,192835.0,25.74,13080,-9609,-3129
2015-05-20,9530.0,9410.0,199861.0,25.74,14017,-7012,-7005
2015-05-21,9350.0,9270.0,200133.0,25.35,-7634,-2695,10029
2015-05-22,9350.0,10250.0,1209271.0,28.03,-178506,149663,30852
2015-05-26,10400.0,11150.0,1944271.0,30.49,-197093,40738,154545
2015-05-27,11200.0,11250.0,1018906.0,30.77,-8542,4673,3869
2015-05-28,11500.0,11100.0,643578.0,30.36,1520,5677,-7047
2015-05-29,11000.0,10850.0,515297.0,29.67,26098,1903,-28321
2015-06-01,10850.0,10750.0,486197.0,29.4,-49656,23580,23403
2015-06-02,10900.0,10850.0,775511.0,29.67,-19191,25622,-7741
2015-06-03,11100.0,10950.0,725457.0,29.95,-2727,39379,-37412
2015-06-04,11100.0,10900.0,299365.0,29.81,21315,-15407,-6738
2015-06-05,10800.0,10550.0,421804.0,28.85,-3884,-35960,36124
2015-06-08,10400.0,10950.0,315226.0,29.95,-41203,33420,7783
2015-06-09,11000.0,10800.0,296152.0,29.54,52261,3897,-56156
2015-06-10,10900.0,12200.0,2676424.0,33.37,-62049,73718,-11169
2015-06-11,12250.0,11750.0,1458691.0,32.14,72004,29585,-103866
2015-06-12,11850.0,12050.0,984290.0,32.96,16005,59933,-78179
2015-06-15,11850.0,11750.0,523171.0,32.14,28069,29950,-58019
2015-06-16,12000.0,11750.0,897420.0,32.14,21009,14014,-35023
2015-06-17,11800.0,12100.0,1354538.0,33.09,18489,12431,-31042
2015-06-18,12250.0,12250.0,883288.0,33.5,-16688,5166,9735
2015-06-19,12500.0,12150.0,442038.0,33.23,-29211,21046,8165
2015-06-22,12050.0,12550.0,1128390.0,34.32,-169141,178075,-11078
2015-06-23,12700.0,12450.0,513732.0,34.05,25224,18894,-44118
2015-06-24,12500.0,12050.0,651557.0,32.96,-89934,43995,44639
2015-06-25,12200.0,12100.0,487897.0,33.09,-5789,11562,-5773
2015-06-26,11950.0,11700.0,484040.0,32.0,2016,-10681,8665
2015-06-29,11300.0,11200.0,568525.0,30.63,-92399,-5649,98048
2015-06-30,11050.0,11800.0,586736.0,32.27,-53068,26200,26868
2015-07-01,12050.0,12100.0,477424.0,33.09,10835,89834,-114269
2015-07-02,12200.0,12000.0,321702.0,32.82,2175,33993,-36168
2015-07-03,12000.0,12300.0,443295.0,33.64,-2936,64747,-48211
2015-07-06,12150.0,12100.0,577250.0,33.09,40134,65331,-102475
2015-07-07,12400.0,11850.0,620506.0,32.41,-89027,122799,-33772
2015-07-08,11850.0,12450.0,885177.0,34.05,-54992,73073,-18191
2015-07-09,12150.0,12450.0,601601.0,34.05,-37188,86758,-49570
2015-07-10,12500.0,12950.0,983328.0,35.42,-66167,62697,1900
2015-07-13,13050.0,12900.0,579314.0,35.28,-25848,29857,-3701
2015-07-14,12900.0,12850.0,1109611.0,35.14,-72327,16880,55498
2015-07-15,12950.0,12950.0,472100.0,35.42,-17163,24965,-6802
2015-07-16,12950.0,13050.0,529974.0,35.69,-72657,91642,-10115
2015-07-17,13400.0,12950.0,524193.0,35.42,11180,51492,-62672
2015-07-20,13000.0,13400.0,448651.0,36.65,-81864,60525,21339
2015-07-21,13400.0,13350.0,353067.0,36.51,-13162,48741,-38553
2015-07-22,13300.0,13100.0,213735.0,35.83,3157,14400,-17554
2015-07-23,13050.0,12750.0,319053.0,34.87,-37972,-3386,41358
2015-07-24,12800.0,13050.0,468622.0,35.69,-141338,109474,31864
2015-07-27,13000.0,12100.0,788271.0,33.09,81571,-110928,35367
2015-07-28,11750.0,11850.0,385697.0,32.41,-56077,4635,51442
2015-07-29,12050.0,11650.0,196117.0,31.86,-2664,4821,-4157
2015-07-30,11900.0,11200.0,329025.0,30.63,-40008,1372,40646
2015-07-31,11300.0,11400.0,290693.0,31.18,-50287,-15701,65988
2015-08-03,11400.0,11100.0,203170.0,30.36,-53689,32058,22834
2015-08-04,11200.0,11500.0,286236.0,31.45,37789,-3730,-32563
2015-08-05,11400.0,11550.0,194746.0,31.59,8700,-5099,-2231
2015-08-06,11450.0,10950.0,626369.0,29.95,49723,-74855,25132
2015-08-07,10850.0,10850.0,440390.0,29.67,17555,-119971,102416
2015-08-10,10750.0,10250.0,608745.0,28.03,-44721,8423,36298
2015-08-11,10400.0,10250.0,317625.0,28.03,-77031,8471,67560
2015-08-12,10250.0,10350.0,420863.0,28.31,-37368,64131,-26763
2015-08-13,10250.0,10650.0,258100.0,29.13,-16240,59930,-45690
2015-08-17,10550.0,10250.0,169469.0,28.03,30044,-7678,-20182
2015-08-18,10350.0,9980.0,379036.0,27.29,-64034,26472,38060
2015-08-19,10000.0,9650.0,377074.0,26.39,-26446,-19862,47068
2015-08-20,9500.0,9700.0,243570.0,26.53,-87873,20546,76497
2015-08-21,9350.0,9150.0,467256.0,25.02,-62813,9671,54322
2015-08-24,9310.0,9970.0,870652.0,27.27,-20248,26595,-5552
2015-08-25,10500.0,9900.0,1077084.0,27.08,258736,-15168,-243568
2015-08-26,9960.0,10250.0,788225.0,28.03,-31036,11583,18474
2015-08-27,10300.0,10050.0,475070.0,27.49,37574,21683,-59257
2015-08-28,10200.0,10450.0,436337.0,28.58,10552,-2189,-8363
2015-08-31,10600.0,10450.0,577073.0,28.58,90234,-23920,-66314
2015-09-01,10550.0,10200.0,315794.0,27.9,-12764,33298,-20533
2015-09-02,10000.0,10150.0,249180.0,27.76,9800,20343,-30143
2015-09-03,10200.0,9990.0,215918.0,27.32,33870,-9103,-24397
2015-09-04,10000.0,9720.0,256643.0,26.58,-23627,21987,1780
2015-09-07,9720.0,9660.0,105527.0,26.42,-24398,3427,20971
2015-09-08,9730.0,9530.0,233000.0,26.06,-19878,27837,-7959
2015-09-09,9620.0,9880.0,148275.0,27.02,-34017,9391,24626
2015-09-10,9800.0,10150.0,181320.0,27.76,-26961,50958,-23997
2015-09-11,10100.0,10050.0,207585.0,27.49,-27925,96505,-67725
2015-09-14,10200.0,9990.0,118823.0,27.32,19853,4036,-23539
2015-09-15,10000.0,10000.0,164708.0,27.35,-36333,23388,12945
2015-09-16,10200.0,10100.0,186663.0,27.62,-27927,38786,-19427
2015-09-17,10150.0,10000.0,201360.0,27.35,-27583,19271,8312
2015-09-18,10100.0,10100.0,165194.0,27.62,-5675,-2825,9500
2015-09-21,10050.0,10100.0,137322.0,27.62,9601,-42,-9559
2015-09-22,10150.0,9960.0,204491.0,27.24,76520,-849,-68671
2015-09-23,9870.0,9650.0,196791.0,26.39,11743,4545,-16088
2015-09-24,9650.0,9620.0,124375.0,26.31,-5837,3519,2318
2015-09-25,9620.0,9660.0,144730.0,26.42,1957,25238,-27195
2015-09-30,9560.0,9350.0,243031.0,25.57,83006,3404,-85410
2015-10-01,9390.0,9630.0,142593.0,26.34,-48642,2614,45819
2015-10-02,9670.0,9640.0,122802.0,26.36,-276,8891,-8625
2015-10-05,9770.0,9670.0,104207.0,26.45,2112,-1894,-218
2015-10-06,9720.0,9540.0,124510.0,26.09,35813,-30786,-5027
2015-10-07,9540.0,9650.0,152956.0,26.39,-13910,48368,-34249
2015-10-08,9670.0,9490.0,207102.0,25.95,90464,6496,-97460
2015-10-12,9510.0,9520.0,277275.0,26.04,77989,-24116,-53873
2015-10-13,9520.0,9600.0,166492.0,26.26,17770,3347,-21117
2015-10-14,9640.0,10250.0,1095271.0,28.03,-111231,37683,66864
2015-10-15,10350.0,10400.0,506507.0,28.44,-68434,84188,-15754
2015-10-16,10450.0,10450.0,227952.0,28.58,-46045,28403,17642
