Symbol,한화테크윈_시가(원),한화테크윈_종가(원),한화테크윈_거래량(주),한화테크윈_PER(IFRS-연결),한화테크윈_순매수수량(개인)(주),한화테크윈_순매수수량(기관계)(주),한화테크윈_순매수수량(외국인계)(주)
2001-11-15,3790.0,3690.0,1320300.0,14.47,200450,-61940,-160000
2001-11-16,3600.0,3620.0,1201450.0,14.2,257170,-233560,510
2001-11-19,3650.0,3795.0,1928700.0,14.88,-387070,42770,1250
2001-11-20,3830.0,3680.0,1126260.0,14.43,-24420,70560,-19570
2001-11-21,3600.0,3670.0,553410.0,14.39,51310,49820,-107430
2001-11-22,3660.0,3740.0,566950.0,14.67,860,5060,-2140
2001-11-23,3760.0,3925.0,2143420.0,15.39,166310,-173610,500
2001-11-26,4100.0,4300.0,3696670.0,16.86,-199940,-100720,-6420
2001-11-27,4290.0,4150.0,2037930.0,16.28,87610,-220880,62010
2001-11-28,4150.0,3810.0,1419780.0,14.94,-70130,50060,7020
2001-11-29,3775.0,3900.0,959980.0,15.3,148510,-137400,1070
2001-11-30,3900.0,3930.0,835520.0,15.41,24400,-27690,0
2001-12-03,3850.0,3910.0,1037900.0,15.33,273910,-271200,1650
2001-12-04,3890.0,3900.0,797740.0,15.3,52950,-87700,40000
2001-12-05,4100.0,4390.0,5072810.0,17.22,-836730,798010,23410
2001-12-06,4500.0,4270.0,4076310.0,16.75,5180,127560,-121680
2001-12-07,4250.0,4550.0,2212010.0,17.85,-250080,242340,1310
2001-12-10,4555.0,4360.0,1999600.0,17.1,295720,-366000,41140
2001-12-11,4230.0,4255.0,946190.0,16.69,-5050,-6150,9510
2001-12-12,4255.0,4280.0,1718870.0,16.79,266060,243310,-2750
2001-12-13,4220.0,4210.0,1380860.0,16.51,283410,-267230,4840
2001-12-14,4100.0,4060.0,884670.0,15.92,232700,-220110,-490
2001-12-17,4060.0,3905.0,715150.0,15.32,-27410,2410,-1620
2001-12-18,3930.0,3750.0,789350.0,14.71,-34790,25170,14600
2001-12-19,3800.0,3765.0,670610.0,14.76,25390,-71780,-8400
2001-12-20,3765.0,3900.0,448620.0,15.3,-18420,-5290,-2280
2001-12-21,3755.0,3745.0,510150.0,14.69,66440,-44610,-15490
2001-12-24,3750.0,3720.0,572640.0,14.59,96110,-77760,-12990
2001-12-26,3720.0,3780.0,958310.0,14.82,225550,-228890,100
2001-12-27,3810.0,3870.0,708700.0,15.18,-37430,-21550,1780
2001-12-28,3950.0,4150.0,1263440.0,16.28,-103460,38750,-900
2002-01-02,4200.0,4250.0,1466150.0,,-99960,7370,-3870
2002-01-03,4265.0,4100.0,1139870.0,,-68190,12700,41000
2002-01-04,4250.0,4240.0,1406030.0,,-176728,150628,190
2002-01-07,4240.0,4270.0,1239990.0,,-47590,-7490,29210
2002-01-08,4200.0,4370.0,2872490.0,,-49530,17690,-53750
2002-01-09,4390.0,4715.0,4357164.0,,607881,-538611,54850
2002-01-10,4880.0,4510.0,2561310.0,,206070,-199420,38560
2002-01-11,4600.0,4500.0,1922230.0,,210330,-198960,8430
2002-01-14,4600.0,4850.0,2788240.0,,-39070,242850,-5000
2002-01-15,4940.0,4760.0,2813371.0,,211260,-208510,6620
2002-01-16,4855.0,5000.0,4805740.0,,389140,-625610,262720
2002-01-17,4880.0,4900.0,3055928.0,,525100,-246360,3250
2002-01-18,4920.0,4635.0,1852165.0,,-104810,44100,56480
2002-01-21,4505.0,4725.0,1277835.0,,-41870,52400,4370
2002-01-22,4760.0,4710.0,1649947.0,,131770,-82940,20
2002-01-23,4635.0,4925.0,1701563.0,,-99000,106870,420
2002-01-24,5100.0,5030.0,2401590.0,,22060,-129190,82030
2002-01-25,5060.0,5780.0,7653407.0,,-340220,173770,310470
2002-01-28,6120.0,5980.0,6261208.0,,838500,-338010,-384450
2002-01-29,5950.0,5830.0,3390440.0,,133110,-104000,6940
2002-01-30,5580.0,5620.0,2473980.0,,-36360,30290,9120
2002-01-31,5720.0,5590.0,3184395.0,,344500,-400750,2210
2002-02-01,5610.0,5300.0,2159990.0,,126510,-96990,1090
2002-02-04,5200.0,5310.0,1813541.0,,-7720,-12130,2400
2002-02-05,5300.0,5650.0,2095450.0,,-110950,81440,1780
2002-02-06,5650.0,5580.0,1851520.0,,54330,-35920,-5120
2002-02-07,5700.0,5600.0,4354457.0,,219407,-162117,7020
2002-02-08,5740.0,5890.0,2749790.0,,89390,-87670,-2430
2002-02-14,6200.0,6770.0,3999327.0,,138420,-36060,-31960
2002-02-15,6990.0,6900.0,8730527.0,,-210970,350390,-35110
2002-02-18,6850.0,7200.0,3713038.0,,290110,-261700,-6710
2002-02-19,7300.0,6940.0,3563600.0,,998930,-953060,-31110
2002-02-20,6770.0,7150.0,3274016.0,,485620,-435260,0
2002-02-21,7310.0,7040.0,2969817.0,,386361,74479,-17540
2002-02-22,6840.0,6800.0,2386080.0,,164380,-93050,-80490
2002-02-25,6750.0,6540.0,1966560.0,,45628,-45928,1130
2002-02-26,6710.0,7050.0,5792169.0,,-19180,-11160,-2280
2002-02-27,7030.0,7120.0,2508919.0,,-425840,441030,14030
2002-02-28,7250.0,7350.0,3365510.0,,27370,-43990,-31100
2002-03-04,7610.0,7160.0,3706263.0,,-131730,2090,122130
2002-03-05,7220.0,7030.0,3405090.0,,156320,-99640,-43600
2002-03-06,7030.0,6910.0,2049161.0,,33360,-63980,30570
2002-03-07,7000.0,6900.0,2002097.0,,-12320,33740,-27420
2002-03-08,6820.0,6940.0,1518431.0,,-33864,38874,-5900
2002-03-11,6940.0,6800.0,1558980.0,,63570,59890,-100610
2002-03-12,6740.0,7060.0,2319355.0,,-167280,120820,-8010
2002-03-13,7170.0,7380.0,4809291.0,,254710,-164590,-43280
2002-03-14,7240.0,7250.0,2878453.0,,403820,-234760,12850
2002-03-15,7160.0,7550.0,6004625.0,,-613348,576688,-52830
2002-03-18,7850.0,7500.0,4857314.0,,165170,-141420,-9280
2002-03-19,7550.0,7590.0,2634677.0,,162920,-143890,-1060
2002-03-20,7590.0,7350.0,3646430.0,,598105,-598425,-329370
2002-03-21,7150.0,7270.0,1953775.0,,64395,-87325,-6500
2002-03-22,7370.0,7940.0,5981692.0,,-171820,110240,63590
2002-03-25,8040.0,7600.0,4232017.0,,329476,-289186,-26870
2002-03-26,7510.0,7800.0,2438088.0,,-19643,-12217,10650
2002-03-27,7910.0,7980.0,4535247.0,,-36949,110479,90
2002-03-28,8200.0,8250.0,8155824.0,,-5400,-41510,-11400
2002-03-29,8400.0,8180.0,2670763.0,,-174290,144600,-300
2002-04-01,8180.0,7760.0,2288130.0,,16680,-5770,0
2002-04-02,7530.0,8020.0,2269184.0,,-64340,118510,-48200
2002-04-03,8020.0,8100.0,2424739.0,,-55400,-2600,50300
2002-04-04,7830.0,8140.0,2059487.0,,-143915,249835,-122250
2002-04-08,8140.0,7850.0,1519460.0,,-98520,102730,1380
2002-04-09,7830.0,7510.0,1571841.0,,-67830,56890,-10600
2002-04-10,7460.0,7150.0,1750200.0,,53060,-92780,-1500
2002-04-11,7150.0,7190.0,1453300.0,,139100,-90320,-51720
2002-04-12,7000.0,7300.0,1595340.0,,90116,-23576,-87250
2002-04-15,7400.0,7500.0,1633239.0,,36750,-12140,-32560
2002-04-16,7500.0,7500.0,1096202.0,,31170,-19700,380
2002-04-17,7760.0,7950.0,2954210.0,,-97096,-12734,4440
2002-04-18,7950.0,7950.0,2218754.0,,22920,51440,1160
2002-04-19,8000.0,8050.0,4011826.0,,3440,21260,-1000
2002-04-22,8000.0,7820.0,2509214.0,,-22580,35460,11460
2002-04-23,7700.0,7590.0,1175744.0,,45452,-27252,-950
2002-04-24,7500.0,7400.0,1520201.0,,-84540,35290,-1000
2002-04-25,7150.0,6880.0,1479778.0,,120240,-125580,-8210
2002-04-26,6660.0,6860.0,965030.0,,-28950,-7930,-7850
2002-04-29,6590.0,6320.0,1226150.0,,88460,-97870,-230
2002-04-30,6220.0,6100.0,1438481.0,,191140,-188380,10
2002-05-02,6300.0,6970.0,2510681.0,,61099,-81199,980
2002-05-03,6800.0,6720.0,1232144.0,,23530,-22170,3560
2002-05-06,6510.0,6360.0,890292.0,,205405,-135935,-73990
2002-05-07,6150.0,6390.0,1065036.0,,-26590,32230,3000
2002-05-08,6500.0,6540.0,1022630.0,,-16210,14720,-3000
2002-05-09,6900.0,6600.0,1107291.0,,93560,-88060,-6000
2002-05-10,6500.0,6310.0,830252.0,,129460,-109770,2010
2002-05-13,6180.0,6300.0,680471.0,,-5330,3480,2000
2002-05-14,6470.0,6640.0,1524831.0,,-133750,114550,-114550
2002-05-15,6720.0,6720.0,1651647.0,,-190300,157520,-250
2002-05-16,6640.0,6570.0,736230.0,,-20720,-3160,22800
2002-05-17,6590.0,6640.0,799730.0,,-83400,111660,-3000
2002-05-20,6680.0,6530.0,622551.0,,92430,-86020,-1700
2002-05-21,6400.0,6190.0,1056575.0,,150560,-156570,7090
2002-05-22,6140.0,6340.0,720760.0,,43760,46720,-90990
2002-05-23,6340.0,6110.0,1056931.0,,211440,-197170,-2980
2002-05-24,6130.0,6180.0,700473.0,,-87980,92670,-7030
2002-05-27,6080.0,5810.0,761772.0,,92202,-42822,280
2002-05-28,5830.0,5680.0,1239159.0,,382589,-283889,4010
2002-05-29,5510.0,5550.0,801478.0,,73050,-123910,-4920
2002-05-30,5450.0,5110.0,1070741.0,,274140,-274230,280
2002-05-31,5200.0,5160.0,955120.0,,-135180,88920,35210
2002-06-03,5200.0,5330.0,730231.0,,6651,-4621,0
2002-06-04,5100.0,5430.0,614120.0,,-37350,-19470,56130
2002-06-05,5510.0,5390.0,562420.0,,1580,-2560,980
2002-06-07,5300.0,5200.0,509983.0,,-14440,-22250,50000
2002-06-10,5360.0,5670.0,673650.0,,-95630,106060,-510
2002-06-11,5550.0,5670.0,491999.0,,-71305,68965,6730
2002-06-12,5560.0,5800.0,899670.0,,25710,-64050,-5270
2002-06-14,5800.0,5800.0,825200.0,,106800,-142270,-730
2002-06-17,5880.0,5730.0,437508.0,,103540,-95790,-4600
2002-06-18,5930.0,5730.0,733280.0,,-44820,99520,16410
2002-06-19,5650.0,5300.0,683792.0,,47780,-78480,-860
2002-06-20,5280.0,5430.0,727800.0,,-37350,19270,-2530
2002-06-21,5500.0,5520.0,1397350.0,,182440,-107310,25830
2002-06-24,5400.0,5320.0,586400.0,,-90940,64000,3000
2002-06-25,5400.0,4950.0,731195.0,,-75060,9640,100
2002-06-26,4750.0,4350.0,1265560.0,,324880,-262990,0
2002-06-27,4500.0,4460.0,974251.0,,232454,-130044,-2000
2002-06-28,4700.0,4930.0,1960230.0,,158730,-193010,34640
2002-07-02,4770.0,5000.0,1100050.0,,148810,-152820,3580
2002-07-03,4800.0,4980.0,1001088.0,,75506,-76196,-250
2002-07-04,5110.0,5270.0,2339649.0,,146910,-151300,3400
2002-07-05,5350.0,5430.0,2719380.0,,-82350,57860,-1380
2002-07-08,5710.0,5420.0,1900858.0,,144538,-156248,1780
2002-07-09,5430.0,5670.0,1309240.0,,-102390,88360,-5840
2002-07-10,5570.0,5590.0,1117850.0,,13100,-30490,17380
2002-07-11,5370.0,5400.0,1014860.0,,160760,-212150,3110
2002-07-12,5520.0,5660.0,990836.0,,-156884,101484,-1200
2002-07-15,5650.0,5670.0,1646700.0,,62260,6070,4130
2002-07-16,5710.0,5600.0,1082238.0,,10110,-570,-4900
2002-07-18,5600.0,5580.0,1187842.0,,33090,50770,-46000
2002-07-19,5480.0,5380.0,938603.0,,85210,-90260,-3730
2002-07-22,4870.0,4975.0,883258.0,,45420,13950,-22370
2002-07-23,4835.0,5300.0,1068820.0,,-43480,56100,-3050
2002-07-24,5010.0,5110.0,672598.0,,17200,-38770,20000
2002-07-25,5410.0,5130.0,881840.0,,85690,-2310,-83810
2002-07-26,5140.0,4985.0,629910.0,,-40970,42340,-1650
2002-07-29,5020.0,5000.0,397190.0,,12590,-12860,1000
2002-07-30,5210.0,5130.0,819080.0,,135760,-135580,-1190
2002-07-31,5140.0,5070.0,412890.0,,48450,-46930,2000
2002-08-01,5150.0,4980.0,466180.0,,65570,-56530,-6310
2002-08-02,4900.0,4930.0,374940.0,,-12070,8640,3000
2002-08-05,4815.0,4740.0,427220.0,,35600,-33210,-1000
2002-08-06,4510.0,4670.0,441090.0,,-48090,67950,-2000
2002-08-07,4810.0,4710.0,498830.0,,149570,-149250,0
2002-08-08,4770.0,4710.0,449961.0,,177131,-174511,1000
2002-08-09,4850.0,4815.0,659130.0,,-100,-4330,4000
2002-08-12,4890.0,4840.0,353931.0,,-54990,17330,-8200
2002-08-13,4900.0,4980.0,396920.0,,-74490,49490,5000
2002-08-14,4840.0,4945.0,345395.0,,14241,-17831,1680
2002-08-16,5140.0,5210.0,1091951.0,,-237920,194010,44680
2002-08-19,5250.0,5360.0,995220.0,,-134250,139040,6000
2002-08-20,5500.0,5350.0,872119.0,,-34432,71022,-22140
2002-08-21,5310.0,5450.0,528230.0,,-13088,25618,-3010
2002-08-22,5500.0,5480.0,976343.0,,-71087,95527,-52630
2002-08-23,5420.0,5350.0,592380.0,,-111680,103580,2200
2002-08-26,5220.0,5180.0,386030.0,,-33340,34340,-3000
2002-08-27,5270.0,5250.0,422150.0,,2010,-15760,0
2002-08-28,5150.0,5330.0,928560.0,,6210,-51170,1500
2002-08-29,5400.0,5360.0,339420.0,,44290,-23220,-22000
2002-08-30,5360.0,5420.0,499798.0,,176,-2926,4000
2002-09-02,5490.0,5750.0,1595117.0,,-361642,348522,-19910
2002-09-03,5880.0,5600.0,1166310.0,,-25066,76056,-5800
2002-09-04,5430.0,5530.0,832301.0,,93354,-95454,630
2002-09-05,5570.0,5480.0,577139.0,,24890,-10670,-13000
2002-09-06,5360.0,5260.0,536597.0,,3460,-33940,8000
2002-09-09,5300.0,5060.0,548660.0,,-7220,-18260,14000
2002-09-10,5070.0,5150.0,397920.0,,-35550,33040,-4000
2002-09-11,5210.0,5310.0,563330.0,,-57280,52490,-3000
2002-09-12,5250.0,5400.0,650971.0,,-142420,76630,28800
2002-09-13,5260.0,5180.0,386021.0,,47170,-69440,19850
2002-09-16,5200.0,5070.0,331710.0,,42690,-31940,0
2002-09-17,5220.0,5370.0,664174.0,,-135470,124740,-6250
2002-09-18,5150.0,5150.0,577140.0,,176510,-153050,21000
2002-09-19,5150.0,5170.0,344460.0,,-11650,2220,1930
2002-09-23,5060.0,4970.0,443214.0,,73960,-67780,-2000
2002-09-24,4800.0,4945.0,425060.0,,-54320,44700,5500
2002-09-25,4850.0,4750.0,377495.0,,2370,27220,750
2002-09-26,4870.0,4800.0,461171.0,,-47840,2320,45500
2002-09-27,4820.0,4800.0,330190.0,,-22540,-12040,-2000
2002-09-30,4600.0,4840.0,746590.0,,-128010,126420,90
2002-10-01,4700.0,4855.0,362795.0,,-35140,35310,1350
2002-10-02,5000.0,4740.0,401040.0,,22170,-21860,0
2002-10-04,4630.0,4700.0,285140.0,,-6910,28590,-1680
2002-10-07,4680.0,4490.0,459764.0,,119240,-79460,-36980
2002-10-08,4380.0,4500.0,367550.0,,-74270,74230,-2000
2002-10-09,4510.0,4375.0,482300.0,,22250,-69410,28000
2002-10-10,4290.0,4180.0,545380.0,,44560,-49700,-3000
2002-10-11,4300.0,4130.0,787157.0,,234950,-247530,1450
2002-10-14,4240.0,4295.0,729300.0,,170990,-182570,15000
2002-10-15,4380.0,4405.0,810200.0,,-7830,8510,-3930
2002-10-16,4525.0,4370.0,591505.0,,80570,-46120,-32820
2002-10-17,4330.0,4470.0,765870.0,,-23800,-13800,-8900
2002-10-18,4620.0,4710.0,1062900.0,,-73767,40977,21160
2002-10-21,4620.0,4560.0,494320.0,,6300,-8060,5510
2002-10-22,4650.0,4410.0,536330.0,,25500,-25920,0
2002-10-23,4360.0,4655.0,562090.0,,-194760,164390,-660
2002-10-24,4670.0,4570.0,470621.0,,82699,-82580,591
2002-10-25,4460.0,4580.0,266550.0,,-72000,37210,24450
2002-10-28,4735.0,5100.0,2065503.0,,-706039,680479,40160
2002-10-29,5020.0,4980.0,719220.0,,-63570,65190,-4000
2002-10-30,4970.0,4870.0,557910.0,,-49660,67330,-22000
2002-10-31,4950.0,4955.0,604866.0,,-36550,34690,-640
2002-11-01,4950.0,4950.0,333690.0,,-85311,80201,6000
2002-11-04,5060.0,5280.0,1661182.0,,-399440,389510,-15000
2002-11-05,5300.0,5200.0,634940.0,,-21260,11150,2000
2002-11-06,5290.0,5310.0,768644.0,,-161070,149800,3020
2002-11-07,5230.0,5200.0,611001.0,,-75723,-38317,51030
2002-11-08,5100.0,5100.0,432420.0,,41280,-42490,2000
2002-11-11,5010.0,4990.0,257630.0,,-7600,14180,20
2002-11-12,4815.0,4920.0,367794.0,,-47410,51390,-5420
2002-11-13,4920.0,4770.0,452434.0,,222410,-100130,-111160
2002-11-14,4750.0,4770.0,400100.0,,100,14500,21390
2002-11-15,4930.0,4990.0,767860.0,,63881,-100331,49170
2002-11-18,4955.0,4900.0,304530.0,,-10830,25830,-1440
2002-11-19,4850.0,5000.0,259630.0,,-70480,70860,19200
2002-11-20,4950.0,5080.0,394300.0,,-102390,102340,0
2002-11-21,5200.0,5250.0,848210.0,,-332556,325586,0
2002-11-22,5340.0,5240.0,1170940.0,,-201820,230120,-19550
2002-11-25,5250.0,5290.0,533264.0,,-73520,19560,10460
2002-11-26,5340.0,5320.0,481752.0,,-42986,26116,1300
2002-11-27,5240.0,5520.0,785935.0,,-85340,83440,5400
2002-11-28,5650.0,5480.0,1051786.0,,70336,8734,3240
2002-11-29,5470.0,5540.0,921320.0,,73370,-76420,720
2002-12-02,5550.0,5480.0,588642.0,,124232,-124982,1000
2002-12-03,5480.0,5480.0,1083660.0,,176369,-191739,10370
2002-12-04,5450.0,5240.0,616470.0,,-7690,14690,-11130
2002-12-05,5200.0,5240.0,712652.0,,230262,-234812,-400
2002-12-06,5200.0,5240.0,723690.0,,312970,-320140,8780
2002-12-09,5220.0,5350.0,1406530.0,,124810,-302710,147630
2002-12-10,5280.0,5490.0,1085606.0,,6340,-25260,670
2002-12-11,5560.0,5410.0,677610.0,,58310,-68000,0
2002-12-12,5440.0,5730.0,1858579.0,,-109550,71330,10150
2002-12-13,5680.0,5860.0,2492114.0,,-273640,91540,228900
2002-12-16,5850.0,5870.0,1386017.0,,-44930,76760,6000
2002-12-17,6040.0,6270.0,2970837.0,,-537304,566234,-99500
2002-12-18,6200.0,6230.0,1883302.0,,-108020,279220,-146900
2002-12-20,6260.0,6110.0,933020.0,,-144840,139410,5430
2002-12-23,6060.0,5770.0,1148642.0,,-180380,201700,5240
2002-12-24,5690.0,6000.0,1563733.0,,-186120,187660,-13000
2002-12-26,6000.0,6020.0,1302160.0,,-265280,240010,-11040
2002-12-27,5950.0,5980.0,956030.0,,-255710,375580,-126870
2002-12-30,5930.0,5700.0,655400.0,,-213700,216690,-8750
2003-01-02,5800.0,6050.0,911131.0,14.47,212990,-176580,-30980
2003-01-03,6260.0,6280.0,1932199.0,15.02,-17130,-5800,-5750
2003-01-06,6350.0,6780.0,3477860.0,16.22,-255110,133670,10360
2003-01-07,6870.0,6520.0,2136611.0,15.59,51570,-40400,30
2003-01-08,6600.0,6600.0,1347280.0,15.79,-111030,113110,0
2003-01-09,6520.0,6470.0,1258645.0,15.48,10020,110660,-28430
2003-01-10,6630.0,6690.0,3470008.0,16.0,2090,11280,1620
2003-01-13,6790.0,6850.0,1649790.0,16.38,-254830,178650,300
2003-01-14,6900.0,6860.0,1031954.0,16.41,-81520,81840,-550
2003-01-15,6810.0,6740.0,1023230.0,16.12,-210610,201390,2900
2003-01-16,6610.0,7050.0,2318398.0,16.86,-255642,132392,245700
2003-01-17,6920.0,6880.0,1608638.0,16.46,13081,-4821,23010
2003-01-20,6750.0,6710.0,1195431.0,16.05,-321090,307700,7300
2003-01-21,6750.0,6710.0,758903.0,16.05,-7210,-19610,-160
2003-01-22,6620.0,6620.0,640080.0,15.83,-14750,5340,-490
2003-01-23,6650.0,6920.0,1455360.0,16.55,-250040,109940,148630
2003-01-24,6980.0,6580.0,953580.0,15.74,61370,-66520,6550
2003-01-27,6310.0,6300.0,864860.0,15.07,-128220,182670,-33000
2003-01-28,6250.0,6150.0,1111016.0,14.71,97020,-56440,0
2003-01-29,6210.0,5980.0,960010.0,14.3,-81420,91240,-3500
2003-01-30,6010.0,6160.0,632850.0,14.73,-134140,91710,-760
2003-02-03,6060.0,6200.0,853386.0,14.83,-28170,55550,3350
2003-02-04,6270.0,6430.0,1501627.0,15.38,-149180,169000,-4820
2003-02-05,6380.0,6280.0,983486.0,15.02,78574,124506,0
2003-02-06,6320.0,6070.0,888880.0,14.52,41310,-46330,500
2003-02-07,6030.0,5970.0,627700.0,14.28,19170,-10260,0
2003-02-10,5950.0,5930.0,483236.0,14.19,-84090,67510,-3420
2003-02-11,5970.0,5770.0,1065272.0,13.8,-54500,10500,1000
2003-02-12,5750.0,5820.0,697159.0,13.92,39569,13161,-1120
2003-02-13,5770.0,5680.0,805211.0,13.59,2130,17780,1500
2003-02-14,5630.0,5740.0,1027200.0,13.73,-15000,17450,2410
2003-02-17,5930.0,6120.0,1496527.0,14.64,42390,-28140,-14250
2003-02-18,6100.0,6040.0,724140.0,14.45,-73930,73520,0
2003-02-19,6230.0,6050.0,1091164.0,14.47,63579,-82639,-940
2003-02-20,6100.0,6260.0,916819.0,14.97,-157120,142550,1000
2003-02-21,6300.0,6240.0,748850.0,14.93,-66270,32980,7700
2003-02-24,6320.0,6320.0,1187770.0,15.12,-3780,66960,3240
2003-02-25,6240.0,6040.0,774260.0,14.45,134670,-142680,1820
2003-02-26,6100.0,5960.0,793020.0,14.26,-29210,37170,2230
2003-02-27,5800.0,5860.0,654845.0,14.02,20480,-9930,-5640
2003-02-28,5900.0,5710.0,478420.0,13.66,39490,-33430,-4190
2003-03-03,5660.0,5900.0,964720.0,14.11,67250,-53880,2560
2003-03-04,5770.0,5660.0,666398.0,13.54,16470,-18470,2000
2003-03-05,5560.0,5440.0,812660.0,13.01,17000,-11680,-4000
2003-03-06,5470.0,5300.0,574480.0,12.68,-15500,26450,500
2003-03-07,5110.0,5140.0,603480.0,12.29,5660,-6540,-120
2003-03-10,5120.0,5010.0,478750.0,11.98,50540,-54140,0
2003-03-11,4950.0,5100.0,1272240.0,12.2,2670,-102360,203400
2003-03-12,5160.0,5290.0,627810.0,12.65,-102400,101220,100
2003-03-13,5350.0,5250.0,768840.0,12.56,103230,-40280,-13950
2003-03-14,5600.0,5350.0,1277500.0,12.8,393230,-404030,23000
2003-03-17,5280.0,4950.0,938230.0,11.84,-22941,113991,8000
2003-03-18,5340.0,5350.0,1179609.0,12.8,-104740,4830,84800
2003-03-19,5310.0,5670.0,1298118.0,13.56,-289090,282490,12010
2003-03-20,5780.0,6050.0,1904322.0,14.47,-20860,-61070,83760
2003-03-21,6090.0,6100.0,2314300.0,14.59,17750,-123610,105800
2003-03-24,6150.0,5940.0,1633439.0,14.21,134190,-137240,7050
2003-03-25,5610.0,5740.0,1039831.0,13.73,-80990,100090,600
2003-03-26,5870.0,5680.0,1154900.0,13.59,321360,-324690,4250
2003-03-27,5600.0,5650.0,745559.0,13.51,193410,-195880,2700
2003-03-28,5730.0,5800.0,790995.0,13.87,198190,-198940,400
2003-03-31,5690.0,5580.0,569820.0,13.35,-57050,32230,12990
2003-04-01,5510.0,5890.0,998240.0,14.09,-91950,32570,37450
2003-04-02,5900.0,6030.0,1464094.0,14.42,-203350,112390,-3970
2003-04-03,6230.0,6060.0,1499543.0,14.5,-128670,123800,2750
2003-04-04,6030.0,6420.0,2232191.0,15.36,-609750,433150,101120
2003-04-07,6600.0,6510.0,2016127.0,15.57,57740,14570,-19560
2003-04-08,6350.0,6520.0,1306080.0,15.59,-210850,146440,8800
2003-04-09,6450.0,6190.0,751511.0,14.81,-26460,22580,3250
2003-04-10,6170.0,6360.0,1455435.0,15.21,-93934,20424,48030
2003-04-11,6490.0,6470.0,1437300.0,15.48,-110890,107770,1170
2003-04-14,6600.0,6430.0,1214690.0,15.38,228210,-234090,6000
2003-04-15,6550.0,6630.0,1262770.0,15.86,11940,-27190,5200
2003-04-16,6750.0,6630.0,1606490.0,15.86,57120,49820,1950
2003-04-17,6580.0,6550.0,1426464.0,15.67,-6100,-76110,121000
2003-04-18,6680.0,6850.0,2071171.0,16.38,-18190,-8550,3060
2003-04-21,6760.0,6860.0,892907.0,16.41,-51400,74200,-990
2003-04-22,6790.0,6650.0,893447.0,15.91,147710,-128720,540
2003-04-23,6700.0,6420.0,1330172.0,15.36,325712,-256132,3240
2003-04-24,6410.0,6340.0,1075304.0,15.17,241460,-214690,-1700
2003-04-25,6250.0,6050.0,1166997.0,14.47,132570,-102670,-22000
2003-04-28,5900.0,6100.0,769207.0,14.59,6410,-10410,1000
