Symbol,호텔신라_시가(원),호텔신라_종가(원),호텔신라_거래량(주),호텔신라_PER(IFRS-연결),호텔신라_순매수수량(개인)(주),호텔신라_순매수수량(기관계)(주),호텔신라_순매수수량(외국인계)(주)
2008-09-24,17650.0,17500.0,565080.0,40.93,284697,-275013,11986
2008-09-25,17750.0,17650.0,911922.0,41.28,320524,-288835,31480
2008-09-26,17650.0,16900.0,839454.0,39.52,310697,-171304,-59870
2008-09-29,17200.0,16050.0,600370.0,37.53,214147,-210027,20580
2008-09-30,14700.0,15700.0,652185.0,36.72,55938,-131968,100360
2008-10-01,15800.0,15850.0,464405.0,37.07,81999,-109599,35200
2008-10-02,15900.0,15800.0,375243.0,36.95,91872,-82032,-8440
2008-10-06,15350.0,14950.0,310677.0,34.96,-23566,19388,1188
2008-10-07,14400.0,14550.0,532255.0,34.03,126746,-78936,-3530
2008-10-08,14000.0,12600.0,739027.0,29.47,17220,-100260,94310
2008-10-09,12350.0,13300.0,768124.0,31.1,859,-23329,138750
2008-10-10,12400.0,14000.0,470715.0,32.74,-140012,149282,-17930
2008-10-13,14450.0,13850.0,608336.0,32.39,162035,-25225,-81280
2008-10-14,14500.0,14800.0,796139.0,34.61,82415,-56809,1384
2008-10-15,14500.0,14700.0,445705.0,34.38,-10005,-50565,4700
2008-10-16,13800.0,12600.0,458839.0,29.47,9473,-35373,24700
2008-10-17,13300.0,12950.0,476036.0,30.28,-71540,25120,320
2008-10-20,13100.0,13500.0,252352.0,31.57,-69710,44790,22290
2008-10-21,13600.0,13150.0,327905.0,30.75,19410,-19080,-17030
2008-10-22,13100.0,12450.0,355599.0,29.12,45980,-89180,32450
2008-10-23,11700.0,11250.0,363902.0,26.31,-56100,55770,-8810
2008-10-24,11000.0,9600.0,445246.0,22.45,-74245,52755,16070
2008-10-27,9160.0,9150.0,326104.0,21.4,-102890,68900,12830
2008-10-28,8550.0,9960.0,519621.0,23.29,-4956,-18034,18920
2008-10-29,10500.0,9870.0,534844.0,23.08,-81709,32920,48230
2008-10-30,10850.0,11350.0,429658.0,26.54,-34682,-1950,12740
2008-10-31,11850.0,12750.0,813765.0,29.82,-100513,80013,-11990
2008-11-03,12750.0,12800.0,644042.0,29.93,22483,3227,-26670
2008-11-04,12900.0,14100.0,812440.0,32.97,-210218,159028,33460
2008-11-05,14600.0,14500.0,1040744.0,33.91,256452,-139292,-88990
2008-11-06,13600.0,12450.0,584054.0,29.12,156427,-163967,19880
2008-11-07,11800.0,13500.0,336299.0,31.57,-74464,8434,31990
2008-11-10,13800.0,14150.0,639331.0,33.09,-232422,65110,-4150
2008-11-11,13900.0,14600.0,435829.0,34.14,-139830,156475,-26270
2008-11-12,14100.0,13900.0,358585.0,32.51,50937,-65347,-26850
2008-11-13,13250.0,13000.0,231937.0,30.4,13933,-1053,11490
2008-11-14,13700.0,14300.0,400837.0,33.44,-66940,105250,-38490
2008-11-17,14200.0,14250.0,262562.0,33.32,12880,47870,-41840
2008-11-18,13950.0,13600.0,265678.0,31.8,-1562,11382,-21850
2008-11-19,13750.0,13550.0,450641.0,31.69,-52245,91315,-38010
2008-11-20,12750.0,13000.0,208777.0,30.4,-82729,65779,3330
2008-11-21,12600.0,13500.0,300677.0,31.57,-12359,-4941,26940
2008-11-24,13600.0,12700.0,284118.0,29.7,49050,-31180,-17690
2008-11-25,13200.0,13400.0,342365.0,31.34,-99150,78108,15052
2008-11-26,13650.0,14300.0,520271.0,33.44,-92106,112488,-24592
2008-11-27,14500.0,14800.0,644074.0,34.61,-180830,82970,74580
2008-11-28,15100.0,14900.0,446094.0,34.84,-6242,-13468,65320
2008-12-01,14950.0,14900.0,404048.0,34.84,-34981,-8848,83450
2008-12-02,14150.0,14500.0,298663.0,33.91,-34767,-36853,101280
2008-12-03,14700.0,12350.0,1305446.0,28.88,470589,-466382,58430
2008-12-04,11800.0,10900.0,4125289.0,25.49,1515176,-1144095,-199640
2008-12-05,11050.0,11350.0,1342098.0,26.54,132575,12800,-55785
2008-12-08,11650.0,11900.0,2228146.0,27.83,186657,-345783,112520
2008-12-09,12100.0,11500.0,1612344.0,26.89,435569,-478319,79270
2008-12-10,11550.0,12600.0,2612322.0,29.47,-252042,25782,261140
2008-12-11,12600.0,12500.0,1894683.0,29.23,-265446,-45424,288750
2008-12-12,12300.0,11950.0,1062066.0,27.95,17137,-43617,5080
2008-12-15,12250.0,12400.0,919307.0,29.0,133029,-100419,520
2008-12-16,12200.0,12500.0,1006495.0,29.23,-41202,29773,23119
2008-12-17,12950.0,13150.0,1777673.0,30.75,-156146,126236,34400
2008-12-18,13400.0,13750.0,1607226.0,32.16,-356551,329271,-37510
2008-12-19,13500.0,13450.0,719980.0,31.45,78230,48320,-27910
2008-12-22,13550.0,13450.0,810702.0,31.45,94223,-85163,25310
2008-12-23,13250.0,12600.0,717210.0,29.47,104112,-54832,-48380
2008-12-24,12500.0,12050.0,425949.0,28.18,-11750,8050,-4770
2008-12-26,12200.0,12550.0,424200.0,29.35,-106200,57480,19430
2008-12-29,12400.0,13200.0,368394.0,30.87,-162931,127481,34250
2008-12-30,13200.0,12850.0,446675.0,30.05,-67012,69162,-1150
2009-01-02,13100.0,13000.0,726035.0,20.85,58290,-29660,3230
2009-01-05,13150.0,13600.0,1542772.0,21.81,-330010,286550,-2100
2009-01-06,13650.0,13800.0,811898.0,22.13,-188722,131412,-11310
2009-01-07,13800.0,14500.0,1311238.0,23.25,-622553,266145,353348
2009-01-08,14300.0,14250.0,776554.0,22.85,-110867,169867,-45310
2009-01-09,14500.0,14100.0,454037.0,22.61,-114286,114861,-1860
2009-01-12,13900.0,14050.0,393557.0,22.53,-65812,109832,-52060
2009-01-13,14150.0,14400.0,262394.0,23.09,-61517,-24463,74480
2009-01-14,14250.0,14650.0,370629.0,23.49,8084,28636,-18740
2009-01-15,14050.0,13400.0,412652.0,21.49,-92209,96259,-3750
2009-01-16,13600.0,14100.0,241861.0,22.61,-32185,20725,3330
2009-01-19,14300.0,14200.0,289680.0,22.77,-19103,-20227,1370
2009-01-20,14200.0,13500.0,196789.0,21.65,9118,2440,-13058
2009-01-21,12800.0,12900.0,173240.0,20.69,31400,-44110,11510
2009-01-22,13250.0,12550.0,627337.0,20.13,231489,-154629,16070
2009-01-23,12400.0,12200.0,462385.0,19.56,5630,-90490,43190
2009-01-28,12600.0,12850.0,321125.0,20.61,43988,9265,-1188
2009-01-29,12950.0,12650.0,308781.0,20.29,11204,33376,-13540
2009-01-30,12750.0,12900.0,387104.0,20.69,86390,-85820,15740
2009-02-02,12800.0,12750.0,217760.0,20.45,12279,-14929,2650
2009-02-03,12800.0,13150.0,385380.0,21.09,-44813,43463,-8950
2009-02-04,13350.0,13350.0,349100.0,21.41,65031,-78091,1310
2009-02-05,13250.0,12750.0,490048.0,20.45,112816,-85656,-18640
2009-02-06,13000.0,13200.0,382603.0,21.17,17640,-17930,-15440
2009-02-09,13450.0,13600.0,808723.0,21.81,-243041,174351,32220
2009-02-10,14000.0,13750.0,277931.0,22.05,-19154,-19698,-14670
2009-02-11,13300.0,14500.0,658210.0,23.25,-225802,193802,26090
2009-02-12,14300.0,14350.0,537850.0,23.01,-88511,105881,-104420
2009-02-13,14300.0,14300.0,692548.0,22.93,164758,-59142,-118000
2009-02-16,14300.0,14150.0,468235.0,22.69,-17180,112720,-87340
2009-02-17,14000.0,14100.0,1108889.0,22.61,-185151,-31919,189640
2009-02-18,14000.0,15150.0,1095632.0,24.3,-227960,110430,162220
2009-02-19,15450.0,15700.0,1497039.0,25.18,-142926,-213564,361230
2009-02-20,15650.0,14450.0,1118355.0,23.17,-91518,158130,-131112
2009-02-23,14450.0,14550.0,1091073.0,23.33,-40673,144983,-104490
2009-02-24,13800.0,14300.0,695102.0,22.93,-10162,151352,-152900
2009-02-25,14650.0,13900.0,782075.0,22.29,191600,18080,-203360
2009-02-26,14050.0,13200.0,663836.0,21.17,108704,-58294,-34360
2009-02-27,13300.0,13600.0,236191.0,21.81,-31936,-7494,40230
2009-03-02,13250.0,13200.0,159399.0,21.17,-38749,37859,-3470
2009-03-03,12700.0,13000.0,188165.0,20.85,23287,-37297,13450
2009-03-04,12900.0,13200.0,613655.0,21.17,333626,-271268,13172
2009-03-05,13350.0,12800.0,602806.0,20.53,132700,-116860,-24970
2009-03-06,12450.0,12700.0,335721.0,20.37,25373,-20443,21510
2009-03-09,12950.0,13150.0,413502.0,21.09,-80300,102010,-5260
2009-03-10,13050.0,14300.0,862987.0,22.93,-404130,283020,133670
2009-03-11,14800.0,14550.0,581078.0,23.33,-50822,38100,-43030
2009-03-12,14400.0,14650.0,362419.0,23.49,-120980,62550,59230
2009-03-13,14850.0,14800.0,358707.0,23.73,-25940,55630,-16480
2009-03-16,15400.0,15250.0,1147019.0,24.46,115804,-19311,-96810
2009-03-17,15400.0,15250.0,660845.0,24.46,8711,-121,-2100
2009-03-18,15450.0,15300.0,276051.0,24.54,-27287,3767,24520
2009-03-19,15450.0,16500.0,1103360.0,26.46,-254322,104490,117664
2009-03-20,16900.0,16400.0,454748.0,26.3,130493,-78261,-140
2009-03-23,16350.0,16950.0,641802.0,27.18,-79584,21024,76820
2009-03-24,17200.0,16600.0,705275.0,26.62,145787,-171213,55480
2009-03-25,16600.0,16300.0,341892.0,26.14,59778,-72678,13840
2009-03-26,16400.0,16500.0,505171.0,26.46,43956,-84350,81630
2009-03-27,16800.0,16000.0,903955.0,25.66,167124,-263774,105500
2009-03-30,16100.0,16350.0,531477.0,26.22,-23434,-91756,114440
2009-03-31,16550.0,16800.0,358466.0,26.94,-49,-72084,43000
2009-04-01,17000.0,17000.0,397725.0,27.26,76936,-65456,250
2009-04-02,17200.0,16900.0,686518.0,27.1,278296,-296256,1190
2009-04-03,17000.0,16100.0,1172046.0,25.82,377646,-330476,-2990
2009-04-06,16150.0,16200.0,873945.0,25.98,117902,-172792,14040
2009-04-07,16200.0,15800.0,854500.0,25.34,130148,-105518,14410
2009-04-08,15650.0,15900.0,880184.0,25.5,66690,-204220,110020
2009-04-09,16150.0,16500.0,893860.0,26.46,19334,10466,-4110
2009-04-10,16900.0,16300.0,847739.0,26.14,172954,-176324,-10650
2009-04-13,16450.0,16200.0,733227.0,25.98,-10144,-123624,115900
2009-04-14,16350.0,16800.0,1276013.0,26.94,43084,30266,-38020
2009-04-15,16800.0,17150.0,1436266.0,27.5,43374,37876,-86700
2009-04-16,17500.0,17150.0,1252871.0,27.5,-139646,127030,26920
2009-04-17,17700.0,16700.0,1390152.0,26.78,158947,-178277,45490
2009-04-20,16900.0,16650.0,457075.0,26.7,79967,26851,-95120
2009-04-21,16200.0,16600.0,334645.0,26.62,10450,-36340,24860
2009-04-22,16850.0,16850.0,601045.0,27.02,39109,-42199,22160
2009-04-23,16950.0,16600.0,942936.0,26.62,397662,-400189,-5930
2009-04-24,16700.0,16400.0,670475.0,26.3,112915,-135025,-19790
2009-04-27,16600.0,16250.0,417601.0,26.06,-8789,21799,1020
2009-04-28,16200.0,15300.0,605438.0,24.54,95187,-109770,3450
2009-04-29,15400.0,15700.0,460336.0,25.18,140869,-165849,53460
2009-04-30,16100.0,15900.0,806045.0,25.5,251118,-162273,-42630
2009-05-04,16050.0,16350.0,719505.0,26.22,-20053,37643,8320
2009-05-06,16400.0,17500.0,1849328.0,28.06,-604006,594246,61300
2009-05-07,17950.0,17500.0,1264679.0,28.06,-11510,84970,-51170
2009-05-08,17550.0,17750.0,648354.0,28.47,-97621,172541,-63720
2009-05-11,18000.0,18000.0,848680.0,28.87,-80159,185304,-29635
2009-05-12,17850.0,17600.0,475543.0,28.22,-19004,33443,-13969
2009-05-13,17750.0,17300.0,321112.0,27.74,-16909,10909,6510
2009-05-14,17350.0,17850.0,585789.0,28.63,-127490,120040,7170
2009-05-15,18050.0,17950.0,894529.0,28.79,25818,9091,-38740
2009-05-18,17850.0,17350.0,468037.0,27.82,41073,-3224,-34890
2009-05-19,17600.0,17300.0,583159.0,27.74,161299,-123819,-37980
2009-05-20,17350.0,17100.0,474218.0,27.42,155037,-30987,-117570
2009-05-21,17100.0,16300.0,808400.0,26.14,394050,-217650,-152500
2009-05-22,16200.0,16100.0,829224.0,25.82,393364,-138387,-255597
2009-05-25,16100.0,16400.0,758330.0,26.3,7982,113188,-121970
2009-05-26,16350.0,15800.0,556945.0,25.34,208921,-44461,-146460
2009-05-27,16100.0,15000.0,1082606.0,24.06,597142,-364732,-175520
2009-05-28,14900.0,14600.0,1331824.0,23.41,600223,-400243,-168220
2009-05-29,14600.0,14900.0,569581.0,23.89,51710,4500,-60020
2009-06-01,15100.0,15850.0,805267.0,25.42,-197268,306128,-122900
2009-06-02,16000.0,15850.0,935567.0,25.42,-151855,131255,-16500
2009-06-03,15850.0,16000.0,363117.0,25.66,88274,-44588,-1720
2009-06-04,15750.0,15050.0,388451.0,24.14,121812,-112027,-7710
2009-06-05,15300.0,15200.0,349413.0,24.38,132203,-144203,3120
2009-06-08,15200.0,15050.0,287616.0,24.14,50912,-3732,-45230
2009-06-09,15200.0,14700.0,433833.0,23.57,105829,-41439,-85990
2009-06-10,14750.0,15150.0,444217.0,24.3,145112,-88382,-86310
2009-06-11,15150.0,15300.0,393692.0,24.54,3856,83364,-87070
2009-06-12,15450.0,15150.0,332079.0,24.3,159304,-36694,-136820
2009-06-15,15300.0,15600.0,632607.0,25.02,-38708,77508,-73050
2009-06-16,15400.0,15550.0,464721.0,24.94,-82850,94580,-28570
2009-06-17,15550.0,15350.0,265363.0,24.62,-35307,72307,-40500
2009-06-18,15500.0,15950.0,959106.0,25.58,-377277,360537,-2970
2009-06-19,16150.0,16100.0,622931.0,25.82,-146928,184478,-58650
2009-06-22,16050.0,16200.0,359670.0,25.98,-115981,132691,-19890
2009-06-23,15850.0,15950.0,665910.0,25.58,-216680,243290,-21540
2009-06-24,16000.0,15450.0,529695.0,24.78,129883,-104623,-34490
2009-06-25,15500.0,15800.0,299412.0,25.34,-48163,68673,-18710
2009-06-26,15900.0,16100.0,304980.0,25.82,-76764,103464,-26610
2009-06-29,16100.0,15900.0,273142.0,25.5,-25183,40827,-31344
2009-06-30,15950.0,16000.0,305158.0,25.66,-8380,19040,-8660
2009-07-01,16000.0,15850.0,275752.0,25.42,24323,-25333,1010
2009-07-02,15950.0,16350.0,561551.0,26.22,-75560,44590,23470
2009-07-03,16150.0,16700.0,652358.0,26.78,-51515,46455,1630
2009-07-06,16600.0,16400.0,297536.0,26.3,-1020,-17580,19430
2009-07-07,16450.0,16200.0,399489.0,25.98,117608,-86018,9540
2009-07-08,16100.0,16000.0,351721.0,25.66,39954,-20470,-17000
2009-07-09,16000.0,16200.0,323553.0,25.98,-20890,2500,-3670
2009-07-10,16300.0,15850.0,472988.0,25.42,162399,-144759,-3800
2009-07-13,15850.0,14950.0,593245.0,23.97,193034,-206854,13520
2009-07-14,15200.0,14800.0,560305.0,23.73,190305,-169495,4670
2009-07-15,14850.0,15150.0,655931.0,24.3,130186,-235946,116680
2009-07-16,15300.0,14950.0,526542.0,23.97,190433,-162453,74750
2009-07-17,15200.0,15100.0,367551.0,24.22,38483,-93444,4321
2009-07-20,15200.0,15500.0,335693.0,24.86,-16189,-15831,25120
2009-07-21,15650.0,15350.0,403543.0,24.62,44542,-20662,-6050
2009-07-22,15450.0,15500.0,433314.0,24.86,-45234,48284,6150
2009-07-23,15600.0,15800.0,442347.0,25.34,-31427,39877,-7750
2009-07-24,15900.0,15800.0,505637.0,25.34,-131940,109240,36590
2009-07-27,15900.0,15900.0,479852.0,25.5,-21260,45000,-160
2009-07-28,15850.0,16250.0,676301.0,26.06,-257784,235384,730
2009-07-29,16250.0,16600.0,908164.0,26.62,-474163,193350,234123
2009-07-30,16500.0,16500.0,1092488.0,26.46,-397782,418572,-19580
2009-07-31,16700.0,17000.0,1333654.0,27.26,-496010,381090,87120
2009-08-03,17200.0,17100.0,481287.0,27.42,-124917,143357,4820
2009-08-04,17300.0,17500.0,955486.0,28.06,-513620,456710,-970
2009-08-05,17750.0,17500.0,553855.0,28.06,-201523,209203,-7580
2009-08-06,17500.0,17500.0,393718.0,28.06,-135240,142510,-6650
2009-08-07,17500.0,17250.0,458140.0,27.66,-3138,-55912,50370
2009-08-10,17300.0,17300.0,296636.0,27.74,-82570,16050,84730
2009-08-11,17450.0,17750.0,593005.0,28.47,-170354,35824,118230
2009-08-12,17750.0,17800.0,291302.0,28.55,-74061,-15768,89099
2009-08-13,17950.0,17750.0,305005.0,28.47,-63285,-41896,95441
2009-08-14,17900.0,17600.0,381138.0,28.22,88760,-151850,60090
2009-08-17,17150.0,16250.0,1108891.0,26.06,414551,-496451,186330
2009-08-18,16250.0,15950.0,383205.0,25.58,98020,-120110,22710
2009-08-19,16200.0,15900.0,361859.0,25.5,113150,-90290,22950
2009-08-20,16000.0,15900.0,617357.0,25.5,379635,-395575,25320
2009-08-21,16000.0,15650.0,398532.0,25.1,33020,-720,4250
2009-08-24,15700.0,15450.0,549574.0,24.78,201840,-183262,-15703
2009-08-25,15350.0,15400.0,295786.0,24.7,66991,-83071,13660
2009-08-26,15550.0,16200.0,587111.0,25.98,-22790,-31510,29220
2009-08-27,16100.0,15850.0,186762.0,25.42,24034,-11904,-25270
2009-08-28,16000.0,15650.0,205601.0,25.1,7000,5290,-14290
2009-08-31,15650.0,15000.0,513741.0,24.06,255565,-197245,-22750
2009-09-01,15100.0,15200.0,291295.0,24.38,124670,-115770,-100
2009-09-02,15000.0,15250.0,291415.0,24.46,33560,-69200,29280
2009-09-03,15250.0,14800.0,728755.0,23.73,381115,-341245,-7320
2009-09-04,14900.0,14700.0,331215.0,23.57,167610,-183470,11840
2009-09-07,14850.0,14850.0,248201.0,23.81,93056,-94896,3460
2009-09-08,14900.0,15300.0,412425.0,24.54,-19637,3017,14030
2009-09-09,15400.0,15300.0,324257.0,24.54,-17570,47120,-19880
2009-09-10,15450.0,15600.0,359267.0,25.02,-1069,-4301,380
2009-09-11,15650.0,15650.0,250983.0,25.1,60,-9630,11920
2009-09-14,15750.0,15650.0,239286.0,25.1,-47990,52030,-6330
2009-09-15,15700.0,16000.0,605311.0,25.66,-70651,109611,-46210
2009-09-16,16150.0,16200.0,744595.0,25.98,-135180,64480,64450
2009-09-17,16450.0,15900.0,454951.0,25.5,14510,45430,-61520
2009-09-18,16000.0,16350.0,663969.0,26.22,-170930,89430,74740
2009-09-21,16400.0,16250.0,198360.0,26.06,-26847,40597,-20270
2009-09-22,16300.0,16050.0,301228.0,25.74,36381,-24031,-6680
2009-09-23,16100.0,16000.0,430687.0,25.66,-52860,51300,-8050
2009-09-24,16000.0,15800.0,219731.0,25.34,18350,24630,-44780
2009-09-25,15800.0,15850.0,165906.0,25.42,-26620,59880,-37560
2009-09-28,15850.0,16700.0,1650082.0,26.78,-130697,21817,83150
2009-09-29,17150.0,17500.0,2246075.0,28.06,-300193,293513,-41120
2009-09-30,17450.0,17300.0,733842.0,27.74,-172469,183839,-13490
2009-10-01,17150.0,16900.0,513939.0,27.1,-49590,36790,29140
2009-10-05,16700.0,16700.0,301450.0,26.78,71516,-86036,15310
2009-10-06,16950.0,16650.0,345106.0,26.7,-51473,-7346,7200
2009-10-07,16950.0,16950.0,444627.0,27.18,6954,21734,-29190
2009-10-08,17150.0,17100.0,385720.0,27.42,49311,-56751,-5220
2009-10-09,17200.0,17100.0,433479.0,27.42,99606,-57606,-61280
2009-10-12,17350.0,16900.0,193782.0,27.1,-24624,19634,2860
2009-10-13,17150.0,17000.0,650950.0,27.26,49697,-72667,-12860
2009-10-14,17000.0,17300.0,358845.0,27.74,-43510,50710,-15250
2009-10-15,17600.0,17750.0,1009841.0,28.47,-208274,201364,-15160
2009-10-16,17800.0,18150.0,929976.0,29.11,-243840,6560,151580
2009-10-19,18050.0,17850.0,330319.0,28.63,-97334,107454,-18820
2009-10-20,18100.0,17700.0,567483.0,28.38,4893,1415,-3820
2009-10-21,17600.0,18450.0,786883.0,29.59,-195230,115980,-8060
2009-10-22,18300.0,18200.0,482552.0,29.19,-89719,124659,-48190
2009-10-23,18300.0,18300.0,289522.0,29.35,-63946,65996,2800
2009-10-26,18050.0,18250.0,413099.0,29.27,-107012,110642,-1330
2009-10-27,18000.0,18000.0,285629.0,28.87,-4355,17985,-15980
2009-10-28,17900.0,17450.0,522305.0,27.98,-107115,21075,82850
2009-10-29,17150.0,17350.0,437219.0,27.82,-107606,-57564,172480
2009-10-30,17550.0,17700.0,266777.0,28.38,-145717,-3873,106580
2009-11-02,17200.0,17100.0,305009.0,27.42,9060,-71110,73150
2009-11-03,17050.0,17200.0,260752.0,27.58,-52650,25380,52510
2009-11-04,17450.0,17300.0,196886.0,27.74,15425,-59605,77840
2009-11-05,17400.0,17350.0,136321.0,27.82,-41360,-15260,59990
2009-11-06,17600.0,17300.0,347015.0,27.74,32351,58169,-6240
2009-11-09,17300.0,17300.0,255671.0,27.74,11310,30490,-300
2009-11-10,17450.0,17000.0,250248.0,27.26,72605,-34915,-15490
2009-11-11,17100.0,17750.0,326681.0,28.47,-42070,19950,24100
2009-11-12,17800.0,17700.0,189620.0,28.38,26961,-37041,8020
2009-11-13,17700.0,17900.0,255851.0,28.71,7302,26908,-5120
2009-11-16,17800.0,17900.0,354884.0,28.71,36370,-74240,-5110
2009-11-17,18000.0,18350.0,691461.0,29.43,-109860,80850,11530
2009-11-18,18400.0,18550.0,441222.0,29.75,-73634,-30926,11340
2009-11-19,18600.0,18800.0,370676.0,30.15,-96137,108957,-7680
2009-11-20,18750.0,18700.0,204579.0,29.99,34360,-27960,-6530
2009-11-23,18650.0,18400.0,243322.0,29.51,48524,-7492,-42330
2009-11-24,18400.0,18700.0,406359.0,29.99,-38267,24047,8710
2009-11-25,18900.0,19300.0,577574.0,30.95,-72135,57855,17670
2009-11-26,19350.0,19200.0,429216.0,30.79,-48626,37076,10180
2009-11-27,18800.0,18700.0,513332.0,29.99,-249700,228970,22770
2009-11-30,19000.0,19200.0,385202.0,30.79,28720,-29390,-2440
2009-12-01,19200.0,19000.0,227093.0,30.47,551,16769,4120
2009-12-02,19300.0,19050.0,312345.0,30.55,72629,-74889,280
2009-12-03,19050.0,19000.0,247253.0,30.47,-19385,-48965,66450
2009-12-04,18900.0,19000.0,460402.0,30.47,9220,-92160,81250
2009-12-07,19100.0,18600.0,439930.0,29.83,141860,-165240,29450
2009-12-08,18700.0,18750.0,352622.0,30.07,-530,-13330,10060
2009-12-09,18600.0,19000.0,303311.0,30.47,6550,1300,2620
2009-12-10,19100.0,18950.0,261220.0,30.39,15109,-11099,-3610
2009-12-11,18950.0,18600.0,415356.0,29.83,104037,-95417,5900
2009-12-14,18650.0,19300.0,548057.0,30.95,-196722,-66928,278220
2009-12-15,19500.0,20650.0,1342797.0,33.12,-473556,-146024,604510
2009-12-16,20500.0,20600.0,372534.0,33.04,-26022,-17118,40760
2009-12-17,20650.0,20350.0,341746.0,32.63,8719,-14207,7990
2009-12-18,20250.0,21500.0,563670.0,34.48,-98948,31348,60560
2009-12-21,21500.0,20800.0,516862.0,33.36,199790,-105470,-100690
2009-12-22,20900.0,20450.0,442127.0,32.8,44084,-49324,7750
2009-12-23,20550.0,20700.0,360691.0,33.2,3079,-83399,77550
2009-12-24,20600.0,20800.0,204769.0,33.36,-65167,3197,68530
2009-12-28,20950.0,20700.0,231393.0,33.2,6974,-27402,18320
2009-12-29,20700.0,20600.0,118577.0,33.04,-11153,-8755,27110
2009-12-30,20400.0,20600.0,249676.0,33.04,-37429,-46941,77990
2010-01-04,20700.0,21950.0,494559.0,27.89,-175563,74423,67340
2010-01-05,22050.0,22300.0,592156.0,28.33,-184390,153160,-16140
2010-01-06,22300.0,22200.0,511698.0,28.21,27750,101590,-124270
2010-01-07,22200.0,21550.0,367498.0,27.38,73577,-56637,-9240
2010-01-08,21550.0,21350.0,343974.0,27.13,23651,-20866,-14310
2010-01-11,21350.0,22350.0,687549.0,28.4,-15821,-38009,59410
2010-01-12,22100.0,21750.0,397401.0,27.63,85391,-117361,29350
2010-01-13,21700.0,21700.0,336771.0,27.57,24108,71532,-100300
2010-01-14,22000.0,22600.0,590858.0,28.71,-145760,266265,-133435
2010-01-15,22700.0,23550.0,642380.0,29.92,-180781,196711,-36710
2010-01-18,23300.0,23550.0,278065.0,29.92,-10419,9989,-13820
2010-01-19,23550.0,23200.0,333556.0,29.48,-63974,52604,-5170
2010-01-20,23500.0,23450.0,304544.0,29.79,-7880,-30940,-2310
2010-01-21,23200.0,22900.0,303139.0,29.09,111666,-39890,-74296
2010-01-22,22500.0,21650.0,605497.0,27.51,201882,-54132,-155300
2010-01-25,21100.0,21900.0,606059.0,27.82,-75538,-86785,156160
2010-01-26,21800.0,21300.0,367896.0,27.06,23550,-33200,18050
2010-01-27,21200.0,20550.0,368803.0,26.11,35807,-84706,52500
2010-01-28,20700.0,20700.0,301645.0,26.3,25796,-56306,36700
2010-01-29,20300.0,19850.0,483309.0,25.22,51961,-61761,-3470
2010-02-01,19750.0,19800.0,271744.0,25.16,67700,-31030,-40590
2010-02-02,20100.0,20100.0,522748.0,25.54,-52468,121446,-82858
2010-02-03,20450.0,20800.0,279760.0,26.43,7197,-22447,11370
2010-02-04,20800.0,21100.0,315265.0,26.81,10410,53870,-59850
2010-02-05,20100.0,20050.0,452396.0,25.47,125974,-3080,-114284
2010-02-08,20100.0,19100.0,412495.0,24.27,31954,44016,-77400
2010-02-09,19000.0,19100.0,330072.0,24.27,66470,-35220,-28860
2010-02-10,19400.0,19250.0,233552.0,24.46,56460,-27700,-27130
2010-02-11,19200.0,19450.0,229330.0,24.71,9880,59580,-74800
2010-02-12,19500.0,19650.0,181244.0,24.97,14290,19050,-36200
2010-02-16,19600.0,19600.0,92938.0,24.9,22221,-14531,-3990
2010-02-17,19900.0,19950.0,128674.0,25.35,-14510,15650,2560
2010-02-18,20050.0,20150.0,124846.0,25.6,-12580,13280,-4400
2010-02-19,20000.0,19350.0,203157.0,24.58,46185,-22745,-19830
2010-02-22,19550.0,19950.0,139074.0,25.35,-27335,5085,8990
2010-02-23,20050.0,20000.0,134615.0,25.41,14030,3460,2720
2010-02-24,19700.0,20050.0,122474.0,25.47,-5740,-7590,5830
2010-02-25,20250.0,19650.0,114030.0,24.97,-19670,33910,-7740
2010-02-26,19850.0,20000.0,90147.0,25.41,-11330,-6380,17430
2010-03-02,20050.0,20850.0,213945.0,26.49,-16875,16355,-1320
2010-03-03,20750.0,20800.0,142730.0,26.43,-14750,34120,-19370
2010-03-04,20800.0,20500.0,158478.0,26.05,-18250,-16530,36080
2010-03-05,20650.0,21500.0,374932.0,27.32,-153610,98050,52680
2010-03-08,21900.0,21850.0,265915.0,27.76,-91960,115770,-14410
2010-03-09,21850.0,22250.0,533578.0,28.27,-230418,131238,110930
2010-03-10,22300.0,21950.0,174009.0,27.89,21009,-7069,-7280
2010-03-11,22200.0,21750.0,440740.0,27.63,-1666,-11424,8260
2010-03-12,21750.0,21950.0,366106.0,27.89,-9355,-65235,75260
2010-03-15,22100.0,21800.0,131497.0,27.7,-24227,45587,-19680
2010-03-16,21800.0,21850.0,171966.0,27.76,-15310,21850,-10370
2010-03-17,22000.0,22200.0,268803.0,28.21,-53264,61314,-5090
2010-03-18,22050.0,22150.0,153683.0,28.14,-20770,51530,-30340
2010-03-19,22250.0,22100.0,149024.0,28.08,-33230,7790,26960
2010-03-22,22250.0,21350.0,250539.0,27.13,42751,-50040,9010
2010-03-23,21550.0,21250.0,222432.0,27.0,43211,-50329,27250
2010-03-24,21550.0,21800.0,283735.0,27.7,51088,-27448,41220
2010-03-25,21900.0,22950.0,827909.0,29.16,-85223,-85470,132610
2010-03-26,23150.0,23000.0,432832.0,29.22,50855,-47785,-15460
