Symbol,삼성전기_시가(원),삼성전기_종가(원),삼성전기_거래량(주),삼성전기_PER(IFRS-연결),삼성전기_순매수수량(개인)(주),삼성전기_순매수수량(기관계)(주),삼성전기_순매수수량(외국인계)(주)
2013-12-17,74500.0,74000.0,287123.0,13.03,59745,-20034,-40731
2013-12-18,73700.0,73000.0,481013.0,12.85,130400,-108940,-20110
2013-12-19,73800.0,72000.0,522166.0,12.68,83053,-59481,-27641
2013-12-20,71700.0,73000.0,395550.0,12.85,661,-18064,12518
2013-12-23,72900.0,72700.0,383061.0,12.8,36202,62615,-122379
2013-12-24,72800.0,72800.0,230644.0,12.82,10407,47726,-54766
2013-12-26,73000.0,73800.0,423639.0,12.99,-219731,198936,22902
2013-12-27,73700.0,74100.0,271181.0,13.04,9385,43240,-53412
2013-12-30,73600.0,73000.0,475697.0,12.85,97513,-79324,-18484
2014-01-02,73000.0,69700.0,1083464.0,16.38,556099,-455537,-105995
2014-01-03,69500.0,69500.0,576640.0,16.33,97088,-70260,-37714
2014-01-06,69600.0,68200.0,567410.0,16.03,144164,-2075,-139758
2014-01-07,67700.0,68300.0,380674.0,16.05,75464,-12394,-68031
2014-01-08,68200.0,67000.0,608026.0,15.74,111682,-28506,-84382
2014-01-09,67100.0,68300.0,651980.0,16.05,-35113,-56951,88553
2014-01-10,68400.0,68100.0,436935.0,16.0,52741,-106987,54030
2014-01-13,68400.0,67600.0,315406.0,15.88,86787,23816,-107941
2014-01-14,67200.0,67600.0,465814.0,15.88,40956,65245,-111112
2014-01-15,68400.0,69100.0,548805.0,16.24,-17637,129357,-114969
2014-01-16,69200.0,71000.0,910820.0,16.68,-100643,99302,-4194
2014-01-17,71200.0,70100.0,369036.0,16.47,44292,17302,-61753
2014-01-20,70000.0,69600.0,319519.0,16.35,20350,33934,-54379
2014-01-21,69200.0,70400.0,459966.0,16.54,-7540,150689,-159091
2014-01-22,70400.0,70500.0,394123.0,16.57,45873,84184,-132447
2014-01-23,71000.0,70500.0,322675.0,16.57,-17166,74372,-62003
2014-01-24,70500.0,69300.0,343868.0,16.28,43610,-39723,-7073
2014-01-27,67700.0,67900.0,403186.0,15.96,64003,18867,-84830
2014-01-28,67000.0,66900.0,466626.0,15.72,103388,-57029,-55436
2014-01-29,67500.0,66700.0,419897.0,15.67,142750,-111001,-29381
2014-02-03,66500.0,65200.0,437712.0,15.32,137650,-72542,-65647
2014-02-04,64100.0,62900.0,890409.0,14.78,103426,-205858,93027
2014-02-05,63300.0,63200.0,316287.0,14.85,52891,-24887,-31218
2014-02-06,63100.0,64000.0,328097.0,15.04,7322,1018,-9836
2014-02-07,65000.0,64700.0,440349.0,15.2,3407,30245,-39260
2014-02-10,64900.0,64800.0,181008.0,15.23,-2566,-759,3242
2014-02-11,64400.0,64700.0,279119.0,15.2,16192,-53125,39568
2014-02-12,65300.0,64800.0,227434.0,15.23,30065,-29093,528
2014-02-13,64800.0,66000.0,563023.0,15.51,-10111,59165,-57867
2014-02-14,66500.0,66900.0,364313.0,15.72,-56625,82271,-22916
2014-02-17,67700.0,66600.0,260159.0,15.65,21240,-60,-19413
2014-02-18,67100.0,66600.0,196597.0,15.65,39892,-14970,-21036
2014-02-19,67100.0,66900.0,567451.0,15.72,110770,-49334,-64593
2014-02-20,66500.0,65600.0,339725.0,15.41,87621,-43784,-42386
2014-02-21,65900.0,68000.0,489287.0,15.98,-21490,37631,-23633
2014-02-24,68000.0,67800.0,367847.0,15.93,57670,-2100,-67178
2014-02-25,68100.0,67500.0,442576.0,15.86,35511,-31370,-2967
2014-02-26,67100.0,67500.0,294019.0,15.86,-40281,64944,-22053
2014-02-27,67400.0,68400.0,462790.0,16.07,-79372,61710,14971
2014-02-28,68600.0,67800.0,422158.0,15.93,-25977,57560,-30148
2014-03-03,67900.0,69400.0,656744.0,16.31,-179511,231836,-47677
2014-03-04,68900.0,69500.0,444209.0,16.33,-57632,37365,16158
2014-03-05,70500.0,69300.0,336231.0,16.28,59426,-52116,8172
2014-03-06,68400.0,68300.0,636556.0,16.05,96816,-139043,47933
2014-03-07,68300.0,67800.0,352300.0,15.93,-59487,42977,17176
2014-03-10,67300.0,67500.0,227327.0,15.86,17387,-36878,22592
2014-03-11,67500.0,65700.0,829197.0,15.44,341319,-285444,-49257
2014-03-12,65300.0,64000.0,506161.0,15.04,210194,-163794,-24209
2014-03-13,64600.0,64400.0,408383.0,15.13,66628,50065,-120912
2014-03-14,63800.0,64800.0,343145.0,15.23,26621,-73254,44726
2014-03-17,64900.0,65400.0,217622.0,15.37,43467,-58542,14980
2014-03-18,65700.0,65500.0,340979.0,15.39,62744,-67112,1809
2014-03-19,66800.0,66300.0,300767.0,15.58,-85651,53635,31440
2014-03-20,66200.0,64900.0,278339.0,15.25,53348,10061,-65638
2014-03-21,65500.0,66500.0,337168.0,15.63,-17244,-11355,27932
2014-03-24,66700.0,67200.0,317941.0,15.79,-45617,68531,-20468
2014-03-25,67200.0,67000.0,308289.0,15.74,71751,8419,-81166
2014-03-26,67500.0,66700.0,356146.0,15.67,87324,16924,-114401
2014-03-27,66700.0,68200.0,667440.0,16.03,-28079,85027,-57113
2014-03-28,68100.0,68200.0,219977.0,16.03,-36516,18773,19718
2014-03-31,68600.0,69300.0,566044.0,16.28,-129149,-54052,179281
2014-04-01,69100.0,69000.0,296854.0,16.21,-22958,46914,-23964
2014-04-02,69300.0,68500.0,357405.0,16.1,-2837,-63019,64840
2014-04-03,68300.0,67000.0,707164.0,15.74,156177,-190394,1601
2014-04-04,67000.0,68300.0,557370.0,16.05,-120548,66551,46265
2014-04-07,68000.0,69100.0,494331.0,16.24,-176489,42396,123834
2014-04-08,69400.0,68900.0,313038.0,16.19,-27264,7515,19512
2014-04-09,69500.0,69500.0,445364.0,16.33,-73183,3812,54960
2014-04-10,70100.0,69800.0,302079.0,16.4,-61225,-58333,113438
2014-04-11,68800.0,69200.0,200286.0,16.26,9405,-40748,30515
2014-04-14,69600.0,72000.0,1196548.0,16.92,-384693,317260,65527
2014-04-15,72800.0,72200.0,594333.0,16.97,-118467,192470,-82225
2014-04-16,72400.0,73900.0,873404.0,17.37,-368464,320144,57873
2014-04-17,74200.0,73700.0,333103.0,17.32,8261,2170,-10072
2014-04-18,73900.0,72800.0,504871.0,17.11,-52457,20312,39579
2014-04-21,73300.0,73000.0,193260.0,17.15,-18158,-14418,34770
2014-04-22,73100.0,73000.0,229529.0,17.15,4286,-9654,-5192
2014-04-23,73100.0,72500.0,216889.0,17.04,-19632,28884,-6741
2014-04-24,72600.0,71100.0,660840.0,16.71,102427,-4843,-107362
2014-04-25,71000.0,69300.0,519165.0,16.28,49088,-87010,33784
2014-04-28,68600.0,69000.0,431957.0,16.21,100855,-91606,-2789
2014-04-29,69100.0,69200.0,329191.0,16.26,43081,18183,-61663
2014-04-30,69200.0,66200.0,1154042.0,15.56,532018,-543265,7990
2014-05-02,66200.0,66500.0,306637.0,15.63,52685,-19266,-30583
2014-05-07,66700.0,65500.0,288787.0,15.39,73839,-7154,-67155
2014-05-08,65200.0,66500.0,630516.0,15.63,-85003,223834,-140606
2014-05-09,67000.0,66800.0,323299.0,15.7,84379,-31648,-51741
2014-05-12,66200.0,64900.0,779767.0,15.25,342918,-283749,-9996
2014-05-13,65500.0,65300.0,414712.0,15.34,92828,-170423,77374
2014-05-14,65500.0,66300.0,406278.0,15.58,76350,-108694,28760
2014-05-15,66200.0,66600.0,239467.0,15.65,-3912,-47382,52648
2014-05-16,66400.0,65600.0,569163.0,15.41,239300,-249596,11546
2014-05-19,65600.0,64600.0,679764.0,15.18,258333,-157600,-110540
2014-05-20,64600.0,64900.0,316641.0,15.25,54103,-56350,-653
2014-05-21,64200.0,64400.0,310936.0,15.13,135408,-96782,-32769
2014-05-22,64400.0,64500.0,332304.0,15.16,169621,-146368,-5542
2014-05-23,64800.0,64200.0,445482.0,15.09,138775,-69893,-68218
2014-05-26,64100.0,64500.0,184197.0,15.16,-15964,-9018,25295
2014-05-27,64800.0,64500.0,325396.0,15.16,106139,-120997,22927
2014-05-28,64200.0,64200.0,360513.0,15.09,133922,-175615,44304
2014-05-29,64100.0,63700.0,460447.0,14.97,106469,-137617,36053
2014-05-30,63900.0,62900.0,452051.0,14.78,105882,-119990,6487
2014-06-02,63000.0,63200.0,213604.0,14.85,9523,-53045,40190
2014-06-03,65100.0,62800.0,658706.0,14.76,245305,-202452,-43689
2014-06-05,62900.0,61700.0,530099.0,14.5,162636,-142499,-23973
2014-06-09,62200.0,63000.0,420803.0,14.8,2087,-66921,54789
2014-06-10,62700.0,62200.0,511026.0,14.62,216106,-138509,-96486
2014-06-11,62200.0,60800.0,924888.0,14.29,264440,-166406,-95281
2014-06-12,60500.0,61000.0,552038.0,14.33,75048,-112577,36777
2014-06-13,61100.0,60300.0,398264.0,14.17,181389,-87355,-88547
2014-06-16,60100.0,60300.0,488371.0,14.17,15145,22196,-39912
2014-06-17,60600.0,60600.0,275037.0,14.24,38341,-28099,-10229
2014-06-18,60700.0,61200.0,284521.0,14.38,-23842,12983,8696
2014-06-19,60900.0,60100.0,583471.0,14.12,123634,-82304,-41184
2014-06-20,59700.0,58500.0,724331.0,13.75,207836,-139532,-66291
2014-06-23,58600.0,57700.0,550132.0,13.56,98279,-82415,-11326
2014-06-24,57100.0,58200.0,328447.0,13.68,-1450,-30299,34004
2014-06-25,57600.0,57400.0,348391.0,13.49,83619,-75663,-6932
2014-06-26,57400.0,57700.0,306129.0,13.56,46172,14429,-61688
2014-06-27,58100.0,58200.0,259296.0,13.68,1455,-13339,6448
2014-06-30,58500.0,58300.0,203561.0,13.7,-16018,-4273,20327
2014-07-01,58000.0,58000.0,153797.0,13.63,26139,4026,-30020
2014-07-02,58400.0,58700.0,398533.0,13.79,-27880,6361,10411
2014-07-03,58700.0,58600.0,311334.0,13.77,62752,-40221,-27530
2014-07-04,58700.0,57600.0,469709.0,13.54,145752,-81336,-68367
2014-07-07,57600.0,57200.0,286414.0,13.44,42062,-76366,33279
2014-07-08,57200.0,57600.0,265009.0,13.54,7568,-16481,15527
2014-07-09,57700.0,58000.0,330122.0,13.63,-9941,15743,-4762
2014-07-10,58100.0,58300.0,364150.0,13.7,-44808,-5695,35518
2014-07-11,58200.0,59000.0,608491.0,13.86,-93236,-31831,126150
2014-07-14,59100.0,59200.0,345222.0,13.91,-86293,-3030,85093
2014-07-15,59300.0,59400.0,358141.0,13.96,-91974,3978,90376
2014-07-16,59700.0,59400.0,264965.0,13.96,-22636,-52510,85281
2014-07-17,59600.0,59600.0,205161.0,14.0,-33119,-33695,67051
2014-07-18,59400.0,59200.0,177137.0,13.91,-7284,-40480,44464
2014-07-21,59400.0,59500.0,206763.0,13.98,-26268,23437,2306
2014-07-22,59500.0,61400.0,644768.0,14.43,-203670,22071,169082
2014-07-23,61700.0,61900.0,454293.0,14.55,-90291,21712,80582
2014-07-24,62300.0,60600.0,365904.0,14.24,34382,2445,-32326
2014-07-25,60700.0,60600.0,226694.0,14.24,-20278,32410,-10874
2014-07-28,60800.0,60400.0,329446.0,14.19,-29167,-8868,30600
2014-07-29,60500.0,62200.0,637846.0,14.62,-245070,210732,42159
2014-07-30,62300.0,62000.0,595934.0,14.57,-109193,20192,75624
2014-07-31,62200.0,63300.0,712804.0,14.87,-364874,-20103,389053
2014-08-01,62600.0,61700.0,467662.0,14.5,40815,14104,-56395
2014-08-04,62000.0,61100.0,287104.0,14.36,34072,-1755,-32541
2014-08-05,61300.0,60900.0,177377.0,14.31,13574,-19800,6191
2014-08-06,60900.0,59600.0,358391.0,14.0,33011,13650,-46148
2014-08-07,59500.0,59200.0,262721.0,13.91,41452,-19996,-21400
2014-08-08,59200.0,58700.0,262864.0,13.79,-9148,-12595,22771
2014-08-11,58700.0,59100.0,204058.0,13.89,15366,-60105,43074
2014-08-12,59200.0,59100.0,145708.0,13.89,9728,-9843,3411
2014-08-13,59200.0,59600.0,187018.0,14.0,-38124,-49212,88423
2014-08-14,59400.0,58800.0,283589.0,13.82,60486,-17489,-44106
2014-08-18,58400.0,58300.0,181198.0,13.7,7342,-6700,-570
2014-08-19,58300.0,58300.0,174954.0,13.7,24198,-49457,26077
2014-08-20,58300.0,57700.0,261409.0,13.56,19416,-30886,11113
2014-08-21,57400.0,56800.0,321610.0,13.35,77421,-53162,-26643
2014-08-22,57200.0,55800.0,377533.0,13.11,74697,-25940,-45292
2014-08-25,55300.0,54700.0,504150.0,12.85,32343,-1793,-32030
2014-08-26,54600.0,54200.0,541707.0,12.74,82832,-117281,34740
2014-08-27,54500.0,53300.0,800182.0,12.52,213916,-202534,-12989
2014-08-28,53600.0,53800.0,331063.0,12.64,-31765,4675,28171
2014-08-29,53800.0,54900.0,525160.0,12.9,-32463,28520,-3071
2014-09-01,55400.0,55100.0,318088.0,12.95,63021,25088,-86857
2014-09-02,55200.0,54500.0,254586.0,12.81,22789,16325,-44478
2014-09-03,54400.0,52900.0,400428.0,12.43,84253,-83797,-2772
2014-09-04,53500.0,54800.0,446058.0,12.88,-44254,55949,-13144
2014-09-05,54900.0,54100.0,192863.0,12.71,26150,-7779,-19371
2014-09-11,54300.0,55200.0,342485.0,12.97,-79769,37970,52805
2014-09-12,55300.0,54700.0,257913.0,12.85,46202,-4922,-40897
2014-09-15,54600.0,54000.0,140832.0,12.69,-8523,34490,-24812
2014-09-16,53800.0,54400.0,116207.0,12.78,-4046,18514,-14421
2014-09-17,54500.0,54200.0,199846.0,12.74,18898,-31173,1397
2014-09-18,54200.0,53700.0,196348.0,12.62,11612,-27348,-89
2014-09-19,53800.0,53400.0,272506.0,12.55,24267,-33163,8886
2014-09-22,54300.0,53900.0,220690.0,12.67,13220,678,-13950
2014-09-23,53800.0,53100.0,254539.0,12.48,62407,-32400,-31857
2014-09-24,53000.0,51500.0,593920.0,12.1,115583,-158081,48365
2014-09-25,51800.0,50400.0,543871.0,11.84,98555,-133386,39236
2014-09-26,50000.0,53400.0,846385.0,12.55,-260662,253695,-6464
2014-09-29,54200.0,50900.0,846708.0,11.96,252451,-227707,-33913
2014-09-30,50600.0,49500.0,641633.0,11.63,126274,-135444,1982
2014-10-01,49150.0,46900.0,933352.0,11.02,230924,-259814,47909
2014-10-02,46000.0,46350.0,659863.0,10.89,85050,-138933,89333
2014-10-06,46400.0,45900.0,381862.0,10.79,52755,-46416,-6509
2014-10-07,45800.0,46350.0,408227.0,10.89,-14220,-10875,24475
2014-10-08,45850.0,44900.0,635631.0,10.55,171529,-174177,12975
2014-10-10,44600.0,43400.0,690594.0,10.2,127611,-287643,156868
2014-10-13,42600.0,42900.0,509331.0,10.08,-36701,-18017,55775
2014-10-14,43050.0,43350.0,384591.0,10.19,-37787,55935,-18085
2014-10-15,43350.0,41850.0,534990.0,9.83,87825,-83616,-4274
2014-10-16,41450.0,40250.0,655654.0,9.46,24358,-63566,39179
2014-10-17,40300.0,40700.0,427022.0,9.56,14734,16649,-31401
2014-10-20,41200.0,41150.0,492373.0,9.67,156233,-38383,-118426
2014-10-21,40950.0,40000.0,462317.0,9.4,96056,-31162,-65421
2014-10-22,40650.0,40750.0,474522.0,9.58,-4410,18939,-15529
2014-10-23,40850.0,40150.0,429123.0,9.43,32371,26469,-63409
2014-10-24,40300.0,40750.0,596709.0,9.58,-4426,250283,-245411
2014-10-27,40950.0,41450.0,427036.0,9.74,-15123,107588,-94942
2014-10-28,41750.0,41450.0,453534.0,9.74,-3891,124766,-116608
2014-10-29,41950.0,45000.0,1028429.0,10.57,-247935,151867,118298
2014-10-30,45200.0,47000.0,1281665.0,11.04,-159078,13688,160905
2014-10-31,47400.0,48700.0,1560036.0,11.44,-358386,53307,275865
2014-11-03,49200.0,45500.0,1250643.0,10.69,133921,-226424,102561
2014-11-04,45350.0,46950.0,1085661.0,11.03,17930,-65325,42380
2014-11-05,46450.0,45650.0,487693.0,10.73,44798,56577,-100039
2014-11-06,46000.0,49400.0,928427.0,11.61,-255053,238427,-10857
2014-11-07,49450.0,52500.0,1460223.0,12.34,-375610,179073,193535
2014-11-10,53200.0,54600.0,1250430.0,12.83,-365849,165920,173513
2014-11-11,55000.0,55200.0,815292.0,12.97,-248074,47047,180633
2014-11-12,55400.0,54800.0,606556.0,12.88,-101875,67732,36586
2014-11-13,55300.0,54200.0,777954.0,12.74,11991,-106907,91157
2014-11-14,54000.0,53200.0,675909.0,12.5,-85573,25257,67012
2014-11-17,52800.0,55400.0,633500.0,13.02,-201736,222215,-19587
2014-11-18,55400.0,54400.0,431273.0,12.78,11814,65542,-76223
2014-11-19,55000.0,54100.0,518937.0,12.71,-68627,64166,-20699
2014-11-20,54000.0,54900.0,378817.0,12.9,-150046,143035,7057
2014-11-21,55700.0,55500.0,461579.0,13.04,-91320,130311,-62271
2014-11-24,56300.0,56000.0,352279.0,13.16,-111835,113181,-2708
2014-11-25,56000.0,55600.0,352102.0,13.07,-26740,84662,-58416
2014-11-26,56400.0,60000.0,1623829.0,14.1,-507989,157351,368538
2014-11-27,60900.0,60500.0,1189207.0,14.22,-244273,23299,224626
2014-11-28,61000.0,60800.0,522587.0,14.29,-161926,-19068,182805
2014-12-01,60800.0,58500.0,585451.0,13.75,-54331,17254,28321
2014-12-02,58000.0,59700.0,413172.0,14.03,-36032,-9025,53045
2014-12-03,59500.0,57800.0,523820.0,13.58,53739,-96523,45256
2014-12-04,57400.0,57600.0,456176.0,13.54,33342,-179987,152300
2014-12-05,58200.0,59900.0,499840.0,14.08,-162414,-7687,182663
2014-12-08,60300.0,60700.0,332386.0,14.26,-62253,-53153,116078
2014-12-09,61000.0,60600.0,337838.0,14.24,-143535,49627,94974
2014-12-10,60400.0,59300.0,298487.0,13.93,-5989,-44145,45212
2014-12-11,58800.0,59500.0,457337.0,13.98,-63147,88176,-39207
2014-12-12,59200.0,58900.0,304562.0,13.84,-49996,73079,-22606
2014-12-15,57400.0,59500.0,255965.0,13.98,-67109,68992,-1232
2014-12-16,59500.0,59300.0,215493.0,13.93,-67399,46260,21193
2014-12-17,59500.0,58000.0,305975.0,13.63,-40254,8107,32041
2014-12-18,59600.0,57900.0,252581.0,13.61,-70513,-16595,88247
2014-12-19,58500.0,56700.0,477087.0,13.32,22262,-18914,-178
2014-12-22,56700.0,57700.0,323681.0,13.56,-60203,-67785,128738
2014-12-23,57800.0,58000.0,195106.0,13.63,-51381,-17537,77215
2014-12-24,58000.0,57800.0,125584.0,13.58,-26993,134,27824
2014-12-26,57800.0,57900.0,169874.0,13.61,-72759,61344,13256
2014-12-29,58100.0,56800.0,193029.0,13.35,28168,-38083,9725
2014-12-30,57300.0,54700.0,568553.0,12.85,40428,-154004,113011
2015-01-02,54300.0,55500.0,291869.0,8.57,-37182,-53254,96852
2015-01-05,55500.0,58700.0,485533.0,9.06,-157192,176664,-20455
2015-01-06,58000.0,57100.0,352475.0,8.81,2814,106907,-105760
2015-01-07,57000.0,56700.0,288120.0,8.75,7042,106759,-112226
2015-01-08,58400.0,60000.0,577539.0,9.26,-201640,217989,-12722
2015-01-09,61000.0,61900.0,756667.0,9.56,-340974,325225,19414
2015-01-12,61500.0,62600.0,376604.0,9.66,-194414,97847,97593
2015-01-13,62600.0,62200.0,361756.0,9.6,-135791,99987,34477
2015-01-14,62900.0,63700.0,566365.0,9.83,-192045,172043,24465
2015-01-15,63600.0,63500.0,479919.0,9.8,-45910,21237,24375
2015-01-16,63700.0,62200.0,299933.0,9.6,-13259,12723,-3530
2015-01-19,62400.0,63400.0,347035.0,9.79,-138313,83424,58212
2015-01-20,63900.0,63800.0,345999.0,9.85,-86698,-18882,109276
2015-01-21,63800.0,65400.0,539556.0,10.1,-296021,87562,211396
2015-01-22,65900.0,65900.0,413267.0,10.17,-122150,88233,29206
2015-01-23,66200.0,65900.0,258374.0,10.17,-59731,36219,18480
2015-01-26,65900.0,65400.0,166892.0,10.1,-29636,-3103,33290
2015-01-27,66000.0,66900.0,523848.0,10.33,-158537,-71903,266068
2015-01-28,65500.0,63900.0,925044.0,9.86,240181,-308796,60203
2015-01-29,63300.0,64400.0,516010.0,9.94,-105279,-42832,121430
2015-01-30,66300.0,67000.0,955361.0,10.34,-339747,80759,265013
2015-02-02,67200.0,66900.0,515216.0,10.33,-15026,-105421,81968
2015-02-03,67200.0,67400.0,455031.0,10.4,-128204,-96873,188664
2015-02-04,67900.0,67800.0,348729.0,10.47,-146198,-4920,71783
2015-02-05,67800.0,67800.0,206638.0,10.47,-56079,9951,30587
2015-02-06,67700.0,68100.0,215742.0,10.51,-101664,27352,49725
2015-02-09,68600.0,67500.0,303015.0,10.42,-72552,6646,23632
2015-02-10,67300.0,67700.0,174417.0,10.45,-35737,-2841,15015
2015-02-11,67400.0,67200.0,270932.0,10.37,-56902,-26117,31137
2015-02-12,66500.0,65600.0,381404.0,10.13,18260,-137430,49975
2015-02-13,65800.0,66900.0,325345.0,10.33,-69249,-95665,129493
2015-02-16,66400.0,66300.0,195231.0,10.23,-10701,-73275,41892
2015-02-17,66000.0,66600.0,163104.0,10.28,-45284,-33324,31444
2015-02-23,67600.0,68900.0,459417.0,10.64,-179733,8965,141384
2015-02-24,68300.0,68800.0,272528.0,10.62,-72843,5079,42496
2015-02-25,69400.0,68400.0,277084.0,10.56,-20227,-34448,5028
2015-02-26,68900.0,68000.0,365085.0,10.5,-3747,-91582,29897
2015-02-27,67600.0,68900.0,311462.0,10.64,-96947,-26584,82973
2015-03-02,69000.0,70900.0,714988.0,10.94,-265834,184715,94952
2015-03-03,72100.0,71800.0,620786.0,11.08,-160375,103518,4223
2015-03-04,71800.0,72300.0,340428.0,11.16,-120946,51648,40324
2015-03-05,72200.0,72700.0,309654.0,11.22,-102073,68019,-7579
2015-03-06,72300.0,71700.0,408035.0,11.07,-21732,-16302,-64229
2015-03-09,71100.0,71200.0,234328.0,10.99,-28325,6096,-22225
2015-03-10,72300.0,74600.0,1012975.0,11.52,-330132,160677,137309
2015-03-11,74200.0,77400.0,1316042.0,11.95,-292821,156442,127073
2015-03-12,78100.0,78600.0,1040072.0,12.13,-325513,88378,156299
2015-03-13,79500.0,78900.0,546548.0,12.18,-134381,-57608,141581
2015-03-16,78400.0,78700.0,465656.0,12.15,-112117,39105,12075
2015-03-17,79300.0,79400.0,404793.0,12.26,-147348,-26474,139679
2015-03-18,79900.0,78700.0,511001.0,12.15,-124659,-77650,126375
2015-03-19,79300.0,77600.0,572895.0,11.98,-40580,-207529,160622
2015-03-20,78300.0,78200.0,327111.0,12.07,-37466,-67094,104555
2015-03-23,78200.0,78400.0,255117.0,12.1,-31107,16992,2036
2015-03-24,78700.0,79500.0,416462.0,12.27,-98971,94268,-53522
2015-03-25,80000.0,81800.0,827566.0,12.63,-387485,381192,5061
2015-03-26,81300.0,80000.0,470161.0,12.35,2336,30816,-104497
2015-03-27,80200.0,80700.0,308433.0,12.46,-66597,-9887,56765
2015-03-30,81400.0,80300.0,258733.0,12.4,-15877,40720,-71237
2015-03-31,80100.0,76900.0,1311200.0,11.87,195568,-92782,-129793
2015-04-01,76000.0,72700.0,1712489.0,11.22,159124,-102892,-134242
2015-04-02,73400.0,74600.0,1071638.0,11.52,-104650,136327,-44073
2015-04-03,74000.0,74700.0,371103.0,11.53,5315,23137,-25971
2015-04-06,74100.0,75200.0,469192.0,11.61,-88972,96100,-8978
2015-04-07,75600.0,74700.0,385060.0,11.53,-15424,23498,-7309
2015-04-08,74700.0,74000.0,388098.0,11.42,-18174,6610,15563
2015-04-09,74500.0,75200.0,419557.0,11.61,-52881,48381,9650
2015-04-10,75700.0,76200.0,426400.0,11.76,-73868,39083,35192
2015-04-13,76700.0,76600.0,449567.0,11.82,-18696,769,24011
2015-04-14,77000.0,76000.0,310516.0,11.73,18728,-12442,-5841
2015-04-15,75600.0,75300.0,490961.0,11.62,76975,-139154,64278
2015-04-16,75400.0,74200.0,504872.0,11.45,128244,-114121,-26572
2015-04-17,74700.0,74000.0,391715.0,11.42,31793,-109365,81572
2015-04-20,73300.0,72800.0,581622.0,11.24,162419,-134902,-32263
2015-04-21,73200.0,70600.0,1442112.0,10.9,332726,-245171,-70833
2015-04-22,70600.0,68800.0,870479.0,10.62,136574,-105694,-41936
2015-04-23,69200.0,72200.0,826755.0,11.15,-197087,23959,174445
2015-04-24,72300.0,69800.0,1156761.0,10.77,303835,-189544,-153686
2015-04-27,71000.0,67900.0,1054850.0,10.48,307508,-213807,-95787
2015-04-28,68300.0,66200.0,861349.0,10.22,267992,-191891,-73450
2015-04-29,66700.0,66800.0,450086.0,10.31,18305,1509,-17762
2015-04-30,66200.0,67500.0,611870.0,10.42,-17722,5401,11796
2015-05-04,68000.0,66300.0,287890.0,10.23,54500,-41493,-17054
2015-05-06,65900.0,62400.0,708028.0,9.63,175645,-77401,-100528
2015-05-07,62000.0,63700.0,576628.0,9.83,-75108,-8619,84728
2015-05-08,64300.0,63200.0,210438.0,9.76,49148,-62028,14813
2015-05-11,63300.0,62900.0,369684.0,9.71,100482,-68224,-32551
2015-05-12,63100.0,62200.0,326069.0,9.6,85752,-73586,-12478
2015-05-13,61900.0,61200.0,464092.0,9.45,133999,-183642,42271
2015-05-14,61200.0,64800.0,765290.0,10.0,-176317,23621,157804
2015-05-15,65500.0,64700.0,514407.0,9.99,-30251,-55478,85684
2015-05-18,64500.0,62700.0,344402.0,9.68,90348,-54005,-36713
2015-05-19,63000.0,63300.0,313257.0,9.77,54551,-44872,-10116
2015-05-20,63300.0,64700.0,385572.0,9.99,-49694,142793,-99016
2015-05-21,64600.0,62300.0,453599.0,9.62,145023,-90536,-56168
2015-05-22,62100.0,64000.0,354115.0,9.88,-45619,29361,14129
2015-05-26,64400.0,63400.0,271748.0,9.79,23317,21413,-47135
2015-05-27,62600.0,61400.0,464614.0,9.48,150687,-95486,-66026
2015-05-28,62100.0,57400.0,1382763.0,8.86,641833,-571469,-71717
2015-05-29,57300.0,55200.0,1462929.0,8.52,413793,-486424,54448
2015-06-01,56100.0,58200.0,821021.0,8.98,-136400,96299,40484
2015-06-02,58900.0,60600.0,979426.0,9.35,-126956,86471,39734
2015-06-03,60400.0,57900.0,724153.0,8.94,110645,-95103,-12886
2015-06-04,57200.0,57700.0,409065.0,8.91,75176,-29157,-46260
2015-06-05,57700.0,57700.0,243357.0,8.91,4204,-27330,22716
2015-06-08,57300.0,55600.0,496026.0,8.58,240643,-69244,-177697
2015-06-09,55600.0,55600.0,429414.0,8.58,65300,178,-65281
2015-06-10,56100.0,57300.0,466402.0,8.85,-19242,38572,-18816
2015-06-11,58000.0,57900.0,596489.0,8.94,50864,87431,-141720
2015-06-12,57700.0,55500.0,507114.0,8.57,284741,-112305,-182831
2015-06-15,55200.0,55600.0,187850.0,8.58,-8239,-15795,21704
2015-06-16,55300.0,53100.0,482851.0,8.2,129979,-83879,-52926
2015-06-17,53500.0,53400.0,349063.0,8.24,31019,-40160,8967
2015-06-18,53300.0,51600.0,576093.0,7.97,145503,-58231,-87681
2015-06-19,51200.0,51700.0,541395.0,7.98,-74262,-8733,82992
2015-06-22,51400.0,51800.0,218427.0,8.0,17508,-49517,32078
2015-06-23,52300.0,53400.0,420114.0,8.24,-37141,-24892,55700
2015-06-24,54100.0,53900.0,311541.0,8.32,4581,342,-11555
2015-06-25,53400.0,54300.0,262793.0,8.38,-18248,-21684,39901
2015-06-26,54000.0,52500.0,400079.0,8.1,174783,-111315,-71465
2015-06-29,51500.0,50800.0,325294.0,7.84,65481,-59431,-13171
2015-06-30,50100.0,51100.0,293483.0,7.89,-17916,-17115,34309
2015-07-01,50900.0,52200.0,287164.0,8.06,-35323,1539,34232
2015-07-02,52700.0,51600.0,242726.0,7.97,48401,-9719,-33850
2015-07-03,51400.0,51100.0,173772.0,7.89,-26055,48502,-23644
