Symbol,삼성전기_시가(원),삼성전기_종가(원),삼성전기_거래량(주),삼성전기_PER(IFRS-연결),삼성전기_순매수수량(개인)(주),삼성전기_순매수수량(기관계)(주),삼성전기_순매수수량(외국인계)(주)
2000-01-04,76000,81000,607520,,78220,-109150,68860
2000-01-05,77000,78800,492588,,8110,-15870,5430
2000-01-06,79000,76000,473870,,-9230,-58290,22210
2000-01-07,73600,75000,294910,,-24180,-6750,30510
2000-01-10,75000,76300,321110,,-12730,-4860,23150
2000-01-11,76500,79900,739761,,-64380,-7200,-12320
2000-01-12,78000,76200,295561,,190,45480,-55390
2000-01-13,76000,77000,305524,,-22476,43230,-20274
2000-01-14,77000,76000,195540,,6130,-29750,20620
2000-01-17,76100,80000,399958,,-113050,5510,48120
2000-01-18,80000,85000,1163710,,-181170,-208260,323400
2000-01-19,84500,83100,796020,,-58670,-59280,133710
2000-01-20,83100,85000,492354,,-54536,-13544,63440
2000-01-21,85000,84000,281447,,-53470,42780,14350
2000-01-24,84600,84000,247402,,-43478,12818,31870
2000-01-25,82000,80500,287280,,-15760,5560,8490
2000-01-26,80500,78500,211596,,-39090,38400,5340
2000-01-27,77100,78100,214730,,16100,-5580,-10500
2000-01-28,78500,80900,274000,,-23380,37740,10620
2000-01-31,80000,82000,283620,,-70690,44650,5950
2000-02-01,81500,80300,245011,,-9300,-35340,26450
2000-02-02,80000,81700,381528,,-26303,-32820,60163
2000-02-03,82900,81700,207425,,-13840,-22470,36180
2000-02-07,82000,85700,571324,,-45967,697,62370
2000-02-08,87000,85700,576920,,-123080,-27750,163180
2000-02-09,86300,88600,845535,,-208535,15825,254500
2000-02-10,87200,88600,446032,,13820,-56870,210
2000-02-11,89500,86000,261981,,-21520,-3320,19720
2000-02-14,84100,82500,401061,,-48250,-5450,85350
2000-02-15,82500,80000,333620,,-13080,57180,-31700
2000-02-16,80400,79900,347096,,-31570,59200,-11670
2000-02-17,80000,82400,420231,,11676,-32550,78474
2000-02-18,82400,80000,482862,,15310,-122090,95980
2000-02-21,80000,79900,228370,,-6050,25550,-9810
2000-02-22,77100,77000,230460,,-11160,41770,-33230
2000-02-23,80000,77000,297113,,7000,13400,2530
2000-02-24,77500,77500,236498,,14433,-31013,4180
2000-02-25,76800,76000,215029,,-43119,16779,23330
2000-02-28,73600,70500,236389,,-29951,-6229,29220
2000-02-29,71000,68600,370610,,23220,2870,-28950
2000-03-02,72500,78500,551951,,-50139,-2170,49039
2000-03-03,80000,77600,306680,,-85980,-37630,122410
2000-03-06,79000,82500,485205,,-94295,-229620,323535
2000-03-07,81000,80300,237130,,-55450,-25510,89910
2000-03-08,79500,80200,199650,,-27820,-40290,67400
2000-03-09,80500,76200,421510,,37860,-11300,-27810
2000-03-10,79900,79200,433050,,-70138,-142270,212728
2000-03-13,80200,79900,299995,,-46535,-119380,178295
2000-03-14,79000,78800,269960,,-46690,-82120,139570
2000-03-15,78500,78900,276023,,-35960,-125270,161470
2000-03-16,81800,81400,645320,,-141890,-202420,375900
2000-03-17,82900,83300,278520,,-90810,-33890,124300
2000-03-20,84700,81500,182740,,-19916,28646,-15890
2000-03-21,80100,82000,157381,,-41466,44560,-6344
2000-03-22,82500,80600,398610,,46860,7340,-99480
2000-03-23,80600,79100,287840,,740,-21020,17460
2000-03-24,80000,80000,315544,,14560,30190,-81250
2000-03-27,80500,80000,291682,,-31390,55810,-47320
2000-03-28,79500,79600,320836,,25770,-12680,-68450
2000-03-29,79600,78900,391509,,81323,-2203,-99320
2000-03-30,78900,79500,578570,,48340,146380,-210740
2000-03-31,78900,77200,389400,,-9550,68550,-74470
2000-04-03,77200,77000,289330,,-11820,-33010,55170
2000-04-04,77000,78000,362999,,-75110,30160,50090
2000-04-06,79800,80000,475540,,-39365,-145645,196520
2000-04-07,79500,80900,456470,,-24820,-18550,24170
2000-04-10,82900,87700,1220913,,-113036,-284990,406616
2000-04-11,86700,87800,606439,,-126910,-65890,166770
2000-04-12,87000,86800,425127,,-52150,-43690,91220
2000-04-14,87300,83000,437848,,-55640,-63430,169160
2000-04-17,70800,70900,559981,,-70620,184630,-69340
2000-04-18,74800,75900,555439,,54130,-113470,62800
2000-04-19,78000,77300,425291,,-63799,-146135,214144
2000-04-20,76000,77500,124762,,-17028,128,26680
2000-04-21,76600,77500,242131,,24090,70900,-131910
2000-04-24,78000,75400,142320,,-10690,19380,-13250
2000-04-25,74100,75300,149993,,-24263,-10550,39623
2000-04-26,76500,71500,241804,,27074,-49920,32936
2000-04-27,71500,72100,234130,,6170,290,3490
2000-04-28,73700,75500,276467,,-28380,-57280,94270
2000-05-02,75900,80000,522190,,-86150,-119760,238330
2000-05-03,80000,80900,274483,,-59480,-51360,112850
2000-05-04,80900,82000,196826,,-57090,-35210,95680
2000-05-08,82000,83000,225970,,-59849,-1311,60770
2000-05-09,82000,82000,166622,,-23370,30490,11380
2000-05-10,82000,81000,227252,,-19323,41243,-13120
2000-05-12,81000,80800,328375,,-34875,-126660,175435
2000-05-15,80000,79400,185320,,-23707,52997,25670
2000-05-16,77100,79200,303130,,21592,68028,-59630
2000-05-17,80500,79100,412751,,-11200,-176540,146090
2000-05-18,79000,78900,337378,,-36430,-32580,82180
2000-05-19,79400,78800,256600,,-19010,-80240,110390
2000-05-22,77100,77000,423060,,-1340,-159650,209400
2000-05-23,75500,73900,474132,,-7300,-81300,156070
2000-05-24,71500,66000,699241,,148028,-95268,13130
2000-05-25,66000,66900,944580,,196230,-207910,1590
2000-05-26,66000,61600,766985,,38910,-45240,19710
2000-05-29,55100,63000,438231,,-66580,-64650,131750
2000-05-30,65000,68000,354730,,-940,-74640,92050
2000-05-31,71000,71000,705522,,-84380,-95440,192250
2000-06-01,72000,72800,374305,,-44590,-80550,115020
2000-06-02,75000,74000,583449,,-100908,-218660,323478
2000-06-05,76000,74100,461109,,42399,-142279,98380
2000-06-07,74000,74100,427066,,-10,-91480,110590
2000-06-08,74100,69300,577861,,155428,-192838,25120
2000-06-09,69300,74500,550402,,-45180,-32280,64180
2000-06-12,74500,74000,342499,,-12820,-81150,94520
2000-06-13,72900,73100,291231,,-43400,-81620,129050
2000-06-14,72500,71700,388361,,99599,71460,-145939
2000-06-15,71700,68000,241866,,31217,-32990,2309
2000-06-16,66100,68000,334310,,6200,101010,-109310
2000-06-19,65200,67500,226774,,-13056,73746,-60640
2000-06-20,67000,70000,365650,,-55870,58380,-2610
2000-06-21,71000,68800,199609,,35700,-14460,-26900
2000-06-22,69400,68500,280880,,-9179,18139,-20900
2000-06-23,67500,67700,225940,,46510,-20140,-36800
2000-06-26,67500,68000,281598,,-27141,132381,-128270
2000-06-27,68700,68900,327796,,-6100,130540,-118550
2000-06-28,68900,68900,357117,,-5593,17010,13163
2000-06-29,70000,71600,748600,,-2120,-179120,182940
2000-06-30,71000,69900,657918,,49858,242022,-308950
2000-07-03,69900,69600,247720,,10720,47760,-42380
2000-07-04,69600,68800,203680,,3750,9050,-9760
2000-07-05,68800,70000,473950,,-31720,-21300,53290
2000-07-06,69000,68700,598210,,126090,172300,-338530
2000-07-07,67300,64500,1191959,,587288,-24570,-615958
2000-07-10,63000,61700,1058325,,288975,-18345,-290420
2000-07-11,62500,62000,842913,,173240,-212780,60260
2000-07-12,61100,61000,557190,,116170,4460,-130180
2000-07-13,60000,61200,553960,,53080,-24400,-92100
2000-07-14,61000,60500,284036,,41870,-27660,-14720
2000-07-18,60000,61000,293860,,23660,-8510,-26150
2000-07-19,60600,58500,291591,,-44860,49410,-38320
2000-07-20,56100,58200,412062,,-68130,113860,-43650
2000-07-21,58500,57100,256140,,50000,-74320,5430
2000-07-24,57100,55800,585888,,-52832,-88438,118570
2000-07-25,56500,55900,362601,,41071,-71161,28370
2000-07-26,56000,55000,566661,,28470,22700,-48690
2000-07-27,55100,56000,355643,,-32420,61450,-43180
2000-07-28,54000,50700,1132365,,191083,298060,-556423
2000-07-31,49000,50000,767405,,76090,126380,-204760
2000-08-01,50000,51300,695751,,-17570,59610,-10390
2000-08-02,50100,50500,353847,,-5100,43740,-45530
2000-08-03,50300,49900,322665,,45040,-7770,-31490
2000-08-04,49500,48000,439484,,125374,-11503,-102120
2000-08-07,47000,46000,496540,,250,55320,-86070
2000-08-08,46100,45000,710192,,36190,-44120,-41160
2000-08-09,45000,46350,1218907,,123736,53674,-186960
2000-08-10,47000,50000,1365271,,69220,11100,-120490
2000-08-11,49500,51300,1217820,,-87600,150410,-40210
2000-08-14,53000,49300,761540,,221500,-129010,-120060
2000-08-16,49600,49100,868880,,165170,184870,-358860
2000-08-17,49100,47000,716781,,266200,-82990,-186910
2000-08-18,47000,48400,1483595,,165810,-116370,-79910
2000-08-21,48000,50300,1663202,,-115130,-28030,188990
2000-08-22,51100,50800,802667,,-97910,103830,-430
2000-08-23,50200,48800,623449,,41990,12150,-178060
2000-08-24,49000,47000,934593,,241800,-25240,-332140
2000-08-25,45150,47050,706521,,75308,50662,-154880
2000-08-28,46200,47250,540656,,-75960,45010,-44090
2000-08-29,47700,48000,699413,,-137740,56010,100430
2000-08-30,48450,48050,366274,,-115330,33080,-93490
2000-08-31,47450,47100,371940,,-92410,5600,-9630
2000-09-01,46100,46700,307145,,-24820,-32740,-74230
2000-09-04,46000,45700,230140,,11810,-33150,-59350
2000-09-05,45700,44500,665630,,47090,52440,-225460
2000-09-06,44050,43950,461632,,-26200,20830,-69420
2000-09-07,43000,42300,621670,,-28630,109900,-193460
2000-09-08,42350,41950,485421,,-34151,-66709,107340
2000-09-14,41500,41550,684594,,45720,45240,-164970
2000-09-15,41000,40000,585430,,87540,24760,-214470
2000-09-18,36600,35500,757630,,-31630,101060,-106620
2000-09-19,34700,35350,436420,,-35940,9060,-21070
2000-09-20,36700,37600,606335,,125568,-101928,16000
2000-09-21,37000,35100,430862,,-30938,107130,-88232
2000-09-22,33300,31400,1044570,,171520,138250,-327540
2000-09-25,32000,33400,634297,,-80887,30617,56740
2000-09-26,33100,34500,657312,,-109680,195260,-91280
2000-09-27,33800,36700,436182,,-131060,77920,38860
2000-09-28,37000,37000,454390,,-76645,-54085,125940
2000-09-29,37900,37700,436120,,-21900,-8080,16940
2000-10-02,36100,36500,211590,,-56230,7290,56490
2000-10-04,36000,38000,294546,,-90296,35896,30550
2000-10-05,39000,37300,366712,,-6830,34620,-5650
2000-10-06,37000,37500,313554,,-35210,-65720,150430
2000-10-09,37600,36700,215980,,-7590,-34750,44490
2000-10-10,35800,35800,310100,,25700,5810,-25510
2000-10-11,35050,32900,396570,,99880,-28900,-74980
2000-10-12,31700,31000,398740,,129520,-43750,-78350
2000-10-13,28600,30500,549170,,38110,30210,-63790
2000-10-16,34500,32300,621570,,102510,-69930,30790
2000-10-17,31500,31000,359760,,-104860,75820,38300
2000-10-18,30000,31000,375080,,-30220,48720,15890
2000-10-19,30500,31200,471080,,-2540,26950,-4910
2000-10-20,33100,35850,1106190,,-220170,76010,174060
2000-10-23,37600,34400,907590,,85450,6650,-62400
2000-10-24,35400,36100,750970,,72990,-72470,-12860
2000-10-25,35400,35600,504260,,-19130,60150,-48770
2000-10-26,34000,34500,406510,,-98470,86300,12180
2000-10-27,35300,33700,412600,,-27370,59140,-49400
2000-10-30,33750,34250,266780,,-50570,55460,1730
2000-10-31,34250,36400,616570,,12430,41000,-51150
2000-11-01,37800,39900,1387300,,21610,37010,-35300
2000-11-02,39100,39900,1048640,,-110620,226670,-118610
2000-11-03,40200,39600,748620,,4690,22290,-20720
2000-11-06,38350,35800,3031570,,996400,-1012040,39740
2000-11-07,35800,35100,1344550,,275230,-294580,19540
2000-11-08,35000,35050,856790,,-51120,157740,-99990
2000-11-09,34500,35350,531390,,-93490,92000,5990
2000-11-10,35100,35800,397080,,-74270,56580,53560
2000-11-13,35050,33700,404430,,21620,-40140,13110
2000-11-14,33850,34500,317920,,38090,3310,-34110
2000-11-15,35300,35150,632290,,-109650,104970,5350
2000-11-16,35500,35300,229200,,-52630,52020,970
2000-11-17,34600,34300,646780,,52990,140830,-184680
2000-11-20,33800,33100,256270,,9590,-2350,-20840
2000-11-21,32300,32800,312580,,-52280,91970,-35450
2000-11-22,31600,32000,305000,,51380,27430,-90910
2000-11-23,31000,31100,325890,,-125530,163260,-34970
2000-11-24,31350,32200,309430,,23120,-18560,3360
2000-11-27,33000,34100,501450,,-65190,79600,7630
2000-11-28,33200,33250,274420,,-101810,73480,28690
2000-11-29,32100,31550,409680,,86460,42160,-109000
2000-11-30,31600,31100,273790,,45640,65880,-106620
2000-12-01,30450,32500,724730,,-101760,392440,-247770
2000-12-04,32500,31500,286410,,-16630,73030,-58330
2000-12-05,31650,32100,506060,,-6440,90090,-79150
2000-12-06,33500,32000,1038870,,-123940,170950,10480
2000-12-07,31800,31400,273660,,13650,19660,-18410
2000-12-08,31400,32200,309940,,-36910,97690,-4200
2000-12-11,33000,33000,574580,,-149600,186280,-30970
2000-12-12,32950,34000,1150030,,-177910,-87540,303180
2000-12-13,33400,35400,805530,,-78510,68770,37720
2000-12-14,34900,36150,870550,,26810,-166520,138760
2000-12-15,36000,35700,539670,,-63410,76340,-31240
2000-12-18,35600,35850,270740,,-54250,45760,8020
2000-12-19,35400,34500,357750,,-84580,59480,18040
2000-12-20,33800,34300,423770,,-47430,10280,56010
2000-12-21,33600,35400,486940,,-69200,85330,-30750
2000-12-22,35500,34900,461920,,-79350,125810,-31050
2000-12-26,35900,34300,327070,,-250,9640,2400
2001-01-02,33500,35800,237300,8.09,-17890,-10770,31050
2001-01-03,35400,36500,422660,8.25,-4270,-18330,25080
2001-01-04,40000,39100,1311410,8.83,-60420,53220,-1080
2001-01-05,38500,40000,819820,9.04,-216540,141930,116540
2001-01-08,39700,41850,676740,9.45,-4970,-122550,119880
2001-01-09,41850,42100,619870,9.51,28940,-45300,-18160
2001-01-10,41000,39600,694160,8.95,-56460,-46930,128990
2001-01-11,40500,40200,640690,9.08,37760,-37850,-14100
2001-01-12,41400,41900,1230470,9.47,-145280,42010,156390
2001-01-15,43300,44250,1135420,10,-39160,27840,-30140
2001-01-16,44700,44500,576450,10.05,-89700,126980,-23100
2001-01-17,44400,44000,910170,9.94,-105470,152090,-51420
2001-01-18,44100,45000,575120,10.17,-77840,111270,-13270
2001-01-19,47000,49000,1462540,11.07,-134930,-138410,275980
2001-01-22,49450,49500,430120,11.18,92090,-127200,34130
2001-01-26,48500,46500,554880,10.5,-59580,60740,6940
2001-01-29,45500,46500,373140,10.5,-30150,-28310,37830
2001-01-30,47200,46100,250020,10.41,27770,-35160,22450
2001-01-31,45700,48250,547490,10.9,-114960,-70750,86310
2001-02-01,46800,48300,350530,10.91,-83970,30840,80190
2001-02-02,47550,47750,601200,10.79,-2650,20490,53040
2001-02-05,46900,46000,543720,10.39,-42260,86050,-41010
2001-02-06,46000,46500,373610,10.5,-24400,155730,-125210
2001-02-07,45500,45350,267140,10.24,-18240,105790,-93330
2001-02-08,45000,46200,320900,10.44,-19920,15190,13910
2001-02-09,45700,47400,410800,10.71,-52230,83340,-56470
2001-02-12,46800,47000,249100,10.62,6230,5630,-5420
2001-02-13,47100,47300,264900,10.68,-13120,3840,680
2001-02-14,46400,48700,402590,11,-140020,130270,35430
2001-02-15,49500,49500,582650,11.18,-59920,-11890,68850
2001-02-16,50500,49600,344610,11.2,-95540,69080,32910
2001-02-19,49000,48650,250900,10.99,22530,-26760,-7790
2001-02-20,49000,49900,266580,11.27,11180,-36310,17690
2001-02-21,48700,49000,421770,11.07,-48170,-64050,83680
2001-02-22,48400,47600,637430,10.75,83670,32260,-117690
2001-02-23,47400,47550,274340,10.74,-8450,91230,-104260
2001-02-26,47900,47500,179840,10.73,11680,2000,-14690
2001-02-27,46900,46000,552140,10.39,121950,-7620,-105790
2001-02-28,44950,43800,471920,9.89,63840,55230,-128050
2001-03-02,42800,41350,650670,9.34,81650,70250,-189600
2001-03-05,41000,41950,414440,9.48,-12290,67230,-62860
2001-03-06,42100,42200,220940,9.53,-21040,20520,6850
2001-03-07,42500,42800,238380,9.67,13730,-6430,-14270
2001-03-08,42800,43200,396220,9.76,41090,100650,-130200
2001-03-09,42500,42450,170740,9.59,23590,7430,-25550
2001-03-12,41500,40500,246190,9.15,-19510,69940,-47350
2001-03-13,39100,40450,305440,9.14,-60370,69270,-53750
2001-03-14,41500,40900,157350,9.24,-8410,-8550,16160
2001-03-15,39600,40000,153530,9.04,-7230,8450,-16170
2001-03-16,39900,40450,159450,9.14,14210,-35680,-16580
2001-03-19,39850,39100,283620,8.83,86830,-7670,-102000
2001-03-20,39300,38050,390720,8.6,122020,-46190,-140070
2001-03-21,36900,37300,273930,8.43,20790,50870,-90180
2001-03-22,36700,35900,531180,8.11,118590,-53260,-109680
2001-03-23,36100,39000,900140,8.81,65220,-207610,172930
2001-03-26,39500,40900,859140,9.24,-39000,-108700,229890
2001-03-27,40900,39900,417540,9.01,-17180,-26070,36730
2001-03-28,40850,39700,424290,8.97,-17440,1540,40780
2001-03-29,38700,39000,280410,8.81,-45770,79260,-2250
2001-03-30,39000,39850,294950,9,-19840,-33100,51050
2001-04-02,39150,39200,264030,8.86,32830,-76600,44470
2001-04-03,38500,38500,260730,8.7,-67380,37550,22600
2001-04-04,38150,38850,174590,8.78,-23880,2790,18230
2001-04-06,41900,39600,473590,8.95,68630,-147530,81940
2001-04-09,39600,38000,131260,8.58,-31550,29620,-14120
2001-04-10,38400,36550,211570,8.26,43930,-22870,-42560
2001-04-11,37100,36700,388140,8.29,159220,-114390,-50430
2001-04-12,37100,37500,466300,8.47,50050,-108600,79960
2001-04-13,37600,37100,354750,8.38,64800,43970,-108620
2001-04-16,36700,36600,170340,8.27,-24880,25880,-16940
2001-04-17,36600,36400,204630,8.22,28630,-35530,2560
2001-04-18,37500,40000,576180,9.04,-121630,-11190,160870
2001-04-19,41400,41500,1420060,9.37,-201620,-438950,659250
2001-04-20,41600,40550,431460,9.16,-35800,60470,6270
2001-04-23,40900,42300,646860,9.56,-145720,-76490,228830
2001-04-24,41500,41700,507420,9.42,22490,70420,-88100
2001-04-25,41500,40500,923810,9.15,24730,-30710,-75150
2001-04-26,41300,40550,329110,9.16,-9910,27200,-21420
2001-04-27,40000,40000,265420,9.04,-24450,22450,1300
2001-04-30,40600,41650,411240,9.41,-89010,52920,53950
2001-05-02,42950,43000,637510,9.71,-184260,-137920,337790
2001-05-03,43000,43100,537540,9.74,-93610,259520,-172930
2001-05-04,43000,44100,374460,9.96,-141530,139740,7350
2001-05-07,44100,44450,243130,10.04,-44840,35760,36010
2001-05-08,44000,43100,204950,9.74,22720,-25810,-4660
2001-05-09,43400,43800,712510,9.89,-86640,-83030,209010
2001-05-10,44200,44500,402930,10.05,-72140,42020,91090
2001-05-11,44400,43900,185270,9.92,-8140,31860,-27510
2001-05-14,43000,43850,149490,9.91,-18760,-4420,23980
2001-05-15,43800,43250,154620,9.77,-14970,29730,-13130
2001-05-16,43250,43250,274580,9.77,-46430,-74450,121290
2001-05-17,45000,46000,913690,10.39,-51740,-233710,241920
2001-05-18,46000,47600,711320,10.75,-217350,-55770,304950
2001-05-21,48500,48300,580420,10.91,-154120,-41540,196850
2001-05-22,48300,47000,426850,10.62,107870,-36870,-69880
2001-05-23,47500,47000,411430,10.62,43580,5570,-23580
2001-05-24,46500,47000,391520,10.62,-1480,170250,-185090
2001-05-25,48300,49600,1004230,11.2,-219520,-121910,395750
2001-05-28,49600.0,49600.0,442210.0,11.2,-19160,-188340,238130
2001-05-29,49800.0,51400.0,865550.0,11.61,-92980,44240,88470
2001-05-30,51400.0,53000.0,983220.0,11.97,-42070,-148900,202750
2001-05-31,51500.0,51100.0,864830.0,11.54,25020,-20220,-6240
2001-06-01,51500.0,49750.0,746630.0,11.24,-3150,-51580,46690
2001-06-04,49750.0,49000.0,281080.0,11.07,-32290,-39880,70390
2001-06-05,49000.0,47300.0,479110.0,10.68,69310,8280,-81890
2001-06-07,46600.0,49050.0,470050.0,11.08,-50570,-84710,144590
2001-06-08,50100.0,51100.0,751150.0,11.54,-160480,-237160,402840
2001-06-11,50000.0,50400.0,413540.0,11.39,4330,10410,-27860
2001-06-12,50100.0,50200.0,239340.0,11.34,2420,39250,-44210
2001-06-13,50000.0,50900.0,179980.0,11.5,4870,-49990,43440
2001-06-14,50900.0,50000.0,413770.0,11.29,68710,-73050,0
2001-06-15,49500.0,50200.0,259790.0,11.34,26010,-119360,89610
2001-06-18,50000.0,49350.0,250920.0,11.15,4060,-43960,42900
2001-06-19,49100.0,48500.0,212310.0,10.96,2700,-4650,-8130
2001-06-20,48500.0,47100.0,340160.0,10.64,48200,-124920,73270
2001-06-21,47200.0,47500.0,248090.0,10.73,17190,16700,-40630
2001-06-22,46650.0,46500.0,274880.0,10.5,68970,-92500,11680
2001-06-25,46400.0,47250.0,217930.0,10.67,-5600,-81660,84530
2001-06-26,46600.0,46500.0,169940.0,10.5,5520,-20190,9630
2001-06-27,45500.0,46000.0,378150.0,10.39,5880,44590,-25560
2001-06-28,45900.0,46650.0,255060.0,10.54,-36720,-22070,56480
2001-06-29,47500.0,46700.0,270300.0,10.55,59730,-21390,-44930
2001-07-02,46300.0,45500.0,349020.0,10.28,92420,-32100,-57330
2001-07-03,46000.0,45900.0,298410.0,10.37,-15500,2950,31980
2001-07-04,45000.0,45900.0,195220.0,10.37,-17050,26470,-10000
2001-07-05,45600.0,44850.0,281510.0,10.13,31450,75740,-115310
2001-07-06,44000.0,42800.0,308760.0,9.67,56370,51290,-109910
2001-07-09,42100.0,42200.0,332310.0,9.53,-60620,107480,-94990
2001-07-10,42200.0,42400.0,189960.0,9.58,-12820,-42720,55310
2001-07-11,40500.0,40600.0,234640.0,9.17,42090,22300,-64290
2001-07-12,41500.0,41550.0,311400.0,9.39,55130,-38210,-4560
2001-07-13,42200.0,40400.0,312480.0,9.13,17160,11900,-26170
2001-07-16,41100.0,39900.0,272810.0,9.01,-20480,-7820,25280
2001-07-18,39900.0,38600.0,290990.0,8.72,14580,94220,-114500
2001-07-19,37900.0,38500.0,578420.0,8.7,125240,95660,-238780
2001-07-20,38400.0,37600.0,300710.0,8.49,23020,1200,-24460
2001-07-23,37000.0,36900.0,245500.0,8.34,-17670,44070,-35070
2001-07-24,36400.0,38400.0,395870.0,8.67,10880,-10110,-11730
2001-07-25,38100.0,38450.0,257030.0,8.69,-12840,-5690,23130
2001-07-26,39150.0,39650.0,511790.0,8.96,-33080,-88920,158680
2001-07-27,40400.0,39200.0,626090.0,8.86,26620,-56930,42330
2001-07-30,39000.0,37000.0,441330.0,8.36,99390,-87500,-19520
2001-07-31,37100.0,38000.0,317870.0,8.58,17900,-42750,25550
2001-08-01,38000.0,38800.0,508340.0,8.76,57840,-32550,-26180
2001-08-02,39500.0,40300.0,793110.0,9.1,-48580,-198380,257750
2001-08-03,40800.0,39900.0,318450.0,9.01,-4680,-72910,58610
2001-08-06,39600.0,40050.0,184900.0,9.05,10890,-23440,10710
2001-08-07,39800.0,40500.0,295170.0,9.15,-61800,-9910,61490
2001-08-08,40900.0,40400.0,196280.0,9.13,-27180,-8900,32220
2001-08-09,39100.0,39000.0,193510.0,8.81,-26760,9410,20350
2001-08-10,39800.0,39350.0,131370.0,8.89,8110,19320,-23840
2001-08-13,39300.0,38350.0,363350.0,8.66,105320,-7700,-98020
2001-08-14,38300.0,38500.0,509640.0,8.7,147280,43320,-195380
2001-08-16,37900.0,37900.0,341880.0,8.56,51250,29530,-100470
2001-08-17,37800.0,38000.0,263310.0,8.58,27490,-36460,-11940
2001-08-20,37300.0,36200.0,415150.0,8.18,200390,-136030,-59810
2001-08-21,36200.0,36200.0,437590.0,8.18,111750,44500,-159980
2001-08-22,35500.0,35800.0,236980.0,8.09,60870,-47170,-16140
2001-08-23,36200.0,36200.0,262470.0,8.18,35150,-76070,14670
2001-08-24,36100.0,37400.0,340970.0,8.45,-92960,-2980,91050
2001-08-27,38000.0,38400.0,563380.0,8.67,-200110,-46990,251350
2001-08-28,38400.0,38400.0,192890.0,8.67,-48310,-8150,60350
2001-08-29,38200.0,37700.0,262440.0,8.52,-45340,26110,17680
2001-08-30,36500.0,37350.0,139050.0,8.44,-18750,9260,3190
2001-08-31,36800.0,36250.0,405080.0,8.19,5740,-50570,37120
2001-09-03,36200.0,36000.0,179530.0,8.13,-3150,5300,-330
2001-09-04,35850.0,37300.0,350470.0,8.43,34580,-25750,-26330
2001-09-05,36350.0,38000.0,412560.0,8.58,-126170,-82370,213970
2001-09-06,37800.0,38000.0,226790.0,8.58,-53680,-33600,86920
2001-09-07,37300.0,37050.0,198930.0,8.37,52490,61400,-113890
2001-09-10,36700.0,36100.0,199310.0,8.15,62060,31650,-94550
2001-09-11,36000.0,36000.0,248290.0,8.13,18050,-22260,-45390
2001-09-12,30600.0,32500.0,718070.0,7.34,-261590,428140,-171060
2001-09-13,32100.0,31800.0,1290610.0,7.18,323270,-84090,-278020
2001-09-14,32000.0,29000.0,1040800.0,6.55,63150,312360,-363890
2001-09-17,28100.0,26400.0,1046780.0,5.96,59970,161770,-233910
2001-09-18,27450.0,26850.0,1053500.0,6.07,360970,-200090,-155090
2001-09-19,27450.0,26600.0,731610.0,6.01,210190,870,-242120
2001-09-20,26000.0,23950.0,1473520.0,5.41,405950,-238050,-96870
2001-09-21,22500.0,22100.0,1668810.0,4.99,282080,317500,-651820
2001-09-24,22200.0,22800.0,1587780.0,5.15,703130,-36780,-674930
2001-09-25,23800.0,22100.0,2065340.0,4.99,306230,-14900,-293740
2001-09-26,22500.0,21700.0,971210.0,4.9,311060,-11060,-344030
2001-09-27,21500.0,23000.0,1126020.0,5.2,3150,7880,-11890
2001-09-28,23200.0,24850.0,2875940.0,5.61,-251180,-189240,553860
2001-10-04,27000.0,26600.0,1710480.0,6.01,116030,-238080,226280
2001-10-05,26500.0,26200.0,662630.0,5.92,-141980,-3450,145890
2001-10-08,25400.0,25150.0,555450.0,5.68,69810,-23210,-41540
2001-10-09,25500.0,26150.0,778690.0,5.91,5300,-77060,26810
2001-10-10,25800.0,26400.0,528750.0,5.96,-41760,-107750,125200
2001-10-11,27650.0,28600.0,2155080.0,6.46,-499950,-466380,986780
2001-10-12,29500.0,29100.0,1692150.0,6.57,-39070,-615410,722960
2001-10-15,29100.0,28800.0,392540.0,6.51,52360,-26270,-3780
2001-10-16,28500.0,28600.0,556760.0,6.46,114850,16810,-137750
2001-10-17,29000.0,29850.0,611570.0,6.74,-11160,-32720,54200
2001-10-18,29500.0,28800.0,552350.0,6.51,3320,-38910,32790
2001-10-19,29100.0,29400.0,499640.0,6.64,-19100,-67850,91270
2001-10-22,29500.0,29900.0,500650.0,6.75,14620,-122820,102200
2001-10-23,30400.0,30100.0,859880.0,6.8,-102750,-21640,142400
2001-10-24,30300.0,31500.0,704450.0,7.12,-213080,-46680,270390
2001-10-25,31900.0,31550.0,551400.0,7.13,-102370,-38170,153570
2001-10-26,31900.0,30900.0,472090.0,6.98,16420,-87530,71760
2001-10-29,30400.0,30100.0,518410.0,6.8,141010,-27670,-97110
2001-10-30,29500.0,29200.0,320840.0,6.6,-47670,17370,30100
2001-10-31,28700.0,29000.0,540880.0,6.55,130840,33480,-168490
2001-11-01,29050.0,29750.0,476030.0,6.72,11280,-5260,-13420
2001-11-02,30100.0,29950.0,434420.0,6.77,-59000,-24120,43170
2001-11-05,30000.0,30300.0,250190.0,6.84,18310,40890,-56800
2001-11-06,30500.0,31500.0,1008910.0,7.12,-253700,11310,213710
2001-11-07,31800.0,32700.0,1474210.0,7.39,-482880,-51820,548140
2001-11-08,33200.0,33100.0,499290.0,7.48,-100220,-18500,126500
2001-11-09,33100.0,32750.0,641750.0,7.4,225250,105190,-205380
2001-11-12,33300.0,34450.0,752450.0,7.78,-38140,89120,14350
