Symbol,현대건설_시가(원),현대건설_종가(원),현대건설_거래량(주),현대건설_PER(IFRS-연결),현대건설_순매수수량(개인)(주),현대건설_순매수수량(기관계)(주),현대건설_순매수수량(외국인계)(주)
2014-12-30,42100.0,42100.0,333672.0,10.64,-8638,62728,-43511
2015-01-02,41950.0,40950.0,422447.0,13.78,128234,-111383,-13855
2015-01-05,40950.0,41100.0,398187.0,13.83,-31970,-75500,105554
2015-01-06,40300.0,39500.0,577210.0,13.29,132846,-121851,-1057
2015-01-07,39050.0,39050.0,410578.0,13.14,57577,497,-59629
2015-01-08,39200.0,39050.0,318714.0,13.14,42061,-70586,29344
2015-01-09,39650.0,39700.0,484030.0,13.36,29676,-27752,-630
2015-01-12,39650.0,39350.0,318897.0,13.24,81543,-80588,-828
2015-01-13,40500.0,39100.0,630124.0,13.15,209744,-182591,-27399
2015-01-14,39250.0,38950.0,366251.0,13.1,12061,-70879,57473
2015-01-15,39150.0,38100.0,554009.0,12.82,125794,-135479,4262
2015-01-16,38000.0,36400.0,919096.0,12.25,285187,-401845,117188
2015-01-19,37200.0,37900.0,914561.0,12.75,39181,-163134,124911
2015-01-20,37750.0,39150.0,879815.0,13.17,-186857,185247,2987
2015-01-21,39350.0,38950.0,376344.0,13.1,7376,13100,-20443
2015-01-22,39600.0,40300.0,740640.0,13.56,-134509,80693,49015
2015-01-23,40800.0,41200.0,1011508.0,13.86,-66529,234555,-192959
2015-01-26,41500.0,42300.0,776008.0,14.23,-218466,297953,-82300
2015-01-27,42650.0,42400.0,580779.0,14.26,-10903,-11060,17011
2015-01-28,41900.0,44100.0,964618.0,14.84,-337663,255920,75775
2015-01-29,43850.0,44150.0,641197.0,14.85,-34752,153238,-135763
2015-01-30,44450.0,43650.0,463814.0,14.68,-12278,80088,-44855
2015-02-02,43950.0,44300.0,852880.0,14.9,-65778,-8972,76903
2015-02-03,45150.0,42950.0,611637.0,14.45,90580,-102940,32184
2015-02-04,44000.0,43600.0,419725.0,14.67,-101028,26352,72788
2015-02-05,43300.0,43650.0,356565.0,14.68,-3493,-34336,38501
2015-02-06,43650.0,42850.0,358107.0,14.42,41601,-77423,43746
2015-02-09,42450.0,44050.0,493788.0,14.82,-182875,197071,5563
2015-02-10,44100.0,44100.0,346353.0,14.84,-44427,107251,-63842
2015-02-11,44400.0,43900.0,380539.0,14.77,-10753,55357,-51254
2015-02-12,43700.0,42300.0,486435.0,14.23,130353,-164596,39617
2015-02-13,42450.0,42700.0,397833.0,14.37,-6896,-202787,208449
2015-02-16,43050.0,44100.0,564913.0,14.84,-198284,55515,142266
2015-02-17,44600.0,45300.0,666745.0,15.24,-169026,187647,-17868
2015-02-23,46100.0,46700.0,752936.0,15.71,-226857,246541,-36715
2015-02-24,47000.0,46750.0,498248.0,15.73,-83747,149798,-84641
2015-02-25,46750.0,48450.0,876706.0,16.3,-275096,284189,-28412
2015-02-26,48500.0,50000.0,1178320.0,16.82,-144197,239476,-99309
2015-02-27,50200.0,49400.0,648501.0,16.62,-164949,171321,-6079
2015-03-02,50400.0,53900.0,1752873.0,18.13,-485152,503591,-26919
2015-03-03,54000.0,53000.0,921261.0,17.83,70208,44157,-123421
2015-03-04,52600.0,52900.0,755406.0,17.8,-61015,93972,-26687
2015-03-05,52700.0,53800.0,703241.0,18.1,-135932,136224,-30884
2015-03-06,53500.0,52900.0,611393.0,17.8,35647,99976,-133957
2015-03-09,52300.0,52700.0,765064.0,17.73,-22091,205331,-180305
2015-03-10,53200.0,50700.0,711493.0,17.06,152757,-58987,-94473
2015-03-11,49550.0,49900.0,766675.0,16.79,110659,-10419,-102086
2015-03-12,49900.0,49500.0,913088.0,16.65,179802,-111331,-67460
2015-03-13,50800.0,49650.0,479385.0,16.7,24282,65504,-88385
2015-03-16,49750.0,47850.0,757083.0,16.1,184899,17519,-201112
2015-03-17,48000.0,50400.0,868887.0,16.96,-93521,48614,40786
2015-03-18,50600.0,49800.0,741951.0,16.75,228643,-149539,-85401
2015-03-19,51100.0,51500.0,635665.0,17.33,-199020,180135,16442
2015-03-20,51600.0,50600.0,432518.0,17.02,129309,-2267,-127193
2015-03-23,50800.0,51300.0,426562.0,17.26,-140436,117771,5630
2015-03-24,51300.0,51700.0,470516.0,17.39,21137,57744,-53230
2015-03-25,51500.0,51000.0,379620.0,17.16,91093,-8393,-76770
2015-03-26,49950.0,49700.0,485005.0,16.72,40161,-63326,22254
2015-03-27,51000.0,49050.0,611589.0,16.5,143509,-181726,30595
2015-03-30,49550.0,50100.0,352871.0,16.85,-13192,-60774,77113
2015-03-31,50900.0,50400.0,321737.0,16.96,-59316,13735,29487
2015-04-01,49900.0,49200.0,527325.0,16.55,166811,-164369,-5370
2015-04-02,49400.0,49200.0,385018.0,16.55,-20230,22242,-4466
2015-04-03,50200.0,50800.0,576582.0,17.09,-116665,36479,84252
2015-04-06,51700.0,54900.0,1731614.0,18.47,-548018,511794,5355
2015-04-07,55400.0,55300.0,1086238.0,18.6,-60644,207925,-161515
2015-04-08,55800.0,56000.0,738739.0,18.84,-80173,117456,-43316
2015-04-09,55800.0,55600.0,578260.0,18.71,61261,-1919,-55121
2015-04-10,55600.0,55400.0,975119.0,18.64,88629,18083,-97324
2015-04-13,56500.0,58500.0,1155971.0,19.68,-100150,36287,49209
2015-04-14,58400.0,58100.0,739436.0,19.55,-73117,29027,34473
2015-04-15,58800.0,58300.0,547399.0,19.61,-44205,-851,40209
2015-04-16,58800.0,58900.0,500069.0,19.82,-144350,63419,80624
2015-04-17,59100.0,57300.0,663914.0,19.28,127344,-176616,47979
2015-04-20,56200.0,57200.0,552834.0,19.24,-17272,-136588,147399
2015-04-21,57700.0,57100.0,475206.0,19.21,-9592,-45182,61858
2015-04-22,58100.0,57300.0,701305.0,19.28,19193,-94267,77581
2015-04-23,57500.0,56000.0,851913.0,18.84,224867,-337902,126995
2015-04-24,55900.0,55000.0,1287087.0,18.5,141832,-362307,217989
2015-04-27,55000.0,52900.0,1575739.0,17.8,610854,-799222,181203
2015-04-28,53000.0,53500.0,703145.0,18.0,-66382,-141204,152012
2015-04-29,53600.0,51800.0,965650.0,17.43,243483,-270858,50895
2015-04-30,51200.0,51900.0,668815.0,17.46,31277,-79996,45426
2015-05-04,52300.0,52000.0,320900.0,17.49,24149,29675,-44401
2015-05-06,51300.0,51300.0,473102.0,17.26,53744,-78953,23738
2015-05-07,51000.0,52800.0,477940.0,17.76,-108601,125487,-29683
2015-05-08,52600.0,52300.0,416355.0,17.59,37941,-41817,-5443
2015-05-11,52700.0,52800.0,446553.0,17.76,15099,98504,-120011
2015-05-12,52800.0,52200.0,228696.0,17.56,-706,-5386,7620
2015-05-13,52200.0,52400.0,259915.0,17.63,-50232,5745,43991
2015-05-14,52200.0,52500.0,351143.0,17.66,9361,-16366,10359
2015-05-15,53100.0,50100.0,863503.0,16.85,183329,-295551,114319
2015-05-18,50200.0,49100.0,774813.0,16.52,42912,-126599,88162
2015-05-19,49100.0,48550.0,732083.0,16.33,187533,-236239,50289
2015-05-20,48600.0,48950.0,514108.0,16.47,64729,-133149,65375
2015-05-21,48650.0,46850.0,1041148.0,15.76,350280,-423778,102372
2015-05-22,47300.0,48000.0,638387.0,16.15,-63711,-53830,114109
2015-05-26,47700.0,45150.0,1577873.0,15.19,623754,-583957,-24406
2015-05-27,45000.0,45450.0,1088210.0,15.29,28973,-201907,164158
2015-05-28,45450.0,44700.0,796586.0,15.04,112589,-246705,124886
2015-05-29,44600.0,44250.0,768928.0,14.89,100679,-141952,48760
2015-06-01,43600.0,43850.0,515062.0,14.75,78131,-117860,39413
2015-06-02,43850.0,43000.0,589936.0,14.47,-29312,-105662,116425
2015-06-03,43000.0,44800.0,662670.0,15.07,-104845,89754,11314
2015-06-04,44800.0,43550.0,755759.0,14.65,329224,-238850,-88192
2015-06-05,43650.0,45100.0,819370.0,15.17,-140691,292248,-149558
2015-06-08,45200.0,44750.0,549374.0,15.05,99871,82546,-177258
2015-06-09,45500.0,45100.0,803192.0,15.17,43859,90457,-138070
2015-06-10,45600.0,45400.0,569191.0,15.27,-28798,-4497,48742
2015-06-11,45700.0,45150.0,897522.0,15.19,91622,-55574,-38992
2015-06-12,45150.0,43700.0,885289.0,14.7,201051,-236901,36774
2015-06-15,43650.0,43450.0,541540.0,14.62,-4630,-101394,93940
2015-06-16,43200.0,41600.0,970619.0,14.0,264371,-48853,-207784
2015-06-17,41600.0,41700.0,594926.0,14.03,111250,-218370,107696
2015-06-18,42050.0,41050.0,661074.0,13.81,130707,-160346,21829
2015-06-19,41250.0,40550.0,787059.0,13.64,220065,-274905,54558
2015-06-22,40500.0,41450.0,512595.0,13.94,22099,-111834,90064
2015-06-23,41900.0,42500.0,593727.0,14.3,124803,-13796,-113379
2015-06-24,42950.0,42750.0,723625.0,14.38,102314,27094,-130408
2015-06-25,42500.0,42300.0,690060.0,14.23,166754,-9467,-159084
2015-06-26,41850.0,41400.0,575912.0,13.93,81443,-33464,-55231
2015-06-29,40400.0,40200.0,598605.0,13.52,5500,-31016,26519
2015-06-30,40200.0,41050.0,538696.0,13.81,36712,-140785,104273
2015-07-01,41000.0,41450.0,550158.0,13.94,101930,-199535,98355
2015-07-02,42200.0,41100.0,633696.0,13.83,204123,-82069,-119248
2015-07-03,41150.0,40800.0,530251.0,13.73,209488,-167109,-39572
2015-07-06,40100.0,39600.0,612885.0,13.32,161777,-133498,-47448
2015-07-07,40200.0,40300.0,519082.0,13.56,-9120,-11902,35545
2015-07-08,40400.0,40050.0,407973.0,13.47,72365,-92064,10790
2015-07-09,39700.0,40000.0,361032.0,13.46,39927,-5155,-35000
2015-07-10,40150.0,40500.0,540519.0,13.63,113636,-137741,25401
2015-07-13,40500.0,41300.0,613217.0,13.89,-18331,-64457,81293
2015-07-14,41450.0,41400.0,500921.0,13.93,22278,-15512,-6028
2015-07-15,44500.0,42900.0,1824628.0,14.43,89816,-95735,11793
2015-07-16,43150.0,43150.0,569465.0,14.52,2118,43076,-35116
2015-07-17,43250.0,41500.0,695484.0,13.96,35370,-16909,-19869
2015-07-20,41000.0,39550.0,1171970.0,13.31,354349,-508314,161961
2015-07-21,39800.0,40550.0,743819.0,13.64,-55145,-283469,337914
2015-07-22,40300.0,40200.0,499063.0,13.52,36639,-197387,161691
2015-07-23,39850.0,37850.0,1745900.0,12.73,840305,-838044,-8802
2015-07-24,36000.0,33500.0,7059715.0,11.27,3193970,-1934058,-1264664
2015-07-27,33850.0,34450.0,1766439.0,11.59,28944,-199018,157948
2015-07-28,34100.0,35450.0,1891991.0,11.93,-201094,-333797,542620
2015-07-29,35600.0,34550.0,899014.0,11.62,249845,-336322,83274
2015-07-30,34950.0,34450.0,835211.0,11.59,73206,-193507,122570
2015-07-31,34800.0,34400.0,864050.0,11.57,204556,-187151,-21212
2015-08-03,34750.0,33600.0,827474.0,11.3,220959,-254684,20380
2015-08-04,33300.0,34000.0,523428.0,11.44,-2241,-81002,72518
2015-08-05,34250.0,34750.0,656756.0,11.69,-46097,-25476,71574
2015-08-06,35250.0,35000.0,895461.0,11.77,-1192,12694,-4808
2015-08-07,34800.0,34100.0,662659.0,11.47,283989,-141669,-148859
2015-08-10,34000.0,33100.0,618917.0,11.14,143348,-47544,-65903
2015-08-11,33450.0,33000.0,815524.0,11.1,-67067,-79326,147684
2015-08-12,32500.0,33150.0,746590.0,11.15,-102799,43420,62925
2015-08-13,33600.0,34350.0,889664.0,11.56,-42058,-20964,69329
2015-08-17,34450.0,33600.0,448673.0,11.3,65678,-1435,-65940
2015-08-18,33850.0,33600.0,511239.0,11.3,-37762,76471,-36982
2015-08-19,33450.0,33050.0,696831.0,11.12,-9494,73456,-69112
2015-08-20,32800.0,32000.0,520851.0,10.77,149040,-15532,-115626
2015-08-21,30200.0,30850.0,843440.0,10.38,-137419,-25289,156236
2015-08-24,30500.0,30450.0,919597.0,10.24,228515,-179539,-56015
2015-08-25,31200.0,31900.0,698609.0,10.73,-89783,-14822,91528
2015-08-26,31550.0,32300.0,727962.0,10.87,113193,20389,-133570
2015-08-27,32650.0,32250.0,636328.0,10.85,-23883,-47948,75561
2015-08-28,32850.0,32850.0,652085.0,11.05,-2365,-102482,107159
2015-08-31,33150.0,33200.0,641785.0,11.17,-873,-22933,31236
2015-09-01,33850.0,33200.0,905557.0,11.17,54549,-11698,-44927
2015-09-02,32600.0,32600.0,698563.0,10.97,128605,-60785,-34874
2015-09-03,32800.0,32350.0,588208.0,10.88,165049,-181184,8391
2015-09-04,32350.0,31550.0,450007.0,10.61,85469,-126209,40900
2015-09-07,31550.0,31250.0,349236.0,10.51,68892,-86492,17625
2015-09-08,31050.0,32200.0,544738.0,10.83,-89350,-10104,96476
2015-09-09,32950.0,33600.0,733055.0,11.3,-182267,139467,42345
2015-09-10,33050.0,34100.0,704974.0,11.47,-128987,39273,89173
2015-09-11,33800.0,33650.0,568824.0,11.32,10555,22,-7885
2015-09-14,34150.0,33300.0,427253.0,11.2,20908,-47236,23329
2015-09-15,33450.0,33000.0,451871.0,11.1,17831,-69918,44004
2015-09-16,33400.0,36200.0,2730277.0,12.18,-723539,427850,274481
2015-09-17,36850.0,37150.0,1569084.0,12.5,-191088,209514,-10070
2015-09-18,37200.0,36450.0,965485.0,12.26,141882,-34978,-98869
2015-09-21,35750.0,35200.0,749593.0,11.84,144167,-112789,-28278
2015-09-22,35400.0,35650.0,499704.0,11.99,-76059,12607,59179
2015-09-23,35050.0,33900.0,810396.0,11.4,40004,-79076,49240
2015-09-24,34350.0,34100.0,515707.0,11.47,107241,-83980,-21795
2015-09-25,34000.0,34700.0,403579.0,11.67,-55245,33613,21836
2015-09-30,34000.0,34200.0,560788.0,11.51,125347,-93340,-24407
2015-10-01,34400.0,35050.0,665314.0,11.79,2440,-6974,17049
2015-10-02,34950.0,33950.0,817210.0,11.42,337802,-209775,-125417
2015-10-05,34200.0,33700.0,647532.0,11.34,207772,-296531,81509
2015-10-06,34250.0,35200.0,913661.0,11.84,-295585,-48455,346484
2015-10-07,35800.0,36250.0,1142413.0,12.2,-260862,230542,41900
2015-10-08,36550.0,36800.0,1214000.0,12.38,-225300,4678,204528
2015-10-12,37400.0,39250.0,1890257.0,13.2,-735016,347799,382459
2015-10-13,39250.0,38650.0,1008023.0,13.0,-98747,47762,69772
2015-10-14,38700.0,37400.0,1053313.0,12.58,140479,-233236,99147
2015-10-15,37700.0,37900.0,704559.0,12.75,11299,-65753,52112
2015-10-16,38250.0,37650.0,484190.0,12.67,-18040,-53811,70766
2015-10-19,38100.0,37650.0,391929.0,12.67,14305,-91711,78356
2015-10-20,37700.0,37550.0,427039.0,12.63,7250,-120783,112890
2015-10-21,37600.0,38150.0,599641.0,12.83,-37543,-92870,129758
2015-10-22,37750.0,36000.0,1174486.0,12.11,116433,-136103,37678
2015-10-23,36600.0,37100.0,1990824.0,12.48,-98461,-166230,268520
2015-10-26,37100.0,36400.0,799358.0,12.25,-29429,-38430,66481
2015-10-27,36250.0,36900.0,512735.0,12.41,-115326,59628,60666
2015-10-28,37100.0,35600.0,621021.0,11.98,167145,-110470,-55551
2015-10-29,35800.0,35250.0,702066.0,11.86,118931,-187687,66894
2015-10-30,35150.0,34600.0,597637.0,11.64,42429,-134798,94736
2015-11-02,34250.0,34850.0,283533.0,11.72,-19237,-6579,26658
2015-11-03,35050.0,35350.0,419488.0,11.89,5726,-2088,-9672
2015-11-04,35600.0,34900.0,399583.0,11.74,19679,-68003,46242
2015-11-05,34900.0,35050.0,268569.0,11.79,-46044,4245,40921
2015-11-06,35000.0,33600.0,587859.0,11.3,138710,-151603,12371
2015-11-09,33500.0,32600.0,655763.0,10.97,98153,-167125,64984
2015-11-10,32000.0,32550.0,521755.0,10.95,-4106,-39673,43603
2015-11-11,32700.0,32300.0,342319.0,10.87,92582,-37256,-55323
2015-11-12,32350.0,32050.0,271233.0,10.78,23732,-31457,6522
2015-11-13,31650.0,31850.0,296941.0,10.72,18154,-59485,41721
2015-11-16,31250.0,30650.0,650215.0,10.31,187737,-121102,-86415
2015-11-17,31150.0,31650.0,415321.0,10.65,-22395,-8122,30027
2015-11-18,31600.0,30900.0,465561.0,10.4,131085,-91928,-70481
2015-11-19,31250.0,32300.0,505335.0,10.87,-126242,31734,65099
2015-11-20,32550.0,32650.0,273473.0,10.98,-42613,20561,16791
2015-11-23,33150.0,32800.0,300908.0,11.03,1237,38781,-40043
2015-11-24,32750.0,34250.0,753650.0,11.52,-211259,212336,-1575
2015-11-25,33900.0,33750.0,318636.0,11.35,27956,64017,-99944
2015-11-26,34000.0,34200.0,301697.0,11.51,-75688,97993,-25677
2015-11-27,34200.0,33050.0,508914.0,11.12,159513,-99813,-64195
2015-11-30,32650.0,31950.0,643749.0,10.75,96842,-76998,-10257
2015-12-01,32200.0,32650.0,335997.0,10.98,-5286,-101950,107081
2015-12-02,32450.0,32050.0,361617.0,10.78,61880,-55510,-4033
2015-12-03,31900.0,32200.0,251418.0,10.83,30695,15499,-46955
2015-12-04,31700.0,31850.0,270636.0,10.72,117870,-103341,-14160
2015-12-07,31850.0,31050.0,490702.0,10.45,153849,-109688,-42207
2015-12-08,30850.0,30300.0,685285.0,10.19,294594,-98248,-165116
2015-12-09,30000.0,29650.0,670331.0,9.97,222465,-163503,-54964
2015-12-10,29500.0,29450.0,712698.0,9.91,157491,-101775,-43825
2015-12-11,29650.0,28800.0,976318.0,9.69,335810,-72401,-300894
2015-12-14,28200.0,28250.0,522136.0,9.5,-1200,78394,-76394
2015-12-15,28200.0,28100.0,531083.0,9.45,94757,34453,-134277
2015-12-16,28700.0,29000.0,557841.0,9.76,-2254,11529,-7610
2015-12-17,29100.0,28700.0,533861.0,9.66,3353,-36074,32863
2015-12-18,28400.0,28650.0,304677.0,9.64,45861,-28668,-16533
2015-12-21,28500.0,28750.0,350097.0,9.67,36775,-9164,-27361
2015-12-22,29000.0,29400.0,611146.0,9.89,44804,184152,-254711
2015-12-23,29450.0,29550.0,553410.0,9.94,43267,122894,-164986
2015-12-24,29850.0,29650.0,598116.0,9.97,-42583,220410,-177085
2015-12-28,29600.0,29300.0,581664.0,9.86,-84046,192381,-112628
2015-12-29,29100.0,29100.0,483482.0,9.79,138699,67786,-206165
2015-12-30,29250.0,28550.0,480552.0,9.6,168088,-57703,-109686
2016-01-04,28350.0,27650.0,426583.0,7.32,105275,-51904,-53971
2016-01-05,27400.0,28100.0,439012.0,7.44,49738,-36371,11180
2016-01-06,28050.0,27350.0,659779.0,7.24,198932,-76658,-131684
2016-01-07,27450.0,27650.0,643200.0,7.32,-104034,185295,-86658
2016-01-08,27350.0,28100.0,623087.0,7.44,9296,177469,-192832
2016-01-11,27700.0,28800.0,788786.0,7.62,-103768,196313,-108122
2016-01-12,29150.0,28950.0,681261.0,7.66,-31267,168848,-156532
2016-01-13,29300.0,31950.0,3051710.0,8.46,-1211194,1160113,49093
2016-01-14,31400.0,32000.0,1174341.0,8.47,-97739,336611,-239754
2016-01-15,32800.0,30900.0,1179749.0,8.18,68455,197999,-270214
2016-01-18,32450.0,31600.0,1882211.0,8.37,228921,78917,-305303
2016-01-19,31700.0,30900.0,640492.0,8.18,-2966,84455,-98155
2016-01-20,31100.0,29250.0,1078268.0,7.74,108150,-86275,-19404
2016-01-21,29000.0,29700.0,870135.0,7.86,-148758,128538,16197
2016-01-22,30300.0,31250.0,1081105.0,8.27,-199885,297249,-115977
2016-01-25,31900.0,32550.0,1240160.0,8.62,-516441,575679,-71358
2016-01-26,32000.0,32500.0,616228.0,8.6,-56303,177544,-100031
2016-01-27,33300.0,34750.0,2441402.0,9.2,-568745,661023,-92541
2016-01-28,35000.0,36350.0,2303909.0,9.62,-648529,408276,222870
2016-01-29,36400.0,36700.0,1442423.0,9.72,-348817,271550,77376
2016-02-01,36700.0,36900.0,773662.0,9.77,-242550,190906,40605
2016-02-02,36800.0,37100.0,951235.0,9.82,-307049,241278,63106
2016-02-03,36500.0,36000.0,935395.0,9.53,41822,-106334,81922
2016-02-04,36500.0,37500.0,1101166.0,9.93,-424262,323749,98290
2016-02-05,37250.0,37650.0,503420.0,9.97,-56781,4172,57736
2016-02-11,36100.0,35800.0,886244.0,9.48,128692,-133038,7896
2016-02-12,35250.0,36000.0,956833.0,9.53,-169952,82368,102095
2016-02-15,36950.0,37700.0,970641.0,9.98,-233518,234897,-9163
2016-02-16,37750.0,38100.0,828477.0,10.09,-241294,310791,-79701
2016-02-17,37850.0,37650.0,711295.0,9.97,-64996,126477,-68243
2016-02-18,38700.0,40000.0,1481128.0,10.59,-751653,612629,165354
2016-02-19,39800.0,40050.0,742223.0,10.6,-91795,87198,5019
2016-02-22,39550.0,39250.0,704320.0,10.39,145922,-85284,-63166
2016-02-23,39500.0,39150.0,702771.0,10.36,-35241,126798,-83370
2016-02-24,38750.0,38250.0,983312.0,10.13,112816,-68374,-51213
2016-02-25,38150.0,37850.0,1149222.0,10.02,61665,211450,-265263
2016-02-26,38350.0,38000.0,435398.0,10.06,39634,-76661,37655
2016-02-29,38000.0,38000.0,570145.0,10.06,-60516,86413,-17138
2016-03-02,38600.0,39400.0,982725.0,10.43,-275528,207177,92642
2016-03-03,39650.0,40900.0,1281293.0,10.83,-535346,254013,290828
2016-03-04,40700.0,40150.0,681046.0,10.63,63308,-23793,-51351
2016-03-07,41300.0,40600.0,811673.0,10.75,-89630,97671,-2752
2016-03-08,40800.0,40600.0,689535.0,10.75,-130415,92484,38026
2016-03-09,40100.0,40450.0,469283.0,10.71,12411,13787,-26752
2016-03-10,40450.0,40850.0,721153.0,10.81,-133091,-71101,212898
2016-03-11,40900.0,40050.0,648377.0,10.6,180156,-223957,48285
2016-03-14,40450.0,39850.0,294880.0,10.55,-3718,-28788,31506
2016-03-15,39400.0,39850.0,248725.0,10.55,-4812,-31616,44666
2016-03-16,39650.0,36300.0,2467009.0,9.61,913123,-643188,-250426
2016-03-17,36650.0,37650.0,1574188.0,9.97,-445540,10749,431268
2016-03-18,38050.0,38450.0,731672.0,10.18,-202688,28828,180560
2016-03-21,38500.0,38200.0,520082.0,10.11,-9484,-70536,74300
2016-03-22,38500.0,39800.0,806399.0,10.54,-419728,328301,89811
2016-03-23,39850.0,39750.0,498509.0,10.52,-25915,154350,-130305
2016-03-24,39600.0,40000.0,505375.0,10.59,-34700,159821,-125491
2016-03-25,40300.0,40300.0,590127.0,10.67,-293781,341064,-44182
2016-03-28,40300.0,40900.0,494828.0,10.83,-193053,166317,25363
2016-03-29,40900.0,40750.0,521294.0,10.79,-31301,114708,-84966
2016-03-30,41150.0,42100.0,1011630.0,11.15,-480343,230605,244705
2016-03-31,42150.0,42150.0,679596.0,11.16,-51833,124184,-73233
2016-04-01,42350.0,40250.0,837056.0,10.66,265919,-84685,-180019
2016-04-04,40000.0,39500.0,459661.0,10.46,116522,-157149,36773
2016-04-05,39200.0,39550.0,318786.0,10.47,42285,-98212,50932
2016-04-06,39400.0,40400.0,528287.0,10.7,3934,54454,-67990
2016-04-07,40200.0,39550.0,586452.0,10.47,211309,-230183,1514
2016-04-08,39200.0,40000.0,343760.0,10.59,-60578,-34675,96047
2016-04-11,39900.0,39700.0,306767.0,10.51,26998,-4708,-21606
2016-04-12,39350.0,41200.0,725374.0,10.91,-235827,228610,9545
2016-04-14,41850.0,41200.0,847190.0,10.91,73958,98410,-160796
2016-04-15,41500.0,40100.0,662016.0,10.62,119812,-131831,18809
2016-04-18,39700.0,39400.0,880704.0,10.43,245122,-152410,-84127
2016-04-19,40050.0,40400.0,972129.0,10.7,-307771,224714,106371
2016-04-20,40900.0,39550.0,620036.0,10.47,182074,-137740,-31506
2016-04-21,40000.0,40050.0,432906.0,10.6,30284,-6542,12338
2016-04-22,39750.0,39450.0,422277.0,10.44,35126,-55140,23850
2016-04-25,41000.0,40400.0,792669.0,10.7,26138,24408,-51580
2016-04-26,40100.0,40100.0,399038.0,10.62,33404,27797,-56275
2016-04-27,40250.0,39000.0,957086.0,10.32,316405,-275773,-36239
2016-04-28,39300.0,39850.0,784869.0,10.55,5376,113503,-128362
2016-04-29,39650.0,40200.0,663273.0,10.64,177772,-53742,-122879
2016-05-02,40400.0,38900.0,791510.0,10.3,315837,-179127,-128232
2016-05-03,39650.0,38700.0,871018.0,10.25,241457,-211340,-22925
2016-05-04,38300.0,36600.0,1742491.0,9.69,887998,-649599,-223769
2016-05-09,36150.0,35350.0,881716.0,9.36,206062,-27335,-178831
2016-05-10,35100.0,36150.0,516096.0,9.57,23330,-38002,14599
2016-05-11,35900.0,35500.0,520474.0,9.4,151271,-80459,-69561
2016-05-12,35200.0,35700.0,408755.0,9.45,22042,-16736,-5040
2016-05-13,35550.0,35400.0,374411.0,9.37,104734,-18951,-87995
2016-05-16,35050.0,35400.0,519412.0,9.37,59286,-81831,20894
2016-05-17,35500.0,35250.0,343747.0,9.33,-28896,34459,-3129
2016-05-18,34900.0,34600.0,573844.0,9.16,-10105,-86455,97725
2016-05-19,34400.0,32800.0,1585866.0,8.68,262670,-448165,202639
2016-05-20,33000.0,34050.0,591302.0,9.01,-252605,86554,166197
2016-05-23,34200.0,33300.0,546090.0,8.82,98245,-2848,-100904
2016-05-24,33150.0,32350.0,691302.0,8.56,196839,-218183,27848
2016-05-25,32850.0,33100.0,539707.0,8.76,-110413,96499,5604
2016-05-26,33350.0,33100.0,290654.0,8.76,29919,28404,-50210
2016-05-27,33300.0,33050.0,389393.0,8.75,88588,5712,-93266
2016-05-30,32950.0,33700.0,538734.0,8.92,-115900,87380,28568
2016-05-31,33700.0,34200.0,996612.0,9.05,20921,18417,-42335
2016-06-01,33800.0,33750.0,406995.0,8.94,45453,-30665,-14812
2016-06-02,33800.0,33350.0,402932.0,8.83,-27100,-72026,99573
2016-06-03,33200.0,33350.0,419428.0,8.83,-47595,-26001,73904
2016-06-07,33200.0,34900.0,621042.0,9.24,-250011,101311,151078
2016-06-08,35000.0,34550.0,335972.0,9.15,46351,47876,-78283
2016-06-09,34650.0,34300.0,763951.0,9.08,105840,-71290,-31334
2016-06-10,34600.0,34450.0,315423.0,9.12,-1334,21371,-18931
2016-06-13,34000.0,33650.0,439830.0,8.91,4937,-62466,58113
2016-06-14,33450.0,33350.0,290364.0,8.83,24805,-29585,17368
2016-06-15,33200.0,33000.0,319321.0,8.74,50653,-32330,-18284
2016-06-16,33000.0,32600.0,424825.0,8.63,76916,-115254,27978
2016-06-17,32750.0,32600.0,408535.0,8.63,35474,-97679,64947
2016-06-20,32900.0,33300.0,295041.0,8.82,-54675,11657,46816
2016-06-21,33250.0,32450.0,482368.0,8.59,189172,-44431,-140106
2016-06-22,32550.0,34000.0,815444.0,9.0,-295762,22390,283577
2016-06-23,33700.0,34400.0,612063.0,9.11,-104559,60448,41907
2016-06-24,34850.0,32400.0,1738021.0,8.58,24621,-85136,57502
2016-06-27,31400.0,32050.0,795682.0,8.49,97337,-205374,109537
2016-06-28,31700.0,33000.0,582399.0,8.74,-56822,9750,41878
2016-06-29,33450.0,33200.0,518209.0,8.79,51260,-149676,100202
2016-06-30,33550.0,33350.0,495947.0,8.83,-17393,-114492,128882
2016-07-01,33600.0,34050.0,433369.0,9.01,-135380,-7704,143117
2016-07-04,33950.0,34450.0,443547.0,9.12,-132251,4234,132235
2016-07-05,34250.0,33850.0,360527.0,8.96,62247,-44634,-13771
2016-07-06,33550.0,32850.0,464099.0,8.7,83927,-50190,-33767
2016-07-07,33150.0,32850.0,295162.0,8.7,82814,-77926,-8294
2016-07-08,32650.0,31900.0,864271.0,8.45,445000,-369469,-71287
2016-07-11,32250.0,32250.0,425282.0,8.54,41565,-138118,96556
2016-07-12,32300.0,32500.0,348490.0,8.6,17948,-100492,81547
2016-07-13,33000.0,33050.0,483700.0,8.75,-4436,-33238,37278
