Symbol,현대건설_시가(원),현대건설_종가(원),현대건설_거래량(주),현대건설_PER(IFRS-연결),현대건설_순매수수량(개인)(주),현대건설_순매수수량(기관계)(주),현대건설_순매수수량(외국인계)(주)
2000-01-04,5700,6260,3807790,,473880,-440730,65100
2000-01-05,6100,6200,4046430,,-63760,131560,-19300
2000-01-06,6300,5730,2201320,,215720,-223070,10490
2000-01-07,5810,5800,2158810,,42880,-73640,74260
2000-01-10,6100,5830,2159490,,129210,-35430,16340
2000-01-11,5830,5710,2261860,,253500,-140490,-120800
2000-01-12,5600,5500,2220510,,455250,-413470,-41730
2000-01-13,5430,5410,1998820,,316890,-346680,14540
2000-01-14,5410,5420,2031150,,150090,-161090,11000
2000-01-17,5440,5370,2005950,,7320,-22420,51100
2000-01-18,5400,5270,1886040,,150340,-120950,-34670
2000-01-19,5170,5000,3783470,,765880,-740770,-470
2000-01-20,4990,4850,2352870,,6690,-30810,39160
2000-01-21,4800,4840,4078250,,1056690,-420590,-625890
2000-01-24,4800,4815,2626040,,320410,-400400,60530
2000-01-25,4860,4870,3181730,,114680,-90480,-200
2000-01-26,4920,5120,5503410,,-369860,240860,99300
2000-01-27,5200,5550,6757980,,-55800,83010,-29730
2000-01-28,5560,5250,4346680,,91930,-72940,-6470
2000-01-31,5150,5350,6516590,,138120,-190140,16400
2000-02-01,5600,5310,2775770,,32450,-36250,-14730
2000-02-02,5310,5340,3722470,,545010,-511070,34180
2000-02-03,5380,5290,2658220,,54360,9600,200
2000-02-07,5290,5220,4255970,,383920,-464130,78630
2000-02-08,5200,5100,2467020,,-52910,13750,-430
2000-02-09,5100,5000,2981540,,69610,-40590,-29180
2000-02-10,4910,4850,2739140,,556080,-530530,-26410
2000-02-11,4800,4690,3271130,,292360,-49640,-185920
2000-02-14,4600,4530,2910150,,-4870,-9020,14630
2000-02-15,4450,4430,3171950,,-248130,214680,9450
2000-02-16,4500,4500,3196290,,295680,-229040,-17200
2000-02-17,4450,4400,2502970,,-14830,-5300,9080
2000-02-18,4400,4200,3106300,,339590,-289220,-16180
2000-02-21,4020,3900,2607220,,-88380,-18650,26530
2000-02-22,3760,3875,3104500,,17490,24910,-41060
2000-02-23,3955,4455,4689650,,243350,-195860,-24630
2000-02-24,4390,4080,3709620,,38830,-18560,630
2000-02-25,4010,4080,2823490,,-53610,58400,-5170
2000-02-28,3905,3900,2521610,,162030,81920,-243950
2000-02-29,3990,3940,2416770,,51270,-63900,20630
2000-03-02,4005,3985,3288280,,149120,-291030,140910
2000-03-03,4080,3900,2346910,,155250,-130110,-10720
2000-03-06,3900,4150,5645790,,-56460,-117960,50980
2000-03-07,4150,4135,4384240,,336140,-207840,-5410
2000-03-08,4200,4315,7205710,,-336750,303520,-52130
2000-03-09,4430,4500,9048600,,245020,-31240,-363050
2000-03-10,4700,4370,4559270,,308050,-309730,-2400
2000-03-13,4370,4290,3107090,,190050,-106930,-52670
2000-03-14,4200,4100,2674640,,280770,-279110,-1600
2000-03-15,4100,4090,2120320,,31450,-15760,-15630
2000-03-16,4150,4040,1891650,,-175290,157920,9670
2000-03-17,4105,4150,4009560,,-8560,-3390,11700
2000-03-20,4245,4100,2409580,,-113090,103860,13700
2000-03-21,4050,4030,1858000,,-43820,18580,20430
2000-03-22,4035,4020,2642800,,365480,-209520,-72070
2000-03-23,4030,3960,2624680,,390250,-402310,-4390
2000-03-24,3970,3935,1779520,,25680,-28210,540
2000-03-27,3890,4010,3081030,,167050,-163510,-3400
2000-03-28,3950,3915,2314960,,211790,-204980,13830
2000-03-29,3915,3915,0,,0,0,0
2000-03-30,3555,3680,3520000,,200000,-233550,1210
2000-03-31,3610,3720,2280330,,21460,-4490,-17260
2000-04-03,4275,4275,2779840,,395170,-374590,3080
2000-04-04,4390,4255,11226160,,-390480,310860,33290
2000-04-06,4250,4120,5232870,,187780,-127550,15670
2000-04-07,4090,4100,5405340,,165230,-124150,11430
2000-04-10,4715,4715,15481930,,6331290,-6784200,4150
2000-04-11,5100,5000,30907250,,2665850,-2767250,75120
2000-04-12,4900,4900,9654870,,-45690,85590,-29880
2000-04-14,4700,5200,10584540,,-233200,254100,-3010
2000-04-17,4750,5020,20077750,,-340180,297080,45500
2000-04-18,5490,5190,12292580,,12840,42710,-1220
2000-04-19,5190,4860,8319210,,139790,-151590,-34920
2000-04-20,4910,4960,12790920,,122560,-133300,-3350
2000-04-21,4940,4980,7054310,,41200,-28960,-3680
2000-04-24,4860,4610,6398180,,62830,-71320,-2920
2000-04-25,4480,4370,5796500,,-237960,215350,-1190
2000-04-26,4420,3910,12256690,,733420,-663040,-49630
2000-04-27,3900,3930,10481380,,-7490,-1520,10590
2000-04-28,3985,4050,7242770,,42850,-155500,91980
2000-05-02,3950,4030,5121980,,138420,-127770,-27180
2000-05-03,4050,4040,4126070,,-27520,39540,-12130
2000-05-04,4100,4055,2938120,,27360,-31380,3490
2000-05-08,4100,4085,5478600,,51660,-27290,-25190
2000-05-09,4060,3995,2457460,,-52670,45230,5720
2000-05-10,3855,3930,2684910,,262560,74560,-339340
2000-05-12,3900,3810,2639520,,92180,-39420,-44500
2000-05-15,3680,3605,2428900,,-2220,290,1930
2000-05-16,3600,3680,2608040,,-11130,17260,-1960
2000-05-17,3680,3390,3011250,,239470,-303180,63230
2000-05-18,3215,3110,3305160,,548180,-550390,3290
2000-05-19,3060,3240,3286780,,243140,-184840,-57370
2000-05-22,3100,3060,2015160,,16310,-6650,-5760
2000-05-23,3010,3110,2983920,,-228270,272920,-46480
2000-05-24,3060,3540,7223260,,120060,-33270,-89270
2000-05-25,3540,3770,24341880,,345940,-280470,-68920
2000-05-26,3480,3205,7448200,,125020,-192240,40300
2000-05-29,2725,2815,34306950,,483470,-377420,-93720
2000-05-30,3190,3235,16654210,,454760,-476300,25580
2000-05-31,3235,3435,31305990,,-213460,37060,-5050
2000-06-01,3390,3140,13992780,,79610,12350,-28630
2000-06-02,3210,3250,15748110,,-99530,-17200,125130
2000-06-05,3735,3735,5621310,,38490,-14400,4780
2000-06-07,4295,4295,742240,,18400,-7830,-4970
2000-06-08,4935,4935,28966780,,801600,-605270,-18810
2000-06-09,4700,5400,39471990,,-585850,631570,-48270
2000-06-12,5400,5800,32129230,,1451900,62580,-849020
2000-06-13,5590,4930,23880290,,-151100,46690,98320
2000-06-14,5130,5080,64089930,,407170,-378860,17370
2000-06-15,5130,4320,38705050,,139860,-149050,1640
2000-06-16,4215,4010,32349310,,48070,-21370,-16010
2000-06-19,4015,3820,22067120,,211230,-114900,190
2000-06-20,3875,4090,26234570,,20280,47800,-114280
2000-06-21,4010,3915,35970320,,97560,-81980,-6130
2000-06-22,4140,3950,13774090,,-34110,59570,-130
2000-06-23,3960,4080,18774950,,-55610,-28560,4490
2000-06-26,4120,4100,10713220,,-174710,179720,720
2000-06-27,4100,4190,25124460,,-151780,66400,-42310
2000-06-28,4250,4300,32339920,,82530,-232230,269820
2000-06-29,4300,4070,15806780,,-76720,76120,-17810
2000-06-30,4020,4170,15079550,,40220,43920,-100500
2000-07-03,4060,4050,12638320,,-54620,47100,2600
2000-07-04,4085,3880,12004250,,123220,-50180,-86650
2000-07-05,3830,3910,11275960,,-2200,22150,100
2000-07-06,3855,3965,19808490,,120540,-24320,-7750
2000-07-07,4150,4180,44865930,,-220640,154890,-6500
2000-07-10,4310,4080,16277210,,780690,23110,-807190
2000-07-11,4110,4080,40420920,,1548090,85450,-1689490
2000-07-12,4095,3900,15467580,,982550,76620,-1133640
2000-07-13,3840,3830,12579570,,1755940,-266910,-1505500
2000-07-14,3800,3800,10998420,,-14630,18830,-4830
2000-07-18,3750,3590,9305470,,185980,-90080,-85870
2000-07-19,3510,3500,13184550,,2030,-980,97670
2000-07-20,3500,3390,10180180,,-140840,122980,15300
2000-07-21,3510,3415,8013050,,5930,25700,-3030
2000-07-24,3205,2915,13795150,,54660,226170,20030
2000-07-25,2750,3010,33168460,,-132170,140920,32330
2000-07-26,2860,2915,25341170,,227990,-172710,-1760
2000-07-27,3000,2920,14952420,,-71530,70720,4760
2000-07-28,2900,2735,8818510,,-84650,-5040,52010
2000-07-31,2610,2635,14672300,,-121930,62630,58340
2000-08-01,2720,2875,20507510,,-110420,-194040,-22420
2000-08-02,2890,2910,16043260,,-237690,62230,53310
2000-08-03,3050,3090,9085940,,-93890,-136210,-10030
2000-08-04,3050,3170,13482400,,16320,-43910,-6680
2000-08-07,2850,2720,13468720,,684770,-38450,-615570
2000-08-08,2800,2785,9993320,,722510,-8970,-729250
2000-08-09,2810,2900,15183080,,384930,78600,-480570
2000-08-10,2855,2915,14453990,,324300,-123890,-241700
2000-08-11,2920,2900,11233600,,174030,286770,-474230
2000-08-14,3335,3335,1699640,,61860,-23670,-300
2000-08-16,3780,3380,25384970,,438360,-85440,-316780
2000-08-17,3300,3120,12775300,,-55930,-41250,7680
2000-08-18,3130,3155,8560380,,17810,-71220,25510
2000-08-21,3020,3005,5975980,,93820,-37660,-6120
2000-08-22,3020,3070,8553580,,-106710,146340,-2180
2000-08-23,3250,3155,19368330,,793830,-801870,1030
2000-08-24,3200,3075,8668170,,-33590,38480,3810
2000-08-25,3080,3155,12675670,,20400,59050,19580
2000-08-28,3250,3270,11630430,,-265750,218490,152860
2000-08-29,3300,3290,13704800,,261240,-104940,-87010
2000-08-30,3250,3120,7313770,,26850,-81750,12640
2000-08-31,3190,2990,7958240,,109560,-118450,12850
2000-09-01,2980,3005,4230840,,-21950,38260,9410
2000-09-04,2950,2885,4395240,,64620,-52620,10
2000-09-05,2810,2910,4325670,,-61920,141920,13830
2000-09-06,2900,2880,4125150,,-52700,19200,33400
2000-09-07,2850,2760,5001760,,93650,-114010,11910
2000-09-08,2800,2795,5807930,,89000,-86810,-15740
2000-09-14,2745,2840,4325090,,493970,-255420,-242820
2000-09-15,2840,2790,5946880,,219130,-151860,-77620
2000-09-18,2655,2550,5918440,,-210020,138510,55520
2000-09-19,2500,2495,5288340,,-10330,-50560,-2170
2000-09-20,2550,2545,5149820,,212650,-123620,-9350
2000-09-21,2540,2475,7654170,,93560,-43580,-54380
2000-09-22,2430,2210,4937590,,41570,-27160,-17270
2000-09-25,2220,2300,8386890,,-18700,25090,-3090
2000-09-26,2255,2240,6380360,,-6140,59810,0
2000-09-27,2220,2235,6750870,,-55580,56930,140
2000-09-28,2240,2220,5714140,,49590,-43760,-6600
2000-09-29,2245,2225,4981030,,69540,-43770,-19020
2000-10-02,2175,2120,7053970,,-6380,-16230,25450
2000-10-04,2120,2140,12003740,,66610,-88640,24690
2000-10-05,2105,2100,10070610,,9360,-64270,52910
2000-10-06,2100,2020,13044260,,-58640,21890,-8000
2000-10-09,2040,2015,13781520,,135710,-76150,260
2000-10-10,2050,2015,6813090,,-20110,56440,-17870
2000-10-11,2160,2035,18587010,,-261190,44430,261550
2000-10-12,1950,1895,11377770,,89100,-44190,-29700
2000-10-13,1800,1750,10440070,,-106650,122640,-21850
2000-10-16,2005,1810,12719540,,106640,-130380,3040
2000-10-17,1650,1540,9439740,,-161590,113880,41480
2000-10-18,1470,1730,29174610,,437270,15800,-462460
2000-10-19,1660,1600,18482770,,52220,-47780,-1280
2000-10-20,1665,1670,13552590,,-78780,56070,21330
2000-10-23,1700,1610,12433880,,45380,-88240,-1550
2000-10-24,1600,1645,16767610,,-134210,79970,1240
2000-10-25,1635,1600,8496570,,150070,-128450,-620
2000-10-26,1560,1535,7359020,,-132940,37900,125000
2000-10-27,1540,1490,4190780,,-109660,189760,13620
2000-10-30,1470,1380,8936710,,189810,-166320,-7820
2000-10-31,1380,1380,0,,0,0,0
2000-11-01,1175,1175,2232050,,148570,-96490,-52080
2000-11-02,1120,1350,34972600,,1962160,-615800,-1603980
2000-11-03,1550,1550,14063110,,362640,-87530,-28990
2000-11-06,1320,1560,66569940,,997120,-399620,-566620
2000-11-07,1500,1455,48225420,,281720,-72890,-19420
2000-11-08,1450,1435,40925510,,-472330,-9020,-522310
2000-11-09,1410,1300,28462760,,-127230,-36710,-22790
2000-11-10,1320,1250,35158760,,128380,-157980,19110
2000-11-13,1290,1390,56434680,,23040,-322170,-44630
2000-11-14,1595,1595,3153660,,236960,-200,-102500
2000-11-15,1830,1830,1834770,,568210,2650,-317330
2000-11-16,2100,2100,71765110,,1085370,-26010,-117640
2000-11-17,2100,2130,81466470,,447940,-48100,39480
2000-11-20,2100,2240,90732420,,149310,1090,-85180
2000-11-21,2300,1905,53667990,,-147350,121700,-18610
2000-11-22,1815,1875,66197600,,5810,-9250,28500
2000-11-23,1900,1610,45261060,,-495890,82450,91740
2000-11-24,1630,1740,37128130,,26210,44060,-155860
2000-11-27,1775,1855,66063600,,-52910,48040,175550
2000-11-28,1810,1710,19092610,,105890,5690,-152700
2000-11-29,1680,1625,10620430,,-18150,-132790,-59760
2000-11-30,1640,1640,12856890,,1130,-18230,36360
2000-12-01,1480,1630,23025430,,-177600,132430,42170
2000-12-04,1660,1570,10159300,,-26860,-48360,76310
2000-12-05,1570,1580,11670700,,19920,96040,-99960
2000-12-06,1650,1535,15585010,,-228180,112140,29320
2000-12-07,1535,1490,8079460,,-12550,-53300,1570
2000-12-08,1495,1505,12540480,,-76350,65680,8090
2000-12-11,1510,1505,11845440,,-294930,102510,45480
2000-12-12,1520,1480,8685010,,46380,-90370,0
2000-12-13,1470,1455,9331600,,-101510,94420,7090
2000-12-14,1490,1465,12064020,,285500,-416910,129910
2000-12-15,1440,1415,6479910,,-126930,-35540,-41880
2000-12-18,1380,1325,7683550,,-96420,52020,7200
2000-12-19,1330,1255,9298620,,108670,-111380,2710
2000-12-20,1215,1315,21184020,,615100,-6010,-566880
2000-12-21,1285,1240,14515910,,-82740,6640,19800
2000-12-22,1255,1215,19287590,,511570,25550,0
2000-12-26,1240,1245,14335690,,-42420,32730,-8810
2001-01-02,1395,1430,2086520,,43370,-35270,0
2001-01-03,1640,1640,1208400,,65600,-45910,-19690
2001-01-04,1885,1885,562760,,95980,-2360,-19620
2001-01-05,2165,2165,1406820,,47980,1520,-49700
2001-01-08,2275,2190,78159490,,325840,122510,-37410
2001-01-09,2160,2010,48502900,,-646730,140720,281640
2001-01-10,2100,1900,69965850,,-35950,25530,132520
2001-01-11,1950,1950,33070560,,139960,-32490,-101600
2001-01-12,2010,1950,71473000,,93690,-184700,43430
2001-01-15,2070,1985,45593400,,134810,-101790,-23910
2001-01-16,2000,1990,35853210,,-116940,-58070,-15120
2001-01-17,2010,1900,21480560,,128720,44020,-1510
2001-01-18,1865,1865,20134250,,-263100,150300,45210
2001-01-19,1885,1845,15921570,,-196080,156930,42140
2001-01-22,1910,2120,28877410,,-85360,18480,-10620
2001-01-26,2435,2340,56880160,,-99290,-209270,367510
2001-01-29,2590,2690,36859140,,54710,51610,-61740
2001-01-30,3090,2575,68660770,,390310,-518170,12910
2001-01-31,2585,2640,48572360,,-561830,207680,-271690
2001-02-01,2550,2510,51804800,,-151100,35990,44290
2001-02-02,2630,2490,35344690,,-101000,20490,-9300
2001-02-05,2300,2185,24160890,,162720,-121780,6490
2001-02-06,2205,2250,36810680,,341170,-30390,49190
2001-02-07,2410,2265,48885040,,-130690,-101600,-50220
2001-02-08,2275,2265,17174590,,-119690,152030,-98780
2001-02-09,2265,2270,15633430,,52350,-44090,1910
2001-02-12,2175,2235,13660770,,14740,66930,-2380
2001-02-13,2310,2215,17520090,,-22190,49190,-750
2001-02-14,2275,2360,47347500,,-293100,112710,48260
2001-02-15,2370,2265,19228300,,192090,-111470,-37310
2001-02-16,2320,2230,12864920,,42760,-64660,650
2001-02-19,2180,2250,11953660,,169750,-150460,-12970
2001-02-20,2280,2410,29856620,,38500,115650,-7520
2001-02-21,2360,2385,21065340,,-291780,330850,-12960
2001-02-22,2385,2550,42852360,,-988560,499370,253490
2001-02-23,2570,2580,46666980,,371890,568260,-245550
2001-02-26,2570,2415,30628110,,84910,-75140,16970
2001-02-27,2450,2180,49381360,,92570,-209580,49380
2001-02-28,2240,2220,21926770,,-74970,74430,-29700
2001-03-02,2155,1995,18779400,,237640,-206340,-3300
2001-03-05,1810,1860,26435590,,900760,-732590,20800
2001-03-06,1950,1890,23171480,,-108610,41480,6220
2001-03-07,1895,1850,16235480,,-36510,46780,-24330
2001-03-08,1855,1885,15652820,,417960,-21020,-398960
2001-03-09,1855,1830,11826900,,219160,-177500,-13900
2001-03-12,1850,1855,29028640,,4891790,-159020,-4721740
2001-03-13,1710,1580,20035140,,-80170,96720,107500
2001-03-14,1650,1650,25494140,,285820,-210590,-8580
2001-03-15,1475,1590,18522060,,-561580,384860,86180
2001-03-16,1635,1595,14888790,,211770,-190390,1890
2001-03-19,1550,1575,11366550,,-192600,26210,209120
2001-03-20,1625,1580,7449750,,-177170,-20530,213620
2001-03-21,1490,1460,17395870,,-450650,137620,176690
2001-03-22,1430,1525,46034120,,603800,-89550,-256990
2001-03-23,1500,1420,18850500,,47110,-69370,-540
2001-03-26,1460,1450,47551290,,4645390,-49640,-4582650
2001-03-27,1465,1235,38357370,,-797740,652860,-19180
2001-03-28,1050,1050,1997220,,-109430,22490,-380
2001-03-29,1105,1080,109103850,,-324220,258520,-9170
2001-03-30,1000,920,59481670,,412230,-163030,50170
2001-04-02,920,920,0,,0,0,0
2001-04-03,785,785,1256840,,-85050,-3850,98450
2001-04-04,710,670,18949690,,-76280,15680,58120
2001-04-06,670,650,10340570,,-9360,-66760,7400
2001-04-09,670,650,5671890,,3120,-13930,10030
2001-04-10,655,620,4213020,,7740,-7740,0
2001-04-11,625,585,7739900,,-6800,-30820,490
2001-04-12,610,590,5719860,,60940,-35830,0
2001-04-13,590,675,6927400,,104010,-69250,-52690
2001-04-16,675,690,10965670,,60850,-20,20690
2001-04-17,680,690,4867520,,-54490,-1710,1240
2001-04-18,695,695,7254410,,15210,-10,-15490
2001-04-19,705,670,6900720,,7050,-6440,-610
2001-04-20,670,655,4603840,,12560,-10,-6190
2001-04-23,650,640,6000870,,-2340,-2890,-1990
2001-04-24,690,640,5362730,,-17940,-50,16500
2001-04-25,640,635,4610000,,-17190,-30,17220
2001-04-26,645,660,5745850,,15380,-30,-16210
2001-04-27,645,640,3664870,,-187590,-4340,107360
2001-04-30,640,620,3752240,,6160,-40,10
2001-05-02,635,615,3935400,,-74480,-2820,61600
2001-05-03,610,600,3814150,,-393250,-40,47290
2001-05-04,590,605,2375720,,5890,-130,2500
2001-05-07,600,600,2479400,,-1770,-20,1790
2001-05-08,590,640,6376830,,84270,-70,-28250
2001-05-09,620,605,3717690,,93830,-190,6260
2001-05-10,660,630,3954270,,132560,-14520,-68710
2001-05-11,630,630,2538040,,157330,-20,17000
2001-05-14,650,720,7323070,,41460,-40,-3800
2001-05-15,690,650,9246360,,-280,-1720,2000
2001-05-16,670,680,4394810,,-25410,-39890,200
2001-05-17,655,665,5272560,,-30940,940,30000
2001-05-18,665,680,5453560,,111710,-30,-114660
2001-05-21,680,710,10872150,,-337880,199860,155500
2001-05-22,740,725,6813740,,-35850,-150,0
2001-05-23,735,830,7051810,,326900,201720,-532030
2001-05-24,890,950,6139170,,188530,-201960,7200
2001-05-25,1090,970,26364170,,393610,-221320,-189530
2001-05-28,910.0,900.0,8841690.0,,209290,-160130,-34260
2001-05-29,885.0,915.0,9571000.0,,-22530,-60,3560
2001-05-30,910.0,900.0,4995790.0,,26750,-10,-26740
2001-05-31,865.0,860.0,3947380.0,,383010,-100000,-283010
2001-06-01,920.0,890.0,5525980.0,,318710,178960,-566140
2001-06-04,875.0,870.0,3177940.0,,9730,-20,300
2001-06-05,860.0,810.0,4230690.0,,-41640,0,19640
2001-06-07,830.0,820.0,4116670.0,,56600,-60020,-1710
2001-06-08,825.0,835.0,3921980.0,,9050,-50,-8000
2001-06-11,960.0,920.0,8314920.0,,-11220,9930,3030
2001-06-12,875.0,870.0,3914240.0,,43430,-30,-46400
2001-06-13,880.0,900.0,4183970.0,,252050,-50,-250000
2001-06-14,900.0,880.0,4112450.0,,-39940,-70,0
2001-06-15,865.0,860.0,4478470.0,,1930,-1930,0
2001-06-18,870.0,840.0,5995560.0,,970320,-265040,8180
2001-06-19,840.0,840.0,0.0,,0,0,0
2001-06-20,840.0,840.0,0.0,,0,0,0
2001-06-21,840.0,840.0,0.0,,0,0,0
2001-06-22,840.0,840.0,0.0,,0,0,0
2001-06-25,840.0,840.0,0.0,,0,0,0
2001-06-26,840.0,840.0,0.0,,0,0,0
2001-06-27,840.0,840.0,0.0,,0,0,0
2001-06-28,840.0,840.0,0.0,,0,0,0
2001-06-29,840.0,840.0,0.0,,0,0,0
2001-07-02,840.0,840.0,0.0,,0,0,0
2001-07-03,840.0,840.0,0.0,,0,0,0
2001-07-04,840.0,840.0,0.0,,0,0,0
2001-07-05,840.0,840.0,0.0,,0,0,0
2001-07-06,4950.0,4290.0,467500.0,,3490,0,-490
2001-07-09,3650.0,3650.0,1006230.0,,27050,-1250,-26730
2001-07-10,3395.0,3400.0,2010880.0,,540660,-449650,-91010
2001-07-11,3290.0,2900.0,1713100.0,,173410,-170900,-2710
2001-07-12,2900.0,3000.0,1604930.0,,534260,-481790,30
2001-07-13,3000.0,2770.0,1224370.0,,150210,-146790,2030
2001-07-16,2900.0,3000.0,1836940.0,,672390,-672050,-340
2001-07-18,3035.0,3200.0,1218540.0,,29220,-22180,-6040
2001-07-19,3100.0,2900.0,1022170.0,,101260,-40190,-67070
2001-07-20,2900.0,2825.0,534830.0,,13210,-10400,-2810
2001-07-23,2860.0,2600.0,669240.0,,-170,-50,220
2001-07-24,2400.0,2520.0,756030.0,,-6580,-200,2780
2001-07-25,2400.0,2400.0,496760.0,,350,-250,-100
2001-07-26,2500.0,2490.0,370140.0,,-12000,-12900,22900
2001-07-27,2555.0,2570.0,585310.0,,137150,-130150,15000
2001-07-30,2540.0,2450.0,390230.0,,12740,-20740,8000
2001-07-31,2450.0,2500.0,794980.0,,314640,-314980,340
2001-08-01,2510.0,2600.0,956120.0,,-56110,49910,6200
2001-08-02,2540.0,2560.0,638820.0,,4560,-4560,0
2001-08-03,2570.0,2600.0,744190.0,,265810,-265810,0
2001-08-06,2600.0,2720.0,1219750.0,,516430,-461330,-5100
2001-08-07,2700.0,2845.0,1154950.0,,249980,-250200,220
2001-08-08,2900.0,2750.0,974990.0,,165400,-118400,-47000
2001-08-09,2630.0,2650.0,473930.0,,7700,-40700,33000
2001-08-10,2700.0,2620.0,465520.0,,60200,-70200,10000
2001-08-13,2650.0,3010.0,3087490.0,,1694030,-1686850,-7180
2001-08-14,3160.0,3100.0,4577400.0,,712520,-699690,-13500
2001-08-16,3200.0,3565.0,12629530.0,,2911430,-2897350,-15280
2001-08-17,3700.0,3970.0,20824420.0,,2040890,-2054480,12520
2001-08-20,3800.0,3780.0,20719530.0,,841650,-847930,-4100
2001-08-21,4100.0,4100.0,12658660.0,,652880,-649680,2000
2001-08-22,4035.0,3990.0,24378790.0,,675410,-584380,-17950
2001-08-23,4050.0,3690.0,9480810.0,,145950,-140770,-3500
2001-08-24,3575.0,3410.0,6808600.0,,-3360,-640,1000
2001-08-27,3470.0,3310.0,6610100.0,,-4850,-150,3000
2001-08-28,3300.0,3325.0,3041850.0,,250,-250,0
2001-08-29,3250.0,2940.0,4799530.0,,-124890,-470,8840
2001-08-30,2740.0,3380.0,13423250.0,,15800,-1420,-14180
2001-08-31,3380.0,3390.0,15544020.0,,47160,-40190,-2050
2001-09-03,3500.0,3180.0,7604740.0,,20580,-20470,0
2001-09-04,3290.0,3420.0,9035130.0,,-19070,-430,5020
2001-09-05,3400.0,3680.0,16903100.0,,52830,-64580,-10400
2001-09-06,3770.0,3720.0,16046050.0,,130530,-3000,-700
2001-09-07,3700.0,3610.0,11982300.0,,63390,-12940,9950
2001-09-10,3575.0,3520.0,5744940.0,,2770,-6660,-10
2001-09-11,3520.0,3350.0,4488130.0,,640,-640,0
2001-09-12,2850.0,2850.0,592010.0,,-1770,-380,500
2001-09-13,2710.0,3190.0,11591230.0,,98050,-46030,-25960
2001-09-14,3150.0,2880.0,9410190.0,,-58790,14610,4000
2001-09-17,3020.0,2650.0,7898580.0,,-137880,34880,3000
2001-09-18,2960.0,3045.0,9358150.0,,177970,-30290,0
2001-09-19,3110.0,3000.0,13329830.0,,-2860,2360,-2900
2001-09-20,3010.0,2925.0,7438230.0,,6230,-2560,-1000
2001-09-21,2850.0,2875.0,5013670.0,,7060,-60,0
2001-09-24,2920.0,3000.0,8002200.0,,-26700,18650,16570
2001-09-25,3150.0,2870.0,5493770.0,,-28930,19910,200
2001-09-26,2925.0,2900.0,3890410.0,,54800,-650,-51660
2001-09-27,2855.0,2910.0,3541940.0,,16330,30120,-45740
2001-09-28,2910.0,2930.0,2715370.0,,-14650,49000,-34310
2001-10-04,3175.0,3060.0,4699870.0,,59980,-70180,13700
2001-10-05,3000.0,3000.0,4118570.0,,-2760,-240,3000
2001-10-08,2900.0,2920.0,2819440.0,,17190,2880,-20070
2001-10-09,2940.0,2940.0,2950430.0,,-75490,71390,-900
2001-10-10,2980.0,2935.0,3205060.0,,-64340,31940,-160
2001-10-11,2970.0,2950.0,18719980.0,,7782580,-7791580,4440
2001-10-12,2970.0,2925.0,7329210.0,,-175060,168500,6560
2001-10-15,2945.0,2865.0,5126750.0,,117890,-77910,-5980
2001-10-16,2865.0,2865.0,4377290.0,,100470,-126470,22000
2001-10-17,2950.0,2915.0,8270530.0,,405490,-368220,2510
2001-10-18,2850.0,2790.0,5262000.0,,-89810,118420,-26500
2001-10-19,2780.0,2890.0,4758560.0,,-653330,-1670,653200
2001-10-22,2910.0,2870.0,2993790.0,,-78820,-36620,13080
2001-10-23,2900.0,2840.0,2425810.0,,-164830,-3090,-21500
2001-10-24,2820.0,2820.0,2492820.0,,-10300,-240,5010
2001-10-25,2805.0,2810.0,2637750.0,,16250,-30190,13940
2001-10-26,2810.0,2780.0,2071420.0,,-24090,-200,0
2001-10-29,2750.0,2770.0,2089010.0,,-8800,-3800,-1800
2001-10-30,2740.0,2610.0,2256340.0,,4490,-90,5300
2001-10-31,2580.0,2660.0,2976320.0,,78640,-212250,125810
2001-11-01,2620.0,2695.0,2378780.0,,-24990,-189450,155000
2001-11-02,2735.0,2745.0,4366580.0,,-353970,750,439860
2001-11-05,2760.0,2785.0,1428650.0,,9320,-170,-9150
2001-11-06,2800.0,2760.0,2232680.0,,-59630,59630,0
2001-11-07,2780.0,2705.0,1674520.0,,-39970,39530,440
2001-11-08,2705.0,2735.0,1444820.0,,-88740,49890,2550
2001-11-09,2730.0,2735.0,1797780.0,,-43440,49840,-6400
2001-11-12,2755.0,2990.0,11018420.0,,1048700,-1065120,-2550
2001-11-13,3000.0,2975.0,8159160.0,,186040,-176140,-6930
2001-11-14,3005.0,3220.0,23565270.0,,1970380,-1967010,12480
2001-11-15,3245.0,2990.0,13557780.0,,3750330,-3791340,5840
2001-11-16,3000.0,3040.0,15892840.0,,574440,-605000,3620
2001-11-19,3080.0,3050.0,8722950.0,,-233470,-143320,402490
2001-11-20,3150.0,3090.0,14922330.0,,538540,-547860,-20390
2001-11-21,3060.0,3080.0,8079530.0,,103060,-85400,-4280
2001-11-22,3065.0,3080.0,7803360.0,,75530,-81300,3570
2001-11-23,3120.0,3170.0,8517540.0,,315980,-300280,-5700
2001-11-26,3350.0,3645.0,30598500.0,,1575730,-1291630,1310
2001-11-27,3700.0,3600.0,29238570.0,,350850,-570790,-9200
2001-11-28,3540.0,3200.0,10274840.0,,-22840,-106150,131560
2001-11-29,3240.0,3310.0,11626650.0,,202910,-220630,88470
2001-11-30,3320.0,3225.0,9971050.0,,110190,-76730,22880
2001-12-03,3230.0,3275.0,6944520.0,,-115980,-12880,190500
2001-12-04,3275.0,3420.0,25707200.0,,266980,-348100,23360
